EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsUnassisted2s,NonHeaveArc3FGA,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,FoulsDrawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsPutbacks,HeaveAttempts,Fg2aBlocked,TwoPtAssists,AtRimAssists,OffThreePtRebounds,OffRebounds,DeadBallTurnovers,Offensive Fouls,PenaltyPointsExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PtsAssisted2s,Loose Ball Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctAssisted,FtPoints,ShootingFouls,FTA,TwoPtShootingFoulsDrawn,OffCorner3ReboundPct,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyCorner3FGA,ShortMidRangeAssists,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,ShortMidRangePctBlocked,LongMidRangePctBlocked,PenaltyCorner3Frequency,Corner3FGM,PenaltyCorner3FGM,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Corner3Assists,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,Steals,BadPassSteals,LostBallSteals,Technical Free Throw Trips,Blocked3s,BlockedArc3,OffTwoPtRebounds,FTDefRebounds,2pt And 1 Free Throw Trips,BlockedShortMidRange,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,OffLongMidRangeReboundPct,FTOffRebounds,SelfOReb,SecondChanceTurnovers,OffFTReboundPct,SelfORebPct,Travels,OffShortMidRangeReboundPct,SecondChanceFtPoints,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1899,1610612748,James Posey,James Posey,1899,MIA,1664.0,28,-13,47,49,18.0,19.0,4.0,96,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,55,2.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,7.8431372549019605,1.0,0.23529411764705882,0.25,0.23809523809523808,0.2,0.375,0.25,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.53735,24.450000000000003,0.3829787234042553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,1102.0,18,-8,29,31,6.0,14.0,3.0,60,1.0,4.0,,2.0,5.0,10.0,2.0,10.0,35,10.0,1.0,1.0,4.0,1.0,9.0,1.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,3.0,,,,,,6.0,0.5,0.4166666666666667,0.4166666666666667,0.16666666666666666,42.42424242424242,0.5,0.16666666666666666,0.3333333333333333,0.2,,0.16666666666666666,,,0.3333333333333333,0.25,0.3333333333333333,,0.16666666666666666,0.5,0.4817363636363636,41.2,0.20689655172413793,1.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,0.5,1.0,0.4,1.0,0.4,0.1,0.25,0.25,0.13333333333333333,0.3333333333333333,1.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.5,0.5,0.5,1.0,0.6,0.3333333333333333,0.2,0.56615,0.4,0.4,8.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,303.0,5,1,9,8,,5.0,1.0,17,1.0,1.0,,,1.0,2.0,,2.0,6,,,,,,,,1.0,1.0,2.0,,,,1.0,,,1.0,1.0,1.0,1.0,,0.5,0.5,0.5,,20.0,,0.3333333333333333,,0.25,0.5,,,1.0,0.5,1.0,1.0,,,0.5,0.4865,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,0.5,0.16666666666666666,1.0,,,,,,0.5,,,,,,,,,,,7.65,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,1610612748,Alonzo Mourning,Alonzo Mourning,297,MIA,1267.0,21,-11,36,40,19.0,21.0,4.0,76,2.0,2.0,,,4.0,4.0,,9.0,47,2.0,,,,,,1.0,3.0,4.0,5.0,,,,3.0,2.0,,,,,,19.0,1.0,1.0,0.75,,15.0,,0.23076923076923078,0.3333333333333333,0.25,0.4,,0.5,,0.5,1.0,1.0,,,0.5,0.47522499999999995,,0.5277777777777778,,,,,2.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,0.16666666666666666,0.0625,,0.5,,0.5,1.0,1.0,,,,,,,,,,,,2.825,6.0,,0.75,0.75,1.0,1.0,3.0,4.0,2.0,0.5,0.5,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1610612748,Gary Payton,Gary Payton,56,MIA,1913.0,32,-12,55,57,19.0,21.0,5.0,112,,,1.0,,,2.0,1.0,,62,,,1.0,3.0,1.0,7.0,,4.0,4.0,4.0,2.0,1.0,4.0,3.0,1.0,,,,,,19.0,,,,0.3333333333333333,11.666666666666668,0.5,0.19047619047619047,,0.14814814814814814,0.125,0.3333333333333333,,,,,,0.3333333333333333,,0.3333333333333333,0.4474833333333333,23.2,0.34545454545454546,,,,,,1.0,,1.0,,,,,,1.0,1.0,,,,2.0,2.0,,,,2.0,1.0,,,,,,,,1.0,,,,,,,0.3333333333333333,,,0.3333333333333333,,,,,,,,0.483875,,,12.05,,1.0,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,1610612748,Shaquille O'Neal,Shaquille O'Neal,406,MIA,646.0,11,-1,19,17,,,1.0,36,2.0,4.0,,,3.0,6.0,,6.0,15,2.0,,1.0,1.0,1.0,3.0,,,,,,,1.0,1.0,,,,,,,,0.5,0.5,0.5,,35.0,,,,,,,,,0.6666666666666666,0.5,0.6666666666666666,,,0.6666666666666666,0.5204666666666666,,,,,,,1.0,2.0,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,0.16666666666666666,0.25,,,,,,0.3333333333333333,0.5,0.5,,,,,,,,,,,,2.0833333333333335,4.0,,0.6666666666666666,0.6666666666666666,0.5,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,1610612748,Antoine Walker,Antoine Walker,952,MIA,1610.0,27,-13,46,49,19.0,16.0,4.0,95,,1.0,2.0,6.0,,4.0,8.0,14.0,56,,6.0,,2.0,,4.0,,3.0,3.0,3.0,,,1.0,2.0,1.0,,,,,,19.0,,0.5,0.5384615384615384,0.6666666666666666,28.0,,0.16666666666666666,,0.13043478260869565,0.16666666666666666,0.25,,,0.08333333333333333,,,0.16666666666666666,0.5,0.75,0.4677583333333333,24.8625,0.41304347826086957,,,,1.0,,1.0,,2.0,3.0,,2.0,,,3.0,5.0,11.0,,,1.0,2.0,1.0,,,1.0,1.0,11.0,,,,0.5625,,0.6111111111111112,0.25,,,,,,,0.08333333333333333,,,0.16666666666666666,,,,,0.125,,0.375,0.4538625,,0.7857142857142857,12.625,,,,,,2.0,,2.0,1.0,,,0.07692307692307693,0.2,2.0,1.0,,,,1.0,1.0,,0.25,1.0,1.0,3.0,2.0,4.0,3.0,2.0,12.0,3.0,1.0,0.5,0.6,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.6666666666666666,0.5,0.3977,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2574,1610612748,Jason Kapono,Jason Kapono,2574,MIA,1025.0,17,-1,33,32,13.0,7.0,3.0,65,,,,2.0,1.0,3.0,2.0,7.0,32,,2.0,1.0,1.0,,3.0,2.0,2.0,4.0,4.0,,,1.0,5.0,2.0,,,,,,13.0,0.3333333333333333,0.5,0.5833333333333334,0.4,20.0,,0.18181818181818182,0.4,0.25,0.25,,0.5,,,,,,0.4,0.4,0.46301000000000003,25.0,0.3939393939393939,,,,,,,1.0,3.0,,,,3.0,1.0,2.0,,4.0,,,,,,,,1.0,1.0,4.0,,0.5,1.5,0.5,1.5,0.6666666666666666,,,,,,0.3333333333333333,,,,,0.6,0.3333333333333333,0.3333333333333333,,,,,,0.417,0.42857142857142855,0.5714285714285714,18.533333333333335,2.0,,1.0,1.0,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,1.0,,2.0,3.0,1.0,1.0,0.5,,0.5,,,,0.5,0.5,1.0,,,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,35.0,1,-2,1,2,1.0,2.0,,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,1610612748,Jason Williams,Jason Williams,1715,MIA,6696.0,112,-23,215,213,43.0,54.0,17.0,428,1.0,4.0,2.0,15.0,2.0,11.0,17.0,23.0,239,4.0,15.0,4.0,14.0,4.0,32.0,3.0,5.0,8.0,8.0,2.0,2.0,3.0,5.0,4.0,1.0,,,1.0,1.0,43.0,0.18181818181818182,0.3392857142857143,0.36666666666666664,0.6071428571428571,14.163090128755364,0.6666666666666666,0.07142857142857142,0.12,0.08421052631578947,0.14285714285714285,0.029411764705882353,0.1,1.0,0.14285714285714285,0.25,0.5,0.07142857142857142,0.5357142857142857,0.75,0.523219642857143,24.947058823529414,0.2,,,,,,3.0,1.0,4.0,2.0,,,,,,2.0,3.0,,,2.0,10.0,6.0,,,1.0,,3.0,,,,0.75,,0.75,0.18181818181818182,0.5,,,,0.09090909090909091,0.2,0.10714285714285714,,,0.14285714285714285,0.25,0.25,,,,,1.0,0.51855,,0.13043478260869565,9.663636363636364,,,,,,4.0,2.0,5.0,2.0,,,0.06666666666666667,0.15384615384615385,,,4.0,1.0,,2.0,,,,1.0,,4.0,1.0,5.0,1.0,,15.0,4.0,1.0,0.29411764705882354,0.5,0.29411764705882354,0.5,0.5,1.0,0.26666666666666666,0.26666666666666666,1.0,,0.5,0.26666666666666666,,,,,,,,,1.0,,,,,,,False,5.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
