EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyArc3FGA,SecondChanceFG2M,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,BadPassSteals,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,BlockedLongMidRange,RecoveredBlocks,Defensive 3 Seconds Violations,SecondChanceFg2Pct,PenaltyFg2Pct,PenaltyEfgPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGM,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted3s,Corner3Assists,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,Travels,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,PenaltyFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Corner3FGM,PenaltyCorner3FGM,FTOffRebounds,SelfOReb,OffFTReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,OffensiveGoaltends,3SecondViolations,SecondChanceAtRimPctAssisted,on,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,DefCorner3ReboundPct
101129,1610612745,Luther Head,Luther Head,101129,HOU,1972.0,33,4.0,58,61,28,23,4.0,119,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,6.0,1.0,9.0,46,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,6.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,28,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.375,0.5,0.375,0.25,0.75,16.417910447761194,0.5,0.04,0.18181818181818182,0.08333333333333333,0.2,0.18181818181818182,0.125,1.0,1.0,1.0,0.125,0.375,0.375,0.6666666666666666,0.6666666666666666,1.0,0.25,0.5,0.5,1.0,1.0,0.875,0.6666666666666666,0.5499,0.4946333333333333,0.61125,0.3333333333333333,0.1111111111111111,8.95,24.416666666666668,0.4827586206896552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
101236,1610612745,Chuck Hayes,Chuck Hayes,101236,HOU,11846.0,197,-18.0,365,366,91,100,38.0,731,11.0,14.0,,,,,,1.0,,,12.0,16.0,,1.0,2.0,26.0,370,4.0,,,6.0,1.0,,8.0,18.0,,1.0,,6.0,24.0,31.0,45.0,9.0,4.0,4.0,2.0,3.0,,7.0,,10.0,22.0,8.0,5.0,,3.0,2.0,3.0,8.0,91,1.0,,0.75,1.0,,,,,0.75,0.7058823529411765,0.75,0.6842105263157895,0.75,0.5,0.058823529411764705,6.280193236714976,0.5714285714285714,0.1791044776119403,0.1875,0.18072289156626506,0.16666666666666666,0.1935483870967742,0.8235294117647058,0.7857142857142857,0.8461538461538461,0.7272727272727273,,,0.058823529411764705,,,,,,,,,0.8823529411764706,,0.5401823529411764,0.5534,0.4910285714285714,0.23076923076923078,0.3076923076923077,0.8875,29.0,0.2493150684931507,3.0,4.0,4.0,5.0,1.0,2.0,1.0,3.0,4.0,6.0,6.0,6.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,6.0,8.0,1.0,14.0,5.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,0.75,0.6666666666666666,0.5714285714285714,0.0625,0.07142857142857142,0.1,0.06837606837606838,0.09523809523809523,0.07777777777777778,0.034482758620689655,0.07692307692307693,0.08163265306122448,0.13157894736842105,0.04,0.11764705882352941,0.21428571428571427,0.3333333333333333,0.11764705882352941,0.5,0.5,1.0,1.0,0.75,0.7142857142857143,0.8,0.14285714285714285,0.15789473684210525,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
101249,1610612745,John Lucas III,John Lucas III,101249,HOU,78.0,1,-4.0,2,3,2,3,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1503,1610612745,Tracy McGrady,Tracy McGrady,1503,HOU,11663.0,194,-14.0,360,360,88,100,38.0,720,14.0,24.0,51.0,1.0,,,6.0,18.0,,1.0,35.0,88.0,6.0,19.0,30.0,118.0,366,8.0,,1.0,9.0,5.0,22.0,43.0,22.0,9.0,18.0,6.0,5.0,20.0,27.0,30.0,4.0,3.0,7.0,4.0,9.0,2.0,16.0,2.0,3.0,7.0,37.0,36.0,4.0,3.0,1.0,3.0,43.0,88,2.0,4.0,0.3142857142857143,0.3142857142857143,0.5,0.3157894736842105,,0.3157894736842105,0.3977272727272727,0.411214953271028,0.3333333333333333,0.4796747967479675,0.4090909090909091,0.5657894736842105,0.17757009345794392,33.98533007334964,0.4375,0.15267175572519084,0.15625,0.15337423312883436,,0.16129032258064516,0.22429906542056074,0.5833333333333334,0.7777777777777778,0.35714285714285715,0.4766355140186916,0.009345794392523364,0.16822429906542055,0.3333333333333333,0.3333333333333333,0.5,,0.1111111111111111,,,,0.40186915887850466,0.3333333333333333,0.45674018691588786,0.4095,0.43992592592592594,0.07627118644067797,0.3644067796610169,12.453409090909089,25.52631578947368,0.24444444444444444,,1.0,3.0,5.0,5.0,13.0,5.0,3.0,9.0,22.0,48.0,,8.0,21.0,13.0,34.0,5.0,14.0,,81.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,,1.0,2.0,13.0,,3.0,,0.375,0.4090909090909091,0.3888888888888889,0.09090909090909091,0.25,0.2,0.017391304347826087,0.016129032258064516,0.01694915254237288,0.07142857142857142,,,0.02702702702702703,,0.17647058823529413,0.2028985507246377,1.0,0.12149532710280374,0.38461538461538464,0.4166666666666667,0.2,0.1111111111111111,,0.18518518518518517,0.6,0.18518518518518517,0.12605042016806722,0.13131313131313133,16.0,1.0,3.0,1.0,9.0,8.0,7.0,3.0,1.0,1.0,2.0,2.0,0.2,0.07692307692307693,0.0196078431372549,0.3137254901960784,0.32,0.3125,0.2,0.1,,,,,,,,,,,,,,True,,,,,
436,1610612745,Juwan Howard,Juwan Howard,436,HOU,1860.0,31,2.0,50,53,13,25,6.0,103,1.0,4.0,4.0,,,,,,,,1.0,10.0,,,2.0,4.0,52,,,,2.0,,,,2.0,,,,1.0,3.0,6.0,9.0,1.0,,,,,,,,1.0,1.0,2.0,2.0,,,,,,13,,,1.0,1.0,,,,,0.1,0.1,,0.18181818181818182,1.0,,,17.741935483870968,,0.14285714285714285,0.16666666666666666,0.14814814814814814,,0.16666666666666666,0.4,0.25,1.0,1.0,0.4,,,,,,,,,,,0.4,,0.51071,,0.3893,0.5,,9.25,,0.26,,,,,,2.0,,,,2.0,,,3.0,1.0,2.0,3.0,2.0,1.0,,8.0,1.0,2.0,2.0,3.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,0.3,0.75,0.6666666666666666,0.10526315789473684,0.06666666666666667,0.08823529411764706,0.2857142857142857,,,0.1111111111111111,,0.2222222222222222,0.14285714285714285,,0.2,,,,,,,,,0.09090909090909091,0.09090909090909091,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
87,1610612745,Dikembe Mutombo,Dikembe Mutombo,87,HOU,747.0,12,1.0,22,22,12,8,2.0,44,1.0,1.0,,,,,,,,,1.0,1.0,,,,2.0,18,,,,,,,,2.0,,,,,1.0,1.0,3.0,,,,,,,,,1.0,4.0,,,,2.0,2.0,2.0,,12,2.0,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,3.846153846153846,,0.09090909090909091,,0.07692307692307693,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,0.5361,,,,,,,0.5454545454545454,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,2.0,,,,,,,2.0,1.0,,,,,,,,0.2857142857142857,0.16666666666666666,,,,0.3333333333333333,0.25,,0.14285714285714285,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1747,1610612745,Rafer Alston,Rafer Alston,1747,HOU,11357.0,189,-13.0,351,352,85,92,36.0,703,2.0,7.0,6.0,11.0,,4.0,4.0,20.0,2.0,3.0,6.0,18.0,7.0,31.0,5.0,38.0,350,1.0,2.0,3.0,10.0,5.0,3.0,10.0,,21.0,20.0,4.0,2.0,23.0,25.0,31.0,8.0,4.0,7.0,5.0,5.0,,12.0,4.0,8.0,19.0,6.0,7.0,2.0,2.0,1.0,2.0,10.0,85,1.0,2.0,,,1.0,0.22580645161290322,0.6666666666666666,0.22580645161290322,0.3333333333333333,0.336734693877551,1.0,0.36538461538461536,1.0,0.38461538461538464,0.6326530612244898,16.202531645569618,0.5833333333333334,0.17692307692307693,0.06451612903225806,0.15527950310559005,0.10344827586206896,0.06666666666666667,0.14285714285714285,0.2857142857142857,0.3333333333333333,,0.12244897959183673,0.22448979591836735,0.40816326530612246,0.2,0.2,1.0,,0.75,0.6666666666666666,1.0,0.36363636363636365,0.7755102040816326,0.2,0.5325071428571428,0.566325,0.5710409090909091,0.2631578947368421,0.2631578947368421,9.244444444444445,24.612903225806452,0.24216524216524216,1.0,1.0,2.0,5.0,2.0,5.0,1.0,1.0,2.0,6.0,12.0,2.0,2.0,18.0,6.0,24.0,3.0,8.0,5.0,54.0,1.0,4.0,,6.0,4.0,2.0,2.0,,,,,1.0,2.0,1.0,1.0,,1.0,0.3333333333333333,0.3181818181818182,0.1111111111111111,0.14285714285714285,,0.03669724770642202,0.01694915254237288,0.02976190476190476,0.12,,0.022222222222222223,,0.043478260869565216,0.125,0.2318840579710145,0.5,0.10204081632653061,0.4,0.5,,0.25,1.0,0.45454545454545453,0.4,0.09090909090909091,0.04,0.10526315789473684,2.0,,2.0,1.0,,3.0,5.0,5.0,,,,,0.2,0.2,,0.3333333333333333,0.3333333333333333,,,,3.0,1.0,1.0,2.0,0.125,0.058823529411764705,0.2727272727272727,0.2727272727272727,1.0,0.25,,,,True,,,,,
2203,1610612745,Shane Battier,Shane Battier,2203,HOU,10330.0,172,-25.0,323,322,69,85,36.0,645,1.0,1.0,,22.0,1.0,3.0,6.0,14.0,,,4.0,4.0,16.0,36.0,4.0,60.0,338,,,1.0,,5.0,2.0,14.0,2.0,45.0,14.0,6.0,2.0,9.0,11.0,13.0,8.0,3.0,5.0,2.0,1.0,,6.0,,6.0,9.0,9.0,4.0,,3.0,2.0,3.0,14.0,69,1.0,,0.25,0.25,0.9375,0.4444444444444444,,0.4444444444444444,1.0,0.7,,0.7142857142857143,,1.1666666666666667,0.9,13.114754098360656,0.8333333333333334,0.07964601769911504,0.08695652173913043,0.08088235294117647,0.18518518518518517,0.09090909090909091,0.025,1.0,1.0,,,0.55,0.35,0.42857142857142855,0.42857142857142855,1.0,1.0,,,,0.6,0.925,0.42857142857142855,0.5549999999999999,,0.56511,,0.23333333333333334,7.324999999999999,23.98888888888889,0.21362229102167182,,,,,3.0,3.0,2.0,,,,6.0,,,8.0,4.0,12.0,3.0,3.0,,28.0,,,,2.0,5.0,3.0,,,1.0,,7.0,,2.0,,2.0,,,,1.2,,,,,,,,,,,,0.08,0.03278688524590164,0.6666666666666666,0.075,1.0,1.0,0.3333333333333333,,,,,0.4,0.047619047619047616,0.3333333333333333,,1.0,,4.0,3.0,1.0,5.0,,,,,1.0,0.8,,,,,,0.5,,10.0,3.0,2.0,,0.4,,0.45454545454545453,0.45454545454545453,0.9,1.0,,,,True,,,,,
2397,1610612745,Yao Ming,Yao Ming,2397,HOU,9150.0,152,-20.0,288,285,62,61,29.0,573,16.0,24.0,6.0,,,,,,,,33.0,71.0,,,29.0,95.0,298,13.0,,,13.0,,12.0,24.0,52.0,,,,4.0,16.0,22.0,36.0,1.0,1.0,10.0,3.0,13.0,1.0,23.0,2.0,4.0,14.0,22.0,33.0,3.0,1.0,1.0,1.0,24.0,62,1.0,3.0,0.7878787878787878,0.8666666666666667,,,,,0.4647887323943662,0.4647887323943662,0.38461538461538464,0.5523255813953488,0.4642857142857143,0.631578947368421,,33.95638629283489,0.43478260869565216,0.1568627450980392,0.17391304347826086,0.16,0.13043478260869565,0.18181818181818182,0.3380281690140845,0.6666666666666666,0.7619047619047619,0.6875,0.08450704225352113,,,,,,,,,,,0.3380281690140845,,0.46508873239436616,0.4742818181818182,0.49814615384615385,0.1368421052631579,0.25263157894736843,6.950704225352113,,0.2152777777777778,4.0,8.0,5.0,6.0,16.0,41.0,,5.0,6.0,13.0,14.0,6.0,9.0,,1.0,1.0,1.0,,,3.0,3.0,11.0,2.0,14.0,,7.0,2.0,1.0,5.0,1.0,,3.0,15.0,,,1.0,0.38461538461538464,0.46153846153846156,0.46153846153846156,0.1267605633802817,0.125,0.3333333333333333,0.11956521739130435,0.07692307692307693,0.10687022900763359,0.14285714285714285,0.08571428571428572,0.1388888888888889,0.08,0.07142857142857142,0.2608695652173913,0.125,,0.5774647887323944,0.3902439024390244,0.45714285714285713,0.875,0.6153846153846154,0.5,0.46153846153846156,0.8333333333333334,,0.18072289156626506,0.18072289156626506,1.0,,3.0,,,,,1.0,3.0,,,,,0.14634146341463414,,0.16666666666666666,0.16666666666666666,1.0,,,,,,2.0,,0.06896551724137931,,,,,1.0,2.0,0.25,True,,,,,
2745,1610612745,Kirk Snyder,Kirk Snyder,2745,HOU,227.0,4,-3.0,6,6,5,3,1.0,12,,,,1.0,,1.0,,1.0,,1.0,,,,2.0,,,8,,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1.0,25.0,,,,,,,,,,,,0.5,0.5,,,,,1.0,,,0.5,1.0,,0.52995,0.5271,0.52995,,,,24.75,0.8333333333333334,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
