EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3Assists,SelfOReb,LostBallTurnovers,Travels,2pt And 1 Free Throw Trips,AtRimPctBlocked,LongMidRangePctBlocked,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Fg3aBlocked,Clear Path Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,3pt And 1 Free Throw Trips,on,HeaveAttempts
1112,1610612741,Ben Wallace,Ben Wallace,1112,CHI,18995.0,317.0,68.0,580,576,149,164,71.0,1156,22.0,31.0,6.0,8.0,3.0,4.0,3.0,10.0,2.0,3.0,27.0,44.0,21.0,75.0,574,6.0,8.0,2.0,14.0,4.0,6.0,12.0,20.0,34.0,20.0,10.0,2.0,10.0,2.0,12.0,2.0,4.0,6.0,26.0,6.0,18.0,1.0,15.0,42.0,5.0,62.0,25.0,87.0,12.0,9.0,3.0,5.0,3.0,5.0,4.0,9.0,3.0,3.0,8.0,15.0,1.0,1.0,36.0,5.0,7.0,40.0,12.0,8.0,15.0,9.0,2.0,4.0,15.0,4.0,1.0,20.0,149,2.0,8.0,0.6296296296296297,0.7727272727272727,0.6136363636363636,0.75,0.6666666666666666,0.6136363636363636,0.75,0.6666666666666666,0.5859375,0.6363636363636364,0.625,0.045454545454545456,0.2,10.993975903614459,0.5555555555555556,0.21739130434782608,0.058823529411764705,0.1935483870967742,0.0891089108910891,0.18292682926829268,0.1,0.19063545150501673,0.0916030534351145,0.0784313725490196,0.09090909090909091,0.09375,0.12244897959183673,0.203125,0.19607843137254902,0.18627450980392157,0.22807017543859648,0.08,0.26666666666666666,0.7045454545454546,0.7096774193548387,0.7096774193548387,0.6818181818181818,0.22727272727272727,0.3,0.375,0.06818181818181818,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.6666666666666666,0.75,0.7045454545454546,0.5243931818181818,0.5854600000000001,0.5490166666666667,0.21428571428571427,0.21428571428571427,0.18666666666666668,0.26666666666666666,2.8931818181818176,0.25689655172413794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
136,1610612741,P.J. Brown,P.J. Brown,136,CHI,12158.0,203.0,46.0,364,358,54,31,56.0,722,8.0,18.0,3.0,7.0,2.0,5.0,7.0,12.0,17.0,35.0,32.0,65.0,16.0,80.0,342,4.0,9.0,5.0,13.0,6.0,12.0,4.0,16.0,50.0,14.0,2.0,6.0,10.0,2.0,12.0,1.0,6.0,4.0,26.0,4.0,6.0,4.0,4.0,17.0,5.0,26.0,14.0,40.0,8.0,6.0,2.0,3.0,,2.0,4.0,7.0,2.0,1.0,16.0,26.0,1.0,1.0,13.0,,1.0,21.0,9.0,2.0,2.0,1.0,,1.0,2.0,1.0,2.0,16.0,54,3.0,2.0,0.78125,0.8064516129032258,0.49230769230769234,0.4444444444444444,0.5,0.49230769230769234,0.4444444444444444,0.5,0.5333333333333333,0.5416666666666666,0.5333333333333333,0.09230769230769231,0.25,18.89400921658986,0.42857142857142855,0.3333333333333333,0.2857142857142857,0.12318840579710146,0.04,0.08163265306122448,0.14285714285714285,0.11229946524064172,0.056179775280898875,0.10256410256410256,,0.02702702702702703,0.125,0.15,0.125,0.10606060606060606,0.08571428571428572,0.07142857142857142,0.5,0.27692307692307694,0.4444444444444444,0.5,0.625,0.18461538461538463,0.5833333333333334,0.7777777777777778,0.5384615384615384,0.4857142857142857,0.5,0.8823529411764706,0.7777777777777778,0.42857142857142855,0.4166666666666667,0.4,0.27692307692307694,0.4568307692307692,0.5126875,0.4675833333333333,0.1232876712328767,0.1232876712328767,0.1625,0.2,10.995384615384618,0.14835164835164835,1.0,2.0,1.0,3.0,1.0,0.1111111111111111,0.02857142857142857,0.25,0.07407407407407407,0.7142857142857143,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
200757,1610612741,Thabo Sefolosha,Thabo Sefolosha,200757,CHI,4330.0,72.0,23.0,137,135,45,42,16.0,272,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,2.0,7.0,4.0,11.0,4.0,18.0,122,,2.0,,,1.0,3.0,2.0,7.0,6.0,2.0,,,4.0,1.0,5.0,,2.0,1.0,11.0,,2.0,,4.0,8.0,,12.0,2.0,14.0,1.0,1.0,,1.0,1.0,,4.0,5.0,2.0,1.0,3.0,8.0,,1.0,4.0,1.0,,6.0,2.0,1.0,,,,,,,,7.0,45,1.0,1.0,0.75,0.75,0.36363636363636365,,0.3333333333333333,0.3888888888888889,,0.3125,0.42857142857142855,,0.3888888888888889,,,16.774193548387096,0.2,,,0.18604651162790697,0.05263157894736842,0.19047619047619047,,0.1875,0.037037037037037035,0.15384615384615385,,,,0.1875,0.2,0.18181818181818182,0.3,0.09090909090909091,,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.05555555555555555,1.0,1.0,0.3888888888888889,0.2857142857142857,0.2857142857142857,0.5,0.3333333333333333,,0.125,1.0,0.5555555555555556,0.48592222222222226,0.538575,0.51820625,0.1,0.15384615384615385,,0.3888888888888889,13.563636363636363,0.3284671532846715,1.0,,1.0,1.0,,,,,,1.0,,1.0,3.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,7.0,1.0,1.0,5.0,6.0,4.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.2,0.2857142857142857,0.3888888888888889,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.25,0.25,1.0,0.3333333333333333,0.375,0.3333333333333333,0.25,0.25,24.385714285714283,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2732,1610612741,Ben Gordon,Ben Gordon,2732,CHI,23717.0,395.0,71.0,733,726,220,221,94.0,1459,8.0,16.0,,,1.0,3.0,5.0,20.0,24.0,56.0,37.0,92.0,58.0,204.0,723,3.0,7.0,5.0,20.0,6.0,22.0,31.0,70.0,26.0,48.0,2.0,7.0,26.0,12.0,38.0,7.0,6.0,15.0,88.0,4.0,5.0,,7.0,22.0,,29.0,9.0,38.0,9.0,7.0,2.0,14.0,8.0,7.0,20.0,34.0,3.0,12.0,13.0,34.0,,4.0,53.0,,4.0,63.0,19.0,10.0,1.0,1.0,,,1.0,,,70.0,220,3.0,9.0,0.35135135135135137,0.3611111111111111,0.40217391304347827,0.42857142857142855,0.2727272727272727,0.4965986394557823,0.625,0.4642857142857143,0.5685714285714286,0.6785714285714286,0.5775862068965517,0.07608695652173914,0.1,24.615384615384617,0.4117647058823529,,,0.08396946564885496,0.01968503937007874,0.06666666666666667,0.05,0.07901907356948229,0.02694610778443114,0.030303030303030304,0.015625,0.016129032258064516,0.04838709677419355,0.03896103896103896,0.06779661016949153,0.11904761904761904,0.06666666666666667,0.06666666666666667,,0.10884353741496598,0.5,0.6666666666666666,0.125,0.1360544217687075,0.25,0.2777777777777778,0.38095238095238093,0.42857142857142855,0.43636363636363634,0.5,,,0.07142857142857142,0.3333333333333333,0.48299319727891155,0.47313945578231303,0.42278125,0.4495690476190476,0.12121212121212122,0.1743119266055046,0.09803921568627451,0.3431372549019608,13.473913043478262,0.30013642564802184,5.0,2.0,7.0,3.0,2.0,0.25,0.017857142857142856,0.05555555555555555,0.02666666666666667,,,6.0,13.0,3.0,5.0,18.0,42.0,3.0,15.0,24.0,55.0,5.0,9.0,20.0,54.0,42.0,18.0,5.0,1.0,0.75,0.43636363636363634,0.45,0.43636363636363634,0.3741496598639456,0.08843537414965986,0.46153846153846156,0.46153846153846156,1.0,0.2857142857142857,0.42857142857142855,0.45,0.6666666666666666,0.25,0.11904761904761904,0.6,0.35714285714285715,0.42857142857142855,24.86727272727273,1.0,2.0,2.0,6.0,3.0,18.0,2.0,1.0,5.0,1.0,1.0,0.6,0.03636363636363636,0.047619047619047616,0.16666666666666666,0.5,1.0,0.6666666666666666,1.0,0.4,0.017857142857142856,,,,,True,
2736,1610612741,Luol Deng,Luol Deng,2736,CHI,20884.0,348.0,64.0,645,639,205,185,86.0,1284,28.0,48.0,12.0,17.0,9.0,18.0,11.0,28.0,34.0,66.0,73.0,142.0,43.0,189.0,633,19.0,27.0,9.0,47.0,18.0,37.0,20.0,56.0,104.0,42.0,22.0,6.0,10.0,11.0,21.0,8.0,7.0,1.0,53.0,6.0,20.0,,9.0,29.0,11.0,49.0,26.0,75.0,9.0,5.0,4.0,9.0,1.0,5.0,9.0,18.0,3.0,4.0,4.0,20.0,3.0,3.0,46.0,1.0,2.0,53.0,20.0,9.0,5.0,2.0,1.0,2.0,6.0,4.0,1.0,56.0,205,3.0,7.0,0.7123287671232876,0.8387096774193549,0.5140845070422535,0.7037037037037037,0.4864864864864865,0.5140845070422535,0.7037037037037037,0.4864864864864865,0.5692771084337349,0.734375,0.5714285714285714,0.04225352112676056,0.10714285714285714,24.63186077643909,0.5,0.36666666666666664,,0.12554112554112554,0.08849557522123894,0.09375,0.08571428571428572,0.1162079510703364,0.08783783783783784,0.1206896551724138,0.06896551724137931,0.08181818181818182,0.07017543859649122,0.1267605633802817,0.1509433962264151,0.11214953271028037,0.058823529411764705,0.17857142857142858,0.6666666666666666,0.3380281690140845,0.5833333333333334,0.6222222222222222,0.5,0.19718309859154928,0.39285714285714285,0.44,0.4647887323943662,0.5151515151515151,0.5151515151515151,0.9117647058823529,0.6296296296296297,0.7058823529411765,0.4864864864864865,0.5,0.3380281690140845,0.46936619718309863,0.5139956521739132,0.4992081081081081,0.12738853503184713,0.12738853503184713,0.24867724867724866,0.2962962962962963,10.401408450704224,0.3178294573643411,3.0,3.0,4.0,2.0,5.0,0.0625,,0.15384615384615385,0.04838709677419355,0.6363636363636364,0.08333333333333333,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,True,
2804,1610612741,Andres Nocioni,Andres Nocioni,2804,CHI,9414.0,157.0,27.0,303,298,129,123,39.0,601,8.0,14.0,,1.0,4.0,7.0,3.0,8.0,4.0,15.0,15.0,37.0,12.0,75.0,299,,3.0,1.0,7.0,6.0,14.0,10.0,40.0,20.0,10.0,,3.0,6.0,2.0,8.0,2.0,2.0,3.0,18.0,1.0,1.0,,4.0,18.0,3.0,25.0,2.0,27.0,1.0,1.0,,5.0,,3.0,2.0,7.0,1.0,1.0,9.0,22.0,,1.0,17.0,3.0,3.0,16.0,6.0,1.0,4.0,3.0,1.0,,5.0,4.0,,40.0,129,7.0,1.0,0.6666666666666666,0.6666666666666666,0.40540540540540543,,0.42857142857142855,0.45652173913043476,0.6,0.5172413793103449,0.5,0.5833333333333334,0.5882352941176471,0.08108108108108109,0.125,23.563218390804597,0.7142857142857143,0.25,,0.18,0.010526315789473684,0.10526315789473684,0.020833333333333332,0.15942028985507245,0.013986013986013986,,,0.020833333333333332,0.029411764705882353,0.13793103448275862,0.125,0.23404255319148937,0.07142857142857142,0.2,0.8,0.2028985507246377,0.5714285714285714,0.6666666666666666,0.75,0.11594202898550725,0.375,0.42857142857142855,0.21739130434782608,0.26666666666666666,0.26666666666666666,0.75,0.2,,0.2413793103448276,0.5714285714285714,0.6666666666666666,0.496422463768116,0.487175,0.493848275862069,0.10810810810810811,0.14634146341463414,0.09333333333333334,0.5333333333333333,9.108108108108107,0.42574257425742573,,,2.0,1.0,2.0,0.14285714285714285,,,,0.3333333333333333,,3.0,8.0,1.0,2.0,8.0,24.0,2.0,13.0,11.0,32.0,2.0,6.0,15.0,33.0,24.0,8.0,1.0,,1.0,0.34375,0.4,0.34375,0.463768115942029,0.11594202898550725,0.375,0.375,1.0,0.34782608695652173,0.3333333333333333,0.34782608695652173,1.0,0.4,0.06896551724137931,0.5,0.4482758620689655,0.3333333333333333,24.737499999999997,,,2.0,5.0,2.0,,1.0,,,2.0,,1.0,0.03125,0.041666666666666664,,,,1.0,1.0,0.38461538461538464,0.06060606060606061,,1.0,1.0,1.0,True,
2550,1610612741,Kirk Hinrich,Kirk Hinrich,2550,CHI,17774.0,296.0,49.0,552,552,161,158,69.0,1104,5.0,11.0,1.0,4.0,1.0,2.0,3.0,12.0,14.0,37.0,22.0,60.0,17.0,94.0,560,3.0,7.0,,12.0,3.0,11.0,10.0,25.0,10.0,34.0,,6.0,54.0,9.0,63.0,5.0,19.0,29.0,135.0,,3.0,,9.0,19.0,1.0,29.0,3.0,32.0,6.0,2.0,4.0,11.0,2.0,8.0,6.0,17.0,,5.0,17.0,27.0,,2.0,24.0,1.0,4.0,23.0,7.0,5.0,3.0,1.0,1.0,1.0,3.0,2.0,,25.0,161,3.0,5.0,0.22727272727272727,0.22727272727272727,0.36666666666666664,0.42857142857142855,0.2727272727272727,0.4230769230769231,0.6666666666666666,0.3409090909090909,0.46078431372549017,0.6666666666666666,0.43103448275862066,0.1,0.3333333333333333,18.62284820031299,0.6470588235294118,0.037037037037037035,,0.09547738693467336,0.014925373134328358,0.10975609756097561,,0.099644128113879,0.01171875,0.02,,0.021052631578947368,,0.057692307692307696,0.1346153846153846,0.09473684210526316,0.07936507936507936,0.21052631578947367,0.6666666666666666,0.12087912087912088,0.45454545454545453,0.5,0.2,0.13186813186813187,0.25,0.375,0.4065934065934066,0.3783783783783784,0.3888888888888889,0.2857142857142857,0.4444444444444444,0.25,0.09090909090909091,0.5,0.46153846153846156,0.4748065934065933,0.5147555555555555,0.4570318181818182,0.07216494845360824,0.10606060606060606,0.1276595744680851,0.26595744680851063,13.370000000000003,0.2916666666666667,4.0,3.0,3.0,,1.0,0.09090909090909091,0.02702702702702703,,0.057692307692307696,,1.0,2.0,4.0,,1.0,9.0,27.0,2.0,10.0,11.0,31.0,2.0,3.0,11.0,21.0,27.0,9.0,6.0,,0.6363636363636364,0.3548387096774194,0.2727272727272727,0.3548387096774194,0.34065934065934067,0.04395604395604396,0.5,0.5,1.0,0.2967032967032967,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.2222222222222222,0.045454545454545456,,0.45454545454545453,0.3333333333333333,25.161290322580644,,,2.0,3.0,2.0,12.0,,,,,1.0,1.0,,,,,,1.0,0.5,0.3,,,,,,True,
2768,1610612741,Chris Duhon,Chris Duhon,2768,CHI,5624.0,94.0,22.0,169,166,63,74,19.0,335,,,,,,,,1.0,,1.0,,2.0,3.0,15.0,165,,,,3.0,,1.0,3.0,6.0,,,,,14.0,1.0,15.0,1.0,5.0,8.0,31.0,1.0,2.0,,4.0,7.0,,11.0,3.0,14.0,2.0,,2.0,4.0,,3.0,1.0,5.0,,1.0,2.0,8.0,,1.0,3.0,,,4.0,1.0,1.0,,,,,,,,6.0,63,1.0,1.0,,,,,,0.5454545454545454,0.5,0.5,0.5769230769230769,0.5,0.6,,,9.523809523809524,0.8,,,0.109375,0.046511627906976744,0.19047619047619047,0.043478260869565216,0.12941176470588237,0.045454545454545456,,,0.08,0.0625,0.1,0.15384615384615385,0.0967741935483871,0.21428571428571427,0.14285714285714285,,,,,,0.09090909090909091,,,0.09090909090909091,,,,,,,,0.8181818181818182,0.5057636363636364,0.5539499999999999,0.4432666666666667,0.08333333333333333,0.3333333333333333,0.2,0.4,15.15,0.3727810650887574,,1.0,1.0,,,,,,0.16666666666666666,,,2.0,5.0,,1.0,2.0,4.0,2.0,1.0,4.0,9.0,3.0,1.0,2.0,9.0,4.0,2.0,1.0,,0.75,0.4444444444444444,0.5,0.4444444444444444,0.8181818181818182,0.45454545454545453,0.4,0.4,1.0,0.36363636363636365,0.5,0.5,0.5,0.6666666666666666,0.3333333333333333,,0.3333333333333333,0.5,24.233333333333334,,1.0,1.0,1.0,1.0,3.0,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.5,,1.0,,,,,,True,
200748,1610612741,Tyrus Thomas,Tyrus Thomas,200748,CHI,4740.0,79.0,,152,149,65,89,18.0,301,13.0,20.0,4.0,6.0,4.0,5.0,2.0,7.0,,2.0,15.0,29.0,12.0,42.0,162,4.0,6.0,,8.0,4.0,6.0,5.0,13.0,22.0,8.0,6.0,3.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,1.0,7.0,,3.0,8.0,4.0,15.0,8.0,23.0,5.0,5.0,,3.0,2.0,2.0,6.0,9.0,1.0,3.0,6.0,15.0,,2.0,12.0,1.0,1.0,19.0,9.0,1.0,5.0,3.0,,2.0,5.0,3.0,1.0,13.0,65,3.0,1.0,0.7333333333333333,0.9166666666666666,0.5172413793103449,0.6666666666666666,0.6666666666666666,0.5172413793103449,0.6666666666666666,0.6666666666666666,0.5526315789473685,0.6666666666666666,0.65,0.10344827586206896,0.14285714285714285,27.485380116959064,0.3333333333333333,0.5714285714285714,,0.18604651162790697,0.14285714285714285,0.1111111111111111,0.08333333333333333,0.15714285714285714,0.13114754098360656,0.35714285714285715,0.14285714285714285,,0.125,0.3,0.3333333333333333,0.1111111111111111,0.14285714285714285,,0.6,0.6896551724137931,0.65,0.7222222222222222,0.7692307692307693,0.2413793103448276,0.2857142857142857,0.3333333333333333,0.06896551724137931,,,,1.0,0.6666666666666666,0.8333333333333334,0.8,0.6896551724137931,0.5375586206896551,0.57704,0.5108333333333334,0.24324324324324326,0.24324324324324326,0.19047619047619047,0.30952380952380953,3.424137931034483,0.4276315789473684,,2.0,1.0,1.0,1.0,0.1,,,0.18181818181818182,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,True,
2124,1610612741,Malik Allen,Malik Allen,2124,CHI,768.0,13.0,-11.0,24,24,8,13,2.0,48,,,,,,,,,,1.0,,1.0,,,27,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,3.0,4.0,,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,8,,,,,,,,,,,,,,,,7.4074074074074066,,,,0.1,,,,0.07142857142857142,,,,,,0.16666666666666666,,,,,1.0,,,,,,,,1.0,,,,,,,,,0.3253,,,,,,,15.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
