EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,LongMidRangeFGM,FG2M,SecondChanceFG2A,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,FoulsDrawn,Offensive Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceShotQualityAvg,ShortMidRangeFGM,ShortMidRangeFGA,DefTwoPtRebounds,DefRebounds,BadPassSteals,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,BadPassTurnovers,SecondChanceFg2Pct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyTurnovers,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,OffThreePtRebounds,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,OffThreePtReboundPct,OffArc3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,DefThreePtRebounds,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,FtPoints,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,DefAtRimReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,on,PtsPutbacks,ShortMidRangeAssists,FTDefRebounds,Defensive 3 Seconds Violations,DefFTReboundPct,OffLongMidRangeReboundPct,LongMidRangePctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,PtsAssisted3s,ThreePtAssists,Corner3Assists,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,Assisted3sPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3FGM,SelfOReb,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,BlockedAtRim,BlockedLongMidRange,RecoveredBlocks,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,PenaltyCorner3Accuracy,PenaltyFtPoints,DefCorner3ReboundPct,SecondChanceFtPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Arc3Assists,Blocked3s,BlockedArc3,ShortMidRangePctBlocked,Offensive Fouls,Arc3PctAssisted,FTOffRebounds,OffFTReboundPct,3SecondViolations
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,637.0,11.0,-1.0,19,19.0,2.0,3.0,4,38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,20.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.75,1.5,1.5,0.75,1.5,1.5,0.5,12.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.392075,0.35685,1.0,1.0,19.7,26.6,0.10526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,1610612753,Keyon Dooling,Keyon Dooling,2039,ORL,627.0,10.0,-4.0,18,19.0,1.0,3.0,3,37,3.0,,,,,,,7.0,,,6.0,20.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.42857142857142855,,,0.42857142857142855,,,,30.434782608695652,,0.42857142857142855,,,,,,,,0.5714285714285714,,0.4905285714285714,,,,7.614285714285714,,0.05555555555555555,2.0,4.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.14285714285714285,0.25,0.1,0.1,0.2,0.5714285714285714,0.5,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.3754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,221.0,4.0,-1.0,8,7.0,2.0,3.0,2,15,,,1.0,,,,1.0,1.0,,1.0,2.0,10.0,,,,,1.0,,,1.0,,,,,,,,,1.0,1.0,,,2.0,,,,,0.5,,,0.5,,,0.5,20.0,,,0.5,,,,,1.0,,0.5,,0.39149999999999996,0.3675,,,11.8,25.3,0.25,,,,1.0,,,2.0,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,1610612753,Darko Milicic,Darko Milicic,2545,ORL,637.0,11.0,-1.0,19,19.0,2.0,3.0,4,38,,,,,,,,2.0,,,2.0,20.0,,,2.0,,,,,,,,,,,1.0,,1.0,,,,,2.0,,,,,0.5,1.0,,0.5,1.0,,,12.0,1.0,,,,,,,,,0.5,,0.445,,1.0,,2.8,,0.10526315789473684,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,1.0,1.0,0.5,,,,,,0.5,1.0,1.0,1.0,,,0.4742,,1.0,,,,,,,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,1610612753,Grant Hill,Grant Hill,255,ORL,12.0,,3.0,1,,1.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,50.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,1610612753,Jameer Nelson,Jameer Nelson,2749,ORL,16.0,,3.0,2,1.0,2.0,1.0,1,3,,,,,,,,1.0,,,2.0,2.0,,,,,,2.0,,,,,,,,,,,,1.0,,2.0,2.0,,,,,1.0,,1.0,1.0,,1.0,,33.333333333333336,,,,,,,,,,1.0,,0.7089,0.7089,,1.0,,,1.0,1.0,1.0,,1.0,,,2.0,,,1.0,1.0,,,,,,,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,1610612753,Trevor Ariza,Trevor Ariza,2772,ORL,619.0,10.0,-4.0,17,18.0,,2.0,3,35,2.0,,,,,,,5.0,,,2.0,18.0,,,2.0,,,,,,,,,,,,,,1.0,3.0,,,,,,,,0.2,0.3333333333333333,,0.2,0.3333333333333333,,,22.727272727272727,,0.4,,,,,,,,0.6,,0.46258,,1.0,,6.24,,,1.0,3.0,,1.0,3.0,,2.0,1.0,2.0,2.0,4.0,1.0,,,,,,0.2,0.2,0.3333333333333333,0.2,0.2,0.2,0.6,0.3333333333333333,0.5,,,,0.5379999999999999,,,1.0,2.0,1.0,0.16666666666666666,0.2857142857142857,,,,,1.0,3.0,1.0,,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,1610612753,Dwight Howard,Dwight Howard,2730,ORL,416.0,7.0,,11,12.0,,,2,23,,,,,,,,1.0,,,2.0,10.0,,,,,,,,,,,,,,1.0,1.0,2.0,,1.0,,,,,,,,,,,0.5,,,,26.666666666666668,0.5,,,,,,,,,1.0,,0.804,,,,,,,,1.0,,,,,,1.0,,,1.0,,,3.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,1.0,1.0,,0.2,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,1610612753,Tony Battie,Tony Battie,1499,ORL,5205.0,87.0,-19.0,150,150.0,28.0,24.0,20,300,8.0,,,,,,,18.0,,,15.0,179.0,,,8.0,,,2.0,,,,1.0,1.0,,2.0,,,,9.0,12.0,1.0,2.0,28.0,,,,,0.3888888888888889,0.8,0.3333333333333333,0.375,0.8,0.25,,11.560693641618498,,0.4444444444444444,,,,,,,,0.2777777777777778,,0.44752222222222215,0.3974333333333333,0.5333333333333333,0.13333333333333333,10.322222222222223,,0.18666666666666668,4.0,5.0,2.0,7.0,5.0,8.0,6.0,,2.0,3.0,16.0,,,4.0,,0.5714285714285714,1.0,0.3888888888888889,,,0.03508771929824561,0.04477611940298507,0.047619047619047616,0.2777777777777778,0.8,0.8,0.5,0.25,0.25,0.45695,1.0,5.0,8.0,13.0,,0.14545454545454545,0.15384615384615385,0.16666666666666666,0.2777777777777778,0.2,0.2,2.0,3.0,4.0,,0.8,0.6,0.6666666666666666,,,,,1.0,3.0,1.0,2.0,0.3333333333333333,0.1,0.14285714285714285,,,2.0,0.2,,0.13043478260869565,0.3333333333333333,1.0,,,1.0,4.0,2.0,0.125,0.1,0.1,False,6.0,1.0,3.0,1.0,0.375,0.05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,1610612753,Keyon Dooling,Keyon Dooling,2039,ORL,3288.0,55.0,-8.0,97,97.0,41.0,34.0,11,194,9.0,,,,,,,15.0,1.0,3.0,23.0,107.0,,,,,2.0,4.0,,,,4.0,5.0,,11.0,1.0,1.0,2.0,3.0,7.0,,4.0,41.0,0.3333333333333333,,,0.3333333333333333,0.5277777777777778,,0.3333333333333333,0.6052631578947368,,0.3333333333333333,0.16666666666666666,19.444444444444443,0.5,0.5,,,,,,,,0.5,,0.502,0.5206,,0.17391304347826086,10.906666666666666,23.23333333333333,0.422680412371134,5.0,6.0,3.0,8.0,,8.0,8.0,,,,6.0,1.0,,5.0,,0.5,0.5,0.5333333333333333,,,,,,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.6,0.3333333333333333,0.3333333333333333,,,,5.0,6.0,1.0,0.11904761904761904,0.10909090909090909,0.16666666666666666,,,,,,,,,,,,2.0,1.0,2.0,2.0,4.0,,1.0,0.5,,,0.3333333333333333,0.5,1.0,0.07692307692307693,,0.07692307692307693,0.125,4.0,,1.0,,6.0,4.0,0.09090909090909091,0.21052631578947367,0.25,False,,3.0,,,,,0.3333333333333333,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,
