EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,FG3M,FG3A,PenaltyFG3A,PtsAssisted3s,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,DefAtRimReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,Avg3ptShotDistance,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3M,NonHeaveArc3FGA,ThreePtAssists,Corner3Assists,AtRimAssists,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyFg3Pct,OffShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,PenaltyArc3Frequency,DefCorner3ReboundPct,PenaltyFtPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Fg2aBlocked,Arc3Assists,Blocked3s,BlockedArc3,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted,Arc3FGM,SecondChanceFtPoints,NonHeaveArc3FGM,Offensive Fouls,Offensive Fouls Drawn,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,3SecondViolations,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PtsUnassisted3s,SecondChanceFg3Pct,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,on,Defensive 3 Seconds Violations,FTOffRebounds,OffFTReboundPct
1499,1610612753,Tony Battie,Tony Battie,1499,ORL,4731.0,79,-26.0,137,138,21.0,18.0,17,275,4.0,5.0,2.0,3.0,1.0,5.0,2.0,8.0,7.0,18.0,1.0,15.0,164,4.0,5.0,8.0,1.0,3.0,2.0,8.0,6.0,6.0,1.0,2.0,2.0,6.0,2.0,10.0,3.0,13.0,9.0,11.0,1.0,3.0,1.0,2.0,1.0,2.0,21.0,1.0,0.5714285714285714,1.0,0.3888888888888889,0.8,0.3333333333333333,0.3888888888888889,0.8,0.3333333333333333,0.39473684210526316,0.8,0.3333333333333333,12.258064516129032,0.3333333333333333,0.12,0.038461538461538464,0.2222222222222222,0.1,0.13559322033898305,0.04838709677419355,0.05555555555555555,0.05555555555555555,0.14285714285714285,0.09523809523809523,0.18181818181818182,0.3333333333333333,0.2777777777777778,0.8,0.8,0.5,0.2777777777777778,0.2,0.2,0.4444444444444444,0.25,0.25,1.0,0.6,0.6666666666666666,0.2777777777777778,0.44752222222222215,0.45695,0.3974333333333333,0.05263157894736842,0.05263157894736842,0.5333333333333333,0.13333333333333333,10.322222222222223,0.15328467153284672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2039,1610612753,Keyon Dooling,Keyon Dooling,2039,ORL,2406.0,40,-16.0,71,73,27.0,29.0,8,144,4.0,4.0,,,,,2.0,6.0,6.0,10.0,3.0,18.0,88,,,,1.0,2.0,2.0,8.0,4.0,,,,1.0,4.0,,5.0,,5.0,2.0,6.0,,4.0,,4.0,3.0,2.0,27.0,1.0,0.6666666666666666,0.6666666666666666,0.6,,0.5,0.5769230769230769,,0.25,0.6923076923076923,,0.25,19.23076923076923,,0.16,,0.1,,0.14285714285714285,,,,,0.14285714285714285,0.2,0.14285714285714285,0.3076923076923077,1.0,1.0,0.75,,,,0.46153846153846156,0.3333333333333333,0.3333333333333333,0.5,,,0.5384615384615384,0.4896615384615385,,0.414,0.23076923076923078,0.3,,0.1111111111111111,11.059999999999999,0.38028169014084506,1.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.23076923076923078,0.5,0.125,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.5,23.23333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,9340.0,156,-39.0,276,279,95.0,98.0,34,555,7.0,9.0,1.0,1.0,4.0,12.0,11.0,20.0,22.0,41.0,2.0,55.0,329,2.0,3.0,4.0,6.0,13.0,15.0,14.0,30.0,2.0,,2.0,1.0,9.0,1.0,11.0,2.0,13.0,7.0,14.0,,3.0,,4.0,2.0,15.0,95.0,6.0,0.3181818181818182,0.3333333333333333,0.5365853658536586,0.6666666666666666,0.46153846153846156,0.53,0.5,0.46875,0.5294117647058824,0.5,0.46875,19.365079365079367,0.07692307692307693,0.09375,0.019801980198019802,0.038461538461538464,,0.08196721311475409,0.01694915254237288,,0.027777777777777776,,0.1,0.12244897959183673,0.05,0.18,0.7777777777777778,0.7777777777777778,0.14285714285714285,0.24,0.3333333333333333,0.3333333333333333,0.4,0.55,0.55,0.45454545454545453,0.25,1.0,0.36,0.438045,0.49545,0.42542500000000005,0.0392156862745098,0.047619047619047616,0.07272727272727272,0.2727272727272727,12.019512195121953,0.3442028985507246,3.0,4.0,1.0,3.0,9.0,3.0,9.0,13.0,14.0,,2.0,29.0,5.0,5.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.18,0.5,,0.08,0.75,0.75,1.0,0.0625,24.533333333333335,3.0,3.0,1.0,5.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,11.0,1.0,5.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,2.0,0.3333333333333333,0.03225806451612903,0.04,0.5,0.25,0.1,0.25,0.1875,1.0,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2306,1610612753,Carlos Arroyo,Carlos Arroyo,2306,ORL,1432.0,24,3.0,37,38,4.0,7.0,5,75,1.0,3.0,1.0,1.0,,1.0,2.0,3.0,3.0,7.0,,6.0,39,1.0,1.0,2.0,,1.0,,4.0,2.0,,,2.0,2.0,,,2.0,2.0,4.0,,2.0,,,,,,,4.0,,0.6666666666666666,0.6666666666666666,0.42857142857142855,1.0,,0.42857142857142855,1.0,,0.42857142857142855,1.0,,19.047619047619047,,,0.11764705882352941,0.2,,0.08333333333333333,0.11764705882352941,,0.125,,,,0.16666666666666666,0.42857142857142855,0.3333333333333333,0.3333333333333333,,0.14285714285714285,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.42857142857142855,0.46384285714285717,0.558,0.4005,,,0.3333333333333333,,9.185714285714285,0.10810810810810811,,,,,,,,3.0,5.0,,1.0,12.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,1.0,,,,,,,,,,,0.14285714285714285,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2545,1610612753,Darko Milicic,Darko Milicic,2545,ORL,4698.0,78,-3.0,142,142,67.0,76.0,16,284,5.0,8.0,,2.0,4.0,9.0,2.0,3.0,11.0,20.0,8.0,30.0,165,,4.0,,6.0,12.0,16.0,16.0,6.0,,1.0,5.0,3.0,2.0,1.0,6.0,6.0,12.0,5.0,6.0,,12.0,,14.0,5.0,16.0,67.0,1.0,0.7272727272727273,0.7272727272727273,0.55,,0.5,0.55,,0.5,0.5769230769230769,,0.5333333333333333,16.666666666666664,0.14285714285714285,0.045454545454545456,0.10204081632653061,0.14285714285714285,0.16666666666666666,0.07692307692307693,0.10909090909090909,0.13333333333333333,0.16666666666666666,0.25,,0.08333333333333333,0.125,0.4,0.625,0.625,1.0,0.45,0.4444444444444444,0.4444444444444444,0.15,0.6666666666666666,0.6666666666666666,1.0,0.5,,0.4,0.44883999999999996,0.48299999999999993,0.441375,0.21739130434782608,0.21739130434782608,,0.5333333333333333,6.44,0.47183098591549294,,,,,,,,3.0,4.0,,,9.0,1.0,,,,1.0,,2.0,,,,,,1.0,,,,,,,,2.0,3.0,,,,,,,,1.0,1.0,3.0,1.0,,,,,1.0,,,,1.0,1.0,,,1.0,,,,0.1111111111111111,,0.25,,,0.25,0.6666666666666666,,,0.2,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
255,1610612753,Grant Hill,Grant Hill,255,ORL,7576.0,126,-24.0,227,230,89.0,89.0,27,457,11.0,18.0,2.0,2.0,,3.0,6.0,13.0,17.0,34.0,18.0,52.0,267,2.0,2.0,4.0,8.0,12.0,26.0,20.0,14.0,2.0,,1.0,3.0,14.0,2.0,19.0,1.0,20.0,4.0,7.0,,14.0,,24.0,10.0,26.0,89.0,,0.5882352941176471,0.625,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5652173913043478,1.0,0.7222222222222222,21.538461538461537,0.16666666666666666,0.1794871794871795,0.0125,0.15789473684210525,,0.17525773195876287,0.010526315789473684,,,,0.23076923076923078,0.175,0.2,0.5294117647058824,0.6111111111111112,0.7857142857142857,0.6363636363636364,0.08823529411764706,,,0.38235294117647056,0.46153846153846156,0.46153846153846156,0.5,1.0,1.0,0.5294117647058824,0.506185294117647,0.555,0.5264333333333334,0.22727272727272727,0.22727272727272727,0.07692307692307693,0.5,7.858823529411764,0.3920704845814978,,,,,,,,13.0,14.0,1.0,4.0,29.0,7.0,3.0,2.0,1.0,10.0,3.0,,,,,,,0.7,0.08333333333333333,,,,,,,7.0,9.0,,,,,,,,1.0,,8.0,,2.0,2.0,,,6.0,1.0,,1.0,,,,,1.0,1.0,,0.041666666666666664,,1.0,,,,0.75,0.7777777777777778,,,,10.0,2.0,2.0,5.0,1.0,1.0,1.0,0.14705882352941177,0.2222222222222222,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,True,,,
2749,1610612753,Jameer Nelson,Jameer Nelson,2749,ORL,7065.0,118,-39.0,211,212,70.0,70.0,27,423,7.0,13.0,,,1.0,5.0,7.0,14.0,15.0,32.0,10.0,52.0,258,1.0,1.0,4.0,5.0,11.0,16.0,4.0,26.0,,1.0,3.0,,6.0,1.0,7.0,4.0,11.0,6.0,18.0,,8.0,,11.0,3.0,16.0,70.0,7.0,0.13333333333333333,0.13333333333333333,0.46875,1.0,0.45454545454545453,0.4666666666666667,1.0,0.3611111111111111,0.5104166666666666,1.0,0.42105263157894735,23.456790123456788,0.08333333333333333,0.08108108108108109,0.03896103896103896,,0.06666666666666667,0.06896551724137931,0.043478260869565216,0.06451612903225806,0.038461538461538464,0.08333333333333333,0.04,0.07894736842105263,,0.28888888888888886,0.5384615384615384,0.6363636363636364,0.2857142857142857,0.1111111111111111,0.2,0.2,0.3111111111111111,0.5,0.5,,,,0.5777777777777777,0.48809777777777774,0.384,0.4782249999999999,0.06382978723404255,0.08823529411764706,0.07692307692307693,0.3076923076923077,10.4375,0.33175355450236965,2.0,4.0,3.0,4.0,13.0,7.0,12.0,12.0,12.0,1.0,5.0,24.0,5.0,4.0,1.0,3.0,9.0,3.0,1.0,4.0,1.0,0.3076923076923077,0.3076923076923077,0.28888888888888886,0.5555555555555556,0.18181818181818182,0.08888888888888889,0.5,0.5,1.0,0.16666666666666666,25.192307692307693,2.0,4.0,1.0,9.0,,4.0,,1.0,9.0,,,6.0,,3.0,1.0,2.0,1.0,2.0,,,2.0,,,,,,,0.14285714285714285,,,,,0.2,,0.2222222222222222,0.5,0.3333333333333333,0.2222222222222222,,3.0,1.0,1.0,2.0,,,,0.0625,0.15384615384615385,,,2.0,2.0,2.0,1.0,3.0,0.2222222222222222,0.2222222222222222,1.0,0.2222222222222222,,,,,,,,,True,,,
2772,1610612753,Trevor Ariza,Trevor Ariza,2772,ORL,880.0,15,-11.0,26,27,16.0,16.0,4,53,2.0,4.0,,1.0,,,1.0,3.0,3.0,7.0,,6.0,32,,1.0,,3.0,4.0,6.0,6.0,,,,1.0,,,,,1.0,1.0,,,,1.0,,2.0,1.0,6.0,16.0,,1.0,1.0,0.42857142857142855,,0.75,0.42857142857142855,,0.75,0.375,,0.6,26.666666666666668,,,0.09090909090909091,,,,0.08333333333333333,,,,,,,0.5714285714285714,0.5,0.5,1.0,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,1.0,,0.5714285714285714,0.4648428571428571,0.5594,0.502,0.125,0.125,,1.0,7.928571428571429,0.6153846153846154,,,,,,,,2.0,2.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,0.75,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2730,1610612753,Dwight Howard,Dwight Howard,2730,ORL,8351.0,139,-39.0,245,249,84.0,84.0,30,494,19.0,30.0,8.0,11.0,2.0,8.0,,,21.0,38.0,11.0,53.0,293,8.0,11.0,17.0,8.0,12.0,20.0,26.0,16.0,10.0,1.0,12.0,5.0,21.0,5.0,31.0,13.0,44.0,2.0,9.0,3.0,26.0,1.0,26.0,15.0,20.0,84.0,1.0,0.6190476190476191,0.8125,0.5526315789473685,0.7272727272727273,0.6666666666666666,0.5526315789473685,0.7272727272727273,0.6666666666666666,0.5408163265306123,0.6538461538461539,0.6666666666666666,21.78571428571429,0.4166666666666667,0.23333333333333334,0.13333333333333333,0.25,0.0625,0.23636363636363636,0.12264150943396226,0.0625,0.22580645161290322,0.09090909090909091,0.2,0.2,0.1875,0.7894736842105263,0.6333333333333333,0.7307692307692307,0.631578947368421,0.21052631578947367,0.25,0.2857142857142857,,,,,1.0,0.7272727272727273,0.7894736842105263,0.5314078947368421,0.5734363636363636,0.5397166666666666,0.30612244897959184,0.30612244897959184,0.32075471698113206,0.37735849056603776,1.9157894736842105,0.34285714285714286,,,,,,,,4.0,7.0,,2.0,17.0,4.0,8.0,,3.0,12.0,7.0,4.0,,,,,,0.3333333333333333,0.4,,,,,,,6.0,10.0,,,,,,,,3.0,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,,2.0,1.0,4.0,2.0,,2.0,4.0,2.0,,0.1111111111111111,0.16666666666666666,0.5,0.5,,,0.8333333333333334,0.6,,,0.5,4.0,,,5.0,1.0,,,0.13157894736842105,0.13333333333333333,0.125,0.25,,1.0,,1.0,,,,,,4.0,,,,,,,,True,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,221.0,4,-1.0,8,7,2.0,3.0,2,15,,,,,,,,,,,,3.0,10,,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,1.5,1.5,1.5,1.5,1.5,1.5,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.35685,,0.35685,,,1.0,1.0,,0.25,,,,1.0,1.0,1.0,,1.0,1.0,,,2.0,1.0,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,26.6,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,True,,,
