EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,Arc3PctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceFG2M,PenaltyFG2M,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,LongMidRangeAssists,OffTwoPtRebounds,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,BlockedLongMidRange,RecoveredBlocks,Defensive 3 Seconds Violations,SecondChanceFg2Pct,PenaltyFg2Pct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,LongMidRangeFGM,SecondChanceFtPoints,Corner3Assists,LostBallOutOfBoundsTurnovers,Travels,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,FTOffRebounds,OffFTReboundPct,PenaltyCorner3Accuracy,OffensiveGoaltends,3SecondViolations,SecondChanceAtRimPctAssisted,on
101129,1610612745,Luther Head,Luther Head,101129,HOU,3255.0,54.0,11.0,96.0,100,19.0,25.0,9.0,196,2.0,4.0,1.0,,,3.0,,,,,1.0,4.0,,,1.0,1.0,3.0,7.0,1.0,4.0,,9.0,88.0,3.0,,,4.0,1.0,1.0,1.0,,5.0,4.0,3.0,,,4.0,1.0,,3.0,1.0,4.0,1.0,,1.0,9.0,,2.0,4.0,,6.0,1.0,7.0,,2.0,1.0,3.0,5.0,2.0,,,,,,,5.0,19.0,,,0.6666666666666666,1.0,1.0,0.25,,1.0,0.25,0.42857142857142855,0.4090909090909091,0.6666666666666666,1.25,0.4090909090909091,0.6666666666666666,1.25,0.36363636363636365,,,16.9811320754717,,0.07407407407407407,0.2,,0.09375,,,,0.11764705882352941,0.09523809523809523,0.2222222222222222,,0.36363636363636365,0.5,0.5,0.5,,,,,0.2727272727272727,,,,,0.36363636363636365,0.25,0.25,1.0,,,,,0.5,,0.5,1.0,0.7272727272727273,0.25,0.5095909090909091,0.6322666666666666,0.603325,,,0.4444444444444444,0.5555555555555556,8.6,24.425,0.19791666666666666,2.0,3.0,1.0,2.0,1.0,2.0,2.0,,2.0,,1.0,4.0,4.0,3.0,,7.0,,,,,,,,,,0.6666666666666666,1.0,,,0.5714285714285714,,,,,,,1.0,0.6666666666666666,1.0,,3.0,1.0,,,1.0,2.0,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,1.0,0.5,,,,0.5,False
101236,1610612745,Chuck Hayes,Chuck Hayes,101236,HOU,183.0,3.0,-4.0,5.0,6,3.0,,,11,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
1747,1610612745,Rafer Alston,Rafer Alston,1747,HOU,3009.0,50.0,-1.0,89.0,91,16.0,16.0,7.0,180,,2.0,1.0,1.0,1.0,1.0,,,,,5.0,9.0,,,,,2.0,4.0,5.0,9.0,2.0,21.0,84.0,,,,,2.0,,,2.0,4.0,2.0,12.0,3.0,,9.0,5.0,,4.0,1.0,5.0,,1.0,1.0,11.0,,,7.0,,7.0,,7.0,,2.0,2.0,2.0,3.0,4.0,2.0,,1.0,1.0,1.0,1.0,4.0,16.0,,1.0,0.5,0.5,0.8,0.5555555555555556,,,0.5555555555555556,0.5,0.7307692307692307,,0.5,0.75,,0.6666666666666666,0.6923076923076923,,,17.52577319587629,,0.14285714285714285,,,0.1206896551724138,,,0.0625,0.16666666666666666,0.19047619047619047,,,0.15384615384615385,,,,0.07692307692307693,1.0,1.0,,0.07692307692307693,,,,,0.6923076923076923,0.5555555555555556,0.5555555555555556,0.8,,,,,0.5,,,,0.8461538461538461,0.5555555555555556,0.548873076923077,,0.5213,,,,0.19047619047619047,7.125,24.91111111111111,0.1797752808988764,,,,,1.0,2.0,,1.0,2.0,,,2.0,1.0,1.0,1.0,3.0,,,,,,,,,,,0.5,0.25,0.5,0.6666666666666666,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,False
2203,1610612745,Shane Battier,Shane Battier,2203,HOU,3195.0,53.0,-3.0,93.0,96,16.0,19.0,7.0,189,,1.0,,,1.0,,1.0,2.0,,,,3.0,,,,1.0,,2.0,1.0,5.0,2.0,5.0,90.0,,,,,,,1.0,2.0,2.0,,3.0,,,3.0,,,2.0,,2.0,,,2.0,4.0,,,3.0,,3.0,,3.0,,2.0,1.0,3.0,5.0,3.0,2.0,,1.0,2.0,1.0,2.0,2.0,16.0,,1.0,,,1.0,0.2,,,0.2,,0.21428571428571427,,,0.3125,,0.5,0.7142857142857143,,,9.900990099009901,,0.05660377358490566,,,0.047619047619047616,,,0.058823529411764705,0.06666666666666667,0.047619047619047616,,,0.14285714285714285,,,,0.14285714285714285,,,,,0.2857142857142857,0.5,0.5,1.0,0.42857142857142855,,,,,,,,,,1.0,,0.8571428571428571,,0.4963714285714286,,0.48015,,,,0.4,5.7,24.8,0.17204301075268819,,,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,,,1.0,1.0,1.0,,,2.0,,,,,,0.5,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,False
2397,1610612745,Yao Ming,Yao Ming,2397,HOU,3062.0,51.0,1.0,91.0,92,16.0,19.0,7.0,183,2.0,5.0,,8.0,19.0,3.0,,,,,,,,,,,10.0,27.0,,,21.0,41.0,86.0,2.0,,,4.0,1.0,,,9.0,11.0,8.0,,,,,,,1.0,3.0,4.0,3.0,,,11.0,,4.0,10.0,,14.0,4.0,18.0,,,,3.0,4.0,18.0,24.0,6.0,6.0,2.0,2.0,2.0,11.0,16.0,,5.0,0.4,0.4444444444444444,,,,,,0.37037037037037035,0.37037037037037035,0.5,1.0,0.5256410256410257,0.6666666666666666,0.9166666666666666,,,,44.44444444444444,,0.20408163265306123,0.4,,0.23728813559322035,0.10810810810810811,,0.35714285714285715,0.13333333333333333,0.15,0.3333333333333333,,0.18518518518518517,0.4,0.5,,0.7037037037037037,0.42105263157894735,0.5,0.5,0.1111111111111111,,,,,,,,,,,,,,,,,0.18518518518518517,,0.4245148148148149,0.57165,0.3808,0.18181818181818182,0.18181818181818182,0.0975609756097561,0.2682926829268293,8.822222222222221,,0.17582417582417584,1.0,2.0,,1.0,1.0,12.0,2.0,4.0,1.0,4.0,,2.0,,3.0,2.0,5.0,1.0,,,1.0,,,,2.0,,0.5,1.0,0.14814814814814814,0.2,0.4,0.14285714285714285,0.25,,0.3333333333333333,,1.0,1.0,0.5,,1.0,,,2.0,,,,,,,0.15789473684210525,,1.0,,,,,,,,,,2.0,,False
436,1610612745,Juwan Howard,Juwan Howard,436,HOU,3290.0,55.0,7.0,96.0,100,16.0,25.0,10.0,196,3.0,4.0,1.0,,3.0,5.0,,,,,,,,,,,6.0,12.0,,,5.0,17.0,92.0,1.0,,,3.0,1.0,,,,2.0,10.0,,,,,,,1.0,1.0,2.0,1.0,1.0,,5.0,1.0,2.0,7.0,,9.0,4.0,13.0,1.0,1.0,,,6.0,6.0,9.0,5.0,,,,,2.0,16.0,1.0,,0.8333333333333334,1.0,,,,,,0.5,0.5,1.0,1.0,0.53125,0.5,1.0,,,,14.953271028037383,,0.12727272727272726,0.2,0.1,0.13846153846153847,0.1,0.1111111111111111,0.0625,0.11764705882352941,0.18181818181818182,0.2222222222222222,0.16666666666666666,0.3333333333333333,0.75,0.75,0.6666666666666666,0.25,,,,0.4166666666666667,,,,,,,,,,,,,1.0,,,,0.3333333333333333,,0.4913166666666666,0.6558,0.8437,0.3125,0.3125,0.17647058823529413,0.11764705882352941,9.125,,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,3.0,1.0,,,,,,,1.0,,,,1.0,,,,1.0,1.0,,,,0.1,0.1111111111111111,0.06666666666666667,0.16666666666666666,,,1.0,1.0,1.0,,,3.0,1.0,,,,,,,,,,0.6,0.6,1.0,,,,,,,,,False
101249,1610612745,John Lucas III,John Lucas III,101249,HOU,355.0,6.0,8.0,10.0,12,3.0,9.0,3.0,22,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,8.0,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,15.384615384615383,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,46.0,0.3,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,False
2054,1610612745,Jake Tsakalidis,Jake Tsakalidis,2054,HOU,169.0,3.0,10.0,6.0,7,3.0,6.0,3.0,13,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,3.0,1.0,4.0,,,,,,1.0,2.0,1.0,,,,,,3.0,,,,,,,,,,,,,,1.0,1.0,,,,,11.11111111111111,1.0,0.6666666666666666,,,0.6666666666666666,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,False
2779,1610612745,Vassilis Spanoulis,Vassilis Spanoulis,2779,HOU,169.0,3.0,10.0,6.0,7,3.0,6.0,3.0,13,1.0,2.0,1.0,,,,,,,,,,,,,,1.0,2.0,,,2.0,4.0,2.0,,,,,1.0,,,2.0,4.0,,,,,,,,1.0,,1.0,,1.0,,2.0,,,1.0,,1.0,,1.0,,,,,,1.0,2.0,,1.0,,,,4.0,3.0,,1.0,,,,,,,,0.5,0.5,,1.0,0.6666666666666666,,1.0,,,,33.333333333333336,,0.3333333333333333,,,0.3333333333333333,,,,,1.0,,,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,0.6804,,0.674,,,,1.0,,,0.5,,,1.0,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,False
87,1610612745,Dikembe Mutombo,Dikembe Mutombo,87,HOU,24.0,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
2745,1610612745,Kirk Snyder,Kirk Snyder,2745,HOU,109.0,2.0,-4.0,3.0,3,,,1.0,6,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
