EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,PtsAssisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,SecondChanceTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGM,Arc3FGM,FG3M,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGM,LongMidRangeAssists,PenaltyTurnovers,Fg3Pct,NonHeaveFg3Pct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,AtRimFGM,AtRimFGA,Corner3FGM,Corner3FGA,PenaltyArc3FGA,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PtsAssisted3s,OffTwoPtRebounds,OffRebounds,NonShootingPenaltyNonTakeFouls,Assisted3sPct,PenaltyFg2Pct,PenaltyEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3Frequency,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,LostBallTurnovers,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ThreePtAssists,Corner3Assists,PenaltyCorner3FGA,PenaltyCorner3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,SelfOReb,Loose Ball Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,Offensive Fouls Drawn,Travels,on,PenaltyArc3FGM,PenaltyFG3M,OffThreePtRebounds,PenaltyFg3Pct,AtRimPctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,Arc3PctAssisted,PenaltyArc3Accuracy,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,HeaveAttempts,Arc3Assists,AtRimAssists,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,SecondChanceFg3Pct,OffCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,FTOffRebounds,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,OffFTReboundPct,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations
1506,1610612742,Austin Croshere,Austin Croshere,1506,DAL,923.0,15,-3.0,27,27,11.0,15.0,3.0,54,2.0,2.0,29,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,11.0,1.0,1.0,10.0,0.5,1.0,0.25,0.09090909090909091,0.5,1.0,1.0,1.0,0.4074074074074074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,873.0,15,1.0,25,24,8.0,2.0,3.0,49,4.0,6.0,27,2.0,2.0,2.0,1.0,5.0,5.0,,,1.0,1.0,,1.0,,4.0,4.0,1.0,2.0,8.0,0.6,1.0,21.428571428571427,,1.0,0.4,0.2857142857142857,,0.25,0.3333333333333333,0.3333333333333333,0.32,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.5,1.0,0.2222222222222222,1.0,0.3333333333333333,0.4,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.42785,9.55,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,675.0,11,-1.0,18,18,3.0,,2.0,36,,5.0,20,,,,,,,1.0,1.0,1.0,2.0,,2.0,1.0,,,,,3.0,0.625,,30.0,0.5,,,,,,,,0.16666666666666666,1.0,,,3.0,1.0,1.0,3.0,,3.0,,1.0,1.0,,2.0,,1.0,,,,,,1.0,0.625,0.75,,,,,,,0.25,,,,,0.75,0.75,0.5162249999999999,4.8,25.566666666666666,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200772,1610612742,Maurice Ager,Maurice Ager,200772,DAL,1468.0,24,-1.0,45,43,20.0,20.0,4.0,88,3.0,15.0,44,1.0,3.0,1.0,,2.0,3.0,,,,,1.0,3.0,,4.0,6.0,1.0,3.0,20.0,0.625,0.3,24.489795918367346,,,0.125,0.09090909090909091,0.3333333333333333,0.1,0.14285714285714285,0.2,0.4444444444444444,,2.0,5.0,2.0,3.0,6.0,3.0,2.0,2.0,,,,,,1.0,,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,,,0.07142857142857142,,,,,0.5555555555555556,0.4,0.4,0.5,0.2222222222222222,0.4444444444444444,0.4268222222222222,17.116666666666667,24.466666666666665,,1.0,2.0,4.0,3.0,1.0,,,0.6666666666666666,0.6666666666666666,,,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,0.5,0.1111111111111111,0.05555555555555555,0.14285714285714285,0.125,0.1111111111111111,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,0.25,0.35223750000000004,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,958.0,16,,27,26,8.0,3.0,3.0,53,2.0,10.0,31,2.0,6.0,1.0,,2.0,2.0,1.0,,,1.0,1.0,1.0,,1.0,2.0,1.0,6.0,8.0,0.8333333333333334,0.75,23.333333333333336,1.0,,0.2,0.13333333333333333,,0.16666666666666666,0.16666666666666666,0.6,0.2962962962962963,1.0,1.0,2.0,,4.0,5.0,,4.0,,,,,,,1.0,,,,,0.5,0.5,0.8,0.8,,,,0.1,,0.3333333333333333,,0.2,0.4,0.5,0.5,1.0,,0.4,0.47198,9.580000000000002,,1.0,,,4.0,,,,,,,1.0,1.0,,,,2.0,2.0,,,,,,2.0,3.0,,,,,,,0.6666666666666666,0.6666666666666666,,,,,0.25,0.4,1.0,1.0,,,,,,0.47093333333333326,,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,581.0,10,-1.0,18,18,8.0,13.0,2.0,36,,3.0,21,,,,,,,,,,,3.0,3.0,,,,,,8.0,0.375,,20.0,,,,,,,,,0.4444444444444444,,,1.0,,,1.0,3.0,,,,1.0,2.0,,5.0,,,,,,,,,0.375,0.75,,,,,,,,0.25,,,,,0.75,0.5103375,22.1,23.333333333333332,,,1.0,,,,1.0,,0.3333333333333333,0.3333333333333333,,,,,,,,1.0,3.0,,,,,1.0,,3.0,,,,1.0,,,,,,,,,,,0.75,0.3333333333333333,0.3333333333333333,1.0,,0.4119,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,1610612742,Greg Buckner,Greg Buckner,1761,DAL,510.0,8,-1.0,18,17,12.0,17.0,1.0,35,,,13,,,,,,,,,,,1.0,1.0,,,,,,12.0,,,10.526315789473685,,,,,,,,,0.6666666666666666,,,,,,,2.0,,,,,1.0,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,0.48877499999999996,,23.6,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,0.4743,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,1610612742,Devean George,Devean George,1904,DAL,728.0,12,1.0,25,23,17.0,20.0,2.0,48,,2.0,21,,2.0,1.0,,1.0,2.0,1.0,,,1.0,1.0,2.0,,,,,2.0,17.0,0.25,0.25,18.51851851851852,1.0,,0.25,0.1,,,,1.0,0.68,1.0,,2.0,,1.0,4.0,,,,,,,,,,,,,,,,0.25,0.25,,,,,,0.5,,0.25,0.5,,,,,0.25,0.37825000000000003,11.45,,,,,2.0,,,,1.0,,,,,,,,1.0,1.0,,,,,2.0,1.0,4.0,,,1.0,1.0,,,0.25,0.25,1.0,0.14285714285714285,0.08333333333333333,,,0.25,1.0,1.0,,,,,,0.37825000000000003,1.0,1.0,1.0,1.0,,0.25,1.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.4758,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,212.0,4,1.0,9,7,9.0,7.0,,16,,,3,,,,,,,,,,,,,,2.0,2.0,1.0,,9.0,,,11.11111111111111,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,1610612742,Jerry Stackhouse,Jerry Stackhouse,711,DAL,322.0,5,2.0,9,9,,,,18,,,8,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,22.22222222222222,,,,,,,,,,,,,1.0,,,1.0,,1.0,,1.0,1.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,0.55545,,25.3,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
