EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,Loose Ball Fouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyFG2M,PenaltyPoints,AtRimAssists,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyPointsPct,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Steals,LostBallSteals,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChancePointsPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,FtPoints,PenaltyFtPoints,Fg2aBlocked,ThreePtAssists,Arc3Assists,FTDefRebounds,SelfOReb,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedAtRim,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,NonHeaveArc3FGM,Corner3Assists,Technical Free Throw Trips,SecondChanceFg3Pct,PenaltyFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,ShortMidRangeAssists,ShortMidRangePctAssisted,on
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,2511.0,42,2.0,71,70,3,7.0,15.0,141,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,7.0,73.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,7.0,7.0,1.0,4.0,1.0,3,0.5,0.5,1.0,0.5,0.5,0.4,0.5,0.5,0.2857142857142857,7.291666666666667,0.1724137931034483,0.14285714285714285,0.16279069767441862,0.09090909090909091,0.14285714285714285,0.2727272727272727,0.2222222222222222,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,0.5,1.0,0.7142857142857143,0.5429999999999999,0.3672,0.6159,7.459999999999999,23.95,0.04225352112676056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,591.0,10,-9.0,17,16,1,,1.0,33,,,,,3.0,3.0,,,,,3.0,3.0,,,6.0,27.0,,,1.0,6.0,,,,1.0,1.0,,2.0,,,,,,1.0,,1,1.0,1.0,,,,1.0,1.0,1.0,,22.22222222222222,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,0.3746333333333333,,0.3282,19.066666666666666,,0.058823529411764705,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,2204.0,37,-27.0,63,64,4,3.0,11.0,127,1.0,3.0,,4.0,1.0,2.0,,1.0,1.0,,3.0,9.0,,2.0,6.0,80.0,3.0,,,4.0,2.0,,1.0,1.0,1.0,,2.0,1.0,7.0,8.0,14.0,1.0,5.0,,4,0.6666666666666666,1.0,,,,0.3333333333333333,0.2727272727272727,0.2727272727272727,0.18181818181818182,13.580246913580247,0.3181818181818182,0.1111111111111111,0.25806451612903225,0.375,0.42857142857142855,0.14285714285714285,0.16666666666666666,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.36363636363636365,0.18181818181818182,0.5,0.5,1.0,0.09090909090909091,,,,0.09090909090909091,,,0.45454545454545453,0.5060136363636363,0.57655,,8.61111111111111,23.15,0.06349206349206349,,,1.0,,,,,,,,,1.0,1.0,1.0,2.0,2.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.19230769230769232,0.09090909090909091,0.16216216216216217,0.2727272727272727,0.125,0.14285714285714285,0.1111111111111111,1.0,1.0,0.25,0.25,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2403,1610612743,Nene,Nene,2403,DEN,10748.0,179,-30.0,328,324,83,47.0,43.0,652,29.0,45.0,13.0,5.0,2.0,3.0,,,,,31.0,53.0,,,76.0,347.0,15.0,,14.0,48.0,14.0,,,9.0,12.0,5.0,27.0,3.0,13.0,17.0,39.0,10.0,21.0,2.0,83,0.7741935483870968,0.8888888888888888,,,,0.5849056603773585,0.5849056603773585,0.6229508196721312,,19.22077922077922,0.10655737704918032,0.07894736842105263,0.1,0.08571428571428572,0.16216216216216217,0.08,0.05,0.8490566037735849,0.6444444444444445,0.7631578947368421,0.09433962264150944,0.05660377358490566,0.6666666666666666,0.6666666666666666,1.0,,,,,,,0.9285714285714286,0.8490566037735849,0.5936566037735849,0.5287076923076923,0.6084642857142857,2.290566037735849,,0.2530487804878049,9.0,22.0,4.0,10.0,,13.0,22.0,0.6428571428571429,0.6428571428571429,0.6875,0.2894736842105263,13.0,,8.0,16.0,8.0,5.0,17.0,22.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,0.5333333333333333,0.5333333333333333,0.5,0.12686567164179105,0.15151515151515152,0.1317365269461078,0.12,0.17142857142857143,0.10204081632653061,0.16,1.0,0.7586206896551724,,,0.8666666666666667,0.21052631578947367,7.0,9.0,14.0,4.0,8.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,16.0,2.0,1.0,18.0,2.0,9.0,1.0,2.0,2.0,1.0,1.0,0.1509433962264151,0.15555555555555556,0.2,0.23076923076923078,0.2,0.125,0.1111111111111111,0.15384615384615385,0.5384615384615384,0.42857142857142855,0.6923076923076923,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,9286.0,155,-31.0,288,285,80,46.0,33.0,573,13.0,21.0,5.0,13.0,10.0,26.0,1.0,3.0,10.0,1.0,26.0,60.0,6.0,13.0,93.0,307.0,11.0,2.0,15.0,26.0,26.0,18.0,10.0,3.0,5.0,1.0,12.0,3.0,14.0,17.0,28.0,,6.0,,80,0.5,0.5652173913043478,1.0,0.46153846153846156,0.46153846153846156,0.43333333333333335,0.4794520547945205,0.5352941176470588,0.1780821917808219,30.79268292682927,0.13333333333333333,0.10344827586206896,0.12686567164179105,0.21428571428571427,0.09090909090909091,0.11363636363636363,0.07142857142857142,0.2876712328767123,0.6190476190476191,0.7222222222222222,0.1780821917808219,0.3561643835616438,0.38461538461538464,0.38461538461538464,0.6,0.0410958904109589,0.3333333333333333,0.3333333333333333,1.0,0.136986301369863,0.07692307692307693,0.2631578947368421,0.4657534246575342,0.4860602739726027,0.49149999999999994,0.49190263157894737,9.916666666666666,24.315384615384616,0.2777777777777778,6.0,25.0,2.0,8.0,1.0,16.0,25.0,0.4,0.39473684210526316,0.5,0.26881720430107525,5.0,3.0,4.0,20.0,6.0,2.0,9.0,11.0,1.0,1.0,,,,,,0.36363636363636365,0.5384615384615384,0.625,0.08035714285714286,0.08,0.08029197080291971,0.02564102564102564,0.10344827586206896,0.11363636363636363,0.10526315789473684,,0.5384615384615384,0.23076923076923078,0.25,0.38461538461538464,0.21505376344086022,2.0,4.0,23.0,10.0,4.0,2.0,1.0,,4.0,,8.0,7.0,,1.0,1.0,,4.0,5.0,16.0,,,29.0,1.0,9.0,4.0,,1.0,1.0,4.0,0.06666666666666667,0.14285714285714285,0.07692307692307693,0.5,,,0.13333333333333333,0.1111111111111111,0.4,,0.8,0.1111111111111111,0.1323529411764706,1.0,1.0,1.0,5.0,1.0,1.0,3.0,2.0,6.0,1.0,4.0,5.0,1.0,4.0,1.0,0.25,0.5,0.5,1.0,0.07692307692307693,1.0,1.0,1.0,1.0,0.05263157894736842,0.15789473684210525,0.3333333333333333,0.5,,,,,True
947,1610612743,Allen Iverson,Allen Iverson,947,DEN,9774.0,163,-23.0,299,294,78,41.0,39.0,593,8.0,22.0,5.0,18.0,6.0,22.0,,1.0,11.0,1.0,20.0,62.0,2.0,12.0,66.0,310.0,4.0,1.0,13.0,4.0,36.0,3.0,11.0,14.0,19.0,5.0,43.0,1.0,2.0,3.0,3.0,3.0,9.0,,78,0.1,0.1,0.5,0.16666666666666666,0.16666666666666666,0.3225806451612903,0.3108108108108108,0.38372093023255816,0.16216216216216217,27.635327635327638,0.01818181818181818,0.030303030303030304,0.02097902097902098,,0.030303030303030304,0.021739130434782608,0.0625,0.2972972972972973,0.36363636363636365,0.5,0.24324324324324326,0.2972972972972973,0.2727272727272727,0.2727272727272727,0.16666666666666666,0.013513513513513514,,,,0.14864864864864866,0.2,0.35714285714285715,0.4594594594594595,0.5004141891891891,0.48939999999999995,0.5218392857142857,8.833870967741934,24.84166666666667,0.2608695652173913,3.0,14.0,9.0,7.0,,12.0,14.0,0.23076923076923078,0.21428571428571427,0.3684210526315789,0.21212121212121213,2.0,6.0,2.0,5.0,,,,,7.0,4.0,,,,,1.0,0.5,0.4,0.5,,,,,,,,,0.125,0.3333333333333333,0.375,0.4,0.07575757575757576,1.0,2.0,20.0,8.0,8.0,5.0,3.0,,,3.0,5.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,24.0,,,25.0,1.0,9.0,4.0,,,,3.0,0.12903225806451613,0.2727272727272727,0.1111111111111111,0.4166666666666667,,,,,0.5,1.0,0.4,0.10975609756097561,0.12857142857142856,,,,2.0,,,1.0,,1.0,,1.0,2.0,2.0,,,,0.18181818181818182,0.18181818181818182,0.5,,,,,,,0.07142857142857142,,0.18181818181818182,3.0,2.0,,,True
2581,1610612743,Steve Blake,Steve Blake,2581,DEN,8935.0,149,-11.0,275,273,80,46.0,36.0,548,1.0,1.0,,1.0,4.0,9.0,2.0,5.0,7.0,2.0,5.0,11.0,6.0,12.0,28.0,285.0,,2.0,3.0,4.0,6.0,15.0,7.0,17.0,20.0,4.0,43.0,2.0,7.0,9.0,10.0,2.0,6.0,,80,0.4,0.4,0.8333333333333334,0.5,0.5,0.45454545454545453,0.6086956521739131,0.6086956521739131,0.5217391304347826,10.344827586206897,0.06666666666666667,0.06451612903225806,0.0661764705882353,0.1,0.03225806451612903,0.06818181818181818,0.0625,0.043478260869565216,1.0,1.0,0.043478260869565216,0.391304347826087,0.4444444444444444,0.4444444444444444,0.5,0.21739130434782608,0.4,0.4,1.0,0.30434782608695654,1.0,,0.5652173913043478,0.48959565217391304,0.577275,0.4508142857142857,16.354545454545452,24.083333333333332,0.2909090909090909,1.0,5.0,12.0,1.0,,10.0,5.0,0.3333333333333333,0.35714285714285715,0.35714285714285715,0.17857142857142858,,,,6.0,,,1.0,1.0,3.0,1.0,,,,,1.0,,1.5,1.5,0.008849557522123894,,0.007352941176470588,0.024390243902439025,,,,,,,,,0.21428571428571427,,,,,,3.0,2.0,,,2.0,9.0,8.0,,1.0,,,3.0,1.0,4.0,3.0,1.0,,,,,,,,,,,,0.9,,,0.06666666666666667,,,,,,,,,1.0,4.0,2.0,1.0,3.0,2.0,,1.0,4.0,4.0,1.0,,1.0,0.25,0.5714285714285714,0.5714285714285714,0.75,,,,1.0,0.5,0.14285714285714285,0.42857142857142855,0.3333333333333333,0.5714285714285714,3.0,,1.0,,True
2747,1610612743,JR Smith,JR Smith,2747,DEN,1834.0,31,-14.0,57,53,10,4.0,8.0,110,2.0,4.0,1.0,,,1.0,,1.0,7.0,,2.0,5.0,,8.0,7.0,58.0,2.0,,1.0,,4.0,,7.0,1.0,1.0,,2.0,3.0,3.0,6.0,7.0,1.0,4.0,,10,,,,,,0.4,0.15384615384615385,0.21428571428571427,0.6153846153846154,20.833333333333336,0.1875,0.3,0.23076923076923078,0.2,,0.4,0.16666666666666666,0.3076923076923077,0.5,0.6666666666666666,,0.07692307692307693,,,,0.07692307692307693,,,,0.5384615384615384,,0.3333333333333333,0.9230769230769231,0.5480461538461538,0.3696,0.4131833333333333,3.9800000000000004,24.9125,0.17543859649122806,,,1.0,,,1.0,,,,,,1.0,,1.0,2.0,,1.0,,1.0,2.0,,1.0,1.0,1.0,,1.0,0.5,0.5,0.5,,0.07692307692307693,0.025,,,,0.08333333333333333,,,,,0.5,0.2857142857142857,1.0,,3.0,,1.0,,,,1.0,2.0,1.0,,,1.0,,,,,2.0,,,3.0,,1.0,,,,,,0.2,0.25,,1.0,,,0.5,0.1,1.0,,,0.07142857142857142,0.16666666666666666,,,,,,,2.0,,,,2.0,,,1.0,,,,,,,,,,,,0.6666666666666666,,,,,,,True
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,7857.0,131,-7.0,242,241,76,41.0,29.0,483,8.0,15.0,3.0,5.0,2.0,11.0,,,,,12.0,31.0,,,28.0,248.0,7.0,,5.0,16.0,8.0,,,8.0,8.0,2.0,16.0,7.0,32.0,43.0,50.0,6.0,11.0,,76,0.6666666666666666,0.8,,,,0.3870967741935484,0.3870967741935484,0.4117647058823529,,15.272727272727273,0.32989690721649484,0.2692307692307692,0.3170731707317073,0.2692307692307692,0.26666666666666666,0.4146341463414634,0.38461538461538464,0.4838709677419355,0.5333333333333333,0.5333333333333333,0.16129032258064516,0.3548387096774194,0.18181818181818182,0.18181818181818182,1.0,,,,,,,0.6,0.4838709677419355,0.532541935483871,0.6091714285714286,0.57354,7.587096774193548,,0.3140495867768595,3.0,10.0,6.0,5.0,1.0,8.0,10.0,0.6,0.6,0.7142857142857143,0.35714285714285715,6.0,2.0,4.0,8.0,4.0,1.0,6.0,7.0,3.0,,10.0,4.0,10.0,4.0,,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0625,0.058823529411764705,0.061946902654867256,0.0625,0.04,0.07692307692307693,,0.4,0.625,0.4,0.4,0.8571428571428571,0.2857142857142857,3.0,2.0,4.0,4.0,,,,4.0,1.0,3.0,3.0,2.0,,1.0,1.0,1.0,4.0,3.0,6.0,4.0,,6.0,,2.0,1.0,6.0,,1.0,1.0,,,,0.375,1.0,0.16666666666666666,0.15384615384615385,0.05263157894736842,0.5,,0.6666666666666666,0.06060606060606061,0.06060606060606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,True
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,1418.0,24,-9.0,41,44,25,23.0,3.0,85,,,,2.0,,,,1.0,3.0,,,2.0,,4.0,1.0,42.0,,,2.0,,,,3.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,2.0,,25,,,,,,,,0.07142857142857142,0.6666666666666666,15.909090909090908,0.058823529411764705,,0.038461538461538464,,,0.14285714285714285,,,,,0.3333333333333333,,,,,0.16666666666666666,,,,0.5,,,0.6666666666666666,0.43215833333333337,,0.3335666666666666,12.9,24.325,0.6097560975609756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,0.14285714285714285,0.3333333333333333,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,False
