EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGA,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FtPoints,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,LongMidRangeAssists,FTOffRebounds,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,ThreePtShootingFoulsDrawn,OffFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Travels,Offensive Fouls Drawn,SecondChanceAtRimPctAssisted,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,on
1506,1610612742,Austin Croshere,Austin Croshere,1506,DAL,1334.0,22,-19.0,42,40,14,22.0,6.0,82,3.0,2.0,2.0,3.0,4.0,1.0,2.0,7.0,3.0,4.0,9.0,61,1.0,1.0,2.0,3.0,9.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,14,1.0,1.0,0.75,0.5,0.75,0.4090909090909091,0.75,0.4090909090909091,0.75,0.36363636363636365,0.2857142857142857,0.6666666666666666,25.0,1.0,0.07142857142857142,0.14285714285714285,0.25,0.07692307692307693,0.1111111111111111,0.2,0.3333333333333333,0.2,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.75,0.75,1.0,1.0,0.5,0.6363636363636364,0.75,0.45431818181818184,0.49544999999999995,0.3333333333333333,7.914285714285714,24.55,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,11824.0,197,-21.0,382,381,132,89.0,53.0,763,20.0,14.0,36.0,4.0,17.0,4.0,9.0,70.0,4.0,18.0,107.0,435,18.0,4.0,9.0,48.0,12.0,16.0,4.0,2.0,9.0,11.0,9.0,34.0,20.0,54.0,4.0,2.0,10.0,9.0,17.0,25.0,3.0,48.0,132,2.0,1.0,0.2222222222222222,0.4444444444444444,0.23529411764705882,0.42045454545454547,0.40540540540540543,0.5,0.5222222222222223,0.20454545454545456,0.02857142857142857,0.05,25.617977528089888,0.4,0.09166666666666666,0.1323529411764706,0.14754098360655737,0.15476190476190477,0.11049723756906077,0.08823529411764706,0.06521739130434782,0.17073170731707318,0.22727272727272727,0.1590909090909091,0.4090909090909091,0.19318181818181818,0.23529411764705882,0.23529411764705882,1.0,0.24324324324324326,0.4444444444444444,0.4318181818181818,0.25,0.4545563218390805,0.45121351351351363,0.4485981308411215,12.261428571428572,25.272222222222222,0.34554973821989526,11.0,6.0,10.0,3.0,8.0,5.0,15.0,1.0,1.0,1.0,1.0,31.0,33.0,9.0,1.0,2.0,9.0,30.0,9.0,28.0,18.0,42.0,20.0,12.0,1.0,7.0,4.0,11.0,3.0,1.0,5.0,2.0,26.0,17.0,8.0,4.0,10.0,7.0,3.0,1.0,6.0,2.0,3.0,2.0,3.0,37.0,2.0,3.0,15.0,3.0,8.0,5.0,3.0,8.0,4.0,1.0,3.0,0.6774193548387096,0.84,0.5,0.44285714285714284,0.5,0.32142857142857145,0.525,0.625,0.07142857142857142,0.47058823529411764,0.17,0.08,0.09836065573770492,0.4,0.21568627450980393,0.13636363636363635,0.1111111111111111,0.07407407407407407,0.08163265306122448,0.5,0.55,0.5789473684210527,0.36363636363636365,0.35714285714285715,0.38461538461538464,0.8,0.4166666666666667,0.4166666666666667,0.8666666666666667,0.011363636363636364,0.5,0.6,0.05,0.05,1.0,1.0,0.21621621621621623,0.375,0.48409166666666664,0.1485148514851485,0.18072289156626506,0.2803738317757009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,13752.0,229,-29.0,442,443,158,113.0,63.0,885,21.0,14.0,25.0,7.0,24.0,3.0,10.0,60.0,9.0,32.0,102.0,503,9.0,4.0,14.0,34.0,24.0,23.0,7.0,4.0,1.0,1.0,4.0,11.0,3.0,14.0,12.0,11.0,17.0,2.0,12.0,16.0,,34.0,158,,0.8888888888888888,0.28125,0.2857142857142857,0.2903225806451613,0.47282608695652173,0.4838709677419355,0.51,0.5151515151515151,0.34782608695652173,0.06666666666666667,0.09523809523809523,22.586872586872587,0.7058823529411765,0.0070921985815602835,0.04938271604938271,0.0136986301369863,0.04975124378109453,0.009345794392523364,0.02702702702702703,0.018518518518518517,0.02,0.22826086956521738,0.15217391304347827,0.2717391304347826,0.2608695652173913,0.2916666666666667,0.2916666666666667,0.8571428571428571,0.3225806451612903,0.3,0.5760869565217391,0.30434782608695654,0.4703038461538463,0.4737966666666667,0.3333333333333333,9.745,25.721874999999997,0.3574660633484163,12.0,2.0,3.0,5.0,7.0,7.0,11.0,8.0,,1.0,2.0,30.0,15.0,4.0,1.0,2.0,,11.0,9.0,17.0,4.0,16.0,44.0,,1.0,15.0,7.0,22.0,5.0,2.0,4.0,3.0,51.0,6.0,1.0,2.0,5.0,2.0,3.0,2.0,5.0,1.0,1.0,4.0,1.0,18.0,1.0,,8.0,,2.0,1.0,1.0,2.0,1.0,,,0.26666666666666666,0.26666666666666666,0.5,0.5,0.4444444444444444,0.5294117647058824,0.5,0.5,0.14285714285714285,0.05555555555555555,0.05,,,,0.03278688524590164,0.04,0.08823529411764706,0.0967741935483871,0.041666666666666664,0.5,0.5714285714285714,0.631578947368421,0.25,0.5,0.5833333333333334,0.2857142857142857,0.44,0.44,0.2727272727272727,0.08695652173913043,0.2727272727272727,0.6666666666666666,,0.18181818181818182,0.5,1.0,0.22580645161290322,0.7142857142857143,0.4368888888888889,0.09,0.11940298507462686,0.10784313725490197,2.0,1.0,4.0,3.0,8.0,1.0,1.0,1.0,1.0,0.06666666666666667,0.25,0.25,1.0,0.12903225806451613,0.25,0.030303030303030304,,,,,,,,,,,,,,,,,True
1904,1610612742,Devean George,Devean George,1904,DAL,5086.0,85,-3.0,163,165,67,60.0,27.0,328,1.0,4.0,3.0,1.0,7.0,1.0,5.0,8.0,3.0,12.0,16.0,181,2.0,1.0,5.0,4.0,9.0,7.0,1.0,2.0,1.0,2.0,5.0,11.0,3.0,14.0,2.0,2.0,5.0,2.0,7.0,6.0,,4.0,67,1.0,1.0,0.25,0.2,0.25,0.275,0.21428571428571427,0.34782608695652173,0.25,0.6,0.25,,14.07035175879397,0.4,0.03508771929824561,0.18518518518518517,0.03571428571428571,0.1527777777777778,0.03529411764705882,,0.05263157894736842,0.16666666666666666,0.05,0.2,0.15,0.35,0.14285714285714285,0.14285714285714285,1.0,0.7142857142857143,0.2,0.65,0.14285714285714285,0.47784499999999996,0.4931571428571429,0.25,11.175,24.150000000000002,0.4110429447852761,1.0,1.0,1.0,,,,,5.0,,,,1.0,5.0,1.0,,,1.0,3.0,,2.0,1.0,2.0,,,,4.0,,4.0,,,3.0,,8.0,6.0,,,5.0,2.0,3.0,,3.0,,1.0,2.0,,6.0,,,3.0,,2.0,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,,0.125,0.5,,0.5,0.5,0.5,,0.13333333333333333,0.09090909090909091,0.03225806451612903,,0.15384615384615385,0.14285714285714285,0.08333333333333333,0.2222222222222222,,1.0,1.0,1.0,1.0,,,,,,,0.25,0.5,1.0,,,,,,,0.4138,0.13043478260869565,0.2727272727272727,0.1875,2.0,,,,1.0,,,,,,0.4,0.4,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,True
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,12264.0,204,-8.0,394,392,128,84.0,55.0,786,25.0,15.0,24.0,4.0,14.0,,3.0,64.0,4.0,15.0,103.0,431,13.0,,3.0,25.0,12.0,14.0,4.0,1.0,3.0,9.0,13.0,36.0,12.0,48.0,6.0,3.0,11.0,7.0,18.0,22.0,1.0,25.0,128,3.0,1.0,0.26666666666666666,,0.26666666666666666,0.5443037974683544,0.45,0.5722222222222222,0.5,0.189873417721519,0.015625,0.04,21.956521739130437,0.5454545454545454,0.06923076923076923,0.18309859154929578,0.04918032786885246,0.18888888888888888,0.06282722513089005,0.08823529411764706,0.041666666666666664,0.2558139534883721,0.31645569620253167,0.189873417721519,0.3037974683544304,0.17721518987341772,0.2857142857142857,0.2857142857142857,1.0,0.15,,0.5063291139240507,0.2857142857142857,0.4804962025316455,0.4861075,0.24271844660194175,8.915625,24.979999999999997,0.3248730964467005,19.0,6.0,7.0,7.0,8.0,11.0,7.0,1.0,,1.0,2.0,37.0,17.0,7.0,1.0,2.0,,17.0,9.0,17.0,7.0,28.0,46.0,10.0,,11.0,5.0,16.0,5.0,,3.0,3.0,37.0,21.0,2.0,2.0,8.0,2.0,6.0,,5.0,3.0,1.0,4.0,3.0,25.0,3.0,,9.0,5.0,3.0,2.0,1.0,4.0,3.0,,4.0,0.3783783783783784,0.4375,0.5,0.578125,0.5384615384615384,0.5294117647058824,0.5666666666666667,0.5666666666666667,,0.13333333333333333,0.1926605504587156,0.12,0.04225352112676056,0.07692307692307693,0.09259259259259259,0.22727272727272727,0.3333333333333333,0.07142857142857142,0.05405405405405406,0.75,0.76,0.7916666666666666,0.3157894736842105,0.7333333333333333,0.7333333333333333,0.45454545454545453,0.2916666666666667,0.2916666666666667,0.42857142857142855,0.012658227848101266,0.4666666666666667,0.8571428571428571,,0.13333333333333333,0.5,1.0,0.4,0.875,0.5306083333333333,0.10588235294117647,0.12857142857142856,0.1650485436893204,,,,,5.0,,1.0,,,,,,,,,,1.0,4.0,0.16666666666666666,1.0,1.0,,,,,,,,,,,,True
711,1610612742,Jerry Stackhouse,Jerry Stackhouse,711,DAL,7514.0,125,-19.0,240,240,121,97.0,39.0,480,8.0,4.0,16.0,3.0,12.0,2.0,7.0,28.0,7.0,23.0,62.0,280,1.0,4.0,12.0,37.0,15.0,12.0,3.0,3.0,,4.0,5.0,14.0,4.0,18.0,4.0,2.0,10.0,3.0,7.0,14.0,,37.0,121,3.0,0.7142857142857143,0.30434782608695654,0.3333333333333333,0.30434782608695654,0.4019607843137255,0.4230769230769231,0.49206349206349204,0.5285714285714286,0.45098039215686275,0.10714285714285714,0.125,25.524475524475527,0.4,0.05333333333333334,0.10204081632653061,,0.12745098039215685,0.031496062992125984,,,0.07407407407407407,0.1568627450980392,0.0784313725490196,0.3137254901960784,0.23529411764705882,0.25,0.25,0.3333333333333333,0.2692307692307692,0.2857142857142857,0.6078431372549019,0.25,0.4659117647058823,0.5026307692307692,0.5967741935483871,11.910714285714286,24.61304347826087,0.5041666666666667,5.0,,,4.0,7.0,2.0,3.0,11.0,3.0,,,10.0,21.0,,2.0,3.0,,6.0,5.0,14.0,15.0,18.0,2.0,,,6.0,3.0,9.0,3.0,,4.0,,21.0,8.0,1.0,1.0,3.0,1.0,2.0,1.0,6.0,2.0,1.0,5.0,1.0,25.0,,1.0,7.0,5.0,1.0,1.0,,1.0,1.0,,5.0,0.9,0.9,0.6666666666666666,0.35714285714285715,,0.35714285714285715,0.75,0.75,0.25,0.07142857142857142,0.1509433962264151,0.0625,0.07894736842105263,,0.1875,0.2,,0.13636363636363635,0.034482758620689655,1.0,0.625,0.7142857142857143,0.8,0.5,0.6666666666666666,1.0,0.1875,0.2,1.0,0.21568627450980393,,,0.75,,,,0.2692307692307692,0.5714285714285714,0.5151833333333333,0.1206896551724138,0.2,0.0967741935483871,4.0,2.0,5.0,6.0,2.0,,2.0,2.0,,,0.36363636363636365,0.4,1.0,0.19230769230769232,0.4,,1.0,,,,,2.0,1.0,1.0,0.043478260869565216,0.0625,0.09090909090909091,0.6666666666666666,1.0,,,,True
200772,1610612742,Maurice Ager,Maurice Ager,200772,DAL,675.0,11,-1.0,18,18,3,,2.0,36,1.0,,1.0,,,,,2.0,,,6.0,20,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,1.0,,3,,,,,,1.0,,0.75,,,,,20.0,,,,,,,,,,0.5,,0.5,,,,,,,0.5,,0.49795,,,10.65,,0.16666666666666666,1.0,,,,,,1.0,,,,,2.0,2.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,1.0,,,,,,,,0.5,0.5,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,6466.0,108,-16.0,215,215,56,37.0,21.0,430,18.0,,10.0,1.0,2.0,1.0,2.0,28.0,1.0,3.0,47.0,249,1.0,1.0,3.0,13.0,3.0,2.0,1.0,2.0,,1.0,4.0,8.0,1.0,9.0,3.0,2.0,6.0,6.0,15.0,17.0,,13.0,56,3.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5967741935483871,0.6875,0.6527777777777778,0.65,0.0967741935483871,0.07142857142857142,0.1111111111111111,17.42738589211618,0.5,0.016129032258064516,0.1111111111111111,,0.07142857142857142,0.011235955056179775,,,0.13043478260869565,0.5806451612903226,,0.3225806451612903,0.06451612903225806,0.5,0.5,1.0,0.25,0.5,0.6774193548387096,0.5,0.48733870967741943,0.5786125,0.2765957446808511,6.7821428571428575,24.566666666666666,0.26046511627906976,13.0,,,4.0,5.0,,4.0,1.0,,,,17.0,10.0,,,,,,4.0,5.0,2.0,6.0,28.0,,,14.0,8.0,22.0,4.0,4.0,4.0,3.0,52.0,4.0,,,5.0,3.0,2.0,,3.0,1.0,1.0,2.0,2.0,14.0,4.0,,7.0,2.0,1.0,1.0,,1.0,,,2.0,0.17647058823529413,0.17647058823529413,,0.6071428571428571,,0.8,,,,,0.05263157894736842,,0.02857142857142857,,0.058823529411764705,,0.08,0.07692307692307693,,,0.7222222222222222,0.8125,0.15384615384615385,,,,0.4,0.4,0.25,0.03225806451612903,,,,,,,0.625,0.8,0.3823,0.20588235294117646,0.22580645161290322,,,,1.0,,7.0,,,,,,,,,0.125,,,,3.0,,,,,,,,,,,,,,,True
1761,1610612742,Greg Buckner,Greg Buckner,1761,DAL,812.0,14,,25,29,19,13.0,5.0,54,,1.0,,,1.0,,,1.0,,1.0,,25,,,,,,1.0,,,,1.0,,,1.0,1.0,,,1.0,1.0,3.0,,,,19,1.0,,,,,,,,,0.5,,,9.375,,0.1111111111111111,,,,0.0625,,,,,0.5,,0.5,,,,,,0.5,,0.3859,0.2966,,4.0,25.5,0.76,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,,,3.0,,,,2.0,1.0,1.0,,1.0,,,1.0,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,0.25,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True
2205,1610612742,DeSagana Diop,DeSagana Diop,2205,DAL,7069.0,118,-15.0,222,223,73,40.0,33.0,445,7.0,2.0,2.0,,,,,11.0,,,17.0,255,5.0,,,7.0,,,,,4.0,7.0,11.0,23.0,11.0,34.0,3.0,2.0,4.0,12.0,17.0,5.0,,7.0,73,1.0,,,,,0.6363636363636364,0.6,0.6071428571428571,0.5833333333333334,,,,6.976744186046512,0.75,0.1111111111111111,0.275,0.10256410256410256,0.21212121212121213,0.10784313725490197,0.1875,0.07407407407407407,0.25,0.6363636363636364,0.18181818181818182,0.18181818181818182,,,,,,,0.6363636363636364,,0.49051818181818185,0.48132,0.4117647058823529,3.963636363636364,,0.32882882882882886,6.0,4.0,5.0,3.0,3.0,1.0,,,,,,7.0,3.0,4.0,,,1.0,9.0,3.0,5.0,1.0,2.0,12.0,6.0,,2.0,,2.0,,,,1.0,4.0,10.0,2.0,,2.0,,2.0,,1.0,1.0,1.0,1.0,1.0,7.0,1.0,,3.0,1.0,9.0,4.0,3.0,9.0,7.0,,1.0,0.14285714285714285,0.25,,0.6363636363636364,0.8,0.6,0.8,0.75,,0.25,0.1694915254237288,0.16666666666666666,0.05714285714285714,0.16666666666666666,0.15384615384615385,0.13333333333333333,0.2222222222222222,0.3333333333333333,,0.7777777777777778,0.8571428571428571,0.8571428571428571,0.16666666666666666,0.5,0.5,,,,,,1.0,0.8,,,,,0.6,1.0,0.563025,0.23076923076923078,0.23076923076923078,0.5294117647058824,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,True
