EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,NonShootingPenaltyNonTakeFouls,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3FGA,FG3A,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FG3APct,Arc3Frequency,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG3A,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Corner3Assists,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,LiveBallTurnoverPct,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PtsUnassisted3s,PenaltyFg2Pct,PenaltyEfgPct,DefCorner3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Arc3Assists,Blocked2s,BlockedAtRim,Blocks,Fg2aBlocked,LongMidRangeAssists,LostBallSteals,LostBallTurnovers,PenaltyTurnovers,RecoveredBlocks,FG2APctBlocked,ShortMidRangePctBlocked,BlocksRecoveredPct,Corner3FGM,Corner3FGA,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,SelfOReb,StepOutOfBoundsTurnovers,Travels,Defensive 3 Seconds Violations,PenaltyFg3Pct,OffAtRimReboundPct,SelfORebPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,HeaveAttempts,on,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,OffShortMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,PenaltyArc3FGM,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,PenaltyArc3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,ShortMidRangeAssists,AtRimPctBlocked,SecondChanceArc3Frequency,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimPctAssisted
101115,1610612747,Andrew Bynum,Andrew Bynum,101115,LAL,1024.0,17,2.0,34,34,6.0,9.0,3.0,68,3.0,3.0,1.0,2.0,4.0,5.0,1.0,9.0,32,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,5.0,1.0,7.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,0.75,0.75,0.8,0.8,0.75,0.5,0.5,18.42105263157895,0.5,0.4166666666666667,0.08333333333333333,0.14285714285714285,0.14285714285714285,0.3157894736842105,0.10526315789473684,0.16666666666666666,0.16666666666666666,0.5,0.5,0.375,0.25,0.6,1.0,1.0,1.0,0.4,0.5,0.5,0.6,0.50572,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.1111111111111111,3.3600000000000003,0.17647058823529413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101142,1610612747,Ronny Turiaf,Ronny Turiaf,101142,LAL,624.0,10,,20,21,2.0,14.0,,41,,,,,1.0,1.0,1.0,3.0,23,,,,,,2.0,,,,,1.0,1.0,,1.0,,,3.0,5.0,1.0,2.0,1.0,,,2.0,,,1.0,1.0,0.75,,,10.0,1.0,,,,,,,,,,,,,,,,,,,,,0.3716,0.5,0.5,,,17.6,0.1,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200770,1610612747,Jordan Farmar,Jordan Farmar,200770,LAL,501.0,8,3.0,14,15,,15.0,2.0,29,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,1.0,0.422325,,,,,,,,,,,,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,1610612747,Sasha Vujacic,Sasha Vujacic,2756,LAL,2574.0,43,-6.0,84,85,13.0,34.0,6.0,169,2.0,2.0,,,4.0,5.0,,11.0,94,,2.0,,,2.0,6.0,1.0,1.0,,2.0,,2.0,2.0,4.0,1.0,3.0,1.0,4.0,1.0,,,,,13.0,0.25,0.3333333333333333,0.8,0.6111111111111112,0.6111111111111112,1.0,,13.186813186813186,,0.07142857142857142,0.047619047619047616,,0.0625,0.047619047619047616,0.05405405405405406,0.08333333333333333,0.07142857142857142,,,0.14285714285714285,,0.2222222222222222,1.0,1.0,,,,,0.6666666666666666,0.5228222222222222,,,0.18181818181818182,,11.64,0.15476190476190477,2.0,3.0,,0.3333333333333333,0.6666666666666666,0.6666666666666666,4.0,4.0,4.0,1.0,3.0,1.0,8.0,0.4444444444444444,0.4444444444444444,25.575,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,0.6666666666666666,0.5,0.25,0.25,1.0,1.0,1.0,1.0,0.25,0.526,0.5546249999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,1356.0,23,-2.0,43,46,5.0,19.0,1.0,89,3.0,5.0,1.0,2.0,5.0,14.0,4.0,20.0,54,,2.0,,2.0,,10.0,,,1.0,1.0,,2.0,,2.0,,,1.0,1.0,3.0,4.0,2.0,,2.0,5.0,,,0.35714285714285715,0.42105263157894735,0.47619047619047616,1.0,0.3333333333333333,47.72727272727273,,0.07692307692307693,,0.2,,0.1111111111111111,,,,,0.14285714285714285,,,0.2631578947368421,0.6,0.6,,0.10526315789473684,0.5,0.5,0.5263157894736842,0.44950789473684205,0.09523809523809523,0.125,0.1,0.1,9.914285714285715,0.11627906976744186,1.0,7.0,,0.3684210526315789,0.14285714285714285,0.14285714285714285,5.0,5.0,5.0,4.0,4.0,4.0,8.0,0.2631578947368421,0.2631578947368421,26.440000000000005,,,2.0,,2.0,1.0,1.0,,,,2.0,,,,,,,,,,,,0.4,0.4,1.0,1.0,,,0.4,0.4,,,,,0.4,0.3875,0.4828666666666667,1.0,2.0,1.0,3.0,6.0,0.3333333333333333,0.3333333333333333,0.25,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,1610612747,Shammond Williams,Shammond Williams,1742,LAL,1011.0,17,-6.0,35,35,9.0,12.0,3.0,70,1.0,1.0,,1.0,3.0,4.0,,9.0,44,,,,,,6.0,,,,,,,,,,,1.0,2.0,,,,,,9.0,,,0.75,0.75,0.75,,,15.384615384615383,,,,,,,,,,,,,,0.16666666666666666,1.0,1.0,,0.16666666666666666,,,0.5,0.4642916666666667,,,,,12.475000000000001,0.2571428571428571,2.0,2.0,1.0,0.3333333333333333,1.0,1.0,2.0,2.0,2.0,,2.0,,6.0,0.3333333333333333,0.3333333333333333,25.3,,,1.0,,1.0,,,,,,1.0,2.0,1.0,,,,,,,,,,0.5,0.5,,,,,0.5,0.5,,,,,0.5,,0.3923,,,,1.0,3.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,1610612747,Lamar Odom,Lamar Odom,1885,LAL,1659.0,28,-4.0,55,56,10.0,19.0,4.0,111,4.0,4.0,1.0,2.0,6.0,8.0,2.0,14.0,57,,,,,4.0,8.0,,,2.0,6.0,1.0,9.0,,9.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,,,10.0,0.3333333333333333,0.3333333333333333,0.75,0.6666666666666666,0.7,,,20.33898305084746,0.3333333333333333,0.2857142857142857,,0.2,,0.25806451612903225,,,,0.2,,0.5555555555555556,0.3333333333333333,0.4444444444444444,1.0,1.0,0.5,0.2222222222222222,0.5,1.0,0.5555555555555556,0.4798333333333333,0.1,0.1111111111111111,,,6.475,0.18181818181818182,1.0,2.0,1.0,0.2222222222222222,0.5,0.5,1.0,1.0,1.0,1.0,1.0,,2.0,0.1111111111111111,0.1111111111111111,25.7,,,,1.0,,,,1.0,,,,,,2.0,,1.0,,,,1.0,,,,,,,0.5,,,,,,,1.0,,,0.5517,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.125,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230,1610612747,Maurice Evans,Maurice Evans,2230,LAL,1693.0,28,-2.0,55,56,9.0,19.0,4.0,111,,,,,2.0,3.0,,10.0,58,,,,2.0,,4.0,,,2.0,,,2.0,,2.0,,,,1.0,1.0,,,,2.0,9.0,,,0.6666666666666666,0.5555555555555556,0.5555555555555556,,0.5,15.0,,,,0.2,,0.06666666666666667,,,,,,,0.2857142857142857,,,,,,,,0.6666666666666666,0.49916666666666665,,,,0.2,15.933333333333332,0.16363636363636364,2.0,3.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,6.0,2.0,,,,,0.6666666666666666,0.2222222222222222,23.933333333333334,,,,1.0,2.0,,,1.0,6.0,,,,,1.0,1.0,,,,,,,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,0.5,,,0.48895,,,1.0,1.0,,1.0,0.5,,,,,,,,,,,,,,,,,2.0,4.0,0.4444444444444444,0.5,0.5,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,1610612747,Brian Cook,Brian Cook,2567,LAL,1037.0,17,-6.0,33,33,3.0,14.0,2.0,66,1.0,3.0,,,1.0,5.0,2.0,7.0,45,,,,3.0,2.0,,,1.0,,1.0,,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,,3.0,3.0,1.0,1.0,0.2,0.35714285714285715,0.4375,,1.5,27.77777777777778,,0.1,0.1,,,0.06666666666666667,0.07142857142857142,,,,,0.2,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,,,,0.7142857142857143,0.5110357142857141,0.125,0.16666666666666666,,0.42857142857142855,6.16,0.09090909090909091,,2.0,,0.2857142857142857,,,1.0,2.0,1.0,,,,,0.2857142857142857,0.14285714285714285,24.9,,1.0,,,1.0,,2.0,1.0,3.0,,,,,,,,,,,,,1.0,0.5,0.5,,,,,,,,0.5,,,,0.468,0.4677,,,,,,,1.5,,,,,,,,,,,,1.0,,,,,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470,1610612747,Smush Parker,Smush Parker,2470,LAL,263.0,4,,9,7,,,1.0,16,,,,,,1.0,,,8,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,30.0,,0.3333333333333333,,,,0.2,,,,,,0.5,,,,,,,,,0.5,0.39575,,,,,18.4,,,1.0,,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,26.4,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
