EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LongMidRangeAssists,LostBallTurnovers,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceCorner3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,BlockedLongMidRange,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BadPassOutOfBoundsTurnovers,Clear Path Fouls,SecondChanceArc3FGM,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on
101177,1610612759,Fabricio Oberto,Fabricio Oberto,101177,SAS,17735.0,296,59.0,533,538,130.0,136.0,53.0,1071,29.0,43.0,3.0,10.0,9.0,12.0,4.0,8.0,1.0,4.0,34.0,55.0,10.0,78.0,534.0,4.0,11.0,2.0,10.0,11.0,14.0,4.0,26.0,58.0,10.0,2.0,6.0,6.0,2.0,8.0,1.0,1.0,5.0,1.0,18.0,11.0,18.0,1.0,2.0,34.0,7.0,43.0,30.0,73.0,1.0,4.0,3.0,1.0,3.0,3.0,7.0,1.0,10.0,1.0,1.0,22.0,40.0,6.0,3.0,21.0,3.0,9.0,14.0,2.0,6.0,2.0,3.0,2.0,1.0,3.0,2.0,26.0,130.0,3.0,2.0,0.8529411764705882,0.8787878787878788,0.6181818181818182,0.36363636363636365,0.7857142857142857,0.6181818181818182,0.36363636363636365,0.7857142857142857,0.639344262295082,0.4166666666666667,0.7647058823529411,0.10909090909090909,0.11627906976744186,0.125,11.912751677852349,0.3,0.3333333333333333,0.04,0.15246636771300448,0.10465116279069768,0.037037037037037035,0.1896551724137931,0.1299638989169675,0.12608695652173912,0.1111111111111111,0.1,0.10294117647058823,0.1891891891891892,0.19047619047619047,0.11842105263157894,0.19696969696969696,0.14814814814814814,0.05128205128205128,0.06666666666666667,0.7818181818181819,0.6744186046511628,0.7631578947368421,0.896551724137931,0.14545454545454545,0.5,0.5714285714285714,0.5,0.07272727272727272,0.25,0.25,1.0,0.9090909090909091,0.3,0.6666666666666666,0.8571428571428571,0.75,0.7818181818181819,0.5948054545454544,0.6207499999999999,0.5956642857142859,0.1016949152542373,0.1016949152542373,0.1282051282051282,0.3333333333333333,3.234545454545454,0.24390243902439024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
109,1610612759,Robert Horry,Robert Horry,109,SAS,13783.0,230,6.0,424,420,159.0,143.0,47.0,844,4.0,6.0,2.0,2.0,2.0,3.0,,2.0,2.0,7.0,6.0,15.0,8.0,35.0,432.0,2.0,2.0,2.0,6.0,3.0,7.0,5.0,23.0,6.0,6.0,4.0,1.0,11.0,7.0,18.0,3.0,4.0,6.0,1.0,43.0,,7.0,2.0,7.0,25.0,4.0,36.0,9.0,45.0,,7.0,3.0,4.0,8.0,5.0,1.0,,9.0,3.0,2.0,10.0,16.0,1.0,,13.0,2.0,2.0,11.0,1.0,3.0,3.0,12.0,9.0,3.0,13.0,,23.0,159.0,1.0,3.0,0.5,0.75,0.4,1.0,0.42857142857142855,0.35526315789473684,0.2857142857142857,0.5,0.4069767441860465,0.375,0.5476190476190477,0.06666666666666667,0.16666666666666666,,10.833333333333334,0.8888888888888888,0.23529411764705882,0.125,0.1592356687898089,0.05263157894736842,0.18421052631578946,,0.1641025641025641,0.03664921465968586,0.04878048780487805,0.08695652173913043,0.021739130434782608,,,0.1746031746031746,0.08888888888888889,0.20408163265306123,0.2608695652173913,,0.15789473684210525,0.6666666666666666,0.8,0.5,0.05263157894736842,,,,0.18421052631578946,0.2857142857142857,0.2857142857142857,0.5,0.2857142857142857,1.0,,0.16666666666666666,0.6666666666666666,0.7631578947368421,0.520946052631579,0.5288583333333333,0.5194194444444443,0.075,0.17647058823529413,0.17142857142857143,0.6571428571428571,9.466666666666667,0.375,2.0,6.0,2.0,2.0,3.0,3.0,17.0,3.0,2.0,8.0,5.0,23.0,5.0,4.0,11.0,15.0,17.0,3.0,4.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,0.21739130434782608,0.36363636363636365,0.21739130434782608,0.6052631578947368,0.06666666666666667,0.46153846153846156,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.4473684210526316,0.17647058823529413,0.17647058823529413,1.0,0.2857142857142857,0.42857142857142855,0.16666666666666666,0.6666666666666666,0.4444444444444444,0.25,0.17647058823529413,24.447826086956525,,,,,,,,,,,,,,,,,,,,,,,True
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,41316.0,689,38.0,1262,1271,303.0,323.0,140.0,2533,5.0,9.0,,1.0,1.0,1.0,3.0,13.0,6.0,23.0,14.0,45.0,3.0,130.0,1298.0,1.0,4.0,,14.0,3.0,7.0,3.0,36.0,16.0,12.0,,3.0,19.0,7.0,26.0,4.0,3.0,6.0,5.0,59.0,3.0,7.0,2.0,12.0,42.0,15.0,69.0,12.0,81.0,3.0,28.0,17.0,11.0,5.0,3.0,9.0,3.0,14.0,2.0,2.0,15.0,54.0,2.0,1.0,19.0,5.0,10.0,6.0,,2.0,1.0,4.0,1.0,2.0,4.0,,36.0,303.0,8.0,1.0,0.5714285714285714,0.5714285714285714,0.3111111111111111,0.25,0.42857142857142855,0.5336134453781513,0.5384615384615384,0.5892857142857143,0.5327868852459017,0.5384615384615384,0.6,0.06666666666666667,0.2222222222222222,0.07692307692307693,9.517144856543037,0.35714285714285715,0.3409090909090909,0.03636363636363636,0.08519269776876268,0.016867469879518072,0.0916030534351145,0.01910828025477707,0.08653846153846154,0.017482517482517484,0.03305785123966942,0.0070921985815602835,0.013071895424836602,0.020618556701030927,0.016666666666666666,0.03783783783783784,0.11510791366906475,0.11242603550295859,0.08695652173913043,0.04411764705882353,0.07563025210084033,0.5555555555555556,0.7142857142857143,0.6,0.1092436974789916,0.23076923076923078,0.25,0.3333333333333333,0.19327731092436976,0.2608695652173913,0.2608695652173913,0.6666666666666666,0.07692307692307693,,,0.03571428571428571,1.0,0.6974789915966386,0.5142423728813559,0.5317833333333333,0.5076481481481482,0.01652892561983471,0.0425531914893617,0.1076923076923077,0.27692307692307694,11.733333333333333,0.24009508716323297,33.0,69.0,8.0,9.0,19.0,,5.0,1.0,,2.0,33.0,74.0,9.0,9.0,21.0,93.0,4.0,,8.0,2.0,4.0,,,2.0,,,0.9393939393939394,0.44594594594594594,0.42857142857142855,0.4520547945205479,0.6218487394957983,0.10256410256410256,0.5,0.5798319327731093,0.4782608695652174,0.4782608695652174,0.9393939393939394,0.04201680672268908,,,,0.6153846153846154,0.07692307692307693,0.6785714285714286,0.47368421052631576,0.07142857142857142,,,23.770270270270263,4.0,4.0,6.0,1.0,1.0,0.4444444444444444,0.5,1.0,,,,,,,,,,,,,,,True
1521,1610612759,Jacque Vaughn,Jacque Vaughn,1521,SAS,6241.0,104,1.0,189,200,51.0,78.0,20.0,389,,4.0,,,,1.0,,2.0,10.0,17.0,10.0,23.0,2.0,22.0,192.0,,1.0,,,2.0,4.0,,4.0,12.0,8.0,,1.0,9.0,5.0,14.0,1.0,4.0,4.0,3.0,33.0,,1.0,,2.0,4.0,1.0,7.0,1.0,8.0,,2.0,,2.0,2.0,2.0,2.0,,4.0,,1.0,5.0,12.0,2.0,,2.0,,1.0,2.0,,1.0,,,,,,,4.0,51.0,,,0.6,0.6,0.43478260869565216,,0.5,0.43478260869565216,,0.5,0.4583333333333333,,0.5,0.043478260869565216,0.25,,12.962962962962962,0.5,0.1111111111111111,,0.05714285714285714,0.01694915254237288,0.08695652173913043,,0.06451612903225806,0.010752688172043012,,,0.043478260869565216,,,,,0.16666666666666666,0.0625,,0.17391304347826086,,,,0.08695652173913043,,,,0.7391304347826086,0.5882352941176471,0.5882352941176471,0.6,,,,0.25,,0.17391304347826086,0.4129478260869565,0.3549,0.4375,0.041666666666666664,0.041666666666666664,,0.18181818181818182,14.299999999999999,0.2698412698412698,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,True
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,22546.0,376,38.0,718,715,242.0,273.0,72.0,1433,21.0,33.0,3.0,4.0,7.0,12.0,10.0,33.0,8.0,25.0,39.0,91.0,65.0,206.0,734.0,6.0,10.0,5.0,26.0,12.0,30.0,37.0,73.0,32.0,46.0,2.0,12.0,32.0,9.0,41.0,3.0,6.0,19.0,5.0,91.0,4.0,6.0,,15.0,37.0,4.0,56.0,10.0,66.0,2.0,26.0,17.0,9.0,18.0,12.0,9.0,1.0,27.0,1.0,10.0,17.0,37.0,,3.0,53.0,,5.0,77.0,1.0,15.0,17.0,2.0,,1.0,2.0,,73.0,242.0,2.0,16.0,0.41025641025641024,0.42105263157894735,0.42857142857142855,0.6,0.4,0.47,0.7,0.391304347826087,0.5489130434782609,0.7222222222222222,0.5220588235294118,0.13186813186813187,0.15151515151515152,0.18181818181818182,26.276463262764636,0.6666666666666666,0.16666666666666666,,0.15352697095435686,0.02912621359223301,0.1875,0.042105263157894736,0.16199376947040497,0.03322259136212625,0.029411764705882353,0.015384615384615385,0.0410958904109589,0.016666666666666666,0.08571428571428572,0.14432989690721648,0.125,0.1875,0.2033898305084746,0.025974025974025976,0.22,0.6363636363636364,0.75,0.38095238095238093,0.22,0.30303030303030304,0.37037037037037035,0.5,0.16666666666666666,0.32,0.3333333333333333,0.375,0.26666666666666666,0.75,0.3333333333333333,0.2608695652173913,0.5833333333333334,0.6133333333333333,0.5007483333333334,0.501325,0.48032173913043485,0.11377245508982035,0.14285714285714285,0.1262135922330097,0.35436893203883496,7.771428571428572,0.3370473537604457,4.0,12.0,2.0,1.0,3.0,17.0,47.0,3.0,3.0,13.0,21.0,59.0,5.0,4.0,16.0,48.0,47.0,17.0,8.0,6.0,,,,2.0,,,0.7619047619047619,0.3559322033898305,0.25,0.3559322033898305,0.3933333333333333,0.14285714285714285,1.0,0.08,0.3333333333333333,0.3333333333333333,1.0,0.31333333333333335,0.3617021276595745,0.3617021276595745,0.7058823529411765,0.13333333333333333,0.2,0.06521739130434782,0.3333333333333333,0.2826086956521739,0.23076923076923078,0.3617021276595745,24.43050847457627,1.0,3.0,15.0,,1.0,0.6,0.5,1.0,3.0,,2.0,2.0,1.0,4.0,4.0,0.04,0.6666666666666666,1.0,0.06451612903225806,,,,True
699,1610612759,Brent Barry,Brent Barry,699,SAS,5941.0,99,-19.0,175,180,35.0,53.0,22.0,355,2.0,3.0,,1.0,,,,,,2.0,2.0,5.0,,25.0,195.0,,1.0,,,,,,3.0,4.0,,,,8.0,3.0,11.0,,3.0,4.0,1.0,25.0,,1.0,,5.0,3.0,,8.0,1.0,9.0,,1.0,1.0,,1.0,1.0,1.0,,2.0,,,5.0,8.0,,1.0,2.0,1.0,,,,,,1.0,,,1.0,,3.0,35.0,1.0,,1.0,1.0,0.4,,,0.4166666666666667,,1.5,0.4166666666666667,,1.5,,,,15.841584158415841,0.5,,,0.04411764705882353,0.015873015873015872,0.2777777777777778,,0.09302325581395349,0.009900990099009901,,0.058823529411764705,,,,0.06896551724137931,0.05555555555555555,,0.23076923076923078,,0.1,0.6666666666666666,0.6666666666666666,1.0,,,,,0.06666666666666667,,,,0.3333333333333333,,,,,0.9333333333333333,0.539915,0.5117499999999999,0.5859,,,,0.12,7.539999999999999,0.2,1.0,3.0,,,,6.0,22.0,2.0,1.0,1.0,7.0,25.0,2.0,1.0,1.0,21.0,22.0,6.0,3.0,,,,,1.0,,,1.0,0.28,1.0,0.28,0.8333333333333334,0.4,1.0,0.1,0.3333333333333333,0.3333333333333333,1.0,0.7333333333333333,0.2727272727272727,0.2727272727272727,1.0,,0.6666666666666666,,,1.0,1.0,0.2727272727272727,24.875999999999998,,,,,1.0,,,,,,,,,,,,,,,,,,True
714,1610612759,Michael Finley,Michael Finley,714,SAS,20327.0,339,21.0,615,622,105.0,101.0,70.0,1237,5.0,5.0,2.0,2.0,1.0,1.0,6.0,15.0,12.0,29.0,23.0,49.0,13.0,134.0,637.0,3.0,5.0,,12.0,2.0,8.0,6.0,31.0,26.0,20.0,2.0,1.0,15.0,2.0,17.0,,2.0,4.0,6.0,36.0,2.0,1.0,,7.0,24.0,1.0,32.0,3.0,35.0,2.0,7.0,5.0,2.0,3.0,1.0,9.0,1.0,12.0,,1.0,16.0,22.0,2.0,2.0,8.0,1.0,,15.0,,1.0,4.0,2.0,2.0,,2.0,1.0,31.0,105.0,,4.0,0.5652173913043478,0.5909090909090909,0.46938775510204084,0.6,0.25,0.5401785714285714,0.5454545454545454,0.7352941176470589,0.5512820512820513,0.5454545454545454,0.7380952380952381,0.02040816326530612,,0.06666666666666667,18.507890961262554,0.25,0.045454545454545456,,0.09266409266409266,0.0045662100456621,0.10606060606060606,0.03076923076923077,0.09538461538461539,0.01056338028169014,,0.012195121951219513,,0.025,0.04,0.09278350515463918,0.05333333333333334,0.12643678160919541,0.0851063829787234,0.03225806451612903,0.044642857142857144,1.0,1.0,0.6,0.13392857142857142,0.4,0.42857142857142855,0.3333333333333333,0.25892857142857145,0.41379310344827586,0.41379310344827586,0.6666666666666666,0.18181818181818182,1.0,,0.058823529411764705,1.0,0.6071428571428571,0.49920133928571425,0.540775,0.46295000000000003,0.008849557522123894,0.02,0.08955223880597014,0.23134328358208955,13.720408163265304,0.17073170731707318,10.0,18.0,,5.0,5.0,15.0,45.0,6.0,2.0,4.0,25.0,63.0,6.0,7.0,9.0,72.0,45.0,15.0,5.0,2.0,1.0,,,,,,0.96,0.3968253968253968,0.7777777777777778,0.3968253968253968,0.5625,0.15789473684210525,,0.16071428571428573,0.5555555555555556,0.5555555555555556,1.0,0.4017857142857143,0.3333333333333333,0.3333333333333333,0.9333333333333333,,0.5454545454545454,0.29411764705882354,1.0,0.23529411764705882,0.5,0.3333333333333333,24.46666666666667,,2.0,3.0,,,0.3333333333333333,,,1.0,,2.0,3.0,,5.0,,,0.3333333333333333,1.0,,,,,True
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,34812.0,580,38.0,1063,1065,250.0,245.0,117.0,2128,65.0,112.0,7.0,10.0,18.0,32.0,19.0,39.0,44.0,106.0,128.0,257.0,50.0,321.0,1098.0,11.0,17.0,3.0,25.0,32.0,62.0,15.0,88.0,64.0,192.0,6.0,23.0,49.0,39.0,88.0,18.0,21.0,32.0,6.0,215.0,5.0,3.0,1.0,8.0,32.0,,40.0,9.0,49.0,,11.0,10.0,1.0,20.0,9.0,29.0,5.0,49.0,5.0,10.0,8.0,23.0,2.0,9.0,59.0,,,77.0,13.0,40.0,5.0,,,,,,88.0,250.0,1.0,4.0,0.25,0.256,0.4980544747081712,0.6470588235294118,0.5161290322580645,0.49452554744525545,0.5789473684210527,0.5289855072463768,0.5245098039215687,0.625,0.5714285714285714,0.08949416342412451,0.16071428571428573,0.10256410256410256,29.583333333333332,0.40816326530612246,,0.02127659574468085,0.0761904761904762,0.008522727272727272,0.07407407407407407,0.0423728813559322,0.07575757575757576,0.01702127659574468,0.019801980198019802,0.00819672131147541,,0.043478260869565216,0.04081632653061224,0.04878048780487805,0.06306306306306306,0.11724137931034483,0.039473684210526314,,0.40875912408759124,0.5803571428571429,0.6914893617021277,0.2,0.14233576642335766,0.48717948717948717,0.5428571428571428,0.10526315789473684,0.38686131386861317,0.41509433962264153,0.41904761904761906,0.38636363636363635,0.5263157894736842,0.7,0.14285714285714285,0.463768115942029,0.5625,0.4708029197080292,0.48999780219780226,0.5339333333333334,0.4801338235294118,0.132890365448505,0.14084507042253522,0.0778816199376947,0.27414330218068533,9.456420233463033,0.23518344308560676,2.0,4.0,1.0,1.0,1.0,3.0,13.0,1.0,2.0,6.0,5.0,17.0,2.0,3.0,7.0,15.0,12.0,3.0,11.0,11.0,2.0,,,,,,1.0,0.29411764705882354,0.42857142857142855,0.3125,0.06204379562043796,0.15625,,0.014598540145985401,0.5,0.5,1.0,0.04744525547445255,0.23076923076923078,0.2727272727272727,1.0,0.05263157894736842,0.05263157894736842,0.014492753623188406,1.0,0.08695652173913043,0.3333333333333333,0.25,26.500000000000004,,,,1.0,,,,,13.0,,,,,,,0.009433962264150943,,,,2.0,0.11764705882352941,0.15384615384615385,True
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,33991.0,567,40.0,1038,1038,198.0,221.0,121.0,2076,70.0,102.0,21.0,32.0,13.0,21.0,55.0,126.0,12.0,28.0,137.0,256.0,71.0,345.0,1065.0,24.0,44.0,12.0,60.0,23.0,47.0,12.0,58.0,126.0,148.0,26.0,29.0,29.0,14.0,43.0,8.0,6.0,21.0,3.0,100.0,11.0,31.0,10.0,25.0,91.0,5.0,121.0,52.0,173.0,4.0,11.0,7.0,4.0,20.0,6.0,20.0,3.0,40.0,1.0,3.0,32.0,46.0,4.0,8.0,93.0,2.0,2.0,115.0,7.0,56.0,5.0,53.0,44.0,9.0,53.0,4.0,58.0,198.0,2.0,5.0,0.45985401459854014,0.5080645161290323,0.53515625,0.5454545454545454,0.48936170212765956,0.53515625,0.5454545454545454,0.48936170212765956,0.5564516129032258,0.5660377358490566,0.5178571428571429,0.11328125,0.11764705882352941,0.1349206349206349,29.61082910321489,0.5,0.14705882352941177,0.18867924528301888,0.22249388753056235,0.08908045977011494,0.2336448598130841,0.08943089430894309,0.2248062015503876,0.08917197452229299,0.16161616161616163,0.09230769230769231,0.025210084033613446,0.05555555555555555,0.13725490196078433,0.24836601307189543,0.25,0.17142857142857143,0.25675675675675674,0.044444444444444446,0.3984375,0.6862745098039216,0.7777777777777778,0.5857142857142857,0.4921875,0.4365079365079365,0.5045871559633027,0.34545454545454546,0.109375,0.42857142857142855,0.42857142857142855,0.25,0.7272727272727273,0.65625,0.19047619047619047,0.44680851063829785,0.6190476190476191,0.3984375,0.4699707031250001,0.5160685714285714,0.47531063829787246,0.18360655737704917,0.18360655737704917,0.17391304347826086,0.1681159420289855,6.340625,0.1907514450867052,,,,,,,,,,,,,,,,,,,5.0,14.0,,,,30.0,,5.0,,,,,,0.18181818181818182,0.5660377358490566,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,True
1922,1610612759,Francisco Elson,Francisco Elson,1922,SAS,9697.0,162,-33.0,286,301,38.0,40.0,38.0,587,10.0,15.0,6.0,10.0,3.0,3.0,,1.0,4.0,11.0,14.0,27.0,12.0,40.0,303.0,6.0,11.0,,12.0,3.0,3.0,3.0,9.0,16.0,12.0,10.0,,2.0,,2.0,,,1.0,,4.0,5.0,11.0,,3.0,25.0,4.0,32.0,16.0,48.0,2.0,5.0,3.0,2.0,6.0,4.0,9.0,2.0,15.0,2.0,2.0,17.0,27.0,1.0,5.0,12.0,,2.0,18.0,,8.0,1.0,4.0,4.0,,5.0,,9.0,38.0,1.0,1.0,0.5714285714285714,0.8888888888888888,0.5185185185185185,0.5454545454545454,1.0,0.5,0.5454545454545454,0.75,0.5405405405405406,0.5454545454545454,0.75,,,,15.615615615615615,0.4,0.4,,0.20491803278688525,0.10576923076923077,0.10344827586206896,0.1282051282051282,0.18543046357615894,0.11188811188811189,0.11538461538461539,0.12121212121212122,0.08888888888888889,0.12,0.14285714285714285,0.1,0.2727272727272727,0.24489795918367346,0.1,0.15384615384615385,0.5357142857142857,0.6666666666666666,0.6666666666666666,0.4,0.03571428571428571,,,,0.39285714285714285,0.36363636363636365,0.36363636363636365,1.0,0.9090909090909091,0.6,0.16666666666666666,0.75,1.0,0.5714285714285714,0.5384142857142857,0.6104624999999999,0.521225,0.2222222222222222,0.22857142857142856,0.3,0.225,7.888888888888889,0.13286713286713286,,,,,,,1.0,,,1.0,,1.0,,,1.0,,1.0,,1.0,2.0,,1.0,1.0,3.0,3.0,1.0,,,,,0.03571428571428571,0.1111111111111111,0.6,,,,,0.03571428571428571,,,,,,,,0.25,,,24.0,,,,,,,,,2.0,,,,,,,,,,,,,,True
