EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,DefCorner3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,3SecondViolations,LongMidRangePctBlocked,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3FGA,FTOffRebounds,StepOutOfBoundsTurnovers,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,BlockedCorner3,OffensiveGoaltends,on
101131,1610612765,Jason Maxiell,Jason Maxiell,101131,DET,6370.0,106,5.0,184,195,75.0,91,22,379,10.0,11.0,2.0,2.0,2.0,3.0,2.0,5.0,2.0,4.0,1.0,1.0,14.0,20,1.0,8.0,36.0,204,2.0,3.0,5.0,9.0,2.0,5.0,1.0,7.0,11.0,24.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,11,2.0,16,7.0,23,3.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,8.0,16.0,2.0,1.0,12.0,3.0,17.0,1.0,6.0,3.0,7.0,5.0,2.0,7.0,4.0,2.0,11.0,75.0,2.0,3.0,0.8571428571428571,0.9230769230769231,0.7,0.6666666666666666,0.4,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6206896551724138,0.5625,0.5,0.047619047619047616,0.05,0.2,15.238095238095237,0.6666666666666666,0.15384615384615385,0.16176470588235295,0.07017543859649122,0.1875,0.13636363636363635,0.16666666666666666,0.08860759493670886,0.11764705882352941,0.07692307692307693,0.037037037037037035,0.125,0.16666666666666666,0.09523809523809523,0.21052631578947367,0.17857142857142858,0.5,0.5714285714285714,0.5238095238095238,0.9090909090909091,0.9090909090909091,0.9,0.23809523809523808,0.4,0.5,0.5,0.19047619047619047,0.5,0.5,1.0,0.047619047619047616,0.6666666666666666,1.0,0.5,0.5,0.6666666666666666,0.16666666666666666,0.5714285714285714,0.5305500000000001,0.5719,0.59344,0.23076923076923078,0.24,0.25,0.3055555555555556,5.984999999999999,42.5,0.4076086956521739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1497,1610612765,Chauncey Billups,Chauncey Billups,1497,DET,38930.0,649,111.0,1163,1151,411.0,401,150,2314,11.0,27.0,1.0,4.0,5.0,10.0,8.0,12.0,30.0,64.0,76.0,36.0,49.0,103,90.0,94.0,297.0,1156,3.0,9.0,9.0,30.0,19.0,34.0,41.0,63.0,143.0,22.0,76.0,,,8.0,19.0,91.0,13.0,201.0,2.0,5.0,10.0,35,1.0,46,7.0,53,19.0,11.0,8.0,24.0,12.0,22.0,46.0,13.0,16.0,39.0,1.0,9.0,100.0,,113.0,2.0,27.0,24.0,2.0,1.0,,2.0,,,143.0,411.0,5.0,24.0,0.22448979591836735,0.22448979591836735,0.47572815533980584,0.3333333333333333,0.5588235294117647,0.5259067357512953,0.5526315789473685,0.5333333333333333,0.5946502057613169,0.6521739130434783,0.6376146788990825,0.46632124352331605,0.07766990291262135,0.08333333333333333,21.64794007490637,0.5217391304347826,0.015625,0.08027522935779817,0.01201923076923077,0.09523809523809523,0.015151515151515152,0.08317929759704251,0.012773722627737226,0.008849557522123894,0.01,0.014778325123152709,0.010416666666666666,0.027777777777777776,0.041379310344827586,0.09174311926605505,0.1043956043956044,0.08571428571428572,,0.13989637305699482,0.4074074074074074,0.55,0.2727272727272727,0.06217616580310881,0.6666666666666666,0.7272727272727273,0.125,0.3316062176165803,0.46875,0.46875,0.23333333333333334,0.39378238341968913,0.21052631578947367,0.25,,0.13333333333333333,0.5,0.48,0.6062176165803109,0.4814193717277487,0.48470312499999996,0.47677635135135144,0.1278538812785388,0.2109375,0.10101010101010101,0.48148148148148145,12.31359223300971,25.54555555555556,0.35339638865004297,5.0,14.0,2.0,5.0,30.0,5.0,10.0,12.0,35.0,5.0,10.0,14.0,63.0,42.0,76.0,30.0,2.0,72.0,6.0,26.0,9.0,37.0,1.0,5.0,2.0,12.0,6.0,3.0,6.0,10.0,1.0,1.0,1.0,0.6,0.3888888888888889,0.5,0.34146341463414637,0.3888888888888889,0.022222222222222223,0.25925925925925924,0.02631578947368421,0.11428571428571428,0.010526315789473684,0.07253886010362694,0.35714285714285715,0.35714285714285715,0.4,0.39473684210526316,0.40540540540540543,0.6333333333333333,0.5263157894736842,0.5,0.8,0.06666666666666667,0.4,0.3333333333333333,0.39473684210526316,0.01098901098901099,,,,,,,,,,,,,,,,True
185,1610612765,Chris Webber,Chris Webber,185,DET,21939.0,366,57.0,648,631,170.0,145,84,1279,39.0,56.0,11.0,18.0,10.0,14.0,15.0,27.0,8.0,31.0,,,62.0,114,,25.0,149.0,663,17.0,26.0,2.0,36.0,15.0,29.0,,11.0,41.0,78.0,46.0,22.0,,4.0,4.0,23.0,2.0,50.0,3.0,29.0,7.0,41,11.0,59,32.0,91,13.0,8.0,5.0,8.0,5.0,12.0,20.0,9.0,30.0,47.0,2.0,3.0,46.0,4.0,47.0,9.0,24.0,4.0,9.0,7.0,1.0,9.0,4.0,,41.0,170.0,4.0,4.0,0.6290322580645161,0.7647058823529411,0.543859649122807,0.6538461538461539,0.5172413793103449,0.543859649122807,0.6538461538461539,0.5172413793103449,0.5601503759398496,0.6428571428571429,0.5540540540540541,,0.03508771929824561,,20.592193808882907,0.4,0.3333333333333333,0.1659919028340081,0.11740890688259109,0.16279069767441862,0.05660377358490566,0.16551724137931034,0.10666666666666667,0.15254237288135594,0.12307692307692308,0.0975609756097561,0.05555555555555555,0.058823529411764705,0.14457831325301204,0.22033898305084745,0.1523809523809524,0.16129032258064516,0.4444444444444444,0.49122807017543857,0.6964285714285714,0.7358490566037735,0.6666666666666666,0.23684210526315788,0.5555555555555556,0.5555555555555556,0.4666666666666667,0.2719298245614035,0.25806451612903225,0.26666666666666666,0.75,,0.6923076923076923,0.6111111111111112,0.09090909090909091,0.4827586206896552,0.7142857142857143,,0.49122807017543857,0.47747982456140353,0.5319458333333333,0.4732551724137931,0.18604651162790697,0.18604651162790697,0.24161073825503357,0.2751677852348993,6.786842105263158,,0.2623456790123457,,,,,,,,,,,,,,,,,,19.0,2.0,10.0,4.0,5.0,2.0,3.0,1.0,3.0,4.0,3.0,3.0,,,1.0,,,,,,,,0.05357142857142857,,0.16666666666666666,0.041666666666666664,,,,,,,,,,,,,,,,1.0,0.03225806451612903,,,,,,,,,,,,,,True
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,32210.0,537,92.0,973,961,355.0,342,132,1934,25.0,47.0,4.0,7.0,8.0,16.0,25.0,47.0,35.0,102.0,6.0,,85.0,196,14.0,71.0,259.0,969,12.0,26.0,7.0,31.0,22.0,57.0,3.0,46.0,90.0,80.0,90.0,10.0,,12.0,13.0,51.0,9.0,115.0,7.0,19.0,5.0,26,3.0,34,26.0,60,14.0,10.0,4.0,17.0,9.0,9.0,26.0,8.0,18.0,50.0,2.0,1.0,48.0,,81.0,,17.0,21.0,,,,1.0,,,90.0,355.0,9.0,20.0,0.47058823529411764,0.5,0.4336734693877551,0.46153846153846156,0.38596491228070173,0.44761904761904764,0.46153846153846156,0.36666666666666664,0.5141129032258065,0.5166666666666667,0.5178571428571429,0.06666666666666667,0.061224489795918366,0.0425531914893617,24.355555555555554,0.6538461538461539,0.05263157894736842,0.07008086253369272,0.05352112676056338,0.0625,0.06481481481481481,0.06873614190687362,0.056155507559395246,0.07216494845360824,0.05,0.0449438202247191,0.08860759493670886,,0.07377049180327869,0.07446808510638298,0.06451612903225806,0.03773584905660377,,0.22380952380952382,0.5319148936170213,0.6410256410256411,0.44,0.22380952380952382,0.5319148936170213,0.5555555555555556,0.28,0.4857142857142857,0.3431372549019608,0.35,0.6285714285714286,0.02857142857142857,0.2692307692307692,0.5714285714285714,0.25,0.26666666666666666,0.5,,0.2904761904761905,0.44883214285714285,0.42919999999999997,0.4434158333333332,0.07488986784140969,0.07981220657276995,0.11969111969111969,0.3474903474903475,11.410714285714286,24.15714285714285,0.3648509763617677,4.0,8.0,,3.0,2.0,,,,6.0,,,,18.0,,6.0,2.0,,38.0,4.0,19.0,4.0,15.0,5.0,3.0,1.0,8.0,4.0,4.0,2.0,5.0,,,1.0,1.0,0.42857142857142855,,,0.42857142857142855,,0.1702127659574468,,0.1111111111111111,0.04672897196261682,0.0380952380952381,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,0.05,,,0.3333333333333333,,,0.0196078431372549,1.0,1.0,,,,,,,,,,,,True
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,34061.0,568,159.0,1022,1004,355.0,342,131,2026,29.0,54.0,7.0,12.0,10.0,18.0,9.0,39.0,15.0,36.0,17.0,6.0,53.0,129,37.0,38.0,189.0,992,7.0,15.0,3.0,26.0,15.0,36.0,11.0,20.0,59.0,60.0,46.0,12.0,,4.0,17.0,48.0,10.0,113.0,3.0,15.0,14.0,37,11.0,62,19.0,81,15.0,11.0,4.0,15.0,8.0,11.0,26.0,11.0,17.0,26.0,1.0,2.0,40.0,3.0,49.0,7.0,21.0,7.0,4.0,3.0,,4.0,4.0,,59.0,355.0,3.0,7.0,0.5660377358490566,0.6382978723404256,0.4108527131782946,0.4666666666666667,0.4166666666666667,0.45481927710843373,0.575,0.4148936170212766,0.5053475935828877,0.6190476190476191,0.5,0.22289156626506024,0.031007751937984496,,18.189581554227154,0.5769230769230769,0.2,0.09736842105263158,0.04120879120879121,0.15217391304347827,0.028037383177570093,0.10805084745762712,0.03821656050955414,0.038834951456310676,0.06741573033707865,0.029069767441860465,0.025974025974025976,0.03333333333333333,0.042735042735042736,0.08163265306122448,0.14545454545454545,0.14754098360655737,1.0,0.3253012048192771,0.5370370370370371,0.58,0.5862068965517241,0.23493975903614459,0.23076923076923078,0.23076923076923078,0.3333333333333333,0.21686746987951808,0.4166666666666667,0.4166666666666667,0.6666666666666666,0.10240963855421686,0.6,0.5833333333333334,0.14285714285714285,0.3829787234042553,0.5555555555555556,0.1276595744680851,0.5481927710843374,0.49015903614457823,0.56061,0.48283510638297883,0.11666666666666667,0.14685314685314685,0.13756613756613756,0.31216931216931215,7.928682170542635,24.610810810810808,0.3473581213307241,9.0,20.0,2.0,5.0,6.0,2.0,3.0,1.0,15.0,3.0,5.0,3.0,45.0,,17.0,6.0,,31.0,7.0,14.0,7.0,10.0,6.0,3.0,2.0,7.0,2.0,,3.0,,,1.0,,1.0,0.40540540540540543,0.6,0.2727272727272727,0.40540540540540543,,0.07407407407407407,,0.16129032258064516,0.06521739130434782,0.12048192771084337,0.45,0.45,1.0,0.35294117647058826,0.35294117647058826,1.0,0.15,0.6666666666666666,1.0,0.10638297872340426,0.4,0.16666666666666666,0.35294117647058826,,,,,,1.0,2.0,1.0,1.0,0.027777777777777776,0.1,0.5,1.0,,,,True
2568,1610612765,Carlos Delfino,Carlos Delfino,2568,DET,5501.0,92,-45.0,166,169,66.0,81,18,335,2.0,3.0,,,1.0,1.0,,2.0,5.0,8.0,4.0,1.0,7.0,13,9.0,4.0,27.0,196,2.0,3.0,,4.0,2.0,3.0,2.0,1.0,5.0,12.0,2.0,,,,,8.0,,16.0,,1.0,,8,1.0,9,1.0,10,4.0,4.0,,2.0,2.0,3.0,5.0,2.0,5.0,12.0,,2.0,5.0,,6.0,,3.0,,,,,,,,5.0,66.0,2.0,,0.8571428571428571,0.8571428571428571,0.5384615384615384,0.6666666666666666,0.6666666666666666,0.5227272727272727,0.5,0.4,0.54,0.5,0.4166666666666667,0.4090909090909091,,,16.0427807486631,0.4,0.08333333333333333,0.13114754098360656,0.019230769230769232,,,0.10256410256410256,0.013157894736842105,,0.09090909090909091,,,,0.06896551724137931,0.08333333333333333,0.25,,,0.13636363636363635,0.6666666666666666,0.6666666666666666,1.0,0.09090909090909091,,,,0.36363636363636365,0.625,0.625,0.8,0.18181818181818182,,,,0.2,1.0,0.2,0.5454545454545454,0.4891931818181819,0.45988333333333337,0.51181,0.12,0.1875,0.14814814814814814,0.18518518518518517,12.576923076923077,24.022222222222226,0.39759036144578314,2.0,5.0,,1.0,1.0,,,,3.0,,1.0,,9.0,,4.0,1.0,1.0,8.0,,4.0,3.0,1.0,,,,,,1.0,1.0,,,,,1.0,0.3333333333333333,,,0.3333333333333333,0.1111111111111111,,,,,0.22727272727272727,0.4,0.5,1.0,0.25,0.25,1.0,,,,0.2,,,0.25,,1.0,,,,,1.0,,,,0.25,,,0.2,,,True
686,1610612765,Antonio McDyess,Antonio McDyess,686,DET,15657.0,261,21.0,467,463,194.0,222,69,930,8.0,23.0,4.0,15.0,4.0,9.0,3.0,10.0,13.0,44.0,2.0,2.0,24.0,77,2.0,15.0,63.0,440,4.0,18.0,3.0,11.0,12.0,31.0,2.0,6.0,30.0,40.0,8.0,6.0,1.0,3.0,5.0,12.0,3.0,29.0,10.0,20.0,9.0,32,11.0,52,30.0,82,7.0,2.0,5.0,8.0,4.0,4.0,12.0,3.0,24.0,44.0,1.0,1.0,23.0,3.0,20.0,2.0,8.0,3.0,12.0,9.0,,13.0,9.0,1.0,30.0,194.0,8.0,3.0,0.8333333333333334,0.9523809523809523,0.3116883116883117,0.2222222222222222,0.3870967741935484,0.3037974683544304,0.2222222222222222,0.36363636363636365,0.35795454545454547,0.275,0.39473684210526316,0.02531645569620253,0.03896103896103896,0.2,18.24817518248175,0.6666666666666666,0.4230769230769231,0.1927710843373494,0.10810810810810811,0.15254237288135594,0.14925373134328357,0.18222222222222223,0.11904761904761904,0.19230769230769232,0.10256410256410256,0.06382978723404255,0.11538461538461539,0.26666666666666666,0.21818181818181817,0.175,0.18309859154929578,0.0975609756097561,0.6923076923076923,0.2911392405063291,0.34782608695652173,0.36363636363636365,0.625,0.12658227848101267,0.3,0.375,0.6666666666666666,0.5569620253164557,0.29545454545454547,0.29545454545454547,1.0,0.02531645569620253,0.8333333333333334,0.26666666666666666,0.25,0.2727272727272727,0.4444444444444444,0.06060606060606061,0.31645569620253167,0.4387545454545454,0.55218125,0.4306290322580646,0.09411764705882353,0.0963855421686747,0.1746031746031746,0.47619047619047616,11.662337662337661,50.55,0.41541755888650966,,,,,,,,,,,,,,,1.0,,,7.0,2.0,5.0,,2.0,2.0,,1.0,4.0,1.0,4.0,1.0,,,3.0,1.0,,,,,,,0.043478260869565216,,0.2777777777777778,0.04,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,True
739,1610612765,Rasheed Wallace,Rasheed Wallace,739,DET,30339.0,506,131.0,904,891,295.0,246,109,1795,17.0,29.0,4.0,6.0,5.0,8.0,18.0,35.0,21.0,42.0,51.0,19.0,56.0,106,64.0,28.0,206.0,888,7.0,9.0,5.0,19.0,13.0,29.0,22.0,10.0,51.0,68.0,44.0,8.0,,8.0,8.0,23.0,7.0,54.0,3.0,13.0,15.0,72,8.0,95,17.0,112,18.0,13.0,5.0,9.0,6.0,8.0,17.0,4.0,35.0,56.0,6.0,4.0,28.0,3.0,33.0,3.0,16.0,2.0,25.0,16.0,1.0,25.0,13.0,,51.0,295.0,5.0,2.0,0.6071428571428571,0.6538461538461539,0.5283018867924528,0.7777777777777778,0.4482758620689655,0.5235294117647059,0.5,0.4019607843137255,0.5567567567567567,0.59375,0.4473684210526316,0.3764705882352941,0.07547169811320754,0.08571428571428572,19.64980544747082,0.5294117647058824,0.18181818181818182,0.20809248554913296,0.04234527687296417,0.19230769230769232,0.0297029702970297,0.20518867924528303,0.0392156862745098,0.04597701149425287,0.05194805194805195,0.03496503496503497,0.027777777777777776,0.034482758620689655,0.1875,0.2717391304347826,0.18309859154929578,0.24,0.52,0.17058823529411765,0.5862068965517241,0.68,0.5882352941176471,0.20588235294117646,0.5142857142857142,0.5625,0.5,0.24705882352941178,0.5,0.5121951219512195,0.7142857142857143,0.3,0.42857142857142855,0.6666666666666666,0.5,0.1568627450980392,0.625,0.37254901960784315,0.5470588235294118,0.4670214705882352,0.5296625,0.44343627450980394,0.08743169398907104,0.13445378151260504,0.09223300970873786,0.24757281553398058,10.174528301886795,25.15625,0.32632743362831856,5.0,13.0,2.0,3.0,17.0,,3.0,3.0,22.0,,5.0,5.0,66.0,,51.0,17.0,,15.0,1.0,10.0,2.0,3.0,2.0,2.0,,3.0,2.0,2.0,,,,8.0,1.0,1.0,0.34375,,0.22727272727272727,0.34375,,0.13793103448275862,,0.10714285714285714,0.024096385542168676,0.07647058823529412,0.38461538461538464,0.38461538461538464,1.0,0.3333333333333333,0.3333333333333333,1.0,0.21428571428571427,,,0.058823529411764705,0.6666666666666666,0.15789473684210525,0.3333333333333333,,,0.023809523809523808,,,,2.0,1.0,,0.027777777777777776,0.14285714285714285,,,,,,True
905,1610612765,Dale Davis,Dale Davis,905,DET,2258.0,38,11.0,70,71,41.0,51,11,141,2.0,4.0,,1.0,,,,,,,,,2.0,4,,2.0,6.0,63,,1.0,,,,,,,,4.0,,,,1.0,,,,,2.0,2.0,1.0,3,1.0,5,4.0,9,1.0,1.0,,,,2.0,2.0,1.0,7.0,11.0,2.0,,3.0,,4.0,2.0,3.0,,1.0,1.0,,1.0,,,,41.0,2.0,,1.0,1.0,0.5,,,0.5,,,0.6,,,,0.25,,8.433734939759036,,0.1111111111111111,0.11538461538461539,0.07407407407407407,0.25,0.18181818181818182,0.13333333333333333,0.10526315789473684,,,0.14285714285714285,0.125,0.3333333333333333,0.16666666666666666,,0.1,0.3333333333333333,,1.0,0.5,0.6666666666666666,1.0,,,,,,,,,,1.0,,,,,,1.0,0.5883,,,0.6,0.6,,,,,0.5857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True
2436,1610612765,Flip Murray,Flip Murray,2436,DET,4488.0,75,15.0,133,131,52.0,43,14,264,6.0,11.0,,1.0,3.0,7.0,,2.0,1.0,2.0,,,7.0,15,1.0,6.0,20.0,120,,2.0,,,3.0,7.0,1.0,3.0,9.0,8.0,6.0,,,2.0,3.0,8.0,1.0,19.0,,1.0,2.0,1,,3,1.0,4,4.0,2.0,2.0,2.0,,2.0,4.0,1.0,2.0,7.0,,,5.0,,8.0,,4.0,,1.0,,1.0,1.0,1.0,,9.0,52.0,3.0,,0.5714285714285714,0.5714285714285714,0.4666666666666667,,0.42857142857142855,0.4375,,0.375,0.5,,0.45,0.0625,0.13333333333333333,0.5,16.107382550335572,0.5,,0.020833333333333332,0.023255813953488372,0.10526315789473684,,0.04477611940298507,0.015384615384615385,,,0.05555555555555555,,,,,0.045454545454545456,0.14285714285714285,1.0,0.6875,0.5454545454545454,0.6,0.6666666666666666,0.125,,,,0.125,0.5,0.5,,,0.5,,,0.875,0.42857142857142855,,0.75,0.52688125,0.5437,0.5842624999999999,0.2,0.21052631578947367,,0.45,3.82,24.2,0.39097744360902253,,1.0,,1.0,,,,,,,,,,,,,,5.0,2.0,1.0,,4.0,,1.0,,2.0,1.0,,,,,,,,,,,,,0.09090909090909091,,,,0.0625,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,True
