EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PenaltyPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,FG2M,SecondChanceFG2A,PtsUnassisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,FTDefRebounds,SelfOReb,Steals,LostBallSteals,Offensive Fouls Drawn,Fg2Pct,EfgPct,DefFTReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,FG3APct,FG3APctBlocked,Corner3PctBlocked,LiveBallTurnoverPct,OffAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,SecondChanceAtRimFGM,PenaltyAtRimFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3A,PtsPutbacks,Fg2aBlocked,LostBallTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,Offensive Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffCorner3ReboundPct,DefShortMidRangeReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyAtRimFGM,PenaltyFG2M,ShortMidRangeAssists,BadPassSteals,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyAtRimAccuracy,DefensiveGoaltends,Loose Ball Fouls,Defensive 3 Seconds Violations,SecondChanceArc3FGM,SecondChanceFG3M,Loose Ball Fouls Drawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimPctAssisted,on,3SecondViolations,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,HeaveAttempts,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
101115,1610612747,Andrew Bynum,Andrew Bynum,101115,LAL,1288.0,21,3.0,43,44,13,11,6,87,2.0,2,3.0,3.0,44,3.0,3.0,1.0,1.0,2.0,2.0,4.0,4.0,8.0,4.0,12,1.0,1,3.0,6.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,13,0.3,0.75,0.25,10.0,0.26666666666666666,0.125,0.4444444444444444,0.25,0.3333333333333333,0.16666666666666666,0.14285714285714285,0.2,0.3333333333333333,0.2,0.42857142857142855,0.5,0.5,1.0,0.38765,0.6,0.6,1.0,0.3333333333333333,10.4,0.3023255813953488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
101142,1610612747,Ronny Turiaf,Ronny Turiaf,101142,LAL,1179.0,20,-20.0,39,39,9,13,2,78,4.0,6,3.0,9.0,55,2.0,2.0,,,1.0,1.0,2.0,1.0,4.0,2.0,6,2.0,2,3.0,4.0,2.0,,,,,,,9,0.5625,0.5,,19.047619047619047,0.1,0.1,0.3333333333333333,0.125,0.1875,0.1111111111111111,0.5,,0.14285714285714285,,0.25,0.3333333333333333,,0.6666666666666666,0.39043333333333335,0.25,0.25,0.2222222222222222,,12.416666666666666,0.23076923076923078,2.0,1.0,2.0,3.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1742,1610612747,Shammond Williams,Shammond Williams,1742,LAL,4798.0,80,-18.0,156,157,38,54,23,313,1.0,12,,18.0,184,,,,3.0,1.0,1.0,1.0,,1.0,2.0,3,2.0,6,1.0,,,1.0,1.0,,1.0,,3.0,38,0.45,,0.5,11.956521739130434,,0.019230769230769232,0.04,0.034482758620689655,0.014084507042253521,0.024691358024691357,,,0.041666666666666664,,,0.05,,0.05,0.47458,,,,0.16666666666666666,10.691666666666668,0.24358974358974358,,3.0,6.0,6.0,1.0,8.0,4.0,7.0,2.0,17.0,,,,,,0.5,0.45,,,,,,0.3,0.5,0.5,3.0,5.0,1.0,1.0,2.0,7.0,1.0,2.0,2.0,8.0,1.0,1.0,2.0,4.0,3.0,3.0,7.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.3333333333333333,0.3333333333333333,0.5,0.25,0.5,0.25,0.5,0.4,0.125,1.0,0.5,0.05555555555555555,0.25,0.6,0.6,0.6666666666666666,0.05,0.35,0.2857142857142857,0.2857142857142857,0.5,1.0,0.6666666666666666,0.5,0.65,0.2857142857142857,0.6489,0.41936666666666667,25.349999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1885,1610612747,Lamar Odom,Lamar Odom,1885,LAL,3227.0,54,-23.0,103,107,30,38,20,210,5.0,19,2.0,24.0,119,,6.0,,3.0,1.0,4.0,2.0,11.0,16.0,5.0,21,,3,2.0,4.0,2.0,4.0,4.0,,4.0,1.0,3.0,30,0.42857142857142855,0.375,0.1875,26.19047619047619,0.3235294117647059,0.1,0.13333333333333333,0.043478260869565216,0.2653061224489796,0.07936507936507936,0.10526315789473684,0.1111111111111111,,0.23076923076923078,0.4,0.15384615384615385,0.25,0.19230769230769232,0.4937153846153845,0.07142857142857142,0.09523809523809523,0.25,0.125,4.2105263157894735,0.2912621359223301,1.0,2.0,2.0,8.0,7.0,8.0,2.0,4.0,1.0,10.0,3.0,1.0,1.0,1.0,,0.42105263157894735,0.4230769230769231,1.0,,0.07692307692307693,0.2,0.3333333333333333,0.07692307692307693,1.0,1.0,5.0,12.0,5.0,1.0,1.0,6.0,,2.0,2.0,7.0,5.0,1.0,3.0,8.0,6.0,,6.0,1.0,,2.0,2.0,,1.0,2.0,1.0,3.0,,5.0,,1.0,0.5,0.5714285714285714,1.0,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.1875,0.2692307692307692,,,0.4,0.08333333333333333,0.46153846153846156,0.4166666666666667,0.45454545454545453,0.2,0.038461538461538464,0.23076923076923078,0.16666666666666666,0.16666666666666666,1.0,0.625,0.25,,0.7307692307692307,0.16666666666666666,0.5514249999999999,0.5015687499999999,25.74285714285714,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,0.42857142857142855,0.375,0.15789473684210525,0.08333333333333333,0.4,0.25,0.36363636363636365,1.0,1.0,1.0,1.0,1.0,0.4,0.125,0.5,0.125,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,3696.0,62,-10.0,119,120,30,40,17,239,8.0,27,15.0,53.0,141,3.0,5.0,3.0,14.0,,1.0,4.0,6.0,10.0,1.0,11,1.0,4,13.0,16.0,8.0,1.0,1.0,,1.0,1.0,14.0,30,0.6842105263157895,1.25,0.7777777777777778,34.78260869565218,0.17647058823529413,0.02702702702702703,0.21052631578947367,,0.18867924528301888,0.017241379310344827,0.07142857142857142,,,0.08333333333333333,0.3,0.26666666666666666,1.0,0.25,0.48031875,0.21621621621621623,0.25,0.09433962264150944,0.2641509433962264,9.774074074074074,0.25210084033613445,3.0,5.0,10.0,16.0,1.0,28.0,6.0,10.0,,24.0,,,3.0,1.0,,0.5925925925925926,0.59375,,,,0.375,0.42857142857142855,0.3125,0.5,0.5,8.0,9.0,1.0,1.0,1.0,4.0,,,2.0,5.0,6.0,1.0,1.0,4.0,,6.0,4.0,1.0,,4.0,1.0,3.0,4.0,3.0,,7.0,3.0,10.0,,,0.125,0.125,,0.4,1.0,0.4,0.7857142857142857,0.15625,,,0.3,,0.28125,0.8888888888888888,0.8888888888888888,0.125,0.03125,0.125,0.25,0.25,,1.0,,,0.4375,0.25,0.4927,0.45798571428571433,25.16,1.0,2.0,1.0,1.0,1.0,,1.0,,,1.0,3.0,,1.0,3.0,1.0,1.0,0.037037037037037035,,0.125,,0.16666666666666666,,0.2,1.0,1.0,,1.0,,0.2857142857142857,0.14285714285714285,1.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0.6666666666666666,1.0,,,,,,,,,,,,,True,,,,,,
2230,1610612747,Maurice Evans,Maurice Evans,2230,LAL,2304.0,38,-8.0,79,75,23,22,8,154,2.0,7,,18.0,90,,,,2.0,,2.0,1.0,,1.0,2.0,3,1.0,2,,,,,,,,,2.0,23,0.6,,0.3333333333333333,16.666666666666668,,0.07142857142857142,0.08333333333333333,,0.02857142857142857,0.05263157894736842,0.2222222222222222,,,,,0.1111111111111111,,0.13333333333333333,0.4909733333333334,,,,0.1111111111111111,9.771428571428572,0.2911392405063291,1.0,2.0,3.0,3.0,2.0,6.0,,1.0,,3.0,,,,,,0.42857142857142855,0.6,,,,0.5,0.5,0.2,0.6666666666666666,0.6666666666666666,,2.0,1.0,4.0,1.0,4.0,,2.0,4.0,8.0,1.0,,2.0,,12.0,,4.0,1.0,,1.0,1.0,,,,,,,,,1.0,,,1.0,0.5,,0.5,0.3333333333333333,0.5333333333333333,,,,,0.13333333333333333,,,,0.26666666666666666,0.26666666666666666,0.25,0.25,1.0,0.5,0.6666666666666666,,0.6666666666666666,0.25,0.47409999999999997,0.49581666666666663,24.512499999999996,,,3.0,,,,,,,1.0,,,,,,,0.14285714285714285,0.5,,,,,,0.75,0.75,1.0,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,True,,,,,,
2756,1610612747,Sasha Vujacic,Sasha Vujacic,2756,LAL,1011.0,17,-6.0,35,35,9,12,3,70,,3,,7.0,44,,2.0,,,,1.0,,,,1.0,1,,1,,,,,,,,,,9,0.5833333333333334,1.0,,17.94871794871795,,0.1111111111111111,,,,0.0625,,0.25,,,,,,,0.497075,,,0.2857142857142857,,12.633333333333333,0.2571428571428571,,1.0,2.0,2.0,1.0,4.0,1.0,2.0,,5.0,,,,,,0.6666666666666666,0.5833333333333334,,,,,,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,,1.0,3.0,,2.0,1.0,3.0,,,2.0,,3.0,,3.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,0.3333333333333333,,0.3333333333333333,,0.5,,,1.0,,0.16666666666666666,1.0,1.0,,,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,0.6666666666666666,0.3333333333333333,0.526,0.5546249999999999,25.599999999999998,1.0,,,,,,1.0,,2.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2567,1610612747,Brian Cook,Brian Cook,2567,LAL,2155.0,36,3.0,69,68,3,12,7,137,,8,1.0,13.0,85,,,,3.0,,1.0,1.0,2.0,3.0,1.0,4,5.0,9,2.0,1.0,1.0,1.0,1.0,,1.0,,3.0,3,0.5,,1.5,18.987341772151897,0.1111111111111111,0.047619047619047616,0.08333333333333333,,0.1,0.034482758620689655,,,,0.125,0.14285714285714285,0.1,,,0.48945769230769226,0.07692307692307693,0.125,,0.23076923076923078,8.4625,0.043478260869565216,,1.0,4.0,3.0,2.0,2.0,,,,,,1.0,,,1.0,0.375,0.46153846153846156,,,0.125,,,0.3076923076923077,0.25,0.25,2.0,4.0,1.0,2.0,1.0,3.0,,,2.0,5.0,,1.0,1.0,4.0,6.0,,3.0,1.0,,,,,,,,2.0,1.0,2.0,,,0.6666666666666666,0.6666666666666666,1.0,0.4,1.0,0.4,1.5,0.38461538461538464,,,,0.125,0.3076923076923077,0.5,0.5,0.5,0.15384615384615385,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,0.6923076923076923,0.3333333333333333,0.45344999999999996,0.4677,25.520000000000003,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,0.5,0.5,1.0,,0.3333333333333333,,1.0,1.0,,,,,,1.0,,,,,,,2.0,2.0,,,,,,,,,,True,,,,,,
2470,1610612747,Smush Parker,Smush Parker,2470,LAL,1595.0,27,-4.0,48,51,9,25,10,99,1.0,2,4.0,7.0,53,,3.0,4.0,4.0,,3.0,,,,3.0,3,3.0,5,3.0,4.0,,1.0,,1.0,1.0,,4.0,9,0.4375,0.5,1.0,13.333333333333334,,0.17647058823529413,,,,0.10714285714285714,0.3333333333333333,,,,,,,0.16666666666666666,0.49605000000000005,,,0.42857142857142855,0.5714285714285714,2.65,0.1875,,,,,1.0,,1.0,1.0,,2.0,,1.0,1.0,1.0,,,0.25,,,0.2,,,,,,,1.0,,1.0,1.0,3.0,,,1.0,4.0,,,,,3.0,,3.0,1.0,,,,,1.0,,,,,,,1.0,,,1.0,0.25,,0.25,,0.6666666666666666,,,,0.14285714285714285,0.16666666666666666,,,,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,0.8333333333333334,0.3333333333333333,0.440275,,25.5,,,,,,2.0,,2.0,,,,,,,,0.5,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,2.0,2.0,,,,,,1.0,1.0,1.0,0.5,0.5,1.0,,,,True,,,,,,
2575,1610612747,Luke Walton,Luke Walton,2575,LAL,610.0,10,-7.0,21,21,10,13,5,42,1.0,1,,,26,,,,,,,,1.0,1.0,1.0,2,,1,,,,,,,,,,10,,,,18.51851851851852,0.3333333333333333,,,,0.14285714285714285,,,,,0.5,,,,0.25,0.5007875,,,,,7.1,0.47619047619047616,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,,3.0,1.0,,2.0,,,,2.0,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,0.75,,,1.0,,,,,,0.25,0.5,,,,,0.3333333333333333,,0.75,,,0.48636666666666667,24.900000000000002,,,,,1.0,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,True,,,,,,
