EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,FoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceOffPoss,PenaltyAtRimFGA,ShortMidRangeFGM,SecondChanceFG2A,PenaltyFG2A,PtsUnassisted2s,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,BadPassOutOfBoundsTurnovers,FG2APctBlocked,AtRimPctBlocked,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Corner3FGM,Corner3FGA,FTDefRebounds,Offensive Fouls,DefFTReboundPct,DefAtRimReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Steals,BadPassSteals,PenaltyCorner3FGA,FtPoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyTsPct,PenaltyCorner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,LongMidRangeAssists,DefShortMidRangeReboundPct,DefCorner3ReboundPct,PenaltyAtRimFGM,PenaltyFG2M,OffTwoPtRebounds,OffRebounds,PenaltyFg2Pct,PenaltyEfgPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,PenaltyAtRimAccuracy,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,HeaveAttempts,LostBallSteals,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffAtRimReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Frequency,SecondChancePointsPct,PtsPutbacks,OffThreePtRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Clear Path Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceArc3FGA,PenaltyArc3FGM,StepOutOfBoundsTurnovers,Technical Free Throw Trips,BlockedCorner3,ShortMidRangePctBlocked,SecondChanceArc3Frequency,PenaltyArc3Accuracy,ShortMidRangeAssists,SecondChanceArc3FGM,3SecondViolations,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,PtsUnassisted3s,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
101120,1610612751,Antoine Wright,Antoine Wright,101120,NJN,315.0,5,-3.0,10,13,2.0,2.0,23,1.0,1.0,1.0,1.0,2.0,9,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,0.4182,22.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,1610612751,Vince Carter,Vince Carter,1713,NJN,758.0,13,-10.0,25,25,6.0,4.0,50,,,1.0,2.0,8.0,32,2.0,,,6.0,1.0,1.0,0.5,1.0,1.0,24.0,,,,,0.482475,5.9,0.24,1.0,1.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.5,0.25,1.0,1.0,1.0,0.25,0.5,1.0,1.0,1.0,0.75,1.0,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200766,1610612751,Marcus Williams,Marcus Williams,200766,NJN,669.0,11,-9.0,20,19,5.0,6.0,39,,1.0,1.0,5.0,2.0,25,,,,5.0,,,0.2,0.16666666666666666,0.16666666666666666,33.333333333333336,0.16666666666666666,,,,0.4373833333333333,6.4799999999999995,0.25,,2.0,2.0,,1.0,,1.0,,1.0,,,2.0,,6.0,,,,,,,1.0,,1.0,,,,,,0.16666666666666666,,,,,,,0.3333333333333333,,,,0.3333333333333333,0.16666666666666666,,,,0.5,,24.1,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,0.4,1.0,0.5,0.5,0.3333333333333333,0.4042,0.3636333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2411,1610612751,Bostjan Nachbar,Bostjan Nachbar,2411,NJN,989.0,16,-10.0,31,32,12.0,16.0,63,,1.0,,1.0,6.0,37,,,1.0,12.0,,,,1.0,1.0,15.625,0.3333333333333333,,,,0.4797666666666666,16.1,0.3870967741935484,,,,1.0,1.0,2.0,2.0,6.0,1.0,1.0,,,,,,2.0,3.0,3.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.3333333333333333,,0.2,0.2,,,,,,,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.0,25.1,1.0,,,,1.0,,,,,,,,,,,,,0.3995,1.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,1610612751,Clifford Robinson,Clifford Robinson,361,NJN,1197.0,20,-9.0,39,40,14.0,16.0,79,,4.0,,4.0,3.0,42,,1.0,1.0,14.0,,,,0.25,0.25,17.5,0.6666666666666666,,,,0.4397583333333333,18.725,0.358974358974359,,,,,1.0,1.0,2.0,3.0,1.0,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,0.5,0.5,0.3333333333333333,1.0,,,,,,,,,,,0.16666666666666666,,,,0.3333333333333333,,23.95,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,731.0,12,-6.0,25,26,13.0,15.0,51,,,1.0,2.0,4.0,23,2.0,1.0,2.0,13.0,1.0,1.0,0.5,0.25,0.4,19.23076923076923,,,,,0.587675,,0.52,1.0,2.0,,,1.0,,2.0,,1.0,,1.0,2.0,1.0,5.0,,1.0,1.0,1.0,,,,,,,2.0,,,,0.5,,0.16666666666666666,,0.1111111111111111,0.25,,0.5,0.5,0.5,1.0,,0.25,,,,1.0,,23.85,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,,0.5,,0.599925,,1.0,,,,,0.25,,,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.3333333333333333,0.5,0.2,0.3333333333333333,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,1610612751,Jason Kidd,Jason Kidd,467,NJN,515.0,9,,19,20,9.0,9.0,39,1.0,2.0,2.0,3.0,4.0,17,,,,9.0,,,0.6666666666666666,0.5,0.5,31.57894736842105,0.5,0.5,0.5,,0.46533750000000007,11.566666666666668,0.47368421052631576,1.0,1.0,,,1.0,,1.0,,1.0,,3.0,4.0,2.0,9.0,2.0,2.0,4.0,4.0,2.0,2.0,,,2.0,,,,,,0.25,1.0,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.2,0.5,0.25,1.0,1.0,,,0.25,,,,0.5,,24.0,,,,,1.0,4.0,,1.0,1.0,,,,,,,,,0.3703,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200767,1610612751,Josh Boone,Josh Boone,200767,NJN,543.0,9,3.0,17,15,6.0,8.0,32,,,2.0,3.0,4.0,19,4.0,1.0,1.0,6.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,16.666666666666668,,,,,0.5942333333333333,0.8333333333333334,0.35294117647058826,2.0,3.0,,,,,,,,,,1.0,,3.0,1.0,,1.0,2.0,,,,,,,1.0,,,,,,,0.5,0.5,,0.5,1.0,0.6666666666666666,1.0,1.0,,,,,,1.0,,,1.0,2.0,,,2.0,,1.0,1.0,,1.0,,0.3333333333333333,0.3333333333333333,,,1.0,,0.5962500000000001,,,,,,,,,,,,,,,,,2.0,,,2.0,0.5,,,,0.5,,,,1.0,1.0,1.0,1.0,0.5,0.5,0.2,0.14285714285714285,0.3333333333333333,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,1610612751,Mikki Moore,Mikki Moore,1630,NJN,164.0,3,1.0,6,6,,,12,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215,1610612751,Jason Collins,Jason Collins,2215,NJN,104.0,2,-2.0,3,4,3.0,4.0,7,,,,,,2,,,1.0,3.0,,,,,,33.333333333333336,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
