EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,PenaltyArc3FGM,NonHeaveArc3FGM,ShortMidRangeAssists,FTOffRebounds,Loose Ball Fouls,Loose Ball Fouls Drawn,DefensiveGoaltends,OffFTReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Technical Free Throw Trips,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveMakes,Blocked3s,BlockedCorner3,on,3SecondViolations,OffensiveGoaltends,LostBallOutOfBoundsTurnovers,SecondChanceCorner3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange
101145,1610612744,Monta Ellis,Monta Ellis,101145,GSW,14281.0,238,-35.0,490,483,179,194,56.0,973,18.0,32.0,1.0,2.0,3.0,9.0,3.0,13.0,10.0,28.0,1.0,4.0,1.0,2.0,5.0,4.0,31.0,73.0,1.0,9.0,23.0,88.0,538.0,1.0,4.0,1.0,3.0,7.0,20.0,1.0,6.0,14.0,31.0,22.0,40.0,3.0,2.0,1.0,4.0,6.0,5.0,5.0,10.0,3.0,2.0,4.0,1.0,25.0,4.0,4.0,4.0,12.0,1.0,17.0,8.0,25.0,1.0,10.0,8.0,2.0,9.0,3.0,3.0,11.0,6.0,1.0,2.0,20.0,3.0,7.0,9.0,23.0,4.0,22.0,3.0,28.0,4.0,14.0,2.0,2.0,1.0,1.0,2.0,1.0,31.0,179,3.0,2.0,0.3548387096774194,0.36666666666666664,1.0,0.1111111111111111,0.16666666666666666,0.125,0.4246575342465753,0.25,0.35,0.39634146341463417,0.25,0.3269230769230769,0.46808510638297873,0.3,0.45588235294117646,0.10975609756097561,0.0821917808219178,0.09375,0.23076923076923078,20.54054054054054,0.45,0.0625,0.07692307692307693,0.028985507246376812,0.07692307692307693,0.05194805194805195,0.07692307692307693,0.037209302325581395,0.03278688524590164,0.03571428571428571,0.02040816326530612,0.037037037037037035,0.08695652173913043,0.10256410256410256,0.030303030303030304,0.08333333333333333,0.058823529411764705,0.1111111111111111,0.025,0.5,0.3902439024390244,0.5625,0.6206896551724138,0.4444444444444444,0.15853658536585366,0.23076923076923078,0.3,0.3333333333333333,0.34146341463414637,0.35714285714285715,0.35714285714285715,0.2,0.04878048780487805,0.25,0.25,1.0,0.06097560975609756,0.5,0.5,0.34615384615384615,0.3333333333333333,0.07692307692307693,0.5,0.15384615384615385,0.5,0.4880025,0.45970000000000005,0.4890333333333334,0.15217391304347827,0.1686746987951807,0.03409090909090909,0.3522727272727273,9.453424657534246,27.38888888888889,0.3653061224489796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
101180,1610612744,Sarunas Jasikevicius,Sarunas Jasikevicius,101180,GSW,99.0,2,-4.0,5,4,5,2,1.0,9,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
101235,1610612744,Kelenna Azubuike,Kelenna Azubuike,101235,GSW,644.0,11,-4.0,24,26,17,14,2.0,50,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,1.0,2.0,,,,2.0,25.0,,1.0,,,1.0,2.0,,,,2.0,,2.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,2.0,17,,,,,,,,,0.5,,0.5,0.5,,0.5,0.5,,0.5,,,,,7.692307692307692,,,,0.2,0.14285714285714285,,0.09090909090909091,0.14285714285714285,1.0,,,,,,,,0.3333333333333333,,,,0.5,1.0,1.0,,,,,,0.5,,,,,,,,,,,0.5,1.0,,,,0.5,0.4471,,0.4471,,,,1.0,10.5,,0.7083333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1502,1610612744,Adonal Foyle,Adonal Foyle,1502,GSW,180.0,3,-4.0,6,6,6,3,1.0,12,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.3333333333333333,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2694,1610612744,Josh Powell,Josh Powell,2694,GSW,261.0,4,-1.0,10,10,10,7,1.0,20,,,,,,,,,,,,,,,,,,,,,1.0,1.0,12.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,10,,,,,,,,,,,,,,,0.5,,0.5,,,,,9.090909090909092,,,,,,1.0,,0.5,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1733,1610612744,Al Harrington,Al Harrington,1733,GSW,7226.0,120,-18.0,259,252,94,111,30.0,511,8.0,15.0,3.0,6.0,4.0,10.0,2.0,7.0,2.0,8.0,,3.0,,,11.0,6.0,12.0,30.0,1.0,14.0,16.0,43.0,271.0,3.0,7.0,1.0,7.0,5.0,15.0,1.0,6.0,6.0,19.0,6.0,18.0,3.0,,,11.0,6.0,4.0,1.0,5.0,1.0,,3.0,,11.0,4.0,2.0,5.0,13.0,1.0,19.0,7.0,26.0,,3.0,2.0,1.0,1.0,2.0,1.0,4.0,,,1.0,5.0,,3.0,6.0,14.0,1.0,15.0,,23.0,1.0,11.0,1.0,3.0,3.0,,3.0,2.0,19.0,94,4.0,1.0,0.25,0.25,1.0,0.07142857142857142,0.16666666666666666,0.07142857142857142,0.4,0.42857142857142855,0.3333333333333333,0.3068181818181818,0.42857142857142855,0.30952380952380953,0.39090909090909093,0.4375,0.36538461538461536,0.3181818181818182,0.2,0.2,0.42857142857142855,20.408163265306122,0.2,0.2,0.1780821917808219,0.028169014084507043,0.16666666666666666,0.08695652173913043,0.17475728155339806,0.05128205128205128,,,0.09090909090909091,0.03333333333333333,0.1875,0.25,0.125,0.16216216216216217,0.15789473684210525,0.18181818181818182,,0.6666666666666666,0.3409090909090909,0.5333333333333333,0.6666666666666666,0.375,0.1590909090909091,0.2857142857142857,0.5,,0.18181818181818182,0.25,0.25,,0.06818181818181818,,,,0.25,0.8571428571428571,0.5,0.47619047619047616,0.4,,,0.2857142857142857,0.6590909090909091,0.5061647727272728,0.5120333333333333,0.5317761904761905,0.2037037037037037,0.275,0.16279069767441862,0.4418604651162791,6.9366666666666665,24.750000000000004,0.36293436293436293,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.1111111111111111,0.09090909090909091,0.09090909090909091,1.0,0.6666666666666666,0.16666666666666666,0.09090909090909091,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2554,1610612744,Mickael Pietrus,Mickael Pietrus,2554,GSW,5209.0,87,-15.0,175,177,95,100,19.0,352,5.0,9.0,1.0,2.0,1.0,3.0,,1.0,1.0,3.0,2.0,5.0,2.0,2.0,4.0,3.0,6.0,13.0,5.0,9.0,16.0,43.0,205.0,1.0,2.0,2.0,4.0,2.0,6.0,4.0,5.0,9.0,25.0,10.0,2.0,15.0,2.0,,4.0,1.0,,2.0,2.0,1.0,1.0,,,6.0,1.0,5.0,3.0,7.0,,10.0,6.0,16.0,2.0,2.0,1.0,1.0,1.0,,,2.0,1.0,,2.0,3.0,,2.0,8.0,16.0,,16.0,3.0,22.0,1.0,8.0,2.0,6.0,4.0,2.0,6.0,1.0,25.0,95,3.0,2.0,0.8333333333333334,1.0,1.0,0.5555555555555556,0.8,0.5555555555555556,0.46153846153846156,0.5,0.3333333333333333,0.6136363636363636,0.3333333333333333,0.7272727272727273,0.671875,0.5,0.7352941176470589,0.4090909090909091,0.07692307692307693,0.1111111111111111,,17.412935323383085,0.3333333333333333,,0.12962962962962962,0.11363636363636363,0.15789473684210525,0.03571428571428571,0.136986301369863,0.08333333333333333,0.14285714285714285,0.08333333333333333,0.09090909090909091,0.05263157894736842,,0.07142857142857142,0.125,0.16666666666666666,0.18181818181818182,0.125,0.2,0.16666666666666666,0.4090909090909091,0.5555555555555556,0.625,0.8,0.045454545454545456,,,,0.13636363636363635,0.3333333333333333,0.3333333333333333,1.0,0.22727272727272727,0.4,0.4,1.0,0.18181818181818182,0.6666666666666666,0.5,0.2727272727272727,0.3333333333333333,0.18181818181818182,1.0,0.2727272727272727,0.8181818181818182,0.534775,0.58555,0.5179045454545455,0.3,0.4,0.09302325581395349,0.5813953488372093,6.323076923076922,24.044444444444444,0.5428571428571428,3.0,2.0,3.0,,,1.0,,,,0.75,0.75,1.0,,0.6666666666666666,0.75,1.0,1.0,1.0,1.0,0.3333333333333333,0.1,,,,,,,,,,,,,,True,,,,,,,,,,
1536,1610612744,Stephen Jackson,Stephen Jackson,1536,GSW,11276.0,188,-34.0,387,378,119,134,43.0,765,8.0,20.0,1.0,4.0,2.0,3.0,2.0,8.0,3.0,14.0,1.0,2.0,1.0,2.0,22.0,6.0,13.0,42.0,9.0,24.0,38.0,91.0,422.0,1.0,5.0,4.0,12.0,3.0,7.0,4.0,8.0,17.0,35.0,6.0,20.0,21.0,,1.0,21.0,7.0,17.0,6.0,23.0,4.0,2.0,15.0,2.0,52.0,1.0,2.0,4.0,11.0,1.0,16.0,3.0,19.0,2.0,12.0,9.0,3.0,13.0,1.0,5.0,8.0,8.0,,6.0,21.0,,6.0,8.0,19.0,1.0,26.0,1.0,42.0,1.0,12.0,7.0,3.0,1.0,2.0,3.0,1.0,35.0,119,3.0,6.0,0.23076923076923078,0.23076923076923078,0.7777777777777778,0.375,0.5,0.391304347826087,0.30952380952380953,0.2,0.42857142857142855,0.4015151515151515,0.5,0.6,0.5238095238095238,0.6,0.7391304347826086,0.36363636363636365,0.16666666666666666,0.25,,24.193548387096776,0.6190476190476191,0.07692307692307693,0.0859375,0.018691588785046728,0.1,0.01639344262295082,0.08928571428571429,0.017857142857142856,0.022727272727272728,0.041666666666666664,,0.021739130434782608,,0.029411764705882353,0.08333333333333333,0.11428571428571428,0.14285714285714285,,0.05555555555555555,0.3333333333333333,0.30303030303030304,0.4,0.5333333333333333,0.375,0.12121212121212122,0.25,0.25,,0.21212121212121213,0.21428571428571427,0.25,,0.030303030303030304,0.5,0.5,1.0,0.3333333333333333,0.5,0.25,0.2,0.6666666666666666,0.13333333333333333,0.5,0.4,0.6666666666666666,0.5218015384615384,0.5192833333333333,0.5376678571428571,0.15584415584415584,0.22641509433962265,0.13186813186813187,0.38461538461538464,8.430952380952382,26.075,0.30749354005167956,8.0,3.0,8.0,,,,5.0,,,0.36363636363636365,0.36363636363636365,0.75,1.0,0.5,0.38095238095238093,2.0,3.0,,,0.25,,1.0,2.0,2.0,6.0,5.0,0.6666666666666666,0.14285714285714285,0.125,1.0,1.0,,,,True,,,,,,,,,,
2740,1610612744,Andris Biedrins,Andris Biedrins,2740,GSW,6418.0,107,-9.0,211,207,61,65,25.0,418,12.0,15.0,2.0,3.0,3.0,3.0,,1.0,,,,,,,,,12.0,16.0,,,7.0,31.0,222.0,2.0,3.0,,4.0,3.0,3.0,,,2.0,8.0,20.0,4.0,,4.0,,,,,2.0,2.0,2.0,,,,6.0,1.0,7.0,2.0,11.0,3.0,16.0,8.0,24.0,1.0,,,,1.0,1.0,,3.0,1.0,,1.0,4.0,,1.0,9.0,13.0,,10.0,,14.0,1.0,7.0,1.0,3.0,3.0,,3.0,1.0,8.0,61,1.0,1.0,0.8333333333333334,1.0,,,,,0.75,0.6666666666666666,1.0,0.75,0.6666666666666666,1.0,0.6739130434782609,0.5,0.6666666666666666,,,,,11.297071129707112,0.25,0.3333333333333333,0.15714285714285714,0.1044776119402985,0.09090909090909091,0.038461538461538464,0.14130434782608695,0.08602150537634409,0.125,0.2,0.03571428571428571,,0.09090909090909091,0.06666666666666667,0.3076923076923077,0.14285714285714285,0.06666666666666667,0.14285714285714285,0.25,0.3333333333333333,0.9375,0.8,0.8,0.8333333333333334,0.0625,,,,,,,,,,,,,1.0,0.6666666666666666,1.0,1.0,,,,0.9375,0.5756374999999999,0.5771333333333334,0.5805666666666666,0.3181818181818182,0.3181818181818182,0.12903225806451613,0.25806451612903225,0.60625,,0.2890995260663507,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1884,1610612744,Baron Davis,Baron Davis,1884,GSW,9604.0,160,2.0,327,319,86,94,34.0,646,16.0,29.0,2.0,3.0,3.0,5.0,1.0,3.0,12.0,18.0,,3.0,,1.0,15.0,7.0,29.0,50.0,7.0,18.0,17.0,96.0,349.0,3.0,4.0,,6.0,8.0,12.0,4.0,8.0,3.0,31.0,8.0,50.0,9.0,,1.0,13.0,3.0,12.0,8.0,20.0,5.0,3.0,10.0,2.0,48.0,1.0,1.0,4.0,9.0,1.0,14.0,2.0,16.0,,15.0,6.0,9.0,8.0,2.0,5.0,8.0,3.0,,3.0,16.0,2.0,5.0,4.0,18.0,1.0,22.0,3.0,22.0,1.0,10.0,1.0,2.0,2.0,,4.0,2.0,31.0,86,2.0,1.0,0.13793103448275862,0.13793103448275862,0.42857142857142855,0.3888888888888889,0.5,0.35294117647058826,0.58,0.75,0.6666666666666666,0.5808823529411765,0.6,0.7,0.6089743589743589,0.6,0.6739130434782609,0.2647058823529412,0.06,0.10344827586206896,,25.683060109289617,0.5,0.125,0.09183673469387756,0.010638297872340425,0.12121212121212122,0.018518518518518517,0.09923664122137404,0.013513513513513514,0.027777777777777776,,,0.024390243902439025,,0.08695652173913043,,0.125,0.13043478260869565,0.1,,0.5,0.4264705882352941,0.5517241379310345,0.6153846153846154,0.1875,0.04411764705882353,0.3333333333333333,0.3333333333333333,,0.2647058823529412,0.6666666666666666,0.6666666666666666,0.08333333333333333,0.04411764705882353,,,,0.22058823529411764,0.6,0.6666666666666666,0.25,0.6,0.05,,0.35,0.6911764705882353,0.5148388059701492,0.54628,0.4716631578947368,0.12987012987012986,0.1694915254237288,0.0625,0.3229166666666667,7.578,26.56111111111111,0.26299694189602446,7.0,4.0,6.0,,,1.0,,,,0.4666666666666667,0.4666666666666667,0.42857142857142855,0.5,0.5714285714285714,0.46153846153846156,1.0,1.0,,,0.2,,,,,12.0,1.0,,,,,,1.0,2.0,2.0,True,,,,,,,,,,
