EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,OffFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,PenaltyCorner3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,on
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,39423.0,657,8,1258,1256,374.0,390,172.0,2514,39.0,79.0,2.0,9.0,14.0,25.0,20.0,40.0,44.0,94.0,2.0,4.0,1.0,17.0,53.0,5.0,9.0,7.0,24.0,103.0,213.0,19.0,57.0,64.0,327,1338,7.0,23.0,5.0,9.0,3.0,32.0,34.0,69.0,7.0,25.0,23.0,112.0,42.0,164.0,51.0,6.0,4.0,2.0,51.0,17.0,20.0,112.0,34.0,146.0,30.0,4.0,35.0,26.0,51.0,326.0,2.0,7.0,17.0,45.0,2.0,64.0,9.0,73.0,3.0,26.0,8.0,18.0,45.0,3.0,31.0,23.0,3.0,14.0,2.0,4.0,68.0,5.0,18.0,24.0,49.0,1.0,4.0,71.0,2.0,5.0,81.0,9.0,1.0,34.0,1.0,9.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,112.0,374.0,5.0,9.0,0.20388349514563106,0.2079207920792079,0.8947368421052632,0.3333333333333333,0.5555555555555556,0.28,0.34545454545454546,0.4835680751173709,0.30434782608695654,0.4927536231884058,0.48703703703703705,0.453125,0.4734042553191489,0.5360655737704918,0.47058823529411764,0.5185185185185185,0.2111111111111111,0.09389671361502347,0.20253164556962025,0.05,0.02127659574468085,25.47814207650273,0.6617647058823529,0.041666666666666664,0.125,0.015086206896551725,0.08673469387755102,0.018018018018018018,0.11151079136690648,0.01565217391304348,0.02564102564102564,0.015306122448979591,0.022222222222222223,0.1415929203539823,0.125,0.1111111111111111,0.06569343065693431,0.13559322033898305,0.02459016393442623,0.25,0.29259259259259257,0.4936708860759494,0.6190476190476191,0.23076923076923078,0.14814814814814814,0.5,0.5263157894736842,0.1,0.34814814814814815,0.46808510638297873,0.4782608695652174,0.22727272727272727,0.014814814814814815,0.5,0.5,1.0,0.1962962962962963,0.32075471698113206,0.32075471698113206,0.8823529411764706,0.28125,0.2222222222222222,0.28125,0.5555555555555556,1.0,0.26595744680851063,0.56,0.010638297872340425,0.2553191489361702,0.2916666666666667,0.5037037037037037,0.3333333333333333,0.46977359550561804,0.46936607142857145,0.45689560439560434,0.11824324324324324,0.14285714285714285,0.017241379310344827,0.09785932721712538,0.3425076452599388,10.16338028169014,26.096491228070178,0.2972972972972973,,,,,,,,,,,,,,,,,,,True
1723,1610612762,Matt Harpring,Matt Harpring,1723,UTA,18814.0,314,4,591,599,249.0,251,95.0,1190,28.0,42.0,7.0,12.0,10.0,16.0,6.0,21.0,10.0,34.0,,2.0,1.0,,,,,,,44.0,97.0,,2.0,23.0,111,637,10.0,19.0,,,6.0,26.0,15.0,37.0,,1.0,14.0,44.0,66.0,22.0,,,10.0,,,,8.0,12.0,4.0,16.0,3.0,1.0,6.0,2.0,4.0,36.0,6.0,20.0,8.0,19.0,5.0,32.0,28.0,60.0,4.0,6.0,4.0,2.0,6.0,,4.0,4.0,,2.0,,,10.0,,2.0,14.0,29.0,3.0,1.0,30.0,1.0,3.0,30.0,4.0,,11.0,,6.0,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,44.0,249.0,4.0,6.0,0.75,0.8461538461538461,,,,,,0.4536082474226804,0.5263157894736842,0.40540540540540543,0.4444444444444444,0.5263157894736842,0.39473684210526316,0.4955357142857143,0.5652173913043478,0.4782608695652174,0.020202020202020204,0.08247422680412371,0.11904761904761904,0.14285714285714285,,17.329545454545453,0.6,0.19230769230769232,0.11176470588235295,0.08888888888888889,0.09090909090909091,0.1111111111111111,0.10465116279069768,0.0931899641577061,0.19117647058823528,0.020833333333333332,0.08888888888888889,0.06,0.12,0.14285714285714285,0.10526315789473684,0.06451612903225806,0.08695652173913043,1.0,0.42424242424242425,0.6666666666666666,0.7567567567567568,0.6785714285714286,0.21212121212121213,0.2857142857142857,0.3333333333333333,0.6666666666666666,0.3434343434343434,0.29411764705882354,0.29411764705882354,1.0,0.020202020202020204,,,,,,,,0.631578947368421,0.5833333333333334,,,,0.42105263157894735,0.625,0.02631578947368421,,,0.4444444444444444,,0.4804449494949494,0.5259125,0.48028421052631576,0.10377358490566038,0.10576923076923077,,0.23423423423423423,0.3963963963963964,8.580412371134022,24.0,0.4213197969543147,2.0,0.09523809523809523,0.08196721311475409,0.2222222222222222,0.2857142857142857,,,,,,,,,,,,,,True
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,26927.0,449,15,860,856,218.0,234,113.0,1716,24.0,51.0,8.0,11.0,6.0,10.0,5.0,12.0,10.0,30.0,,3.0,,3.0,6.0,1.0,2.0,,1.0,39.0,93.0,3.0,9.0,38.0,125,918,8.0,12.0,1.0,2.0,5.0,24.0,9.0,19.0,,1.0,16.0,34.0,46.0,32.0,9.0,,12.0,,6.0,3.0,10.0,27.0,5.0,32.0,4.0,1.0,13.0,6.0,8.0,69.0,7.0,17.0,17.0,27.0,6.0,50.0,26.0,76.0,1.0,12.0,7.0,5.0,13.0,4.0,10.0,12.0,2.0,3.0,,1.0,25.0,3.0,4.0,20.0,47.0,,4.0,40.0,3.0,4.0,51.0,2.0,,19.0,,8.0,34.0,,,22.0,11.0,34.0,25.0,,34.0,218.0,6.0,7.0,0.5897435897435898,0.696969696969697,1.0,0.3333333333333333,0.5,,0.3333333333333333,0.41935483870967744,0.6666666666666666,0.47368421052631576,0.4264705882352941,0.6785714285714286,0.45,0.4921259842519685,0.6666666666666666,0.5862068965517241,0.08823529411764706,0.10752688172043011,0.19607843137254902,,,15.1,0.52,0.18181818181818182,0.11065573770491803,0.05396825396825397,0.12408759124087591,0.09210526315789473,0.11548556430446194,0.061381074168797956,0.07017543859649122,0.045112781954887216,0.08333333333333333,0.058823529411764705,0.10256410256410256,0.1728395061728395,0.16842105263157894,0.023809523809523808,0.02040816326530612,0.7352941176470589,0.5,0.47058823529411764,0.5853658536585366,0.5416666666666666,0.11764705882352941,0.4166666666666667,0.4166666666666667,,0.29411764705882354,0.3333333333333333,0.3333333333333333,1.0,0.029411764705882353,,,,0.058823529411764705,0.5,0.5,1.0,0.7857142857142857,0.7272727272727273,0.14285714285714285,0.5,1.0,0.5,0.6,,0.05,,0.5882352941176471,0.5,0.5032181372549018,0.55965,0.5125725,0.15966386554621848,0.17272727272727273,,0.192,0.272,7.496774193548387,24.455555555555556,0.2534883720930233,2.0,0.06451612903225806,0.04411764705882353,0.125,0.125,1.0,3.0,1.0,,,,,,,,,,,True
1921,1610612762,Gordan Giricek,Gordan Giricek,1921,UTA,11749.0,196,-10,382,381,117.0,143,50.0,763,1.0,2.0,,,1.0,1.0,3.0,5.0,12.0,27.0,2.0,6.0,1.0,6.0,11.0,1.0,1.0,2.0,3.0,16.0,34.0,8.0,17.0,6.0,62,406,2.0,4.0,1.0,2.0,,7.0,5.0,10.0,2.0,4.0,2.0,18.0,22.0,10.0,24.0,,,,11.0,6.0,1.0,10.0,2.0,12.0,2.0,,4.0,4.0,2.0,26.0,1.0,,8.0,10.0,1.0,19.0,1.0,20.0,,,,,2.0,3.0,1.0,9.0,,1.0,,5.0,11.0,2.0,5.0,5.0,26.0,,1.0,8.0,,3.0,7.0,,1.0,3.0,,,1.0,,,1.0,,1.0,1.0,,18.0,117.0,9.0,,0.6875,0.6875,1.0,0.47058823529411764,0.5,0.5,0.47058823529411764,0.47058823529411764,0.5,0.5,0.5490196078431373,0.5833333333333334,0.5714285714285714,0.5740740740740741,0.5833333333333334,0.6,0.3333333333333333,0.029411764705882353,,,0.037037037037037035,14.672686230248308,0.18181818181818182,0.1,0.07874015748031496,,0.1509433962264151,0.022727272727272728,0.1,0.005714285714285714,,,0.02631578947368421,0.07142857142857142,0.08108108108108109,0.08333333333333333,0.1,0.3076923076923077,,1.0,0.0392156862745098,0.5,0.5,,0.09803921568627451,0.6,0.6,0.3333333333333333,0.5294117647058824,0.4444444444444444,0.46153846153846156,0.8333333333333334,0.11764705882352941,0.3333333333333333,0.3333333333333333,1.0,0.21568627450980393,0.5454545454545454,0.5454545454545454,1.0,,,0.16666666666666666,1.0,1.0,0.07142857142857142,1.0,0.07142857142857142,0.21428571428571427,0.6666666666666666,0.37254901960784315,0.5454545454545454,0.4662450980392157,0.5277999999999999,0.45537142857142854,0.05555555555555555,0.08108108108108109,,0.11290322580645161,0.2903225806451613,15.976470588235292,24.34705882352941,0.306282722513089,,,,,,,,,1.0,0.16666666666666666,,,,,,,,,True
200794,1610612762,Paul Millsap,Paul Millsap,200794,UTA,9535.0,159,19,292,294,113.0,87,55.0,586,17.0,26.0,6.0,8.0,5.0,8.0,4.0,8.0,1.0,5.0,,,,,1.0,,,,,22.0,39.0,,1.0,10.0,54,291,7.0,11.0,,,3.0,17.0,7.0,13.0,,,4.0,18.0,20.0,24.0,,,8.0,,1.0,,4.0,4.0,,4.0,,,3.0,,1.0,8.0,3.0,20.0,6.0,15.0,2.0,23.0,23.0,46.0,3.0,5.0,3.0,2.0,6.0,2.0,4.0,5.0,,2.0,,1.0,11.0,2.0,6.0,10.0,25.0,4.0,2.0,15.0,,3.0,16.0,,,6.0,,2.0,5.0,,,4.0,1.0,5.0,3.0,,18.0,113.0,4.0,2.0,0.45454545454545453,0.5555555555555556,,,,,,0.5641025641025641,0.6363636363636364,0.5384615384615384,0.55,0.6363636363636364,0.5384615384615384,0.5625,0.6071428571428571,0.5294117647058824,0.025,0.10256410256410256,0.07692307692307693,0.125,0.2,16.298342541436465,0.5454545454545454,0.2,0.1744186046511628,0.1652892561983471,0.13333333333333333,0.10344827586206896,0.16030534351145037,0.15333333333333332,0.225,0.18518518518518517,0.11538461538461539,0.26666666666666666,0.043478260869565216,0.18181818181818182,0.125,0.15384615384615385,0.21428571428571427,0.6,0.65,0.6538461538461539,0.7083333333333334,0.4117647058823529,0.2,0.5,0.5714285714285714,0.5,0.125,0.2,0.25,1.0,,,,,0.025,,,,0.7272727272727273,0.75,,,,0.6153846153846154,0.625,,,,0.675,,0.5155825,0.52085,0.4903692307692308,0.13043478260869565,0.13333333333333333,,0.3148148148148148,0.3333333333333333,4.407692307692307,25.2,0.386986301369863,,,0.037037037037037035,,0.16666666666666666,,1.0,,,,,,,,,,,,True
2246,1610612762,Mehmet Okur,Mehmet Okur,2246,UTA,30719.0,512,-19,981,976,255.0,243,132.0,1957,12.0,25.0,4.0,9.0,2.0,4.0,6.0,25.0,21.0,41.0,,5.0,4.0,22.0,66.0,1.0,5.0,5.0,18.0,39.0,91.0,22.0,71.0,31.0,175,1055,4.0,11.0,1.0,5.0,5.0,16.0,7.0,17.0,5.0,22.0,12.0,41.0,54.0,24.0,66.0,,8.0,,66.0,22.0,6.0,23.0,5.0,28.0,3.0,2.0,8.0,3.0,12.0,61.0,6.0,25.0,39.0,43.0,8.0,90.0,32.0,122.0,3.0,23.0,9.0,14.0,14.0,3.0,6.0,9.0,,8.0,1.0,,23.0,1.0,5.0,30.0,58.0,3.0,3.0,32.0,2.0,4.0,40.0,2.0,3.0,14.0,1.0,4.0,15.0,,,8.0,7.0,15.0,8.0,1.0,41.0,255.0,7.0,3.0,0.6923076923076923,0.7714285714285715,1.0,0.30985915492957744,0.2,0.22727272727272727,0.30985915492957744,0.42857142857142855,0.36363636363636365,0.4117647058823529,0.4444444444444444,0.34375,0.3717948717948718,0.48044692737430167,0.4,0.4444444444444444,0.4382716049382716,0.06593406593406594,0.2,0.04,,17.734855136084285,0.6086956521739131,0.2222222222222222,0.1552346570397112,0.06944444444444445,0.24375,0.06315789473684211,0.18764302059496568,0.06813186813186813,0.078125,0.06666666666666667,0.05128205128205128,0.17647058823529413,0.2087912087912088,0.0891089108910891,0.21621621621621623,0.30612244897959184,0.031914893617021274,0.5333333333333333,0.15432098765432098,0.48,0.6,0.5833333333333334,0.15432098765432098,0.24,0.25,0.3333333333333333,0.25308641975308643,0.5121951219512195,0.5121951219512195,0.8571428571428571,0.030864197530864196,,,,0.4074074074074074,0.3333333333333333,0.3333333333333333,1.0,0.5625,0.4444444444444444,0.3125,0.2,1.0,0.10256410256410256,0.5,0.10256410256410256,0.46153846153846156,0.2777777777777778,0.5925925925925926,0.3333333333333333,0.4860626543209877,0.5147750000000001,0.46731794871794874,0.08571428571428572,0.13592233009708737,0.013888888888888888,0.09142857142857143,0.2342857142857143,10.845054945054946,24.632394366197186,0.2599388379204893,1.0,0.034482758620689655,0.06097560975609756,0.11764705882352941,,,2.0,,,,,,,,,,,,True
2430,1610612762,Carlos Boozer,Carlos Boozer,2430,UTA,33586.0,560,-6,1080,1077,320.0,350,136.0,2157,78.0,116.0,24.0,35.0,26.0,37.0,42.0,86.0,26.0,67.0,,,,,,,,,,146.0,269.0,,,70.0,362,1177,30.0,44.0,,,11.0,71.0,43.0,78.0,,,27.0,113.0,198.0,94.0,,,40.0,,,,16.0,33.0,6.0,39.0,6.0,,19.0,3.0,11.0,84.0,11.0,32.0,28.0,83.0,14.0,125.0,46.0,171.0,2.0,15.0,6.0,9.0,24.0,1.0,14.0,21.0,1.0,10.0,,5.0,45.0,3.0,10.0,25.0,41.0,2.0,9.0,67.0,4.0,,93.0,11.0,,41.0,,11.0,5.0,,,4.0,1.0,5.0,4.0,3.0,113.0,320.0,2.0,10.0,0.678082191780822,0.7857142857142857,,,,,,0.5427509293680297,0.6818181818181818,0.5512820512820513,0.5427509293680297,0.6818181818181818,0.5512820512820513,0.5838709677419355,0.696078431372549,0.601063829787234,,0.05947955390334572,0.1206896551724138,0.023255813953488372,,28.629032258064516,0.5333333333333333,0.32558139534883723,0.27124183006535946,0.08247422680412371,0.16766467065868262,0.12222222222222222,0.2346723044397463,0.0899581589958159,0.144,0.0783132530120482,0.11267605633802817,0.2,0.32653061224489793,0.2831858407079646,0.1724137931034483,0.1568627450980392,0.018867924528301886,0.8,0.4312267657992565,0.6724137931034483,0.7647058823529411,0.5769230769230769,0.31970260223048325,0.4883720930232558,0.5,0.8095238095238095,0.24907063197026022,0.3880597014925373,0.3880597014925373,0.7692307692307693,,,,,,,,,0.7954545454545454,0.6857142857142857,,,,0.47435897435897434,0.7027027027027027,,,,0.4312267657992565,,0.4802784386617101,0.5325527777777778,0.47779615384615387,0.13712374581939799,0.13712374581939799,,0.19613259668508287,0.31215469613259667,7.366542750929369,,0.2962962962962963,3.0,0.08823529411764706,0.010309278350515464,0.15789473684210525,0.20833333333333334,,,,,,,,,,,,,,True
200793,1610612762,Dee Brown,Dee Brown,200793,UTA,352.0,6,8,13,14,3.0,3,,27,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,1.0,2.0,,1.0,,2,2,,,,,,,,,,,,,2.0,,,,,,,,,1.0,1.0,2.0,1.0,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,1.0,,,,,,0.5,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,,23.076923076923077,,,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,0.6666666666666666,,0.5593833333333333,,,,,,,,9.9,22.7,0.23076923076923078,,,,,,,,,,,,,,,,,,,True
2260,1610612762,Jarron Collins,Jarron Collins,2260,UTA,4212.0,70,11,132,131,59.0,75,18.0,263,,2.0,,2.0,,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,2.0,5.0,,,5.0,9,127,,3.0,,,2.0,2.0,1.0,3.0,,,3.0,5.0,4.0,,,,,,,,2.0,2.0,,2.0,,,2.0,,,4.0,,3.0,3.0,5.0,1.0,9.0,3.0,12.0,,3.0,2.0,1.0,,,,1.0,,,,,1.0,,1.0,10.0,14.0,1.0,,9.0,2.0,1.0,11.0,1.0,,3.0,,3.0,,,,,,,,,5.0,59.0,2.0,3.0,1.0,1.0,,,,,,0.4,,0.3333333333333333,0.4,,0.3333333333333333,0.45,0.2,0.4166666666666667,,0.4,1.0,,,7.189542483660131,,0.25,0.1282051282051282,0.05555555555555555,0.15,,0.13559322033898305,0.04918032786885246,0.11764705882352941,,,0.15384615384615385,0.1111111111111111,0.11764705882352941,0.125,0.25,,,0.4,,,,0.2,1.0,1.0,1.0,0.4,0.5,0.5,1.0,,,,,,,,,0.6666666666666666,,,,,0.6666666666666666,,,,,0.4,,0.44532000000000005,0.4998666666666667,0.4892666666666667,0.42857142857142855,0.42857142857142855,,0.2222222222222222,0.5555555555555556,8.22,,0.44696969696969696,,,0.06666666666666667,,,,,,,,,,,,,,,,True
965,1610612762,Derek Fisher,Derek Fisher,965,UTA,20665.0,344,-3,663,660,150.0,156,82.0,1323,8.0,20.0,3.0,5.0,4.0,5.0,4.0,7.0,15.0,35.0,5.0,10.0,4.0,6.0,12.0,,2.0,4.0,6.0,27.0,62.0,11.0,22.0,26.0,113,702,4.0,7.0,1.0,3.0,,11.0,7.0,12.0,7.0,10.0,10.0,45.0,32.0,22.0,27.0,6.0,,,12.0,6.0,4.0,20.0,2.0,22.0,2.0,,14.0,3.0,3.0,46.0,,2.0,10.0,6.0,1.0,17.0,2.0,19.0,,10.0,4.0,6.0,9.0,1.0,7.0,6.0,1.0,2.0,,2.0,15.0,2.0,4.0,11.0,39.0,1.0,2.0,27.0,,7.0,28.0,2.0,2.0,10.0,,4.0,1.0,,,1.0,,1.0,1.0,,45.0,150.0,7.0,4.0,0.5925925925925926,0.5925925925925926,0.8181818181818182,0.5,0.3333333333333333,0.7,0.5,0.43548387096774194,0.5714285714285714,0.5833333333333334,0.5178571428571429,0.55,0.7954545454545454,0.578125,0.55,0.8333333333333334,0.2619047619047619,0.06451612903225806,0.2,,,14.663143989431967,0.6,0.038461538461538464,0.03409090909090909,0.008064516129032258,0.09523809523809523,,0.05693950177935943,0.006802721088435374,,0.010309278350515464,,0.02127659574468085,0.017543859649122806,0.05555555555555555,0.12162162162162163,0.03225806451612903,,1.0,0.23809523809523808,0.4,0.5,0.25,0.08333333333333333,0.5714285714285714,0.5714285714285714,0.25,0.4166666666666667,0.42857142857142855,0.42857142857142855,0.8666666666666667,0.11904761904761904,0.5,0.5,0.8,0.14285714285714285,0.5,0.5454545454545454,0.8333333333333334,0.5,0.6,0.2,,,0.22727272727272727,0.8,0.18181818181818182,0.2727272727272727,0.6666666666666666,0.5,0.5,0.4789410714285714,0.50252,0.4891295454545455,0.10869565217391304,0.14285714285714285,,0.09734513274336283,0.39823008849557523,12.379032258064516,24.38181818181818,0.22624434389140272,,,0.015873015873015872,,,,,,1.0,0.1,1.0,3.0,1.0,0.045454545454545456,0.08333333333333333,1.0,1.0,0.75,True
