EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Corner3Assists,AtRimAssists,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,Travels,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,SelfOReb,SecondChanceTurnovers,SelfORebPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,OffFTReboundPct,Defensive 3 Seconds Violations,on,3SecondViolations,LongMidRangePctBlocked,Corner3PctBlocked,Blocked3s,BlockedCorner3,BlockedArc3,StepOutOfBoundsTurnovers,OffensiveGoaltends
101131,1610612765,Jason Maxiell,Jason Maxiell,101131,DET,8786.0,146,-7,263,277,106.0,135,35,540,16.0,17.0,5.0,5.0,4.0,5.0,3.0,7.0,3.0,8.0,1.0,1.0,22.0,32.0,1.0,12.0,56.0,284,5.0,6.0,8.0,18.0,6.0,9.0,1.0,9.0,21.0,34.0,10.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,7.0,4.0,16,2.0,22,11.0,33,4.0,3.0,1.0,5.0,4.0,2.0,1.0,1.0,7.0,2.0,11.0,21.0,4.0,1.0,18.0,4.0,1.0,23.0,3.0,10.0,3.0,9.0,6.0,2.0,1.0,9.0,6.0,2.0,21.0,106.0,2.0,3.0,0.7727272727272727,0.8947368421052632,0.6875,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.6,0.6511627906976745,0.75,0.65625,0.030303030303030304,0.03125,0.14285714285714285,16.666666666666668,0.7142857142857143,0.13333333333333333,0.16666666666666666,0.08433734939759036,0.14285714285714285,0.125,0.16129032258064516,0.09565217391304348,0.13636363636363635,0.125,0.044444444444444446,0.14285714285714285,0.09090909090909091,0.15625,0.20833333333333334,0.15,0.3076923076923077,0.6666666666666666,0.5151515151515151,0.9411764705882353,0.9411764705882353,0.8125,0.21212121212121213,0.42857142857142855,0.5,0.3333333333333333,0.24242424242424243,0.375,0.375,1.0,0.030303030303030304,0.8333333333333334,1.0,0.4,0.5,0.8,0.1,0.5454545454545454,0.506775,0.57775,0.5278555555555555,0.25,0.2564102564102564,0.32142857142857145,0.375,6.4156249999999995,42.5,0.40304182509505704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1497,1610612765,Chauncey Billups,Chauncey Billups,1497,DET,6370.0,106,5,184,195,75.0,91,22,379,,2.0,,1.0,,,,,6.0,13.0,20.0,10.0,6.0,15.0,23.0,21.0,63.0,204,,1.0,,6.0,4.0,5.0,12.0,15.0,38.0,2.0,10.0,,,2.0,10.0,3.0,13.0,1.0,5.0,29.0,,2.0,3.0,5,,8,2.0,10,1.0,1.0,,7.0,2.0,2.0,,5.0,9.0,1.0,1.0,3.0,,,22.0,,3.0,26.0,1.0,5.0,6.0,,,,,,,,38.0,75.0,2.0,6.0,0.16666666666666666,0.16666666666666666,0.4,,0.8,0.5526315789473685,0.6,0.6764705882352942,0.6326530612244898,0.6,0.74,0.6052631578947368,0.13333333333333333,,27.619047619047617,0.7777777777777778,,0.07352941176470588,0.03508771929824561,0.1875,,0.09523809523809523,0.02531645569620253,,,0.07407407407407407,,,,0.15789473684210525,0.07142857142857142,,,0.05263157894736842,,,,,,,,0.34210526315789475,0.46153846153846156,0.46153846153846156,0.16666666666666666,0.5263157894736842,0.2,,,,,0.5882352941176471,0.6578947368421053,0.46009324324324313,0.50892,0.4674029411764706,0.13953488372093023,0.2631578947368421,0.09523809523809523,0.6031746031746031,14.959999999999999,26.065217391304348,0.4076086956521739,1.0,3.0,1.0,2.0,9.0,2.0,4.0,4.0,10.0,2.0,4.0,5.0,15.0,15.0,20.0,9.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,0.43478260869565216,0.5,0.4166666666666667,0.43478260869565216,0.043478260869565216,1.0,0.05,0.3,0.07894736842105263,0.3333333333333333,0.3333333333333333,0.45,0.47368421052631576,0.5555555555555556,0.8,0.5,0.5,0.11764705882352941,0.5,0.4,0.45,0.041666666666666664,,,,,,,,,,,,,True,,,,,,,,
185,1610612765,Chris Webber,Chris Webber,185,DET,1105.0,18,-5,35,34,8.0,16,7,69,2.0,9.0,1.0,3.0,1.0,3.0,1.0,2.0,,1.0,,,3.0,12.0,,1.0,7.0,36,2.0,4.0,,4.0,1.0,3.0,,,2.0,4.0,2.0,2.0,,1.0,2.0,,2.0,,1.0,4.0,,3.0,,3,,3,3.0,6,,,,1.0,,2.0,,1.0,3.0,,2.0,4.0,,1.0,2.0,,,2.0,,1.0,,1.0,1.0,,,1.0,1.0,,2.0,8.0,,,0.6666666666666666,1.0,0.25,0.5,0.3333333333333333,0.25,0.5,0.3333333333333333,0.2692307692307692,0.5,0.3333333333333333,,0.08333333333333333,,38.095238095238095,0.3333333333333333,,0.1875,0.1875,,,0.17647058823529413,0.1875,0.125,0.5,,,,0.3333333333333333,,,,1.0,0.75,0.2222222222222222,0.25,0.5,0.16666666666666666,0.5,0.5,1.0,0.08333333333333333,,,,,0.75,0.3333333333333333,,1.0,0.3333333333333333,,0.75,0.5044083333333333,0.5332,0.5554333333333333,0.07692307692307693,0.07692307692307693,0.5714285714285714,0.2857142857142857,2.566666666666667,,0.22857142857142856,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,1.0,1.0,0.125,,,,,,,,,,True,,,,,,,,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,6308.0,105,-20,185,199,79.0,93,31,384,2.0,5.0,,,1.0,2.0,5.0,10.0,7.0,22.0,2.0,1.0,14.0,37.0,5.0,19.0,56.0,213,2.0,4.0,2.0,9.0,3.0,9.0,3.0,13.0,22.0,20.0,8.0,2.0,,3.0,9.0,3.0,12.0,3.0,4.0,27.0,2.0,3.0,2.0,6,,8,5.0,13,2.0,1.0,1.0,1.0,1.0,3.0,1.0,,4.0,2.0,4.0,12.0,,,13.0,,1.0,22.0,,5.0,5.0,,,,,,,,22.0,79.0,4.0,5.0,0.7142857142857143,0.7692307692307693,0.3783783783783784,0.5,0.3333333333333333,0.44047619047619047,0.7,0.375,0.5192307692307693,0.75,0.5263157894736842,0.11904761904761904,0.08108108108108109,,25.806451612903228,0.25,,0.08695652173913043,0.047619047619047616,0.1,0.08,0.0898876404494382,0.056818181818181816,,0.07142857142857142,0.0625,0.125,,,0.2222222222222222,0.08,,,0.11904761904761904,0.4,1.0,1.0,0.23809523809523808,0.5,0.5,0.6,0.5238095238095238,0.3181818181818182,0.3181818181818182,0.7142857142857143,0.047619047619047616,,,,0.16666666666666666,0.5,0.08333333333333333,0.23809523809523808,0.4323987804878048,0.3912,0.4806999999999999,0.10638297872340426,0.11904761904761904,0.16071428571428573,0.39285714285714285,13.327027027027025,27.1,0.42702702702702705,2.0,3.0,1.0,2.0,1.0,,,,3.0,1.0,1.0,1.0,9.0,,2.0,1.0,,,3.0,2.0,1.0,1.0,2.0,,1.0,0.6,1.0,0.3333333333333333,0.6,,0.6,,0.2222222222222222,0.07142857142857142,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,,,,0.16666666666666666,0.5,,0.5,,,1.0,,1.0,1.0,1.0,0.2,1.0,1.0,,,,True,,,,,,,,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,7070.0,118,3,202,214,74.0,85,28,416,2.0,5.0,,,2.0,3.0,1.0,3.0,5.0,10.0,6.0,1.0,8.0,18.0,10.0,7.0,32.0,223,,,,,4.0,6.0,3.0,2.0,10.0,6.0,10.0,,,1.0,12.0,6.0,18.0,4.0,5.0,42.0,,,6.0,3,4.0,13,1.0,14,3.0,2.0,1.0,5.0,3.0,2.0,1.0,2.0,7.0,4.0,3.0,7.0,1.0,1.0,6.0,,1.0,10.0,,5.0,,,,,,,,,10.0,74.0,1.0,,0.375,0.375,0.4444444444444444,,0.6666666666666666,0.44642857142857145,,0.4444444444444444,0.48484848484848486,,0.45454545454545453,0.35714285714285715,0.05555555555555555,,17.24137931034483,0.7142857142857143,0.2857142857142857,0.04,,0.2727272727272727,,0.09278350515463918,,,,,,,0.045454545454545456,0.047619047619047616,0.03125,0.25,,0.17857142857142858,0.4,0.5,,0.10714285714285714,0.3333333333333333,0.3333333333333333,,0.35714285714285715,0.5,0.5,0.6,0.21428571428571427,,,,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.5357142857142857,0.440725,,0.4256388888888889,0.15151515151515152,0.21739130434782608,,0.3125,10.905555555555555,24.56,0.36633663366336633,1.0,4.0,,2.0,2.0,,,,3.0,,,,9.0,,6.0,2.0,,2.0,5.0,2.0,,,,,1.0,0.3,,,0.3,,0.2,,0.3,0.14285714285714285,0.25,0.25,0.3333333333333333,0.3333333333333333,1.0,,,,0.2222222222222222,,,0.3333333333333333,,,,,,,1.0,,,,1.0,0.1111111111111111,,True,,,,,,,,
2568,1610612765,Carlos Delfino,Carlos Delfino,2568,DET,2134.0,36,-14,74,76,32.0,59,9,150,1.0,2.0,1.0,1.0,,1.0,,2.0,3.0,3.0,3.0,2.0,4.0,7.0,8.0,,11.0,75,1.0,1.0,,2.0,1.0,2.0,5.0,,2.0,6.0,2.0,2.0,,,2.0,,2.0,,,4.0,,1.0,,3,,3,1.0,4,2.0,2.0,,1.0,,1.0,,1.0,2.0,1.0,3.0,6.0,,,,,,,,,,,,,,,,,2.0,32.0,2.0,,0.75,1.0,0.5714285714285714,1.0,0.5,0.36666666666666664,1.0,0.14285714285714285,0.36666666666666664,1.0,0.14285714285714285,0.5333333333333333,,,20.481927710843376,0.5,,0.13043478260869565,0.05263157894736842,,,0.09375,0.03333333333333333,,,0.1,,,0.1,,0.2222222222222222,,,0.13333333333333333,0.5,0.5,,0.13333333333333333,,,,0.2,1.0,1.0,1.0,0.2,1.0,1.0,,0.14285714285714285,,0.2857142857142857,0.6666666666666666,0.47666333333333333,0.5504,0.51525,,,0.18181818181818182,0.18181818181818182,9.642857142857142,24.087500000000002,0.43243243243243246,1.0,5.0,,3.0,,,,,1.0,,,,3.0,,3.0,,,,2.0,,,1.0,,,1.0,0.125,,,0.125,,,,,0.3333333333333333,0.2,0.2,,,,,,,0.42857142857142855,,,,,,,,,,1.0,,,,,,,True,,,,,,,,
686,1610612765,Antonio McDyess,Antonio McDyess,686,DET,3092.0,52,3,96,99,35.0,52,16,195,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,9.0,,,5.0,13.0,,3.0,13.0,92,2.0,4.0,,4.0,5.0,7.0,,3.0,13.0,8.0,2.0,,,,2.0,,2.0,,1.0,4.0,4.0,1.0,1.0,7,2.0,10,5.0,15,1.0,,1.0,1.0,,1.0,,1.0,2.0,,4.0,9.0,,1.0,6.0,,,4.0,,1.0,1.0,2.0,1.0,,1.0,2.0,2.0,,13.0,35.0,1.0,1.0,0.8,0.8,0.38461538461538464,0.5,0.7142857142857143,0.38461538461538464,0.5,0.7142857142857143,0.43333333333333335,0.5,0.7222222222222222,,,,15.178571428571427,0.5,0.4,0.2413793103448276,0.03125,0.0625,0.2857142857142857,0.17777777777777778,0.10869565217391304,,,0.041666666666666664,0.2,0.5,0.16666666666666666,0.2857142857142857,0.25,0.125,1.0,0.23076923076923078,0.6666666666666666,0.6666666666666666,1.0,0.07692307692307693,1.0,1.0,,0.6923076923076923,0.2222222222222222,0.2222222222222222,1.0,,0.75,0.6666666666666666,1.0,0.2857142857142857,1.0,,0.23076923076923078,0.43770000000000003,0.5174333333333333,0.44814285714285707,0.07142857142857142,0.07142857142857142,0.3076923076923077,1.0,12.13846153846154,,0.3645833333333333,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,
739,1610612765,Rasheed Wallace,Rasheed Wallace,739,DET,3470.0,58,-13,94,104,37.0,32,8,198,1.0,4.0,,,,1.0,2.0,3.0,3.0,3.0,4.0,2.0,6.0,10.0,6.0,5.0,20.0,123,1.0,1.0,,2.0,2.0,3.0,3.0,4.0,8.0,10.0,2.0,,1.0,1.0,,1.0,1.0,,,3.0,,,2.0,5,,7,,7,1.0,1.0,,,,,,,,,3.0,4.0,1.0,,5.0,,,6.0,,3.0,,3.0,1.0,,2.0,3.0,2.0,,8.0,37.0,1.0,,0.8333333333333334,0.8333333333333334,0.6,1.0,0.6666666666666666,0.46875,1.0,0.3333333333333333,0.5263157894736842,1.0,0.5,0.375,0.1,,18.26923076923077,,,0.13513513513513514,,0.2222222222222222,,0.15217391304347827,,,,,,,,0.18181818181818182,0.2,0.25,0.6666666666666666,0.25,0.25,0.3333333333333333,1.0,0.1875,0.6666666666666666,0.6666666666666666,0.5,0.1875,1.0,1.0,1.0,0.25,,,,0.16666666666666666,,0.3333333333333333,0.625,0.48359666666666673,,0.47413999999999995,0.15789473684210525,0.23076923076923078,0.1,0.4,9.17,28.333333333333332,0.39361702127659576,1.0,2.0,,1.0,,,,,1.0,,,,3.0,,3.0,,,1.0,,,,,,,1.0,0.16666666666666666,,,0.2,,0.25,,0.2,0.125,0.5,0.5,,,,,,,0.16666666666666666,,,,,,,,,,1.0,,,,,,,True,,,,,,,,
905,1610612765,Dale Davis,Dale Davis,905,DET,742.0,12,4,25,24,13.0,19,3,49,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,1.0,,,3,,3,1.0,4,1.0,1.0,,,,,,,,,,3.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,13.0,2.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,0.2,0.3333333333333333,0.09090909090909091,,,,0.25,,0.25,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2436,1610612765,Flip Murray,Flip Murray,2436,DET,1599.0,27,-2,54,57,24.0,39,3,111,,,,,,,,1.0,,1.0,,,,2.0,,,,48,,,,,,1.0,,,,,,,,,2.0,,2.0,,1.0,4.0,,,,1,,1,,1,,,,4.0,1.0,,,3.0,4.0,2.0,,2.0,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,24.0,,,,,,,,,,,,,,,,,10.344827586206897,1.0,,0.05555555555555555,,,,0.041666666666666664,,,,,,,,0.3333333333333333,,,1.0,,,,,0.5,,,,0.5,,,,,,,,,,,,0.3618,,0.3562,,,,,15.399999999999999,,0.4444444444444444,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
