EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,ShortMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsPutbacks,HeaveAttempts,Corner3Assists,OffThreePtRebounds,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Offensive Fouls,ThreePtShootingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,Loose Ball Fouls,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,ShortMidRangePctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceTurnovers,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangePctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,Travels,PenaltyCorner3FGA,PenaltyCorner3Frequency,on,PenaltyCorner3FGM,PenaltyCorner3Accuracy
1715,1610612748,Jason Williams,Jason Williams,1715,MIA,5695.0,95,-23.0,184,182,33.0,40.0,16.0,366,1.0,4.0,3.0,3.0,1.0,2.0,3.0,10.0,1.0,10.0,4.0,12.0,4.0,18.0,208,2.0,12.0,10.0,3.0,2.0,7.0,4.0,11.0,4.0,4.0,3.0,26.0,2.0,3.0,5.0,5.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,33.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.1,0.3181818181818182,0.3541666666666667,0.5454545454545454,0.2,0.5,12.935323383084578,1.0,0.05,0.1,0.0625,0.08333333333333333,0.058823529411764705,0.03225806451612903,0.0625,0.25,1.0,0.18181818181818182,0.25,0.5,0.13636363636363635,0.13636363636363635,0.09090909090909091,0.5,0.5,1.0,0.45454545454545453,0.3,0.3,1.0,0.7272727272727273,0.3,0.5284704545454546,0.08333333333333333,0.16666666666666666,8.9,24.84166666666667,0.1793478260869565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1899,1610612748,James Posey,James Posey,1899,MIA,6500.0,108,-2.0,203,205,78.0,68.0,23.0,408,2.0,2.0,1.0,3.0,2.0,6.0,4.0,9.0,3.0,6.0,6.0,15.0,5.0,29.0,219,4.0,18.0,9.0,4.0,,3.0,2.0,5.0,2.0,1.0,,12.0,4.0,19.0,26.0,27.0,7.0,4.0,3.0,2.0,2.0,3.0,,6.0,14.0,7.0,2.0,5.0,,1.0,1.0,1.0,4.0,3.0,78.0,2.0,1.0,0.4,0.4,0.5,0.5714285714285714,0.6304347826086957,0.7142857142857143,,,10.822510822510822,0.6666666666666666,0.24358974358974358,0.2,0.23469387755102042,0.09090909090909091,0.2857142857142857,0.3142857142857143,0.13333333333333333,0.4,0.75,0.09523809523809523,1.0,1.0,0.047619047619047616,0.14285714285714285,0.2857142857142857,0.3333333333333333,0.3333333333333333,1.0,0.42857142857142855,0.4444444444444444,0.4444444444444444,1.0,0.8095238095238095,0.4444444444444444,0.5208357142857144,0.047619047619047616,0.16666666666666666,11.416666666666666,24.90666666666667,0.3842364532019704,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,7.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,7.0,0.3333333333333333,0.3333333333333333,0.5,0.4,0.5,0.5,0.75,0.014285714285714285,0.011111111111111112,0.043478260869565216,0.5,0.3333333333333333,0.3333333333333333,0.14285714285714285,1.0,0.2857142857142857,0.5,0.40269999999999995,0.2413793103448276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,9708.0,162,-40.0,306,307,90.0,84.0,32.0,613,15.0,26.0,12.0,41.0,,,,5.0,36.0,79.0,,5.0,22.0,94.0,341,68.0,,4.0,,3.0,17.0,8.0,25.0,4.0,14.0,,58.0,4.0,8.0,12.0,19.0,5.0,3.0,2.0,16.0,10.0,23.0,11.0,2.0,13.0,29.0,4.0,32.0,,16.0,,,2.0,1.0,90.0,2.0,,,,0.45569620253164556,0.42857142857142855,0.4845360824742268,0.05952380952380952,0.0379746835443038,0.07692307692307693,34.98542274052478,0.6956521739130435,0.07476635514018691,0.125,0.08633093525179857,0.037037037037037035,0.10344827586206896,0.0784313725490196,0.12,0.14285714285714285,0.5,0.30952380952380953,0.5769230769230769,0.625,0.14285714285714285,0.4880952380952381,,,,,0.05952380952380952,,,,0.36904761904761907,,0.44178493975903627,0.17708333333333334,0.17777777777777778,10.965822784810124,31.640000000000004,0.29411764705882354,6.0,11.0,15.0,,4.0,13.0,28.0,,4.0,33.0,4.0,3.0,3.0,,7.0,1.0,7.0,,5.0,1.0,2.0,1.0,1.0,33.0,0.05555555555555555,0.0625,,0.4642857142857143,0.40625,0.4714285714285714,,0.028846153846153848,0.043478260869565216,0.03225806451612903,0.06666666666666667,0.36585365853658536,0.36585365853658536,0.34375,0.5454545454545454,0.125,,0.4423693548387096,0.35106382978723405,4.0,6.0,6.0,1.0,5.0,9.0,1.0,2.0,12.0,7.0,8.0,1.0,4.0,3.0,1.0,3.0,1.0,6.0,5.0,1.0,0.5555555555555556,0.5,0.5454545454545454,0.08333333333333333,0.05555555555555555,0.08823529411764706,0.06451612903225806,0.125,0.06818181818181818,0.5,0.5454545454545454,0.06666666666666667,0.6,0.6666666666666666,0.1,0.43141428571428575,0.16666666666666666,0.1276595744680851,,,,,,,,,,,,,,,,,,,,True,,
2574,1610612748,Jason Kapono,Jason Kapono,2574,MIA,3313.0,55,-11.0,108,103,44.0,25.0,13.0,211,1.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,8.0,2.0,4.0,,14.0,115,2.0,6.0,3.0,1.0,,1.0,,1.0,,,,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,1.0,4.0,1.0,1.0,,,,,,,,44.0,,1.0,0.5,0.5,0.5,0.5833333333333334,0.5833333333333334,0.3333333333333333,,,9.67741935483871,,0.03125,,0.023255813953488372,,0.1111111111111111,,,,,0.16666666666666666,0.5,0.5,0.25,0.25,0.08333333333333333,1.0,1.0,1.0,0.25,0.3333333333333333,0.5,1.0,0.5,0.3333333333333333,0.44450833333333334,,,11.05,24.55,0.4074074074074074,,1.0,1.0,,1.0,1.0,4.0,,1.0,2.0,6.0,1.0,,,,,,,,,,,,2.0,0.75,0.75,,0.25,0.2,0.2,,,,,1.0,0.3333333333333333,0.3333333333333333,0.2,,0.2,,0.37745,0.14285714285714285,,,2.0,1.0,,,1.0,,3.0,,,,,,,,,,,,,1.5,1.5,,,,,,,0.6666666666666666,0.6666666666666666,1.0,,,1.0,,,0.21428571428571427,1.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.5,1.0,1.0,,,,,,,,,,True,,
952,1610612748,Antoine Walker,Antoine Walker,952,MIA,3880.0,65,9.0,120,122,49.0,42.0,12.0,242,4.0,9.0,5.0,1.0,,2.0,4.0,8.0,5.0,15.0,4.0,10.0,3.0,25.0,118,8.0,12.0,8.0,4.0,,4.0,1.0,5.0,1.0,1.0,,11.0,,4.0,4.0,6.0,2.0,2.0,,1.0,1.0,3.0,2.0,,7.0,5.0,2.0,4.0,,2.0,,,,,49.0,3.0,1.0,0.4,0.4,0.3333333333333333,0.44,0.46296296296296297,0.4,,,22.388059701492537,0.3333333333333333,0.08888888888888889,,0.06896551724137931,0.16666666666666666,0.14285714285714285,,,,,0.36,0.4444444444444444,0.4444444444444444,0.2,0.04,0.08,,,,0.32,0.5,0.5,1.0,0.76,0.5,0.48634,0.07407407407407407,0.11764705882352941,3.646666666666667,25.18,0.4083333333333333,,2.0,,4.0,6.0,1.0,7.0,4.0,6.0,14.0,2.0,3.0,1.0,,2.0,,2.0,,,,,,,14.0,0.2,0.2,0.6666666666666666,0.14285714285714285,0.5384615384615384,0.5384615384615384,,0.03125,0.02,0.06666666666666667,0.25,,,0.15384615384615385,,0.46153846153846156,0.6666666666666666,0.4404846153846154,0.56,,2.0,1.0,,,2.0,,,,,,,,,1.0,1.0,,,2.0,,,,,,0.125,,,,0.0625,0.2,0.2,,1.0,,,0.57715,,,,,,1.0,,,,,,,2.0,,,,,,,,,True,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,5966.0,99,-45.0,192,190,43.0,48.0,20.0,382,6.0,7.0,5.0,12.0,,,,,11.0,24.0,,,6.0,28.0,232,2.0,,,,3.0,4.0,,4.0,,4.0,,8.0,1.0,13.0,14.0,18.0,1.0,1.0,,,,2.0,,7.0,14.0,8.0,2.0,8.0,,3.0,,,2.0,2.0,43.0,4.0,,,,0.4583333333333333,0.4583333333333333,0.5,,0.125,0.14285714285714285,13.953488372093023,,0.2,0.05263157894736842,0.16666666666666666,0.23529411764705882,0.26666666666666666,0.15151515151515152,0.07142857142857142,,1.0,0.2916666666666667,0.8571428571428571,1.0,0.20833333333333334,0.5,,,,,,,,,0.2916666666666667,,0.45031249999999995,0.1111111111111111,0.1111111111111111,10.1625,,0.22395833333333334,1.0,2.0,3.0,,,1.0,5.0,,,7.0,20.0,,2.0,,4.0,2.0,2.0,,,1.0,2.0,1.0,,7.0,0.9090909090909091,0.9090909090909091,,0.2,0.2,0.4375,,0.028169014084507043,0.045454545454545456,,1.0,0.25,0.2727272727272727,0.4,0.5,,,0.49635999999999997,0.25,,,2.0,,,2.0,,,,5.0,,,,2.0,,,,,,,,,,0.2,,0.11764705882352941,,0.16666666666666666,,0.4,0.5,1.0,,,,0.47445,,,,,,3.0,,,,0.5,,,,1.0,1.0,0.08333333333333333,0.0625,,,,,True,,
297,1610612748,Alonzo Mourning,Alonzo Mourning,297,MIA,2766.0,46,-8.0,81,88,33.0,39.0,6.0,169,5.0,6.0,5.0,,,,,,10.0,11.0,,,3.0,23.0,92,2.0,,,,1.0,1.0,,1.0,,1.0,,2.0,1.0,3.0,5.0,6.0,,,,,,,,4.0,6.0,7.0,,11.0,,4.0,,,3.0,2.0,33.0,1.0,,,,0.9090909090909091,0.9090909090909091,0.71875,,0.09090909090909091,0.16666666666666666,17.97752808988764,,0.08333333333333333,0.1,0.08695652173913043,0.1,,0.11764705882352941,0.14285714285714285,,0.6666666666666666,0.5454545454545454,0.8333333333333334,1.0,0.45454545454545453,,,,,,,,,,0.5454545454545454,,0.4807636363636364,0.2857142857142857,0.2857142857142857,2.745454545454545,,0.4074074074074074,2.0,2.0,,,,2.0,2.0,,,5.0,18.0,,,1.0,1.0,,,1.0,1.0,2.0,3.0,1.0,2.0,5.0,0.9,0.9,,1.0,1.0,0.625,0.3333333333333333,,0.03125,,1.0,,,1.0,1.0,,,0.55695,0.21739130434782608,,,5.0,,1.0,1.0,,,2.0,1.0,,,,1.0,,,,,,,1.0,1.0,0.5,,,0.1111111111111111,,,,1.0,1.0,,,,,0.3675,,0.08695652173913043,,,,,,,,0.8,,,,,2.0,,,0.3333333333333333,,,,True,,
406,1610612748,Shaquille O'Neal,Shaquille O'Neal,406,MIA,6245.0,104,-47.0,196,195,42.0,29.0,22.0,391,20.0,29.0,21.0,,,,,,28.0,50.0,,,7.0,63.0,225,24.0,,,,2.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,6.0,11.0,17.0,32.0,1.0,1.0,,6.0,3.0,13.0,3.0,6.0,13.0,19.0,,25.0,,11.0,,,6.0,3.0,42.0,,,,,0.56,0.56,0.5163934426229508,,0.04,0.034482758620689655,33.484162895927604,0.46153846153846156,0.16923076923076924,0.2857142857142857,0.19767441860465115,,0.15,0.26666666666666666,0.29411764705882354,0.25,0.5,0.58,0.6896551724137931,0.7142857142857143,0.42,,,,,,,,,,0.58,,0.495158,0.1896551724137931,0.1896551724137931,3.088,,0.21428571428571427,3.0,5.0,,,,6.0,9.0,,,14.0,32.0,,12.0,,15.0,,7.0,,3.0,3.0,6.0,2.0,4.0,14.0,0.5714285714285714,0.7272727272727273,,0.6666666666666666,0.6666666666666666,0.5833333333333334,,0.16,0.15625,0.35294117647058826,0.6,,,0.5555555555555556,0.6,,,0.4771222222222222,0.2222222222222222,5.0,8.0,8.0,,6.0,11.0,,,12.0,2.0,12.0,,,3.0,,3.0,,3.0,5.0,,0.5454545454545454,0.5454545454545454,0.46153846153846156,0.047619047619047616,,0.14285714285714285,0.1111111111111111,0.14285714285714285,0.15,0.38095238095238093,0.4,,0.7272727272727273,0.625,,0.54952,,0.19047619047619047,,,,1.0,,,,0.5,,,2.0,,3.0,,0.0967741935483871,0.14285714285714285,2.0,,,True,,
224,1610612748,Eddie Jones,Eddie Jones,224,MIA,3365.0,56,-25.0,111,112,32.0,31.0,13.0,223,1.0,1.0,,1.0,,2.0,,3.0,1.0,2.0,,5.0,5.0,7.0,120,,,3.0,,1.0,4.0,,4.0,,2.0,1.0,8.0,,2.0,4.0,5.0,1.0,1.0,,,,,,,4.0,4.0,1.0,6.0,,1.0,,,1.0,1.0,32.0,1.0,,,,0.5,0.14285714285714285,0.35,0.7142857142857143,0.5,,8.064516129032258,,0.05714285714285714,,0.043478260869565216,,0.1,0.05555555555555555,,,1.0,0.14285714285714285,1.0,1.0,,0.14285714285714285,0.2857142857142857,,,,0.42857142857142855,,,,0.8571428571428571,,0.5214214285714286,0.125,0.3333333333333333,10.25,24.2,0.2882882882882883,,,,,,,,,1.0,4.0,2.0,1.0,1.0,2.0,1.0,,,,,2.0,1.0,,1.0,4.0,1.0,1.0,,,,0.6666666666666666,0.6666666666666666,0.023809523809523808,0.017857142857142856,0.09090909090909091,1.0,,,,,,,0.5751,0.5714285714285714,,,,1.0,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.58095,,,,,,,,,,,,,,,2.0,1.0,,,,1.0,1.0,True,,
56,1610612748,Gary Payton,Gary Payton,56,MIA,1102.0,18,-8.0,29,31,6.0,14.0,3.0,60,,,,,,1.0,,,,,,1.0,,,35,,,,,,,,,,,,,,3.0,3.0,3.0,,,,1.0,1.0,2.0,1.0,,1.0,,,,,,,,,,6.0,,,,,,,,1.0,,,9.09090909090909,0.5,0.25,,0.2,0.2,,0.3333333333333333,,,,,,,,,1.0,,,,,,,,1.0,,0.58065,,,,23.2,0.20689655172413793,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.58065,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,True,,
