EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,AtRimPctBlocked,OffShortMidRangeReboundPct,PenaltyCorner3FGM,PenaltyCorner3FGA,StepOutOfBoundsTurnovers,Clear Path Fouls,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Technical Free Throw Trips,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Blocked3s,BlockedCorner3,on,Corner3PctBlocked,3pt And 1 Free Throw Trips,BlockedArc3,HeaveMakes
101112,1610612756,Channing Frye,Channing Frye,101112,PHX,31856.0,531,75.0,1013,1027,232,203,112,2040,11.0,17.0,4.0,4.0,4.0,5.0,9.0,22.0,19.0,54.0,5.0,6.0,1.0,1.0,42.0,86.0,1.0,2.0,11.0,22.0,39.0,93.0,47.0,92.0,38.0,257.0,1104,7.0,12.0,2.0,3.0,9.0,29.0,11.0,21.0,11.0,22.0,9.0,64.0,42.0,36.0,138.0,3.0,8.0,86.0,42.0,2.0,19.0,17.0,36.0,10.0,7.0,9.0,4.0,6.0,89.0,9.0,4.0,2.0,13.0,68.0,11.0,92.0,15.0,107.0,1.0,22.0,16.0,6.0,7.0,1.0,3.0,16.0,4.0,1.0,23.0,2.0,41.0,68,10.0,41.0,1.0,7.0,47.0,4.0,20.0,1.0,4.0,22.0,13.0,1.0,8.0,22.0,16.0,2.0,1.0,1.0,6.0,64.0,232,2.0,4.0,0.5384615384615384,0.6,0.9787234042553191,0.5108695652173914,0.6666666666666666,0.5,0.5108695652173914,0.41935483870967744,0.5833333333333334,0.5238095238095238,0.5918918918918918,0.6666666666666666,0.6395348837209303,0.6237864077669902,0.725,0.6530612244897959,0.4972972972972973,0.021505376344086023,0.09090909090909091,19.895742832319723,0.30434782608695654,0.34375,0.05263157894736842,0.18888888888888888,0.0136986301369863,0.12037037037037036,0.055900621118012424,0.17307692307692307,0.02869757174392936,0.00980392156862745,0.02830188679245283,0.048,0.08333333333333333,0.20618556701030927,0.2857142857142857,0.08759124087591241,0.13513513513513514,0.08823529411764706,0.010526315789473684,0.7272727272727273,0.0918918918918919,0.6470588235294118,0.6470588235294118,0.36363636363636365,0.11891891891891893,0.4090909090909091,0.45,0.3333333333333333,0.2918918918918919,0.35185185185185186,0.35185185185185186,0.7368421052631579,0.032432432432432434,0.8333333333333334,0.8333333333333334,1.0,0.4648648648648649,0.4883720930232558,0.4883720930232558,0.9761904761904762,0.26666666666666666,1.0,0.25,0.06666666666666667,1.0,1.0,0.13333333333333333,0.5,1.0,0.11627906976744186,0.8,0.5116279069767442,0.5,0.5891891891891892,0.4883720930232558,0.4975416216216218,0.4885363636363636,0.4856825581395348,0.10396039603960396,0.1834862385321101,0.010752688172043012,0.11284046692607004,0.2490272373540856,13.495698924731185,25.14673913043478,0.22902270483711748,,,,,,,,,,,,,,,,,,,,True,,,,
200811,1610612756,Lou Amundson,Lou Amundson,200811,PHX,70068.0,1168,65.0,2277,2308,690,629,280,4585,120.0,202.0,44.0,87.0,37.0,58.0,20.0,44.0,12.0,29.0,,,,,,1.0,,,,,152.0,275.0,,1.0,67.0,371.0,2493,48.0,97.0,,,16.0,112.0,45.0,78.0,,,29.0,119.0,212.0,92.0,,,70.0,,,31.0,24.0,7.0,31.0,6.0,1.0,14.0,4.0,6.0,69.0,25.0,102.0,1.0,49.0,141.0,28.0,218.0,128.0,346.0,16.0,24.0,16.0,8.0,26.0,2.0,17.0,31.0,9.0,3.0,57.0,17.0,97.0,169,10.0,109.0,11.0,13.0,123.0,13.0,59.0,,9.0,73.0,37.0,4.0,32.0,73.0,43.0,2.0,5.0,3.0,2.0,119.0,690,14.0,7.0,0.6973684210526315,0.905982905982906,,,,,,0.5527272727272727,0.4948453608247423,0.5769230769230769,0.5507246376811594,0.4948453608247423,0.5769230769230769,0.5604229607250756,0.509090909090909,0.601010101010101,0.0036231884057971015,0.11272727272727273,0.22727272727272727,14.775323686214774,0.45614035087719296,0.358974358974359,0.010752688172043012,0.17537313432835822,0.14427157001414428,0.19367588932806323,0.08361204013377926,0.17975402081362346,0.12624254473161034,0.17716535433070865,0.1018867924528302,0.07692307692307693,0.10256410256410256,0.136,0.16541353383458646,0.21875,0.2032967032967033,0.16901408450704225,0.17391304347826086,0.589041095890411,0.7318840579710145,0.594059405940594,0.6629834254143646,0.6666666666666666,0.15942028985507245,0.45454545454545453,0.5882352941176471,0.85,0.10507246376811594,0.41379310344827586,0.41379310344827586,0.75,,,,,0.0036231884057971015,,,,0.8969072164948454,0.5057471264367817,0.1590909090909091,,,,,,,0.7435897435897436,0.6379310344827587,,,0.7355072463768116,,0.5353607272727272,0.55212,0.5314205128205131,0.18322981366459629,0.1838006230529595,,0.3018867924528302,0.32075471698113206,2.9894545454545454,45.7,0.30303030303030304,1.0,4.0,7.0,9.0,0.10396039603960396,0.1595744680851064,,,,,,,,,,,,,,True,,,,
201162,1610612756,Jared Dudley,Jared Dudley,201162,PHX,54442.0,907,65.0,1754,1774,453,425,209,3528,25.0,61.0,5.0,20.0,2.0,7.0,5.0,18.0,15.0,33.0,26.0,48.0,2.0,3.0,33.0,70.0,1.0,3.0,7.0,17.0,45.0,112.0,59.0,118.0,51.0,318.0,1920,9.0,24.0,3.0,6.0,16.0,43.0,5.0,16.0,14.0,26.0,10.0,62.0,66.0,24.0,174.0,3.0,10.0,68.0,33.0,19.0,51.0,15.0,66.0,6.0,9.0,29.0,8.0,14.0,147.0,10.0,33.0,3.0,19.0,44.0,8.0,71.0,46.0,117.0,4.0,38.0,26.0,12.0,21.0,2.0,17.0,17.0,4.0,5.0,38.0,6.0,38.0,67,5.0,65.0,,14.0,66.0,5.0,28.0,3.0,3.0,7.0,4.0,1.0,2.0,7.0,2.0,,,,2.0,62.0,453,6.0,3.0,0.7333333333333333,0.825,0.9830508474576272,0.5,0.5,0.5384615384615384,0.5086206896551724,0.4017857142857143,0.375,0.3125,0.5804347826086956,0.45,0.6190476190476191,0.6138996138996139,0.5657894736842105,0.6326530612244898,0.5130434782608696,0.16964285714285715,0.1111111111111111,14.7687717553456,0.5526315789473685,0.13333333333333333,0.04411764705882353,0.0707395498392283,0.06203007518796992,0.09947643979057591,0.042735042735042736,0.07749077490774908,0.05613577023498695,0.07731958762886598,0.046875,0.04,0.05084745762711865,0.05472636815920398,0.05583756345177665,0.09821428571428571,0.09420289855072464,0.11320754716981132,0.038461538461538464,0.2857142857142857,0.26521739130434785,0.4098360655737705,0.5681818181818182,0.76,0.0782608695652174,0.2777777777777778,0.3125,0.2,0.14347826086956522,0.45454545454545453,0.45454545454545453,0.8666666666666667,0.20869565217391303,0.5416666666666666,0.5416666666666666,1.0,0.30434782608695654,0.4714285714285714,0.4714285714285714,0.9696969696969697,0.6666666666666666,0.25,,0.1,0.6666666666666666,1.0,0.1,0.3333333333333333,1.0,0.16666666666666666,0.2857142857142857,0.40476190476190477,0.4117647058823529,0.7782608695652173,0.4852941176470588,0.5381092105263158,0.525482,0.51903125,0.12109375,0.2074074074074074,0.024793388429752067,0.13522012578616352,0.1949685534591195,6.889285714285715,25.035593220338985,0.25826681870011403,2.0,1.0,3.0,4.0,0.2786885245901639,0.06164383561643835,7.0,9.0,3.0,1.0,0.21428571428571427,0.7777777777777778,,,,,,,,True,,,,
201169,1610612756,Alando Tucker,Alando Tucker,201169,PHX,3001.0,50,-12.0,102,101,62,61,18,203,6.0,11.0,2.0,4.0,4.0,9.0,1.0,4.0,2.0,3.0,,3.0,,,1.0,3.0,,,1.0,1.0,9.0,18.0,1.0,6.0,15.0,36.0,116,2.0,4.0,,,2.0,6.0,5.0,14.0,1.0,3.0,6.0,19.0,6.0,12.0,3.0,,4.0,3.0,1.0,2.0,3.0,,3.0,,,1.0,,2.0,6.0,,4.0,,1.0,,,1.0,4.0,5.0,1.0,,,,1.0,1.0,,2.0,1.0,,3.0,2.0,1.0,4,1.0,11.0,,,19.0,1.0,8.0,,2.0,,,,,,,,,,,19.0,62,,2.0,0.3333333333333333,0.42857142857142855,1.0,0.16666666666666666,,0.3333333333333333,0.16666666666666666,0.5,0.5,0.35714285714285715,0.4375,0.5,0.38235294117647056,0.5454545454545454,0.5,0.4523809523809524,0.25,0.1111111111111111,,29.032258064516128,0.3333333333333333,,,,0.1111111111111111,0.14285714285714285,,0.020833333333333332,0.08695652173913043,0.16666666666666666,,,,,,,,0.2,0.08333333333333333,,0.4583333333333333,0.5454545454545454,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.25,0.25,,0.125,0.6666666666666666,0.6666666666666666,0.5,0.125,,,,0.125,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,,,,,,,,0.5294117647058824,0.4444444444444444,0.058823529411764705,1.0,0.7083333333333334,0.3333333333333333,0.544275,0.61765,0.5609117647058824,0.25806451612903225,0.32,,0.16666666666666666,0.5277777777777778,5.044444444444444,24.099999999999998,0.6078431372549019,,,,,0.18181818181818182,0.2,,2.0,,,0.11764705882352941,,,,,,,,,True,,,,
201609,1610612756,Goran Dragic,Goran Dragic,201609,PHX,52748.0,879,41.0,1694,1724,431,385,213,3418,53.0,81.0,8.0,11.0,16.0,22.0,18.0,40.0,22.0,69.0,6.0,15.0,,1.0,41.0,108.0,2.0,5.0,10.0,23.0,93.0,190.0,47.0,123.0,82.0,409.0,1872,9.0,16.0,2.0,6.0,5.0,29.0,21.0,39.0,12.0,27.0,28.0,106.0,50.0,136.0,93.0,48.0,4.0,107.0,41.0,17.0,99.0,63.0,162.0,46.0,17.0,61.0,9.0,29.0,387.0,7.0,16.0,1.0,18.0,56.0,1.0,75.0,24.0,99.0,3.0,35.0,24.0,11.0,39.0,19.0,27.0,50.0,12.0,13.0,89.0,26.0,38.0,84,6.0,86.0,2.0,3.0,114.0,6.0,44.0,2.0,12.0,4.0,4.0,,,4.0,2.0,,,,,106.0,431,11.0,8.0,0.26881720430107525,0.27472527472527475,0.6595744680851063,0.3821138211382114,0.3333333333333333,0.4444444444444444,0.38524590163934425,0.48947368421052634,0.5625,0.5384615384615384,0.5223642172523961,0.5454545454545454,0.5909090909090909,0.5575342465753425,0.58,0.6463414634146342,0.3929712460063898,0.08947368421052632,0.1,22.93997965412004,0.43820224719101125,0.016666666666666666,0.014705882352941176,0.09364548494983277,0.030360531309297913,0.1,0.03167420814479638,0.09511568123393316,0.03074866310160428,0.014925373134328358,0.05235602094240838,0.01818181818181818,0.07142857142857142,0.09090909090909091,0.08333333333333333,0.1050228310502283,0.11627906976744186,0.058823529411764705,0.01948051948051948,0.5,0.25878594249201275,0.654320987654321,0.7681159420289855,0.33962264150943394,0.12779552715654952,0.45,0.5,0.05555555555555555,0.22044728434504793,0.3188405797101449,0.3235294117647059,0.2727272727272727,0.04792332268370607,0.4,0.4,0.8333333333333334,0.3450479233226837,0.37962962962962965,0.37962962962962965,0.6341463414634146,0.5,0.7272727272727273,0.125,0.045454545454545456,,,0.22727272727272727,0.4,1.0,0.3333333333333333,0.7272727272727273,0.3484848484848485,0.43478260869565216,0.6517571884984026,0.38317757009345793,0.5250416398713823,0.510209375,0.55843671875,0.13031161473087818,0.19298245614035087,0.016,0.07090464547677261,0.2591687041564792,8.354736842105265,25.508943089430886,0.25442739079102716,1.0,5.0,6.0,1.0,0.14814814814814814,0.022222222222222223,2.0,4.0,6.0,1.0,0.06060606060606061,0.5,3.0,0.014492753623188406,,,,,,True,,,,
201947,1610612756,Earl Clark,Earl Clark,201947,PHX,14258.0,238,-11.0,479,477,235,195,69,956,11.0,22.0,5.0,7.0,4.0,9.0,8.0,22.0,15.0,41.0,,,,,2.0,3.0,,,1.0,1.0,34.0,85.0,2.0,3.0,18.0,92.0,523,6.0,11.0,,,1.0,13.0,11.0,36.0,1.0,1.0,12.0,37.0,38.0,30.0,6.0,,6.0,3.0,2.0,7.0,8.0,6.0,14.0,6.0,,3.0,2.0,3.0,34.0,4.0,6.0,,8.0,16.0,3.0,27.0,10.0,37.0,2.0,3.0,2.0,1.0,10.0,3.0,8.0,7.0,2.0,1.0,17.0,6.0,12.0,15,1.0,20.0,1.0,3.0,26.0,,11.0,,2.0,7.0,4.0,1.0,2.0,7.0,5.0,,,,,37.0,235,1.0,2.0,0.5588235294117647,0.6129032258064516,1.0,0.6666666666666666,,1.0,0.6666666666666666,0.4,0.5454545454545454,0.3055555555555556,0.42045454545454547,0.5454545454545454,0.33783783783783783,0.45544554455445546,0.5416666666666666,0.40217391304347827,0.03409090909090909,0.08235294117647059,0.18181818181818182,20.99644128113879,0.5882352941176471,0.15,,0.10256410256410256,0.037037037037037035,0.14035087719298245,0.10256410256410256,0.11267605633802817,0.04975124378109453,0.05,0.016129032258064516,0.08823529411764706,0.2,0.16981132075471697,0.0784313725490196,0.057692307692307696,0.16666666666666666,0.09523809523809523,0.045454545454545456,0.7142857142857143,0.25,0.5,0.5789473684210527,0.5454545454545454,0.25,0.36363636363636365,0.4444444444444444,0.5,0.4659090909090909,0.36585365853658536,0.36585365853658536,0.6,,,,,0.03409090909090909,0.6666666666666666,0.6666666666666666,1.0,0.6363636363636364,0.7142857142857143,0.2,,,,,,,0.24324324324324326,0.4444444444444444,0.02702702702702703,1.0,0.2840909090909091,0.6666666666666666,0.4403892045454546,0.5108333333333334,0.43456891891891897,0.1111111111111111,0.11458333333333333,,0.14130434782608695,0.40217391304347827,11.438823529411765,25.600000000000005,0.4906054279749478,,2.0,2.0,,0.13636363636363635,0.05,,,,,,,,,,,,,,True,,,,
2202,1610612756,Jason Richardson,Jason Richardson,2202,PHX,21952.0,366,7.0,698,719,214,229,97,1417,30.0,47.0,4.0,8.0,8.0,14.0,10.0,23.0,13.0,38.0,8.0,19.0,,2.0,22.0,53.0,1.0,1.0,8.0,19.0,53.0,108.0,30.0,72.0,23.0,219.0,802,7.0,16.0,1.0,3.0,3.0,20.0,11.0,31.0,11.0,25.0,10.0,65.0,60.0,46.0,84.0,6.0,10.0,52.0,22.0,8.0,18.0,8.0,26.0,3.0,5.0,12.0,3.0,3.0,60.0,3.0,11.0,,11.0,38.0,1.0,50.0,14.0,64.0,1.0,14.0,7.0,7.0,9.0,1.0,3.0,3.0,6.0,,12.0,4.0,12.0,27,1.0,20.0,,,28.0,2.0,13.0,1.0,,3.0,,1.0,2.0,3.0,2.0,1.0,,,,65.0,214,3.0,,0.5660377358490566,0.625,0.9333333333333333,0.4166666666666667,0.3333333333333333,0.44,0.4225352112676056,0.49074074074074076,0.4375,0.3548387096774194,0.5444444444444444,0.4473684210526316,0.49107142857142855,0.5703125,0.47619047619047616,0.5327868852459017,0.4,0.07407407407407407,0.08695652173913043,24.938875305623473,0.75,0.0625,,0.1589958158995816,0.048034934497816595,0.13253012048192772,0.0297029702970297,0.15217391304347827,0.04242424242424243,0.09876543209876543,0.011235955056179775,0.037037037037037035,,0.18309859154929578,0.08433734939759036,0.21176470588235294,0.15873015873015872,0.05,0.011904761904761904,0.6666666666666666,0.2611111111111111,0.6382978723404256,0.7317073170731707,0.5666666666666667,0.12777777777777777,0.43478260869565216,0.47619047619047616,0.6,0.2111111111111111,0.34210526315789475,0.34210526315789475,0.5384615384615384,0.10555555555555556,0.42105263157894735,0.42105263157894735,1.0,0.29444444444444445,0.41509433962264153,0.4230769230769231,0.9090909090909091,0.42105263157894735,0.5,,0.10526315789473684,,,0.05263157894736842,1.0,1.0,0.25,0.5714285714285714,0.3392857142857143,0.42105263157894735,0.6611111111111111,0.4230769230769231,0.5122483146067416,0.5060911764705881,0.5255824074074075,0.07291666666666667,0.1092436974789916,0.0136986301369863,0.091324200913242,0.2968036529680365,8.31111111111111,25.477777777777778,0.30659025787965616,1.0,,1.0,1.0,0.1276595744680851,0.03389830508474576,3.0,6.0,,,0.10714285714285714,0.5,1.0,,1.0,0.013888888888888888,0.018867924528301886,,,True,,,,
255,1610612756,Grant Hill,Grant Hill,255,PHX,27654.0,461,46.0,906,918,242,212,102,1824,26.0,42.0,1.0,3.0,8.0,12.0,18.0,42.0,21.0,46.0,5.0,9.0,1.0,2.0,,1.0,,,,,65.0,130.0,5.0,10.0,66.0,211.0,949,4.0,11.0,1.0,2.0,,11.0,15.0,32.0,,,12.0,42.0,64.0,66.0,15.0,,2.0,1.0,,8.0,26.0,24.0,50.0,19.0,5.0,19.0,5.0,2.0,124.0,1.0,7.0,,12.0,44.0,5.0,61.0,8.0,69.0,3.0,11.0,8.0,3.0,18.0,,12.0,11.0,6.0,3.0,29.0,6.0,17.0,36,4.0,63.0,3.0,7.0,77.0,5.0,36.0,,3.0,5.0,2.0,,3.0,5.0,3.0,,,,1.0,42.0,242,4.0,2.0,0.49230769230769234,0.5,1.0,0.5,0.5,,0.5,0.5,0.36363636363636365,0.46875,0.5178571428571429,0.4230769230769231,0.46875,0.5948275862068966,0.4230769230769231,0.5675675675675675,0.07142857142857142,0.06153846153846154,0.11904761904761904,19.573643410852714,0.6206896551724138,0.14705882352941177,,0.13622291021671826,0.025,0.1111111111111111,0.00909090909090909,0.12993039443155452,0.020512820512820513,0.04081632653061224,0.03,0.012658227848101266,,0.1348314606741573,0.13333333333333333,0.14035087719298245,0.10843373493975904,0.12,0.04918032786885246,0.6,0.3,0.6190476190476191,0.6666666666666666,0.6538461538461539,0.3,0.42857142857142855,0.4864864864864865,0.3333333333333333,0.32857142857142857,0.45652173913043476,0.45652173913043476,0.42857142857142855,0.06428571428571428,0.5555555555555556,0.5555555555555556,1.0,0.007142857142857143,,,,0.23076923076923078,0.3333333333333333,,0.15384615384615385,0.5,1.0,,,,0.375,0.6666666666666666,,,0.37142857142857144,,0.4804232142857143,0.47683181818181825,0.48392500000000005,0.21052631578947367,0.2236024844720497,,0.052132701421800945,0.1990521327014218,9.48,23.5,0.2671081677704194,,3.0,2.0,1.0,0.07142857142857142,,,,,,,,5.0,,,,,,,True,,,,
2571,1610612756,Leandro Barbosa,Leandro Barbosa,2571,PHX,24789.0,413,48.0,825,836,222,183,96,1661,34.0,59.0,3.0,6.0,5.0,12.0,7.0,21.0,19.0,41.0,11.0,36.0,1.0,2.0,13.0,37.0,,2.0,4.0,16.0,60.0,121.0,24.0,73.0,46.0,238.0,896,8.0,13.0,1.0,4.0,3.0,22.0,11.0,28.0,8.0,28.0,24.0,70.0,56.0,64.0,51.0,21.0,,36.0,13.0,10.0,20.0,20.0,40.0,13.0,7.0,11.0,4.0,5.0,100.0,3.0,4.0,,9.0,19.0,1.0,29.0,7.0,36.0,4.0,15.0,9.0,6.0,16.0,3.0,6.0,12.0,10.0,,28.0,3.0,22.0,45,3.0,39.0,2.0,3.0,52.0,4.0,22.0,,5.0,7.0,4.0,,3.0,7.0,2.0,1.0,,,,70.0,222,7.0,5.0,0.4666666666666667,0.4666666666666667,0.7083333333333334,0.3287671232876712,0.25,0.2857142857142857,0.3333333333333333,0.49586776859504134,0.6153846153846154,0.39285714285714285,0.4948453608247423,0.5588235294117647,0.4107142857142857,0.543778801843318,0.6111111111111112,0.5,0.37628865979381443,0.08264462809917356,0.047619047619047616,25.87117212249208,0.5714285714285714,0.03333333333333333,,0.06354515050167224,0.016260162601626018,0.1125,0.02654867256637168,0.07387862796833773,0.019498607242339833,0.010416666666666666,0.020833333333333332,0.0136986301369863,0.05,0.06,0.03409090909090909,0.09009009009009009,0.09259259259259259,0.15384615384615385,0.04081632653061224,0.2857142857142857,0.30412371134020616,0.576271186440678,0.6538461538461539,0.47058823529411764,0.10824742268041238,0.3333333333333333,0.35,0.5714285714285714,0.211340206185567,0.4634146341463415,0.48717948717948717,0.42105263157894735,0.18556701030927836,0.3055555555555556,0.3055555555555556,0.8181818181818182,0.19072164948453607,0.35135135135135137,0.35135135135135137,0.6153846153846154,0.35294117647058826,0.5,0.6666666666666666,0.11764705882352941,0.5,1.0,0.11764705882352941,,,0.21428571428571427,0.4166666666666667,0.2857142857142857,0.25,0.6804123711340206,0.3611111111111111,0.526906994818653,0.4633307692307692,0.49562636363636364,0.10377358490566038,0.15827338129496402,,0.09243697478991597,0.29411764705882354,8.208264462809916,24.889041095890413,0.2690909090909091,1.0,4.0,3.0,1.0,0.11864406779661017,0.018518518518518517,4.0,12.0,2.0,,0.21428571428571427,0.3333333333333333,2.0,0.04878048780487805,,,,,,True,,,,
959,1610612756,Steve Nash,Steve Nash,959,PHX,18461.0,308,21.0,618,628,292,284,67,1246,10.0,12.0,,,5.0,7.0,12.0,27.0,28.0,54.0,,1.0,,,17.0,49.0,1.0,1.0,9.0,27.0,50.0,93.0,17.0,50.0,14.0,165.0,683,3.0,5.0,1.0,1.0,,9.0,25.0,43.0,9.0,27.0,7.0,84.0,10.0,90.0,12.0,39.0,,46.0,17.0,4.0,69.0,27.0,96.0,21.0,6.0,40.0,11.0,18.0,219.0,2.0,4.0,,6.0,21.0,1.0,28.0,6.0,34.0,3.0,7.0,6.0,1.0,27.0,5.0,23.0,6.0,4.0,,33.0,21.0,4.0,7,,25.0,,4.0,16.0,2.0,5.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,84.0,292,2.0,1.0,0.1,0.1,0.23529411764705882,0.34,1.0,0.3333333333333333,0.3617021276595745,0.5376344086021505,0.6,0.5813953488372093,0.527972027972028,0.75,0.55,0.54421768707483,0.75,0.5625,0.34965034965034963,0.043010752688172046,0.14814814814814814,25.82496413199426,0.8181818181818182,0.05263157894736842,,0.0967741935483871,0.0223463687150838,0.07407407407407407,0.022988505747126436,0.09060402684563758,0.022556390977443608,,0.013888888888888888,0.03125,,0.05084745762711865,0.05128205128205128,0.175,0.06666666666666667,0.09523809523809523,0.047619047619047616,1.0,0.08391608391608392,0.8333333333333334,0.8333333333333334,0.2,0.1888111888111888,0.4444444444444444,0.5217391304347826,,0.3776223776223776,0.5185185185185185,0.5185185185185185,0.10714285714285714,0.006993006993006993,,,,0.34265734265734266,0.3469387755102041,0.3541666666666667,0.23529411764705882,,,,,,,0.16666666666666666,1.0,,0.1,0.7142857142857143,0.38571428571428573,0.3333333333333333,0.43356643356643354,0.3695652173913043,0.4661654676258993,0.417225,0.46195909090909093,0.03424657534246575,0.052083333333333336,,0.05454545454545454,0.509090909090909,13.087096774193549,27.333999999999996,0.47249190938511326,3.0,,3.0,1.0,,0.05454545454545454,,,1.0,,,,6.0,,1.0,0.02,0.02040816326530612,,,True,,,,
