EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FG3APct,LiveBallTurnoverPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,LongMidRangeFGM,SecondChanceFtPoints,PtsPutbacks,ThreePtAssists,Corner3Assists,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Offensive Fouls Drawn,Defensive 3 Seconds Violations,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,FTDefRebounds,LostBallSteals,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefFTReboundPct,DefShortMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,LostBallOutOfBoundsTurnovers,PtsUnassisted3s,Arc3Assists,BadPassTurnovers,Travels,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceTurnovers,ShortMidRangePctBlocked,NonShootingPenaltyNonTakeFouls,on,HeaveAttempts,ShortMidRangeAssists,SelfOReb,StepOutOfBoundsTurnovers,Loose Ball Fouls,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,LongMidRangePctBlocked,Fg3aBlocked,Clear Path Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,HeaveMakes,Corner3PctBlocked,3pt And 1 Free Throw Trips,BlockedCorner3
101124,1610612749,Hakim Warrick,Hakim Warrick,101124,MIL,2002.0,33,2.0,63,63,36.0,29.0,4.0,126,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,5.0,7.0,11.0,62,1.0,1.0,2.0,2.0,3.0,7.0,11.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,5.0,5.0,7.0,1.0,7.0,1.0,3.0,1.0,11.0,36.0,1.0,0.5,0.5,0.4,1.0,0.6666666666666666,0.4,1.0,0.6666666666666666,0.6875,1.0,0.9166666666666666,0.2,0.3333333333333333,11.76470588235294,0.1111111111111111,0.125,0.0769230769230769,0.0769230769230769,0.2,0.1666666666666666,0.0909090909090909,0.6,0.6666666666666666,1.0,0.5,0.4,1.0,1.0,1.0,1.0,0.6666666666666666,0.6,0.4518999999999999,0.4141,0.4820666666666667,0.4285714285714285,0.4285714285714285,0.1818181818181818,1.0,7.52,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101146,1610612749,Roko Ukic,Roko Ukic,101146,MIL,583.0,10,3.0,17,17,17.0,10.0,,34,1.0,1.0,,,1.0,1.0,,2.0,2.0,1.0,5.0,20,,,,2.0,2.0,1.0,5.0,2.0,2.0,,2.0,2.0,,2.0,4.0,,,,,,,,,,1.0,,1.0,1.0,1.0,,5.0,17.0,,0.5,0.5,1.0,,1.0,0.6666666666666666,,0.6666666666666666,0.8333333333333334,,0.8333333333333334,,,23.52941176470588,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,0.3333333333333333,1.0,0.6666666666666666,0.5886,,0.5886,0.3333333333333333,0.5,,1.0,6.050000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,1610612749,Francisco Elson,Francisco Elson,1922,MIL,3695.0,62,-3.0,121,123,59.0,74.0,12.0,244,1.0,2.0,1.0,2.0,,1.0,8.0,4.0,13.0,2.0,10.0,129,1.0,3.0,4.0,2.0,8.0,2.0,6.0,4.0,4.0,1.0,1.0,2.0,,1.0,5.0,3.0,5.0,8.0,5.0,13.0,1.0,1.0,6.0,7.0,2.0,,2.0,,1.0,,6.0,59.0,,0.5,0.6666666666666666,0.3076923076923077,0.3333333333333333,0.25,0.3076923076923077,0.3333333333333333,0.25,0.3571428571428571,0.5,0.3333333333333333,0.0769230769230769,0.5,11.11111111111111,0.1851851851851851,0.075,0.2051282051282051,0.0689655172413793,0.0952380952380952,0.2,0.2142857142857142,0.1538461538461538,0.5,1.0,,0.6153846153846154,0.6666666666666666,0.5,,0.125,,0.1538461538461538,0.4548999999999999,0.6272666666666668,0.4681625,0.0714285714285714,0.0714285714285714,0.4,0.6,13.930769230769233,0.4876033057851239,,3.0,,,,,,,,1.0,,,,0.2307692307692307,,,,,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.0555555555555555,0.1,0.0714285714285714,0.3333333333333333,0.375,0.375,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201975,1610612749,Jodie Meeks,Jodie Meeks,201975,MIL,1949.0,32,6.0,63,65,40.0,41.0,4.0,128,2.0,2.0,,,1.0,1.0,3.0,5.0,6.0,3.0,22.0,65,,,3.0,4.0,4.0,3.0,20.0,8.0,2.0,,1.0,1.0,1.0,,2.0,,3.0,4.0,,4.0,2.0,1.0,,,3.0,,4.0,,1.0,1.0,20.0,40.0,1.0,0.8,0.8,0.8333333333333334,,1.0,0.7916666666666666,1.5,1.2142857142857142,0.7857142857142857,1.5,1.1111111111111112,,,21.73913043478261,0.1764705882352941,,0.1304347826086956,,,0.2,0.0909090909090909,0.1666666666666666,1.0,1.0,0.5,0.25,,,,0.1428571428571428,1.0,0.6666666666666666,0.5324916666666667,0.58605,0.5247571428571429,0.0769230769230769,0.1428571428571428,0.1363636363636363,0.9090909090909092,11.166666666666666,0.6349206349206349,,1.0,5.0,2.0,6.0,3.0,5.0,,,1.0,1.0,0.5,,0.0833333333333333,,,0.4166666666666667,0.2857142857142857,25.96666666666667,3.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,9.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.0833333333333333,1.0,1.0,1.0,0.4,0.4,1.0,1.0,1.0,1.0,0.1428571428571428,1.0,1.0,0.4,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,1610612749,Charlie Bell,Charlie Bell,2294,MIL,1666.0,28,-18.0,51,52,33.0,33.0,4.0,103,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,7.0,,12.0,60,1.0,1.0,2.0,2.0,5.0,,7.0,2.0,4.0,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,7.0,33.0,,0.3333333333333333,0.3333333333333333,0.4285714285714285,1.0,0.4,0.4615384615384615,1.0,0.4375,0.4615384615384615,1.0,0.4375,,,25.454545454545453,0.0588235294117647,0.05,0.0476190476190476,0.0344827586206896,0.0769230769230769,,0.1,0.0769230769230769,1.0,1.0,,0.4615384615384615,1.0,1.0,,0.125,1.0,0.5384615384615384,0.4769115384615385,0.548,0.4862,,,0.1666666666666666,0.5833333333333334,15.27142857142857,0.6470588235294118,,,3.0,1.0,6.0,3.0,3.0,,,1.0,1.0,0.4615384615384615,,,,,0.2307692307692307,0.125,25.016666666666666,2.0,,,,,,,,,1.0,1.0,,,,,,,,0.3333333333333333,0.3333333333333333,0.5,2.0,3.0,1.0,2.0,,,,,2.0,,,1.0,6.0,,,,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,,0.2307692307692307,0.6666666666666666,0.6666666666666666,1.0,,,,,,,0.25,0.5,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,1610612749,Luke Ridnour,Luke Ridnour,2557,MIL,2123.0,35,8.0,74,74,27.0,47.0,10.0,148,,2.0,,,,1.0,4.0,4.0,7.0,2.0,25.0,74,1.0,1.0,2.0,,2.0,,3.0,,8.0,1.0,2.0,4.0,1.0,1.0,10.0,,2.0,3.0,,3.0,2.0,,3.0,4.0,2.0,,2.0,,1.0,,3.0,27.0,,,,0.5714285714285714,1.0,,0.8214285714285714,1.0,0.375,0.8333333333333334,1.0,0.375,0.1428571428571428,0.5,23.25581395348837,0.2,,0.1764705882352941,,,0.2,,0.1428571428571428,,,,0.2857142857142857,,,,0.25,,0.6428571428571429,0.4873357142857143,0.446,0.5136125,0.0666666666666666,0.125,0.08,0.12,11.528571428571428,0.3648648648648648,1.0,1.0,4.0,1.0,7.0,2.0,4.0,2.0,1.0,5.0,,0.5,0.4,0.0714285714285714,1.0,1.0,0.2857142857142857,0.25,24.571428571428573,3.0,,,2.0,1.0,,,1.0,1.0,3.0,,,,0.1428571428571428,,,,,0.75,0.75,,3.0,3.0,1.0,1.0,2.0,,,,5.0,,,1.0,12.0,2.0,,2.0,0.8,0.7142857142857143,,0.5,0.7142857142857143,,1.0,0.2142857142857142,1.0,1.0,1.0,0.5,0.5,0.5,,,,0.25,1.0,,0.5,,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.3333333333333333,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201601,1610612749,Luc Mbah a Moute,Luc Mbah a Moute,201601,MIL,1593.0,27,6.0,54,54,20.0,36.0,7.0,108,3.0,4.0,2.0,2.0,2.0,2.0,,3.0,6.0,3.0,9.0,58,2.0,2.0,4.0,2.0,3.0,2.0,6.0,2.0,4.0,2.0,,2.0,,,6.0,3.0,1.0,2.0,4.0,6.0,2.0,1.0,,1.0,4.0,,6.0,,3.0,,6.0,20.0,,0.3333333333333333,0.5,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.6,0.3333333333333333,0.25,22.580645161290324,0.125,0.1666666666666666,0.1428571428571428,0.16,,,0.25,0.6666666666666666,0.75,1.0,0.3333333333333333,,1.0,1.0,,0.6666666666666666,1.0,0.6666666666666666,0.4971666666666666,0.58375,0.5206666666666666,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.6666666666666666,3.0,0.3703703703703703,,2.0,,,,,,3.0,,5.0,2.0,,0.6,0.3333333333333333,,,,,,,,2.0,2.0,1.0,1.0,,1.0,,2.0,1.0,,,0.1666666666666666,0.1428571428571428,0.3333333333333333,0.1428571428571428,0.25,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,3.0,1.0,,,,,,,,,1.0,0.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201943,1610612749,Brandon Jennings,Brandon Jennings,201943,MIL,1689.0,28,-7.0,55,56,18.0,32.0,7.0,111,2.0,6.0,,,,2.0,5.0,4.0,14.0,5.0,19.0,61,,1.0,,,4.0,,,,8.0,1.0,2.0,6.0,1.0,1.0,16.0,,,,,,2.0,1.0,,1.0,5.0,,5.0,1.0,3.0,,,18.0,,,,0.2857142857142857,,,0.3684210526315789,,,0.4523809523809524,,,0.0714285714285714,0.1666666666666666,35.483870967741936,,,,,,,,0.3157894736842105,0.3333333333333333,0.4,,0.2631578947368421,,,,0.3333333333333333,,0.5789473684210527,0.4714973684210526,0.3668,0.4299249999999999,0.1428571428571428,0.1875,,,9.214285714285714,0.3272727272727272,1.0,3.0,5.0,2.0,5.0,2.0,5.0,,,1.0,1.0,0.2631578947368421,,0.1578947368421052,0.3333333333333333,0.3333333333333333,0.2631578947368421,0.3333333333333333,26.46,1.0,,,4.0,1.0,,,,1.0,1.0,1.0,,,,,,,,0.2,0.2,,,,,,2.0,,,,2.0,,,,3.0,2.0,,1.0,0.5,0.4,,,0.4,,,,,,,0.4,0.4,0.5,,,,,,,0.4,,3.0,3.0,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,1610612749,Michael Redd,Michael Redd,2072,MIL,327.0,5,,11,10,3.0,5.0,2.0,21,,,,,,,1.0,,1.0,,,10,,,,,1.0,,,,,,,1.0,,,3.0,,,1.0,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,15.384615384615383,,,,,,,,,,,,0.5,,,,,,0.5,0.521225,,0.4138,,,,,19.4,0.2727272727272727,,,,,1.0,,,,,,,0.5,,,,,,,23.1,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,1610612749,Carlos Delfino,Carlos Delfino,2568,MIL,1200.0,20,-17.0,38,41,21.0,22.0,2.0,79,1.0,1.0,,,1.0,1.0,2.0,1.0,3.0,,5.0,44,,,,1.0,2.0,,5.0,,2.0,,1.0,1.0,,1.0,2.0,,2.0,4.0,,4.0,1.0,1.0,,,,,,,,,5.0,21.0,,,,0.3333333333333333,,0.5,0.3125,,0.625,0.3125,,0.625,,,24.390243902439025,0.1818181818181818,,0.1764705882352941,,,0.1666666666666666,,0.125,1.0,1.0,,0.25,,,,0.25,1.0,0.75,0.4989187499999999,,0.5104625,,,,1.0,11.9,0.5526315789473685,,,3.0,2.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,0.625,0.5,,,,0.375,0.5,24.82,,,,,,,,1.0,,1.0,,,,0.1666666666666666,,,,0.2,,,,,2.0,,,1.0,,,1.0,1.0,,,1.0,3.0,1.0,1.0,,1.0,0.2,,0.5,0.2,1.0,1.0,0.25,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.5,0.3333333333333333,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
