EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Loose Ball Fouls Drawn,OffLongMidRangeReboundPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,FG3M,SecondChanceFG2M,PenaltyFG3M,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGM,Corner3Assists,ShortMidRangeAssists,FTOffRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,Clear Path Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,3SecondViolations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,ShortMidRangePctBlocked,OffFTReboundPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,Fg3aBlocked,Technical Free Throw Trips,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,BlockedLongMidRange,DefensiveGoaltends,on,Blocked3s,BlockedArc3,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,BlockedCorner3
101118,1610612758,Sean May,Sean May,101118,SAC,5223.0,87,-1.0,162,163,39.0,49.0,21.0,325,1.0,5.0,4.0,2.0,1.0,4.0,7.0,14.0,2.0,2.0,9.0,23.0,2.0,4.0,22.0,188.0,5.0,1.0,1.0,1.0,6.0,2.0,2.0,4.0,16.0,2.0,2.0,3.0,5.0,2.0,7.0,2.0,3.0,2.0,16.0,2.0,4.0,2.0,9.0,3.0,14.0,6.0,20.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,10.0,12.0,1.0,4.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,39.0,1.0,1.0,0.8888888888888888,0.8888888888888888,0.391304347826087,0.1666666666666666,0.36,0.125,0.3928571428571428,0.0833333333333333,0.2222222222222222,0.08,0.1304347826086956,0.6,16.230366492146597,0.3333333333333333,0.4285714285714285,0.1764705882352941,0.0666666666666666,0.1052631578947368,0.1052631578947368,0.1571428571428571,0.0759493670886076,0.0869565217391304,0.1333333333333333,0.0588235294117647,0.5,0.1875,0.125,0.2105263157894736,0.0833333333333333,0.1428571428571428,0.0769230769230769,0.5,0.2,0.2,0.5,1.0,0.16,0.25,0.25,0.56,0.5,0.5,1.0,0.08,0.8,0.25,0.25,0.28,0.443774,0.5562333333333332,0.4669437499999999,0.074074074074074,0.08,0.0454545454545454,0.1818181818181818,13.02608695652174,25.3,0.2407407407407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1903,1610612758,Kenny Thomas,Kenny Thomas,1903,SAC,1041.0,17,-5.0,34,34,14.0,9.0,4.0,68,,1.0,1.0,1.0,,,,1.0,,,,2.0,,,,42.0,1.0,,,,1.0,,,,,,,,1.0,,1.0,,1.0,,2.0,,3.0,,1.0,,1.0,3.0,4.0,,1.0,1.0,,,,,,,,1.0,1.0,,1.0,,,,,1.0,1.0,,1.0,,,,14.0,,,,,,,,,,,,,,,5.0,,,0.0714285714285714,0.2,,,0.0714285714285714,0.1578947368421052,0.25,,,,,,0.2,,,,,0.5,,,,,,,0.5,,,,,1.0,1.0,,0.5,0.4954,0.5853,0.5853,,,,,8.6,,0.4117647058823529,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201956,1610612758,Omri Casspi,Omri Casspi,201956,SAC,20380.0,340,-16.0,694,691,164.0,244.0,88.0,1385,23.0,34.0,7.0,8.0,10.0,22.0,12.0,28.0,28.0,4.0,45.0,84.0,35.0,16.0,142.0,768.0,12.0,1.0,15.0,13.0,21.0,5.0,7.0,36.0,48.0,42.0,27.0,4.0,14.0,4.0,18.0,3.0,7.0,6.0,40.0,5.0,8.0,10.0,31.0,6.0,47.0,14.0,61.0,2.0,12.0,7.0,5.0,9.0,6.0,8.0,3.0,17.0,4.0,14.0,25.0,,22.0,2.0,21.0,7.0,5.0,7.0,3.0,4.0,7.0,6.0,,36.0,164.0,4.0,5.0,0.5333333333333333,0.5853658536585366,0.5357142857142857,0.6190476190476191,0.5294117647058824,0.5576923076923077,0.5546875,0.625,0.5806451612903226,0.2941176470588235,0.0476190476190476,0.0294117647058823,18.28499369482976,0.5294117647058824,0.24,0.1291666666666666,0.0329218106995884,0.1470588235294117,0.0675675675675675,0.1331168831168831,0.0410094637223974,0.0246913580246913,0.0757575757575757,0.0655737704918032,0.0769230769230769,0.1,0.1463414634146341,0.141025641025641,0.18,0.0555555555555555,0.0363636363636363,0.8571428571428571,0.2857142857142857,0.6764705882352942,0.696969696969697,0.6086956521739131,0.1848739495798319,0.4545454545454545,0.5263157894736842,0.2352941176470588,0.4285714285714285,0.4285714285714285,0.5833333333333334,0.2352941176470588,0.5833333333333334,0.3076923076923077,0.1538461538461538,0.5798319327731093,0.5151076271186441,0.540875,0.5046240000000001,0.056910569105691,0.0795454545454545,0.1056338028169014,0.2535211267605634,8.598809523809525,25.2,0.2363112391930835,2.0,0.0104166666666666,4.0,5.0,3.0,7.0,1.0,1.0,9.0,12.0,7.0,1.0,36.0,8.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,0.3428571428571428,0.2,0.3529411764705882,0.5833333333333334,0.5833333333333334,0.1363636363636363,0.0555555555555555,0.3,0.0588235294117647,0.4285714285714285,0.4285714285714285,1.0,0.3214285714285714,0.3214285714285714,1.0,0.5714285714285714,0.625,0.0384615384615384,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2755,1610612758,Kevin Martin,Kevin Martin,2755,SAC,46465.0,774,-175.0,1528,1527,367.0,486.0,212.0,3055,37.0,69.0,6.0,18.0,21.0,50.0,38.0,110.0,79.0,24.0,96.0,229.0,110.0,127.0,436.0,1746.0,27.0,3.0,43.0,20.0,51.0,31.0,38.0,108.0,98.0,94.0,79.0,16.0,40.0,17.0,57.0,12.0,20.0,12.0,131.0,4.0,16.0,21.0,49.0,4.0,74.0,20.0,94.0,6.0,23.0,14.0,9.0,19.0,11.0,16.0,5.0,35.0,1.0,24.0,51.0,1.0,104.0,9.0,155.0,69.0,14.0,4.0,1.0,3.0,4.0,3.0,,108.0,367.0,13.0,12.0,0.5104166666666666,0.5268817204301075,0.4192139737991266,0.392156862745098,0.4557522123893805,0.4268292682926829,0.5332512315270936,0.5119047619047619,0.5242718446601942,0.3244837758112094,0.0698689956331877,0.1304347826086956,24.81710748452448,0.5428571428571428,0.0666666666666666,0.0966469428007889,0.027538726333907,0.13125,0.0219780219780219,0.1049475262368815,0.0262123197903014,0.0436893203883495,0.0268456375838926,0.0283687943262411,,0.0609756097560975,0.05625,0.1639344262295081,0.1339285714285714,0.125,0.0324324324324324,0.75,0.2035398230088495,0.5362318840579711,0.6166666666666667,0.6216216216216216,0.1474926253687315,0.42,0.4666666666666667,0.3244837758112094,0.3454545454545454,0.3518518518518518,0.5526315789473685,0.2330383480825958,0.15,0.2195121951219512,0.2926829268292683,0.528023598820059,0.5078042772861359,0.4830378787878788,0.5079493902439025,0.1760204081632653,0.2446808510638297,0.0986238532110091,0.2477064220183486,10.808733624454144,24.613636363636363,0.2401832460732984,1.0,0.0132743362831858,2.0,12.0,15.0,31.0,4.0,7.0,24.0,39.0,11.0,10.0,99.0,6.0,,24.0,5.0,8.0,,5.0,2.0,8.0,2.0,6.0,,,16.0,,0.8461538461538461,0.3545454545454545,0.3225806451612903,0.3545454545454545,0.4074074074074074,0.5,0.1,,0.238095238095238,0.0914454277286135,0.4838709677419355,0.5,0.9333333333333332,0.3037974683544304,0.3037974683544304,0.7916666666666666,0.3333333333333333,0.6666666666666666,0.0853658536585365,0.5714285714285714,0.3037974683544304,2.0,4.0,4.0,9.0,6.0,6.0,13.0,18.0,1.0,5.0,1.0,0.4615384615384615,0.009090909090909,0.0181818181818181,0.032258064516129,1.0,0.1,0.5,1.0,0.225,0.4444444444444444,0.75,0.25,,,True,,,,,,,
2757,1610612758,Beno Udrih,Beno Udrih,2757,SAC,14817.0,247,-77.0,504,485,189.0,189.0,76.0,989,10.0,14.0,,8.0,10.0,16.0,9.0,28.0,11.0,3.0,29.0,58.0,15.0,12.0,88.0,586.0,6.0,1.0,7.0,9.0,24.0,5.0,9.0,30.0,16.0,42.0,9.0,2.0,23.0,8.0,31.0,4.0,10.0,9.0,70.0,2.0,2.0,5.0,9.0,1.0,15.0,4.0,19.0,,12.0,7.0,5.0,17.0,13.0,6.0,1.0,23.0,1.0,9.0,20.0,1.0,11.0,,15.0,5.0,3.0,4.0,2.0,2.0,4.0,3.0,,30.0,189.0,1.0,3.0,0.2758620689655172,0.2857142857142857,0.5,0.375,0.5205479452054794,0.3620689655172414,0.5506329113924051,0.4285714285714285,0.4393939393939394,0.2054794520547945,0.0344827586206896,0.0714285714285714,17.085427135678394,0.7391304347826086,0.05,0.0580645161290322,0.0101010101010101,0.108695652173913,0.0350877192982456,0.0696517412935323,0.0156862745098039,0.0166666666666666,,0.025,0.0588235294117647,0.0701754385964912,0.06,0.0416666666666666,0.1212121212121212,0.0769230769230769,,0.75,0.1917808219178082,0.7142857142857143,0.7692307692307693,0.6,0.2191780821917808,0.625,0.6666666666666666,0.3835616438356164,0.3214285714285714,0.3214285714285714,,0.1506849315068493,,0.2758620689655172,0.1034482758620689,0.3972602739726027,0.4639578571428571,0.4347833333333333,0.4588142857142858,0.0657894736842105,0.081967213114754,0.0795454545454545,0.3409090909090909,11.574137931034482,30.53333333333333,0.375,,0.0119047619047619,,5.0,2.0,4.0,1.0,2.0,4.0,6.0,3.0,1.0,18.0,2.0,2.0,4.0,4.0,4.0,,3.0,,4.0,,7.0,,1.0,2.0,,1.0,0.4,0.2,0.4615384615384615,0.5,0.5,0.0625,,0.2,0.0547945205479452,0.5,0.5,1.0,0.3636363636363636,0.3636363636363636,1.0,,0.625,0.0689655172413793,0.5,0.4444444444444444,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,
200771,1610612758,Sergio Rodriguez,Sergio Rodriguez,200771,SAC,4082.0,68,17.0,146,144,38.0,78.0,11.0,290,6.0,8.0,,3.0,3.0,8.0,3.0,5.0,2.0,1.0,12.0,21.0,2.0,3.0,27.0,151.0,2.0,,4.0,4.0,7.0,1.0,,8.0,4.0,20.0,2.0,3.0,9.0,6.0,15.0,3.0,7.0,1.0,36.0,,2.0,2.0,3.0,,5.0,2.0,7.0,1.0,5.0,4.0,1.0,8.0,8.0,5.0,,13.0,,,8.0,,5.0,,5.0,3.0,,,,,,,,8.0,38.0,3.0,,0.1666666666666666,0.1666666666666666,0.5714285714285714,0.5714285714285714,0.5217391304347826,0.5,0.54,1.0,0.5,0.0869565217391304,0.1428571428571428,0.125,23.89937106918239,0.6153846153846154,,0.081081081081081,0.0588235294117647,0.1052631578947368,,0.0892857142857142,0.0392156862745098,,0.1818181818181818,,,,0.125,0.1111111111111111,0.0666666666666666,0.25,0.125,,0.3478260869565217,0.75,0.8571428571428571,0.1666666666666666,0.3478260869565217,0.375,0.5,0.217391304347826,0.6,0.6,0.3333333333333333,0.0869565217391304,,0.375,0.125,0.4347826086956521,0.4700304347826088,0.45235,0.446375,0.12,0.1304347826086956,0.1481481481481481,0.2962962962962963,7.20952380952381,26.15,0.2602739726027397,,,,3.0,,,,,,,2.0,,,,,,3.0,1.0,,3.0,1.0,,,3.0,,1.0,1.0,,,,,,1.0,1.0,0.25,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201150,1610612758,Spencer Hawes,Spencer Hawes,201150,SAC,27596.0,460,-81.0,905,909,182.0,207.0,119.0,1814,39.0,66.0,25.0,16.0,14.0,34.0,13.0,34.0,17.0,3.0,66.0,134.0,22.0,11.0,158.0,1021.0,34.0,3.0,41.0,9.0,26.0,5.0,6.0,27.0,70.0,62.0,17.0,14.0,23.0,13.0,36.0,8.0,17.0,2.0,85.0,7.0,27.0,12.0,54.0,11.0,77.0,34.0,111.0,5.0,8.0,4.0,4.0,21.0,13.0,18.0,3.0,39.0,3.0,35.0,51.0,5.0,16.0,2.0,14.0,8.0,1.0,22.0,16.0,5.0,22.0,12.0,1.0,27.0,182.0,5.0,1.0,0.5303030303030303,0.6862745098039216,0.4925373134328358,0.3461538461538461,0.4711538461538461,0.3387096774193548,0.4906832298136646,0.5694444444444444,0.3970588235294117,0.141025641025641,0.1044776119402985,0.1666666666666666,19.193857965451052,0.5384615384615384,0.275,0.1741935483870967,0.0805970149253731,0.1411764705882353,0.063063063063063,0.1670886075949367,0.0762331838565022,0.1092436974789916,0.0853658536585365,0.0352941176470588,0.1538461538461538,0.1666666666666666,0.1919191919191919,0.1653543307086614,0.1129032258064516,0.217391304347826,0.0714285714285714,0.5454545454545454,0.4230769230769231,0.5909090909090909,0.7090909090909091,0.4102564102564102,0.2179487179487179,0.4117647058823529,0.4375,0.2179487179487179,0.3823529411764705,0.3939393939393939,0.9230769230769232,0.1089743589743589,0.7352941176470589,0.5161290322580645,0.0967741935483871,0.5641025641025641,0.5035227564102562,0.5202000000000001,0.5033241935483871,0.05,0.0579710144927536,0.2594936708860759,0.170886075949367,6.794029850746267,24.65,0.2011049723756906,2.0,0.0522388059701492,17.0,7.0,2.0,5.0,1.0,2.0,3.0,5.0,19.0,1.0,15.0,30.0,,3.0,5.0,4.0,,8.0,1.0,8.0,1.0,8.0,,3.0,4.0,1.0,1.0,0.2272727272727272,0.2,0.2272727272727272,0.5588235294117647,0.5588235294117647,0.0588235294117647,,0.5,0.032051282051282,0.4,0.4,1.0,0.1764705882352941,0.1764705882352941,1.0,0.68,0.4375,0.064516129032258,0.5,0.1764705882352941,,,,,,,,,,,2.0,,,0.0294117647058823,,0.0588235294117647,,,,,,,,1.0,,True,,,,,,,
2046,1610612758,Desmond Mason,Desmond Mason,2046,SAC,3858.0,64,-42.0,116,118,12.0,24.0,17.0,234,4.0,7.0,2.0,,,1.0,1.0,4.0,,,5.0,12.0,,3.0,13.0,156.0,4.0,,2.0,,,,,,8.0,2.0,,,1.0,1.0,2.0,1.0,1.0,,5.0,1.0,3.0,3.0,6.0,,9.0,4.0,13.0,1.0,1.0,1.0,,1.0,,3.0,1.0,4.0,,2.0,5.0,,3.0,2.0,4.0,2.0,,1.0,,1.0,1.0,,,,12.0,,,0.8,1.0,0.4166666666666667,,0.4166666666666667,,0.4642857142857143,0.25,,,,,13.13868613138686,0.25,,0.1818181818181818,0.06,0.2307692307692307,0.0666666666666666,0.1956521739130435,0.0615384615384615,0.0454545454545454,,,0.1666666666666666,0.2222222222222222,,0.3636363636363636,0.125,0.4,0.1428571428571428,,0.5833333333333334,0.5714285714285714,0.5714285714285714,0.75,0.0833333333333333,,,0.3333333333333333,0.25,0.25,1.0,,0.5,,,0.5833333333333334,0.5256,0.5576666666666666,,0.1428571428571428,0.1428571428571428,0.1538461538461538,,6.316666666666667,,0.1034482758620689,,0.1111111111111111,1.0,,,,,,,,1.0,,,2.0,,,,,,,,1.0,,,,2.0,,,,,,,0.25,0.25,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201972,1610612758,Jon Brockman,Jon Brockman,201972,SAC,10425.0,174,-90.0,328,339,94.0,112.0,59.0,667,17.0,24.0,13.0,9.0,1.0,3.0,1.0,7.0,,,19.0,34.0,,5.0,43.0,407.0,14.0,3.0,15.0,4.0,10.0,,5.0,13.0,20.0,18.0,,2.0,1.0,2.0,3.0,2.0,,1.0,8.0,4.0,19.0,3.0,18.0,6.0,27.0,25.0,52.0,,2.0,2.0,,2.0,2.0,1.0,,3.0,1.0,16.0,31.0,5.0,15.0,1.0,16.0,4.0,5.0,1.0,1.0,,1.0,1.0,,13.0,94.0,4.0,5.0,0.5263157894736842,0.7692307692307693,0.5588235294117647,0.4,0.5588235294117647,0.4,0.524390243902439,0.4166666666666667,0.40625,,0.0588235294117647,0.0833333333333333,10.972568578553616,0.6666666666666666,0.4,0.1836734693877551,0.1417910447761194,0.0909090909090909,0.074074074074074,0.1603053435114503,0.1223404255319148,0.1702127659574468,0.1071428571428571,0.0476190476190476,0.1666666666666666,0.2777777777777778,0.1666666666666666,0.09375,0.1,0.0769230769230769,,1.0,0.7058823529411765,0.7083333333333334,0.7727272727272727,0.4705882352941176,0.088235294117647,0.3333333333333333,0.3333333333333333,0.2058823529411764,0.1428571428571428,0.1428571428571428,1.0,,0.9285714285714286,0.9,,0.7058823529411765,0.5599588235294118,0.58747,0.59297,0.1111111111111111,0.1111111111111111,0.3488372093023256,0.3023255813953488,4.526470588235294,,0.2865853658536585,4.0,0.135593220338983,6.0,4.0,,,,,,,6.0,,,12.0,,,,,2.0,,,,,,,1.0,2.0,,,,,,0.4285714285714285,0.4285714285714285,,0.2,1.0,,,,,,,,0.4615384615384615,0.4444444444444444,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,True,,,,,,,
2804,1610612758,Andres Nocioni,Andres Nocioni,2804,SAC,14605.0,243,-39.0,493,492,145.0,213.0,64.0,985,13.0,30.0,3.0,9.0,3.0,11.0,5.0,15.0,30.0,3.0,21.0,56.0,40.0,17.0,101.0,552.0,5.0,,10.0,7.0,14.0,5.0,7.0,27.0,14.0,28.0,30.0,8.0,8.0,2.0,10.0,2.0,5.0,2.0,22.0,1.0,7.0,8.0,20.0,6.0,34.0,8.0,42.0,1.0,3.0,3.0,,9.0,6.0,1.0,,10.0,1.0,16.0,33.0,2.0,19.0,3.0,22.0,9.0,2.0,11.0,6.0,5.0,11.0,5.0,,27.0,145.0,4.0,2.0,0.3333333333333333,0.3684210526315789,0.375,0.5,0.4375,0.5263157894736842,0.4719626168224299,0.5555555555555556,0.5625,0.4166666666666667,0.1428571428571428,0.2333333333333333,20.598591549295776,0.9,0.24,0.1265822784810126,0.0402298850574712,0.1509433962264151,0.0153846153846153,0.1327014218009478,0.0334728033472803,0.0454545454545454,0.0545454545454545,0.0185185185185185,,0.0888888888888888,0.1481481481481481,0.135593220338983,0.2105263157894736,,0.0196078431372549,0.4545454545454545,0.3125,0.4333333333333333,0.5652173913043478,0.3076923076923077,0.1145833333333333,0.2727272727272727,0.3,0.15625,0.3333333333333333,0.3333333333333333,0.2,0.3125,0.3333333333333333,0.4736842105263157,0.1578947368421052,0.7291666666666666,0.522884375,0.5319857142857144,0.4932921052631579,0.0857142857142857,0.1384615384615384,0.099009900990099,0.2673267326732673,6.867857142857143,24.782499999999995,0.2941176470588235,1.0,0.0188679245283018,2.0,6.0,2.0,10.0,1.0,2.0,12.0,14.0,2.0,2.0,42.0,4.0,,12.0,,1.0,,,,3.0,,1.0,,,,,1.0,0.35,0.4,0.35,0.4,0.5555555555555556,0.0909090909090909,,0.6666666666666666,0.1041666666666666,0.2,0.2,1.0,0.4,0.4,1.0,0.6666666666666666,0.6666666666666666,0.1052631578947368,0.5,0.4,1.0,1.0,1.0,3.0,1.0,2.0,4.0,,,,,0.5,,,,,0.1111111111111111,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,True,,,,,,,
