EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,3SecondViolations,Defensive 3 Seconds Violations,OffCorner3ReboundPct,Fg3aBlocked,DefensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,OffensiveGoaltends,BlockedCorner3,Arc3PctBlocked,on,HeaveMakes
101150,1610612755,Lou Williams,Lou Williams,101150,PHI,114717.0,1912,-101,3693,3691,839.0,925.0,414.0,7384,159.0,255.0,9.0,16.0,38.0,64.0,39.0,93.0,50.0,123,20.0,53.0,4.0,5.0,2.0,12.0,50.0,153.0,6.0,12.0,14.0,50.0,248.0,471,70.0,206.0,192.0,898.0,4090,17.0,32.0,10.0,17.0,7.0,71.0,54.0,107.0,16.0,62.0,72.0,228.0,166.0,330.0,186.0,24.0,2.0,4.0,149.0,50.0,44.0,209.0,59.0,268.0,35.0,24.0,129.0,25.0,55.0,595.0,1.0,22.0,2.0,52.0,106.0,4.0,162.0,25.0,187,8.0,80.0,50.0,30.0,68.0,13.0,47.0,38.0,4.0,21.0,7.0,1.0,106.0,6.0,25.0,40.0,110.0,1.0,1.0,9.0,199.0,2.0,15.0,233.0,27.0,3.0,107.0,3.0,17.0,13.0,2.0,2.0,10.0,2.0,1.0,15.0,9.0,228.0,839.0,23.0,14.0,0.3346774193548387,0.3360323886639676,0.8857142857142857,0.33980582524271846,0.5882352941176471,0.25806451612903225,0.3465346534653465,0.5265392781316348,0.53125,0.5046728971962616,0.5214180206794683,0.6530612244897959,0.46153846153846156,0.5772200772200772,0.6698113207547169,0.5560975609756098,0.30428360413589367,0.09341825902335456,0.10980392156862745,0.13978494623655913,0.024390243902439025,21.201923076923077,0.6415094339622641,0.034482758620689655,0.020833333333333332,0.08695652173913043,0.0176,0.1223529411764706,0.0024630541871921183,0.09610705596107055,0.013888888888888888,0.037037037037037035,0.0053475935828877,0.012048192771084338,0.003424657534246575,0.05787037037037037,0.08024691358024691,0.11879049676025918,0.13712374581939799,0.0873015873015873,0.026755852842809364,0.6,0.3766617429837518,0.6235294117647059,0.7004405286343612,0.3333333333333333,0.13737075332348597,0.41935483870967744,0.4875,0.28205128205128205,0.18168389955686853,0.4065040650406504,0.4166666666666667,0.38,0.07828655834564253,0.37735849056603776,0.37735849056603776,0.9,0.2259970457902511,0.32679738562091504,0.32679738562091504,0.88,0.32653061224489793,0.5625,0.3333333333333333,0.10204081632653061,0.8,1.0,0.24489795918367346,0.5,1.0,0.378698224852071,0.59375,0.07100591715976332,0.16666666666666666,0.2958579881656805,0.28,0.6809453471196455,0.33557046979865773,0.5277896577380953,0.5082463414634145,0.5212212121212121,0.14473684210526316,0.19419237749546278,0.014354066985645933,0.07906458797327394,0.25389755011135856,6.7730360934182565,25.726213592233,0.22718656918494448,,,,,,,,,,,True,
1882,1610612755,Elton Brand,Elton Brand,1882,PHI,61431.0,1024,40,1973,1948,397.0,463.0,233.0,3921,63.0,105.0,17.0,27.0,11.0,16.0,65.0,145.0,47.0,118,,,,,,,,,,,,,175.0,368,,,81.0,431.0,2123,26.0,49.0,,,16.0,68.0,31.0,62.0,,,17.0,79.0,184.0,166.0,,,30.0,,,,24.0,31.0,15.0,46.0,14.0,1.0,15.0,5.0,11.0,107.0,17.0,53.0,3.0,30.0,102.0,17.0,149.0,73.0,222,7.0,30.0,21.0,9.0,27.0,2.0,8.0,35.0,6.0,19.0,,6.0,62.0,8.0,11.0,59.0,104.0,,5.0,12.0,100.0,6.0,2.0,120.0,17.0,,61.0,,8.0,37.0,1.0,1.0,31.0,,6.0,38.0,21.0,79.0,397.0,7.0,7.0,0.5257142857142857,0.575,,,,,,0.47554347826086957,0.5306122448979592,0.5,0.47554347826086957,0.5306122448979592,0.5,0.513095238095238,0.576271186440678,0.5197368421052632,,0.06521739130434782,0.12380952380952381,0.06896551724137931,0.00847457627118644,21.546714349575325,0.43548387096774194,0.29310344827586204,0.061224489795918366,0.15292353823088456,0.07692307692307693,0.13215859030837004,0.08542713567839195,0.1476510067114094,0.07882882882882883,0.12307692307692308,0.0945945945945946,0.029411764705882353,0.09154929577464789,0.1645021645021645,0.13966480446927373,0.1517509727626459,0.12658227848101267,0.14492753623188406,0.041666666666666664,0.5526315789473685,0.28532608695652173,0.6,0.6847826086956522,0.5714285714285714,0.39402173913043476,0.4482758620689655,0.48148148148148145,0.38461538461538464,0.32065217391304346,0.3983050847457627,0.4017094017094017,0.6595744680851063,,,,,,,,,0.5510204081632653,0.6296296296296297,0.11764705882352941,,,,,,,0.25806451612903225,0.6875,,,,,0.28532608695652173,,0.45607201086956534,0.5033634146341462,0.43808709677419355,0.14805825242718446,0.14805825242718446,,0.15777262180974477,0.18329466357308585,9.203260869565216,,0.20121642169285353,5.0,3.0,0.07017543859649122,,,,,,,,True,
200760,1610612755,Rodney Carney,Rodney Carney,200760,PHI,24043.0,401,-19,766,781,180.0,225.0,86.0,1547,23.0,36.0,6.0,10.0,4.0,5.0,3.0,6.0,8.0,15,8.0,20.0,,1.0,,5.0,19.0,49.0,1.0,2.0,5.0,12.0,34.0,57,27.0,69.0,15.0,164.0,870,6.0,11.0,1.0,3.0,,15.0,8.0,10.0,5.0,17.0,4.0,35.0,46.0,22.0,78.0,3.0,12.0,1.0,48.0,19.0,3.0,16.0,2.0,18.0,2.0,,7.0,4.0,5.0,38.0,2.0,8.0,,13.0,32.0,1.0,46.0,10.0,56,3.0,11.0,4.0,7.0,2.0,,1.0,4.0,,1.0,,2.0,6.0,,2.0,23.0,38.0,,,2.0,20.0,4.0,1.0,21.0,3.0,,11.0,,1.0,7.0,1.0,1.0,5.0,,2.0,8.0,4.0,35.0,180.0,4.0,1.0,0.6764705882352942,0.8214285714285714,0.9629629629629629,0.391304347826087,0.3333333333333333,0.29411764705882354,0.39705882352941174,0.5964912280701754,0.5454545454545454,0.8,0.5912698412698413,0.5357142857142857,0.5740740740740741,0.6074074074074074,0.5357142857142857,0.5833333333333334,0.5476190476190477,0.05263157894736842,0.08333333333333333,,,16.319444444444443,0.3333333333333333,0.037037037037037035,,0.13168724279835392,0.0321285140562249,0.11926605504587157,0.017699115044247787,0.1278409090909091,0.027624309392265192,0.05813953488372093,0.0273972602739726,0.011111111111111112,0.024096385542168676,0.14457831325301204,0.11940298507462686,0.12903225806451613,0.13513513513513514,0.08571428571428572,0.05084745762711865,0.5,0.2857142857142857,0.6388888888888888,0.696969696969697,0.6521739130434783,0.047619047619047616,0.5,0.5,0.6666666666666666,0.11904761904761904,0.5333333333333333,0.5333333333333333,0.75,0.15873015873015872,0.4,0.4,1.0,0.3888888888888889,0.3877551020408163,0.3877551020408163,0.9473684210526315,0.7142857142857143,0.6,,0.07142857142857142,,,0.14285714285714285,0.5,1.0,0.18518518518518517,0.8,0.18518518518518517,,0.4444444444444444,0.4166666666666667,0.8333333333333334,0.3958333333333333,0.5545500000000002,0.56891,0.5264384615384615,0.08208955223880597,0.16923076923076924,,0.09146341463414634,0.21341463414634146,6.033333333333334,25.294202898550726,0.2349869451697128,,,,,,,,,,,True,
201152,1610612755,Thaddeus Young,Thaddeus Young,201152,PHI,76564.0,1276,-42,2462,2462,537.0,592.0,286.0,4924,148.0,222.0,34.0,54.0,39.0,52.0,43.0,108.0,20.0,71,7.0,31.0,,1.0,1.0,3.0,16.0,49.0,1.0,3.0,1.0,9.0,211.0,401,23.0,80.0,78.0,569.0,2700,39.0,64.0,1.0,4.0,10.0,91.0,52.0,82.0,2.0,12.0,30.0,140.0,222.0,200.0,66.0,3.0,64.0,3.0,46.0,16.0,25.0,45.0,16.0,61.0,12.0,4.0,25.0,8.0,12.0,138.0,15.0,67.0,1.0,28.0,89.0,10.0,127.0,83.0,210,12.0,46.0,29.0,17.0,37.0,8.0,17.0,39.0,2.0,20.0,2.0,16.0,76.0,7.0,11.0,38.0,76.0,,3.0,5.0,92.0,2.0,10.0,113.0,15.0,,56.0,,8.0,11.0,,,9.0,,2.0,11.0,4.0,140.0,537.0,9.0,7.0,0.5260663507109005,0.6201117318435754,0.9565217391304348,0.2875,0.25,0.16666666666666666,0.2987012987012987,0.5261845386533666,0.609375,0.6341463414634146,0.5103950103950103,0.5955882352941176,0.5851063829787234,0.5367924528301887,0.6066666666666667,0.6306306306306306,0.16632016632016633,0.06234413965087282,0.07657657657657657,0.07407407407407407,,21.743810548977393,0.4868421052631579,0.13333333333333333,0.01818181818181818,0.10397196261682243,0.07863849765258216,0.10408921933085502,0.057034220532319393,0.104,0.07354260089686099,0.09293680297397769,0.07905138339920949,0.06666666666666667,0.06282722513089005,0.10819672131147541,0.08837209302325581,0.11011904761904762,0.08163265306122448,0.1643835616438356,0.0547945205479452,0.36363636363636365,0.46153846153846156,0.6666666666666666,0.7219512195121951,0.5675675675675675,0.22453222453222454,0.39814814814814814,0.43,0.2558139534883721,0.14760914760914762,0.28169014084507044,0.28169014084507044,0.8,0.06444906444906445,0.22580645161290322,0.22580645161290322,1.0,0.10187110187110188,0.32653061224489793,0.32653061224489793,0.9375,0.7941176470588235,0.6296296296296297,0.11764705882352941,0.014705882352941176,,,0.04411764705882353,0.3333333333333333,1.0,0.5531914893617021,0.75,0.031914893617021274,0.3333333333333333,0.09574468085106383,0.1111111111111111,0.6278586278586279,0.34782608695652173,0.5342837866108785,0.5494838983050846,0.5517538461538463,0.10727969348659004,0.12669683257918551,,0.15992970123022848,0.2460456942003515,5.493765586034913,25.257500000000007,0.21811535337124288,2.0,3.0,0.041666666666666664,,,,,,,,True,
201160,1610612755,Jason Smith,Jason Smith,201160,PHI,15927.0,265,2,521,537,159.0,171.0,55.0,1058,18.0,28.0,8.0,11.0,4.0,7.0,2.0,13.0,6.0,19,2.0,8.0,,,,3.0,1.0,4.0,,,,1.0,26.0,60,3.0,12.0,11.0,72.0,588,8.0,12.0,,,2.0,18.0,5.0,9.0,,4.0,4.0,14.0,28.0,24.0,9.0,,16.0,,4.0,1.0,8.0,13.0,7.0,20.0,3.0,4.0,5.0,1.0,7.0,47.0,4.0,15.0,,7.0,12.0,11.0,30.0,19.0,49,1.0,13.0,11.0,2.0,7.0,,3.0,4.0,,4.0,,,11.0,2.0,3.0,24.0,51.0,,9.0,4.0,16.0,1.0,2.0,18.0,2.0,,9.0,,1.0,14.0,,,11.0,,3.0,14.0,8.0,14.0,159.0,6.0,1.0,0.5384615384615384,0.7777777777777778,1.0,0.25,,,0.25,0.43333333333333335,0.6666666666666666,0.5555555555555556,0.4236111111111111,0.6666666666666666,0.38461538461538464,0.45,0.6923076923076923,0.4375,0.16666666666666666,0.13333333333333333,0.17857142857142858,0.23076923076923078,,15.63573883161512,0.6363636363636364,0.4782608695652174,,0.08108108108108109,0.10273972602739725,0.08860759493670886,0.06060606060606061,0.08370044052863436,0.08962264150943396,0.14285714285714285,0.07894736842105263,0.0847457627118644,0.046511627906976744,0.1,0.05714285714285714,0.07547169811320754,0.09259259259259259,0.08,0.03125,0.5714285714285714,0.3888888888888889,0.6428571428571429,0.782608695652174,0.5,0.18055555555555555,0.15384615384615385,0.2,0.5,0.2638888888888889,0.3157894736842105,0.3157894736842105,0.6666666666666666,0.1111111111111111,0.25,0.2857142857142857,1.0,0.05555555555555555,0.25,0.25,1.0,0.9166666666666666,0.7272727272727273,,,,,,,,0.5384615384615384,0.5714285714285714,0.23076923076923078,,0.07692307692307693,,0.5555555555555556,0.25,0.497850704225352,0.5333363636363636,0.52595,0.11392405063291139,0.13432835820895522,,0.25,0.19444444444444445,7.929999999999999,25.099999999999998,0.30518234165067176,,1.0,0.08695652173913043,1.0,1.0,0.08333333333333333,0.125,,,,True,
201578,1610612755,Marreese Speights,Marreese Speights,201578,PHI,32918.0,549,-94,1060,1061,242.0,296.0,104.0,2121,53.0,90.0,12.0,22.0,9.0,16.0,22.0,52.0,41.0,92,,,,,,,,1.0,,,,1.0,116.0,234,,1.0,50.0,282.0,1238,15.0,25.0,,,18.0,48.0,23.0,43.0,,1.0,12.0,58.0,160.0,72.0,,,22.0,,1.0,,9.0,14.0,5.0,19.0,5.0,,10.0,1.0,3.0,43.0,4.0,28.0,,17.0,52.0,15.0,84.0,32.0,116,6.0,17.0,11.0,6.0,11.0,1.0,6.0,11.0,1.0,5.0,,4.0,22.0,2.0,7.0,48.0,79.0,,9.0,4.0,59.0,11.0,11.0,62.0,8.0,,31.0,,4.0,23.0,,,17.0,,6.0,23.0,15.0,58.0,242.0,3.0,4.0,0.6896551724137931,0.7619047619047619,,,,,,0.49572649572649574,0.6,0.5348837209302325,0.49361702127659574,0.6,0.5227272727272727,0.5381679389312977,0.6857142857142857,0.5686274509803921,0.00425531914893617,0.038461538461538464,0.06666666666666667,0.038461538461538464,0.010869565217391304,24.190800681431003,0.5,0.4166666666666667,,0.16666666666666666,0.07954545454545454,0.12408759124087591,0.034782608695652174,0.15367483296213807,0.06852248394004283,0.15315315315315314,0.056179775280898875,0.039473684210526314,0.03529411764705882,0.12871287128712872,0.19718309859154928,0.17857142857142858,0.13131313131313133,0.10526315789473684,0.05454545454545454,0.6521739130434783,0.3829787234042553,0.5888888888888889,0.6309523809523809,0.7169811320754716,0.22127659574468084,0.4230769230769231,0.44,0.5909090909090909,0.39148936170212767,0.44565217391304346,0.45054945054945056,0.7073170731707317,,,,,0.00425531914893617,,,,0.88,0.5454545454545454,0.08333333333333333,,,,,,,0.36363636363636365,0.5625,,,0.022727272727272728,,0.3872340425531915,,0.47207574468085106,0.5494727272727273,0.48395227272727276,0.12015503875968993,0.12062256809338522,,0.1702127659574468,0.20567375886524822,8.91837606837607,24.8,0.22830188679245284,1.0,3.0,0.03333333333333333,,,,,,,,True,
201950,1610612755,Jrue Holiday,Jrue Holiday,201950,PHI,23815.0,397,-43,769,774,195.0,154.0,81.0,1543,19.0,31.0,3.0,6.0,6.0,7.0,8.0,18.0,9.0,21,6.0,11.0,,2.0,2.0,4.0,13.0,30.0,1.0,3.0,5.0,11.0,36.0,70,19.0,41.0,13.0,142.0,903,3.0,6.0,1.0,5.0,,9.0,9.0,15.0,7.0,15.0,4.0,43.0,26.0,46.0,36.0,21.0,2.0,,30.0,13.0,6.0,43.0,16.0,59.0,10.0,6.0,25.0,7.0,11.0,134.0,4.0,9.0,,8.0,16.0,,24.0,13.0,37,1.0,14.0,8.0,6.0,15.0,3.0,10.0,9.0,1.0,5.0,,1.0,24.0,1.0,4.0,15.0,35.0,,,2.0,14.0,,3.0,18.0,,,6.0,,3.0,7.0,1.0,1.0,4.0,,3.0,8.0,4.0,43.0,195.0,5.0,3.0,0.3611111111111111,0.37142857142857144,0.631578947368421,0.4634146341463415,0.2,0.4666666666666667,0.4634146341463415,0.5142857142857142,0.5,0.6,0.581081081081081,0.4090909090909091,0.65,0.5916666666666667,0.4090909090909091,0.6515151515151515,0.36936936936936937,0.08571428571428572,0.0967741935483871,0.1111111111111111,0.047619047619047616,16.705336426914155,0.625,,,0.07272727272727272,0.0371900826446281,0.08163265306122448,0.04938271604938271,0.07547169811320754,0.04024767801857585,0.043478260869565216,0.0625,0.010752688172043012,0.05357142857142857,0.06578947368421052,0.078125,0.075,0.125,,0.021739130434782608,0.5,0.27927927927927926,0.6129032258064516,0.6785714285714286,0.42105263157894735,0.16216216216216217,0.4444444444444444,0.5,0.125,0.1891891891891892,0.42857142857142855,0.45,0.4444444444444444,0.0990990990990991,0.5454545454545454,0.5454545454545454,0.8333333333333334,0.2702702702702703,0.43333333333333335,0.43333333333333335,0.5384615384615384,0.5454545454545454,0.5,,0.18181818181818182,,,0.2727272727272727,0.3333333333333333,1.0,0.23333333333333334,0.8571428571428571,0.13333333333333333,0.5,0.36666666666666664,0.45454545454545453,0.6486486486486487,0.43333333333333335,0.5196936363636363,0.5736583333333334,0.5404416666666667,0.05128205128205128,0.07894736842105263,,0.06338028169014084,0.3028169014084507,7.9085714285714275,25.524390243902438,0.2535760728218466,,,0.04,,,,,,,,True,
201975,1610612755,Jodie Meeks,Jodie Meeks,201975,PHI,7155.0,119,-5,233,230,81.0,74.0,20.0,463,9.0,10.0,,,2.0,2.0,,4.0,3.0,8,2.0,3.0,,,1.0,2.0,11.0,21.0,4.0,4.0,5.0,7.0,12.0,22,13.0,24.0,6.0,69.0,283,,,4.0,4.0,,12.0,2.0,6.0,6.0,9.0,3.0,25.0,14.0,10.0,36.0,3.0,,,21.0,11.0,,7.0,2.0,9.0,1.0,1.0,2.0,1.0,4.0,20.0,,,,6.0,7.0,,13.0,,13,,2.0,1.0,1.0,2.0,,2.0,,,,,,2.0,,1.0,4.0,8.0,,,,9.0,,1.0,9.0,1.0,,3.0,,2.0,,,,,,,,,25.0,81.0,1.0,1.0,0.5833333333333334,0.5833333333333334,0.9230769230769231,0.5416666666666666,1.0,0.6666666666666666,0.5416666666666666,0.5454545454545454,,0.3333333333333333,0.6847826086956522,1.5,0.7333333333333333,0.69,1.5,0.7352941176470589,0.5217391304347826,,,,,20.0,1.0,,,0.12962962962962962,,0.2,,0.15476190476190477,,,,,,0.23529411764705882,0.125,0.047619047619047616,0.15,0.3,,,0.21739130434782608,0.9,0.9,0.4444444444444444,0.08695652173913043,,,,0.17391304347826086,0.375,0.375,1.0,0.06521739130434782,0.6666666666666666,0.6666666666666666,1.0,0.45652173913043476,0.5238095238095238,0.5238095238095238,0.9090909090909091,,,,,,,1.0,1.0,1.0,0.13333333333333333,1.0,0.13333333333333333,0.5,0.4666666666666667,0.7142857142857143,0.7391304347826086,0.5238095238095238,0.5180097826086956,0.5796749999999999,0.4998000000000001,0.0625,0.125,,0.17391304347826086,0.36231884057971014,8.304545454545455,25.32916666666667,0.34763948497854075,,,,,,,,,,,True,
2223,1610612755,Samuel Dalembert,Samuel Dalembert,2223,PHI,56866.0,948,-104,1815,1818,339.0,341.0,226.0,3633,100.0,134.0,29.0,54.0,19.0,26.0,27.0,77.0,14.0,31,,,,,,,,,,,,,141.0,242,,,40.0,322.0,1998,37.0,73.0,,,12.0,86.0,23.0,41.0,,,13.0,59.0,194.0,88.0,,,56.0,,,,7.0,20.0,3.0,23.0,2.0,1.0,13.0,3.0,4.0,49.0,9.0,90.0,,42.0,164.0,27.0,233.0,99.0,332,13.0,17.0,7.0,10.0,20.0,3.0,13.0,37.0,3.0,7.0,,7.0,57.0,8.0,12.0,70.0,128.0,,23.0,9.0,54.0,8.0,3.0,55.0,1.0,,24.0,,4.0,75.0,,,52.0,5.0,18.0,75.0,44.0,59.0,339.0,11.0,3.0,0.6879432624113475,0.8584070796460177,,,,,,0.5826446280991735,0.5068493150684932,0.5609756097560976,0.5826446280991735,0.5068493150684932,0.5609756097560976,0.5985130111524164,0.5308641975308642,0.6020408163265306,,0.028925619834710745,0.04477611940298507,0.012987012987012988,,15.688161693936477,0.3508771929824561,0.6136363636363636,,0.2519201228878648,0.13533834586466165,0.24277456647398843,0.049723756906077346,0.25,0.11702127659574468,0.16753926701570682,0.13761467889908258,0.109375,0.03787878787878788,0.1810344827586207,0.23809523809523808,0.3347826086956522,0.248,0.22916666666666666,0.13829787234042554,0.5866666666666667,0.5537190082644629,0.746268656716418,0.78125,0.68,0.3181818181818182,0.35064935064935066,0.35526315789473684,0.6296296296296297,0.128099173553719,0.45161290322580644,0.45161290322580644,0.8571428571428571,,,,,,,,,0.7397260273972602,0.5370370370370371,0.10344827586206896,,,,,,,0.6341463414634146,0.7307692307692307,,,,,0.5537190082644629,,0.5029322314049587,0.5313279411764706,0.5088219512195121,0.09056603773584905,0.09056603773584905,,0.2670807453416149,0.18322981366459629,5.230165289256197,,0.18677685950413223,10.0,6.0,0.08163265306122448,,10.0,,,2.0,,,True,
2574,1610612755,Jason Kapono,Jason Kapono,2574,PHI,15324.0,255,-29,501,491,122.0,98.0,45.0,992,,,,,,,1.0,4.0,11.0,18,9.0,21.0,2.0,2.0,,3.0,10.0,31.0,1.0,2.0,1.0,7.0,12.0,22,19.0,52.0,3.0,84.0,536,,1.0,3.0,4.0,,9.0,1.0,3.0,1.0,10.0,1.0,6.0,16.0,8.0,48.0,9.0,,,31.0,10.0,,6.0,1.0,7.0,1.0,,2.0,3.0,1.0,15.0,,3.0,,1.0,15.0,,16.0,3.0,19,1.0,4.0,2.0,2.0,6.0,,3.0,4.0,,3.0,,3.0,10.0,1.0,4.0,15.0,27.0,,2.0,1.0,3.0,1.0,,4.0,,,1.0,,1.0,2.0,,,,1.0,1.0,2.0,2.0,6.0,122.0,,1.0,0.6666666666666666,0.6666666666666666,0.8421052631578947,0.36538461538461536,0.75,0.1,0.36538461538461536,0.5454545454545454,,0.3333333333333333,0.5472972972972973,0.9,0.19230769230769232,0.5526315789473685,0.9,0.21428571428571427,0.7027027027027027,,,,,15.636363636363637,0.6,,,0.09375,0.01948051948051948,0.014492753623188406,,0.06986899563318777,0.013043478260869565,,0.02127659574468085,0.03773584905660377,,0.13725490196078433,0.0975609756097561,0.058823529411764705,0.020833333333333332,,0.023255813953488372,1.0,,,,,0.05405405405405406,0.25,0.25,1.0,0.24324324324324326,0.6111111111111112,0.6111111111111112,0.6363636363636364,0.28378378378378377,0.42857142857142855,0.42857142857142855,0.8888888888888888,0.4189189189189189,0.3225806451612903,0.3225806451612903,0.8,,,,0.4,1.0,0.5,0.4,0.5,1.0,,,0.23076923076923078,,0.5384615384615384,0.14285714285714285,0.7027027027027027,0.3225806451612903,0.5152209459459458,0.5540125,0.492723076923077,0.013333333333333334,0.043478260869565216,,0.10714285714285714,0.07142857142857142,17.69545454545455,24.557692307692314,0.2435129740518962,,,,,,,,,,,True,
