EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,Offensive Fouls,OffAtRimReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,PenaltyAtRimAccuracy,SecondChanceFtPoints,PtsUnassisted3s,Fg3aBlocked,Arc3Assists,ShortMidRangeAssists,SelfOReb,Travels,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,BlockedCorner3,3SecondViolations,on,3pt And 1 Free Throw Trips
1729,1610612746,Ricky Davis,Ricky Davis,1729,LAC,13596.0,227.0,-106.0,447.0,448,159.0,222,56.0,895,2.0,5.0,1.0,2.0,2.0,1.0,3.0,15.0,33.0,4.0,11.0,1.0,1.0,1.0,5.0,4.0,12.0,2.0,3.0,2.0,8.0,18.0,41.0,8.0,23.0,9.0,69.0,540.0,2.0,5.0,3.0,4.0,13.0,6.0,14.0,3.0,13.0,3.0,24.0,24.0,12.0,24.0,2.0,1.0,11.0,4.0,1.0,10.0,1.0,11.0,1.0,5.0,5.0,23.0,3.0,1.0,1.0,4.0,10.0,1.0,15.0,5.0,20.0,5.0,4.0,1.0,7.0,2.0,5.0,4.0,1.0,2.0,1.0,11.0,1.0,2.0,13.0,20.0,1.0,2.0,10.0,1.0,1.0,14.0,5.0,2.0,1.0,1.0,1.0,1.0,24.0,159.0,2.0,2.0,0.6666666666666666,0.7058823529411765,1.0,0.34782608695652173,0.75,0.23076923076923078,0.36363636363636365,0.43902439024390244,0.4,0.42857142857142855,0.46875,0.7222222222222222,0.3888888888888889,0.4859154929577465,0.7222222222222222,0.4,0.359375,0.024390243902439025,0.2,16.237623762376238,0.6363636363636364,0.05555555555555555,0.05263157894736842,0.07407407407407407,0.007042253521126761,0.08,0.05263157894736842,0.07567567567567568,0.020100502512562814,0.015873015873015872,0.075,0.0784313725490196,0.0967741935483871,0.05660377358490566,0.10526315789473684,1.0,0.078125,0.4,0.5,0.5,0.046875,0.3333333333333333,0.3333333333333333,0.515625,0.45454545454545453,0.45454545454545453,0.7333333333333333,0.171875,0.36363636363636365,0.36363636363636365,1.0,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.5,0.1111111111111111,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.07407407407407407,0.18518518518518517,0.2,0.2962962962962963,0.25,0.4375,0.36363636363636365,0.4838031746031746,0.59319,0.4754288461538462,0.07246376811594203,0.10869565217391304,0.18840579710144928,0.34782608695652173,16.302439024390242,25.47391304347826,0.35570469798657717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1730,1610612746,Brian Skinner,Brian Skinner,1730,LAC,3150.0,52.0,-41.0,97.0,101,47.0,44,14.0,198,3.0,6.0,2.0,3.0,4.0,2.0,2.0,1.0,4.0,,,,,,,,,,,,,6.0,12.0,,,4.0,16.0,129.0,3.0,4.0,,,6.0,4.0,8.0,,,,8.0,6.0,6.0,,4.0,,,,,,,,,,,,1.0,4.0,,,6.0,,6.0,5.0,11.0,1.0,1.0,,,,,1.0,,,,1.0,,,6.0,9.0,,2.0,4.0,1.0,,6.0,3.0,,1.0,1.0,1.0,,8.0,47.0,,,0.5,0.75,,,,,,0.5,0.75,0.5,0.5,0.75,0.5,0.5333333333333333,0.75,0.5,,,,14.285714285714285,,,,0.23076923076923078,0.1,,0.09090909090909091,0.16216216216216217,0.09803921568627451,0.1875,,0.2,0.25,0.23076923076923078,,,0.5,0.5,0.5,0.3333333333333333,0.16666666666666666,1.0,1.0,0.3333333333333333,0.25,0.25,1.0,,,,,,,,,0.75,0.6666666666666666,,,,,,,0.5,,,,,0.5,,0.48252500000000004,0.5145000000000001,0.48392500000000005,0.2,0.2,0.375,0.5,7.391666666666667,,0.4845360824742268,2.0,1.0,0.05263157894736842,0.3333333333333333,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1884,1610612746,Baron Davis,Baron Davis,1884,LAC,151372.0,2523.0,-192.0,4925.0,4897,1292.0,1157,601.0,9822,191.0,345.0,12.0,23.0,90.0,51.0,134.0,88.0,240.0,7.0,33.0,1.0,4.0,4.0,15.0,75.0,263.0,7.0,12.0,22.0,97.0,330.0,719.0,82.0,296.0,239.0,1145.0,5370.0,18.0,38.0,8.0,16.0,77.0,77.0,179.0,26.0,112.0,124.0,356.0,124.0,536.0,99.0,12.0,6.0,257.0,75.0,56.0,488.0,110.0,598.0,32.0,274.0,128.0,1306.0,10.0,40.0,2.0,56.0,153.0,5.0,214.0,52.0,266.0,126.0,69.0,57.0,132.0,35.0,97.0,79.0,9.0,35.0,4.0,211.0,6.0,53.0,105.0,210.0,,5.0,248.0,3.0,19.0,291.0,105.0,43.0,39.0,27.0,43.0,21.0,356.0,1292.0,18.0,41.0,0.18787878787878787,0.19135802469135801,0.4024390243902439,0.27702702702702703,0.5,0.23214285714285715,0.2827586206896552,0.45897079276773295,0.47368421052631576,0.4301675977653631,0.4463054187192118,0.5555555555555556,0.39862542955326463,0.4982456140350877,0.6111111111111112,0.48756906077348067,0.2916256157635468,0.07788595271210014,0.1246376811594203,24.017078811599358,0.6255924170616114,0.03597122302158273,0.013071895424836602,0.08717948717948718,0.024009603841536616,0.10144927536231885,0.01697792869269949,0.0905938448201127,0.022172949002217297,0.007874015748031496,0.013071895424836602,0.0829103214890017,0.06595744680851064,0.10518731988472622,0.10377358490566038,0.4883720930232558,0.3399014778325123,0.553623188405797,0.6324503311258278,0.2617801047120419,0.13201970443349753,0.3805970149253731,0.4112903225806452,0.23645320197044334,0.36666666666666664,0.37130801687763715,0.125,0.03251231527093596,0.21212121212121213,0.21875,0.42857142857142855,0.25911330049261083,0.28517110266159695,0.2862595419847328,0.4,0.42592592592592593,0.5217391304347826,0.07407407407407407,0.25,,0.2222222222222222,0.5833333333333334,0.7142857142857143,0.30927835051546393,0.05154639175257732,0.26666666666666666,0.3333333333333333,0.2268041237113402,0.6315270935960591,0.2918287937743191,0.5073375868917578,0.5182722222222222,0.4846698245614035,0.09845031905195989,0.13157894736842105,0.06724890829694323,0.3109170305676856,7.9413073713490965,26.170608108108112,0.2623350253807107,48.0,16.0,0.03770491803278689,0.03076923076923077,0.0196078431372549,0.5333333333333333,17.0,147.0,2.0,78.0,86.0,18.0,7.0,26.0,14.0,3.0,4.0,4.0,6.0,6.0,1.0,2.0,0.006756756756756757,0.07462686567164178,0.0125,0.030303030303030304,0.0038022813688212928,0.028503562945368172,0.09375,0.03441682600382409,0.08333333333333333,0.010033444816053512,,,,True,
201154,1610612746,Al Thornton,Al Thornton,201154,LAC,56424.0,940.0,-90.0,1814.0,1793,528.0,420,244.0,3607,86.0,135.0,24.0,38.0,46.0,21.0,54.0,39.0,98.0,,1.0,,,,,2.0,6.0,,,,1.0,146.0,287.0,2.0,7.0,70.0,368.0,1954.0,32.0,54.0,,,70.0,48.0,87.0,,1.0,38.0,134.0,194.0,98.0,6.0,34.0,,6.0,2.0,24.0,25.0,10.0,35.0,3.0,12.0,9.0,80.0,9.0,48.0,7.0,13.0,53.0,6.0,72.0,64.0,136.0,15.0,8.0,7.0,20.0,1.0,13.0,27.0,2.0,7.0,5.0,47.0,7.0,14.0,44.0,102.0,,5.0,94.0,4.0,7.0,96.0,35.0,17.0,12.0,10.0,13.0,8.0,134.0,528.0,11.0,14.0,0.6643835616438356,0.751937984496124,1.0,0.2857142857142857,,,0.2857142857142857,0.5087108013937283,0.5925925925925926,0.5517241379310345,0.5068027210884354,0.5925925925925926,0.5454545454545454,0.5476190476190477,0.6140350877192983,0.5982142857142857,0.023809523809523808,0.08362369337979095,0.13333333333333333,18.1255946717412,0.425531914893617,0.1111111111111111,0.109375,0.08631921824104234,0.07079646017699115,0.06435643564356436,0.047872340425531915,0.08088235294117647,0.06581986143187067,0.04659498207885305,0.03870967741935484,0.07035175879396985,0.07303370786516854,0.10970464135021098,0.06369426751592357,0.6153846153846154,0.45918367346938777,0.6370370370370371,0.7350427350427351,0.7093023255813954,0.1836734693877551,0.3888888888888889,0.42857142857142855,0.3333333333333333,0.3979591836734694,0.4020618556701031,0.6923076923076923,0.003401360544217687,,,,0.02040816326530612,0.3333333333333333,0.3333333333333333,1.0,0.7037037037037037,0.631578947368421,,,,,,,0.5227272727272727,,,0.011363636363636364,,0.48299319727891155,0.3333333333333333,0.5001994897959183,0.5329955555555556,0.5054142045454545,0.11285266457680251,0.11254019292604502,0.19021739130434784,0.3641304347826087,8.118118466898956,25.02857142857143,0.29106945975744214,33.0,11.0,0.09623430962343096,0.09090909090909091,0.42857142857142855,0.717391304347826,6.0,,,7.0,4.0,7.0,6.0,11.0,1.0,1.0,1.0,1.0,,2.0,,1.0,,0.09259259259259259,0.01020408163265306,,,0.075,0.06666666666666667,0.05785123966942149,0.20833333333333334,0.125,3.0,,,True,
201569,1610612746,Eric Gordon,Eric Gordon,201569,LAC,96899.0,1615.0,8.0,3173.0,3152,760.0,692,381.0,6325,119.0,195.0,9.0,15.0,37.0,18.0,45.0,30.0,86.0,9.0,26.0,,1.0,,7.0,73.0,205.0,5.0,17.0,13.0,45.0,167.0,326.0,82.0,231.0,151.0,731.0,3420.0,11.0,25.0,5.0,18.0,44.0,32.0,59.0,13.0,52.0,53.0,156.0,182.0,152.0,222.0,8.0,2.0,203.0,73.0,34.0,117.0,18.0,135.0,9.0,68.0,31.0,288.0,5.0,10.0,,26.0,67.0,5.0,98.0,15.0,113.0,53.0,26.0,27.0,62.0,11.0,41.0,30.0,4.0,21.0,1.0,92.0,1.0,18.0,35.0,71.0,,2.0,158.0,1.0,6.0,209.0,97.0,18.0,6.0,2.0,11.0,6.0,156.0,760.0,7.0,16.0,0.5449101796407185,0.558282208588957,0.9024390243902439,0.354978354978355,0.2777777777777778,0.25,0.35807860262008734,0.5122699386503068,0.44,0.5423728813559322,0.5206463195691203,0.43023255813953487,0.46396396396396394,0.5624036979969184,0.46808510638297873,0.5416666666666666,0.414721723518851,0.10429447852760736,0.14871794871794872,20.49293824425367,0.6739130434782609,0.05154639175257732,,0.05760963026655202,0.009569377990430622,0.07365439093484419,0.012853470437017995,0.06134564643799472,0.010460251046025104,0.0025906735751295338,0.009708737864077669,0.05392156862745098,0.040123456790123455,0.07424593967517401,0.040740740740740744,0.5454545454545454,0.3500897666068223,0.6102564102564103,0.7168674698795181,0.5714285714285714,0.0807899461400359,0.4,0.43902439024390244,0.15439856373429084,0.3488372093023256,0.35294117647058826,0.5,0.0466786355475763,0.34615384615384615,0.34615384615384615,0.8888888888888888,0.36804308797127466,0.35609756097560974,0.35784313725490197,0.9041095890410958,0.3488372093023256,0.6,0.023255813953488372,,,0.3953488372093023,0.29411764705882354,1.0,0.3333333333333333,0.06306306306306306,,0.40540540540540543,0.28888888888888886,0.7648114901256733,0.35960591133004927,0.5469673873873874,0.5386968750000001,0.5397454128440365,0.1537242472266244,0.2425,0.060191518467852256,0.213406292749658,6.137116564417178,25.826839826839823,0.23952095808383234,23.0,7.0,0.017587939698492462,0.025,0.4444444444444444,0.6216216216216216,7.0,24.0,1.0,9.0,18.0,6.0,6.0,23.0,2.0,,5.0,1.0,2.0,2.0,,,0.004329004329004329,0.08888888888888889,0.011627906976744186,,0.004878048780487805,0.007662835249042145,0.18072289156626506,0.022388059701492536,0.2222222222222222,,,4.0,,True,
948,1610612746,Marcus Camby,Marcus Camby,948,LAC,85021.0,1417.0,-48.0,2770.0,2769,790.0,653,344.0,5539,95.0,164.0,45.0,89.0,45.0,23.0,53.0,23.0,97.0,1.0,2.0,,,1.0,2.0,,2.0,,,,1.0,141.0,314.0,1.0,4.0,55.0,340.0,2955.0,51.0,109.0,,,111.0,34.0,79.0,1.0,3.0,26.0,97.0,188.0,94.0,3.0,78.0,,2.0,,13.0,124.0,16.0,140.0,2.0,70.0,34.0,296.0,36.0,107.0,7.0,100.0,272.0,31.0,403.0,150.0,553.0,58.0,26.0,32.0,40.0,12.0,33.0,21.0,3.0,7.0,,61.0,3.0,20.0,61.0,89.0,,13.0,80.0,21.0,11.0,81.0,33.0,12.0,87.0,63.0,87.0,50.0,97.0,790.0,6.0,11.0,0.6666666666666666,0.9215686274509803,1.0,0.25,,0.3333333333333333,0.25,0.44904458598726116,0.46788990825688076,0.43037974683544306,0.4481132075471698,0.46788990825688076,0.4329268292682927,0.480225988700565,0.4826086956521739,0.49489795918367346,0.012578616352201259,0.041401273885350316,0.04878048780487805,13.132911392405063,0.6557377049180327,0.3924050632911392,0.08139534883720931,0.27474747474747474,0.10929519918283963,0.32679738562091504,0.12244897959183673,0.28703703703703703,0.11233307148468186,0.09620253164556962,0.1282051282051282,0.1893491124260355,0.32421875,0.31565656565656564,0.341991341991342,0.5747126436781609,0.5157232704402516,0.5792682926829268,0.6089743589743589,0.5789473684210527,0.16666666666666666,0.4339622641509434,0.46938775510204084,0.3050314465408805,0.23711340206185566,0.23958333333333334,1.0,0.006289308176100629,0.5,0.5,1.0,0.006289308176100629,,,,0.8165137614678899,0.5056179775280899,,,,,,,0.5487804878048781,0.024390243902439025,0.5,0.012195121951219513,,0.5283018867924528,,0.5073710691823899,0.5609955555555556,0.5156115853658536,0.09649122807017543,0.09763313609467456,0.3264705882352941,0.2852941176470588,7.269745222929935,24.6,0.2851985559566787,23.0,2.0,0.12244897959183673,0.1,0.6956521739130435,0.5111111111111111,9.0,,,14.0,20.0,11.0,1.0,9.0,,,,,2.0,22.0,2.0,2.0,,0.07547169811320754,0.010309278350515464,,,0.11203319502074689,0.28,0.06790123456790123,0.13333333333333333,,,,,True,
2446,1610612746,Rasual Butler,Rasual Butler,2446,LAC,111259.0,1854.0,-104.0,3666.0,3635,976.0,860,437.0,7301,63.0,89.0,9.0,12.0,23.0,20.0,47.0,62.0,149.0,38.0,103.0,2.0,5.0,9.0,24.0,52.0,169.0,2.0,11.0,11.0,43.0,145.0,285.0,90.0,272.0,93.0,653.0,3971.0,16.0,24.0,4.0,16.0,50.0,37.0,64.0,20.0,67.0,40.0,174.0,188.0,102.0,243.0,16.0,,169.0,52.0,18.0,59.0,9.0,68.0,5.0,27.0,20.0,145.0,7.0,23.0,,44.0,97.0,3.0,144.0,30.0,174.0,25.0,13.0,12.0,30.0,1.0,26.0,22.0,4.0,4.0,1.0,52.0,2.0,14.0,45.0,80.0,,1.0,68.0,5.0,5.0,109.0,35.0,13.0,45.0,27.0,45.0,28.0,174.0,976.0,9.0,12.0,0.6482758620689655,0.6861313868613139,0.9,0.33088235294117646,0.25,0.29850746268656714,0.33088235294117646,0.5087719298245614,0.6666666666666666,0.578125,0.5026929982046678,0.55,0.5114503816793893,0.5349417637271214,0.5697674418604651,0.5657894736842105,0.4883303411131059,0.06315789473684211,0.0898876404494382,15.605552896122546,0.5769230769230769,0.03260869565217391,,0.07348484848484849,0.018945634266886325,0.10576923076923077,0.015486725663716814,0.08122119815668202,0.01800720288115246,0.015486725663716814,0.005763688760806916,0.05530973451327434,0.05604719764011799,0.1001890359168242,0.11635220125786164,0.6222222222222222,0.15978456014362658,0.7078651685393258,0.7777777777777778,0.7142857142857143,0.0843806104129264,0.425531914893617,0.5,0.26750448833034113,0.4161073825503356,0.4246575342465753,0.6290322580645161,0.18491921005385997,0.36893203883495146,0.37254901960784315,1.0,0.30341113105924594,0.3076923076923077,0.30952380952380953,0.8269230769230769,0.3,0.75,0.125,0.4,1.0,0.275,0.18181818181818182,1.0,0.17557251908396945,0.183206106870229,0.375,0.3282442748091603,0.2558139534883721,0.6481149012567325,0.3076923076923077,0.5206340215439855,0.5126266666666667,0.5135347328244275,0.06292517006802721,0.11146496815286625,0.07656967840735068,0.2664624808575804,11.311929824561403,24.816544117647055,0.2662302236770322,16.0,4.0,0.026845637583892617,0.047619047619047616,0.5,0.6956521739130435,6.0,27.0,2.0,4.0,12.0,3.0,7.0,6.0,13.0,2.0,,,7.0,11.0,,,0.007352941176470588,0.14893617021276595,0.020134228187919462,0.009708737864077669,0.005917159763313609,0.012698412698412698,0.07142857142857142,0.010067114093959731,,0.0072992700729927005,1.0,,,True,
200776,1610612746,Mardy Collins,Mardy Collins,200776,LAC,7462.0,124.0,-27.0,234.0,245,86.0,100,22.0,479,3.0,8.0,,,5.0,7.0,12.0,4.0,6.0,,,,,,,,4.0,,,,2.0,14.0,26.0,,4.0,4.0,32.0,268.0,,1.0,,,,4.0,9.0,,2.0,1.0,9.0,8.0,20.0,,,1.0,3.0,,1.0,3.0,2.0,5.0,1.0,2.0,1.0,12.0,,2.0,,2.0,5.0,,7.0,2.0,9.0,7.0,1.0,6.0,2.0,,1.0,1.0,1.0,1.0,,3.0,,,10.0,15.0,,1.0,4.0,,1.0,5.0,3.0,,,,,,9.0,86.0,2.0,,0.2857142857142857,0.2857142857142857,,,,,,0.5384615384615384,,0.4444444444444444,0.4666666666666667,,0.36363636363636365,0.5,,0.375,0.13333333333333333,0.038461538461538464,,13.565891472868216,0.6666666666666666,,,0.056818181818181816,0.025974025974025976,0.08,,0.061946902654867256,0.0196078431372549,0.041666666666666664,,0.04,0.037037037037037035,0.08333333333333333,,,0.26666666666666666,0.375,0.375,0.3333333333333333,0.4,0.5833333333333334,0.6363636363636364,0.2,0.6666666666666666,0.6666666666666666,0.75,,,,,0.13333333333333333,,,,,,,,,,,,0.45454545454545453,,,0.18181818181818182,,0.4,,0.4635810344827586,0.5925,0.4821681818181818,0.09375,0.10714285714285714,,0.28125,8.46923076923077,31.85,0.36752136752136755,1.0,,,,,0.2,,,,1.0,,,,1.0,,,,,,,,,,0.08333333333333333,,,,0.05555555555555555,0.25,,,,,,,True,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,26409.0,440.0,-88.0,855.0,862,192.0,186,98.0,1717,54.0,89.0,17.0,27.0,22.0,6.0,10.0,,2.0,,,,,,,,2.0,,1.0,,1.0,60.0,101.0,,2.0,24.0,144.0,990.0,18.0,29.0,,1.0,43.0,14.0,24.0,,1.0,6.0,34.0,86.0,34.0,,28.0,,2.0,,11.0,7.0,1.0,8.0,,4.0,3.0,17.0,10.0,32.0,1.0,19.0,55.0,8.0,82.0,43.0,125.0,7.0,6.0,1.0,7.0,1.0,5.0,24.0,4.0,2.0,1.0,31.0,4.0,8.0,32.0,53.0,,6.0,50.0,5.0,2.0,65.0,29.0,5.0,29.0,17.0,29.0,20.0,34.0,192.0,3.0,5.0,0.7166666666666667,0.9347826086956522,,,,,,0.594059405940594,0.6206896551724138,0.5833333333333334,0.5825242718446602,0.6,0.56,0.5373134328358209,0.5512820512820513,0.4857142857142857,0.019417475728155338,0.10891089108910891,0.10112359550561797,16.975308641975307,0.22580645161290322,0.38095238095238093,0.02631578947368421,0.18771331058020477,0.1198501872659176,0.24358974358974358,0.09615384615384616,0.19946091644204852,0.11320754716981132,0.07291666666666667,0.12195121951219512,0.16666666666666666,0.18823529411764706,0.20161290322580644,0.26666666666666666,0.6896551724137931,0.8640776699029126,0.6067415730337079,0.675,0.7592592592592593,0.0970873786407767,0.6,0.75,0.019417475728155338,,,,,,,,0.019417475728155338,,,,0.9,0.6296296296296297,,,,0.03333333333333333,,,0.88,,,0.04,,0.883495145631068,,0.5624461165048543,0.5672916666666667,0.5630179999999999,0.2248062015503876,0.2283464566929134,0.2986111111111111,0.2361111111111111,1.2178217821782176,28.65,0.22456140350877193,13.0,5.0,0.15315315315315314,,0.3333333333333333,0.5909090909090909,7.0,,,1.0,,3.0,6.0,3.0,,,,,2.0,10.0,1.0,2.0,,0.2,,,,0.13333333333333333,0.16666666666666666,0.10344827586206896,0.23529411764705882,,7.0,,5.0,True,
2549,1610612746,Chris Kaman,Chris Kaman,2549,LAC,113939.0,1899.0,-62.0,3723.0,3682,906.0,766,448.0,7405,201.0,318.0,46.0,77.0,72.0,134.0,304.0,107.0,245.0,,1.0,,,,,,2.0,,,,1.0,442.0,867.0,,3.0,170.0,1054.0,3967.0,71.0,125.0,,,182.0,89.0,170.0,,1.0,61.0,239.0,648.0,236.0,,72.0,2.0,,,43.0,50.0,26.0,76.0,5.0,40.0,7.0,178.0,44.0,79.0,4.0,68.0,263.0,43.0,374.0,127.0,501.0,26.0,22.0,4.0,104.0,8.0,49.0,63.0,5.0,55.0,4.0,167.0,21.0,43.0,97.0,148.0,,4.0,184.0,13.0,4.0,229.0,107.0,19.0,59.0,49.0,59.0,41.0,239.0,906.0,7.0,19.0,0.7330316742081447,0.7980295566502463,,,,,,0.5098039215686274,0.568,0.5235294117647059,0.5080459770114942,0.568,0.52046783625731,0.5416238437821171,0.6232876712328768,0.566350710900474,0.0034482758620689655,0.049596309111880045,0.08176100628930817,26.88679245283019,0.6227544910179641,0.4215686274509804,0.0380952380952381,0.19113372093023256,0.061383061383061384,0.16464891041162227,0.10576923076923077,0.18501956400223588,0.0722254844392249,0.05122950819672131,0.08950617283950617,0.15734989648033126,0.22802197802197802,0.19659735349716445,0.17197452229299362,0.6949152542372882,0.36551724137931035,0.6320754716981132,0.6883561643835616,0.7114427860696517,0.34942528735632183,0.4407894736842105,0.46206896551724136,0.28160919540229884,0.43673469387755104,0.44214876033057854,0.8878504672897196,0.0011494252873563218,,,,0.0022988505747126436,,,,0.616,0.5974025974025974,,,,,,,0.42105263157894735,,,0.005847953216374269,,0.3689655172413793,,0.46904043778801846,0.5121742268041238,0.46921411764705884,0.11215932914046121,0.11251314405888538,0.17267552182163187,0.22675521821631878,8.032987312572088,54.73333333333333,0.24335213537469783,41.0,18.0,0.0784313725490196,0.16304347826086957,0.6417910447761194,0.5694444444444444,40.0,,,21.0,3.0,17.0,21.0,23.0,,,,,1.0,9.0,,2.0,,0.046052631578947366,0.012244897959183673,,,0.052941176470588235,0.1414141414141414,0.04450261780104712,0.2391304347826087,,4.0,,3.0,True,
