EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceFG2M,Fg3aBlocked,Offensive Fouls,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,FG3APctBlocked,Corner3PctBlocked,OffLongMidRangeReboundPct,FTDefRebounds,DefFTReboundPct,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsPutbacks,OffThreePtRebounds,BlockedShortMidRange,3SecondViolations,ShortMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimAccuracy,FTOffRebounds,LostBallTurnovers,OffFTReboundPct,OffCorner3ReboundPct,Defensive 3 Seconds Violations,ShortMidRangePctAssisted,on,HeaveMakes,HeaveAttempts,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedLongMidRange,SecondChanceAtRimPctAssisted,Clear Path Fouls,ThreePtShootingFoulsDrawn,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,OffensiveGoaltends,BlockedCorner3,3pt And 1 Free Throw Trips
101109,1610612766,Raymond Felton,Raymond Felton,101109,CHA,7731.0,129,14.0,228,228,29.0,45.0,40.0,456,7.0,21.0,3.0,1.0,1.0,2.0,6.0,3.0,18.0,1.0,3.0,4.0,7.0,3.0,3.0,2.0,2.0,12.0,45.0,5.0,10.0,10.0,49.0,230.0,5.0,3.0,3.0,9.0,1.0,2.0,2.0,2.0,1.0,9.0,8.0,16.0,12.0,3.0,7.0,4.0,4.0,15.0,9.0,24.0,8.0,1.0,11.0,1.0,3.0,57.0,4.0,2.0,5.0,7.0,4.0,11.0,3.0,6.0,5.0,1.0,3.0,3.0,3.0,5.0,1.0,1.0,8.0,2.0,3.0,3.0,7.0,1.0,13.0,1.0,1.0,13.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,9.0,29.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.8,0.5,1.0,1.0,0.5,0.2666666666666666,0.5,0.3545454545454545,0.5625,1.0,0.3833333333333333,0.5625,0.9,0.1818181818181818,0.0888888888888888,0.1428571428571428,0.0555555555555555,24.637681159420293,0.375,0.0675675675675675,0.0408163265306122,0.0909090909090909,0.0729166666666666,0.0307692307692307,0.0714285714285714,0.0625,0.0434782608695652,0.0625,0.0857142857142857,0.0769230769230769,0.1111111111111111,0.088235294117647,1.0,0.3818181818181818,0.3333333333333333,0.3888888888888889,0.2857142857142857,0.109090909090909,0.3333333333333333,0.3333333333333333,0.3272727272727272,0.1666666666666666,0.1764705882352941,0.6666666666666666,0.0545454545454545,0.3333333333333333,0.3333333333333333,1.0,0.1272727272727272,0.5714285714285714,0.5714285714285714,0.75,0.375,0.375,1.0,1.0,0.25,1.0,0.5,1.0,0.5636363636363636,0.5714285714285714,0.4893690909090908,0.546225,0.5268625,0.0677966101694915,0.0816326530612244,0.1836734693877551,0.1836734693877551,9.088888888888889,25.21,0.1271929824561403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
101211,1610612766,Stephen Graham,Stephen Graham,101211,CHA,409.0,7,4.0,11,15,4.0,10.0,2.0,26,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,2.0,5.0,8.0,,1.0,1.0,3.0,,,1.0,1.0,,3.0,,,3.0,,,,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,2.0,,1.0,,,,,,3.0,4.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,1.5,1.5,1.5,1.25,1.5,1.5,1.0,,,,15.384615384615383,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,0.50115,0.50115,0.50115,0.5,1.0,0.6,0.6,,23.4,0.3636363636363636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1952,1610612766,Raja Bell,Raja Bell,1952,CHA,9448.0,157,40.0,280,282,35.0,52.0,52.0,562,1.0,2.0,1.0,,,1.0,2.0,13.0,27.0,3.0,8.0,6.0,16.0,1.0,3.0,2.0,2.0,15.0,31.0,9.0,24.0,3.0,60.0,263.0,4.0,1.0,4.0,7.0,1.0,1.0,2.0,3.0,,8.0,20.0,10.0,27.0,,16.0,6.0,,9.0,1.0,10.0,,1.0,5.0,2.0,2.0,21.0,5.0,5.0,11.0,16.0,5.0,21.0,3.0,4.0,3.0,1.0,2.0,,2.0,3.0,,,5.0,1.0,1.0,6.0,13.0,,7.0,,3.0,3.0,,2.0,,2.0,2.0,2.0,1.0,8.0,35.0,1.0,,0.6666666666666666,0.6666666666666666,1.0,0.375,0.25,0.6666666666666666,0.375,0.4838709677419355,1.0,0.5181818181818182,0.4375,1.0,0.5357142857142857,0.4375,1.0,0.4363636363636363,,,,17.99410029498525,0.4,0.1182795698924731,0.0434782608695652,0.1515151515151515,0.1269841269841269,0.0326797385620915,0.0392156862745098,0.0526315789473684,0.1481481481481481,0.0454545454545454,0.1363636363636363,0.1428571428571428,0.1666666666666666,0.1034482758620689,0.5,0.0363636363636363,0.5,0.5,1.0,0.0363636363636363,0.5,0.5,0.4909090909090909,0.4814814814814814,0.4814814814814814,0.6923076923076923,0.1454545454545454,0.375,0.4285714285714285,1.0,0.2909090909090909,0.375,0.375,1.0,0.125,0.375,0.3333333333333333,1.0,,,0.5,1.0,0.4727272727272727,0.375,0.4820090909090908,0.5068071428571429,0.530525,0.0357142857142857,0.0625,0.1166666666666666,0.1333333333333333,16.496774193548386,24.745833333333334,0.125,,1.0,,1.0,0.125,,,0.25,,2.0,1.0,3.0,1.0,0.5,0.0416666666666666,0.125,0.0444444444444444,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
201571,1610612766,D.J. Augustin,D.J. Augustin,201571,CHA,1924.0,32,22.0,58,61,9.0,11.0,13.0,119,1.0,3.0,,,,,,2.0,3.0,1.0,1.0,,3.0,,1.0,,,3.0,6.0,1.0,4.0,5.0,14.0,40.0,,,1.0,,,,,,2.0,2.0,,6.0,3.0,,3.0,,1.0,4.0,,4.0,,,3.0,,1.0,8.0,,2.0,1.0,4.0,,4.0,,2.0,2.0,,1.0,1.0,1.0,1.0,,,2.0,,,1.0,1.0,,5.0,,1.0,6.0,,3.0,,,,,,2.0,9.0,,,,,1.0,0.25,,,0.25,0.5,,0.45,,,0.5384615384615384,,1.0,0.4,0.1666666666666666,0.3333333333333333,,21.42857142857143,0.5,0.0476190476190476,,0.1818181818181818,0.09375,,,,,0.1666666666666666,,0.125,0.3333333333333333,,,0.3,0.3333333333333333,0.5,,,,,0.3,0.6666666666666666,0.6666666666666666,,0.1,1.0,1.0,1.0,0.3,,,,,1.0,,,,,,,0.7,,0.49817,0.5397,,0.2307692307692307,0.3333333333333333,,0.1428571428571428,8.666666666666666,25.700000000000003,0.1551724137931034,,,,,,,,,,,,,,,,,,1.0,0.25,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2199,1610612766,Tyson Chandler,Tyson Chandler,2199,CHA,5973.0,100,26.0,179,175,19.0,14.0,35.0,354,13.0,18.0,11.0,,1.0,,4.0,,,,,,,,,,,13.0,22.0,,,3.0,29.0,163.0,11.0,,,16.0,,1.0,,,2.0,2.0,12.0,14.0,,,,,3.0,2.0,1.0,3.0,1.0,,2.0,,,7.0,11.0,5.0,9.0,15.0,14.0,29.0,1.0,2.0,2.0,,2.0,,2.0,4.0,,,6.0,,,5.0,17.0,2.0,4.0,,1.0,3.0,,1.0,1.0,6.0,5.0,6.0,3.0,2.0,19.0,2.0,1.0,0.4615384615384615,1.0,,,,,,0.5909090909090909,,0.5909090909090909,0.6363636363636364,,0.6304347826086957,0.6666666666666666,0.5,,0.1363636363636363,0.1111111111111111,,13.122171945701355,0.3333333333333333,0.15,0.1392405063291139,0.217391304347826,0.1686746987951807,0.14,0.2051282051282051,0.0909090909090909,0.0714285714285714,0.2,0.1612903225806451,0.3571428571428571,,0.1666666666666666,0.5,0.8181818181818182,0.7222222222222222,0.8125,0.4615384615384615,0.1818181818181818,,,,,,,,,,,,,,,1.0,,,,1.0,,,,0.8181818181818182,,0.5476318181818183,0.57885,0.6323,0.0454545454545454,0.0454545454545454,0.5517241379310345,0.0689655172413793,1.2909090909090908,,0.106145251396648,,,,,,,,,,7.0,,3.0,1.0,0.6363636363636364,,,0.0689655172413793,1.0,0.2,7.0,2.0,14.0,3.0,1.0,1.0,0.25,0.1428571428571428,0.2142857142857142,0.6363636363636364,,,,,,,True,,,,,,,,,,,,,,,
2222,1610612766,Gerald Wallace,Gerald Wallace,2222,CHA,8987.0,150,46.0,267,267,32.0,48.0,51.0,534,14.0,30.0,7.0,2.0,5.0,,,2.0,12.0,1.0,3.0,,1.0,,,,1.0,16.0,42.0,1.0,4.0,16.0,51.0,246.0,8.0,,,9.0,2.0,5.0,,1.0,4.0,8.0,18.0,14.0,3.0,,1.0,,5.0,3.0,2.0,5.0,1.0,1.0,1.0,,2.0,12.0,7.0,6.0,22.0,36.0,12.0,48.0,1.0,7.0,5.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,8.0,,1.0,3.0,7.0,,24.0,3.0,4.0,22.0,,11.0,1.0,,,,,8.0,32.0,1.0,1.0,0.5625,0.6923076923076923,1.0,0.25,,,0.25,0.3809523809523809,0.4,0.3804347826086957,0.375,0.3333333333333333,0.4553571428571428,0.45,0.4444444444444444,0.0869565217391304,0.119047619047619,0.1666666666666666,,19.692307692307693,0.375,0.2444444444444444,0.0642201834862385,0.1875,0.2295081967213114,0.0753424657534246,0.0588235294117647,0.0588235294117647,0.1538461538461538,0.2727272727272727,0.2857142857142857,0.1904761904761904,0.1818181818181818,0.0416666666666666,,0.6521739130434783,0.4666666666666667,0.56,0.5714285714285714,,,,0.2608695652173913,0.1666666666666666,0.1666666666666666,0.5,0.0652173913043478,0.3333333333333333,0.3333333333333333,1.0,0.0217391304347826,,,,0.875,,,,0.8333333333333334,0.4,0.1666666666666666,,0.7391304347826086,,0.5537456521739131,0.5273571428571427,0.6411,0.2,0.2156862745098039,0.1764705882352941,0.1568627450980392,5.55,23.85,0.1198501872659176,,,,,,,,,,3.0,,2.0,2.0,0.375,,,0.073170731707317,8.0,0.7272727272727273,3.0,3.0,6.0,4.0,,,,0.1081081081081081,0.12,0.4285714285714285,1.0,2.0,0.125,0.0833333333333333,,,True,,,,,,,,,,,,,,,
2564,1610612766,Boris Diaw,Boris Diaw,2564,CHA,8574.0,143,44.0,253,255,27.0,44.0,46.0,508,13.0,23.0,6.0,1.0,3.0,3.0,10.0,7.0,9.0,,1.0,4.0,13.0,,,,2.0,23.0,42.0,4.0,14.0,9.0,67.0,240.0,7.0,,1.0,6.0,2.0,4.0,,3.0,4.0,8.0,30.0,16.0,12.0,,13.0,4.0,2.0,10.0,9.0,19.0,5.0,4.0,4.0,,6.0,47.0,6.0,2.0,12.0,14.0,10.0,24.0,1.0,5.0,5.0,,7.0,,7.0,2.0,,,9.0,,,5.0,10.0,1.0,10.0,,1.0,14.0,,4.0,4.0,,,,,8.0,27.0,1.0,2.0,0.6521739130434783,0.6818181818181818,1.0,0.2857142857142857,,,0.2857142857142857,0.5476190476190477,0.5,0.5178571428571429,0.25,0.2857142857142857,0.5317460317460317,0.3,0.4444444444444444,0.25,0.0476190476190476,0.0869565217391304,,23.12703583061889,0.7777777777777778,0.1463414634146341,0.0566037735849056,0.08,0.1308411214953271,0.0709219858156028,0.0465116279069767,,0.1739130434782608,0.1,0.1538461538461538,0.1428571428571428,,0.04,,0.4107142857142857,0.5652173913043478,0.6190476190476191,0.6923076923076923,0.1785714285714285,0.3,0.3,0.1607142857142857,0.7777777777777778,0.7777777777777778,0.5714285714285714,0.0178571428571428,,,,0.2321428571428571,0.3076923076923077,0.3076923076923077,1.0,0.75,,,,0.4285714285714285,0.3333333333333333,0.2857142857142857,,0.6607142857142857,0.3076923076923077,0.5043776785714286,0.5608928571428572,0.4837785714285714,0.0677966101694915,0.0888888888888888,0.0895522388059701,0.1194029850746268,5.966666666666667,25.87142857142857,0.1067193675889328,,1.0,,1.0,0.125,,,0.1428571428571428,,2.0,,1.0,1.0,0.2857142857142857,,,0.0909090909090909,,,2.0,2.0,2.0,4.0,,1.0,,0.1142857142857142,0.08,0.3333333333333333,,,,0.2,1.0,0.6666666666666666,True,,,,,,,,,,,,,,,
1737,1610612766,Nazr Mohammed,Nazr Mohammed,1737,CHA,1843.0,31,4.0,54,57,6.0,10.0,11.0,111,3.0,5.0,3.0,1.0,1.0,3.0,6.0,1.0,2.0,,,,,,,,,7.0,13.0,,,1.0,15.0,62.0,6.0,,,6.0,2.0,2.0,,,,4.0,6.0,8.0,,,,,1.0,2.0,,2.0,,,,,2.0,4.0,3.0,,4.0,4.0,5.0,9.0,,,,,,1.0,,1.0,,,1.0,,1.0,1.0,4.0,1.0,2.0,,,2.0,,1.0,,4.0,4.0,4.0,3.0,4.0,6.0,1.0,,0.4285714285714285,0.6,,,,,,0.5384615384615384,1.0,0.5384615384615384,0.5,1.0,0.5357142857142857,0.5,1.0,,0.0769230769230769,0.2,,23.07692307692308,,0.2666666666666666,0.12,,0.2,0.1666666666666666,0.2857142857142857,,0.2857142857142857,0.3333333333333333,0.2,,,,0.75,0.3846153846153846,0.6,0.75,0.3333333333333333,0.4615384615384615,0.5,0.5,0.1538461538461538,0.5,0.5,1.0,,,,,,,,,0.5,,,,0.5,1.0,,,0.3846153846153846,,0.4550230769230769,0.5197333333333334,0.49865,0.0714285714285714,0.0714285714285714,0.4,0.2666666666666666,6.538461538461538,,0.1111111111111111,,,,,,,,,,3.0,,,,0.5,,,0.0909090909090909,,,2.0,,4.0,2.0,,,,0.4,0.3333333333333333,0.6666666666666666,,,,0.5,,0.3333333333333333,True,,,,,,,,,,,,,,,
2436,1610612766,Flip Murray,Flip Murray,2436,CHA,515.0,9,,15,16,3.0,3.0,3.0,31,1.0,3.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,4.0,1.0,1.0,,5.0,16.0,1.0,,,,,1.0,1.0,1.0,,3.0,2.0,,,3.0,1.0,1.0,2.0,1.0,,1.0,,,1.0,,,2.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,3.0,3.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,0.25,,0.5,,0.75,0.5,,0.75,0.2,0.5,0.6666666666666666,,27.77777777777778,,,,0.25,0.1111111111111111,,,,,,,0.3333333333333333,,,,0.6,0.3333333333333333,1.0,1.0,,,,0.2,,,,,,,,0.2,1.0,1.0,,1.0,,,,0.5,,0.5,1.0,0.8,1.0,0.58487,,0.544675,,,,0.6,4.575,26.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
201945,1610612766,Gerald Henderson,Gerald Henderson,201945,CHA,65.0,1,,2,2,,2.0,1.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
