EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3FGA,StepOutOfBoundsTurnovers,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Technical Free Throw Trips,LongMidRangePctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,HeaveMakes,3pt And 1 Free Throw Trips,on,Clear Path Fouls,BlockedCorner3
101112,1610612756,Channing Frye,Channing Frye,101112,PHX,85442.0,1424,247.0,2850,2838,805,724.0,307.0,5688,30.0,47.0,9.0,19.0,7.0,12.0,18.0,37.0,36.0,91.0,21.0,32.0,6.0,7.0,81.0,233.0,6.0,16.0,25.0,68.0,84.0,175.0,102.0,265.0,65.0,539.0,3158,17.0,36.0,6.0,16.0,7.0,59.0,20.0,46.0,31.0,75.0,26.0,159.0,126.0,42.0,297.0,9.0,16.0,1.0,232.0,81.0,6.0,1.0,37.0,39.0,76.0,23.0,16.0,18.0,6.0,13.0,191.0,18.0,20.0,2.0,57.0,146.0,27.0,230.0,40.0,270.0,4.0,36.0,31.0,5.0,13.0,7.0,11.0,27.0,2.0,10.0,40.0,1.0,5.0,102.0,159.0,3.0,7.0,75.0,8.0,6.0,77.0,6.0,32.0,1.0,8.0,48.0,26.0,22.0,48.0,29.0,3.0,1.0,8.0,159.0,805,14.0,8.0,0.75,0.8289473684210527,0.9705882352941176,0.3849056603773585,0.375,0.41333333333333333,0.38636363636363635,0.48,0.4722222222222222,0.43478260869565216,0.5386363636363637,0.5,0.5495867768595041,0.5673684210526316,0.5363636363636364,0.5888888888888889,0.6022727272727273,0.0037735849056603774,0.03428571428571429,0.0851063829787234,0.05405405405405406,0.03125,16.083697688944408,0.325,0.34177215189873417,0.0273972602739726,0.14106280193236714,0.025031289111389236,0.15159574468085107,0.04225352112676056,0.14386959603118354,0.031020408163265307,0.0234375,0.02252252252252252,0.028037383177570093,0.0364741641337386,0.061855670103092786,0.14093959731543623,0.1691842900302115,0.11822660098522167,0.127208480565371,0.22580645161290322,0.0163265306122449,0.6041666666666666,0.10681818181818181,0.6382978723404256,0.6976744186046512,0.6333333333333333,0.08409090909090909,0.4864864864864865,0.5142857142857142,0.5555555555555556,0.20681818181818182,0.3956043956043956,0.3956043956043956,0.9444444444444444,0.07272727272727272,0.65625,0.6774193548387096,1.0,0.5295454545454545,0.34763948497854075,0.34763948497854075,0.9629629629629629,0.36538461538461536,0.47368421052631576,0.1111111111111111,0.3076923076923077,0.375,1.0,0.09917355371900827,0.5833333333333334,0.05785123966942149,0.8571428571428571,0.5619834710743802,0.36764705882352944,0.7090909090909091,0.34913793103448276,0.5252542141230068,0.495171875,0.5108575,0.07066381156316917,0.15920398009950248,0.0037593984962406013,0.10946196660482375,0.2949907235621521,12.22742857142857,25.15132075471698,0.2824561403508772,,,,,,,,,,,,,,,,,True,,
200811,1610612756,Lou Amundson,Lou Amundson,200811,PHX,21952.0,366,7.0,698,719,214,229.0,97.0,1417,43.0,71.0,14.0,32.0,16.0,24.0,7.0,16.0,2.0,7.0,,,,,,,,,,,52.0,94.0,,,13.0,117.0,802,15.0,36.0,,,3.0,33.0,18.0,29.0,,,4.0,40.0,78.0,26.0,,,24.0,,,,7.0,,10.0,3.0,13.0,2.0,1.0,6.0,2.0,2.0,29.0,12.0,35.0,1.0,10.0,39.0,5.0,54.0,48.0,102.0,4.0,8.0,5.0,3.0,8.0,,5.0,8.0,3.0,1.0,16.0,3.0,2.0,25.0,46.0,2.0,2.0,23.0,2.0,4.0,26.0,4.0,14.0,,1.0,19.0,12.0,6.0,19.0,13.0,1.0,,,40.0,214,4.0,,0.75,0.975,,,,,,0.5531914893617021,0.4166666666666667,0.6206896551724138,0.5531914893617021,0.4166666666666667,0.6206896551724138,0.5571428571428572,0.44594594594594594,0.625,,,0.07446808510638298,0.056338028169014086,0.1875,,14.792176039119806,0.5,0.3125,0.043478260869565216,0.16317991631799164,0.15283842794759825,0.12048192771084337,0.1188118811881188,0.15217391304347827,0.14242424242424243,0.20987654320987653,0.1864406779661017,0.07865168539325842,0.1111111111111111,0.15,0.1267605633802817,0.1566265060240964,0.2,0.14285714285714285,0.05,0.11428571428571428,0.6842105263157895,0.7553191489361702,0.6056338028169014,0.6417910447761194,0.6976744186046512,0.1702127659574468,0.4375,0.5384615384615384,1.0,0.07446808510638298,0.2857142857142857,0.2857142857142857,1.0,,,,,,,,,0.8888888888888888,0.4375,0.14285714285714285,,,,0.8275862068965517,0.6666666666666666,,,,,0.7553191489361702,,0.5420255319148936,0.555074074074074,0.5549103448275863,0.1346153846153846,0.1346153846153846,,0.28205128205128205,0.3418803418803419,2.6627659574468088,,0.30659025787965616,4.0,1.0,1.0,,,,,,,,,,,,,,True,,
201162,1610612756,Jared Dudley,Jared Dudley,201162,PHX,49365.0,823,129.0,1615,1648,622,565.0,217.0,3263,26.0,46.0,5.0,16.0,9.0,17.0,4.0,14.0,9.0,23.0,27.0,55.0,10.0,22.0,19.0,48.0,2.0,4.0,6.0,17.0,39.0,83.0,46.0,103.0,54.0,270.0,1813,5.0,18.0,3.0,7.0,22.0,41.0,13.0,28.0,16.0,39.0,31.0,105.0,54.0,24.0,138.0,,10.0,,48.0,19.0,13.0,,33.0,14.0,47.0,11.0,3.0,20.0,5.0,8.0,108.0,15.0,26.0,1.0,27.0,37.0,9.0,73.0,42.0,115.0,3.0,39.0,27.0,12.0,13.0,1.0,9.0,12.0,4.0,5.0,25.0,3.0,5.0,38.0,79.0,4.0,3.0,61.0,4.0,9.0,65.0,4.0,22.0,2.0,10.0,7.0,4.0,3.0,7.0,1.0,,1.0,,105.0,622,16.0,9.0,0.6923076923076923,0.7941176470588235,1.0,0.44660194174757284,0.42857142857142855,0.41025641025641024,0.44660194174757284,0.46987951807228917,0.2777777777777778,0.4642857142857143,0.5806451612903226,0.38,0.5522388059701493,0.625,0.5694444444444444,0.6176470588235294,0.553763440860215,,0.1566265060240964,0.2391304347826087,0.14285714285714285,,12.8686327077748,0.52,0.17307692307692307,0.01694915254237288,0.06548672566371681,0.05664488017429194,0.12053571428571429,0.058823529411764705,0.08111533586818757,0.05742296918767507,0.032679738562091505,0.07092198581560284,0.06666666666666667,0.05641025641025641,0.06666666666666667,0.06914893617021277,0.024096385542168676,0.0947867298578199,0.1144578313253012,0.13793103448275862,0.03488372093023256,0.14285714285714285,0.24731182795698925,0.5652173913043478,0.7428571428571429,0.6923076923076923,0.07526881720430108,0.2857142857142857,0.3333333333333333,0.25,0.12365591397849462,0.391304347826087,0.391304347826087,0.8888888888888888,0.2956989247311828,0.4909090909090909,0.4909090909090909,1.0,0.25806451612903225,0.3958333333333333,0.3958333333333333,1.0,0.64,0.3125,,0.16,0.5,1.0,0.2537313432835821,0.5294117647058824,0.3283582089552239,0.45454545454545453,0.2537313432835821,0.35294117647058826,0.8010752688172043,0.3958333333333333,0.5513204301075268,0.52148125,0.5634365671641791,0.11650485436893204,0.21782178217821782,0.01904761904761905,0.15185185185185185,0.3888888888888889,6.673493975903615,24.120388349514567,0.3851393188854489,1.0,,,1.0,3.0,1.0,0.12,0.3333333333333333,1.0,,,,,,,,True,,
201609,1610612756,Goran Dragic,Goran Dragic,201609,PHX,23509.0,392,-5.0,743,770,232,213.0,104.0,1513,21.0,37.0,1.0,2.0,6.0,10.0,3.0,17.0,11.0,29.0,4.0,8.0,,3.0,22.0,46.0,1.0,2.0,5.0,11.0,35.0,83.0,26.0,54.0,21.0,169.0,859,1.0,4.0,1.0,2.0,,5.0,9.0,23.0,5.0,14.0,8.0,41.0,18.0,52.0,45.0,33.0,,1.0,45.0,22.0,10.0,1.0,33.0,26.0,59.0,17.0,9.0,23.0,4.0,6.0,144.0,2.0,6.0,1.0,7.0,21.0,,28.0,9.0,37.0,1.0,15.0,8.0,7.0,21.0,4.0,14.0,12.0,7.0,5.0,33.0,2.0,12.0,14.0,28.0,,2.0,30.0,2.0,2.0,29.0,2.0,10.0,,5.0,1.0,,,1.0,,,1.0,,41.0,232,2.0,3.0,0.2571428571428571,0.2571428571428571,0.5769230769230769,0.48148148148148145,0.5,0.35714285714285715,0.49056603773584906,0.42168674698795183,0.25,0.391304347826087,0.5401459854014599,0.4166666666666667,0.44594594594594594,0.56,0.4166666666666667,0.4880952380952381,0.39416058394160586,0.018518518518518517,0.12048192771084337,0.1891891891891892,0.058823529411764705,,21.10726643598616,0.6363636363636364,,0.041666666666666664,0.08203125,0.024291497975708502,0.08433734939759036,0.020202020202020204,0.08259587020648967,0.023121387283236993,0.011627906976744186,0.0273972602739726,0.03409090909090909,0.02666666666666667,,0.13953488372093023,0.038461538461538464,0.06521739130434782,0.05084745762711865,0.16666666666666666,0.015873015873015872,,0.27007299270072993,0.5675675675675675,0.7,0.3333333333333333,0.12408759124087591,0.17647058823529413,0.1875,,0.2116788321167883,0.3793103448275862,0.4074074074074074,0.18181818181818182,0.058394160583941604,0.5,0.5,0.75,0.3357664233576642,0.4782608695652174,0.4888888888888889,0.5454545454545454,0.3333333333333333,0.5,,0.3333333333333333,0.5,1.0,0.2702702702702703,0.6,0.08108108108108109,,0.2972972972972973,0.45454545454545453,0.6642335766423357,0.4888888888888889,0.5271908088235293,0.50616,0.5270041666666667,0.06896551724137931,0.10989010989010989,,0.029585798816568046,0.24260355029585798,8.334939759036146,25.692592592592593,0.3122476446837147,,1.0,,,,,,,,1.0,0.06896551724137931,0.021739130434782608,,,,,True,,
2202,1610612756,Jason Richardson,Jason Richardson,2202,PHX,149106.0,2485,303.0,4944,4964,1322,1211.0,575.0,9908,210.0,320.0,32.0,53.0,57.0,84.0,55.0,126.0,51.0,152.0,53.0,131.0,18.0,37.0,104.0,269.0,5.0,12.0,34.0,79.0,316.0,598.0,157.0,400.0,136.0,1239.0,5493,42.0,77.0,8.0,23.0,13.0,121.0,79.0,152.0,52.0,116.0,54.0,368.0,370.0,262.0,438.0,33.0,52.0,3.0,266.0,104.0,35.0,1.0,99.0,44.0,143.0,19.0,25.0,50.0,21.0,28.0,330.0,19.0,60.0,2.0,79.0,240.0,4.0,323.0,81.0,404.0,12.0,66.0,35.0,31.0,61.0,7.0,34.0,31.0,27.0,4.0,92.0,8.0,20.0,74.0,169.0,7.0,13.0,149.0,6.0,14.0,184.0,16.0,82.0,1.0,16.0,32.0,15.0,13.0,33.0,17.0,2.0,1.0,1.0,368.0,1322,25.0,14.0,0.5854430379746836,0.6379310344827587,0.9299363057324841,0.3925,0.34782608695652173,0.4482758620689655,0.3954659949622166,0.5284280936454849,0.5454545454545454,0.5197368421052632,0.5526052104208417,0.54,0.585820895522388,0.5730804810360777,0.5601851851851852,0.6133333333333333,0.40080160320641284,0.0025,0.05852842809364549,0.0875,0.05555555555555555,,20.851139601139604,0.6630434782608695,0.02962962962962963,0.014492753623188406,0.1309328968903437,0.0400266844563042,0.12286158631415241,0.02996845425867508,0.12883683360258483,0.037037037037037035,0.0502092050209205,0.034403669724770644,0.035897435897435895,0.0288659793814433,0.03355704697986577,0.10830324909747292,0.10327022375215146,0.17191977077363896,0.13070539419087138,0.09937888198757763,0.02526315789473684,0.5151515151515151,0.32064128256513025,0.65625,0.7191780821917808,0.6761904761904762,0.12625250501002003,0.4365079365079365,0.46218487394957986,0.3090909090909091,0.1523046092184369,0.3355263157894737,0.3355263157894737,0.5098039215686274,0.1312625250501002,0.40458015267175573,0.40458015267175573,1.0,0.2695390781563126,0.38661710037174724,0.3880597014925373,0.8942307692307693,0.53,0.6037735849056604,0.09375,0.12,0.4166666666666667,0.8,0.31343283582089554,0.6785714285714286,0.13805970149253732,0.4864864864864865,0.2947761194029851,0.43037974683544306,0.7214428857715431,0.39097744360902253,0.5461740442655934,0.5435605263157895,0.5409176136363636,0.07793427230046948,0.12349397590361445,0.0024937655860349127,0.09765940274414851,0.2970137207425343,6.586622073578594,24.908499999999993,0.26739482200647247,1.0,4.0,,3.0,11.0,3.0,0.11,0.2727272727272727,1.0,1.0,,0.0037174721189591076,1.0,1.0,,,True,,
255,1610612756,Grant Hill,Grant Hill,255,PHX,104270.0,1738,152.0,3484,3493,745,696.0,377.0,6977,91.0,157.0,9.0,25.0,13.0,28.0,41.0,98.0,72.0,171.0,17.0,43.0,2.0,7.0,6.0,14.0,,,1.0,2.0,204.0,426.0,23.0,57.0,124.0,601.0,3846,13.0,41.0,1.0,6.0,10.0,39.0,34.0,80.0,3.0,9.0,33.0,110.0,236.0,172.0,69.0,,8.0,1.0,12.0,5.0,21.0,,99.0,33.0,132.0,25.0,8.0,61.0,12.0,26.0,297.0,20.0,33.0,3.0,67.0,187.0,24.0,278.0,56.0,334.0,12.0,40.0,28.0,12.0,40.0,11.0,25.0,33.0,15.0,8.0,73.0,8.0,14.0,59.0,108.0,4.0,6.0,126.0,7.0,16.0,151.0,16.0,73.0,,10.0,23.0,14.0,8.0,25.0,14.0,,,5.0,110.0,745,10.0,10.0,0.5784313725490197,0.59,1.0,0.40350877192982454,0.16666666666666666,0.3333333333333333,0.39285714285714285,0.4788732394366197,0.3170731707317073,0.425,0.4937888198757764,0.30851063829787234,0.43258426966292135,0.5454545454545454,0.375,0.5045871559633027,0.11801242236024845,,0.04929577464788732,0.08280254777070063,0.08163265306122448,,15.86452762923351,0.547945205479452,0.2696629213483146,0.034482758620689655,0.14134542705971279,0.030414746543778803,0.14502164502164502,0.04975124378109453,0.142296918767507,0.03564223268325487,0.05014749262536873,0.025236593059936908,0.018648018648018648,0.05211726384364821,0.042105263157894736,0.09326424870466321,0.15348837209302327,0.16765285996055226,0.13753581661891118,0.168141592920354,0.05106382978723404,0.56,0.3250517598343685,0.5796178343949044,0.6319444444444444,0.7032967032967034,0.2028985507246377,0.41836734693877553,0.45555555555555555,0.43902439024390244,0.35403726708074534,0.42105263157894735,0.42105263157894735,0.5,0.08902691511387163,0.3953488372093023,0.3953488372093023,1.0,0.028985507246376812,0.42857142857142855,0.42857142857142855,1.0,0.5319148936170213,0.36,0.4444444444444444,,,,0.3146067415730337,0.4642857142857143,0.07865168539325842,0.2857142857142857,0.02247191011235955,0.5,0.44306418219461696,0.4166666666666667,0.5109624481327801,0.5344785714285715,0.481934659090909,0.13518518518518519,0.15113871635610765,,0.064891846921797,0.18302828618968386,9.380046948356808,24.159649122807014,0.21383467278989668,4.0,1.0,,1.0,6.0,3.0,0.1276595744680851,0.16666666666666666,1.0,1.0,,,2.0,2.0,1.0,,True,,
2260,1610612756,Jarron Collins,Jarron Collins,2260,PHX,10551.0,176,4.0,337,340,33,76.0,40.0,677,5.0,9.0,2.0,3.0,1.0,1.0,2.0,7.0,,,,,,,,,,,,,7.0,16.0,,,8.0,22.0,358,2.0,3.0,,,1.0,5.0,1.0,2.0,,,4.0,6.0,8.0,6.0,,,4.0,,,,4.0,,2.0,2.0,4.0,2.0,,1.0,,1.0,10.0,1.0,11.0,,2.0,23.0,,25.0,12.0,37.0,2.0,2.0,2.0,,1.0,,1.0,6.0,,1.0,7.0,1.0,,10.0,30.0,,3.0,30.0,7.0,8.0,19.0,2.0,7.0,,4.0,1.0,,1.0,1.0,,,1.0,2.0,6.0,33,6.0,2.0,0.5714285714285714,0.8,,,,,,0.4375,0.6666666666666666,0.5,0.4375,0.6666666666666666,0.5,0.44,0.5,0.42857142857142855,,,0.25,0.2222222222222222,0.2857142857142857,,8.115183246073299,0.14285714285714285,,,0.1796875,0.088,0.047619047619047616,0.02631578947368421,0.14705882352941177,0.0736196319018405,0.07317073170731707,0.20689655172413793,0.03636363636363636,0.030303030303030304,,0.16666666666666666,0.1891891891891892,0.18181818181818182,0.06451612903225806,,0.4,,0.5625,0.5555555555555556,0.7142857142857143,0.4,0.4375,0.2857142857142857,0.4,1.0,,,,,,,,,,,,,1.0,0.6666666666666666,,,,,0.5,1.0,,,,,0.5625,,0.51176875,0.5614666666666667,0.4667,0.3333333333333333,0.3333333333333333,,0.22727272727272727,0.2727272727272727,3.41875,,0.09792284866468842,1.0,,,,,,,,,,,,,,,,True,,
959,1610612756,Steve Nash,Steve Nash,959,PHX,125548.0,2092,310.0,4201,4198,1114,1027.0,462.0,8399,82.0,116.0,3.0,4.0,27.0,37.0,80.0,148.0,118.0,264.0,3.0,5.0,,,93.0,210.0,4.0,11.0,31.0,80.0,280.0,528.0,96.0,215.0,176.0,1024.0,4645,12.0,28.0,5.0,12.0,8.0,47.0,67.0,129.0,31.0,80.0,104.0,331.0,30.0,530.0,90.0,198.0,,2.0,208.0,93.0,17.0,6.0,542.0,163.0,705.0,113.0,50.0,327.0,105.0,110.0,1573.0,12.0,14.0,,51.0,128.0,8.0,187.0,26.0,213.0,6.0,33.0,21.0,12.0,190.0,40.0,153.0,49.0,37.0,1.0,239.0,14.0,52.0,51.0,85.0,4.0,1.0,170.0,,25.0,188.0,11.0,42.0,1.0,39.0,8.0,5.0,3.0,8.0,2.0,,,,331.0,1114,15.0,37.0,0.05357142857142857,0.05357142857142857,0.3125,0.44651162790697674,0.4166666666666667,0.3875,0.4507042253521127,0.5303030303030303,0.42857142857142855,0.5193798449612403,0.5706594885598923,0.4875,0.5430622009569378,0.6088560885608856,0.5238095238095238,0.625968992248062,0.28936742934051146,0.027906976744186046,0.032196969696969696,0.04310344827586207,0.060810810810810814,,22.172995780590718,0.7949790794979079,0.07272727272727272,,0.08163265306122448,0.01129032258064516,0.0918918918918919,0.022388059701492536,0.08431464908148846,0.01463963963963964,0.007712082262210797,0.0223463687150838,0.006085192697768763,0.021897810218978103,0.024,0.05399568034557235,0.06573705179282868,0.11608623548922056,0.09285714285714286,0.08888888888888889,0.017804154302670624,0.25,0.15612382234185734,0.7068965517241379,0.7387387387387387,0.04878048780487805,0.19919246298788695,0.5405405405405406,0.5755395683453237,0.0125,0.3553162853297443,0.44696969696969696,0.4521072796934866,0.0847457627118644,0.006729475100942127,0.6,0.6,0.3333333333333333,0.28263795423956933,0.44285714285714284,0.45588235294117646,0.3118279569892473,0.1,0.75,,0.275,0.36363636363636365,0.5,0.17703349282296652,0.7297297297297297,,,0.3827751196172249,0.3875,0.44549125168236875,0.44711538461538464,0.48359129554655866,0.47032758620689663,0.4756628019323672,0.05555555555555555,0.07513416815742398,0.004651162790697674,0.0458984375,0.3232421875,11.946969696969695,25.540465116279073,0.2651749583432516,4.0,,,1.0,1.0,,0.025,1.0,,37.0,0.011363636363636364,0.02857142857142857,,,,1.0,True,,
201947,1610612756,Earl Clark,Earl Clark,201947,PHX,2846.0,47,-4.0,96,96,60,61.0,12.0,192,,2.0,,,,2.0,3.0,6.0,3.0,10.0,,,,,,,,,,,6.0,18.0,,,3.0,15.0,118,1.0,2.0,,,2.0,4.0,2.0,12.0,,,,4.0,6.0,6.0,,,,,,,3.0,,,2.0,2.0,2.0,,,,,6.0,,2.0,,2.0,5.0,,7.0,2.0,9.0,,1.0,1.0,,2.0,,1.0,,1.0,,2.0,,2.0,4.0,4.0,,,3.0,,1.0,4.0,,2.0,,,2.0,2.0,,2.0,,,,,4.0,60,,,0.5,0.5,,,,,,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.375,0.6666666666666666,0.16666666666666666,,,0.16666666666666666,0.5,0.3333333333333333,,20.5607476635514,1.0,,,0.13157894736842105,0.06896551724137931,0.25,,0.15217391304347827,0.05555555555555555,,,0.125,,,0.08333333333333333,0.08333333333333333,0.21428571428571427,0.2,0.3333333333333333,,,0.1111111111111111,,,,0.3333333333333333,0.5,0.75,0.3333333333333333,0.5555555555555556,0.3,0.3,0.6666666666666666,,,,,,,,,,,,,,,0.16666666666666666,,,,,,0.1111111111111111,,0.41793888888888886,0.5183,0.4185666666666667,0.1,0.1,,0.26666666666666666,0.26666666666666666,13.144444444444446,,0.625,,,,,,,,,,,,,,,,,True,,
2405,1610612756,Amar'e Stoudemire,Amar'e Stoudemire,2405,PHX,128026.0,2134,292.0,4254,4236,1093,959.0,486.0,8490,304.0,446.0,81.0,131.0,84.0,110.0,147.0,293.0,100.0,234.0,,1.0,,,1.0,3.0,,,1.0,3.0,551.0,973.0,1.0,4.0,366.0,1471.0,4713,98.0,170.0,,,54.0,250.0,134.0,226.0,1.0,3.0,129.0,400.0,700.0,402.0,3.0,,126.0,2.0,1.0,1.0,76.0,,31.0,32.0,63.0,20.0,12.0,23.0,2.0,6.0,158.0,46.0,139.0,6.0,82.0,262.0,27.0,371.0,191.0,562.0,37.0,38.0,24.0,14.0,71.0,8.0,25.0,80.0,46.0,22.0,151.0,10.0,34.0,105.0,212.0,19.0,32.0,355.0,16.0,13.0,469.0,67.0,238.0,,29.0,63.0,43.0,20.0,63.0,32.0,6.0,8.0,8.0,400.0,1093,22.0,27.0,0.6352087114337568,0.7172131147540983,1.0,0.25,,0.3333333333333333,0.5,0.566289825282631,0.5764705882352941,0.5929203539823009,0.5655066530194472,0.5764705882352941,0.5917030567685589,0.6236193712829227,0.6218905472636815,0.6567656765676567,0.0040941658137154556,,0.07810894141829394,0.10089686098654709,0.10238907849829351,,27.508291873963515,0.47019867549668876,0.24770642201834864,0.05172413793103448,0.16467630421118792,0.1078355314197052,0.14616755793226383,0.08679245283018867,0.15985130111524162,0.1017042330951072,0.1715686274509804,0.10427807486631016,0.05917159763313609,0.08415841584158416,0.09523809523809523,0.1524008350730689,0.18762475049900199,0.15548281505728315,0.14489311163895488,0.15,0.10787172011661808,0.5079365079365079,0.4564994882292733,0.6816143497757847,0.7581047381546134,0.6381578947368421,0.2998976458546571,0.5017064846416383,0.55893536121673,0.5306122448979592,0.23950870010235414,0.42735042735042733,0.4291845493562232,0.78,0.0010235414534288639,,,,0.0030706243602865915,0.3333333333333333,0.3333333333333333,1.0,0.7705882352941177,0.6183206106870229,0.1728395061728395,,,,0.48034934497816595,0.7636363636363637,,,0.013100436681222707,0.3333333333333333,0.46059365404298874,1.0,0.4977792307692308,0.5399167832167832,0.5027583700440529,0.2073170731707317,0.20804195804195805,,0.1699524133242692,0.27192386131883073,6.747687564234328,39.974999999999994,0.25693464974141983,7.0,,,,,2.0,,,,3.0,0.004273504273504274,,,,,,True,,
