EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,ShortMidRangeFGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PenaltyFG2M,PtsPutbacks,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Clear Path Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,AtRimPctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,on,OffensiveGoaltends
101126,1610612738,Nate Robinson,Nate Robinson,101126,BOS,3853.0,64.0,-21.0,129,121.0,39.0,43.0,23.0,250,1.0,3.0,1.0,2.0,4.0,5.0,1.0,3.0,1.0,5.0,15.0,1.0,1.0,2.0,4.0,5.0,10.0,6.0,18.0,2.0,30.0,142.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,7.0,4.0,6.0,15.0,3.0,15.0,5.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,5.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,1.0,5.0,4.0,2.0,7.0,39.0,2.0,0.4,0.4,0.8333333333333334,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5,0.5,0.75,0.5,0.5,0.75,0.5,0.6428571428571429,0.1,0.5,20.77922077922078,0.5,0.08333333333333333,0.046511627906976744,0.06,0.028985507246376812,0.08333333333333333,0.0625,0.07692307692307693,0.18181818181818182,0.0625,0.10714285714285714,0.3333333333333333,0.3333333333333333,1.0,0.07142857142857142,0.17857142857142858,0.8,0.8,0.25,0.10714285714285714,0.3333333333333333,0.3333333333333333,1.0,0.5357142857142857,0.3333333333333333,0.3333333333333333,0.8,0.5,0.5,1.0,1.0,0.16666666666666666,0.6666666666666666,0.5,0.75,0.3333333333333333,0.515832142857143,0.5110583333333333,0.06666666666666667,0.16666666666666666,0.1,0.23333333333333334,11.59,24.816666666666666,0.3023255813953488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,127413.0,2124.0,318.0,4102,4063.0,1195.0,1100.0,394.0,8165,161.0,259.0,69.0,109.0,66.0,175.0,12.0,29.0,3.0,89.0,213.0,12.0,20.0,23.0,58.0,274.0,543.0,101.0,242.0,312.0,1163.0,4182.0,13.0,23.0,104.0,156.0,28.0,66.0,118.0,346.0,232.0,316.0,282.0,21.0,213.0,89.0,47.0,151.0,173.0,69.0,57.0,368.0,28.0,175.0,233.0,36.0,269.0,12.0,76.0,51.0,25.0,66.0,71.0,32.0,12.0,137.0,93.0,178.0,9.0,303.0,371.0,160.0,346.0,1195.0,17.0,0.4233576642335766,0.4344569288389513,0.9306930693069307,0.41735537190082644,0.5652173913043478,0.42424242424242425,0.41735537190082644,0.5046040515653776,0.5420382165605095,0.680327868852459,0.5135135135135135,0.6074815595363541,0.7357142857142858,0.5958188153310104,0.30828025477707005,0.0865561694290976,0.07339449541284404,23.925974884335755,0.48175182481751827,0.12186629526462396,0.02263540824575586,0.11511936339522547,0.02100840336134454,0.017094017094017096,0.016129032258064516,0.11300639658848614,0.1320754716981132,0.033707865168539325,0.32993630573248406,0.6216216216216216,0.71875,0.546583850931677,0.13885350318471337,0.2229299363057325,0.37714285714285717,0.38596491228070173,0.24242424242424243,0.03694267515923567,0.41379310344827586,0.41379310344827586,1.0,0.2713375796178344,0.41784037558685444,0.41784037558685444,0.9213483146067416,0.04918032786885246,0.32786885245901637,0.6,1.0,0.3108108108108108,0.26126126126126126,0.39655172413793105,0.6382165605095541,0.41784037558685444,0.5283888535031848,0.5034822072072072,0.17557251908396945,0.23738872403560832,0.08942390369733448,0.29750644883920896,8.21841620626151,24.935537190082645,0.29132130667966843,17.0,23.0,38.0,47.0,1.0,5.0,8.0,22.0,38.0,21.0,72.0,14.0,22.0,15.0,7.0,25.0,7.0,1.0,42.0,16.0,14.0,34.0,8.0,6.0,11.0,34.0,1.0,27.0,5.0,22.0,29.0,13.0,1.0,32.0,21.0,4.0,2.0,13.0,2.0,6.0,2.0,25.0,16.0,1.0,3.0,6.0,31.0,0.5789473684210527,0.46153846153846156,0.13513513513513514,0.022857142857142857,0.11940298507462686,0.007874015748031496,0.0935412026726058,0.016317016317016316,0.033185840707964605,0.01597444089456869,0.017241379310344827,0.1171875,0.10185185185185185,0.072,0.64,0.43119266055045874,0.46534653465346537,0.2553191489361702,0.3770491803278688,0.7391304347826086,0.5294117647058824,0.3333333333333333,1.0,0.5507246376811594,0.036036036036036036,0.625,0.5741688888888887,0.00411522633744856,,,,,,True,
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,177790.0,2963.0,303.0,5692,5660.0,1615.0,1614.0,582.0,11352,308.0,483.0,129.0,162.0,68.0,179.0,5.0,20.0,4.0,12.0,60.0,3.0,4.0,5.0,32.0,442.0,824.0,17.0,80.0,175.0,1110.0,5882.0,4.0,8.0,102.0,225.0,6.0,38.0,71.0,317.0,262.0,622.0,24.0,27.0,56.0,12.0,62.0,609.0,794.0,362.0,177.0,1773.0,62.0,170.0,260.0,100.0,360.0,10.0,189.0,103.0,86.0,148.0,98.0,26.0,13.0,246.0,62.0,198.0,4.0,266.0,282.0,116.0,317.0,1615.0,31.0,0.29638009049773756,0.30536130536130535,0.47058823529411764,0.2125,0.5,0.15789473684210525,0.2236842105263158,0.5364077669902912,0.5171460176991151,0.48863636363636365,0.467680608365019,0.5388349514563107,0.51,0.49686520376175547,0.08849557522123894,0.07524271844660194,0.04938271604938271,20.110410094637224,0.6016260162601627,0.08717948717948718,0.03565267395054629,0.09420849420849421,0.040203131612357175,0.02766798418972332,0.03600654664484452,0.06220839813374806,0.11096938775510204,0.028409090909090908,0.5342920353982301,0.6376811594202898,0.717948717948718,0.32792207792207795,0.17920353982300885,0.19800884955752213,0.37988826815642457,0.37988826815642457,0.3088235294117647,0.022123893805309734,0.25,0.25,0.8,0.06637168141592921,0.2,0.21428571428571427,0.3333333333333333,0.045454545454545456,0.045454545454545456,0.75,0.3333333333333333,0.49049429657794674,0.12167300380228137,0.15625,0.6227876106194691,0.21428571428571427,0.5317329799107146,0.5051333984374997,0.11871227364185111,0.12719298245614036,0.0918918918918919,0.2855855855855856,6.216019417475728,27.024999999999995,0.283731553056922,25.0,49.0,77.0,66.0,1.0,1.0,6.0,37.0,80.0,16.0,114.0,26.0,185.0,136.0,49.0,70.0,33.0,5.0,74.0,16.0,50.0,122.0,9.0,5.0,17.0,72.0,1.0,14.0,6.0,12.0,28.0,,2.0,36.0,11.0,,,6.0,,3.0,2.0,11.0,4.0,2.0,2.0,4.0,32.0,0.4625,0.5066666666666667,0.11180124223602485,,0.07729468599033816,0.02512562814070352,0.115625,0.052884615384615384,0.04180064308681672,0.05806451612903226,0.03773584905660377,0.08221797323135756,0.10993657505285412,0.1317365269461078,0.36363636363636365,0.4074074074074074,0.42857142857142855,0.13636363636363635,0.5568181818181818,0.5102040816326531,0.24,0.25,1.0,0.5968992248062015,0.022813688212927757,0.16666666666666666,0.4902368852459017,0.024390243902439025,4.0,4.0,0.05,0.06666666666666667,,True,
201175,1610612738,Glen Davis,Glen Davis,201175,BOS,28372.0,473.0,-114.0,887,888.0,333.0,325.0,111.0,1775,44.0,88.0,36.0,30.0,9.0,32.0,,,,,1.0,,,,1.0,63.0,150.0,,1.0,41.0,167.0,1014.0,,,35.0,51.0,,1.0,18.0,56.0,80.0,46.0,,,1.0,,32.0,5.0,10.0,2.0,,25.0,37.0,30.0,49.0,53.0,102.0,5.0,7.0,5.0,2.0,9.0,14.0,5.0,3.0,23.0,34.0,61.0,2.0,47.0,57.0,29.0,56.0,333.0,9.0,0.6349206349206349,0.7017543859649122,,,,,,0.42,0.41721854304635764,0.5714285714285714,0.36538461538461536,0.4744318181818182,0.5303030303030303,0.4444444444444444,0.006622516556291391,0.21333333333333335,0.13333333333333333,19.664031620553363,0.391304347826087,0.11029411764705882,0.11858974358974358,0.10869565217391304,0.12408759124087591,0.0875,0.08,0.11627906976744186,0.07476635514018691,0.09259259259259259,0.5827814569536424,0.5,0.7213114754098361,0.6818181818181818,0.1986754966887417,0.2119205298013245,0.28125,0.2903225806451613,1.0,,,,,0.006622516556291391,,,,,,,,0.6923076923076923,0.019230769230769232,,0.5894039735099338,,0.5034420000000001,0.5163666666666668,0.1676300578034682,0.1686046511627907,0.20958083832335328,0.33532934131736525,5.994000000000001,39.3,0.3754227733934611,15.0,22.0,13.0,10.0,,,,16.0,28.0,3.0,19.0,12.0,5.0,4.0,1.0,3.0,14.0,2.0,10.0,9.0,1.0,4.0,,,4.0,11.0,,7.0,1.0,8.0,7.0,,,3.0,7.0,,,6.0,,,1.0,7.0,2.0,1.0,3.0,1.0,2.0,0.5714285714285714,0.37254901960784315,0.3068181818181818,0.03125,0.25,0.05,0.10416666666666667,0.1414141414141414,0.16666666666666666,0.17105263157894737,0.043478260869565216,0.1518987341772152,0.06944444444444445,0.20833333333333334,0.2857142857142857,0.3333333333333333,0.38461538461538464,0.1,0.7857142857142857,0.6818181818181818,0.3333333333333333,,,0.3611111111111111,,,0.5198695652173914,,,,,,,True,
2570,1610612738,Kendrick Perkins,Kendrick Perkins,2570,BOS,120787.0,2013.0,297.0,3837,3830.0,903.0,830.0,359.0,7667,219.0,304.0,76.0,159.0,5.0,12.0,,,,,3.0,,,,2.0,287.0,475.0,,3.0,148.0,722.0,3935.0,,,139.0,105.0,,2.0,60.0,184.0,402.0,172.0,,,2.0,,63.0,53.0,71.0,32.0,14.0,160.0,101.0,269.0,405.0,137.0,542.0,5.0,25.0,18.0,7.0,61.0,89.0,25.0,17.0,150.0,91.0,203.0,24.0,203.0,257.0,112.0,184.0,903.0,17.0,0.7003484320557491,0.7730769230769231,,,,,,0.6042105263157894,0.600418410041841,0.6626506024096386,0.5794392523364486,0.6077441077441077,0.6556603773584906,0.5714285714285714,0.006276150627615063,0.13263157894736843,0.11320754716981132,17.53476313928824,0.4066666666666667,0.19214285714285714,0.08752166377816291,0.200109950522265,0.08586525759577279,0.06609195402298851,0.10714285714285714,0.1622222222222222,0.2310405643738977,0.03968253968253968,0.6359832635983264,0.7203947368421053,0.8455598455598455,0.7579908675799086,0.33263598326359833,0.02510460251046025,0.4166666666666667,0.4166666666666667,1.0,,,,,0.006276150627615063,,,,,,,,0.7102803738317757,0.018691588785046728,,0.6422594142259415,,0.5354964210526315,0.5547419047619047,0.19823008849557522,0.199288256227758,0.1925207756232687,0.2548476454293629,3.5707368421052625,48.4,0.23534010946051603,47.0,67.0,54.0,63.0,,,,55.0,83.0,29.0,62.0,54.0,18.0,15.0,3.0,7.0,29.0,7.0,95.0,41.0,8.0,36.0,5.0,1.0,20.0,27.0,,43.0,14.0,3.0,25.0,,,29.0,124.0,1.0,1.0,72.0,,7.0,45.0,125.0,70.0,3.0,12.0,10.0,26.0,0.6626506024096386,0.5904761904761905,0.14802631578947367,,0.35964912280701755,0.05982905982905983,0.22673031026252982,0.08055555555555556,0.08549222797927461,0.07364341085271318,0.09803921568627451,0.16971279373368145,0.23417721518987342,0.20388349514563106,0.56,0.39622641509433965,0.44680851063829785,0.47619047619047616,0.8072289156626506,0.7014925373134329,0.23404255319148937,,,0.7105263157894737,,,0.5593410958904108,,1.0,,,,,True,
714,1610612738,Michael Finley,Michael Finley,714,BOS,8305.0,138.0,12.0,264,255.0,89.0,90.0,26.0,519,1.0,1.0,,2.0,5.0,11.0,3.0,4.0,1.0,6.0,14.0,,1.0,1.0,3.0,6.0,14.0,9.0,18.0,1.0,40.0,285.0,1.0,2.0,3.0,2.0,3.0,5.0,1.0,12.0,8.0,4.0,27.0,,14.0,6.0,1.0,7.0,9.0,3.0,1.0,20.0,,11.0,13.0,,13.0,,3.0,3.0,,1.0,1.0,,,2.0,4.0,6.0,,2.0,2.0,,12.0,89.0,,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.6,0.5,0.42857142857142855,0.609375,0.75,0.7857142857142857,0.6060606060606061,0.75,0.75,0.5625,0.07142857142857142,0.5,12.068965517241379,0.5,0.13580246913580246,,0.1111111111111111,,,,0.17857142857142858,0.10526315789473684,,0.03125,1.0,1.0,1.0,0.0625,0.34375,0.45454545454545453,0.45454545454545453,0.6,0.125,0.75,0.75,1.0,0.4375,0.42857142857142855,0.42857142857142855,1.0,0.5,0.5,,,,0.42857142857142855,0.3333333333333333,0.59375,0.42857142857142855,0.501659375,0.4877285714285714,,,0.075,0.3,16.285714285714285,24.86111111111111,0.3371212121212121,,,,,1.0,2.0,2.0,,,,1.0,,2.0,1.0,1.0,3.0,,,2.0,,,1.0,,1.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,0.5,,,,,0.05555555555555555,,,,,0.13333333333333333,0.038461538461538464,0.1,,,,,,,,1.0,1.0,,0.2857142857142857,1.0,0.5427,,,,,,,True,
739,1610612738,Rasheed Wallace,Rasheed Wallace,739,BOS,63320.0,1055.0,18.0,2028,2010.0,694.0,752.0,229.0,4038,34.0,60.0,8.0,103.0,17.0,45.0,4.0,21.0,1.0,39.0,148.0,3.0,10.0,11.0,48.0,99.0,208.0,43.0,169.0,61.0,388.0,2135.0,3.0,11.0,43.0,49.0,12.0,57.0,41.0,119.0,110.0,88.0,129.0,,146.0,39.0,12.0,28.0,33.0,16.0,8.0,71.0,17.0,112.0,163.0,28.0,191.0,3.0,43.0,22.0,21.0,14.0,15.0,4.0,,29.0,91.0,139.0,3.0,64.0,79.0,29.0,119.0,694.0,17.0,0.5555555555555556,0.5851063829787234,1.0,0.25443786982248523,0.2727272727272727,0.21052631578947367,0.25748502994011974,0.47596153846153844,0.4336870026525199,0.578125,0.36792452830188677,0.4696601941747573,0.5972222222222222,0.468503937007874,0.4482758620689655,0.057692307692307696,0.038834951456310676,19.3505923650724,0.4827586206896552,0.1794871794871795,0.027642276422764227,0.1721698113207547,0.029768467475192944,0.03825136612021858,0.020100502512562814,0.1691542288557214,0.15613382899628253,0.013761467889908258,0.15915119363395225,0.5666666666666667,0.6415094339622641,0.7058823529411765,0.27320954907161804,0.11936339522546419,0.37777777777777777,0.38636363636363635,0.8235294117647058,0.05570291777188329,0.19047619047619047,0.19047619047619047,1.0,0.3925729442970822,0.2635135135135135,0.2653061224489796,1.0,0.03125,0.3125,0.3,1.0,0.07547169811320754,0.4528301886792453,0.22916666666666666,0.6074270557029178,0.2671232876712329,0.49719853333333347,0.4772899038461539,0.0728643216080402,0.12663755458515283,0.11082474226804123,0.30670103092783507,8.727403846153846,25.437278106508877,0.3422090729783038,7.0,10.0,4.0,48.0,,1.0,9.0,14.0,21.0,6.0,21.0,10.0,5.0,3.0,2.0,4.0,10.0,1.0,34.0,17.0,3.0,10.0,3.0,,,11.0,,9.0,9.0,2.0,8.0,1.0,,14.0,38.0,,,32.0,,,6.0,38.0,22.0,,,2.0,13.0,0.6666666666666666,0.42857142857142855,0.11666666666666667,0.022222222222222223,0.18085106382978725,0.012195121951219513,0.15178571428571427,0.03424657534246575,0.02575107296137339,0.02586206896551724,0.06666666666666667,0.23376623376623376,0.16875,0.109375,0.5789473684210527,0.46601941747572817,0.48484848484848486,0.3541666666666667,0.3125,0.7,0.2857142857142857,,,0.5,0.08490566037735849,0.1111111111111111,0.525656,,2.0,1.0,0.005917159763313609,0.006756756756756757,,True,
951,1610612738,Ray Allen,Ray Allen,951,BOS,145180.0,2420.0,348.0,4661,4628.0,1269.0,1279.0,452.0,9289,126.0,186.0,42.0,90.0,94.0,196.0,39.0,117.0,7.0,88.0,234.0,8.0,23.0,29.0,68.0,263.0,472.0,127.0,351.0,188.0,1095.0,4794.0,9.0,30.0,95.0,104.0,39.0,95.0,89.0,320.0,358.0,168.0,351.0,30.0,234.0,88.0,32.0,139.0,157.0,88.0,30.0,332.0,27.0,115.0,179.0,36.0,215.0,11.0,51.0,40.0,11.0,63.0,41.0,28.0,7.0,104.0,93.0,158.0,3.0,134.0,207.0,52.0,320.0,1269.0,15.0,0.6806083650190115,0.6884615384615385,0.9212598425196851,0.36182336182336183,0.3,0.4105263157894737,0.36182336182336183,0.5572033898305084,0.5510328068043743,0.5472972972972973,0.5804020100502513,0.5878076062639821,0.5833333333333334,0.6422594142259415,0.4264884568651276,0.06779661016949153,0.1,19.310478404028665,0.6057692307692307,0.0712957222566646,0.01929949964260186,0.08095460926532522,0.01837270341207349,0.016706443914081145,0.014314928425357873,0.048327137546468404,0.09546165884194054,0.027777777777777776,0.22600243013365734,0.6774193548387096,0.75,0.6428571428571429,0.10935601458080195,0.23815309842041313,0.47959183673469385,0.49214659685863876,0.7659574468085106,0.1421628189550425,0.3333333333333333,0.3333333333333333,0.9743589743589743,0.284325637910085,0.37606837606837606,0.3776824034334764,0.8977272727272727,0.0945945945945946,0.3108108108108108,0.34782608695652173,0.875,0.21105527638190955,0.3417085427135678,0.4264705882352941,0.6524908869987849,0.37606837606837606,0.5324200486026732,0.5243444723618091,0.06473988439306358,0.10176125244618395,0.0867579908675799,0.2922374429223744,9.971610169491527,24.531908831908833,0.27225917185153403,10.0,15.0,29.0,43.0,1.0,10.0,27.0,27.0,44.0,14.0,57.0,6.0,18.0,11.0,7.0,21.0,8.0,1.0,58.0,6.0,10.0,35.0,5.0,4.0,4.0,33.0,1.0,14.0,1.0,13.0,13.0,49.0,4.0,29.0,22.0,1.0,,16.0,1.0,2.0,4.0,23.0,8.0,1.0,,1.0,27.0,0.6136363636363636,0.5480769230769231,0.0967741935483871,0.025510204081632654,0.03636363636363636,0.006944444444444444,0.11068702290076336,0.015810276679841896,0.026476578411405296,0.018867924528301886,0.007407407407407408,0.06422018348623854,0.11224489795918367,0.10606060606060606,0.34782608695652173,0.4777777777777778,0.5308641975308642,0.6046511627906976,0.20270270270270271,0.6666666666666666,0.5,0.14285714285714285,1.0,0.6904761904761905,0.135678391959799,0.37037037037037035,0.4982754098360655,0.011299435028248588,,1.0,0.002849002849002849,0.004273504273504274,1.0,True,
2605,1610612738,Marquis Daniels,Marquis Daniels,2605,BOS,24553.0,409.0,2.0,780,789.0,242.0,286.0,90.0,1569,36.0,54.0,12.0,19.0,6.0,13.0,2.0,9.0,1.0,,4.0,,,,3.0,50.0,86.0,2.0,13.0,16.0,122.0,845.0,1.0,1.0,26.0,21.0,,4.0,6.0,32.0,76.0,24.0,6.0,,4.0,,11.0,6.0,11.0,4.0,2.0,27.0,9.0,10.0,24.0,16.0,40.0,3.0,8.0,4.0,4.0,8.0,7.0,5.0,2.0,15.0,24.0,48.0,3.0,22.0,23.0,10.0,32.0,242.0,10.0,0.76,0.8260869565217391,1.0,0.15384615384615385,1.0,,0.15384615384615385,0.5813953488372093,0.5353535353535354,0.6764705882352942,0.52,0.5596330275229358,0.7222222222222222,0.5333333333333333,0.13131313131313133,0.12790697674418605,0.15789473684210525,14.139110604332954,0.5333333333333333,0.04201680672268908,0.0391304347826087,0.047058823529411764,0.05063291139240506,0.043478260869565216,0.05333333333333334,0.02702702702702703,0.05,0.08571428571428572,0.5454545454545454,0.6666666666666666,0.782608695652174,0.8333333333333334,0.1919191919191919,0.13131313131313133,0.46153846153846156,0.46153846153846156,1.0,0.09090909090909091,0.2222222222222222,0.2222222222222222,1.0,0.04040404040404041,,,,0.058823529411764705,,,,0.48,0.12,,0.6767676767676768,,0.5624020408163265,0.5559520833333332,0.09433962264150944,0.10752688172043011,0.21311475409836064,0.26229508196721313,5.401162790697674,24.738461538461536,0.31025641025641026,8.0,12.0,7.0,8.0,1.0,,1.0,10.0,16.0,3.0,13.0,8.0,5.0,3.0,2.0,,7.0,,6.0,8.0,2.0,3.0,1.0,1.0,2.0,5.0,,1.0,,4.0,3.0,,,3.0,1.0,1.0,1.0,1.0,,,,2.0,,,,,3.0,0.625,0.6190476190476191,0.14814814814814814,,0.2,,0.058823529411764705,0.08139534883720931,0.023255813953488372,0.10294117647058823,,0.046875,0.0759493670886076,,,0.42105263157894735,0.5,0.25,0.7058823529411765,0.6666666666666666,0.5,1.0,1.0,0.5833333333333334,0.04,,0.6027291666666666,,,,,,,True,
708,1610612738,Kevin Garnett,Kevin Garnett,708,BOS,117608.0,1960.0,348.0,3783,3766.0,983.0,969.0,365.0,7549,142.0,216.0,52.0,198.0,151.0,323.0,1.0,1.0,,,4.0,,,,,381.0,737.0,1.0,5.0,177.0,942.0,3822.0,,,76.0,166.0,,,79.0,243.0,634.0,128.0,,3.0,4.0,,22.0,141.0,176.0,113.0,14.0,387.0,54.0,275.0,405.0,75.0,480.0,13.0,67.0,48.0,19.0,36.0,58.0,11.0,15.0,94.0,78.0,159.0,6.0,188.0,212.0,91.0,243.0,983.0,18.0,0.8320209973753281,0.8567567567567568,,0.2,,,0.2,0.5169606512890095,0.5154986522911051,0.4696969696969697,0.4939759036144578,0.5613825983313468,0.5205479452054794,0.5731132075471698,0.006738544474393531,0.029850746268656716,0.04040404040404041,22.28325770241223,0.3829787234042553,0.20692249811888638,0.04611443210930828,0.1996615905245347,0.047244094488188976,0.025936599423631124,0.03058823529411765,0.15610859728506787,0.21946564885496184,0.03857566765578635,0.29110512129380056,0.6574074074074074,0.6995073891625616,0.8591549295774648,0.2668463611859838,0.4353099730458221,0.4674922600619195,0.468944099378882,0.9271523178807947,0.0013477088948787063,1.0,1.0,,0.005390835579514825,,,,,,,,0.3132530120481928,,,0.29784366576819404,,0.4716161051212939,0.4688765060240963,0.1116564417177914,0.11234567901234568,0.08067940552016985,0.25796178343949044,11.076255088195389,25.02,0.2598466825270949,16.0,32.0,30.0,88.0,,,,31.0,66.0,14.0,82.0,22.0,35.0,27.0,8.0,14.0,18.0,3.0,79.0,51.0,7.0,25.0,3.0,,4.0,20.0,,25.0,11.0,9.0,18.0,,,24.0,54.0,,,40.0,,,14.0,54.0,33.0,4.0,7.0,12.0,24.0,0.4696969696969697,0.4939759036144578,0.06018518518518518,0.0030959752321981426,0.38345864661654133,0.025423728813559324,0.17792792792792791,0.05099150141643059,0.08020050125313283,0.06589147286821706,0.010526315789473684,0.25068870523415976,0.18787878787878787,0.14912280701754385,0.6111111111111112,0.4444444444444444,0.4631578947368421,0.625,0.48484848484848486,0.5,0.3125,,,0.5769230769230769,,,0.5014666666666667,,,,,,,True,
