EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsUnassisted2s,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,DefThreePtReboundPct,DefArc3ReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted3s,HeaveAttempts,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,PenaltyFtPoints,PtsPutbacks,OffThreePtRebounds,SelfOReb,LostBallSteals,StepOutOfBoundsTurnovers,Travels,NonShootingFoulsDrawn,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,ShortMidRangePctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,Corner3PctBlocked,SecondChanceAtRimPctAssisted,Technical Free Throw Trips,FTOffRebounds,OffFTReboundPct,on,SecondChanceCorner3FGM,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Clear Path Fouls,BlockedCorner3
101183,1610612748,Shavlik Randolph,Shavlik Randolph,101183,MIA,1068.0,18,2.0,29,29,2,1,3.0,58,1.0,2.0,1.0,1.0,2.0,3.0,4,27,4.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,12.5,1.0,0.5,0.2,0.1,0.5,0.6666666666666666,0.5,0.5,0.3333333333333333,1.0,1.0,0.6666666666666666,0.4473666666666667,4.5,0.06896551724137931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
200821,1610612748,Yakhouba Diawara,Yakhouba Diawara,200821,MIA,391.0,7,7.0,12,12,2,5,,24,,,,,,,3,7,,,,1,1,,,,,,,,,,2,,0.5,0.5,25.0,,,,0.14285714285714285,,,,,,,,1.0,0.53545,,0.16666666666666666,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,25.233333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,12370.0,206,-5.0,363,371,108,104,53.0,734,5.0,10.0,2.0,6.0,12.0,29.0,66,377,20.0,3.0,,7,9,6.0,6.0,6.0,2.0,15.0,9.0,21.0,14.0,3.0,108,0.41379310344827586,0.47619047619047616,0.4925373134328358,19.431279620853083,0.4,,0.023622047244094488,0.03977272727272727,0.06382978723404255,0.15873015873015872,0.5,0.7142857142857143,0.09523809523809523,0.3333333333333333,0.3333333333333333,0.6984126984126984,0.5075858333333333,9.53448275862069,0.2975206611570248,8.0,27.0,12.0,34.0,27.0,24.0,8.0,17.0,24.0,7.0,55.0,4.0,0.75,0.35294117647058826,0.3870967741935484,0.5396825396825397,0.08163265306122448,0.05263157894736842,0.42857142857142855,0.2962962962962963,0.2962962962962963,0.625,0.3333333333333333,27.176470588235293,2.0,5.0,13.0,4.0,7.0,1.0,2.0,3.0,1.0,2.0,1.0,7.0,6.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,10.0,13.0,4.0,9.0,3.0,3.0,7.0,5.0,2.0,3.0,7.0,2.0,2.0,2.0,4.0,9.0,3.0,1.0,3.0,1.0,3.0,2.0,9.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,13.0,2.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3,0.4,0.3,0.43333333333333335,0.3,0.43333333333333335,0.10344827586206896,0.3,0.015748031496062992,0.011560693641618497,0.038461538461538464,0.030303030303030304,0.18181818181818182,0.5,0.2,0.20634920634920634,0.38461538461538464,0.38461538461538464,0.2,0.1111111111111111,0.5714285714285714,0.5714285714285714,1.0,0.2,0.4,0.5,1.0,0.13333333333333333,0.2,0.6666666666666666,0.4666666666666667,0.14285714285714285,0.45038749999999994,0.4939464285714286,0.07462686567164178,0.15151515151515152,0.045454545454545456,0.19696969696969696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2048,1610612748,Jamaal Magloire,Jamaal Magloire,2048,MIA,21565.0,359,-11.0,650,658,183,223,100.0,1308,25.0,42.0,3.0,12.0,28.0,56.0,77,683,30.0,50.0,12.0,80,121,9.0,8.0,5.0,4.0,17.0,40.0,59.0,46.0,3.0,183,0.5,0.5,0.4583333333333333,13.254593175853017,0.29411764705882354,0.3333333333333333,0.228310502283105,0.2251655629139073,0.13953488372093023,0.75,0.5952380952380952,0.6756756756756757,0.21428571428571427,0.25,0.3,0.75,0.5127375,2.3660714285714284,0.2815384615384615,,,,,,,,,1.0,,3.0,18.0,,,,,0.21686746987951808,0.1935483870967742,,,,,,,13.0,,2.0,,,,,,,,,,21.0,22.0,,,26.0,10.0,15.0,,,31.0,26.0,,,7.0,1.0,,1.0,,,32.0,41.0,1.0,1.0,12.0,,1.0,4.0,6.0,6.0,7.0,59.0,3.0,27.0,11.0,7.0,,11.0,6.0,31.0,6.0,0.4642857142857143,0.7222222222222222,,,0.6666666666666666,0.45454545454545453,0.6666666666666666,0.4482758620689655,0.5166666666666667,0.125,0.11904761904761904,0.13793103448275862,0.13225806451612904,0.19642857142857142,0.18181818181818182,0.2857142857142857,0.5454545454545454,0.48,0.03571428571428571,,,,,,,,,,,,0.8666666666666667,,,,,0.5607411764705882,0.49889333333333336,0.3375,0.3375,0.33766233766233766,0.4025974025974026,10.0,21.0,8.0,10.0,6.0,11.0,20.0,9.0,3.0,1.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,4.0,0.45454545454545453,0.16666666666666666,0.11538461538461539,0.09090909090909091,0.14285714285714285,0.045454545454545456,0.2537313432835821,0.3181818181818182,0.14285714285714285,0.3333333333333333,0.9545454545454546,0.47619047619047616,0.6153846153846154,,,,,,,,,,,,True,,,,,,,,
2592,1610612748,James Jones,James Jones,2592,MIA,4030.0,67,-11.0,127,125,24,62,13.0,252,,,1.0,1.0,1.0,4.0,33,129,2.0,2.0,1.0,5,5,3.0,2.0,1.0,1.0,3.0,4.0,10.0,1.0,,24,0.25,0.8,0.7857142857142857,16.901408450704228,0.3333333333333333,0.06666666666666667,0.047619047619047616,0.06779661016949153,0.10526315789473684,,,,0.05,1.0,1.0,0.8,0.47797750000000006,18.45,0.1889763779527559,8.0,13.0,10.0,16.0,30.0,13.0,8.0,2.0,3.0,,7.0,2.0,1.0,0.625,0.625,0.8,0.11764705882352941,0.08333333333333333,0.65,0.6153846153846154,0.6666666666666666,1.0,0.6153846153846154,24.975000000000005,,,3.0,2.0,3.0,,,,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,3.0,1.0,2.0,1.0,2.0,6.0,,,,1.0,1.0,,1.0,,2.0,,,,,2.0,1.0,1.0,,,1.0,,2.0,,,2.0,2.0,,2.0,2.0,6.0,2.0,,,1.0,0.5,0.5,1.5,0.625,1.5,0.6,0.25,,,,,,0.2,1.0,,0.15,,,,0.15,0.6666666666666666,0.6666666666666666,1.0,,1.0,1.0,1.0,,,,0.5,0.5,0.459,0.378925,,,0.09090909090909091,0.18181818181818182,,,,,,1.0,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,0.0625,0.3333333333333333,0.07692307692307693,,,,,,,,True,,,,,,,,
2047,1610612748,Quentin Richardson,Quentin Richardson,2047,MIA,6124.0,102,24.0,194,195,80,82,36.0,389,2.0,2.0,,4.0,3.0,10.0,30,197,2.0,10.0,2.0,17,18,11.0,7.0,3.0,,4.0,3.0,11.0,6.0,,80,0.3,0.4444444444444444,0.4838709677419355,15.02145922746781,0.75,0.2857142857142857,0.15384615384615385,0.16483516483516483,0.16666666666666666,0.07407407407407407,1.0,1.0,0.14814814814814814,,,0.7037037037037037,0.5109185185185184,10.22,0.41237113402061853,3.0,11.0,6.0,17.0,15.0,11.0,3.0,5.0,7.0,4.0,16.0,5.0,0.8333333333333334,0.35294117647058826,0.35294117647058826,0.6296296296296297,0.19230769230769232,0.23809523809523808,0.4074074074074074,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.2727272727272727,24.51764705882353,2.0,1.0,4.0,3.0,6.0,,,1.0,,,1.0,4.0,6.0,,,,1.0,3.0,8.0,1.0,5.0,12.0,4.0,3.0,,,2.0,1.0,1.0,1.0,,1.0,1.0,,3.0,1.0,,1.0,,,1.0,,8.0,,3.0,,,,,,12.0,3.0,0.6666666666666666,0.6666666666666666,,0.2,0.375,,0.34615384615384615,0.5,0.4,,,0.014925373134328358,0.01098901098901099,,,,,0.5,0.14814814814814814,0.25,0.25,1.0,0.2222222222222222,0.5,0.5,1.0,,,,,0.15384615384615385,0.07692307692307693,,0.3076923076923077,0.25,,0.47652307692307694,0.1,0.23076923076923078,0.03333333333333333,0.4,,,2.0,,1.0,3.0,,,1.0,4.0,,,1.0,,,,,,1.0,,,,0.03225806451612903,,,0.047619047619047616,0.2857142857142857,0.058823529411764705,,,,1.0,,,,,,,,,,,,True,,,,,,,,
2748,1610612748,Dorell Wright,Dorell Wright,2748,MIA,13249.0,221,-10.0,392,400,100,124,63.0,792,10.0,18.0,2.0,8.0,18.0,47.0,64,424,16.0,16.0,4.0,26,36,8.0,4.0,6.0,3.0,8.0,11.0,15.0,10.0,,100,0.3829787234042553,0.4153846153846154,0.45714285714285713,16.846652267818573,0.75,0.2,0.12213740458015267,0.12290502793296089,0.046511627906976744,0.27692307692307694,0.5555555555555556,0.6666666666666666,0.12307692307692308,0.25,0.25,0.5538461538461539,0.4974915384615385,9.855319148936168,0.25510204081632654,3.0,5.0,6.0,18.0,18.0,5.0,3.0,11.0,14.0,5.0,31.0,6.0,1.0,0.3333333333333333,0.3333333333333333,0.27692307692307694,0.125,0.13157894736842105,0.07692307692307693,0.6,0.6,1.0,0.6,24.077777777777776,5.0,6.0,21.0,3.0,13.0,,,1.0,,,1.0,2.0,10.0,10.0,,,14.0,1.0,6.0,1.0,3.0,9.0,20.0,,,3.0,3.0,2.0,1.0,2.0,4.0,7.0,10.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,,,11.0,1.0,5.0,3.0,2.0,,4.0,2.0,9.0,1.0,0.5555555555555556,0.625,,0.3333333333333333,0.16666666666666666,0.5,0.2777777777777778,0.5833333333333334,0.4090909090909091,0.06382978723404255,0.16666666666666666,0.04827586206896552,0.05405405405405406,0.023809523809523808,0.07407407407407407,0.1,0.5,0.7,0.3230769230769231,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.2,0.23076923076923078,0.25,1.0,,,,,0.5555555555555556,0.1111111111111111,,0.2222222222222222,0.5,0.48160000000000003,0.5325833333333334,0.07246376811594203,0.09803921568627451,0.21875,0.140625,3.0,5.0,1.0,5.0,4.0,4.0,4.0,3.0,1.0,4.0,,,1.0,1.0,,,,,1.0,0.5,,0.075,0.05263157894736842,0.07692307692307693,0.07142857142857142,0.21951219512195122,0.10638297872340426,0.02702702702702703,0.5,0.5,0.6,0.2,1.0,0.05555555555555555,,,1.0,1.0,0.07692307692307693,0.3333333333333333,,,,True,,,,,,,,
2306,1610612748,Carlos Arroyo,Carlos Arroyo,2306,MIA,9436.0,157,2.0,279,282,63,76,47.0,561,1.0,2.0,1.0,3.0,22.0,42.0,56,296,30.0,2.0,1.0,6,9,3.0,1.0,3.0,1.0,6.0,2.0,5.0,14.0,1.0,63,0.5238095238095238,0.5108695652173914,0.5384615384615384,17.46987951807229,0.5,0.07692307692307693,0.02197802197802198,0.03937007874015748,,0.043478260869565216,0.5,0.5,0.06521739130434782,0.3333333333333333,0.3333333333333333,0.13043478260869565,0.41886195652173913,17.15952380952381,0.22580645161290322,,,1.0,4.0,3.0,,,13.0,21.0,9.0,50.0,3.0,1.0,0.25,0.25,0.08695652173913043,0.08333333333333333,0.07692307692307693,,,,,,24.025,1.0,20.0,37.0,1.0,4.0,,1.0,1.0,,,,,9.0,5.0,,,6.0,4.0,12.0,1.0,1.0,16.0,14.0,,,1.0,8.0,4.0,4.0,1.0,3.0,1.0,3.0,,2.0,3.0,,,2.0,,,,12.0,,5.0,,,,,,16.0,,0.3181818181818182,0.3333333333333333,,1.0,0.3333333333333333,0.6,0.4230769230769231,0.6,0.5,0.023809523809523808,,0.00980392156862745,0.022058823529411766,,,0.1,,,0.8043478260869565,0.5405405405405406,0.5555555555555556,0.35,0.08695652173913043,0.25,0.25,1.0,,,,,0.07692307692307693,0.07692307692307693,1.0,,,0.40817500000000007,0.4261076923076923,0.09803921568627451,0.10638297872340426,0.10714285714285714,0.2857142857142857,1.0,1.0,1.0,3.0,,5.0,2.0,2.0,,2.0,,3.0,1.0,,,,,,1.0,0.6,,0.058823529411764705,0.01818181818181818,0.08695652173913043,,,0.09090909090909091,,,0.2,1.0,1.0,,,0.02702702702702703,,,,,,,,,True,,,,,,,,
1747,1610612748,Rafer Alston,Rafer Alston,1747,MIA,1139.0,19,-18.0,34,33,10,16,5.0,67,1.0,2.0,1.0,1.0,2.0,4.0,5,39,4.0,1.0,,1,1,,,2.0,,3.0,2.0,4.0,2.0,,10,0.5,0.3333333333333333,0.35714285714285715,25.0,0.6666666666666666,,0.1111111111111111,0.07692307692307693,,0.3333333333333333,0.5,1.0,0.16666666666666666,1.0,1.0,0.6666666666666666,0.4949666666666667,7.6,0.29411764705882354,,2.0,,2.0,,2.0,,2.0,2.0,,4.0,,,,,0.3333333333333333,,,0.3333333333333333,,,,,25.1,1.0,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,1.0,1.0,,,1.0,2.0,1.0,,,2.0,,,,2.0,,1.0,1.0,,,1.0,1.0,,2.0,,,,,,,,,,0.25,0.5,,,,,,1.0,,0.16666666666666666,,,,,,,,,,,,1.0,,,,,,0.5395,0.14285714285714285,0.2,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,True,,,,,,,,
201161,1610612748,Daequan Cook,Daequan Cook,201161,MIA,6676.0,111,-5.0,203,202,56,68,33.0,405,2.0,2.0,1.0,4.0,5.0,22.0,34,192,4.0,8.0,1.0,12,14,3.0,1.0,3.0,3.0,3.0,2.0,4.0,1.0,,56,0.22727272727272727,0.425,0.425,17.99163179916318,1.0,0.1,0.11594202898550725,0.11702127659574468,0.14285714285714285,0.05,1.0,1.0,0.1,0.25,0.3333333333333333,0.5,0.4606576923076924,14.945454545454545,0.27586206896551724,6.0,14.0,8.0,18.0,18.0,13.0,6.0,6.0,12.0,1.0,30.0,3.0,0.75,0.4444444444444444,0.47058823529411764,0.45,0.12,0.14285714285714285,0.35,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.46153846153846156,26.96111111111111,,2.0,16.0,2.0,4.0,,,1.0,,1.0,1.0,5.0,,5.0,,1.0,4.0,,4.0,1.0,6.0,3.0,6.0,6.0,1.0,1.0,6.0,5.0,1.0,,5.0,2.0,2.0,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,3.0,,0.6,0.75,,0.16666666666666666,,0.3333333333333333,0.15,0.3333333333333333,0.15,0.045454545454545456,,0.025974025974025976,0.0196078431372549,,0.125,,1.0,0.5,0.4,0.125,0.125,0.5,0.1,0.5,0.5,1.0,,0.16666666666666666,,,,0.1,,0.5,0.2,0.48455999999999994,0.4506944444444445,,,0.11764705882352941,0.08823529411764706,1.0,1.0,,2.0,,,2.0,,1.0,2.0,,,,,,,,,,0.4,0.25,,,,,0.045454545454545456,0.15789473684210525,0.04,1.0,0.16666666666666666,1.0,,,,,,1.0,1.0,,,,,,True,,,,,,,,
