EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,SecondChanceArc3FGA,SecondChanceFG3A,PtsAssisted2s,ThreePtAssists,Arc3Assists,FTOffRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,SecondChanceFtPoints,Offensive Fouls,ShortMidRangePctBlocked,ShortMidRangePctAssisted,StepOutOfBoundsTurnovers,LostBallTurnovers,BlockedShortMidRange,DefensiveGoaltends,Corner3FGA,LongMidRangePctAssisted,Corner3Frequency,OffLongMidRangeReboundPct,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,PenaltyFg3Pct,DefShortMidRangeReboundPct,PenaltyArc3Accuracy,on,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,Fg3aBlocked,Corner3Assists,Travels,Clear Path Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,BlockedLongMidRange,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,BlockedArc3,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,OffensiveGoaltends
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,597.0,10,6.0,21,23,14,21,1,44,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,3.0,4.0,11.0,20,2.0,4.0,1.0,2.0,6.0,4.0,3.0,3.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,8.0,3.0,5.0,1.0,2.0,1.0,6.0,14,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.4,0.6111111111111112,0.5,0.42857142857142855,0.25,1.0,40.90909090909091,0.14285714285714285,0.2857142857142857,0.5,0.5,0.14285714285714285,1.0,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.2,0.2,0.5714285714285714,0.3333333333333333,0.4867285714285714,0.47004,0.25,0.4,0.5454545454545454,9.4,24.933333333333334,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101139,1610612762,CJ Miles,CJ Miles,101139,UTA,1252.0,21,6.0,46,46,23,43,9,92,2.0,1.0,1.0,1.0,1.0,1.0,,3.0,2.0,4.0,4.0,,3.0,4.0,12.0,53,2.0,2.0,2.0,3.0,7.0,6.0,,3.0,,,2.0,3.0,2.0,,,7.0,3.0,6.0,,3.0,,7.0,23,,,,,1.0,1.0,0.5714285714285714,0.5,0.6,0.5833333333333334,0.42857142857142855,,,18.965517241379313,0.2857142857142857,0.14285714285714285,1.0,1.0,0.14285714285714285,1.0,1.0,0.42857142857142855,,,,0.25,0.5,0.7142857142857143,,0.5381357142857143,0.5002625,0.3,0.42857142857142855,0.5833333333333334,7.125,25.066666666666666,0.5,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,0.25,0.25,1.0,0.3333333333333333,0.2,0.16666666666666666,0.10526315789473684,0.16666666666666666,0.25,1.0,1.0,0.5,1.0,1.0,0.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200794,1610612762,Paul Millsap,Paul Millsap,200794,UTA,2794.0,47,-1.0,94,96,41,70,19,190,10.0,6.0,,5.0,,2.0,,,,8.0,17.0,,,,16.0,97,5.0,8.0,,,10.0,10.0,,,,1.0,2.0,3.0,2.0,,,7.0,2.0,,,,,10.0,41,,,,,0.47058823529411764,0.625,0.47058823529411764,0.625,0.47058823529411764,0.625,,0.058823529411764705,0.1,18.260869565217394,0.5882352941176471,0.29411764705882354,,,0.11764705882352941,,,,,,,0.75,,0.5882352941176471,,0.4908470588235294,0.48886250000000003,,,0.625,5.370588235294117,,0.43617021276595747,8.0,5.0,,,6.0,1.0,1.0,,4.0,2.0,9.0,6.0,15.0,5.0,1.0,,,4.0,3.0,4.0,1.0,0.375,0.42857142857142855,,0.5,,0.14285714285714285,0.17073170731707318,0.15384615384615385,0.2222222222222222,0.8,0.8888888888888888,0.375,,0.8333333333333334,0.5274,5.0,6.0,5.0,7.0,10.0,2.0,1.0,5.0,3.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.16129032258064516,0.23076923076923078,0.1,0.14634146341463414,0.14285714285714285,0.23076923076923078,0.1111111111111111,0.125,0.4,0.125,0.5,0.8571428571428571,0.8333333333333334,0.2,0.625,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201785,1610612762,Othyus Jeffers,Othyus Jeffers,201785,UTA,4350.0,72,4.0,148,149,82,117,29,297,22.0,12.0,1.0,5.0,,2.0,,,,12.0,29.0,,,13.0,37.0,154,6.0,18.0,,7.0,19.0,14.0,,,,3.0,1.0,1.0,1.0,,,2.0,12.0,19.0,3.0,10.0,1.0,19.0,82,1.0,,,,0.41379310344827586,0.3333333333333333,0.41379310344827586,0.3333333333333333,0.5,0.4523809523809524,,0.10344827586206896,0.09090909090909091,23.626373626373624,0.7586206896551724,0.1724137931034483,0.2,0.25,0.06896551724137931,,,,,,,0.6666666666666666,,0.7586206896551724,,0.6109793103448274,0.5931333333333333,0.2777777777777778,0.2777777777777778,0.5135135135135135,2.527586206896552,,0.5540540540540541,11.0,5.0,,,10.0,,,,8.0,,11.0,8.0,19.0,4.0,1.0,2.0,2.0,6.0,3.0,10.0,5.0,0.4166666666666667,0.5,0.3333333333333333,,,0.2,0.18333333333333332,0.1,0.42857142857142855,0.5,0.55,0.36363636363636365,,0.4166666666666667,0.5925666666666666,2.0,4.0,2.0,4.0,7.0,4.0,1.0,7.0,3.0,2.0,3.0,1.0,4.0,,2.0,3.0,,,,,,0.5,0.5,0.5,0.15555555555555556,0.15,0.07692307692307693,0.13793103448275862,0.19047619047619047,0.17647058823529413,0.08333333333333333,0.25,,0.14285714285714285,,1.0,0.5,,0.1891891891891892,3.0,1.0,0.2,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2430,1610612762,Carlos Boozer,Carlos Boozer,2430,UTA,632.0,11,1.0,24,22,15,20,5,46,5.0,4.0,1.0,2.0,,1.0,,,,5.0,8.0,,,1.0,11.0,27,3.0,5.0,,,6.0,2.0,,,,2.0,1.0,1.0,1.0,,,2.0,1.0,2.0,,1.0,,6.0,15,,,,,0.625,0.6,0.625,0.6,0.6111111111111112,0.6,,0.25,0.2,32.25806451612903,0.625,0.25,0.5,1.0,0.125,,,,,,,0.8,,0.625,,0.520525,0.55606,0.1111111111111111,0.1111111111111111,0.5454545454545454,3.8625,,0.625,4.0,3.0,,,8.0,,,1.0,,1.0,2.0,2.0,4.0,1.0,,,,1.0,1.0,3.0,1.0,0.8,0.8,,0.3333333333333333,0.2,,0.125,,,0.8,1.0,0.75,,0.75,0.4798,,,,1.0,,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,0.16666666666666666,0.25,,0.1111111111111111,0.5,,,,0.5,,,,,,,,1.0,0.5,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101179,1610612762,Ronnie Price,Ronnie Price,101179,UTA,1968.0,33,-4.0,66,64,45,45,18,130,2.0,1.0,,,,,,2.0,1.0,2.0,2.0,,2.0,2.0,6.0,64,1.0,1.0,1.0,2.0,4.0,2.0,,2.0,,,2.0,2.0,2.0,,,4.0,2.0,4.0,,2.0,,4.0,45,,,,,1.0,1.0,0.5,0.5,0.5,0.5,0.5,,,10.588235294117647,0.5,,,,,,,0.5,,,,0.5,0.5,1.0,,0.5670125,0.591125,0.3333333333333333,0.5,0.6666666666666666,,24.15,0.6818181818181818,2.0,1.0,1.0,1.0,2.0,,,,1.0,,1.0,1.0,2.0,,,1.0,1.0,3.0,2.0,2.0,,0.5,0.5,0.3333333333333333,,,0.05555555555555555,0.037037037037037035,0.1111111111111111,,1.0,1.0,0.5,1.0,1.0,0.53115,,,,,,,1.0,,,,,1.0,2.0,,,3.0,,,,,,,,,,,0.16666666666666666,0.03333333333333333,,,0.16666666666666666,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,1610612762,Mehmet Okur,Mehmet Okur,2246,UTA,320.0,5,9.0,11,12,5,10,1,23,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,1.0,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45454545454545453,,,,,,,,,,1.0,1.0,,1.0,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201178,1610612762,Kyrylo Fesenko,Kyrylo Fesenko,201178,UTA,2228.0,37,-14.0,76,78,42,72,15,154,5.0,3.0,,3.0,,,,,,3.0,8.0,,,1.0,7.0,86,2.0,3.0,,1.0,5.0,4.0,,,,1.0,2.0,2.0,2.0,,,4.0,1.0,2.0,,1.0,,5.0,42,,,,,0.375,0.6666666666666666,0.375,0.6666666666666666,0.3888888888888889,0.625,,0.125,0.2,13.829787234042554,0.625,0.375,,,,,,,,,,1.0,,0.625,,0.5297375,0.651,0.1111111111111111,0.1111111111111111,0.7142857142857143,3.0625,,0.5526315789473685,3.0,2.0,,,2.0,,,1.0,2.0,2.0,6.0,5.0,11.0,1.0,1.0,2.0,,4.0,2.0,4.0,,0.3333333333333333,1.0,0.5,0.3333333333333333,0.125,0.09090909090909091,0.13793103448275862,0.18181818181818182,,0.6,0.75,0.3333333333333333,,0.6666666666666666,0.6158,3.0,5.0,3.0,6.0,6.0,4.0,1.0,3.0,2.0,,,,2.0,,,2.0,,4.0,3.0,4.0,3.0,0.5,0.5,0.5,0.12,0.2857142857142857,0.14285714285714285,0.125,0.14285714285714285,0.14285714285714285,0.16666666666666666,0.2,0.5,,0.75,0.8333333333333334,0.6,0.3333333333333333,0.8571428571428571,,2.0,,,,2.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202083,1610612762,Wesley Matthews,Wesley Matthews,202083,UTA,1011.0,17,8.0,33,36,19,34,3,69,,,1.0,1.0,1.0,1.0,,,,2.0,2.0,,1.0,2.0,6.0,34,,,,2.0,2.0,,,,,,1.0,1.0,,,1.0,2.0,2.0,2.0,,1.0,,2.0,19,,,,,1.0,,0.6666666666666666,,0.75,1.0,0.3333333333333333,,,13.513513513513514,,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,0.3333333333333333,,0.4652333333333334,,0.25,0.3333333333333333,0.3333333333333333,14.05,22.9,0.5757575757575758,,,,,4.0,,,,2.0,,3.0,,3.0,1.0,1.0,,,1.0,,2.0,2.0,1.0,1.0,,,,0.2222222222222222,0.2727272727272727,0.4,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,0.5,,,,,,0.5,,,,,,,,,,,1.0,,,,,1.0,1.0,0.3333333333333333,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201585,1610612762,Kosta Koufos,Kosta Koufos,201585,UTA,2031.0,34,-3.0,66,66,44,40,13,132,6.0,5.0,2.0,4.0,,,,,,5.0,10.0,,,,10.0,66,5.0,8.0,,,10.0,4.0,,,,2.0,1.0,1.0,,,1.0,2.0,2.0,2.0,,1.0,,10.0,44,,,,,0.5,0.625,0.5,0.625,0.45454545454545453,0.5555555555555556,,0.2,0.3333333333333333,17.72151898734177,0.6,0.4,0.5,0.5,,,,,,,,0.625,,0.6,,0.52023,0.5285375,0.09090909090909091,0.09090909090909091,1.0,2.7700000000000005,,0.6666666666666666,3.0,3.0,,,6.0,,,,1.0,,3.0,1.0,4.0,,,1.0,,3.0,3.0,3.0,,0.6,0.75,0.3333333333333333,,,0.05263157894736842,0.10344827586206896,0.125,,0.5,0.75,1.0,,0.6,0.5040333333333333,1.0,2.0,2.0,3.0,4.0,2.0,,1.0,2.0,,,1.0,2.0,,,1.0,,,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.047619047619047616,0.2,,0.041666666666666664,,,,0.14285714285714285,0.3333333333333333,,,0.6666666666666666,0.5,1.0,0.4,,,,,1.0,1.0,,,,,,0.2,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
