EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,PtsAssisted2s,Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FtPoints,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LiveBallTurnoverPct,DefLongMidRangeReboundPct,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ShortMidRangeAssists,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefAtRimReboundPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,ShortMidRangePctAssisted,PenaltyArc3Accuracy,PenaltyFtPoints,FTOffRebounds,SecondChanceTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,BlockedShortMidRange,LongMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,PtsUnassisted3s,LostBallSteals,Travels,DefCorner3ReboundPct,RecoveredBlocks,BlocksRecoveredPct,on,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,Corner3Assists,StepOutOfBoundsTurnovers,Clear Path Fouls,Loose Ball Fouls Drawn,SecondChanceFg3Pct,ShortMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Blocked3s,BlockedCorner3,Fg3aBlocked,SelfOReb,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SelfORebPct,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,3SecondViolations,3pt And 1 Free Throw Trips
1729,1610612746,Ricky Davis,Ricky Davis,1729,LAC,97.0,2.0,4.0,3.0,3,2,1.0,6,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,0.4062,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200783,1610612746,Craig Smith,Craig Smith,200783,LAC,1726.0,29.0,2.0,49.0,50,11,10.0,99,,,5.0,6.0,18.0,2.0,2.0,0.2,0.5,0.8333333333333334,0.8333333333333334,0.75,20.967741935483872,,,,,0.5567166666666666,1.6833333333333333,11.0,4.0,5.0,4.0,4.0,1.0,2.0,1.0,1.0,8.0,57.0,4.0,4.0,1.0,9.0,1.0,2.0,2.0,8.0,6.0,2.0,2.0,4.0,2.0,2.0,10.0,1.0,4.0,2.0,1.0,1.0,4.0,5.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,12.0,6.0,2.0,11.0,1.0,0.5,1.0,0.5,0.9,0.5,0.3333333333333333,0.06666666666666667,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.13636363636363635,0.23809523809523808,0.25,0.2,0.4,0.25,0.16666666666666666,0.2857142857142857,0.8333333333333334,0.8,0.8,0.25,0.16666666666666666,1.0,1.0,1.0,1.0,0.25,1.0,0.5,0.8333333333333334,0.5579666666666666,0.65805,0.5,0.5,0.5,0.1111111111111111,0.22448979591836735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,1138.0,19.0,,31.0,34,13,7.0,65,,,3.0,4.0,8.0,2.0,3.0,0.3333333333333333,1.0,0.75,0.75,0.6666666666666666,17.94871794871795,,,,,0.525475,2.925,11.0,3.0,3.0,2.0,2.0,1.0,1.0,,1.0,2.0,40.0,2.0,2.0,,4.0,1.0,1.0,2.0,4.0,4.0,,,,,,,,2.0,1.0,2.0,1.0,4.0,2.0,6.0,,,,,1.0,3.0,4.0,,4.0,1.0,2.0,11.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.2,0.16666666666666666,0.2,,0.2,0.13333333333333333,1.0,,0.1111111111111111,,0.25,0.25,0.75,1.0,1.0,0.3333333333333333,0.25,,,1.0,1.0,,1.0,1.0,0.75,0.48260000000000003,0.7625,0.2,0.2,0.5,0.25,0.3548387096774194,1.0,1.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2416,1610612746,Kareem Rush,Kareem Rush,2416,LAC,3465.0,58.0,-9.0,106.0,107,38,16.0,213,,3.0,3.0,8.0,9.0,2.0,8.0,0.3333333333333333,0.3333333333333333,0.375,0.4090909090909091,0.4090909090909091,11.2,0.2727272727272727,,,,0.4835727272727272,10.675,45.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,,124.0,1.0,1.0,,2.0,2.0,6.0,4.0,4.0,,4.0,,4.0,,1.0,8.0,,1.0,2.0,3.0,,5.0,1.0,6.0,2.0,2.0,1.0,,3.0,5.0,3.0,1.0,,,4.0,45.0,1.0,0.3333333333333333,0.5,0.25,0.5,0.25,,0.08823529411764706,0.03125,0.11764705882352941,,0.09803921568627451,0.022222222222222223,,,0.07142857142857142,,0.16666666666666666,0.14285714285714285,0.2727272727272727,0.6666666666666666,1.0,0.5,0.18181818181818182,0.5,0.5,0.5,1.0,,0.25,0.5,0.5454545454545454,0.5140750000000001,0.48408749999999995,,,0.2222222222222222,0.4444444444444444,0.42452830188679247,2.0,1.0,1.0,,,0.6666666666666666,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2727272727272727,0.125,0.3333333333333333,0.08333333333333333,0.09090909090909091,0.18181818181818182,0.5,0.5,1.0,0.5,0.125,0.125,0.5,24.03333333333333,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742,1610612746,Sebastian Telfair,Sebastian Telfair,2742,LAC,2027.0,34.0,-9.0,59.0,61,20,9.0,120,,3.0,4.0,7.0,11.0,2.0,3.0,0.25,0.25,0.5714285714285714,0.55,0.55,15.942028985507248,0.3,,,,0.503995,9.771428571428572,18.0,3.0,3.0,,,2.0,2.0,1.0,1.0,,79.0,,,,,3.0,4.0,9.0,6.0,,3.0,1.0,4.0,1.0,1.0,9.0,,1.0,,1.0,,1.0,1.0,2.0,1.0,1.0,,,1.0,2.0,1.0,1.0,,,9.0,18.0,,0.75,,0.75,,0.75,,0.047619047619047616,0.058823529411764705,,,0.03571428571428571,0.043478260869565216,,,0.08333333333333333,,0.1111111111111111,,0.3,1.0,1.0,,0.1,1.0,1.0,,,,0.3333333333333333,1.0,0.6,0.63375,0.5085000000000001,,,,0.8181818181818182,0.3050847457627119,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,,,2.0,,,,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3,,,,0.1,0.2,0.5,0.5,1.0,1.0,0.16666666666666666,0.16666666666666666,0.5,24.866666666666664,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201154,1610612746,Al Thornton,Al Thornton,201154,LAC,2054.0,34.0,-12.0,61.0,62,17,11.0,123,,6.0,7.0,15.0,21.0,6.0,6.0,0.42857142857142855,0.6,0.4666666666666667,0.4375,0.525,32.432432432432435,0.375,,,,0.494765625,8.033333333333333,31.0,6.0,7.0,2.0,2.0,2.0,2.0,1.0,2.0,7.0,75.0,2.0,2.0,,4.0,3.0,3.0,7.0,8.0,4.0,1.0,,1.0,,,2.0,1.0,1.0,,2.0,,2.0,4.0,6.0,,,3.0,,4.0,2.0,8.0,,10.0,4.0,7.0,31.0,1.0,1.0,1.0,1.0,1.0,0.875,,0.10526315789473684,0.05,,0.14285714285714285,0.06896551724137931,0.07407407407407407,,0.3333333333333333,,,,,0.4375,0.8571428571428571,0.8571428571428571,0.5,0.125,0.5,0.5,1.0,1.0,,0.6666666666666666,1.0,0.5,0.571,0.5280666666666667,0.2222222222222222,0.23529411764705882,0.19047619047619047,0.3333333333333333,0.5081967213114754,1.0,1.0,3.0,2.0,1.0,0.25,0.4,,,,1.0,,,,1.0,,,,1.0,,1.0,,1.0,,,,1.0,,1.0,,,,,0.0625,0.06666666666666667,,,,0.0625,,,,,,,,25.8,,,,,,1.0,2.0,1.0,3.0,2.0,1.0,0.16666666666666666,0.4,0.5,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,1610612746,Baron Davis,Baron Davis,1884,LAC,1438.0,24.0,,47.0,46,18,7.0,93,,,3.0,7.0,14.0,,3.0,,,0.42857142857142855,0.46153846153846156,0.5,30.357142857142854,,,,,0.56255,1.8857142857142857,27.0,3.0,6.0,1.0,1.0,2.0,3.0,,1.0,2.0,45.0,1.0,1.0,,2.0,2.0,4.0,9.0,6.0,,2.0,,2.0,,1.0,4.0,,,3.0,,,3.0,,3.0,2.0,,1.0,,3.0,2.0,1.0,,2.0,,9.0,27.0,1.0,0.5,1.0,0.5,1.0,0.5625,,,,0.3,,0.13043478260869565,,,,,,,0.25,0.46153846153846156,0.5,0.5,,0.07692307692307693,,,1.0,1.0,,0.42857142857142855,0.6666666666666666,0.9230769230769231,,0.5454571428571429,,,0.14285714285714285,0.6428571428571429,0.574468085106383,2.0,2.0,2.0,1.0,1.0,0.6666666666666666,,1.0,1.0,2.0,5.0,,2.0,2.0,6.0,,3.0,,5.0,2.0,,1.0,,,,,1.0,1.0,1.0,,,0.3333333333333333,0.3333333333333333,0.46153846153846156,,,,0.07692307692307693,0.38461538461538464,0.4,0.4,,,0.14285714285714285,0.2857142857142857,0.4,24.933333333333334,1.0,1.0,0.3333333333333333,,0.5,2.0,,1.0,,,,,,,6.0,2.0,1.0,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200779,1610612746,Steve Novak,Steve Novak,200779,LAC,1067.0,18.0,,35.0,35,17,3.0,70,1.0,2.0,1.0,3.0,5.0,2.0,,1.0,1.0,0.3333333333333333,0.4166666666666667,0.4166666666666667,15.789473684210526,0.3333333333333333,0.5,0.5,1.0,0.495175,14.6,14.0,,,,,,,,1.0,,42.0,,1.0,,,,1.0,,,,,,,,,,,,,2.0,,2.0,,2.0,1.0,,,,,,,,,,,14.0,,,,,,,,0.15384615384615385,,,,0.11764705882352941,,,,,,,,,,,,0.16666666666666666,,,,,,,,0.5,,0.3987,,,,,0.4,,,,,,,0.5,1.0,,1.0,2.0,,,1.0,3.0,,,3.0,2.0,1.0,,,,,,,1.0,1.0,1.0,,1.0,0.3333333333333333,0.3333333333333333,0.5,,,,0.16666666666666666,0.3333333333333333,0.5,0.5,1.0,,,,0.5,24.599999999999998,,,,,,,,,,,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,1610612746,Chris Kaman,Chris Kaman,2549,LAC,1900.0,32.0,-4.0,62.0,60,16,7.0,122,1.0,2.0,9.0,15.0,25.0,8.0,3.0,0.4444444444444444,0.5,0.6,0.6,0.6944444444444444,29.577464788732396,0.13333333333333333,0.5,0.5,1.0,0.43635999999999997,8.046666666666669,29.0,2.0,4.0,1.0,1.0,1.0,3.0,6.0,9.0,7.0,66.0,1.0,2.0,,2.0,4.0,7.0,10.0,10.0,2.0,1.0,,1.0,,1.0,2.0,2.0,2.0,,3.0,1.0,4.0,4.0,8.0,,,2.0,,3.0,1.0,6.0,1.0,7.0,3.0,10.0,29.0,0.5,0.5714285714285714,0.5,0.5714285714285714,0.5,0.625,1.0,0.13636363636363635,0.11764705882352941,,0.2222222222222222,0.09090909090909091,0.15384615384615385,0.3333333333333333,,,0.14285714285714285,0.125,,0.26666666666666666,0.5,0.5,0.5,0.6,0.6666666666666666,0.6666666666666666,0.5,1.0,,0.42857142857142855,0.3333333333333333,0.26666666666666666,0.45845,0.4543714285714286,0.17647058823529413,0.17647058823529413,0.08,0.4,0.46774193548387094,1.0,1.0,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,3.0,2.0,3.0,,,,,,,,0.25,,,,,,,,,,,,,,0.3333333333333333,,2.0,,,2.0,1.0,1.0,,,0.5,,,,,1.0,0.3333333333333333,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446,1610612746,Rasual Butler,Rasual Butler,2446,LAC,830.0,14.0,-9.0,29.0,27,14,3.0,56,,,,,,,2.0,,,,,,15.625,,,,,0.5763,,12.0,,,,,,,,,,32.0,,,,,,,,,,1.0,,1.0,,1.0,2.0,1.0,,1.0,1.0,,2.0,1.0,3.0,,,2.0,,3.0,,1.0,1.0,,,,12.0,,,,,,,,0.2,,0.14285714285714285,0.3333333333333333,0.16666666666666666,0.08333333333333333,,,,,,0.16666666666666666,,,,,,,,,,,,,1.0,,0.5499,,,,,0.41379310344827586,1.0,1.0,1.0,,,0.3333333333333333,,,,,2.0,,1.0,,2.0,,1.0,,2.0,,,,,,,,,,,,,,,1.0,,,0.3333333333333333,,1.0,,,,,,1.0,,25.15,,,,,,,,,2.0,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
