EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,OpponentPoints,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2A,FG3M,FG3A,Points,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,LongMidRangeFGM,PenaltyArc3FGM,FG2M,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyPoints,PtsUnassisted2s,DefThreePtRebounds,ShootingFouls,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,Fg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyArc3Accuracy,PenaltyPointsPct,AtRimFGA,OffThreePtRebounds,OffRebounds,DeadBallTurnovers,Turnovers,Offensive Fouls,BlockedShortMidRange,RecoveredBlocks,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,Fg2aBlocked,LiveBallTurnovers,LostBallTurnovers,PenaltyTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,ShortMidRangeFGM,FtPoints,SecondChanceFtPoints,PenaltyFtPoints,Corner3Assists,NonShootingPenaltyNonTakeFouls,OffArc3ReboundPct,DefAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShortMidRangePctBlocked,DefArc3ReboundPct,PtsPutbacks,Fg3aBlocked,OffTwoPtRebounds,BadPassTurnovers,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,BadPassOutOfBoundsTurnovers,Travels,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PtsUnassisted3s,HeaveAttempts,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Clear Path Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,3SecondViolations,LongMidRangePctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,Corner3PctBlocked
101122,1610612754,Danny Granger,Danny Granger,101122,IND,95.0,2,-1.0,2,3,5,3,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101143,1610612754,Travis Diener,Travis Diener,101143,IND,1508.0,25,-13.0,53,57,110,66,3.0,4.0,,9.0,29.0,31.0,6.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,29.0,1.0,1.0,0.2,0.2,0.25,0.2142857142857142,0.8333333333333334,11.864406779661016,0.3333333333333333,0.0555555555555555,0.0476190476190476,0.125,0.1666666666666666,0.8333333333333334,0.2,0.2,1.0,1.0,0.8333333333333334,0.2,0.56325,0.5436000000000001,21.1,25.22,0.5471698113207547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201575,1610612754,Brandon Rush,Brandon Rush,201575,IND,944.0,16,-13.0,32,36,68,42,,,,,16.0,21.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,5.0,1.0,3.0,3.0,1.0,,,,,1.0,1.0,3.0,3.0,,,,1.0,,,,16.0,,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.6,14.285714285714286,0.5,0.0909090909090909,0.1666666666666666,,0.2,0.6,0.3333333333333333,0.3333333333333333,1.0,0.5,0.6,0.3333333333333333,0.48605,0.474125,13.6,25.066666666666663,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.5,1.0,1.25,1.25,1.0,0.3333333333333333,1.0,0.2,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201579,1610612754,Roy Hibbert,Roy Hibbert,201579,IND,494.0,8,2.0,17,18,35,20,3.0,4.0,2.0,9.0,2.0,8.0,2.0,,,,,1.0,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,2.0,,,,2.0,,,,2.0,,,,,,,,10.526315789473683,,0.1666666666666666,0.1428571428571428,,,,,,,,1.0,,0.5024,,,,0.1176470588235294,,,,,,,,,,,,2.0,1.0,2.0,,,,,,,,0.3333333333333333,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.2,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,1610612754,Dahntay Jones,Dahntay Jones,2563,IND,1319.0,22,-13.0,46,49,95,54,,2.0,,6.0,27.0,25.0,5.0,2.0,,1.0,1.0,7.0,1.0,3.0,15.0,3.0,3.0,1.0,,2.0,2.0,,,1.0,,1.0,1.0,,,,4.0,,,,27.0,,1.0,0.3333333333333333,0.3333333333333333,0.75,0.75,0.3,23.52941176470588,,0.0588235294117647,0.0526315789473684,0.1428571428571428,0.2,0.1,,,,0.125,0.8,,0.57624,0.5924625,4.942857142857143,23.53333333333333,0.5869565217391305,,2.0,,6.0,4.0,5.0,1.0,11.0,6.0,,2.0,1.0,1.0,1.0,11.0,0.3333333333333333,0.8571428571428571,0.8,0.6875,0.6875,,,,,1.0,1.0,,0.7333333333333333,5.0,,,,2.0,,,,,,,,0.5,4.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,2.0,2.0,2.0,0.5,0.5,1.0,1.0,1.25,1.25,0.1428571428571428,0.2,1.0,0.8,1.0,0.5,0.5,0.2,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.75,0.25,0.5,0.492875,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101129,1610612754,Luther Head,Luther Head,101129,IND,141.0,2,,5,6,11,9,1.0,1.0,,2.0,,6.0,1.0,1.0,,1.0,,1.0,,2.0,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.6666666666666666,50.0,,,,,0.3333333333333333,0.3333333333333333,,,,,0.6666666666666666,,0.5357500000000001,,18.6,24.75,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,2.0,2.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,0.3333333333333333,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201177,1610612754,Josh McRoberts,Josh McRoberts,201177,IND,854.0,14,-7.0,31,34,65,42,1.0,2.0,1.0,5.0,26.0,18.0,4.0,1.0,,1.0,1.0,6.0,,1.0,9.0,1.0,,1.0,,1.0,,,,1.0,,1.0,2.0,1.0,,1.0,4.0,1.0,2.0,1.0,26.0,1.0,,,,0.5714285714285714,0.5625,0.1428571428571428,22.857142857142858,,0.1111111111111111,0.0833333333333333,,0.1428571428571428,0.1428571428571428,,,,0.2,0.5714285714285714,,0.4973571428571429,0.46382,4.866666666666666,24.8,0.8387096774193549,2.0,,,4.0,2.0,4.0,,5.0,,,2.0,,,,5.0,,0.6666666666666666,0.5,0.4,0.4166666666666667,,,,0.2857142857142857,,,,0.5555555555555556,3.0,1.0,1.0,,,,,,0.0833333333333333,0.0666666666666666,,,0.4285714285714285,3.0,1.0,1.0,,,,,,,,,,,1.0,8.0,,,,,1.0,1.0,,,,0.5,,,,1.0,1.0,1.0,,,,,,,,,0.2,1.0,,,,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,0.1428571428571428,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200780,1610612754,Solomon Jones,Solomon Jones,200780,IND,660.0,11,-11.0,23,25,48,29,,,,,14.0,21.0,3.0,1.0,,,,2.0,,,2.0,,,,,,,,,1.0,1.0,3.0,3.0,,,,,1.0,,,14.0,,,,,0.5,0.5,,7.692307692307692,1.0,0.1428571428571428,0.2222222222222222,,0.5,,,,,,,,0.4136,0.402,12.45,,0.6086956521739131,1.0,1.0,,1.0,1.0,1.0,,2.0,,1.0,,1.0,1.0,1.0,2.0,,0.5,1.0,1.0,1.0,0.5,,,0.5,1.0,1.0,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,2.0,1.0,,,,1.0,1.0,,,,,0.5,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.5,,,,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201985,1610612754,AJ Price,AJ Price,201985,IND,1219.0,20,-12.0,44,46,90,54,1.0,1.0,,2.0,27.0,23.0,5.0,1.0,1.0,3.0,3.0,4.0,1.0,7.0,8.0,6.0,3.0,3.0,1.0,,,1.0,,2.0,,3.0,5.0,2.0,2.0,,,1.0,1.0,,27.0,,1.0,0.1428571428571428,0.1428571428571428,0.3181818181818182,0.3636363636363636,0.6363636363636364,24.489795918367346,,0.125,0.1666666666666666,0.1428571428571428,0.0909090909090909,0.2727272727272727,0.3333333333333333,0.5,1.0,0.4285714285714285,0.6363636363636364,0.3333333333333333,0.4934590909090909,0.5174785714285715,7.475,24.657142857142865,0.6136363636363636,3.0,,1.0,2.0,1.0,1.0,1.0,6.0,4.0,1.0,,,,,6.0,0.1666666666666666,0.5,1.0,0.3571428571428571,0.4285714285714285,0.5,0.25,1.0,0.2727272727272727,,,0.3333333333333333,0.75,,1.0,2.0,,1.0,,,,0.0666666666666666,0.0833333333333333,,,,,,,,4.0,,,,3.0,2.0,2.0,,,5.0,,1.0,1.0,,1.0,,,,1.0,1.0,1.25,0.25,,1.0,,,,,0.3636363636363636,,,,,,,,,0.4285714285714285,,0.4297,0.625,2.0,1.0,1.0,1.0,,,0.1,,0.6666666666666666,1.0,,0.3333333333333333,,2.0,1.0,1.0,1.0,1.0,1.0,0.1428571428571428,0.3333333333333333,0.1111111111111111,0.5,0.0909090909090909,0.25,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,1610612754,Mike Dunleavy,Mike Dunleavy,2399,IND,306.0,5,3.0,12,11,23,11,,,,,4.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,9.0,1.0,3.0,1.0,1.0,,,,,2.0,,2.0,2.0,,,,,2.0,4.0,,4.0,,1.0,0.5,0.5,0.8333333333333334,0.9,0.6666666666666666,61.53846153846153,,0.5,0.5,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,0.6666666666666666,1.0,0.48725,0.4944,21.1,24.75,0.3333333333333333,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,2.0,3.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,2.0,,1.0,,1.0,1.0,1.0,,,,,,,0.3333333333333333,,,,1.0,0.3333333333333333,,,,,,,,,1.0,,,,,4.0,,,,,,,,,,,,,,,1.0,,2.0,,,,,0.4,0.6666666666666666,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
