EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,OffLongMidRangeReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SelfOReb,Defensive 3 Seconds Violations,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,DefensiveGoaltends,3SecondViolations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,Clear Path Fouls,3pt And 1 Free Throw Trips,Corner3PctBlocked
101122,1610612754,Danny Granger,Danny Granger,101122,IND,16821.0,280,6.0,577,575,172.0,155,48,1152,17.0,26.0,1.0,2.0,7.0,7.0,7.0,19.0,8.0,25.0,1.0,1.0,19.0,50.0,1.0,1.0,5.0,15.0,32.0,70.0,20.0,51.0,47.0,171.0,622,1.0,3.0,1.0,1.0,5.0,10.0,17.0,5.0,15.0,21.0,56.0,18.0,46.0,54.0,6.0,2.0,1.0,49.0,19.0,3.0,2.0,13.0,5.0,18.0,2.0,3.0,9.0,2.0,2.0,41.0,2.0,3.0,1.0,8.0,26.0,6.0,40.0,6.0,46.0,13.0,6.0,7.0,11.0,3.0,5.0,8.0,1.0,6.0,1.0,19.0,2.0,5.0,12.0,23.0,1.0,2.0,36.0,2.0,1.0,55.0,6.0,5.0,21.0,7.0,11.0,9.0,2.0,11.0,10.0,56.0,172.0,1.0,6.0,0.28125,0.2903225806451613,0.9,0.39215686274509803,1.0,0.3333333333333333,0.4,0.45714285714285713,0.3333333333333333,0.5882352941176471,0.512396694214876,0.625,0.546875,0.583916083916084,0.625,0.6395348837209303,0.4214876033057851,0.0392156862745098,0.04285714285714286,0.038461538461538464,0.05263157894736842,0.04,0.04,25.67353407290016,0.5789473684210527,0.25,0.041666666666666664,0.12149532710280374,0.018518518518518517,0.14814814814814814,0.024390243902439025,0.12686567164179105,0.020491803278688523,0.03636363636363636,0.020833333333333332,0.03076923076923077,0.02531645569620253,0.07142857142857142,0.22580645161290322,0.175,0.07142857142857142,0.9090909090909091,0.21487603305785125,0.6538461538461539,0.68,0.35294117647058826,0.15702479338842976,0.3684210526315789,0.3888888888888889,0.2066115702479339,0.32,0.3333333333333333,0.375,0.008264462809917356,1.0,1.0,1.0,0.4132231404958678,0.38,0.3958333333333333,0.8947368421052632,0.5,0.5,0.25,1.0,1.0,0.21875,1.0,0.46875,0.3333333333333333,0.6363636363636364,0.3877551020408163,0.5173991666666667,0.5180125,0.5203725806451612,0.15441176470588236,0.24705882352941178,0.029239766081871343,0.32748538011695905,9.31857142857143,26.56666666666667,0.29809358752166376,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
101129,1610612754,Luther Head,Luther Head,101129,IND,48785.0,813,11.0,1650,1648,478.0,616,164,3298,51.0,83.0,1.0,5.0,10.0,25.0,13.0,29.0,35.0,94.0,12.0,26.0,25.0,79.0,1.0,4.0,8.0,28.0,99.0,206.0,37.0,105.0,48.0,357.0,1742,2.0,12.0,1.0,5.0,9.0,22.0,60.0,9.0,34.0,12.0,83.0,80.0,118.0,87.0,24.0,,,79.0,25.0,12.0,,49.0,23.0,72.0,16.0,7.0,26.0,5.0,18.0,167.0,2.0,3.0,1.0,19.0,52.0,3.0,74.0,6.0,80.0,18.0,9.0,9.0,33.0,8.0,17.0,21.0,1.0,16.0,7.0,54.0,1.0,23.0,25.0,53.0,3.0,1.0,45.0,4.0,3.0,58.0,5.0,5.0,24.0,5.0,7.0,3.0,2.0,9.0,5.0,83.0,478.0,9.0,5.0,0.40404040404040403,0.40404040404040403,0.7837837837837838,0.3523809523809524,0.2,0.2647058823529412,0.3523809523809524,0.48058252427184467,0.16666666666666666,0.36666666666666664,0.4967845659163987,0.20588235294117646,0.3776595744680851,0.5283582089552239,0.25,0.41089108910891087,0.33762057877813506,,0.05825242718446602,0.13253012048192772,0.034482758620689655,,,21.18736383442266,0.6111111111111112,0.05084745762711865,0.018867924528301886,0.08427876823338736,0.0057251908396946565,0.10795454545454546,0.009389671361502348,0.08953341740226986,0.0067842605156037995,0.011494252873563218,,0.011976047904191617,0.07106598984771574,0.0763888888888889,0.09782608695652174,0.10144927536231885,0.13157894736842105,0.5555555555555556,0.26688102893890675,0.6144578313253012,0.7083333333333334,0.49019607843137253,0.0932475884244373,0.4482758620689655,0.4642857142857143,0.3022508038585209,0.3723404255319149,0.3723404255319149,0.42857142857142855,0.08360128617363344,0.46153846153846156,0.46153846153846156,0.9166666666666666,0.2540192926045016,0.31645569620253167,0.31645569620253167,0.72,0.29411764705882354,0.2,0.23529411764705882,0.25,1.0,0.26595744680851063,0.4,0.2978723404255319,0.2857142857142857,0.6045016077170418,0.31645569620253167,0.5085844051446946,0.4878291666666667,0.49985585106382985,0.07272727272727272,0.10666666666666667,0.025210084033613446,0.23249299719887956,10.510194174757281,25.159999999999997,0.2896969696969697,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,0.004694835680751174,0.058823529411764705,0.06382978723404255,0.16666666666666666,,,,,,,,,,,,,,,True,,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,2180.0,36,12.0,70,68,33.0,27,9,138,,1.0,,,,,,1.0,,1.0,,,,,,,,,,3.0,,,4.0,4.0,64,,1.0,,,2.0,,1.0,,,2.0,2.0,,,,,,,,,1.0,,2.0,1.0,3.0,1.0,,,,2.0,7.0,,4.0,,1.0,4.0,1.0,6.0,4.0,10.0,,,,,,,,,,,,,,2.0,4.0,,,4.0,1.0,1.0,4.0,,,1.0,1.0,,,,,,2.0,33.0,,1.0,,,,,,,,,,,,,,0.4,0.5,0.5,,,0.3333333333333333,1.0,,,,6.024096385542169,,0.5,,0.17391304347826086,0.125,0.2,,0.17857142857142858,0.1111111111111111,0.2222222222222222,,,0.4,0.16666666666666666,0.08333333333333333,0.25,,,0.3333333333333333,,,,0.3333333333333333,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.3748,0.4565,0.3024,0.25,0.25,0.5,0.5,9.466666666666667,,0.4714285714285714,,,,2.0,,,,,,0.15384615384615385,,,,,,,,,,,,,,,,,,True,,,
2211,1610612754,Troy Murphy,Troy Murphy,2211,IND,16576.0,276,-18.0,568,560,122.0,149,54,1128,14.0,22.0,6.0,9.0,4.0,5.0,2.0,8.0,16.0,32.0,1.0,1.0,14.0,31.0,,1.0,1.0,5.0,32.0,62.0,15.0,32.0,18.0,127.0,614,9.0,14.0,1.0,2.0,24.0,9.0,13.0,2.0,6.0,2.0,26.0,46.0,18.0,45.0,,6.0,,31.0,14.0,4.0,,13.0,6.0,19.0,6.0,,8.0,,5.0,44.0,3.0,8.0,1.0,11.0,53.0,9.0,73.0,12.0,85.0,4.0,4.0,,7.0,2.0,4.0,8.0,1.0,3.0,4.0,15.0,1.0,2.0,19.0,31.0,4.0,1.0,24.0,6.0,,24.0,2.0,,12.0,1.0,6.0,3.0,2.0,6.0,4.0,26.0,122.0,3.0,,0.71875,0.7931034482758621,1.0,0.46875,0.5,0.3333333333333333,0.46875,0.5161290322580645,0.6428571428571429,0.6923076923076923,0.5797872340425532,0.65625,0.631578947368421,0.6047619047619047,0.6666666666666666,0.65,0.3404255319148936,,0.06451612903225806,0.13636363636363635,0.125,,,19.23076923076923,0.4666666666666667,0.47368421052631576,0.1111111111111111,0.23766816143497757,0.04419889502762431,0.20754716981132076,0.03614457831325301,0.2318840579710145,0.041666666666666664,0.07575757575757576,0.045454545454545456,0.015151515151515152,0.2345679012345679,0.26666666666666666,0.2268041237113402,0.25,0.07692307692307693,0.6666666666666666,0.23404255319148937,0.6363636363636364,0.7368421052631579,0.6428571428571429,0.0851063829787234,0.25,0.2857142857142857,0.3404255319148936,0.5,0.5,0.8125,0.010638297872340425,1.0,1.0,1.0,0.32978723404255317,0.45161290322580644,0.45161290322580644,1.0,0.5625,0.6666666666666666,0.0625,,,0.2631578947368421,0.8,0.2631578947368421,0.2,0.574468085106383,0.45161290322580644,0.5116989361702128,0.5282038461538462,0.5020947368421053,0.11538461538461539,0.16666666666666666,0.1889763779527559,0.2047244094488189,11.004838709677419,25.562500000000004,0.2147887323943662,1.0,1.0,1.0,3.0,,,,,1.0,0.014084507042253521,0.0625,0.05263157894736842,1.0,1.0,1.0,1.0,0.11764705882352941,0.023255813953488372,0.5,0.3333333333333333,1.0,1.0,,,,,,True,,,
2248,1610612754,Earl Watson,Earl Watson,2248,IND,27566.0,459,-18.0,929,929,279.0,328,96,1858,25.0,33.0,4.0,4.0,10.0,10.0,6.0,15.0,6.0,12.0,1.0,12.0,7.0,24.0,1.0,2.0,2.0,6.0,37.0,60.0,8.0,36.0,26.0,124.0,1008,7.0,9.0,1.0,2.0,19.0,13.0,19.0,3.0,11.0,12.0,47.0,20.0,54.0,18.0,6.0,6.0,1.0,23.0,7.0,3.0,,49.0,24.0,73.0,21.0,3.0,34.0,4.0,11.0,170.0,8.0,10.0,,10.0,28.0,3.0,41.0,18.0,59.0,16.0,6.0,10.0,22.0,4.0,17.0,12.0,,5.0,5.0,34.0,3.0,10.0,13.0,31.0,2.0,2.0,38.0,1.0,7.0,37.0,3.0,,15.0,5.0,6.0,3.0,2.0,6.0,3.0,47.0,279.0,4.0,4.0,0.2702702702702703,0.29411764705882354,0.75,0.2222222222222222,0.5,0.2727272727272727,0.22857142857142856,0.6166666666666667,0.7777777777777778,0.6842105263157895,0.5104166666666666,0.7727272727272727,0.5833333333333334,0.5486725663716814,0.6785714285714286,0.618421052631579,0.375,,0.05,0.06060606060606061,0.06666666666666667,,,14.051973051010586,0.6470588235294118,0.08571428571428572,,0.08115942028985507,0.03436426116838488,0.10204081632653061,0.05970149253731343,0.08577878103837472,0.042352941176470586,0.03,0.039473684210526314,0.06666666666666667,0.07017543859649122,0.09090909090909091,0.08441558441558442,0.07792207792207792,0.19047619047619047,0.5,0.34375,0.7575757575757576,0.8064516129032258,0.32,0.15625,0.4,0.42857142857142855,0.125,0.5,0.5,0.3333333333333333,0.125,0.08333333333333333,0.08333333333333333,1.0,0.25,0.2916666666666667,0.2916666666666667,0.7142857142857143,0.36363636363636365,1.0,0.18181818181818182,0.5,1.0,0.3333333333333333,1.0,0.2,0.3333333333333333,0.71875,0.30434782608695654,0.5485268421052631,0.50869375,0.5295775862068964,0.1388888888888889,0.20833333333333334,0.1532258064516129,0.3790322580645161,6.118333333333333,25.75,0.30032292787944026,,1.0,5.0,2.0,,,,,1.0,0.034782608695652174,,0.16666666666666666,0.2,,4.0,1.0,0.034482758620689655,0.0851063829787234,,,,,1.0,,,,,True,,,
2551,1610612754,T.J. Ford,T.J. Ford,2551,IND,12744.0,212,-16.0,426,420,121.0,177,38,846,10.0,29.0,,1.0,4.0,7.0,6.0,15.0,14.0,27.0,1.0,1.0,,4.0,,,,3.0,30.0,71.0,1.0,5.0,23.0,86.0,448,2.0,6.0,,,4.0,10.0,20.0,,3.0,7.0,27.0,12.0,48.0,3.0,,,1.0,3.0,,7.0,,25.0,11.0,36.0,5.0,6.0,13.0,3.0,9.0,83.0,2.0,4.0,,4.0,18.0,,22.0,6.0,28.0,4.0,2.0,2.0,6.0,5.0,5.0,10.0,2.0,1.0,1.0,16.0,1.0,4.0,7.0,13.0,,1.0,25.0,,2.0,27.0,1.0,,13.0,1.0,2.0,2.0,,2.0,1.0,27.0,121.0,1.0,1.0,0.2,0.2,1.0,0.2,,,0.25,0.4225352112676056,0.3333333333333333,0.5,0.4144736842105263,0.3333333333333333,0.43478260869565216,0.48314606741573035,0.3333333333333333,0.5,0.06578947368421052,,0.09859154929577464,0.20689655172413793,0.06666666666666667,,,22.532188841201716,0.375,,,0.10526315789473684,0.027586206896551724,0.0975609756097561,0.05714285714285714,0.10377358490566038,0.03333333333333333,0.0196078431372549,0.02857142857142857,0.06896551724137931,0.07547169811320754,0.02702702702702703,0.16049382716049382,0.09375,0.1111111111111111,0.5,0.3815789473684211,0.3448275862068966,0.43478260869565216,0.1,0.19736842105263158,0.4,0.42857142857142855,0.35526315789473684,0.5185185185185185,0.5185185185185185,0.21428571428571427,0.013157894736842105,1.0,1.0,1.0,0.05263157894736842,,,,0.16666666666666666,,,,,0.30434782608695654,0.5714285714285714,0.13043478260869565,,0.4473684210526316,,0.47987733333333327,0.40447500000000003,0.4595204545454546,0.14772727272727273,0.1566265060240964,0.046511627906976744,0.313953488372093,9.152112676056339,30.440000000000005,0.284037558685446,,,,,,,,,,0.03389830508474576,,,,,1.0,,,0.027777777777777776,0.3333333333333333,,,,,,,,,True,,,
200780,1610612754,Solomon Jones,Solomon Jones,200780,IND,14318.0,239,-18.0,492,494,163.0,224,49,986,12.0,21.0,5.0,10.0,3.0,7.0,11.0,17.0,7.0,22.0,,,,,,,,,30.0,60.0,,,17.0,77.0,507,10.0,18.0,,,22.0,6.0,17.0,,,6.0,18.0,44.0,16.0,,,10.0,,,,7.0,,7.0,4.0,11.0,4.0,,2.0,,5.0,26.0,5.0,13.0,,7.0,24.0,2.0,33.0,18.0,51.0,5.0,,5.0,8.0,,5.0,6.0,,3.0,2.0,14.0,,3.0,21.0,42.0,4.0,2.0,19.0,4.0,5.0,21.0,1.0,,8.0,3.0,14.0,9.0,5.0,14.0,9.0,18.0,163.0,6.0,3.0,0.7333333333333333,0.88,,,,,,0.5,0.5555555555555556,0.35294117647058826,0.5,0.5555555555555556,0.35294117647058826,0.55,0.5789473684210527,0.4090909090909091,,,0.11666666666666667,0.19047619047619047,0.11764705882352941,0.045454545454545456,,15.32846715328467,0.5714285714285714,0.11764705882352941,,0.13714285714285715,0.07926829268292683,0.12727272727272726,0.09259259259259259,0.13478260869565217,0.08256880733944955,0.13333333333333333,0.06976744186046512,0.09302325581395349,0.06,0.1956521739130435,0.1518987341772152,0.11904761904761904,0.15384615384615385,0.6428571428571429,0.35,0.5714285714285714,0.7058823529411765,0.6666666666666666,0.2833333333333333,0.6470588235294118,0.7333333333333333,0.36666666666666664,0.3181818181818182,0.3333333333333333,0.7142857142857143,,,,,,,,,0.5555555555555556,0.5,,,,0.4117647058823529,0.42857142857142855,,,0.35,,0.46523,0.5130294117647058,0.4500411764705882,0.11940298507462686,0.11940298507462686,0.2857142857142857,0.23376623376623376,9.294999999999998,,0.3313008130081301,,,,2.0,,,,,,0.05263157894736842,,,,,,1.0,0.09090909090909091,,0.8181818181818182,0.2,,,,2.0,1.0,,,True,,,
201177,1610612754,Josh McRoberts,Josh McRoberts,201177,IND,8882.0,148,3.0,304,309,106.0,171,30,613,16.0,20.0,1.0,3.0,3.0,5.0,,4.0,3.0,4.0,,1.0,1.0,4.0,,,,1.0,19.0,28.0,1.0,5.0,7.0,48.0,337,1.0,3.0,,,2.0,3.0,7.0,,2.0,4.0,10.0,36.0,2.0,3.0,,2.0,,4.0,1.0,4.0,,10.0,1.0,11.0,1.0,,7.0,1.0,2.0,23.0,3.0,5.0,,10.0,11.0,3.0,24.0,8.0,32.0,5.0,2.0,3.0,3.0,,2.0,4.0,,1.0,1.0,7.0,1.0,2.0,11.0,20.0,1.0,2.0,9.0,,2.0,12.0,2.0,,6.0,1.0,6.0,3.0,2.0,6.0,3.0,10.0,106.0,2.0,1.0,0.9473684210526315,1.0,1.0,0.2,,,0.2,0.6785714285714286,0.3333333333333333,0.42857142857142855,0.6212121212121212,0.3333333333333333,0.3333333333333333,0.631578947368421,0.25,0.4166666666666667,0.15151515151515152,,0.14285714285714285,0.1,0.5,,,13.313609467455622,0.42857142857142855,0.375,,0.09734513274336283,0.06172839506172839,0.3333333333333333,0.075,0.14685314685314685,0.06611570247933884,0.043478260869565216,0.125,0.0967741935483871,0.10810810810810811,0.043478260869565216,0.11320754716981132,0.391304347826087,0.14285714285714285,0.5,0.6060606060606061,0.8,0.8888888888888888,0.9375,0.12121212121212122,,,0.12121212121212122,0.75,0.75,1.0,0.030303030303030304,,,,0.12121212121212122,0.25,0.25,1.0,1.0,0.3333333333333333,,,,0.5555555555555556,0.6,0.1111111111111111,,0.7575757575757576,0.25,0.5588863636363637,0.5769666666666667,0.48523888888888883,0.16216216216216217,0.1875,0.041666666666666664,0.20833333333333334,4.642857142857143,24.68,0.34868421052631576,,,1.0,,,,,,1.0,0.029411764705882353,,0.1111111111111111,,,1.0,,,0.1111111111111111,,,,,,,1.0,,,True,,,
201575,1610612754,Brandon Rush,Brandon Rush,201575,IND,17681.0,295,-14.0,596,599,171.0,273,53,1195,7.0,17.0,2.0,3.0,2.0,6.0,2.0,6.0,11.0,21.0,6.0,18.0,12.0,30.0,,1.0,2.0,9.0,20.0,44.0,18.0,48.0,11.0,105.0,625,2.0,3.0,,1.0,6.0,5.0,12.0,4.0,13.0,2.0,24.0,26.0,14.0,54.0,,2.0,1.0,29.0,12.0,3.0,,7.0,1.0,8.0,1.0,,2.0,,5.0,17.0,1.0,2.0,,13.0,29.0,4.0,46.0,3.0,49.0,11.0,5.0,6.0,9.0,1.0,5.0,4.0,1.0,4.0,,13.0,1.0,4.0,11.0,16.0,,1.0,12.0,1.0,4.0,13.0,1.0,,6.0,1.0,5.0,5.0,,5.0,3.0,24.0,171.0,1.0,1.0,0.65,0.6842105263157895,1.0,0.375,,0.3076923076923077,0.3829787234042553,0.45454545454545453,0.6666666666666666,0.4166666666666667,0.5108695652173914,0.5,0.44,0.5357142857142857,0.6,0.4444444444444444,0.5217391304347826,,0.06818181818181818,0.17647058823529413,,,,16.998468606431853,0.6923076923076923,0.18181818181818182,,0.1277533039647577,0.011428571428571429,0.19402985074626866,0.011363636363636364,0.14285714285714285,0.011406844106463879,0.018867924528301886,,0.014925373134328358,0.05405405405405406,0.1794871794871795,0.15789473684210525,0.24489795918367346,0.05555555555555555,0.6,0.18478260869565216,0.4117647058823529,0.5,0.5714285714285714,0.06521739130434782,0.3333333333333333,0.3333333333333333,0.22826086956521738,0.5238095238095238,0.5238095238095238,0.7272727272727273,0.1956521739130435,0.3333333333333333,0.3333333333333333,1.0,0.32608695652173914,0.4,0.4,1.0,0.75,0.6666666666666666,0.25,,,0.24,0.3333333333333333,0.36,0.2222222222222222,0.7065217391304348,0.41379310344827586,0.5200049999999999,0.5472125000000001,0.5115395833333333,0.061855670103092786,0.12244897959183673,0.05714285714285714,0.22857142857142856,10.911363636363637,25.44791666666667,0.28691275167785235,,2.0,4.0,2.0,1.0,,,,,0.013888888888888888,,0.16,0.5,,2.0,,,0.041666666666666664,0.5,,,,,,,,,True,,,
201579,1610612754,Roy Hibbert,Roy Hibbert,201579,IND,23096.0,385,41.0,766,756,187.0,240,85,1522,46.0,74.0,10.0,19.0,9.0,15.0,33.0,60.0,11.0,32.0,,1.0,,,,,,,90.0,166.0,,1.0,34.0,214.0,792,14.0,25.0,,,35.0,17.0,29.0,,,12.0,46.0,84.0,96.0,,,18.0,,,,15.0,,27.0,9.0,36.0,8.0,1.0,20.0,1.0,6.0,81.0,8.0,25.0,1.0,7.0,53.0,7.0,67.0,34.0,101.0,8.0,7.0,1.0,8.0,5.0,6.0,14.0,,2.0,5.0,22.0,2.0,7.0,34.0,48.0,4.0,1.0,48.0,1.0,7.0,48.0,10.0,,25.0,4.0,33.0,17.0,15.0,33.0,17.0,46.0,187.0,3.0,4.0,0.4666666666666667,0.5185185185185185,,,,,,0.5421686746987951,0.56,0.5862068965517241,0.5389221556886228,0.56,0.5862068965517241,0.5752688172043011,0.5645161290322581,0.6216216216216216,0.005988023952095809,,0.09036144578313253,0.1891891891891892,0.016666666666666666,,,24.15795586527294,0.36363636363636365,0.2413793103448276,0.03125,0.17666666666666667,0.10121457489878542,0.08860759493670886,0.08080808080808081,0.158311345646438,0.0953757225433526,0.15384615384615385,0.1016949152542373,0.0945945945945946,0.13043478260869565,0.25,0.16911764705882354,0.06060606060606061,0.23076923076923078,0.5151515151515151,0.4431137724550898,0.6216216216216216,0.7666666666666667,0.6304347826086957,0.3592814371257485,0.55,0.559322033898305,0.19161676646706588,0.34375,0.34375,0.5454545454545454,0.005988023952095809,,,,,,,,0.76,0.5263157894736842,,,,0.5172413793103449,0.6,,,0.4491017964071856,,0.4717934131736527,0.5249772727272727,0.4723896551724138,0.13736263736263737,0.13812154696132597,0.16355140186915887,0.21495327102803738,7.128313253012046,23.9,0.24412532637075718,,,,7.0,,,,,1.0,0.05154639175257732,,,,,4.0,6.0,0.04,0.06451612903225806,0.21212121212121213,0.1,,,,4.0,3.0,,,True,,,
