EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,FG3M,PtsAssisted3s,AtRimAssists,FTDefRebounds,BadPassOutOfBoundsTurnovers,Travels,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2M,SecondChancePoints,PtsAssisted2s,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,FtPoints,Fg2aBlocked,SelfOReb,Steals,LostBallSteals,Technical Free Throw Trips,FG2APctBlocked,AtRimPctBlocked,SelfORebPct,DefArc3ReboundPct,BadPassSteals,TwoPtShootingFoulsDrawn,OffAtRimReboundPct,AtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Arc3FGM,PenaltyArc3FGM,PenaltyFG3M,PenaltyFtPoints,NonHeaveArc3FGM,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,OffLongMidRangeReboundPct,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,LongMidRangePctBlocked,Loose Ball Fouls,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,on,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls Drawn,BlockedAtRim,3SecondViolations,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct,BlockedCorner3,OffensiveGoaltends,Corner3PctBlocked,Clear Path Fouls
101215,1610612745,Will Conroy,Will Conroy,101215,HOU,2152.0,36,-15.0,71,70,22.0,14.0,9.0,141,3.0,4.0,2.0,3.0,3.0,3.0,1.0,3.0,7.0,3.0,6.0,81,1.0,2.0,4.0,1.0,4.0,6.0,3.0,4.0,3.0,7.0,2.0,1.0,2.0,2.0,17.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,5.0,1.0,3.0,2.0,1.0,4.0,22.0,0.42857142857142855,0.5,0.3,0.4,0.2727272727272727,0.4,0.3,16.867469879518072,0.5,0.07407407407407407,0.1,0.08108108108108109,0.125,0.07142857142857142,0.25,0.4,0.75,0.75,0.3,0.3,0.6,0.6666666666666666,0.2,0.7,0.5286649999999999,0.4834,0.53438,0.6666666666666666,3.185714285714286,24.96666666666667,0.30985915492957744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101236,1610612745,Chuck Hayes,Chuck Hayes,101236,HOU,109.0,2,,3,3,,3.0,,6,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,1610612745,Shane Battier,Shane Battier,2203,HOU,990.0,16,-14.0,32,30,,4.0,3.0,62,,,,,,1.0,,,,3.0,3.0,37,,,,,,,1.0,1.0,,1.0,,,,,2.0,1.0,2.0,4.0,4.0,,,2.0,,2.0,,,,,,,,,,,,0.5,,0.5,,1.0,14.285714285714286,,0.15384615384615385,0.25,0.17647058823529413,0.3333333333333333,0.125,0.5,,,,,0.3333333333333333,,,,1.0,0.5224000000000001,,,,,24.333333333333332,,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449,1610612745,Luis Scola,Luis Scola,2449,HOU,842.0,14,-8.0,26,27,4.0,9.0,3.0,53,1.0,4.0,,2.0,2.0,,,4.0,8.0,,8.0,35,1.0,,2.0,,,4.0,,,,,,,,,,,2.0,2.0,5.0,1.0,,,1.0,1.0,,,1.0,,1.0,,,,4.0,0.5,,0.5,,0.5,,,30.0,1.0,0.25,,0.25,0.25,,,0.5,0.25,0.25,0.25,,1.0,,,0.5,0.5082375,,0.59835,,6.45,,0.15384615384615385,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,3.0,0.5,0.6666666666666666,1.0,1.0,1.0,0.1,0.2857142857142857,0.17647058823529413,0.3333333333333333,0.4,1.0,1.0,1.0,0.5,0.25,0.5,0.5,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,1610612745,Kevin Martin,Kevin Martin,2755,HOU,492.0,8,10.0,14,13,,3.0,2.0,27,,2.0,,,1.0,1.0,,1.0,4.0,1.0,3.0,9,2.0,,,,,2.0,1.0,,1.0,1.0,1.0,,,,3.0,,,,1.0,,,,,,,1.0,2.0,,2.0,1.0,,,,0.25,,0.2,,0.2,,0.2,26.31578947368421,,,,,,,,0.4,,,0.2,0.2,,,,0.6,0.50409,0.45495,,,8.5,25.6,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,,,0.2,,0.1,1.0,,,,,,0.2,1.0,1.0,,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201166,1610612745,Aaron Brooks,Aaron Brooks,201166,HOU,176.0,3,2.0,5,6,5.0,,2.0,11,,1.0,,1.0,,,,,1.0,,,7,1.0,,1.0,,,,,1.0,1.0,2.0,1.0,,,1.0,5.0,1.0,,1.0,2.0,,,,,,,,,,,,,,5.0,,,,,,,,14.285714285714285,,,1.0,0.2,,,,1.0,,,,,1.0,,,1.0,0.5839,0.5839,0.5839,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,0.3333333333333333,,0.3333333333333333,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201171,1610612745,Carl Landry,Carl Landry,201171,HOU,1064.0,18,-18.0,33,34,12.0,7.0,4.0,67,3.0,4.0,2.0,2.0,,,,4.0,7.0,,10.0,42,2.0,3.0,3.0,,6.0,4.0,,,,,,,,,,1.0,1.0,3.0,4.0,,,1.0,,1.0,,,1.0,1.0,2.0,2.0,,6.0,12.0,0.5714285714285714,1.0,0.5714285714285714,1.0,0.625,1.0,,24.324324324324326,,0.08333333333333333,0.2,0.11764705882352941,,,0.5,0.5714285714285714,0.75,0.75,,,0.6666666666666666,1.0,,0.5714285714285714,0.5040285714285714,0.5738,0.5311,0.6,8.4,,0.36363636363636365,,,,,,1.0,,,,,,1.0,,,,,1.0,1.0,,1.0,3.0,1.0,2.0,4.0,2.0,,1.0,1.0,0.5,0.6666666666666666,0.5,0.5,0.5,0.07692307692307693,,0.058823529411764705,,,0.25,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.2,2.0,,,1.0,,,,,,,1.0,1.0,0.2,0.3333333333333333,0.125,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201978,1610612745,Chase Budinger,Chase Budinger,201978,HOU,2043.0,34,-15.0,68,67,22.0,11.0,9.0,135,4.0,4.0,2.0,2.0,2.0,6.0,2.0,6.0,8.0,7.0,25.0,79,2.0,3.0,3.0,2.0,14.0,4.0,6.0,2.0,,2.0,,,,,4.0,3.0,3.0,6.0,9.0,,,1.0,,1.0,,1.0,2.0,,4.0,5.0,1.0,14.0,22.0,0.75,1.0,0.7,1.2,0.7352941176470589,1.1666666666666667,0.4666666666666667,22.5,,0.125,0.3,0.17647058823529413,0.14285714285714285,0.16666666666666666,,0.26666666666666666,1.0,1.0,0.13333333333333333,0.4,0.4,1.0,0.4,0.7333333333333333,0.5413666666666667,0.593,0.52999,0.56,7.0125,25.285714285714285,0.3235294117647059,,1.0,3.0,9.0,2.0,,1.0,,1.0,0.42857142857142855,0.42857142857142855,,0.06666666666666667,,,,2.0,2.0,1.0,1.0,2.0,2.0,4.0,8.0,4.0,1.0,2.0,3.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.08,0.09090909090909091,0.08333333333333333,,0.1,,0.5,0.5,1.0,0.13333333333333333,0.5,0.5,1.0,1.0,1.0,0.16,4.0,,,2.0,,,,,,0.5,2.0,2.0,0.1111111111111111,0.5,0.125,0.2222222222222222,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,0.5,0.5,1.0,1.0,0.5,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2431,1610612745,David Andersen,David Andersen,2431,HOU,1231.0,21,-7.0,42,41,16.0,3.0,6.0,83,1.0,3.0,,,4.0,2.0,,3.0,8.0,2.0,11.0,44,1.0,,1.0,,,2.0,2.0,,,,,,,,,1.0,4.0,5.0,7.0,1.0,,,1.0,1.0,,1.0,1.0,,3.0,2.0,,,16.0,0.375,,0.45,,0.5,,0.2,24.0,1.0,0.2222222222222222,0.125,0.19230769230769232,0.25,0.2727272727272727,0.25,0.3,0.3333333333333333,0.3333333333333333,0.4,0.2,,,,0.5,0.47702999999999995,0.559,0.3991,,8.0625,24.4,0.38095238095238093,,,1.0,3.0,,,,,1.0,0.5,0.5,,,,,,,1.0,1.0,1.0,1.0,,,4.0,,1.0,1.0,2.0,0.6666666666666666,0.6666666666666666,,,,0.0625,0.2,0.09523809523809523,,0.2,,0.25,0.25,,0.1,1.0,1.0,1.0,1.0,,,2.0,,1.0,,,,,,0.16666666666666666,,,1.0,0.16666666666666666,1.0,0.09090909090909091,0.1111111111111111,1.0,,,,1.0,,,,,,,,,,,,0.5,0.5,1.0,,0.5,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,1610612745,Trevor Ariza,Trevor Ariza,2772,HOU,437.0,7,-13.0,14,15,7.0,7.0,1.0,29,,,,,,,,,2.0,,,20,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,7.0,,,,,,,,20.0,1.0,,,,,,,,,,,,,,,,0.3788,0.4093,0.3483,,19.55,,0.5,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
