EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,NonHeaveArc3FGM,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Loose Ball Fouls Drawn,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,PenaltyArc3FGM,PtsUnassisted3s,HeaveAttempts,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,3SecondViolations,Clear Path Fouls,Blocked3s,BlockedArc3,OffensiveGoaltends,on,HeaveMakes,Arc3PctBlocked
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,28012.0,467,-21.0,856,855,219.0,247.0,109,1711,20.0,39.0,4.0,9.0,5.0,11.0,13.0,33.0,17.0,36.0,3.0,9.0,1.0,3.0,1.0,1.0,6.0,1.0,3.0,50.0,108.0,3.0,15.0,24.0,133.0,930,6.0,13.0,1.0,4.0,3.0,18.0,10.0,24.0,1.0,4.0,9.0,32.0,40.0,60.0,9.0,6.0,6.0,11.0,1.0,15.0,9.0,24.0,6.0,3.0,10.0,2.0,3.0,57.0,3.0,17.0,1.0,22.0,23.0,8.0,53.0,21.0,74.0,3.0,14.0,10.0,4.0,17.0,1.0,5.0,10.0,1.0,12.0,1.0,27.0,2.0,3.0,21.0,37.0,2.0,6.0,22.0,2.0,28.0,2.0,2.0,11.0,3.0,5.0,2.0,1.0,2.0,5.0,2.0,1.0,32.0,219.0,2.0,3.0,0.4,0.425531914893617,1.0,0.2,0.25,0.25,0.2,0.46296296296296297,0.46153846153846156,0.4166666666666667,0.44308943089430897,0.4411764705882353,0.4107142857142857,0.48518518518518516,0.4722222222222222,0.4696969696969697,0.12195121951219512,0.06666666666666667,0.10185185185185185,0.20512820512820512,0.09090909090909091,0.1111111111111111,16.53061224489796,0.6296296296296297,0.20512820512820512,0.02857142857142857,0.08156028368794327,0.0529595015576324,0.22,0.0375,0.11780104712041885,0.04987531172069826,0.06593406593406594,0.023255813953488372,0.0625,0.044444444444444446,0.02857142857142857,0.03125,0.09523809523809523,0.11382113821138211,0.1780821917808219,0.3333333333333333,0.05172413793103448,0.4,0.3170731707317073,0.5128205128205128,0.6451612903225806,0.4,0.2682926829268293,0.3939393939393939,0.43333333333333335,0.3076923076923077,0.2926829268292683,0.4722222222222222,0.4722222222222222,0.47058823529411764,0.07317073170731707,0.3333333333333333,0.375,1.0,0.04878048780487805,0.5294117647058824,0.4444444444444444,0.17647058823529413,0.3333333333333333,1.0,0.058823529411764705,0.39285714285714285,0.45454545454545453,0.03571428571428571,1.0,0.10714285714285714,0.43902439024390244,0.4749239837398374,0.51555,0.49376785714285715,0.08333333333333333,0.09401709401709402,0.13533834586466165,0.24060150375939848,9.014814814814816,24.413333333333334,0.2558411214953271,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1710,1610612737,Mike Bibby,Mike Bibby,1710,ATL,13420.0,224,15.0,417,417,131.0,91.0,61,834,2.0,4.0,,1.0,1.0,2.0,1.0,3.0,6.0,16.0,3.0,10.0,,2.0,,4.0,22.0,3.0,8.0,9.0,23.0,7.0,32.0,6.0,45.0,441,1.0,3.0,,5.0,,2.0,1.0,5.0,,12.0,2.0,4.0,8.0,10.0,21.0,,22.0,1.0,,13.0,6.0,19.0,2.0,4.0,10.0,1.0,2.0,44.0,,5.0,,9.0,7.0,1.0,17.0,5.0,22.0,,4.0,3.0,1.0,5.0,3.0,5.0,5.0,,,,10.0,2.0,1.0,7.0,18.0,,2.0,13.0,1.0,8.0,,,3.0,1.0,,,,,,,,4.0,131.0,2.0,1.0,0.4444444444444444,0.4444444444444444,1.0,0.21875,,,0.21875,0.391304347826087,0.3333333333333333,0.2,0.35454545454545455,0.125,0.058823529411764705,0.3813559322033898,0.125,0.1111111111111111,0.5818181818181818,,0.043478260869565216,0.25,,,14.05295315682281,0.5,0.08333333333333333,,0.0440251572327044,0.03289473684210526,0.17307692307692307,,0.07582938388625593,0.024630541871921183,0.019230769230769232,0.08333333333333333,0.015625,,,0.01818181818181818,0.023809523809523808,0.08064516129032258,0.13333333333333333,0.42857142857142855,,,0.07272727272727272,0.5,0.6666666666666666,1.0,0.05454545454545454,0.3333333333333333,0.3333333333333333,,0.2909090909090909,0.375,0.375,0.3333333333333333,0.18181818181818182,0.3,0.3,1.0,0.4,0.125,,0.25,,,0.375,0.11764705882352941,0.5,0.23529411764705882,,0.47058823529411764,0.6545454545454545,0.5081136363636364,0.5513312499999999,0.5149294117647057,0.05172413793103448,0.11538461538461539,0.044444444444444446,0.08888888888888889,14.8,24.83125,0.31414868105515587,4.0,4.0,0.18181818181818182,0.18181818181818182,1.0,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,True,,
201143,1610612737,Al Horford,Al Horford,201143,ATL,9762.0,163,40.0,292,296,92.0,60.0,41,588,15.0,19.0,5.0,7.0,5.0,6.0,10.0,26.0,6.0,10.0,1.0,1.0,,,1.0,1.0,,,,31.0,55.0,1.0,1.0,18.0,83.0,286,7.0,11.0,,,,14.0,8.0,12.0,1.0,1.0,9.0,28.0,38.0,24.0,3.0,8.0,,5.0,,11.0,4.0,15.0,2.0,2.0,9.0,1.0,1.0,34.0,6.0,8.0,1.0,5.0,34.0,2.0,41.0,15.0,56.0,2.0,2.0,2.0,,5.0,,3.0,3.0,,2.0,1.0,8.0,,4.0,2.0,6.0,,2.0,20.0,2.0,23.0,5.0,,11.0,3.0,6.0,1.0,2.0,3.0,6.0,4.0,,28.0,92.0,1.0,3.0,0.6129032258064516,0.7037037037037037,1.0,1.0,,1.0,1.0,0.5636363636363636,0.6363636363636364,0.6666666666666666,0.5803571428571429,0.6363636363636364,0.7307692307692307,0.6384615384615384,0.6363636363636364,0.8235294117647058,0.017857142857142856,,0.09090909090909091,0.15789473684210525,0.07692307692307693,,21.47058823529412,0.625,0.16666666666666666,0.06666666666666667,0.30357142857142855,0.0784313725490196,0.19230769230769232,0.15789473684210525,0.2826086956521739,0.1,0.11538461538461539,0.09523809523809523,0.029411764705882353,0.13043478260869565,0.2,0.3125,0.3870967741935484,0.24489795918367346,0.2,0.16666666666666666,0.10526315789473684,0.6666666666666666,0.3392857142857143,0.7894736842105263,0.9375,0.6666666666666666,0.4642857142857143,0.38461538461538464,0.4166666666666667,0.4,0.17857142857142858,0.6,0.6,0.8333333333333334,0.017857142857142856,1.0,1.0,1.0,,0.6363636363636364,0.7142857142857143,,,,,0.46153846153846156,0.8333333333333334,0.07692307692307693,1.0,,0.35714285714285715,0.4794910714285714,0.5303249999999999,0.4706230769230769,0.1774193548387097,0.18032786885245902,0.1686746987951807,0.3373493975903614,6.554545454545455,23.8,0.3150684931506849,,,,,,,2.0,0.2,,,,,,,,,,,,,,,,,,,True,,
2037,1610612737,Jamal Crawford,Jamal Crawford,2037,ATL,58048.0,967,-32.0,1832,1820,483.0,507.0,261,3652,56.0,84.0,4.0,9.0,18.0,23.0,30.0,80.0,77.0,176.0,29.0,62.0,4.0,12.0,9.0,14.0,109.0,9.0,28.0,163.0,340.0,70.0,171.0,103.0,639.0,2007,14.0,28.0,7.0,21.0,3.0,52.0,50.0,93.0,17.0,42.0,40.0,191.0,92.0,234.0,156.0,,102.0,20.0,1.0,85.0,12.0,97.0,5.0,7.0,48.0,13.0,24.0,206.0,3.0,9.0,1.0,19.0,48.0,4.0,71.0,13.0,84.0,4.0,29.0,22.0,7.0,41.0,4.0,23.0,29.0,4.0,18.0,8.0,70.0,4.0,21.0,18.0,43.0,2.0,5.0,102.0,3.0,116.0,8.0,11.0,43.0,6.0,3.0,1.0,,2.0,3.0,2.0,,191.0,483.0,3.0,6.0,0.2822085889570552,0.2822085889570552,0.7428571428571429,0.4093567251461988,0.3333333333333333,0.40476190476190477,0.4268292682926829,0.47941176470588237,0.5,0.5376344086021505,0.5244618395303327,0.5,0.5592592592592592,0.564748201438849,0.51,0.6111111111111112,0.33463796477495106,0.005847953216374269,0.058823529411764705,0.09523809523809523,0.1125,0.016129032258064516,29.156963204471356,0.5857142857142857,0.056338028169014086,0.013157894736842105,0.07792207792207792,0.013235294117647059,0.10326086956521739,0.014563106796116505,0.08375,0.013544018058690745,0.028846153846153848,0.015384615384615385,,0.008547008547008548,0.02247191011235955,0.06944444444444445,0.0684931506849315,0.09055118110236221,0.13333333333333333,0.02040816326530612,0.01639344262295082,0.6666666666666666,0.1643835616438356,0.6666666666666666,0.7368421052631579,0.32142857142857145,0.15655577299412915,0.375,0.4225352112676056,0.1,0.34442270058708413,0.4375,0.44508670520231214,0.3246753246753247,0.12133072407045009,0.46774193548387094,0.47540983606557374,0.896551724137931,0.21330724070450097,0.1836734693877551,0.4444444444444444,0.24489795918367346,0.3333333333333333,1.0,0.1836734693877551,0.17037037037037037,0.782608695652174,0.1037037037037037,0.6428571428571429,0.2074074074074074,0.49902152641878667,0.47773442460317467,0.4773439024390244,0.4454184615384615,0.09272727272727273,0.11466666666666667,0.081377151799687,0.29890453834115804,11.854705882352942,25.76491228070175,0.263646288209607,41.0,41.0,0.3761467889908257,0.3761467889908257,0.6341463414634146,0.4019607843137255,2.0,0.5,3.0,8.0,54.0,7.0,2.0,4.0,8.0,2.0,0.017045454545454544,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.045714285714285714,,,,,,True,,
2585,1610612737,Zaza Pachulia,Zaza Pachulia,2585,ATL,65331.0,1089,-16.0,2048,2043,563.0,587.0,291,4091,85.0,157.0,33.0,62.0,21.0,30.0,12.0,35.0,23.0,50.0,,,,,,,4.0,,3.0,120.0,242.0,,4.0,93.0,333.0,2238,35.0,71.0,,,30.0,100.0,35.0,54.0,,3.0,30.0,100.0,160.0,80.0,,52.0,1.0,29.0,,31.0,11.0,42.0,2.0,9.0,23.0,1.0,7.0,95.0,29.0,86.0,2.0,30.0,115.0,31.0,176.0,117.0,293.0,13.0,37.0,22.0,15.0,25.0,1.0,10.0,33.0,3.0,15.0,6.0,58.0,9.0,11.0,92.0,186.0,24.0,17.0,112.0,6.0,143.0,10.0,,65.0,12.0,31.0,21.0,1.0,9.0,31.0,21.0,,100.0,563.0,10.0,11.0,0.6666666666666666,0.851063829787234,,,,,,0.49586776859504134,0.49295774647887325,0.6481481481481481,0.4878048780487805,0.49295774647887325,0.6140350877192983,0.5319488817891374,0.5555555555555556,0.6329113924050633,0.016260162601626018,,0.11983471074380166,0.1337579617834395,0.2,,15.423092955398083,0.43103448275862066,0.3974358974358974,0.023255813953488372,0.16570605187319884,0.11405835543766578,0.14084507042253522,0.12719298245614036,0.15986769570011025,0.11710794297352342,0.1574468085106383,0.09722222222222222,0.0924092409240924,0.11450381679389313,0.14432989690721648,0.13636363636363635,0.1927710843373494,0.17482517482517482,0.15822784810126583,0.09090909090909091,0.14285714285714285,0.6774193548387096,0.6382113821138211,0.5414012738853503,0.625,0.5529411764705883,0.14227642276422764,0.34285714285714286,0.42857142857142855,0.8333333333333334,0.2032520325203252,0.46,0.46938775510204084,1.0,,,,,0.016260162601626018,0.8732394366197183,0.532258064516129,,,,,0.5263157894736842,0.7,,,0.05263157894736842,0.6544715447154471,0.5210070247933883,0.5527187499999999,0.5045962962962962,0.2159468438538206,0.21885521885521886,0.3003003003003003,0.3003003003003003,5.241735537190084,62.0,0.27490234375,,,,,,,11.0,0.18181818181818182,,,,3.0,,,,,0.02,,,,,4.0,,,,,True,,
2207,1610612737,Joe Johnson,Joe Johnson,2207,ATL,28707.0,478,8.0,885,892,300.0,265.0,130,1777,26.0,46.0,5.0,6.0,5.0,14.0,38.0,78.0,27.0,61.0,5.0,18.0,2.0,4.0,4.0,8.0,38.0,7.0,11.0,91.0,185.0,22.0,56.0,33.0,281.0,1007,10.0,14.0,7.0,11.0,3.0,44.0,24.0,57.0,9.0,19.0,18.0,93.0,32.0,150.0,33.0,2.0,38.0,11.0,,38.0,25.0,63.0,16.0,9.0,13.0,8.0,17.0,151.0,2.0,5.0,,13.0,32.0,5.0,50.0,7.0,57.0,4.0,16.0,9.0,7.0,16.0,3.0,6.0,14.0,2.0,10.0,4.0,30.0,2.0,10.0,10.0,30.0,,5.0,41.0,3.0,44.0,3.0,5.0,15.0,6.0,,,,,,,,93.0,300.0,1.0,6.0,0.17582417582417584,0.17777777777777778,0.5,0.39285714285714285,0.6363636363636364,0.47368421052631576,0.39285714285714285,0.4918918918918919,0.7142857142857143,0.42105263157894735,0.5145228215767634,0.82,0.4934210526315789,0.5328185328185329,0.8148148148148148,0.5287356321839081,0.23236514522821577,,0.05945945945945946,0.10869565217391304,0.038461538461538464,,28.140214216163585,0.5333333333333333,0.16666666666666666,,0.10223642172523961,0.016556291390728478,0.13541666666666666,0.01904761904761905,0.1100244498777506,0.0171990171990172,0.034482758620689655,0.021505376344086023,,0.03076923076923077,,0.08571428571428572,0.10256410256410256,0.11538461538461539,0.1388888888888889,0.125,0.03508771929824561,,0.1908713692946058,0.5652173913043478,0.6341463414634146,0.23076923076923078,0.3236514522821577,0.48717948717948717,0.5066666666666667,0.10526315789473684,0.25311203319502074,0.4426229508196721,0.46551724137931033,0.2222222222222222,0.07468879668049792,0.2777777777777778,0.2777777777777778,0.6,0.15767634854771784,0.24,0.8333333333333334,0.16,0.5,1.0,0.28,0.18421052631578946,0.35714285714285715,0.10526315789473684,0.5,0.14473684210526316,0.42323651452282157,0.4654317427385893,0.5239500000000001,0.4563690789473684,0.05928853754940711,0.07614213197969544,0.15658362989323843,0.3309608540925267,9.74108108108108,24.889285714285716,0.3389830508474576,17.0,17.0,0.4473684210526316,0.4473684210526316,0.47058823529411764,0.4473684210526316,1.0,0.4,5.0,5.0,33.0,,,,,1.0,0.04918032786885246,0.7142857142857143,0.8,0.45454545454545453,,,,,,,True,,
693,1610612737,Joe Smith,Joe Smith,693,ATL,22051.0,368,-38.0,689,695,148.0,175.0,110,1384,20.0,30.0,9.0,13.0,1.0,3.0,11.0,32.0,20.0,70.0,,5.0,,,,2.0,,,,51.0,132.0,,5.0,31.0,133.0,787,11.0,19.0,,,7.0,29.0,5.0,18.0,,2.0,5.0,15.0,78.0,24.0,,12.0,,7.0,,10.0,3.0,13.0,2.0,1.0,7.0,,3.0,29.0,11.0,28.0,2.0,7.0,39.0,5.0,51.0,41.0,92.0,6.0,5.0,2.0,3.0,12.0,1.0,8.0,4.0,,4.0,1.0,16.0,5.0,3.0,36.0,55.0,6.0,2.0,34.0,7.0,38.0,2.0,,17.0,3.0,14.0,13.0,,1.0,14.0,2.0,,15.0,148.0,4.0,2.0,0.7647058823529411,0.8666666666666667,,,,,,0.38636363636363635,0.5789473684210527,0.2777777777777778,0.3722627737226277,0.5789473684210527,0.25,0.4290322580645161,0.6304347826086957,0.32608695652173914,0.0364963503649635,,0.05303030303030303,0.13333333333333333,0.0625,,20.432692307692307,0.75,0.16666666666666666,0.09090909090909091,0.16666666666666666,0.09929078014184398,0.10144927536231885,0.16417910447761194,0.15181518151815182,0.11174785100286533,0.11688311688311688,0.13580246913580246,0.06451612903225806,0.13513513513513514,0.2,0.11764705882352941,0.24074074074074073,0.16842105263157894,0.1111111111111111,0.06666666666666667,0.07894736842105263,0.14285714285714285,0.21897810218978103,0.6666666666666666,0.7692307692307693,0.65,0.23357664233576642,0.34375,0.36666666666666664,0.5454545454545454,0.5109489051094891,0.2857142857142857,0.2898550724637681,1.0,0.0364963503649635,,,,,0.6842105263157895,0.6923076923076923,,,,,0.15,0.3333333333333333,0.1,,,0.25547445255474455,0.44253686131386866,0.5255846153846153,0.42547750000000006,0.1118421052631579,0.11564625850340136,0.21804511278195488,0.11278195488721804,11.871969696969696,23.52,0.21480406386066764,,,,,,,2.0,0.2222222222222222,,,,,,,,,0.014285714285714285,,,,,,,,,,True,,
2230,1610612737,Maurice Evans,Maurice Evans,2230,ATL,43851.0,731,-12.0,1390,1367,374.0,406.0,196,2757,40.0,61.0,11.0,19.0,11.0,16.0,8.0,20.0,18.0,40.0,16.0,50.0,2.0,4.0,2.0,12.0,37.0,2.0,13.0,66.0,121.0,28.0,87.0,24.0,240.0,1492,18.0,30.0,2.0,6.0,2.0,44.0,20.0,32.0,6.0,25.0,8.0,66.0,74.0,58.0,69.0,16.0,37.0,11.0,,29.0,4.0,33.0,3.0,1.0,13.0,,16.0,70.0,6.0,25.0,,9.0,35.0,4.0,48.0,31.0,79.0,3.0,18.0,13.0,5.0,6.0,,4.0,4.0,1.0,2.0,2.0,10.0,,4.0,23.0,71.0,5.0,1.0,29.0,5.0,29.0,5.0,,15.0,2.0,9.0,5.0,3.0,1.0,9.0,4.0,,66.0,374.0,8.0,2.0,0.5606060606060606,0.6379310344827587,0.8214285714285714,0.3218390804597701,0.3333333333333333,0.24,0.3218390804597701,0.5454545454545454,0.6,0.625,0.5192307692307693,0.5833333333333334,0.5087719298245614,0.5454545454545454,0.5789473684210527,0.5409836065573771,0.4182692307692308,,0.09090909090909091,0.18032786885245902,,,14.050091631032375,0.6,0.09090909090909091,,0.07322175732217573,0.04844961240310078,0.06870229007633588,0.03614457831325301,0.0722495894909688,0.045454545454545456,0.03164556962025317,0.06578947368421052,0.04854368932038835,0.031578947368421054,0.04225352112676056,0.05113636363636364,0.04424778761061947,0.1111111111111111,0.06315789473684211,0.08333333333333333,0.0297029702970297,0.4444444444444444,0.2932692307692308,0.6557377049180327,0.8,0.575,0.09615384615384616,0.4,0.4,0.625,0.19230769230769232,0.45,0.45,0.5,0.2403846153846154,0.32,0.32,0.875,0.1778846153846154,0.5277777777777778,0.5789473684210527,0.1111111111111111,0.5,1.0,0.05555555555555555,0.2807017543859649,0.6875,0.21052631578947367,0.16666666666666666,0.22807017543859648,0.7115384615384616,0.5320927536231885,0.5190538461538462,0.5207669642857142,0.06880733944954129,0.11450381679389313,0.18333333333333332,0.275,7.443801652892563,24.2448275862069,0.26906474820143883,12.0,12.0,0.32432432432432434,0.32432432432432434,0.75,0.32432432432432434,1.0,0.2727272727272727,,4.0,15.0,,,,,1.0,,,,0.3076923076923077,,,,,,,True,,
2746,1610612737,Josh Smith,Josh Smith,2746,ATL,25760.0,429,-23.0,811,809,243.0,257.0,114,1620,50.0,89.0,9.0,21.0,15.0,24.0,11.0,24.0,8.0,31.0,,1.0,,1.0,,,1.0,,,69.0,144.0,,2.0,41.0,179.0,908,9.0,22.0,,1.0,7.0,25.0,19.0,40.0,,,18.0,56.0,74.0,64.0,,16.0,,14.0,,19.0,11.0,30.0,5.0,6.0,11.0,5.0,3.0,71.0,8.0,28.0,3.0,19.0,48.0,7.0,74.0,39.0,113.0,10.0,21.0,14.0,7.0,14.0,5.0,9.0,16.0,2.0,5.0,3.0,30.0,4.0,6.0,28.0,39.0,,4.0,56.0,3.0,71.0,9.0,,35.0,5.0,30.0,28.0,,2.0,31.0,17.0,5.0,56.0,243.0,2.0,4.0,0.5362318840579711,0.6065573770491803,,,,,,0.4791666666666667,0.4090909090909091,0.475,0.4726027397260274,0.391304347826087,0.475,0.5056497175141242,0.4166666666666667,0.5490196078431373,0.0136986301369863,,0.09722222222222222,0.12359550561797752,0.125,,21.951219512195124,0.4666666666666667,0.25925925925925924,0.07142857142857142,0.1797752808988764,0.0975609756097561,0.20430107526881722,0.08333333333333333,0.18611111111111112,0.09399477806788512,0.12380952380952381,0.11842105263157894,0.05660377358490566,0.05555555555555555,0.11904761904761904,0.18681318681318682,0.13432835820895522,0.2018348623853211,0.208955223880597,0.19230769230769232,0.1724137931034483,0.5483870967741935,0.6095890410958904,0.5617977528089888,0.6410256410256411,0.54,0.1643835616438356,0.4583333333333333,0.5238095238095238,0.18181818181818182,0.21232876712328766,0.25806451612903225,0.25806451612903225,1.0,0.00684931506849315,,,,0.00684931506849315,0.9130434782608695,0.42857142857142855,0.043478260869565216,,,,0.6,0.625,,,,0.6232876712328768,0.5256151724137931,0.5241904761904761,0.5064124999999999,0.20348837209302326,0.20588235294117646,0.13966480446927373,0.3128491620111732,5.807638888888889,39.35,0.2996300863131936,,,,,,,6.0,0.1111111111111111,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,True,,
201043,1610612737,Randolph Morris,Randolph Morris,201043,ATL,765.0,13,4.0,25,25,12.0,11.0,5,50,1.0,2.0,1.0,2.0,,1.0,,,,1.0,,,,,,,,,,1.0,3.0,,,2.0,4.0,19,1.0,2.0,,,,2.0,,1.0,,,,,,2.0,,2.0,,,,,,,,,,,,,,2.0,,,1.0,,1.0,2.0,3.0,,,,,,,,2.0,,,,2.0,,1.0,,4.0,1.0,2.0,1.0,,2.0,,,1.0,,,,,,,,,,12.0,1.0,,,,,,,,,0.3333333333333333,0.5,,0.3333333333333333,0.5,,0.5,0.5,,,,,,,,18.75,,,,0.16666666666666666,0.16666666666666666,,,0.125,0.14285714285714285,0.2857142857142857,,,,,0.25,,,,,,,0.6666666666666666,0.5,0.5,,,,,,0.3333333333333333,,,,,,,,,1.0,0.5,,,,,1.0,,,,,0.6666666666666666,0.5073666666666666,0.59205,0.5983,0.25,0.25,0.5,,5.1000000000000005,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
