EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,OffTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,FG3APct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,Steals,LostBallSteals,DefThreePtRebounds,DefTwoPtRebounds,BadPassSteals,ShootingFouls,Fouls,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Fg2aBlocked,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefCorner3ReboundPct,NonShootingPenaltyNonTakeFouls,on,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,FTOffRebounds,OffFTReboundPct,DefensiveGoaltends,OffensiveGoaltends,HeaveMakes,ThreePtShootingFoulsDrawn,BlockedCorner3,Corner3PctBlocked,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips
200762,1610612750,Oleksiy Pecherov,Oleksiy Pecherov,200762,MIN,187.0,3,5.0,8,9,8.0,9.0,2.0,17,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,5.0,2,1.0,2.0,2.0,2.0,3.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,8.0,1.0,1.0,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.625,0.5,0.625,40.0,1.0,0.25,0.2,0.5,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.4593666666666667,0.49675,0.4593666666666667,0.25,0.25,0.4,1.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201961,1610612750,Wayne Ellington,Wayne Ellington,201961,MIN,298.0,5,5.0,11,11,8.0,11.0,3.0,22,,,,,1.0,1.0,2.0,,2.0,4,,,,1.0,2.0,,2.0,,,,,,,,,,2.0,8.0,,,0.5,,0.5,0.25,,0.3333333333333333,0.25,,0.3333333333333333,28.57142857142857,,,,,,0.25,,,,,,0.5,0.444975,,0.40965,,,,1.0,11.95,0.7272727272727273,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.5,0.25,1.0,1.0,0.5,0.3333333333333333,25.4,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,1610612750,Jason Hart,Jason Hart,2078,MIN,298.0,5,5.0,11,11,8.0,11.0,3.0,22,,,,,1.0,,1.0,,,4,,,,,1.0,,,,,,,,,,,,,8.0,,,,,,,,,,,,7.142857142857142,,,,,,1.0,,,,,,,0.4515,,0.4515,,,,,16.2,0.7272727272727273,,,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,1610612750,Sasha Pavlovic,Sasha Pavlovic,2562,MIN,298.0,5,5.0,11,11,8.0,11.0,3.0,22,1.0,,1.0,,,,1.0,,,4,,,,,1.0,,,,,1.0,3.0,,3.0,1.0,,,,8.0,,,,,,,,,,,,14.285714285714285,0.5,,,,0.5,,,,,,1.0,1.0,0.5593250000000001,,0.6088,,,,,,0.7272727272727273,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,2.0,0.5,,,,0.5,,24.8,1.0,,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2863,1610612750,Damien Wilkins,Damien Wilkins,2863,MIN,298.0,5,5.0,11,11,8.0,11.0,3.0,22,1.0,,,,,,1.0,,,4,,,,,,,,,,,2.0,,2.0,,,,,8.0,,,,,,,,,,,,14.285714285714285,,,,,1.0,,,,,,,1.0,0.5369,,,,,,,,0.7272727272727273,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,0.5,0.5,0.5,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,1610612750,Brian Cardinal,Brian Cardinal,2073,MIN,111.0,2,,3,2,,2.0,1.0,5,,,,1.0,1.0,1.0,1.0,,2.0,2,1.0,1.0,2.0,,,,,2.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,25.0,,,,,,1.0,1.0,1.0,1.0,,,,0.3603,0.3603,,,,1.0,,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101155,1610612750,Ryan Gomes,Ryan Gomes,101155,MIN,132605.0,2210,-418.0,4416,4411,1003.0,953.0,518.0,8827,130.0,39.0,26.0,138.0,287.0,253.0,533.0,104.0,832.0,4914,37.0,72.0,93.0,37.0,91.0,50.0,187.0,336.0,67.0,16.0,272.0,76.0,348.0,104.0,126.0,60.0,187.0,1003.0,0.6640316205533597,0.702928870292887,0.474671669793621,0.5138888888888888,0.4065934065934066,0.4972677595628415,0.5180722891566265,0.4506578947368421,0.5286624203821656,0.5406976744186046,0.5194444444444445,17.583516703340667,0.1632653061224489,0.0403371462974112,0.0368038740920096,0.0443037974683544,0.1775956284153005,0.3920765027322404,0.4808362369337979,0.4842105263157895,0.7608695652173914,0.4698795180722891,0.1710526315789473,0.4494535519125683,0.4816877579092159,0.4918571428571428,0.4718905405405406,0.0772200772200772,0.1038062283737024,0.1117788461538461,0.2247596153846154,11.875984990619138,0.2271286231884058,46.0,116.0,151.0,48.0,199.0,61.0,170.0,147.0,93.0,124.0,27.0,279.0,0.2718579234972678,0.1584699453551912,0.396551724137931,0.4299065420560747,0.2062841530054645,0.3157894736842105,25.27336683417085,62.0,16.0,76.0,180.0,46.0,83.0,155.0,0.1291248206599713,0.1379310344827586,0.1316195372750642,0.1491628614916286,0.1275510204081632,34.0,54.0,37.0,95.0,18.0,0.0637898686679174,0.1769230769230769,0.5684210526315789,0.1635220125786163,14.0,False,69.0,17.0,9.0,20.0,48.0,1.0,4.0,6.0,13.0,54.0,3.0,7.0,15.0,74.0,4.0,11.0,7.0,21.0,219.0,3.0,28.0,4.0,54.0,1.0,31.0,22.0,9.0,44.0,22.0,9.0,8.0,6.0,41.0,3.0,17.0,1.0,6.0,5.0,1.0,9.0,13.0,4.0,4.0,15.0,5.0,8.0,15.0,1.0,1.0,6.0,3.0,6.0,16.0,9.0,8.0,7.0,7.0,0.9864864864864864,0.371859296482412,0.3636363636363636,0.3442622950819672,0.3794871794871794,0.0050251256281407,0.0775862068965517,0.0069686411149825,0.0066225165562913,0.0222772277227722,0.0371024734982332,0.0402576489533011,0.0189873417721519,0.034090909090909,0.1048593350383631,0.1184971098265895,0.0224089635854341,0.5625,0.5307692307692308,0.6448598130841121,0.6086956521739131,0.4565217391304347,0.0655737704918032,0.4166666666666667,0.4166666666666667,0.95,0.3576158940397351,0.36,1.0,0.4358974358974359,0.1176470588235294,0.0481927710843373,0.25,0.0843373493975903,0.4285714285714285,1.0,0.3461538461538461,0.0855263157894736,0.4615384615384615,0.3125,0.3673469387755102,,,,,,,,,,,
200762,1610612750,Oleksiy Pecherov,Oleksiy Pecherov,200762,MIN,26645.0,444,-24.0,898,891,328.0,322.0,116.0,1789,42.0,18.0,15.0,27.0,67.0,61.0,133.0,28.0,192.0,943,11.0,23.0,32.0,18.0,42.0,12.0,60.0,72.0,24.0,14.0,91.0,31.0,122.0,29.0,30.0,12.0,60.0,328.0,0.5901639344262295,0.6666666666666666,0.4586466165413533,0.4782608695652174,0.4285714285714285,0.4432432432432432,0.4464285714285714,0.3809523809523809,0.4823232323232323,0.5,0.427536231884058,22.504892367906063,0.4117647058823529,0.0745341614906832,0.0709219858156028,0.1208791208791208,0.227027027027027,0.3621621621621622,0.4029850746268656,0.4153846153846154,0.7407407407407407,0.6428571428571429,0.238095238095238,0.5081081081081081,0.4840132432432433,0.5354942307692308,0.484474603174603,0.0618556701030927,0.0845070422535211,0.1666666666666666,0.3125,10.9796992481203,0.3652561247216035,7.0,24.0,44.0,17.0,52.0,21.0,50.0,44.0,11.0,11.0,7.0,22.0,0.2810810810810811,0.1297297297297297,0.2916666666666667,0.3888888888888889,0.2378378378378378,0.2698412698412698,25.228846153846156,9.0,1.0,24.0,53.0,8.0,31.0,55.0,0.1827586206896551,0.2123893805309734,0.1910669975186104,0.1690140845070422,0.2205882352941176,14.0,14.0,6.0,32.0,12.0,0.1052631578947368,0.1428571428571428,0.4375,0.2,5.0,False,27.0,10.0,9.0,3.0,8.0,,,1.0,4.0,11.0,1.0,5.0,3.0,14.0,1.0,5.0,7.0,4.0,42.0,,14.0,,11.0,1.0,,,,3.0,1.0,6.0,3.0,2.0,18.0,2.0,8.0,,5.0,3.0,,7.0,4.0,4.0,1.0,3.0,1.0,4.0,14.0,,,13.0,,1.0,14.0,7.0,5.0,3.0,4.0,1.0,0.2692307692307692,0.2,0.1904761904761904,0.2692307692307692,0.0192307692307692,0.25,0.0298507462686567,0.0227272727272727,0.0594059405940594,0.0769230769230769,0.0428571428571428,0.0759493670886076,,0.1627906976744186,0.2419354838709677,0.032258064516129,0.5,0.6428571428571429,0.75,0.4444444444444444,0.5714285714285714,0.0432432432432432,0.375,0.375,1.0,0.25,0.2558139534883721,1.0,0.5555555555555556,0.1,,,0.1785714285714285,0.2,1.0,0.6,0.0634920634920634,0.25,0.1764705882352941,0.25,1.0,0.05,,,,,,,,,
200797,1610612750,Ryan Hollins,Ryan Hollins,200797,MIN,73393.0,1223,-420.0,2435,2463,620.0,639.0,300.0,4898,145.0,37.0,44.0,31.0,80.0,169.0,302.0,109.0,447.0,2815,29.0,52.0,82.0,49.0,73.0,40.0,138.0,216.0,63.0,13.0,128.0,79.0,207.0,175.0,158.0,69.0,138.0,620.0,0.6390532544378699,0.7248322147651006,0.5596026490066225,0.5576923076923077,0.6712328767123288,0.5577557755775577,0.5576923076923077,0.6621621621621622,0.5912698412698413,0.5942028985507246,0.6388888888888888,16.92362854069559,0.1688311688311688,0.0699223085460599,0.0702702702702702,0.0789473684210526,0.4785478547854785,0.264026402640264,0.3875,0.3875,0.5161290322580645,0.7115384615384616,0.5945945945945946,0.4818481848184818,0.4966645214521453,0.5414744680851064,0.525466891891892,0.1900826446280991,0.1906077348066298,0.1834451901565995,0.3087248322147651,6.867218543046361,0.2546201232032854,35.0,77.0,1.0,1.0,1.0,1.0,122.0,1.0,46.0,51.0,22.0,107.0,0.0033003300330033,0.2541254125412541,0.4545454545454545,0.5223880597014925,0.0033003300330033,0.0135135135135135,26.0,19.0,5.0,38.0,77.0,14.0,86.0,199.0,0.0980891719745223,0.1134328358208955,0.1026785714285714,0.1104972375690607,0.0991379310344827,33.0,35.0,15.0,95.0,22.0,0.1092715231788079,0.1586206896551724,0.3684210526315789,0.145631067961165,26.0,False,103.0,22.0,32.0,,,,,,,,,,,,,,24.0,,,,40.0,,,,5.0,4.0,1.0,16.0,8.0,15.0,4.0,3.0,60.0,3.0,20.0,,16.0,6.0,,23.0,30.0,18.0,29.0,9.0,,15.0,38.0,,,28.0,1.0,9.0,38.0,19.0,4.0,8.0,15.0,,,,,,,0.1298701298701298,,,0.0717703349282296,0.08,0.0555555555555555,0.0584415584415584,0.109090909090909,0.0803571428571428,0.0954773869346733,0.0408163265306122,0.5,0.7103448275862069,0.8442622950819673,0.6990291262135923,0.5714285714285714,,,,,,,,0.5945945945945946,0.0909090909090909,,,,,,0.7272727272727273,,,,,1.0,0.0135135135135135,5.0,1.0,,,,,,,
201147,1610612750,Corey Brewer,Corey Brewer,201147,MIN,148922.0,2482,-507.0,4974,4973,1105.0,1085.0,620.0,9947,324.0,47.0,85.0,96.0,276.0,327.0,712.0,166.0,1066.0,5593,36.0,73.0,106.0,83.0,156.0,66.0,304.0,382.0,54.0,4.0,209.0,70.0,279.0,211.0,255.0,120.0,304.0,1105.0,0.5840978593272171,0.6262295081967213,0.4592696629213483,0.4931506849315068,0.532051282051282,0.4741833508956796,0.484375,0.5129310344827587,0.5009416195856874,0.4861111111111111,0.5489130434782609,21.617336152219877,0.0357142857142857,0.0284061020515518,0.028681506849315,0.0310218978102189,0.3414120126448893,0.2908324552160168,0.3478260869565217,0.3490909090909091,0.7395833333333334,0.4895833333333333,0.3663793103448275,0.5911485774499473,0.5225975609756096,0.5262234567901234,0.5148619469026549,0.1182078169685414,0.1485148514851485,0.099437148217636,0.2851782363977486,8.725842696629213,0.2221552070767993,38.0,112.0,175.0,60.0,237.0,76.0,272.0,168.0,160.0,193.0,41.0,419.0,0.2497365648050579,0.1180189673340358,0.3392857142857143,0.4,0.1844046364594309,0.2586206896551724,25.340084388185645,117.0,28.0,60.0,145.0,89.0,97.0,224.0,0.0910232266164469,0.0950871632329635,0.0921762589928057,0.1222527472527472,0.1113636363636363,57.0,95.0,68.0,165.0,32.0,0.0800561797752809,0.1203703703703703,0.5757575757575758,0.0575916230366492,34.0,False,193.0,27.0,57.0,19.0,62.0,1.0,7.0,4.0,16.0,63.0,6.0,16.0,20.0,82.0,7.0,23.0,13.0,24.0,237.0,9.0,44.0,6.0,62.0,2.0,33.0,20.0,13.0,58.0,61.0,13.0,13.0,18.0,70.0,7.0,27.0,3.0,15.0,11.0,,11.0,23.0,6.0,32.0,24.0,2.0,13.0,26.0,3.0,1.0,19.0,2.0,5.0,29.0,17.0,,2.0,12.0,0.9634146341463414,0.3459915611814346,0.3043478260869565,0.3157894736842105,0.3506493506493506,0.0084388185654008,0.1517857142857142,0.0036231884057971,0.0057142857142857,0.0298850574712643,0.0264385692068429,0.028169014084507,0.0304878048780487,0.02803738317757,0.0518672199170124,0.0809399477806788,0.0276595744680851,0.5862068965517241,0.595679012345679,0.6771929824561403,0.5647668393782384,0.2894736842105263,0.0653319283456269,0.3064516129032258,0.3114754098360656,1.0,0.36,0.3620689655172414,0.9523809523809524,0.574468085106383,0.1481481481481481,0.0729166666666666,0.1428571428571428,0.1666666666666666,0.375,1.0,0.6705882352941176,0.0689655172413793,0.25,0.3333333333333333,0.369047619047619,3.0,0.0208333333333333,4.0,,1.0,4.0,2.0,0.0161290322580645,1.0,0.0165975103734439,
