EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,DefPoss,PenaltyDefPoss,TotalPoss,on,Minutes,PlusMinus,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,Offensive Fouls,Blocked3s,BlockedCorner3,BlockedShortMidRange,OffAtRimReboundPct,OffCorner3ReboundPct,Fg3aBlocked,SelfOReb,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,SelfORebPct,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,3SecondViolations,3pt And 1 Free Throw Trips
948,1610612746,Marcus Camby,Marcus Camby,948,LAC,95773.0,3106,783,6203,False,1596.0,-65.0,3097.0,876.0,382.0,109.0,184.0,52.0,99.0,28.0,52.0,26.0,58.0,29.0,108.0,2.0,4.0,,,1.0,3.0,,2.0,,,,1.0,164.0,350.0,2.0,6.0,60.0,394.0,3319.0,60.0,121.0,,,130.0,39.0,88.0,1.0,4.0,30.0,111.0,216.0,112.0,6.0,,94.0,,2.0,,14.0,134.0,17.0,151.0,14.0,3.0,75.0,22.0,37.0,319.0,38.0,121.0,7.0,107.0,309.0,34.0,450.0,166.0,616.0,69.0,27.0,42.0,42.0,13.0,34.0,22.0,3.0,8.0,,1.0,64.0,3.0,22.0,71.0,105.0,,15.0,87.0,22.0,11.0,91.0,9.0,34.0,16.0,99.0,70.0,99.0,58.0,111.0,876.0,9.0,15.0,0.6585365853658537,0.9230769230769231,1.0,0.3333333333333333,,0.25,0.3333333333333333,0.4685714285714286,0.49586776859504134,0.4431818181818182,0.4691011235955056,0.49586776859504134,0.44021739130434784,0.49622166246851385,0.5078125,0.4955357142857143,0.016853932584269662,0.04,0.04891304347826087,0.06896551724137931,13.052095130237825,0.65625,0.40476190476190477,0.07291666666666667,0.2778776978417266,0.10950226244343891,0.3128654970760234,0.11838006230529595,0.2861072902338377,0.11150070126227209,0.10408921933085502,0.10154525386313466,0.1220472440944882,0.1945945945945946,0.31338028169014087,0.3231441048034934,0.3218390804597701,0.2839506172839506,0.5858585858585859,0.5168539325842697,0.592391304347826,0.6228571428571429,0.5596330275229358,0.16292134831460675,0.4482758620689655,0.48148148148148145,0.6923076923076923,0.30337078651685395,0.26851851851851855,0.27102803738317754,1.0,0.011235955056179775,0.5,0.5,1.0,0.0056179775280898875,,,,0.8181818181818182,0.5252525252525253,,,,,,,0.5652173913043478,0.5384615384615384,0.03260869565217391,0.3333333333333333,0.010869565217391304,,0.5337078651685393,,0.5061605337078651,0.5623000000000001,0.5220141304347825,0.08923884514435695,0.09066666666666667,0.3299492385786802,0.2817258883248731,7.255142857142857,24.383333333333336,0.28285437520180823,10.0,2.0,,,26.0,0.1227154046997389,0.1044776119402985,,11.0,,,,3.0,2.0,3.0,,0.009259259259259259,,,0.06285714285714286,0.11538461538461539,,,,
2446,1610612746,Rasual Butler,Rasual Butler,2446,LAC,162129.0,5249,1270,10500,False,2702.0,-302.0,5251.0,1295.0,647.0,75.0,115.0,13.0,18.0,21.0,31.0,32.0,76.0,104.0,247.0,54.0,152.0,2.0,6.0,13.0,34.0,91.0,280.0,7.0,20.0,20.0,63.0,211.0,438.0,145.0,432.0,122.0,979.0,5767.0,24.0,39.0,9.0,26.0,87.0,51.0,92.0,33.0,97.0,45.0,246.0,284.0,138.0,393.0,42.0,20.0,,280.0,91.0,25.0,98.0,18.0,116.0,10.0,8.0,45.0,25.0,28.0,250.0,14.0,25.0,,69.0,128.0,4.0,201.0,39.0,240.0,36.0,22.0,14.0,45.0,3.0,37.0,34.0,7.0,8.0,2.0,8.0,79.0,4.0,18.0,68.0,121.0,,2.0,92.0,5.0,8.0,145.0,9.0,46.0,14.0,66.0,43.0,68.0,40.0,246.0,1295.0,11.0,13.0,0.6729857819905213,0.7064676616915423,0.903448275862069,0.33564814814814814,0.34615384615384615,0.3402061855670103,0.33564814814814814,0.4817351598173516,0.6153846153846154,0.5543478260869565,0.4925287356321839,0.5769230769230769,0.5317460317460317,0.52,0.6071428571428571,0.5731132075471698,0.496551724137931,0.05707762557077625,0.10434782608695652,0.10526315789473684,16.6860755281983,0.569620253164557,0.026845637583892617,,0.06797663303239511,0.014005602240896359,0.115,0.021538461538461538,0.07933950865888038,0.016016427104722793,0.008849557522123894,0.010130246020260492,0.01642710472279261,0.0529595015576324,0.054989816700611,0.08933333333333333,0.12337662337662338,0.08695652173913043,0.5882352941176471,0.13218390804597702,0.6521739130434783,0.7281553398058253,0.72,0.08735632183908046,0.42105263157894735,0.47058823529411764,0.59375,0.28390804597701147,0.42105263157894735,0.4297520661157025,0.6634615384615384,0.17471264367816092,0.35526315789473684,0.3576158940397351,0.9629629629629629,0.3218390804597701,0.325,0.3273381294964029,0.8681318681318682,0.27692307692307694,0.7222222222222222,0.09230769230769231,0.3333333333333333,1.0,0.3076923076923077,0.35,1.0,0.164021164021164,0.6774193548387096,0.17989417989417988,0.38235294117647056,0.3333333333333333,0.31746031746031744,0.628735632183908,0.325,0.512175259515571,0.5056606382978722,0.5117637096774192,0.054884742041712405,0.0968421052631579,0.0888661899897855,0.2512768130745659,12.056621004566214,24.96365740740741,0.24661969148733576,12.0,7.0,2.0,,15.0,0.021806853582554516,0.03680981595092025,3.0,4.0,22.0,4.0,2.0,8.0,,,0.006944444444444444,0.020242914979757085,0.006578947368421052,0.007142857142857143,0.008350730688935281,0.15384615384615385,0.009174311926605505,1.0,1.0,
200776,1610612746,Mardy Collins,Mardy Collins,200776,LAC,28212.0,906,283,1796,False,470.0,-108.0,890.0,209.0,108.0,17.0,31.0,3.0,4.0,4.0,11.0,20.0,47.0,6.0,33.0,3.0,6.0,1.0,2.0,,1.0,1.0,11.0,,1.0,1.0,6.0,43.0,111.0,4.0,17.0,13.0,111.0,985.0,4.0,13.0,1.0,3.0,11.0,10.0,29.0,1.0,7.0,4.0,27.0,24.0,62.0,9.0,3.0,6.0,3.0,8.0,1.0,7.0,37.0,7.0,44.0,4.0,3.0,13.0,6.0,18.0,95.0,2.0,11.0,,12.0,25.0,,37.0,13.0,50.0,23.0,9.0,14.0,21.0,7.0,17.0,11.0,1.0,4.0,,2.0,32.0,2.0,6.0,25.0,45.0,1.0,1.0,23.0,2.0,5.0,21.0,3.0,10.0,2.0,1.0,,1.0,,27.0,209.0,5.0,2.0,0.27906976744186046,0.3,0.75,0.23529411764705882,0.3333333333333333,0.14285714285714285,0.2857142857142857,0.38738738738738737,0.3076923076923077,0.3448275862068966,0.3828125,0.34375,0.3194444444444444,0.4051094890510949,0.34375,0.34615384615384615,0.1328125,0.06306306306306306,0.03225806451612903,0.06382978723404255,16.73267326732673,0.65625,,,0.08389261744966443,0.03503184713375796,0.1188118811881188,0.022727272727272728,0.09273182957393483,0.03233830845771144,0.04878048780487805,0.04032258064516129,0.014925373134328358,0.08045977011494253,0.05555555555555555,0.10743801652892562,0.13333333333333333,0.07692307692307693,,0.2421875,0.5483870967741935,0.5666666666666667,0.35294117647058826,0.3671875,0.425531914893617,0.45454545454545453,0.15,0.2578125,0.18181818181818182,0.2,0.5,0.046875,0.5,0.5,0.6666666666666666,0.0859375,0.09090909090909091,0.09090909090909091,1.0,0.25,0.75,0.125,0.5,,0.0625,,,0.3055555555555556,0.36363636363636365,0.027777777777777776,,0.16666666666666666,0.16666666666666666,0.375,0.125,0.4643767999999999,0.4558576923076923,0.4754882352941177,0.07407407407407407,0.0847457627118644,0.0990990990990991,0.24324324324324326,9.23783783783784,29.794117647058822,0.2348314606741573,,1.0,,,1.0,0.018518518518518517,0.047619047619047616,,,,,,,,,,0.09090909090909091,,,,0.3333333333333333,,,,
200779,1610612746,Steve Novak,Steve Novak,200779,LAC,21704.0,707,280,1421,False,362.0,-85.0,714.0,254.0,71.0,1.0,1.0,,,1.0,1.0,1.0,2.0,18.0,34.0,5.0,18.0,,,4.0,8.0,17.0,53.0,2.0,3.0,5.0,20.0,20.0,37.0,22.0,71.0,7.0,113.0,803.0,2.0,3.0,2.0,3.0,10.0,5.0,13.0,9.0,28.0,,37.0,38.0,2.0,66.0,,,1.0,52.0,17.0,,2.0,4.0,6.0,3.0,1.0,2.0,,,16.0,,1.0,,7.0,23.0,2.0,32.0,1.0,33.0,7.0,2.0,5.0,1.0,,,1.0,,1.0,,,2.0,,1.0,15.0,21.0,,,10.0,1.0,4.0,9.0,,,,2.0,2.0,2.0,,37.0,254.0,2.0,,0.95,0.95,1.0,0.30985915492957744,0.6666666666666666,0.32142857142857145,0.3142857142857143,0.5405405405405406,0.6666666666666666,0.38461538461538464,0.49074074074074076,0.8333333333333334,0.45121951219512196,0.5,0.8333333333333334,0.45121951219512196,0.6574074074074074,,,,14.195183776932828,0.5,0.08333333333333333,,0.10697674418604651,0.0048543689320388345,0.06481481481481481,,0.09287925696594428,0.0030581039755351682,0.016666666666666666,,,0.12048192771084337,0.1111111111111111,0.08974358974358974,0.06097560975609756,0.07692307692307693,,0.009259259259259259,1.0,1.0,1.0,0.018518518518518517,0.5,0.5,1.0,0.3148148148148148,0.5294117647058824,0.5294117647058824,0.9444444444444444,0.16666666666666666,0.2777777777777778,0.2777777777777778,1.0,0.49074074074074076,0.32075471698113206,0.32075471698113206,1.0,,,,,,0.5,0.6666666666666666,1.0,0.024390243902439025,1.0,0.1951219512195122,0.5,0.4878048780487805,0.25,0.6666666666666666,0.3269230769230769,0.4898093457943926,0.48246666666666665,0.48742125,0.01818181818181818,,0.08849557522123894,0.3274336283185841,19.22972972972973,25.454929577464792,0.3557422969187675,,,,,,,,,,3.0,2.0,,,,,,,,,,,0.0273972602739726,,,
200783,1610612746,Craig Smith,Craig Smith,200783,LAC,73916.0,2290,572,4581,False,1232.0,-91.0,2291.0,513.0,299.0,181.0,284.0,31.0,60.0,27.0,47.0,39.0,85.0,5.0,23.0,1.0,2.0,,,,,,3.0,,,,2.0,225.0,392.0,1.0,5.0,132.0,585.0,2452.0,35.0,69.0,,,90.0,35.0,68.0,,2.0,36.0,106.0,296.0,154.0,3.0,,42.0,,3.0,,45.0,56.0,28.0,84.0,24.0,4.0,26.0,5.0,25.0,196.0,27.0,70.0,,57.0,114.0,19.0,190.0,97.0,287.0,33.0,16.0,17.0,36.0,4.0,12.0,52.0,3.0,24.0,2.0,11.0,88.0,8.0,10.0,101.0,194.0,,19.0,160.0,16.0,16.0,208.0,17.0,103.0,10.0,24.0,17.0,25.0,11.0,106.0,513.0,14.0,9.0,0.6577777777777778,0.7254901960784313,1.0,0.2,,,0.2,0.5739795918367347,0.5072463768115942,0.5147058823529411,0.570528967254408,0.5072463768115942,0.5,0.5933062880324543,0.5172413793103449,0.5520833333333334,0.012594458438287154,0.11479591836734694,0.11971830985915492,0.11764705882352941,21.891484551620195,0.4090909090909091,0.21839080459770116,,0.14941022280471822,0.08917197452229299,0.19,0.09574468085106383,0.16086547507055504,0.09090909090909091,0.09195402298850575,0.0950920245398773,0.08837209302325581,0.14678899082568808,0.13725490196078433,0.15835777126099707,0.16877637130801687,0.2698412698412698,0.44,0.7153652392947103,0.6373239436619719,0.724,0.6850828729281768,0.2141057934508816,0.4588235294117647,0.52,0.5128205128205128,0.05793450881612091,0.21739130434782608,0.22727272727272727,0.8,0.005037783375314861,0.5,0.5,1.0,0.007556675062972292,,,,0.8695652173913043,0.5166666666666667,,,,,,,0.6714285714285714,0.574468085106383,,,0.02857142857142857,,0.7279596977329975,,0.5313804292929291,0.5505111111111114,0.5246927536231885,0.21325051759834368,0.21548117154811716,0.15384615384615385,0.1811965811965812,2.9091836734693874,27.240000000000002,0.22391968572675688,20.0,26.0,1.0,,7.0,0.08070175438596491,0.11940298507462686,,6.0,,,1.0,,,6.0,,0.043478260869565216,,,0.04918032786885246,0.22580645161290322,,,2.0,
2742,1610612746,Sebastian Telfair,Sebastian Telfair,2742,LAC,34912.0,1089,280,2160,False,582.0,-107.0,1071.0,193.0,111.0,22.0,41.0,,,7.0,10.0,6.0,11.0,28.0,67.0,6.0,13.0,,,2.0,4.0,5.0,34.0,,2.0,2.0,8.0,56.0,119.0,11.0,47.0,24.0,169.0,1186.0,4.0,7.0,,2.0,12.0,14.0,24.0,4.0,12.0,9.0,49.0,38.0,74.0,30.0,3.0,,1.0,33.0,5.0,5.0,90.0,24.0,114.0,19.0,5.0,46.0,12.0,32.0,252.0,2.0,3.0,,10.0,25.0,1.0,36.0,5.0,41.0,22.0,12.0,10.0,24.0,8.0,21.0,20.0,1.0,3.0,,2.0,44.0,2.0,8.0,35.0,65.0,,1.0,40.0,1.0,4.0,31.0,1.0,12.0,4.0,5.0,2.0,5.0,3.0,49.0,193.0,4.0,4.0,0.3392857142857143,0.3392857142857143,0.9090909090909091,0.23404255319148937,,0.3333333333333333,0.2391304347826087,0.47058823529411764,0.5714285714285714,0.5833333333333334,0.4367469879518072,0.4444444444444444,0.5555555555555556,0.46685082872928174,0.5454545454545454,0.5833333333333334,0.28313253012048195,0.04201680672268908,0.12195121951219512,,18.718801996672212,0.5454545454545454,0.02857142857142857,,0.06906077348066299,0.00847457627118644,0.07352941176470588,0.018867924528301886,0.07028112449799197,0.010869565217391304,,0.016574585635359115,0.024691358024691357,0.09821428571428571,0.03296703296703297,0.06918238993710692,0.07692307692307693,0.0625,0.6,0.2469879518072289,0.5365853658536586,0.6111111111111112,0.3181818181818182,0.06626506024096386,0.5454545454545454,0.5454545454545454,0.3333333333333333,0.4036144578313253,0.417910447761194,0.417910447761194,0.35714285714285715,0.0783132530120482,0.46153846153846156,0.46153846153846156,1.0,0.20481927710843373,0.14705882352941177,0.15151515151515152,0.8,,,,,,0.2222222222222222,,,0.2777777777777778,0.7,0.1111111111111111,0.5,0.2222222222222222,0.25,0.5301204819277109,0.15151515151515152,0.48566545454545434,0.44646111111111103,0.4682736111111111,0.06779661016949153,0.09230769230769231,0.07100591715976332,0.28994082840236685,11.061344537815126,26.136170212765954,0.18020541549953314,4.0,7.0,,,1.0,,,1.0,3.0,,,,2.0,,2.0,0.02127659574468085,,,0.029411764705882353,0.03488372093023256,,,,,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,68239.0,2200,500,4377,False,1137.0,-248.0,2177.0,507.0,260.0,134.0,208.0,46.0,76.0,30.0,51.0,10.0,24.0,,4.0,,,,,,,,2.0,,1.0,,1.0,144.0,236.0,,2.0,48.0,336.0,2492.0,48.0,81.0,,1.0,115.0,31.0,56.0,,1.0,10.0,72.0,190.0,98.0,,,82.0,,2.0,,22.0,12.0,9.0,21.0,7.0,2.0,7.0,1.0,4.0,51.0,25.0,94.0,3.0,55.0,145.0,30.0,230.0,122.0,352.0,16.0,13.0,3.0,21.0,4.0,14.0,54.0,7.0,7.0,1.0,8.0,75.0,7.0,22.0,90.0,152.0,1.0,18.0,111.0,13.0,6.0,128.0,10.0,58.0,11.0,62.0,39.0,62.0,39.0,72.0,507.0,9.0,9.0,0.6597222222222222,0.9223300970873787,,,,,,0.6101694915254238,0.5925925925925926,0.5535714285714286,0.6050420168067226,0.5853658536585366,0.543859649122807,0.5656565656565656,0.5528846153846154,0.48,0.008403361344537815,0.09322033898305085,0.09134615384615384,0.125,14.969818913480884,0.28,0.45454545454545453,0.03,0.2059659090909091,0.1323943661971831,0.21568627450980393,0.09689922480620156,0.20855057351407716,0.12293388429752067,0.15151515151515152,0.10877192982456141,0.1,0.13023255813953488,0.24598930481283424,0.23509933774834438,0.234375,0.15873015873015872,0.6290322580645161,0.8739495798319328,0.6442307692307693,0.708994708994709,0.6791044776119403,0.10084033613445378,0.4166666666666667,0.47619047619047616,0.4,0.01680672268907563,,,,,,,,0.008403361344537815,,,,0.926829268292683,0.6052631578947368,,,,0.012195121951219513,,,0.8947368421052632,0.5882352941176471,,,0.017543859649122806,,0.8823529411764706,,0.5645884453781513,0.5658970588235293,0.5750570175438596,0.20279720279720279,0.20422535211267606,0.34226190476190477,0.21428571428571427,1.2076271186440677,28.65,0.23288929719797888,19.0,13.0,,,20.0,0.14615384615384616,0.08620689655172414,,6.0,,,,3.0,4.0,3.0,,,,,0.09090909090909091,0.13043478260869565,,9.0,13.0,
2549,1610612746,Chris Kaman,Chris Kaman,2549,LAC,156518.0,5034,1094,10091,False,2609.0,-294.0,5057.0,1162.0,599.0,253.0,421.0,62.0,109.0,48.0,90.0,184.0,412.0,152.0,363.0,,1.0,,,,,,5.0,,,,2.0,589.0,1196.0,,6.0,230.0,1408.0,5480.0,94.0,170.0,,,232.0,115.0,228.0,,2.0,79.0,309.0,830.0,348.0,,,100.0,4.0,1.0,,66.0,86.0,34.0,120.0,29.0,5.0,62.0,10.0,14.0,274.0,59.0,120.0,5.0,92.0,367.0,61.0,520.0,184.0,704.0,37.0,31.0,6.0,127.0,13.0,65.0,96.0,7.0,62.0,8.0,30.0,223.0,27.0,51.0,133.0,213.0,,5.0,250.0,17.0,4.0,307.0,33.0,143.0,27.0,94.0,78.0,94.0,62.0,309.0,1162.0,9.0,26.0,0.7045840407470289,0.7699443413729128,,,,,,0.49247491638795987,0.5529411764705883,0.5043859649122807,0.49001663893510816,0.5529411764705883,0.5,0.5257654966392831,0.5948717948717949,0.5478723404255319,0.004991680532445923,0.05518394648829431,0.09263657957244656,0.050970873786407765,27.17939794675483,0.5695067264573991,0.4236111111111111,0.03424657534246575,0.1982712047541869,0.06845407872219053,0.1602787456445993,0.10120068610634649,0.1892783505154639,0.07662671232876712,0.05580357142857143,0.053545586107091175,0.08126410835214447,0.17665130568356374,0.23155737704918034,0.1952247191011236,0.16400911161731208,0.14814814814814814,0.6595744680851063,0.3502495840266223,0.6009501187648456,0.662303664921466,0.6719367588932806,0.3427620632279534,0.44660194174757284,0.47058823529411764,0.6141304347826086,0.3019966722129784,0.418732782369146,0.4257703081232493,0.868421052631579,0.0008319467554076539,,,,0.004159733777038269,,,,0.6411764705882353,0.5688073394495413,,,,,,,0.391304347826087,0.5333333333333333,,,0.008695652173913044,,0.35524126455906824,,0.4640834307178631,0.515275187969925,0.4630820175438596,0.10899390243902439,0.10949464012251149,0.16477272727272727,0.21946022727272727,8.337709030100328,51.11666666666667,0.22978050227407554,44.0,26.0,,,14.0,0.09446254071661238,0.16428571428571428,,25.0,,,,2.0,,3.0,,0.01652892561983471,,,0.04621072088724584,0.1935483870967742,,5.0,5.0,
201628,1610612746,Bobby Brown,Bobby Brown,201628,LAC,11485.0,367,138,733,False,191.0,-70.0,366.0,118.0,46.0,7.0,15.0,,2.0,3.0,6.0,4.0,11.0,8.0,27.0,1.0,5.0,,,,1.0,8.0,27.0,2.0,3.0,1.0,7.0,19.0,53.0,9.0,32.0,5.0,70.0,414.0,,3.0,2.0,3.0,6.0,7.0,18.0,1.0,8.0,3.0,20.0,8.0,30.0,21.0,6.0,,1.0,26.0,8.0,3.0,30.0,12.0,42.0,10.0,2.0,18.0,3.0,9.0,96.0,2.0,6.0,,2.0,10.0,,12.0,8.0,20.0,6.0,3.0,3.0,13.0,3.0,8.0,9.0,1.0,5.0,1.0,1.0,22.0,1.0,6.0,3.0,14.0,,1.0,10.0,,4.0,7.0,1.0,2.0,2.0,,,,,20.0,118.0,5.0,2.0,0.21052631578947367,0.21052631578947367,0.7777777777777778,0.28125,0.6666666666666666,0.125,0.2903225806451613,0.3584905660377358,,0.3888888888888889,0.38235294117647056,0.5,0.3269230769230769,0.3977272727272727,0.5,0.35714285714285715,0.3764705882352941,0.05660377358490566,0.06666666666666667,0.09090909090909091,26.128266033254157,0.5909090909090909,,,0.09174311926605505,0.044444444444444446,0.038461538461538464,0.045454545454545456,0.07453416149068323,0.0446927374301676,0.08823529411764706,0.03636363636363636,0.06060606060606061,0.027777777777777776,0.14814814814814814,0.10869565217391304,0.02702702702702703,0.06666666666666667,,0.17647058823529413,0.4666666666666667,0.5,0.2857142857142857,0.12941176470588237,0.36363636363636365,0.4,,0.3176470588235294,0.2962962962962963,0.3076923076923077,0.25,0.058823529411764705,0.2,0.25,,0.3176470588235294,0.2962962962962963,0.2962962962962963,0.875,0.3333333333333333,,,,,0.5,0.6666666666666666,1.0,0.23076923076923078,0.5,0.038461538461538464,,0.2692307692307692,0.14285714285714285,0.5529411764705883,0.3076923076923077,0.46604285714285704,0.5006299999999999,0.43948800000000005,0.023255813953488372,0.037037037037037035,0.08571428571428572,0.2857142857142857,11.549056603773582,26.634374999999995,0.3224043715846995,,2.0,,,,0.021739130434782608,,1.0,,,,,,,,0.03125,0.037037037037037035,0.2,,,,,,,
2416,1610612746,Kareem Rush,Kareem Rush,2416,LAC,3465.0,107,38,213,False,58.0,-9.0,106.0,45.0,16.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,,3.0,,1.0,,,,1.0,1.0,2.0,,1.0,,1.0,3.0,8.0,1.0,3.0,,9.0,124.0,1.0,1.0,,1.0,2.0,2.0,6.0,,2.0,,4.0,2.0,4.0,3.0,,,,2.0,1.0,1.0,4.0,,4.0,,,1.0,2.0,1.0,8.0,,1.0,,2.0,3.0,,5.0,1.0,6.0,2.0,2.0,,2.0,1.0,1.0,1.0,,1.0,,,3.0,,1.0,5.0,8.0,,1.0,3.0,,1.0,,,,,3.0,3.0,3.0,,4.0,45.0,1.0,,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,0.3333333333333333,0.375,1.0,0.3333333333333333,0.4090909090909091,0.5,0.25,0.4090909090909091,0.5,0.25,0.2727272727272727,0.125,0.3333333333333333,,11.2,0.6666666666666666,,,0.08823529411764706,0.03125,0.11764705882352941,,0.09803921568627451,0.022222222222222223,,0.07142857142857142,,0.08333333333333333,0.16666666666666666,,0.14285714285714285,,,0.2727272727272727,0.6666666666666666,1.0,0.5,0.18181818181818182,0.5,0.5,,0.2727272727272727,,,,0.09090909090909091,,,,0.18181818181818182,0.5,0.5,1.0,0.5,1.0,,,,0.5,,,0.25,0.5,0.125,,0.125,,0.5454545454545454,0.5,0.4835727272727272,0.5140750000000001,0.48408749999999995,,,0.2222222222222222,0.4444444444444444,10.675,24.03333333333333,0.42452830188679247,,,,,,,,,,,,,,,,,,,,,,,,,
