EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsPutbacks,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,StepOutOfBoundsTurnovers,Travels,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,LongMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,Technical Free Throw Trips,BlockedLongMidRange,SecondChanceArc3FGM,HeaveAttempts,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,ThreePtShootingFoulsDrawn,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,Clear Path Fouls,on,HeaveMakes
101150,1610612755,Lou Williams,Lou Williams,101150,PHI,23815.0,397,-43,769,774,195,154.0,81,1543,31.0,51,1.0,4.0,12.0,18.0,9.0,21.0,11.0,28.0,5.0,16.0,2.0,2.0,2.0,6.0,12.0,28.0,1.0,1.0,7.0,51.0,100,17.0,44.0,48.0,201,903,3.0,7.0,2.0,3.0,3.0,15.0,15.0,27.0,3.0,13.0,20.0,59.0,40.0,62.0,45.0,6.0,28.0,12.0,6.0,47.0,6.0,53.0,4.0,2.0,32.0,2.0,13.0,112.0,5.0,12.0,28.0,40.0,5.0,45,1.0,12.0,7.0,5.0,14.0,5.0,11.0,10.0,1.0,3.0,24.0,2.0,4.0,11.0,29.0,1.0,2.0,43.0,2.0,3.0,51.0,7.0,27.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,59.0,195,7.0,2.0,0.39215686274509803,0.39215686274509803,0.8823529411764706,0.38636363636363635,0.6666666666666666,0.23076923076923078,0.38636363636363635,0.51,0.42857142857142855,0.5555555555555556,0.53125,0.6,0.4875,0.6054216867469879,0.625,0.6020408163265306,0.3055555555555556,0.06,0.0784313725490196,0.09523809523809523,22.041763341067288,0.5833333333333334,0.12727272727272726,0.02066115702479339,0.12244897959183673,0.12578616352201258,0.015479876160990712,0.07246376811594203,0.10526315789473684,0.109375,0.1625,0.15625,0.058823529411764705,0.015151515151515152,1.0,0.3541666666666667,0.6078431372549019,0.6595744680851063,0.3870967741935484,0.14583333333333334,0.42857142857142855,0.47368421052631576,0.2222222222222222,0.19444444444444445,0.39285714285714285,0.39285714285714285,0.5454545454545454,0.1111111111111111,0.3125,0.3125,0.8,0.19444444444444445,0.42857142857142855,0.42857142857142855,0.9166666666666666,0.4,0.25,1.0,0.2,1.0,1.0,0.1,0.45,0.6666666666666666,0.15,0.3333333333333333,0.175,0.14285714285714285,0.6597222222222222,0.42857142857142855,0.5229951388888887,0.5276785714285714,0.53974375,0.16463414634146342,0.225,0.07462686567164178,0.2935323383084577,7.447,24.99545454545455,0.2535760728218466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1882,1610612755,Elton Brand,Elton Brand,1882,PHI,67156.0,1119,-95,2116,2110,354,363.0,267,4226,71.0,119,22.0,42.0,15.0,25.0,100.0,218.0,56.0,119.0,,,,,,,,1.0,,,,227.0,456,,1.0,80.0,534,2337,39.0,71.0,,,7.0,85.0,38.0,73.0,,,8.0,84.0,270.0,184.0,,,1.0,,24.0,32.0,20.0,52.0,17.0,3.0,12.0,2.0,18.0,124.0,66.0,30.0,83.0,124.0,83.0,207,9.0,41.0,28.0,13.0,31.0,1.0,11.0,30.0,2.0,20.0,61.0,10.0,4.0,52.0,114.0,9.0,10.0,80.0,4.0,,98.0,20.0,59.0,,30.0,1.0,1.0,23.0,31.0,21.0,84.0,354,11.0,,0.5947136563876652,0.6521739130434783,,,,,,0.49780701754385964,0.5492957746478874,0.5205479452054794,0.49671772428884026,0.5492957746478874,0.5205479452054794,0.5383064516129032,0.5666666666666667,0.5526315789473685,0.002188183807439825,0.05263157894736842,0.1092436974789916,0.045871559633027525,22.84659557013946,0.5081967213114754,0.11959654178674352,0.08494208494208494,0.11583011583011583,0.11857292759706191,0.08299180327868852,0.13478260869565217,0.12663755458515283,0.09844559585492228,0.12867647058823528,0.10945273631840796,0.13793103448275862,0.04433497536945813,0.6774193548387096,0.2603938730853392,0.5966386554621849,0.6698113207547169,0.5492957746478874,0.47702407002188185,0.45871559633027525,0.4807692307692308,0.54,0.2603938730853392,0.47058823529411764,0.4745762711864407,0.75,,,,,0.002188183807439825,,,,0.5915492957746479,0.5238095238095238,0.09090909090909091,,,,,0.3424657534246575,0.6,,,,,0.26258205689277897,,0.4505092997811816,0.5091950819672132,0.4652958904109589,0.11895161290322581,0.1191919191919192,0.15917602996254682,0.15730337078651685,9.05811403508772,27.2,0.16729678638941398,40.0,15.0,2.0,11.0,1.0,8.0,7.0,1.0,1.0,2.0,3.0,0.008403361344537815,0.2,0.04081632653061224,0.07537688442211055,0.05952380952380952,0.06779661016949153,0.07894736842105263,0.06382978723404255,,,,,,,,,,,,,,,True,
200760,1610612755,Rodney Carney,Rodney Carney,200760,PHI,17013.0,284,-49,558,564,159,193.0,65,1122,16.0,32,3.0,8.0,5.0,8.0,1.0,8.0,10.0,22.0,5.0,12.0,,1.0,,3.0,7.0,32.0,1.0,1.0,8.0,27.0,62,12.0,44.0,22.0,112,597,3.0,9.0,,2.0,3.0,9.0,9.0,16.0,1.0,11.0,11.0,32.0,36.0,18.0,33.0,3.0,32.0,7.0,2.0,10.0,3.0,13.0,1.0,2.0,5.0,2.0,3.0,29.0,9.0,11.0,28.0,42.0,9.0,51,4.0,7.0,2.0,5.0,3.0,1.0,3.0,5.0,1.0,,8.0,,2.0,14.0,25.0,,,20.0,,1.0,26.0,3.0,11.0,3.0,7.0,,,5.0,7.0,2.0,32.0,159,2.0,3.0,0.6666666666666666,0.75,0.9166666666666666,0.2727272727272727,,0.09090909090909091,0.2727272727272727,0.43548387096774194,0.3333333333333333,0.5625,0.42452830188679247,0.2727272727272727,0.3888888888888889,0.47435897435897434,0.34615384615384615,0.4696969696969697,0.41509433962264153,0.03225806451612903,0.03125,0.125,19.904458598726112,0.375,0.13930348258706468,0.05027932960893855,0.14864864864864866,0.14181818181818182,0.03488372093023256,0.09375,0.12162162162162163,0.1276595744680851,0.1625,0.13725490196078433,0.17391304347826086,0.0625,0.2857142857142857,0.3018867924528302,0.5,0.5161290322580645,0.625,0.07547169811320754,0.125,0.14285714285714285,1.0,0.20754716981132076,0.45454545454545453,0.45454545454545453,0.7,0.11320754716981132,0.4166666666666667,0.4166666666666667,1.0,0.3018867924528302,0.21875,0.21875,0.8571428571428571,0.7272727272727273,0.375,,0.09090909090909091,,,0.09090909090909091,0.2962962962962963,0.625,0.1111111111111111,,0.2962962962962963,0.125,0.7169811320754716,0.21875,0.5267617924528302,0.564055,0.5364611111111112,0.09649122807017543,0.15714285714285714,0.08035714285714286,0.2857142857142857,7.89032258064516,24.977272727272723,0.2849462365591398,6.0,,,3.0,,3.0,,,,,,,0.15,,,0.023255813953488372,0.027777777777777776,,,1.0,2.0,,,,,,,,,,,,,True,
201152,1610612755,Thaddeus Young,Thaddeus Young,201152,PHI,37784.0,630,-5,1233,1221,317,310.0,163,2454,70.0,113,20.0,29.0,23.0,32.0,18.0,46.0,15.0,37.0,8.0,17.0,,,1.0,2.0,6.0,17.0,2.0,,3.0,103.0,196,14.0,34.0,41.0,289,1348,20.0,35.0,2.0,2.0,9.0,55.0,31.0,45.0,1.0,5.0,18.0,83.0,102.0,104.0,39.0,3.0,16.0,6.0,20.0,13.0,10.0,23.0,8.0,2.0,5.0,3.0,5.0,56.0,35.0,18.0,39.0,63.0,41.0,104,4.0,25.0,16.0,9.0,26.0,1.0,13.0,16.0,,13.0,42.0,3.0,9.0,18.0,40.0,,4.0,50.0,2.0,6.0,53.0,3.0,23.0,5.0,4.0,,,4.0,4.0,1.0,83.0,317,7.0,5.0,0.49514563106796117,0.5666666666666667,0.9285714285714286,0.4117647058823529,1.0,0.2,0.42424242424242425,0.5255102040816326,0.5714285714285714,0.6888888888888889,0.5391304347826087,0.6216216216216216,0.65,0.5666666666666667,0.6547619047619048,0.6693548387096774,0.14782608695652175,0.10204081632653061,0.13274336283185842,0.10869565217391304,20.754716981132074,0.6190476190476191,0.09848484848484848,0.08177570093457943,0.11612903225806452,0.10344827586206896,0.07167832167832168,0.09803921568627451,0.07352941176470588,0.1111111111111111,0.1118421052631579,0.09259259259259259,0.1702127659574468,0.043478260869565216,0.25,0.49130434782608695,0.6194690265486725,0.7142857142857143,0.5142857142857142,0.2,0.391304347826087,0.43902439024390244,0.3888888888888889,0.1608695652173913,0.40540540540540543,0.40540540540540543,0.5333333333333333,0.07391304347826087,0.47058823529411764,0.47058823529411764,0.875,0.07391304347826087,0.35294117647058826,0.35294117647058826,1.0,0.7837837837837838,0.6896551724137931,0.2,,,,0.05405405405405406,0.64,0.71875,0.04,0.5,0.06,,0.6391304347826087,0.375,0.5362781659388647,0.5320265625,0.57209693877551,0.092,0.10648148148148148,0.1903114186851211,0.28719723183391005,5.432653061224489,24.8764705882353,0.2570965125709651,26.0,6.0,,6.0,1.0,9.0,,1.0,,,1.0,,0.15,,0.041666666666666664,0.07874015748031496,0.06756756756756757,0.034782608695652174,0.06896551724137931,,,2.0,1.0,1.0,1.0,,,,,,,,,True,
201950,1610612755,Jrue Holiday,Jrue Holiday,201950,PHI,106009.0,1767,-163,3376,3382,718,790.0,427,6758,85.0,155,7.0,17.0,26.0,35.0,35.0,85.0,48.0,121.0,16.0,35.0,1.0,5.0,4.0,7.0,46.0,124.0,9.0,13.0,38.0,168.0,361,62.0,159.0,65.0,587,3753,11.0,31.0,5.0,14.0,5.0,42.0,43.0,77.0,17.0,45.0,20.0,157.0,98.0,238.0,123.0,63.0,122.0,46.0,26.0,226.0,54.0,280.0,35.0,19.0,120.0,39.0,67.0,614.0,41.0,42.0,93.0,135.0,56.0,191,11.0,79.0,45.0,34.0,107.0,17.0,74.0,49.0,6.0,33.0,156.0,11.0,23.0,66.0,153.0,3.0,7.0,81.0,4.0,9.0,86.0,9.0,36.0,10.0,17.0,1.0,1.0,11.0,18.0,10.0,157.0,718,19.0,8.0,0.2916666666666667,0.29878048780487804,0.6612903225806451,0.389937106918239,0.35714285714285715,0.37777777777777777,0.39490445859872614,0.46537396121883656,0.3548387096774194,0.5584415584415584,0.5019230769230769,0.4111111111111111,0.5614754098360656,0.5251346499102334,0.4270833333333333,0.582089552238806,0.3057692307692308,0.07202216066481995,0.10967741935483871,0.08235294117647059,18.341061308603813,0.6858974358974359,0.08619091751621873,0.03454085930918281,0.10047846889952153,0.09018036072144289,0.03536977491961415,0.043243243243243246,0.062162162162162166,0.09090909090909091,0.10401891252955082,0.1111111111111111,0.07142857142857142,0.043824701195219126,0.5555555555555556,0.2980769230769231,0.5483870967741935,0.6159420289855072,0.29411764705882354,0.16346153846153846,0.4117647058823529,0.44871794871794873,0.2571428571428571,0.2326923076923077,0.39669421487603307,0.40336134453781514,0.3125,0.0673076923076923,0.45714285714285713,0.45714285714285713,0.875,0.23846153846153847,0.3709677419354839,0.3709677419354839,0.5869565217391305,0.37777777777777777,0.4117647058823529,0.2857142857142857,0.1111111111111111,0.2,1.0,0.2,0.28688524590163933,0.7428571428571429,0.05737704918032787,0.5714285714285714,0.3114754098360656,0.34210526315789475,0.6038461538461538,0.3770491803278688,0.5131552325581396,0.5042060606060605,0.5111454166666667,0.06581352833638025,0.09278350515463918,0.07155025553662692,0.2674616695059625,8.384210526315789,25.78301886792453,0.2126777251184834,8.0,14.0,1.0,,3.0,8.0,6.0,1.0,,,3.0,0.01652892561983471,,0.012345679012345678,0.03804347826086957,0.03888888888888889,0.024070021881838075,0.041811846689895474,0.024691358024691357,3.0,,4.0,2.0,0.4444444444444444,0.75,,,,,,,,,True,
201578,1610612755,Marreese Speights,Marreese Speights,201578,PHI,20008.0,333,-76,643,649,157,184.0,82,1292,31.0,63,13.0,24.0,8.0,18.0,16.0,43.0,19.0,47.0,,,,,,,,1.0,,,,66.0,153,,1.0,39.0,171,741,13.0,28.0,,,13.0,39.0,14.0,39.0,,,12.0,40.0,82.0,50.0,,,,,9.0,8.0,2.0,10.0,2.0,,4.0,3.0,1.0,22.0,30.0,13.0,40.0,60.0,34.0,94,7.0,14.0,9.0,5.0,10.0,2.0,3.0,7.0,,7.0,17.0,3.0,3.0,32.0,51.0,3.0,1.0,39.0,2.0,9.0,54.0,2.0,26.0,2.0,3.0,,,3.0,3.0,1.0,40.0,157,7.0,2.0,0.6212121212121212,0.7735849056603774,,,,,,0.43137254901960786,0.4642857142857143,0.358974358974359,0.42857142857142855,0.4642857142857143,0.358974358974359,0.475,0.5416666666666666,0.425531914893617,0.006493506493506494,0.058823529411764705,0.09523809523809523,0.046511627906976744,26.693766937669377,0.5882352941176471,0.20725388601036268,0.12987012987012986,0.18055555555555555,0.2,0.11333333333333333,0.17567567567567569,0.2028985507246377,0.2916666666666667,0.15789473684210525,0.16981132075471697,0.21052631578947367,0.08974358974358974,0.3333333333333333,0.4090909090909091,0.49206349206349204,0.543859649122807,0.45161290322580644,0.2792207792207792,0.37209302325581395,0.3902439024390244,0.5625,0.3051948051948052,0.40425531914893614,0.41304347826086957,0.9473684210526315,,,,,0.006493506493506494,,,,0.8571428571428571,0.5416666666666666,,,,,,0.46153846153846156,0.4444444444444444,,,,,0.4155844155844156,,0.47629281045751626,0.563704,0.49256923076923087,0.14606741573033707,0.14689265536723164,0.22807017543859648,0.23391812865497075,7.838562091503268,72.4,0.24416796267496113,26.0,4.0,,7.0,,2.0,,,,1.0,1.0,0.02127659574468085,0.25,,0.057971014492753624,0.14754098360655737,0.08333333333333333,0.07547169811320754,,,,,1.0,,,,,,,,,,,True,
2223,1610612755,Samuel Dalembert,Samuel Dalembert,2223,PHI,65987.0,1100,-129,2064,2085,317,361.0,263,4149,104.0,165,28.0,61.0,14.0,21.0,32.0,80.0,14.0,36.0,,,,,,,,,,,,150.0,281,,,46.0,346,2319,43.0,88.0,,,14.0,100.0,17.0,26.0,,,18.0,52.0,190.0,110.0,,,,,19.0,19.0,9.0,28.0,4.0,5.0,11.0,4.0,4.0,65.0,110.0,72.0,192.0,301.0,132.0,433,16.0,22.0,9.0,13.0,23.0,4.0,10.0,34.0,2.0,13.0,57.0,9.0,7.0,68.0,111.0,11.0,6.0,61.0,13.0,3.0,68.0,4.0,30.0,6.0,60.0,,,45.0,60.0,32.0,52.0,317,1.0,5.0,0.6333333333333333,0.7786885245901639,,,,,,0.5338078291814946,0.48863636363636365,0.6538461538461539,0.5338078291814946,0.48863636363636365,0.6538461538461539,0.5527156549520766,0.5102040816326531,0.6842105263157895,,0.06761565836298933,0.10303030303030303,0.025,15.565839293226757,0.40350877192982454,0.27866473149492016,0.14705882352941177,0.2868525896414343,0.28085106382978725,0.13807531380753138,0.19907407407407407,0.21973094170403587,0.2962962962962963,0.3140794223826715,0.3076923076923077,0.2318840579710145,0.14414414414414414,0.5333333333333333,0.5871886120996441,0.6303030303030303,0.7027027027027027,0.7019230769230769,0.2846975088967972,0.4,0.41025641025641024,0.375,0.12811387900355872,0.3888888888888889,0.3888888888888889,0.7142857142857143,,,,,,,,,0.6931818181818182,0.45901639344262296,0.17857142857142858,,,,,0.8076923076923077,0.6666666666666666,,,,,0.5871886120996441,,0.5181188612099644,0.5329851851851851,0.5594115384615383,0.09771986970684039,0.09771986970684039,0.28901734104046245,0.15028901734104047,4.765124555160142,,0.15358527131782945,56.0,22.0,,37.0,,8.0,12.0,9.0,1.0,12.0,8.0,,0.5967741935483871,,0.10576923076923077,0.1728395061728395,0.08650519031141868,0.08227848101265822,0.18,,3.0,,,,,,,,,,,,,True,
2738,1610612755,Andre Iguodala,Andre Iguodala,2738,PHI,86733.0,1446,-166,2740,2749,568,600.0,340,5489,108.0,147,11.0,13.0,19.0,31.0,17.0,54.0,73.0,168.0,9.0,25.0,3.0,6.0,2.0,4.0,31.0,117.0,10.0,5.0,43.0,198.0,369,40.0,142.0,151.0,667,3080,16.0,25.0,7.0,16.0,8.0,61.0,32.0,67.0,7.0,47.0,39.0,124.0,180.0,216.0,96.0,24.0,113.0,31.0,11.0,163.0,39.0,202.0,25.0,14.0,83.0,39.0,41.0,443.0,23.0,60.0,112.0,194.0,35.0,229,7.0,68.0,38.0,30.0,50.0,22.0,37.0,49.0,9.0,13.0,99.0,6.0,18.0,36.0,72.0,1.0,5.0,163.0,8.0,10.0,214.0,17.0,92.0,12.0,23.0,2.0,1.0,18.0,25.0,14.0,124.0,568,8.0,10.0,0.45454545454545453,0.4712041884816754,0.8,0.28169014084507044,0.4375,0.14893617021276595,0.2898550724637681,0.5365853658536586,0.64,0.47761194029850745,0.5048923679060665,0.6463414634146342,0.37280701754385964,0.5465890183028286,0.6704545454545454,0.4485294117647059,0.27788649706457924,0.02981029810298103,0.05442176870748299,0.05555555555555555,22.22222222222222,0.5050505050505051,0.1285878300803674,0.023373983739837397,0.1744186046511628,0.14156378600823044,0.02689873417721519,0.026755852842809364,0.12292358803986711,0.12719298245614036,0.13450292397660818,0.1774193548387097,0.16666666666666666,0.028,0.56,0.2876712328767123,0.7346938775510204,0.7769784172661871,0.6018518518518519,0.10567514677103718,0.3148148148148148,0.3333333333333333,0.29411764705882354,0.3287671232876712,0.43452380952380953,0.43452380952380953,0.273972602739726,0.04892367906066536,0.36,0.36,0.8888888888888888,0.22896281800391388,0.26495726495726496,0.2672413793103448,0.7741935483870968,0.3170731707317073,0.8461538461538461,0.18181818181818182,0.14634146341463414,0.5,1.0,0.24390243902439024,0.2719298245614035,0.6129032258064516,0.03508771929824561,0.5,0.37719298245614036,0.11627906976744186,0.5655577299412916,0.2743362831858407,0.5131926035502957,0.5420348484848484,0.5066776785714285,0.16129032258064516,0.2072072072072072,0.09145427286356822,0.18590704647676162,9.552845528455284,26.070422535211264,0.2072992700729927,14.0,11.0,1.0,22.0,,7.0,2.0,2.0,,,1.0,,0.2682926829268293,0.0136986301369863,0.039285714285714285,0.019169329073482427,0.024193548387096774,0.04186046511627907,0.03076923076923077,14.0,3.0,4.0,4.0,0.4,0.5,1.0,3.0,1.0,0.007042253521126761,0.008547008547008548,0.020689655172413793,,,True,
2574,1610612755,Jason Kapono,Jason Kapono,2574,PHI,28105.0,468,-53,908,902,204,268.0,113,1810,9.0,10,1.0,1.0,1.0,1.0,4.0,7.0,25.0,55.0,15.0,25.0,4.0,6.0,1.0,3.0,18.0,60.0,5.0,4.0,15.0,38.0,72,33.0,85.0,3.0,178,1032,4.0,6.0,7.0,11.0,,29.0,5.0,9.0,5.0,18.0,,25.0,56.0,20.0,99.0,,60.0,18.0,1.0,18.0,3.0,21.0,2.0,1.0,10.0,5.0,3.0,45.0,4.0,6.0,12.0,19.0,7.0,26,,10.0,6.0,4.0,10.0,3.0,5.0,4.0,,5.0,14.0,2.0,3.0,21.0,37.0,3.0,,4.0,,,6.0,2.0,3.0,2.0,2.0,,,2.0,2.0,2.0,25.0,204,4.0,1.0,0.7368421052631579,0.7567567567567568,1.0,0.38823529411764707,0.6363636363636364,0.2777777777777778,0.38823529411764707,0.5277777777777778,0.6666666666666666,0.5555555555555556,0.5573248407643312,0.8529411764705882,0.46296296296296297,0.55625,0.8529411764705882,0.43103448275862066,0.5414012738853503,0.013888888888888888,,,16.844143272023235,0.7142857142857143,0.04838709677419355,0.014134275618374558,0.05128205128205128,0.049315068493150684,0.01715686274509804,,0.010869565217391304,0.018518518518518517,0.09803921568627451,0.056179775280898875,0.03571428571428571,,1.0,0.06369426751592357,0.9,0.9,0.5555555555555556,0.044585987261146494,0.5714285714285714,0.5714285714285714,0.75,0.3503184713375796,0.45454545454545453,0.46296296296296297,0.8,0.1592356687898089,0.6,0.6,1.0,0.3821656050955414,0.3,0.3,1.0,0.058823529411764705,1.0,,0.35294117647058826,0.6666666666666666,1.0,0.29411764705882354,0.037037037037037035,1.0,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.26666666666666666,0.6050955414012739,0.3,0.5088245222929937,0.5460708333333333,0.5027981481481482,0.0189873417721519,0.0410958904109589,0.16292134831460675,0.1404494382022472,15.273611111111112,24.871764705882345,0.22466960352422907,2.0,3.0,,1.0,,1.0,,,,,,0.01818181818181818,0.02702702702702703,,0.024,0.021739130434782608,0.01904761904761905,0.019801980198019802,0.041666666666666664,,,3.0,,0.6,1.0,,,,,,,,,True,
201160,1610612755,Jason Smith,Jason Smith,201160,PHI,17206.0,287,6,559,558,158,183.0,71,1117,14.0,23,7.0,11.0,1.0,3.0,5.0,13.0,5.0,16.0,1.0,4.0,,,,1.0,3.0,7.0,1.0,1.0,1.0,24.0,52,4.0,11.0,7.0,67,587,8.0,14.0,1.0,1.0,4.0,23.0,2.0,7.0,1.0,2.0,1.0,8.0,32.0,16.0,12.0,,7.0,3.0,6.0,10.0,3.0,13.0,2.0,1.0,2.0,3.0,5.0,29.0,16.0,12.0,17.0,37.0,23.0,60,1.0,6.0,5.0,1.0,6.0,3.0,4.0,11.0,3.0,2.0,17.0,1.0,5.0,27.0,48.0,3.0,4.0,17.0,5.0,3.0,11.0,1.0,5.0,1.0,8.0,,,5.0,8.0,5.0,8.0,158,6.0,1.0,0.6666666666666666,0.8421052631578947,1.0,0.36363636363636365,1.0,0.5,0.36363636363636365,0.46153846153846156,0.5714285714285714,0.2857142857142857,0.47619047619047616,0.6333333333333333,0.3888888888888889,0.49264705882352944,0.6388888888888888,0.4,0.1746031746031746,0.11538461538461539,0.17391304347826086,0.15384615384615385,13.364779874213836,0.35294117647058826,0.10625,0.09411764705882353,0.14814814814814814,0.12033195020746888,0.09623430962343096,0.1206896551724138,0.1206896551724138,0.06818181818181818,0.1206896551724138,0.1774193548387097,0.05263157894736842,0.03571428571428571,0.625,0.36507936507936506,0.6086956521739131,0.7368421052631579,0.6428571428571429,0.20634920634920634,0.38461538461538464,0.45454545454545453,0.6,0.25396825396825395,0.3125,0.3125,0.8,0.06349206349206349,0.25,0.3333333333333333,1.0,0.1111111111111111,0.42857142857142855,0.42857142857142855,1.0,0.7333333333333333,0.6363636363636364,0.2857142857142857,,,,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.1111111111111111,,0.1111111111111111,1.0,0.5396825396825397,0.42857142857142855,0.49917222222222213,0.5720692307692309,0.4964611111111111,0.07462686567164178,0.08928571428571429,0.34328358208955223,0.11940298507462686,7.873076923076921,24.61818181818182,0.2826475849731664,10.0,7.0,,8.0,1.0,,3.0,1.0,,,1.0,,0.4444444444444444,,0.10144927536231885,0.045454545454545456,0.10294117647058823,0.09259259259259259,0.13333333333333333,,,1.0,,1.0,1.0,1.0,,,0.09090909090909091,,,0.25,,True,
