EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,SelfOReb,Steals,BadPassSteals,StepOutOfBoundsTurnovers,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,OffFTReboundPct,SelfORebPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,LostBallSteals,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls,BlockedLongMidRange,SecondChanceFg3Pct,PenaltyFg3Pct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,HeaveMakes,HeaveAttempts,BadPassOutOfBoundsTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,LostBallOutOfBoundsTurnovers,PenaltyCorner3Accuracy,3pt And 1 Free Throw Trips,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,Blocked3s,BlockedCorner3,LongMidRangePctBlocked,Fg3aBlocked,Clear Path Fouls,FG3APctBlocked,Arc3PctBlocked,BlockedArc3,Corner3PctBlocked
101115,1610612747,Andrew Bynum,Andrew Bynum,101115,LAL,3904.0,65,-9,125,125,27,12.0,12.0,250,8,9,1.0,1.0,3.0,3.0,2.0,8.0,1.0,10,18,10.0,30,123,1.0,1.0,4.0,6.0,3,3,2.0,8,12.0,8.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,5.0,12,1.0,18,5.0,23,3.0,3.0,4.0,1.0,7.0,1.0,2.0,2.0,4.0,10,1.0,13.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,8,27,1.0,0.6,0.6666666666666666,0.5555555555555556,1.0,1.0,0.5555555555555556,1.0,1.0,0.625,0.75,1.0,0.1111111111111111,0.1111111111111111,0.125,22.46376811594203,0.42857142857142855,0.25,0.24,0.09090909090909091,0.29411764705882354,0.0625,0.2537313432835821,0.08333333333333333,0.2,0.14285714285714285,0.04,0.07692307692307693,0.3333333333333333,0.29411764705882354,0.1111111111111111,0.3333333333333333,1.0,0.5,0.8888888888888888,1.0,0.625,0.4444444444444444,0.25,0.2857142857142857,0.5,0.05555555555555555,1.0,1.0,1.0,1.0,0.5,0.48305000000000003,0.5706,0.5769000000000001,0.2608695652173913,0.2608695652173913,0.2,0.26666666666666666,4.677777777777777,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1885,1610612747,Lamar Odom,Lamar Odom,1885,LAL,7303.0,122,-14,234,233,77,40.0,35.0,467,8,13,2.0,4.0,3.0,5.0,1.0,5.0,3.0,9,21,11.0,35,260,2.0,5.0,,4.0,3,9,5.0,11,10.0,8.0,4.0,2.0,9.0,15.0,7.0,36.0,1.0,6.0,4.0,29,1.0,34,8.0,42,3.0,3.0,2.0,1.0,5.0,1.0,1.0,5.0,11.0,10,,14.0,,5.0,2.0,3.0,2.0,3.0,2.0,,,,11,77,2.0,0.5555555555555556,0.7142857142857143,0.42857142857142855,0.4,0.3333333333333333,0.41379310344827586,0.4,0.3,0.4861111111111111,0.4,0.4230769230769231,0.09523809523809523,0.07692307692307693,0.2,15.073529411764705,0.6,0.14285714285714285,0.3493975903614458,0.06666666666666667,0.17391304347826086,0.04,0.3113207547169811,0.06086956521739131,0.13793103448275862,,0.05555555555555555,0.05263157894736842,0.2962962962962963,0.4,0.3611111111111111,0.2222222222222222,0.6666666666666666,0.4482758620689655,0.6153846153846154,0.6666666666666666,0.5,0.1724137931034483,0.2,0.25,1.0,0.10344827586206896,0.8,0.5,0.5,0.6,0.7241379310344828,0.5191913793103449,0.5455000000000001,0.51952,0.14705882352941177,0.19230769230769232,0.11428571428571428,0.3142857142857143,4.909523809523809,0.32905982905982906,1.0,2.0,7.0,1.0,2.0,8.0,1.0,6.0,7.0,2.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.27586206896551724,0.09090909090909091,0.0625,0.034482758620689655,0.2413793103448276,0.2857142857142857,0.2857142857142857,1.0,0.1,0.2857142857142857,26.287499999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
200747,1610612747,Adam Morrison,Adam Morrison,200747,LAL,14455.0,241,-40,470,474,161,116.0,61.0,944,6,10,1.0,2.0,2.0,3.0,12.0,26.0,28.0,27,64,5.0,74,512,5.0,12.0,,16.0,12,23,,30,38.0,16.0,4.0,6.0,14.0,18.0,9.0,40.0,3.0,7.0,7.0,14,1.0,22,10.0,32,7.0,6.0,3.0,2.0,10.0,,2.0,9.0,17.0,5,1.0,8.0,,4.0,,2.0,1.0,2.0,2.0,,,,30,161,,0.7037037037037037,0.76,0.421875,0.4166666666666667,0.5217391304347826,0.40588235294117647,0.4444444444444444,0.45454545454545453,0.4157303370786517,0.42105263157894735,0.4411764705882353,0.09375,0.3,0.11538461538461539,18.165137614678898,0.7,0.06666666666666667,0.09090909090909091,0.03954802259887006,0.11475409836065574,0.05084745762711865,0.09767441860465116,0.0423728813559322,0.038461538461538464,0.043478260869565216,0.0379746835443038,0.06666666666666667,0.07272727272727272,0.0975609756097561,0.10344827586206896,0.13953488372093023,1.0,0.11764705882352941,0.6,0.8571428571428571,0.6666666666666666,0.3058823529411765,0.46153846153846156,0.5217391304347826,0.75,0.32941176470588235,0.1111111111111111,0.5,0.09090909090909091,0.6666666666666666,0.36470588235294116,0.4513499999999999,0.47424999999999995,0.45690909090909093,0.0449438202247191,0.058823529411764705,0.21621621621621623,0.40540540540540543,11.595312499999999,0.3425531914893617,8.0,4.0,13.0,6.0,5.0,21.0,10.0,9.0,13.0,4.0,4.0,4.0,,2.0,3.0,,3.0,3.0,2.0,,,1.0,0.6,0.23809523809523808,0.23809523809523808,0.24705882352941178,,0.06382978723404255,0.09411764705882353,0.15294117647058825,0.3076923076923077,0.3076923076923077,0.5,0.18181818181818182,0.3076923076923077,24.952380952380953,9.0,1.0,3.0,4.0,2.0,3.0,2.0,2.0,6.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.2,0.05555555555555555,0.32142857142857145,0.32142857142857145,0.6666666666666666,0.125,0.125,1.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.5,0.12121212121212122,0.3333333333333333,,,,,,,,,,,,,,,,,,True,,,,,,,,,
200769,1610612747,Shannon Brown,Shannon Brown,200769,LAL,10540.0,176,-25,342,348,85,74.0,52.0,690,9,18,1.0,3.0,,2.0,5.0,9.0,22.0,22,49,11.0,76,367,1.0,3.0,,2.0,5,8,5.0,21,16.0,28.0,,3.0,16.0,22.0,4.0,50.0,,5.0,7.0,14,,21,5.0,26,2.0,1.0,3.0,,5.0,1.0,1.0,4.0,9.0,13,,15.0,1.0,4.0,2.0,5.0,4.0,5.0,2.0,,,,21,85,2.0,0.36363636363636365,0.36363636363636365,0.4489795918367347,0.3333333333333333,0.625,0.47794117647058826,0.2,0.5333333333333333,0.5067567567567568,0.2,0.5555555555555556,0.061224489795918366,0.05555555555555555,0.2222222222222222,19.41031941031941,0.4,,0.12727272727272726,0.03424657534246575,0.1590909090909091,,0.13636363636363635,0.026737967914438502,0.043478260869565216,0.02631578947368421,0.03225806451612903,,0.04878048780487805,0.13793103448275862,0.2,0.14285714285714285,0.4,0.2647058823529412,0.5,0.5294117647058824,0.6666666666666666,0.1323529411764706,0.5555555555555556,0.7142857142857143,,0.3235294117647059,0.6,0.3333333333333333,0.13333333333333333,,0.5441176470588235,0.48009469696969687,0.5113700000000001,0.46316428571428564,0.06944444444444445,0.07692307692307693,0.02631578947368421,0.27631578947368424,10.326530612244898,0.24853801169590642,4.0,7.0,15.0,7.0,7.0,19.0,7.0,15.0,12.0,6.0,6.0,4.0,2.0,5.0,7.0,,3.0,5.0,3.0,,1.0,1.0,0.7142857142857143,0.3684210526315789,0.35294117647058826,0.27941176470588236,,0.09090909090909091,0.058823529411764705,0.22058823529411764,0.4666666666666667,0.4666666666666667,0.7142857142857143,0.4666666666666667,0.5,27.584210526315797,8.0,,,,,2.0,2.0,,2.0,2.0,6.0,2.0,1.0,,,,,0.2857142857142857,0.1875,0.36363636363636365,0.36363636363636365,0.25,,,,,0.4,,,,0.2857142857142857,1.0,2.0,2.0,1.0,1.0,1.0,0.05,,,,,,,,,,,True,,,,,,,,,
200770,1610612747,Jordan Farmar,Jordan Farmar,200770,LAL,9886.0,165,-24,330,329,95,76.0,28.0,659,8,16,,,2.0,3.0,1.0,6.0,11.0,15,33,7.0,85,352,1.0,1.0,,8.0,4,8,3.0,23,12.0,18.0,,2.0,14.0,18.0,5.0,40.0,,2.0,5.0,6,1.0,12,2.0,14,10.0,9.0,4.0,1.0,14.0,,1.0,1.0,2.0,11,,14.0,4.0,8.0,1.0,,,,,,,,23,95,1.0,0.4,0.4,0.45454545454545453,1.0,0.5,0.65,1.3333333333333333,0.625,0.6538461538461539,1.3333333333333333,0.6388888888888888,0.06060606060606061,0.0625,0.16666666666666666,21.883656509695292,0.7142857142857143,0.1,0.056074766355140186,0.019801980198019802,0.11363636363636363,,0.0728476821192053,0.0136986301369863,,0.03225806451612903,0.023809523809523808,,0.02564102564102564,0.0967741935483871,0.05405405405405406,0.16666666666666666,,0.26666666666666666,0.5,0.5333333333333333,0.5,0.1,0.16666666666666666,0.2,,0.18333333333333332,,,0.1875,0.6666666666666666,0.7166666666666667,0.5177625000000001,0.5184833333333333,0.50240625,0.125,0.21621621621621623,0.09411764705882353,0.27058823529411763,7.933333333333334,0.2878787878787879,5.0,12.0,22.0,7.0,16.0,27.0,8.0,42.0,22.0,12.0,4.0,3.0,1.0,7.0,2.0,,,7.0,5.0,,,,0.875,0.5925925925925926,0.5925925925925926,0.45,,,0.08333333333333333,0.36666666666666664,0.5454545454545454,0.5454545454545454,0.8333333333333334,0.4375,0.5454545454545454,25.28888888888889,6.0,4.0,,1.0,2.0,2.0,3.0,2.0,2.0,4.0,6.0,2.0,1.0,,,,1.0,0.5,,0.5454545454545454,0.5454545454545454,0.3333333333333333,0.8,0.8,1.0,,0.6666666666666666,1.0,1.0,0.0625,0.42857142857142855,,,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,
2756,1610612747,Sasha Vujacic,Sasha Vujacic,2756,LAL,3819.0,64,-33,127,132,51,48.0,16.0,259,2,4,,,,1.0,,,11.0,3,15,4.0,16,137,,1.0,,,1,4,3.0,8,4.0,2.0,,,3.0,4.0,,9.0,1.0,2.0,1.0,6,1.0,8,3.0,11,3.0,2.0,1.0,,4.0,,2.0,,5.0,6,,4.0,1.0,1.0,1.0,,,,,,,,8,51,1.0,0.6666666666666666,0.6666666666666666,0.2,,0.25,0.23076923076923078,,0.25,0.2962962962962963,,0.36363636363636365,,,,20.394736842105264,0.75,0.5,0.1875,0.034482758620689655,0.05263157894736842,0.047619047619047616,0.13725490196078433,0.0379746835443038,0.07142857142857142,0.07142857142857142,,0.05555555555555555,0.3,0.1111111111111111,0.15384615384615385,0.06666666666666667,,0.15384615384615385,0.5,0.5,0.5,,,,,0.4230769230769231,,,0.1,,0.5769230769230769,0.497801923076923,0.4309,0.49247499999999994,0.07692307692307693,0.06666666666666667,,0.5,15.04,0.4015748031496063,1.0,1.0,10.0,6.0,2.0,11.0,6.0,6.0,10.0,1.0,1.0,,1.0,1.0,2.0,,1.0,3.0,2.0,,,2.0,1.0,0.18181818181818182,0.18181818181818182,0.4230769230769231,,0.047619047619047616,0.038461538461538464,0.38461538461538464,0.1,0.1,1.0,0.6,0.1,25.427272727272726,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,2.0,1.0,,,0.16666666666666666,,0.09090909090909091,0.09090909090909091,1.0,1.0,1.0,1.0,,0.5,,,,0.16666666666666666,,,,3.0,,1.0,0.09090909090909091,,,,1.0,,,,,,,True,,,,,,,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,2029.0,34,-14,61,62,24,17.0,10.0,123,1,2,,,1.0,1.0,,,4.0,2,6,2.0,9,80,1.0,1.0,,2.0,2,3,,4,2.0,2.0,,,4.0,4.0,1.0,8.0,,,,3,,3,,3,1.0,1.0,,,1.0,,,,6.0,3,,2.0,,1.0,,,,,,,,,4,24,,0.5,0.5,0.3333333333333333,1.0,0.6666666666666666,0.3888888888888889,1.0,0.4,0.45,1.0,0.4,,,,14.864864864864865,1.0,,0.13636363636363635,,,,0.1,,,,,,0.2857142857142857,,0.1,,,0.2222222222222222,0.5,0.5,,,,,,0.4444444444444444,,,0.2,1.0,0.5555555555555556,0.4889833333333333,0.4495,0.51191,0.1,0.14285714285714285,0.2222222222222222,0.4444444444444444,13.616666666666665,0.39344262295081966,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,,,,2.0,1.0,,,,,,,2.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.1111111111111111,0.2222222222222222,0.5,0.5,1.0,0.2,0.5,25.53333333333333,1.0,,,1.0,,,,,,,,,,,,,,,,0.25,0.25,1.0,,,,,,,,0.2,,,,,1.0,,,,,,,,,,,,,,True,,,,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,2291.0,38,5,71,70,57,22.0,10.0,141,4,5,,,3.0,4.0,6.0,9.0,3.0,11,17,8.0,33,82,,,4.0,4.0,7,12,6.0,23,8.0,14.0,,,2.0,2.0,1.0,4.0,1.0,1.0,,1,,1,2.0,3,1.0,,,,1.0,,1.0,2.0,3.0,7,1.0,8.0,,2.0,2.0,,,,,,,,23,57,2.0,0.36363636363636365,0.36363636363636365,0.6470588235294118,,0.5833333333333334,0.625,,0.6071428571428571,0.6875,1.0,0.6764705882352942,,,,30.48780487804878,1.0,,0.03225806451612903,0.05263157894736842,,0.14285714285714285,0.02702702702702703,0.07692307692307693,,,0.1,,,,0.07142857142857142,,,0.25,0.8,0.8,0.5,0.45,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.15,,,0.2857142857142857,0.75,0.4,0.46580999999999995,,0.47388571428571424,0.09090909090909091,0.10526315789473684,0.12121212121212122,0.696969696969697,9.282352941176471,0.8028169014084507,,1.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,,,,,1.0,,,3.0,2.0,,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.15,,,,0.15,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.3333333333333333,26.0,1.0,,,,,,1.0,,,1.0,,1.0,1.0,,,,,0.5,,0.3333333333333333,0.3333333333333333,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,,,,True,,,,,,,,,
1897,1610612747,Metta World Peace,Metta World Peace,1897,LAL,625.0,10,-7,16,15,8,,,31,1,1,,,1.0,1.0,,,,1,1,1.0,3,22,,,,,1,1,1.0,3,2.0,,,,,,,,,,,2,,2,,2,,,,,,,,,,1,,2.0,,1.0,,,,,,,,,3,8,,1.0,1.0,1.0,,1.0,1.0,,1.0,0.75,,0.75,,,,11.76470588235294,,,0.5,,,,0.2857142857142857,,,,,,,,0.6666666666666666,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,0.5943,,0.5943,0.5,0.5,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2694,1610612747,Josh Powell,Josh Powell,2694,LAL,7059.0,118,-12,237,241,83,70.0,27.0,478,6,14,3.0,11.0,4.0,5.0,7.0,11.0,17.0,17,42,5.0,42,249,3.0,12.0,,6.0,7,14,3.0,20,16.0,18.0,6.0,2.0,6.0,7.0,2.0,15.0,2.0,12.0,3.0,6,3.0,12,14.0,26,4.0,3.0,5.0,,9.0,1.0,2.0,6.0,13.0,6,,7.0,1.0,3.0,1.0,1.0,,1.0,,,1.0,,20,83,1.0,0.47058823529411764,0.5714285714285714,0.40476190476190477,0.25,0.5,0.39361702127659576,0.25,0.53125,0.42,0.25,0.5555555555555556,0.047619047619047616,0.14285714285714285,,21.85185185185185,0.4444444444444444,0.375,0.08333333333333333,0.13636363636363635,0.08333333333333333,0.07142857142857142,0.08333333333333333,0.1206896551724138,0.25,0.05555555555555555,0.10869565217391304,0.1,0.06896551724137931,0.13043478260869565,0.05,0.041666666666666664,,0.2978723404255319,0.42857142857142855,0.5,0.3333333333333333,0.23404255319148937,0.6363636363636364,0.6363636363636364,0.42857142857142855,0.3617021276595745,0.9166666666666666,0.2727272727272727,0.3125,0.8,0.40425531914893614,0.46192765957446813,0.5611090909090909,0.45153125,0.061224489795918366,0.06818181818181818,0.14285714285714285,0.47619047619047616,9.47857142857143,0.350210970464135,2.0,,3.0,,1.0,5.0,2.0,3.0,3.0,,1.0,,1.0,2.0,2.0,,3.0,4.0,4.0,1.0,1.0,,1.0,0.2,0.2,0.10638297872340426,,0.11538461538461539,0.0425531914893617,0.06382978723404255,,,,,,24.860000000000003,4.0,1.0,,2.0,,,,,,1.0,,,1.0,1.0,1.0,,,0.5,0.16666666666666666,0.23529411764705882,0.23529411764705882,0.75,0.5,0.5,1.0,,,,,0.125,,,,1.0,1.0,,,,1.0,,0.5,,,,,,,,True,,,,,,,,,
