EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,FTDefRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,DefFTReboundPct,PenaltyOffPossPct,Minutes,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG3A,PenaltyFG3A,NonHeaveArc3FGA,FTOffRebounds,LostBallTurnovers,FG3APct,OffFTReboundPct,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,SecondChanceAtRimFGM,PenaltyAtRimFGM,LongMidRangeFGM,SecondChanceFG2M,PenaltyFG2M,PtsPutbacks,BadPassOutOfBoundsTurnovers,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,Corner3FGA,PenaltyCorner3FGA,LostBallSteals,StepOutOfBoundsTurnovers,BlockedAtRim,LongMidRangePctBlocked,Corner3Frequency,PenaltyCorner3Frequency,Corner3FGM,PenaltyCorner3FGM,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Corner3Assists,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SelfOReb,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls Drawn,OffShortMidRangeReboundPct,SelfORebPct,PtsUnassisted3s,Travels,Clear Path Fouls,SecondChanceArc3FGM,SecondChanceFG3M,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,on,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,HeaveAttempts,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends,Corner3PctBlocked,HeaveMakes
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,25.0,-1.0,1.0,2,1.0,2.0,1.0,3,1,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
200749,1610612738,Shelden Williams,Shelden Williams,200749,BOS,4092.0,,141.0,135,72.0,82.0,21.0,276,138,1.0,10.0,18.0,72.0,0.1428571428571428,0.5106382978723404,68.0,2.0,8.0,2.0,3.0,1.0,2.0,8.0,3.0,18.0,17.0,23.0,3.0,3.0,3.0,8.0,15.0,15.0,2.0,4.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,2.0,11.0,3.0,5.0,2.0,7.0,8.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,6.0,10.0,1.0,2.0,16.0,3.0,23.0,1.0,9.0,3.0,1.0,1.0,1.0,1.0,15.0,1.0,3.0,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.396551724137931,0.25,0.4411764705882353,0.1111111111111111,0.25,19.393939393939394,0.3333333333333333,0.14,0.1,0.1176470588235294,0.2142857142857142,0.1343283582089552,0.125,0.1666666666666666,0.074074074074074,0.2727272727272727,0.1111111111111111,0.0833333333333333,0.2,0.0909090909090909,0.1666666666666666,1.0,0.4444444444444444,0.25,0.3333333333333333,0.5,0.1111111111111111,0.5,0.5,0.4444444444444444,0.6666666666666666,0.375,0.4444444444444444,0.4401222222222221,0.50335,0.3840125,0.3461538461538461,0.3461538461538461,0.1304347826086956,0.6521739130434783,9.194444444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,213.0,-7.0,8.0,9,4.0,3.0,3.0,17,14,,,1.0,4.0,,0.5,4.0,1.0,1.0,,,,,,1.0,1.0,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,,,,,30.0,1.0,,,,,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,1.0,0.5019750000000001,0.28755,0.28755,,,,,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,1.0,1.0,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
201175,1610612738,Glen Davis,Glen Davis,201175,BOS,1227.0,-3.0,42.0,44,20.0,18.0,9.0,86,43,,2.0,5.0,20.0,,0.4761904761904761,20.0,3.0,3.0,1.0,1.0,2.0,3.0,4.0,6.0,10.0,1.0,13.0,2.0,,4.0,2.0,1.0,3.0,8.0,4.0,,,,,,,,,,,2.0,,2.0,3.0,1.0,1.0,,,2.0,2.0,1.0,3.0,5.0,,1.0,4.0,,5.0,1.0,3.0,,,,,,3.0,,,0.6666666666666666,0.8,0.6,0.6,0.5416666666666666,0.6666666666666666,0.375,,,27.45098039215686,,0.1428571428571428,0.1111111111111111,,,0.1333333333333333,0.0952380952380952,0.2857142857142857,,,,0.5,,,,,0.3,1.0,1.0,1.0,0.3,0.6666666666666666,0.6666666666666666,0.4,0.5,0.5,0.3,0.43911,0.41615,0.56985,0.25,0.25,0.3076923076923077,0.2307692307692307,9.85,,,,,,,,1.0,,,0.25,,,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,0.25,0.25,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
201592,1610612738,J.R. Giddens,J.R. Giddens,201592,BOS,5914.0,-3.0,202.0,200,92.0,100.0,29.0,402,199,1.0,16.0,20.0,92.0,0.1,0.4554455445544554,99.0,8.0,11.0,3.0,7.0,,2.0,6.0,9.0,19.0,6.0,24.0,3.0,,4.0,10.0,4.0,14.0,12.0,6.0,3.0,3.0,3.0,6.0,3.0,1.0,,2.0,15.0,,4.0,3.0,12.0,4.0,4.0,2.0,3.0,3.0,4.0,7.0,3.0,8.0,10.0,,,9.0,1.0,12.0,,5.0,1.0,1.0,,1.0,1.0,14.0,,1.0,0.6666666666666666,0.75,0.4736842105263157,0.4285714285714285,0.4444444444444444,0.5,0.4666666666666667,0.1578947368421052,0.1818181818181818,14.529914529914532,0.4285714285714285,0.1739130434782608,0.0588235294117647,0.1428571428571428,,0.1666666666666666,0.0459770114942528,0.0714285714285714,0.0666666666666666,,0.217391304347826,0.0454545454545454,0.25,0.2,,1.0,0.5238095238095238,0.7272727272727273,0.8888888888888888,0.75,0.0952380952380952,,,0.2857142857142857,1.0,0.6363636363636364,0.6190476190476191,0.5031238095238095,0.6474666666666666,0.5485,0.1923076923076923,0.2083333333333333,0.1666666666666666,0.5833333333333334,7.226315789473683,,,,2.0,,1.0,,,,0.0952380952380952,,,,,23.35,2.0,5.0,1.0,2.0,5.0,2.0,3.0,0.6666666666666666,0.5,0.6666666666666666,0.4545454545454545,0.1666666666666666,0.2,,0.6666666666666666,0.5,0.7142857142857143,2.0,1.0,2.0,1.0,1.0,0.1666666666666666,0.0952380952380952,0.0909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2605,1610612738,Marquis Daniels,Marquis Daniels,2605,BOS,1401.0,-6.0,45.0,47,19.0,29.0,6.0,92,61,1.0,4.0,5.0,19.0,0.3333333333333333,0.4222222222222222,23.0,1.0,3.0,1.0,1.0,1.0,1.0,,2.0,4.0,,4.0,1.0,,2.0,1.0,,,,4.0,1.0,2.0,2.0,4.0,2.0,1.0,,1.0,10.0,1.0,,,3.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,0.5,0.5,0.5,1.0,,0.25,0.3333333333333333,9.803921568627452,1.0,0.1764705882352941,,,0.25,0.1304347826086956,0.0714285714285714,,,0.3333333333333333,0.2,,0.2,,,,0.75,0.3333333333333333,0.5,,0.25,1.0,1.0,,1.0,1.0,0.75,0.4861999999999999,,0.321,,,0.5,,4.375,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
739,1610612738,Rasheed Wallace,Rasheed Wallace,739,BOS,2507.0,13.0,85.0,84,26.0,20.0,11.0,169,77,,3.0,3.0,26.0,,0.3058823529411765,42.0,2.0,4.0,,1.0,2.0,5.0,,4.0,9.0,3.0,23.0,1.0,,2.0,2.0,2.0,12.0,4.0,4.0,1.0,2.0,1.0,3.0,,2.0,,,7.0,,,2.0,1.0,,3.0,2.0,1.0,1.0,,1.0,,1.0,1.0,,,4.0,,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,12.0,,1.0,0.5,0.5,0.4444444444444444,0.5263157894736842,0.575,0.5,1.2,0.1111111111111111,,21.649484536082475,1.0,0.0333333333333333,,0.4,,0.0857142857142857,,,,,0.1428571428571428,,,0.5,,1.0,0.2105263157894736,0.5,0.5,0.5,0.2631578947368421,0.4,0.5,,,0.25,0.7368421052631579,0.5207105263157894,0.3612,0.5442875,0.0526315789473684,0.1111111111111111,0.0869565217391304,0.5217391304347826,4.488888888888889,9.0,1.0,1.0,10.0,1.0,2.0,9.0,,,0.5263157894736842,,0.4736842105263157,0.5,0.25,25.3,,1.0,,1.0,2.0,,,1.0,1.0,0.5,1.25,,,,,,1.0,1.0,1.0,1.0,,1.0,,0.0526315789473684,0.25,1.0,1.0,3.0,1.0,4.0,2.0,12.0,3.0,1.0,1.0,0.4,1.0,0.4,0.2,0.5,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2754,1610612738,Tony Allen,Tony Allen,2754,BOS,3120.0,11.0,109.0,109,50.0,52.0,16.0,218,91,,5.0,9.0,50.0,,0.4587155963302752,52.0,3.0,8.0,1.0,2.0,2.0,3.0,4.0,6.0,15.0,9.0,21.0,4.0,2.0,6.0,3.0,2.0,4.0,6.0,6.0,2.0,6.0,2.0,8.0,1.0,5.0,,1.0,18.0,1.0,3.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,5.0,7.0,3.0,2.0,3.0,,,9.0,,12.0,2.0,6.0,1.0,,,,,4.0,1.0,1.0,0.5,0.5,0.4,0.4,0.525,0.6,0.5,0.1333333333333333,0.125,21.428571428571427,0.2857142857142857,0.1025641025641025,0.0697674418604651,0.1111111111111111,0.1111111111111111,0.1041666666666666,0.0769230769230769,,0.0952380952380952,0.1666666666666666,,0.2,0.1,0.1666666666666666,,,0.5333333333333333,0.375,0.4285714285714285,0.6666666666666666,0.2,0.6666666666666666,0.6666666666666666,0.2666666666666666,0.25,0.6666666666666666,0.5333333333333333,0.5464333333333333,0.4807333333333334,0.5393,0.3157894736842105,0.3157894736842105,0.2857142857142857,0.1904761904761904,6.6,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,3.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.25,0.3333333333333333,1.0,,,,,,,,,0.25,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.1666666666666666,0.1428571428571428,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2067,1610612738,Eddie House,Eddie House,2067,BOS,3283.0,-1.0,107.0,106,49.0,51.0,19.0,213,100,1.0,8.0,8.0,49.0,0.125,0.4579439252336448,55.0,2.0,4.0,,2.0,,,10.0,5.0,14.0,2.0,30.0,1.0,,2.0,5.0,,18.0,4.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,,,5.0,,,4.0,3.0,,3.0,2.0,,,1.0,1.0,,2.0,2.0,,,2.0,,2.0,,1.0,,,,,,18.0,,,0.4,0.4,0.3571428571428571,0.5185185185185185,0.5357142857142857,1.0,0.75,0.0714285714285714,0.25,22.65625,,0.09375,,0.2857142857142857,,0.1521739130434782,,,,,,0.2857142857142857,0.0769230769230769,0.2727272727272727,0.3333333333333333,,0.1481481481481481,0.5,0.6666666666666666,,,,,0.3703703703703703,,0.1666666666666666,0.6296296296296297,0.4843962962962962,0.3673,0.4959333333333333,0.0357142857142857,0.0666666666666666,0.0666666666666666,0.6,14.892857142857142,11.0,,5.0,13.0,,7.0,11.0,,,0.4814814814814814,,0.4074074074074074,,0.4166666666666667,24.67692307692308,,2.0,3.0,1.0,3.0,,1.0,1.0,0.6,1.0,0.75,0.3,0.3,0.6666666666666666,,,1.0,2.0,2.0,1.0,,,,0.074074074074074,0.1666666666666666,1.0,1.0,5.0,3.0,6.0,4.0,15.0,5.0,,0.8333333333333334,0.4615384615384615,0.5714285714285714,0.4615384615384615,,,0.5,0.5,1.0,0.4545454545454545,0.4545454545454545,0.8,0.5,0.6,0.4545454545454545,,,,,,,3.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
201611,1610612738,Henry Walker,Henry Walker,201611,BOS,734.0,-3.0,24.0,26,23.0,26.0,7.0,50,22,1.0,3.0,3.0,23.0,0.25,0.9583333333333334,12.0,2.0,3.0,,3.0,,,1.0,3.0,4.0,,6.0,,,,4.0,,6.0,4.0,2.0,,2.0,,2.0,,2.0,,,4.0,,,,2.0,,,,,,,,,1.0,3.0,,,,,,,,,,,,,6.0,2.0,,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,,0.75,,,12.903225806451614,,0.25,,,,0.1538461538461538,,,,,0.3333333333333333,0.3333333333333333,,,,,0.75,0.6666666666666666,0.6666666666666666,0.5,,,,0.25,,0.75,0.75,0.553075,,0.553075,,,,1.0,4.625,,,,,,,,,,,,,,,,,2.0,1.0,,3.0,,,,0.75,,0.75,1.0,1.0,1.0,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
201991,1610612738,Lester Hudson,Lester Hudson,201991,BOS,2678.0,,94.0,87,60.0,64.0,12.0,181,95,,3.0,5.0,60.0,,0.6382978723404256,45.0,2.0,5.0,2.0,3.0,,1.0,4.0,3.0,10.0,4.0,16.0,3.0,,2.0,5.0,4.0,10.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,,,10.0,,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,6.0,3.0,5.0,6.0,,,2.0,,4.0,,1.0,1.0,1.0,,1.0,1.0,10.0,,1.0,0.3333333333333333,0.3333333333333333,0.3,0.4285714285714285,0.5,0.3333333333333333,0.625,0.1,0.2,20.37037037037037,0.6666666666666666,0.0666666666666666,0.0769230769230769,0.0769230769230769,,0.0697674418604651,0.0588235294117647,0.1818181818181818,,,0.125,0.1111111111111111,,,0.25,1.0,0.3571428571428571,0.4,0.5,0.5,0.0714285714285714,,,0.2857142857142857,0.6666666666666666,0.5,0.6428571428571429,0.5167107142857142,0.5403666666666668,0.5271916666666666,0.0666666666666666,0.0909090909090909,0.125,0.625,8.879999999999999,3.0,,1.0,4.0,,1.0,3.0,,2.0,0.2857142857142857,,0.2142857142857142,,0.1666666666666666,24.875,1.0,2.0,1.0,1.0,3.0,,,0.3333333333333333,0.6,0.3333333333333333,0.5,0.25,0.25,,0.5,1.0,0.6666666666666666,1.0,,,,1.0,,0.0714285714285714,,1.0,,1.0,,2.0,,3.0,1.0,,0.5,0.5,,0.5,,,1.0,1.0,,0.3333333333333333,0.3333333333333333,1.0,,,0.3333333333333333,,,,,,,3.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2243,1610612738,Brian Scalabrine,Brian Scalabrine,2243,BOS,2014.0,-12.0,73.0,68,30.0,43.0,6.0,141,74,,2.0,4.0,30.0,,0.410958904109589,34.0,1.0,1.0,,,,,2.0,2.0,3.0,,7.0,,,,1.0,,,4.0,,,1.0,1.0,2.0,1.0,1.0,,,5.0,,2.0,,2.0,2.0,,,2.0,1.0,1.0,3.0,1.0,2.0,7.0,2.0,,,,,,,,1.0,1.0,1.0,1.0,,3.0,,1.0,1.0,0.6666666666666666,0.875,0.875,,,,,8.641975308641975,0.6666666666666666,0.0952380952380952,0.0769230769230769,,,0.064516129032258,0.0666666666666666,,0.0909090909090909,,0.1428571428571428,0.1,,,,1.0,0.25,1.0,1.0,1.0,,,,0.5,,,0.5,0.4692875,,0.3734,,,,,14.533333333333331,1.0,,,1.0,,,1.0,,1.0,0.25,,0.25,,,27.4,,,1.0,,,,,,,,,0.5,0.5,1.0,,,,,,,,,,,,,,1.0,,1.0,,3.0,1.0,,1.0,1.0,,1.0,,,,,,1.0,1.0,1.0,,,1.0,,,1.0,,0.2,,,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2570,1610612738,Kendrick Perkins,Kendrick Perkins,2570,BOS,1036.0,-6.0,35.0,35,2.0,6.0,2.0,70,35,1.0,4.0,7.0,2.0,1.0,0.0571428571428571,17.0,3.0,5.0,3.0,,,1.0,,3.0,6.0,,6.0,3.0,,4.0,,,,2.0,4.0,1.0,1.0,,1.0,,,1.0,,2.0,1.0,2.0,,3.0,3.0,1.0,,,,1.0,1.0,,1.0,3.0,,,1.0,,,,,,2.0,,2.0,1.0,,,,0.3333333333333333,1.0,0.5,0.5,0.5,0.6666666666666666,,0.1666666666666666,0.2,17.94871794871795,,0.2142857142857142,0.1818181818181818,,0.2,0.2,0.1875,0.4,,0.25,,0.3333333333333333,0.3333333333333333,,,0.5,0.8333333333333334,0.6,0.75,0.3333333333333333,0.1666666666666666,,,,1.0,,0.8333333333333334,0.5619333333333333,0.56155,,,,0.6666666666666666,,2.4,,,,,,,,,,,,,,,,2.0,,,2.0,,4.0,,0.6666666666666666,,0.6666666666666666,,,,,0.6666666666666666,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
