EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,3pt And 1 Free Throw Trips,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,HeaveAttempts,StepOutOfBoundsTurnovers,BlockedLongMidRange,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,on,Blocked3s,BlockedArc3,Fg3aBlocked,Clear Path Fouls,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,HeaveMakes,BlockedCorner3
101118,1610612758,Sean May,Sean May,101118,SAC,1638.0,27,-6,56,55,26,44,7,111,1.0,1.0,1.0,1.0,3.0,3.0,1.0,5.0,1.0,5.0,9.0,1.0,3.0,13.0,59,2.0,2.0,4.0,1.0,2.0,3.0,5.0,4.0,6.0,2.0,2.0,1.0,2.0,3.0,2.0,5.0,1.0,2.0,1.0,4,1.0,5.0,1.0,2.0,1.0,5.0,26,1.0,0.4,0.5,0.5555555555555556,1.0,0.5,0.5,1.0,0.5,0.5416666666666666,1.0,0.625,0.1,19.047619047619047,0.6666666666666666,0.0625,0.1333333333333333,0.0416666666666666,0.0869565217391304,0.3333333333333333,0.1428571428571428,0.1428571428571428,0.1,1.0,1.0,0.3,1.0,1.0,0.3333333333333333,0.5,0.2,0.2,1.0,0.1,0.5,1.0,0.2,0.424995,0.5983499999999999,0.49565,0.1818181818181818,0.2,0.3076923076923077,0.3846153846153846,12.77777777777778,22.2,0.4642857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1903,1610612758,Kenny Thomas,Kenny Thomas,1903,SAC,6075.0,101,-2,189,198,38,44,29,387,5.0,7.0,1.0,2.0,3.0,6.0,,,,8.0,13.0,,3.0,19.0,211,1.0,2.0,2.0,1.0,4.0,3.0,5.0,14.0,2.0,,8.0,10.0,2.0,14.0,10.0,24.0,11.0,17.0,,4,,6.0,,3.0,,5.0,38,,0.875,0.875,0.6153846153846154,0.5,0.25,0.6153846153846154,0.5,0.25,0.59375,0.5,0.4166666666666667,,10.81081081081081,0.25,0.1492537313432835,0.1290322580645161,0.1363636363636363,0.1011235955056179,0.1666666666666666,0.1176470588235294,0.2272727272727272,0.5384615384615384,0.7142857142857143,0.8333333333333334,0.4615384615384615,0.5,0.5,0.6666666666666666,,,,,,1.0,0.5,0.5384615384615384,0.4796999999999999,0.56715,0.4605,0.1875,0.1875,0.1052631578947368,0.2631578947368421,2.923076923076923,,0.201058201058201,2.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,2.0,5.0,3.0,2.0,4.0,2.0,4.0,2.0,8.0,2.0,1.0,2.0,1.0,6.0,4.0,2.0,6.0,4.0,1.0,1.0,1.0,0.0769230769230769,0.1428571428571428,0.5,0.1428571428571428,0.0952380952380952,0.037037037037037,0.0952380952380952,0.0666666666666666,0.1034482758620689,0.125,0.1176470588235294,0.6666666666666666,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
200771,1610612758,Sergio Rodriguez,Sergio Rodriguez,200771,SAC,31017.0,517,106,1053,1044,334,384,127,2097,43.0,75.0,3.0,6.0,16.0,42.0,14.0,31.0,10.0,73.0,148.0,42.0,43.0,234.0,1083,12.0,18.0,26.0,23.0,47.0,20.0,84.0,26.0,120.0,6.0,10.0,24.0,1.0,35.0,15.0,50.0,11.0,46.0,3.0,46,2.0,62.0,4.0,24.0,7.0,84.0,334,6.0,0.1780821917808219,0.1857142857142857,0.4932432432432432,0.6666666666666666,0.4893617021276595,0.5026315789473684,0.6,0.4776119402985074,0.5344036697247706,0.5909090909090909,0.51875,0.2210526315789473,23.006644518272427,0.0232558139534883,0.0689655172413793,0.0337837837837837,0.0723404255319148,0.0357142857142857,0.0520833333333333,0.0120481927710843,0.0826446280991735,0.3947368421052631,0.5733333333333334,0.671875,0.2210526315789473,0.3809523809523809,0.4571428571428571,0.0625,0.1631578947368421,0.4516129032258064,0.4827586206896552,0.3571428571428571,0.0526315789473684,0.3,0.5,0.6157894736842106,0.5103542105263157,0.484440625,0.5080119402985076,0.1184834123222748,0.1428571428571428,0.1111111111111111,0.358974358974359,6.172297297297298,24.83095238095239,0.3171889838556505,25.0,20.0,81.0,40.0,121.0,19.0,55.0,282.0,5.0,,10.0,29.0,21.0,8.0,38.0,32.0,21.0,6.0,59.0,1.0,18.0,5.0,1.0,3.0,3.0,,3.0,2.0,,,10.0,0.1351351351351351,0.1466666666666666,0.6440677966101694,,0.081967213114754,0.0403225806451612,0.0341880341880341,0.0421052631578947,0.0530973451327433,0.0701754385964912,0.0714285714285714,0.6666666666666666,0.1627906976744186,,0.373134328358209,13.0,7.0,3.0,4.0,8.0,32.0,2.0,3.0,16.0,15.0,2.0,2.0,6.0,20.0,42.0,3.0,32.0,8.0,21.0,12.0,14.0,4.0,9.0,2.0,5.0,1.0,1.0,0.9333333333333332,0.3571428571428571,0.3,0.3571428571428571,0.1666666666666666,0.064516129032258,0.0344827586206896,0.125,0.0533333333333333,0.7,0.7,1.0,0.1684210526315789,0.25,0.25,0.875,0.1,0.52,0.0597014925373134,0.75,0.2388059701492537,0.1875,0.25,0.0232558139534883,,,,,,,,,,,,,,,,,True,,,,,,,,,
201936,1610612758,Tyreke Evans,Tyreke Evans,201936,SAC,10773.0,180,55,364,363,81,104,45,727,29.0,44.0,2.0,5.0,1.0,9.0,5.0,15.0,,35.0,68.0,13.0,18.0,97.0,340,2.0,7.0,6.0,9.0,16.0,10.0,34.0,24.0,46.0,2.0,5.0,27.0,,36.0,5.0,41.0,7.0,12.0,,20,2.0,22.0,3.0,10.0,2.0,34.0,81,2.0,0.3428571428571428,0.3529411764705882,0.5147058823529411,0.2857142857142857,0.5625,0.4876543209876543,0.25,0.631578947368421,0.5388888888888889,0.3333333333333333,0.68,0.1604938271604938,25.120772946859905,,0.216,0.0454545454545454,0.2105263157894736,0.0324675324675324,0.0588235294117647,0.0285714285714285,0.2727272727272727,0.5432098765432098,0.6590909090909091,0.725,0.1111111111111111,0.1111111111111111,0.1428571428571428,,0.1851851851851851,0.3333333333333333,0.3333333333333333,,,0.625,0.4,0.7037037037037037,0.537608125,0.4877,0.5569277777777777,0.1136363636363636,0.1333333333333333,0.0618556701030927,0.3505154639175257,5.469117647058823,26.71538461538461,0.2225274725274725,13.0,6.0,13.0,12.0,25.0,4.0,7.0,62.0,,,9.0,11.0,6.0,5.0,5.0,3.0,9.0,2.0,14.0,2.0,4.0,3.0,,1.0,1.0,,1.0,1.0,,,1.0,0.088235294117647,0.0909090909090909,0.3571428571428571,,0.1956521739130435,,0.048780487804878,,0.1904761904761904,0.1794871794871795,0.175,1.0,0.4137931034482758,,0.6842105263157895,8.0,,,,3.0,13.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,6.0,13.0,3.0,8.0,4.0,2.0,,,1.0,2.0,1.0,,0.3333333333333333,0.2307692307692307,0.6666666666666666,0.2307692307692307,0.2222222222222222,,,0.3333333333333333,,,,,0.1604938271604938,0.2307692307692307,0.2307692307692307,0.3333333333333333,0.125,0.6153846153846154,,,0.1578947368421052,0.6666666666666666,0.2307692307692307,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2804,1610612758,Andres Nocioni,Andres Nocioni,2804,SAC,11504.0,192,16,396,390,121,160,43,786,13.0,24.0,1.0,1.0,5.0,15.0,4.0,7.0,6.0,22.0,46.0,40.0,14.0,118.0,434,2.0,3.0,10.0,4.0,7.0,4.0,42.0,26.0,18.0,,2.0,19.0,4.0,29.0,3.0,32.0,8.0,19.0,,18,5.0,18.0,2.0,8.0,2.0,42.0,121,2.0,0.5909090909090909,0.5909090909090909,0.4782608695652174,0.6666666666666666,0.5714285714285714,0.6046511627906976,0.7142857142857143,0.95,0.6276595744680851,0.625,0.9130434782608696,0.4651162790697674,22.83813747228381,0.1739130434782608,0.1557377049180328,0.0176991150442477,0.1436781609195402,0.0181818181818181,0.025,,0.1025641025641025,0.2790697674418604,0.5416666666666666,0.6190476190476191,0.1744186046511628,0.3333333333333333,0.4166666666666667,0.8,0.0813953488372093,0.5714285714285714,0.5714285714285714,0.75,0.0697674418604651,0.1428571428571428,1.0,0.7441860465116279,0.5300569767441861,0.5206357142857142,0.5524974999999999,0.0978260869565217,0.1538461538461538,0.0847457627118644,0.3559322033898305,5.156521739130434,25.0125,0.3055555555555556,5.0,6.0,6.0,6.0,12.0,3.0,5.0,30.0,1.0,,6.0,3.0,2.0,1.0,5.0,4.0,4.0,1.0,9.0,1.0,3.0,3.0,,5.0,3.0,2.0,5.0,3.0,,,3.0,0.1304347826086956,0.125,0.5555555555555556,,0.1153846153846153,0.0192307692307692,0.0212765957446808,0.025,0.2325581395348837,0.125,0.1363636363636363,0.6,0.4615384615384615,,0.25,4.0,2.0,2.0,2.0,18.0,34.0,4.0,8.0,11.0,20.0,4.0,,10.0,13.0,57.0,3.0,34.0,18.0,3.0,,1.0,1.0,,,1.0,,1.0,0.95,0.5,0.7692307692307693,0.5,0.2,,,,0.0263157894736842,0.3333333333333333,0.3333333333333333,1.0,0.3953488372093023,0.5294117647058824,0.5294117647058824,0.9444444444444444,0.5714285714285714,0.8,0.1,1.0,0.55,0.7272727272727273,0.5294117647058824,0.025,2.0,2.0,1.0,0.5,0.5,1.0,,,,,,,,,,,True,,,,,,,,,
2137,1610612758,Ime Udoka,Ime Udoka,2137,SAC,8577.0,143,-30,294,292,119,151,37,586,7.0,12.0,3.0,5.0,2.0,3.0,,2.0,12.0,9.0,17.0,20.0,6.0,42.0,324,3.0,6.0,6.0,4.0,8.0,,8.0,6.0,12.0,4.0,4.0,12.0,1.0,18.0,6.0,24.0,8.0,15.0,,8,1.0,11.0,1.0,4.0,2.0,8.0,119,2.0,0.3333333333333333,0.4285714285714285,0.5294117647058824,0.5,0.5,0.4864864864864865,0.375,0.3333333333333333,0.5,0.375,0.2857142857142857,0.5405405405405406,15.294117647058824,0.0769230769230769,0.1318681318681318,0.0434782608695652,0.1393442622950819,0.04,0.064516129032258,,0.1842105263157894,0.3243243243243243,0.5833333333333334,0.7777777777777778,0.081081081081081,0.6666666666666666,0.6666666666666666,,0.054054054054054,,,,0.3243243243243243,0.625,0.6,0.8648648648648649,0.5397283783783783,0.495225,0.5746208333333334,0.1,0.2,0.1428571428571428,0.1904761904761904,4.094117647058823,24.075,0.4047619047619047,8.0,3.0,8.0,4.0,12.0,2.0,6.0,28.0,1.0,1.0,5.0,7.0,5.0,2.0,3.0,3.0,7.0,,10.0,1.0,4.0,1.0,,,,,,,,,3.0,0.1764705882352941,0.25,0.3,0.0666666666666666,0.1612903225806451,0.0303030303030303,0.0512820512820512,0.0454545454545454,0.1,0.0869565217391304,0.1666666666666666,,0.4285714285714285,,0.6666666666666666,4.0,6.0,,1.0,,8.0,1.0,,3.0,6.0,2.0,,,4.0,15.0,3.0,8.0,,2.0,1.0,1.0,,5.0,,,,,0.8333333333333334,0.3,,0.3,,,,0.1428571428571428,,0.5,0.5,0.8333333333333334,0.2162162162162162,,,,0.125,0.5,0.0833333333333333,,0.25,,,,,,,,,,1.0,0.125,,,,,,,,,True,,,,,,,,,
2757,1610612758,Beno Udrih,Beno Udrih,2757,SAC,12485.0,208,70,437,427,139,154,50,864,10.0,15.0,,,2.0,5.0,11.0,18.0,19.0,23.0,38.0,27.0,13.0,101.0,419,2.0,2.0,8.0,7.0,13.0,9.0,35.0,22.0,24.0,,1.0,17.0,1.0,20.0,2.0,22.0,10.0,14.0,,13,1.0,14.0,2.0,4.0,4.0,35.0,139,4.0,0.4782608695652174,0.4782608695652174,0.6052631578947368,1.0,0.5384615384615384,0.676923076923077,0.6666666666666666,0.5909090909090909,0.7112676056338029,0.8,0.6481481481481481,0.4153846153846154,16.297786720321934,0.0526315789473684,0.1111111111111111,0.0083333333333333,0.094059405940594,0.0058479532163742,,,0.1632653061224489,0.2307692307692307,0.6666666666666666,0.7142857142857143,0.0769230769230769,0.4,0.5,0.5,0.2769230769230769,0.6111111111111112,0.6111111111111112,0.3636363636363636,0.2923076923076923,,,0.6461538461538462,0.5320195312500001,0.4028333333333333,0.5493142857142856,0.0597014925373134,0.1,0.0792079207920792,0.3465346534653465,9.839473684210526,24.622222222222224,0.3180778032036613,6.0,2.0,18.0,5.0,23.0,3.0,8.0,51.0,,1.0,2.0,7.0,6.0,1.0,5.0,3.0,5.0,2.0,10.0,,3.0,,2.0,,,,,,1.0,,,0.0526315789473684,0.0666666666666666,0.5,0.05,0.0408163265306122,,0.0222222222222222,,0.0754716981132075,0.0980392156862745,0.025,,0.6,,0.2727272727272727,4.0,12.0,4.0,7.0,2.0,8.0,1.0,,2.0,14.0,1.0,4.0,4.0,9.0,42.0,,7.0,2.0,2.0,2.0,8.0,1.0,2.0,,1.0,,,1.0,0.5185185185185185,0.4444444444444444,0.5384615384615384,0.2,,,0.1111111111111111,0.0416666666666666,0.631578947368421,0.631578947368421,1.0,0.123076923076923,0.25,0.25,1.0,0.3333333333333333,0.6666666666666666,0.3181818181818182,0.5714285714285714,0.0909090909090909,,0.2857142857142857,,,,,,,,,,1.0,1.0,,,,,,,True,,,,,,,,,
200756,1610612758,Hilton Armstrong,Hilton Armstrong,200756,SAC,1831.0,31,31,62,62,35,27,9,124,2.0,3.0,,1.0,1.0,2.0,,1.0,,3.0,6.0,,2.0,8.0,52,,2.0,,2.0,4.0,,4.0,4.0,2.0,,2.0,4.0,,6.0,2.0,8.0,1.0,2.0,,1,,2.0,,1.0,,4.0,35,,0.6666666666666666,0.6666666666666666,0.5,,0.5,0.5,,0.5,0.5714285714285714,,0.5,,11.267605633802818,,0.2,0.1111111111111111,0.2307692307692307,0.1,0.2,0.1666666666666666,0.0909090909090909,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,1.0,1.0,0.1666666666666666,,,,,0.5,,0.5,0.5106999999999999,0.47405,0.5202749999999999,0.1428571428571428,0.1428571428571428,,0.5,6.683333333333333,,0.5645161290322581,2.0,1.0,1.0,,1.0,,,2.0,,,2.0,2.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,2.0,,1.0,2.0,1.0,,,,0.1666666666666666,,1.0,,0.3333333333333333,,,,,0.5,0.3333333333333333,0.5,0.5,,0.5,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.5,,,0.3333333333333333,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,1.0,1.0,,,,,True,,,,,,,,,
201590,1610612758,Donte Greene,Donte Greene,201590,SAC,11863.0,198,68,406,395,136,136,50,801,9.0,17.0,2.0,4.0,4.0,12.0,5.0,9.0,6.0,18.0,38.0,28.0,15.0,87.0,416,2.0,4.0,16.0,10.0,16.0,6.0,35.0,16.0,20.0,4.0,2.0,16.0,1.0,19.0,3.0,22.0,7.0,17.0,1.0,17,1.0,24.0,4.0,12.0,2.0,35.0,136,2.0,0.4444444444444444,0.5,0.4736842105263157,0.5,0.625,0.5454545454545454,0.8125,0.58,0.5723684210526315,0.8888888888888888,0.625,0.4242424242424242,19.088937093275486,0.0833333333333333,0.1212121212121212,0.0194174757281553,0.1046511627906976,0.0201342281879194,0.0294117647058823,,0.1,0.2575757575757575,0.5294117647058824,0.6,0.1818181818181818,0.3333333333333333,0.4,,0.1363636363636363,0.5555555555555556,0.625,0.4,0.0909090909090909,0.5,0.5,0.6818181818181818,0.5171749999999999,0.5460666666666666,0.5478740000000001,0.1621621621621621,0.2608695652173913,0.1839080459770115,0.4022988505747126,6.571052631578947,24.775,0.334975369458128,8.0,5.0,4.0,4.0,8.0,4.0,4.0,20.0,1.0,,2.0,5.0,3.0,2.0,8.0,4.0,4.0,4.0,12.0,,4.0,,,11.0,6.0,5.0,11.0,3.0,,,2.0,0.131578947368421,0.1176470588235294,0.6666666666666666,,0.05,0.0217391304347826,0.0256410256410256,,0.0909090909090909,0.1632653061224489,,0.2727272727272727,0.6666666666666666,,0.32,5.0,3.0,,2.0,9.0,22.0,3.0,3.0,7.0,12.0,4.0,3.0,3.0,9.0,36.0,,22.0,9.0,,,,1.0,2.0,1.0,,,,1.0,0.4285714285714285,0.3333333333333333,0.4285714285714285,0.1666666666666666,0.1111111111111111,0.125,0.1428571428571428,0.0333333333333333,0.5,0.5,1.0,0.3333333333333333,0.4090909090909091,0.4090909090909091,1.0,0.375,0.625,0.08,,0.28,0.4285714285714285,0.4090909090909091,,2.0,3.0,,0.75,0.6666666666666666,1.0,1.0,0.125,,,,,1.0,1.0,1.0,,True,,,,,,,,,
201956,1610612758,Omri Casspi,Omri Casspi,201956,SAC,18303.0,305,73,628,620,236,236,77,1248,19.0,28.0,3.0,6.0,12.0,23.0,10.0,26.0,11.0,41.0,77.0,34.0,26.0,153.0,656,7.0,12.0,23.0,14.0,24.0,11.0,66.0,46.0,36.0,10.0,8.0,22.0,4.0,41.0,11.0,52.0,11.0,23.0,,33,3.0,39.0,6.0,19.0,4.0,66.0,236,4.0,0.5609756097560976,0.6388888888888888,0.5324675324675324,0.5833333333333334,0.5833333333333334,0.5720720720720721,0.6666666666666666,0.7051282051282052,0.59765625,0.71875,0.7021276595744681,0.3063063063063063,19.640387275242045,0.16,0.1052631578947368,0.0481927710843373,0.1312056737588652,0.0452674897119341,0.0196078431372549,0.1111111111111111,0.1285714285714285,0.2522522522522522,0.6785714285714286,0.7037037037037037,0.2072072072072072,0.5217391304347826,0.5217391304347826,0.3333333333333333,0.2342342342342342,0.3846153846153846,0.3846153846153846,0.6,0.0990990990990991,0.4,0.5,0.5585585585585585,0.5006536036036036,0.5521909090909091,0.4874243589743589,0.1532258064516129,0.2111111111111111,0.1503267973856209,0.4313725490196078,8.805194805194807,24.39705882352941,0.375796178343949,8.0,1.0,12.0,3.0,15.0,,8.0,33.0,3.0,,15.0,5.0,5.0,,6.0,4.0,8.0,2.0,14.0,2.0,2.0,2.0,4.0,2.0,1.0,,2.0,2.0,,1.0,6.0,0.0129870129870129,0.0357142857142857,0.4285714285714285,,0.2054794520547945,0.0389610389610389,0.0285714285714285,0.0317460317460317,0.0714285714285714,0.1159420289855072,0.2203389830508474,1.0,0.6842105263157895,,0.2051282051282051,7.0,9.0,7.0,8.0,6.0,23.0,2.0,2.0,7.0,15.0,3.0,3.0,9.0,15.0,42.0,3.0,23.0,6.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,,,0.9333333333333332,0.4411764705882353,0.6,0.4411764705882353,,,0.0714285714285714,0.1428571428571428,0.0384615384615384,0.8181818181818182,0.8181818181818182,1.0,0.2072072072072072,0.2608695652173913,0.2608695652173913,0.8333333333333334,0.1333333333333333,0.875,0.2051282051282051,0.875,0.1794871794871795,0.2857142857142857,0.2608695652173913,,1.0,2.0,,0.6666666666666666,0.5,1.0,1.0,0.0666666666666666,,1.0,1.0,1.0,1.0,1.0,1.0,,True,,,,,,,,,
