EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2A,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGA,FtPoints,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsPutbacks,Fg2aBlocked,Arc3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg3aBlocked,FTOffRebounds,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,OffensiveGoaltends,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffFTReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,DefensiveGoaltends,Blocked3s,BlockedArc3,BlockedCorner3,on,Clear Path Fouls
101215,1610612745,Will Conroy,Will Conroy,101215,HOU,990.0,16,-14.0,32,30,4.0,3.0,62,1.0,1,2.0,1.0,1.0,3,1.0,2.0,37,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,0.3333333333333333,0.25,0.2,0.25,17.142857142857142,0.5,0.25,1.0,1.0,0.5,0.25,0.5,0.509275,0.4834,5.2,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
101236,1610612745,Chuck Hayes,Chuck Hayes,101236,HOU,71171.0,1186,38.0,2234,2252,292.0,270.0,4486,93.0,190,45.0,,110.0,236,,242.0,2341,57.0,102.0,,64.0,31.0,95.0,7.0,18.0,221.0,28.0,17.0,29.0,57.0,143.0,6.0,68.0,46.0,1.0,0.4661016949152542,0.4661016949152542,0.47265625,,12.264890282131661,0.49122807017543857,0.8050847457627118,0.48947368421052634,0.6038961038961039,0.1906779661016949,,0.8050847457627118,0.5433906779661017,0.5465185185185185,1.5101694915254236,,286.0,26.0,52.0,10.0,25.0,17.0,1.0,22.0,29.0,2.0,60.0,12.0,32.0,2.0,26.0,118.0,50.0,42.0,24.0,42.0,4.0,18.0,93.0,38.0,159.0,8.0,205.0,111.0,316.0,9.0,52.0,28.0,24.0,8.0,2.0,11.0,1.0,7.0,4.0,9.0,89.0,12.0,5.0,27.0,6.0,25.0,30.0,20.0,10.0,30.0,21.0,3.0,1.0,26.0,286.0,2.0,1.0,0.5363636363636364,0.6941176470588235,0.5087719298245614,0.375,0.5087719298245614,0.375,0.5084745762711864,0.3939393939393939,0.17796610169491525,0.18947368421052632,0.13333333333333333,0.1702127659574468,0.1850989522700815,0.12516823687752354,0.17272727272727273,0.05187319884726225,0.18257645968489342,0.1018348623853211,0.12861736334405144,0.13963963963963963,0.10476190476190476,0.042801556420233464,0.07777777777777778,0.16538461538461538,0.20689655172413793,0.18528610354223432,0.17365269461077845,0.16981132075471697,0.10843373493975904,0.7,0.5591397849462365,0.37777777777777777,0.4358974358974359,0.4117647058823529,0.00423728813559322,0.9122807017543859,0.5,0.07692307692307693,0.78125,0.4,0.5327031249999999,0.09803921568627451,0.09803921568627451,0.24793388429752067,0.10743801652892562,0.12802148612354522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2203,1610612745,Shane Battier,Shane Battier,2203,HOU,130108.0,2168,-16.0,4164,4172,936.0,519.0,8336,48.0,88,61.0,142.0,77.0,168,279.0,534.0,4483,33.0,72.0,141.0,120.0,44.0,164.0,15.0,33.0,372.0,39.0,29.0,25.0,64.0,139.0,5.0,133.0,106.0,13.0,0.4583333333333333,0.5111856823266219,0.537525354969574,0.6241610738255033,11.622073578595318,0.609375,0.19686800894854586,0.5454545454545454,0.6075949367088608,0.13646532438478748,0.31767337807606266,0.8210290827740492,0.5368721973094168,0.5708610000000001,5.275595238095238,24.491756272401428,1026.0,9.0,24.0,6.0,13.0,24.0,19.0,77.0,13.0,15.0,77.0,10.0,23.0,37.0,114.0,82.0,20.0,17.0,29.0,69.0,18.0,36.0,37.0,56.0,168.0,14.0,238.0,74.0,312.0,11.0,53.0,33.0,20.0,9.0,1.0,10.0,2.0,3.0,4.0,13.0,97.0,4.0,10.0,34.0,6.0,38.0,76.0,58.0,16.0,76.0,43.0,1.0,,114.0,1026.0,15.0,10.0,0.5324675324675324,0.6119402985074627,0.3939393939393939,0.43478260869565216,0.41333333333333333,0.463855421686747,0.45294117647058824,0.5333333333333333,0.10119047619047619,0.10227272727272728,0.13114754098360656,0.11864406779661017,0.11192538307794804,0.02702702702702703,0.12814645308924486,0.05714285714285714,0.11558307533539731,0.03651825912956478,0.017889087656529516,0.0399002493765586,0.02689486552567237,0.05689277899343545,0.057803468208092484,0.07894736842105263,0.11407766990291263,0.13428120063191154,0.12386706948640483,0.14150943396226415,0.04564315352697095,0.5657894736842105,0.5833333333333334,0.39344262295081966,0.4528301886792453,0.375,0.042505592841163314,0.32,0.375,0.2222222222222222,0.1566265060240964,0.46153846153846156,0.5306469512195122,0.08541666666666667,0.19,0.1441947565543071,0.21348314606741572,0.24639769452449567,5.0,52.0,137.0,7.0,17.0,8.0,26.0,49.0,5.0,25.0,11.0,34.0,101.0,12.0,42.0,19.0,60.0,300.0,3.0,1.0,49.0,4.0,1.0,2.0,5.0,3.0,2.0,1.0,0.9900990099009901,0.36200716845878134,0.2857142857142857,0.31666666666666665,0.36330935251798563,0.014336917562724014,0.014598540145985401,0.014084507042253521,0.007692307692307693,0.2631578947368421,0.2631578947368421,0.8,0.30648769574944074,0.3795620437956204,0.3851851851851852,1.0,0.34507042253521125,0.35,0.9795918367346939,0.22666666666666666,0.4117647058823529,1.0,0.3333333333333333,0.2,1.0,0.3132530120481928,0.3076923076923077,0.40963855421686746,0.3235294117647059,0.3475177304964539,0.010714285714285714,,,,,,True,
2449,1610612745,Luis Scola,Luis Scola,2449,HOU,95516.0,1592,-24.0,3062,3060,665.0,377.0,6122,149.0,230,212.0,4.0,338.0,639,4.0,795.0,3264,93.0,254.0,3.0,50.0,44.0,94.0,12.0,8.0,232.0,53.0,24.0,49.0,102.0,152.0,15.0,164.0,153.0,19.0,0.5289514866979655,0.5279937791601866,0.5582865168539326,0.006220839813374806,23.257142857142856,0.5196078431372549,0.35769828926905134,0.6478260869565218,0.7376237623762376,0.3297045101088647,0.006220839813374806,0.36391912908242613,0.476331308411215,0.523413698630137,8.423787167449142,33.7,666.0,39.0,60.0,32.0,42.0,100.0,197.0,116.0,50.0,19.0,119.0,64.0,110.0,48.0,176.0,422.0,64.0,42.0,32.0,36.0,6.0,23.0,70.0,60.0,244.0,38.0,342.0,97.0,439.0,10.0,33.0,26.0,7.0,8.0,5.0,29.0,1.0,11.0,7.0,20.0,51.0,24.0,21.0,24.0,15.0,65.0,18.0,15.0,3.0,18.0,11.0,4.0,4.0,176.0,666.0,26.0,18.0,0.6242603550295858,0.6895424836601307,0.5376344086021505,0.5818181818181818,0.5319148936170213,0.5663716814159292,0.5666666666666667,0.624113475177305,0.06572769953051644,0.12173913043478261,0.05188679245283019,0.4367816091954023,0.21785714285714286,0.06910167818361303,0.19736842105263158,0.04935622317596566,0.21348314606741572,0.06288032454361055,0.10602409638554217,0.05136986301369863,0.03594771241830065,0.049707602339181284,0.04838709677419355,0.20738636363636365,0.23469387755102042,0.21518987341772153,0.21120689655172414,0.1527777777777778,0.03861003861003861,0.6111111111111112,0.5704697986577181,0.4716981132075472,0.4975124378109453,0.38,0.30637636080870917,0.6382978723404256,0.65,0.20512820512820512,0.37168141592920356,0.7619047619047619,0.47243482142857146,0.09379509379509379,0.09433962264150944,0.14968553459119496,0.22138364779874214,0.21750489875898105,89.0,,,,,,,1.0,,1.0,,3.0,1.0,,1.0,,3.0,3.0,,1.0,1.0,,4.0,,,,,1.0,1.0,0.25,,,0.3333333333333333,,,,0.043010752688172046,0.4517766497461929,0.4587628865979381,0.9887640449438202,,,,,0.25,0.25,1.0,,,,0.010638297872340425,,,,,0.02654867256637168,,0.3333333333333333,,0.015228426395939087,,,,,True,
2755,1610612745,Kevin Martin,Kevin Martin,2755,HOU,18199.0,303,6.0,598,599,191.0,60.0,1197,15.0,29,17.0,31.0,37.0,90,36.0,166.0,656,7.0,36.0,31.0,8.0,10.0,18.0,3.0,3.0,46.0,13.0,4.0,12.0,25.0,10.0,,46.0,69.0,5.0,0.4111111111111111,0.4126984126984127,0.5161290322580645,0.2857142857142857,27.027027027027028,0.52,0.23015873015873015,0.5172413793103449,0.6818181818181818,0.1349206349206349,0.24603174603174602,0.5158730158730159,0.4983178571428571,0.4275142857142858,11.00222222222222,24.880555555555556,178.0,,,2.0,5.0,8.0,44.0,62.0,2.0,1.0,5.0,3.0,24.0,17.0,35.0,38.0,,7.0,7.0,3.0,2.0,2.0,4.0,5.0,19.0,,24.0,6.0,30.0,2.0,8.0,6.0,2.0,2.0,1.0,9.0,2.0,6.0,1.0,10.0,4.0,,1.0,5.0,3.0,26.0,1.0,1.0,,1.0,1.0,,1.0,35.0,178.0,,5.0,0.5135135135135135,0.5135135135135135,0.2857142857142857,0.125,0.2222222222222222,0.2571428571428571,0.25,0.38372093023255816,0.07777777777777778,0.2413793103448276,,,0.0794979079497908,0.023952095808383235,0.07692307692307693,0.0196078431372549,0.07894736842105263,0.022304832713754646,0.03389830508474576,,0.030303030303030304,0.0273972602739726,,0.0375,0.14285714285714285,0.07291666666666667,0.09803921568627451,,0.028169014084507043,1.0,0.6666666666666666,0.47058823529411764,0.47058823529411764,0.125,0.3492063492063492,,,,0.14285714285714285,0.4,0.4565814285714286,0.18,0.23008849557522124,0.030120481927710843,0.21084337349397592,0.2976588628762542,14.0,2.0,5.0,,,,1.0,8.0,,2.0,4.0,10.0,10.0,,2.0,4.0,11.0,27.0,3.0,,8.0,,,,7.0,1.0,,,0.9,0.2777777777777778,,0.36363636363636365,0.2777777777777778,,,,,0.3181818181818182,0.3181818181818182,0.5714285714285714,0.03968253968253968,0.4,0.4,1.0,0.25806451612903225,0.25806451612903225,0.875,,,,0.2222222222222222,,,0.02857142857142857,,0.2857142857142857,0.4,0.25806451612903225,0.02702702702702703,,,,,,True,
201171,1610612745,Carl Landry,Carl Landry,201171,HOU,44859.0,748,-5.0,1431,1429,452.0,194.0,2860,107.0,158,86.0,,162.0,294,,456.0,1570,48.0,146.0,,11.0,8.0,19.0,,5.0,46.0,16.0,7.0,32.0,48.0,80.0,17.0,130.0,159.0,16.0,0.5510204081632653,0.5510204081632653,0.6232876712328768,,24.700956937799045,0.3333333333333333,0.5374149659863946,0.6772151898734177,0.8492063492063492,0.2925170068027211,,0.5374149659863946,0.4954625850340137,0.5405263157894737,5.309183673469389,,545.0,28.0,38.0,39.0,50.0,37.0,50.0,132.0,33.0,35.0,101.0,57.0,91.0,65.0,179.0,178.0,46.0,46.0,8.0,4.0,2.0,17.0,52.0,19.0,56.0,9.0,84.0,69.0,153.0,6.0,10.0,4.0,6.0,2.0,2.0,9.0,1.0,6.0,5.0,19.0,30.0,10.0,4.0,4.0,16.0,71.0,24.0,15.0,9.0,24.0,13.0,3.0,2.0,179.0,545.0,10.0,16.0,0.5493827160493827,0.6402877697841727,0.6875,0.6263736263736264,0.6875,0.6263736263736264,0.7890625,0.6953125,0.1564625850340136,0.20253164556962025,0.16279069767441862,0.17307692307692307,0.11570247933884298,0.10721649484536082,0.12025316455696203,0.0845771144278607,0.11682242990654206,0.10058309037900874,0.1518324607329843,0.09868421052631579,0.056338028169014086,0.08088235294117647,0.09230769230769231,0.1450381679389313,0.11486486486486487,0.0975609756097561,0.10833333333333334,0.15789473684210525,0.06976744186046512,0.5416666666666666,0.5514018691588785,0.43023255813953487,0.5138888888888888,0.4594594594594595,0.17006802721088435,0.7916666666666666,0.7368421052631579,0.14285714285714285,0.5494505494505495,0.78,0.5121791208791209,0.2034383954154728,0.2034383954154728,0.22149122807017543,0.3925438596491228,0.3808525506638714,18.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.36,0.36,0.7222222222222222,,,,,,,,,,,,,,,,,,,,,1.0,,,,True,
201978,1610612745,Chase Budinger,Chase Budinger,201978,HOU,24557.0,409,-13.0,796,795,190.0,101.0,1591,20.0,36,11.0,43.0,38.0,79,64.0,162.0,906,13.0,22.0,43.0,23.0,10.0,33.0,2.0,8.0,76.0,15.0,14.0,10.0,25.0,17.0,2.0,24.0,28.0,3.0,0.4810126582278481,0.4965034965034965,0.5159235668789809,0.44755244755244755,19.504310344827587,0.6,0.2517482517482518,0.5555555555555556,0.625,0.07692307692307693,0.3006993006993007,0.6993006993006993,0.5310447552447554,0.5431394736842104,8.827848101265824,24.645312500000006,239.0,3.0,9.0,5.0,10.0,1.0,32.0,20.0,4.0,,14.0,6.0,19.0,6.0,30.0,54.0,4.0,5.0,8.0,10.0,5.0,2.0,6.0,13.0,43.0,5.0,61.0,8.0,69.0,1.0,8.0,8.0,,3.0,1.0,1.0,,3.0,1.0,4.0,4.0,2.0,1.0,3.0,1.0,12.0,4.0,4.0,,4.0,3.0,1.0,,30.0,239.0,7.0,2.0,0.7105263157894737,0.75,0.3076923076923077,0.3157894736842105,0.3181818181818182,0.3333333333333333,0.3181818181818182,0.36585365853658536,0.06329113924050633,0.1111111111111111,0.09090909090909091,0.19230769230769232,0.15302491103202848,0.022641509433962263,0.1566265060240964,0.01818181818181818,0.15384615384615385,0.021333333333333333,0.018518518518518517,0.03614457831325301,0.013513513513513514,0.02702702702702703,,0.1527777777777778,0.07777777777777778,0.21008403361344538,0.1694915254237288,0.125,0.01282051282051282,0.75,0.75,0.09090909090909091,0.1,,0.22377622377622378,0.4090909090909091,0.3333333333333333,0.3333333333333333,0.2777777777777778,0.5,0.5337652777777777,0.07792207792207792,0.13333333333333333,0.08641975308641975,0.18518518518518517,0.30025125628140703,17.0,8.0,21.0,1.0,4.0,2.0,7.0,14.0,1.0,5.0,2.0,10.0,22.0,2.0,9.0,4.0,17.0,66.0,,,14.0,,,,,,,,1.0,0.34375,0.2222222222222222,0.23529411764705882,0.34375,,,,,0.53125,0.53125,0.7058823529411765,0.14685314685314685,0.38095238095238093,0.38095238095238093,1.0,0.32558139534883723,0.32558139534883723,1.0,0.18181818181818182,0.25,1.0,0.22727272727272727,0.2,1.0,0.19444444444444445,0.2857142857142857,0.2777777777777778,0.2,0.32558139534883723,,,,,,,True,
2431,1610612745,David Andersen,David Andersen,2431,HOU,23903.0,398,-6.0,754,749,115.0,92.0,1503,19.0,30,49.0,38.0,59.0,124,38.0,190.0,839,21.0,38.0,38.0,13.0,3.0,16.0,,4.0,35.0,8.0,3.0,7.0,15.0,53.0,4.0,32.0,29.0,5.0,0.47580645161290325,0.5216049382716049,0.5397727272727273,0.2345679012345679,21.80365296803653,0.5333333333333333,0.18518518518518517,0.6333333333333333,0.6785714285714286,0.30246913580246915,0.2345679012345679,0.41975308641975306,0.47480740740740746,0.513265625,10.303225806451612,24.88684210526316,205.0,5.0,11.0,7.0,10.0,21.0,45.0,21.0,6.0,5.0,17.0,13.0,25.0,9.0,50.0,80.0,10.0,5.0,3.0,6.0,3.0,6.0,12.0,12.0,46.0,8.0,66.0,18.0,84.0,2.0,5.0,4.0,1.0,1.0,1.0,5.0,,1.0,1.0,5.0,28.0,2.0,5.0,2.0,1.0,10.0,4.0,4.0,,4.0,2.0,,2.0,50.0,205.0,2.0,5.0,0.6779661016949152,0.7407407407407407,0.2857142857142857,0.52,0.2608695652173913,0.5857142857142857,0.3269230769230769,0.6097560975609756,0.04032258064516129,0.06666666666666667,0.061224489795918366,0.5,0.17293233082706766,0.04780876494023904,0.13953488372093023,0.05217391304347826,0.16477272727272727,0.04918032786885246,0.07291666666666667,0.04819277108433735,0.013888888888888888,0.034482758620689655,0.10714285714285714,0.16,0.2054794520547945,0.16101694915254236,0.14754098360655737,0.12,0.024691358024691357,0.5,0.7368421052631579,0.42857142857142855,0.45652173913043476,0.38095238095238093,0.2777777777777778,0.4782608695652174,0.45454545454545453,,0.2857142857142857,0.7,0.49910571428571426,0.05847953216374269,0.07518796992481203,0.08947368421052632,0.2631578947368421,0.2718832891246684,19.0,,,,,,,17.0,,2.0,5.0,10.0,17.0,,2.0,5.0,10.0,48.0,3.0,,17.0,,,,,,,,0.9411764705882353,0.4473684210526316,,0.5,0.4473684210526316,,,,,0.4222222222222222,0.4222222222222222,0.9473684210526315,,,,,0.4473684210526316,0.4473684210526316,0.9411764705882353,,,,0.08695652173913043,,,,,0.2857142857142857,0.5,0.4473684210526316,,,,,,,True,
2772,1610612745,Trevor Ariza,Trevor Ariza,2772,HOU,87175.0,1453,-33.0,2799,2804,650.0,365.0,5603,110.0,202,49.0,180.0,143.0,350,235.0,603.0,3005,42.0,168.0,180.0,100.0,34.0,134.0,16.0,28.0,302.0,43.0,24.0,41.0,84.0,83.0,12.0,102.0,135.0,8.0,0.4085714285714286,0.44188034188034186,0.46816770186335405,0.4017094017094017,22.54567977702075,0.5119047619047619,0.3452991452991453,0.5445544554455446,0.6547619047619048,0.08376068376068375,0.3076923076923077,0.747008547008547,0.5451107692307692,0.5376018518518519,6.651999999999999,24.849361702127663,694.0,19.0,29.0,22.0,47.0,7.0,99.0,86.0,20.0,12.0,73.0,29.0,73.0,30.0,121.0,118.0,22.0,41.0,18.0,50.0,22.0,10.0,31.0,50.0,104.0,16.0,170.0,44.0,214.0,6.0,60.0,39.0,21.0,5.0,7.0,19.0,,14.0,7.0,16.0,38.0,3.0,2.0,5.0,15.0,66.0,15.0,8.0,6.0,17.0,10.0,1.0,,121.0,694.0,8.0,9.0,0.4125874125874126,0.44696969696969696,0.47619047619047616,0.3972602739726027,0.4420289855072464,0.3888888888888889,0.48026315789473684,0.4416058394160584,0.11714285714285715,0.16831683168316833,0.10204081632653061,0.2191780821917808,0.10721649484536082,0.03311965811965812,0.16835016835016836,0.023809523809523808,0.12154696132596685,0.03023598820058997,0.04950495049504951,0.022988505747126436,0.01845018450184502,0.025559105431309903,0.018691588785046728,0.05787781350482315,0.09019607843137255,0.15594059405940594,0.15021459227467812,0.234375,0.0189873417721519,0.5882352941176471,0.45454545454545453,0.14285714285714285,0.1590909090909091,0.14285714285714285,0.16923076923076924,0.42028985507246375,0.6551724137931034,0.15789473684210525,0.4017094017094017,0.46808510638297873,0.5397487179487178,0.10534591194968554,0.16458852867830423,0.12106135986733002,0.20066334991708126,0.24794569489103252,26.0,21.0,55.0,2.0,7.0,1.0,9.0,56.0,5.0,20.0,10.0,35.0,77.0,7.0,27.0,11.0,44.0,192.0,39.0,,56.0,1.0,3.0,1.0,1.0,1.0,1.0,,0.8311688311688312,0.3276595744680851,0.25925925925925924,0.25,0.3276595744680851,0.00425531914893617,0.01818181818181818,,0.031578947368421054,0.26262626262626265,0.26804123711340205,0.3076923076923077,0.09401709401709402,0.38181818181818183,0.3888888888888889,0.9047619047619048,0.3111111111111111,0.3111111111111111,0.8035714285714286,0.10144927536231885,0.2857142857142857,0.5,0.2898550724637681,0.25,0.8,0.07692307692307693,0.1111111111111111,0.29914529914529914,0.2857142857142857,0.3111111111111111,0.00425531914893617,0.020202020202020204,1.0,2.0,1.0,1.0,True,
2407,1610612745,Jared Jeffries,Jared Jeffries,2407,HOU,4337.0,72,-27.0,138,148,52.0,17.0,286,6.0,11,3.0,,7.0,15,,16.0,160,6.0,10.0,,2.0,,2.0,,2.0,4.0,,,2.0,2.0,11.0,1.0,4.0,5.0,1.0,0.4666666666666667,0.4666666666666667,0.47058823529411764,,11.949685534591195,,0.7333333333333333,0.5454545454545454,0.6,0.2,,0.7333333333333333,0.52746,0.5848249999999999,3.0066666666666664,,27.0,3.0,6.0,3.0,5.0,,1.0,2.0,3.0,1.0,7.0,4.0,6.0,2.0,10.0,4.0,6.0,1.0,,,,2.0,8.0,,6.0,,6.0,10.0,16.0,2.0,2.0,1.0,1.0,,,,,,,,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,,10.0,27.0,1.0,1.0,0.2857142857142857,0.5,0.5,0.6666666666666666,0.5,0.6666666666666666,0.4375,0.7142857142857143,0.06666666666666667,0.09090909090909091,,,0.1276595744680851,0.14035087719298245,,0.09090909090909091,0.09523809523809523,0.12658227848101267,0.21052631578947367,0.06666666666666667,0.13043478260869565,0.07142857142857142,0.125,0.25,0.17647058823529413,,,,0.2857142857142857,1.0,0.16666666666666666,,,,0.06666666666666667,1.0,0.5,,0.8333333333333334,0.6,0.5655833333333334,0.125,0.125,0.4375,0.625,0.1956521739130435,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,True,
