EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,PenaltyOffPossExcludingTakeFouls,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,FtPoints,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,ThreePtAssists,Arc3Assists,OffThreePtRebounds,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,DefFTReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyPointsPct,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFg3Pct,PenaltyEfgPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceTurnovers,PenaltyTurnovers,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,SelfOReb,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffAtRimReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,LongMidRangeFGM,SecondChanceFtPoints,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,DefensiveGoaltends,LongMidRangePctBlocked,DefShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyFG2M,ThreePtShootingFoulsDrawn,PenaltyFg2Pct,ThreePtShootingFoulsDrawnPct,PenaltyAtRimFGM,PenaltyAtRimFGA,LostBallOutOfBoundsTurnovers,Offensive Fouls,BlockedAtRim,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,on,Loose Ball Fouls,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,Corner3Assists,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,BlockedLongMidRange,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,FTOffRebounds,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,BlockedCorner3,Corner3PctBlocked
101183,1610612748,Shavlik Randolph,Shavlik Randolph,101183,MIA,300.0,5,8.0,8,8,2.0,1,16,2,1.0,1.0,1.0,1.0,2.0,0.5,0.16666666666666666,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200821,1610612748,Yakhouba Diawara,Yakhouba Diawara,200821,MIA,2666.0,44,-3.0,90,88,25.0,39,178,91,1.0,3.0,4.0,8.0,25.0,0.041666666666666664,0.09375,,0.2777777777777778,11.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,6.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.25,0.25,0.25,0.6,0.25,0.5,12.62135922330097,1.0,0.030303030303030304,0.25,0.024390243902439025,0.05263157894736842,0.1111111111111111,0.2857142857142857,0.2,0.5,1.0,1.0,0.2,0.2,0.4,0.25,0.25,1.0,0.5,0.5,0.5,0.8,0.25,0.5437000000000001,0.5789500000000001,0.441475,9.149999999999999,24.63333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,1439.0,24,-10.0,49,48,15.0,27,97,50,1.0,3.0,4.0,1.0,15.0,0.07692307692307693,0.1111111111111111,0.16666666666666666,0.30612244897959184,6.0,1.0,2.0,,,,,,2.0,,2.0,3.0,,2.0,6.0,,,,,,,2.0,,1.0,3.0,5.0,2.0,,1.0,12.0,,1.0,1.0,1.0,,2.0,1.0,1.0,4.0,1.0,,,,,,,0.6666666666666666,0.4,0.5,0.4,0.3333333333333333,0.5,17.54385964912281,0.5,,0.2,0.04,,,,0.4,0.5,1.0,,,,0.4,,,,,,,0.8,,0.5024,,,2.9,25.049999999999997,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,0.1111111111111111,0.16666666666666666,0.5,1.0,0.2,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,1610612748,Jamaal Magloire,Jamaal Magloire,2048,MIA,391.0,7,7.0,12,12,2.0,5,24,7,1.0,3.0,3.0,1.0,2.0,0.3333333333333333,0.2857142857142857,,0.16666666666666666,,1.0,1.0,,,,,,,,1.0,1.0,,,2.0,,,,,2.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,8.333333333333334,,,0.25,,,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,0.5306,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,1610612748,James Jones,James Jones,2592,MIA,300.0,5,8.0,8,8,2.0,1,16,2,,,,,2.0,,,,0.25,,,,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,3.0,,,,1.0,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,0.75,0.75,0.5,,,25.0,,,,,,,,,,,,0.5,,0.5,1.0,1.0,1.0,,,,0.5,1.0,0.3724,,0.3258,19.0,26.7,,,,,3.0,,,,,,,,,,,,,3.0,,1.5,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201161,1610612748,Daequan Cook,Daequan Cook,201161,MIA,782.0,13,-9.0,28,27,18.0,21,55,30,2.0,2.0,3.0,,18.0,0.3333333333333333,0.25,0.5,0.6428571428571429,6.0,,,,2.0,,,,,,,3.0,,,,1.0,,2.0,,,,,,1.0,2.0,2.0,1.0,,1.0,4.0,1.0,,1.0,,,2.0,1.0,1.0,2.0,,,,,,,,,,,,0.3333333333333333,,14.285714285714286,1.0,0.08333333333333333,,0.06666666666666667,,,,,,,,0.6666666666666666,,,,,,,,,,,0.38809999999999995,0.3811,0.39175,15.9,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,1.0,2.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201202,1610612748,Joel Anthony,Joel Anthony,201202,MIA,390.0,6,-11.0,14,13,7.0,7,27,18,,4.0,7.0,3.0,7.0,,,,0.5,2.0,1.0,3.0,2.0,,,,,,,1.0,3.0,,,3.0,2.0,,,,,,,,1.0,,,,,,,2.0,,3.0,,,,,,,3.0,,,,,,,0.3333333333333333,0.3333333333333333,0.375,,0.3333333333333333,0.3333333333333333,23.52941176470588,,0.3333333333333333,,0.375,,,,1.0,0.3333333333333333,0.5,,,,,,,,1.0,,,1.0,,0.6234000000000001,0.5709,,,,,,1.0,1.0,1.0,2.0,,,1.0,4.0,,,,,1.0,2.0,,1.0,,0.5,1.0,0.5,,,,,,0.3333333333333333,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.25,0.25,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201563,1610612748,Michael Beasley,Michael Beasley,201563,MIA,1690.0,28,-6.0,58,60,11.0,21,118,63,6.0,6.0,6.0,3.0,11.0,0.35294117647058826,0.3,0.16666666666666666,0.1896551724137931,7.0,4.0,5.0,2.0,5.0,1.0,,,,,5.0,11.0,,1.0,13.0,2.0,,,,8.0,,,,2.0,,1.0,,,,3.0,,,,2.0,1.0,,,,,3.0,,0.8,0.8,,,,0.45454545454545453,0.4166666666666667,0.4583333333333333,0.08333333333333333,0.18181818181818182,0.2,17.91044776119403,,,,,,0.3333333333333333,,0.4166666666666667,0.8,1.0,0.75,0.4166666666666667,0.08333333333333333,,,,,1.0,,,0.5,,0.496075,0.5828,,8.89090909090909,23.5,,1.0,3.0,,,2.0,1.0,1.0,,,1.0,,,,2.0,3.0,,,,,,,,,0.08333333333333333,,,,,,,,,,,,,,,1.0,1.0,3.0,,,1.0,,,,,0.5,0.5,0.75,,,,,0.5,0.08333333333333333,0.09090909090909091,0.23076923076923078,1.0,1.0,1.0,1.0,2.0,1.0,0.2,0.6,0.2,0.25,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,1610612748,Carlos Arroyo,Carlos Arroyo,2306,MIA,1306.0,22,2.0,44,42,14.0,13,86,46,,1.0,1.0,3.0,14.0,,0.07142857142857142,,0.3181818181818182,5.0,,,,7.0,,,,,,4.0,7.0,,,12.0,,,3.0,,6.0,,,,,4.0,4.0,2.0,,2.0,8.0,,1.0,,1.0,1.0,,,,,,2.0,0.75,0.75,,,,0.5714285714285714,0.5714285714285714,0.6666666666666666,,,,18.367346938775512,,,0.3333333333333333,,,,0.3333333333333333,,,,,1.0,,,,,,,,,,,0.4145142857142857,,0.39923333333333333,18.457142857142856,,,,4.0,,2.0,2.0,,,,,,,,,2.0,5.0,,2.0,,0.3333333333333333,,,,,,,,0.16666666666666666,,,,,0.3333333333333333,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.2222222222222222,0.125,,4.0,,,,,,,,0.5714285714285714,0.5714285714285714,0.75,,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,620.0,10,-1.0,23,19,8.0,17,42,23,2.0,3.0,4.0,2.0,8.0,0.4,0.3333333333333333,,0.34782608695652173,5.0,,,,1.0,,,,,,1.0,1.0,,,4.0,,,1.0,,2.0,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,7.142857142857142,,0.1,,0.08333333333333333,,0.5,,,,,,1.0,,,,,,,,,,,0.4206,,0.4206,18.4,,,,2.0,2.0,4.0,,,,,1.0,,,,,1.0,2.0,,4.0,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,0.5,,,,,,1.0,,,,,,,,,,,,,0.5,0.5,,1.0,,1.0,,,,,0.5,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
