EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Steals,BadPassSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,ThreePtAssists,Assists,Arc3Assists,AssistPoints,Offensive Fouls Drawn,Corner3Frequency,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3A,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,Fg2aBlocked,AtRimAssists,LongMidRangeAssists,Defensive 3 Seconds Violations,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Corner3Assists,SelfOReb,SelfORebPct,FTOffRebounds,OffFTReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,on,BlockedArc3,HeaveMakes,Clear Path Fouls,OffensiveGoaltends,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct
1499,1610612751,Tony Battie,Tony Battie,1499,NJN,330.0,6.0,4.0,13.0,13.0,3.0,13.0,26.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,7.0,8.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.625,0.7,0.5,0.25,38.46153846153846,0.75,0.3333333333333333,0.3333333333333333,1.0,0.25,1.0,1.0,1.0,0.25,1.0,0.4505125,0.3484,0.2,0.25,0.2857142857142857,17.2,26.2,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
200809,1610612751,Chris Quinn,Chris Quinn,200809,NJN,397.0,7.0,,14.0,15.0,3.0,15.0,29.0,,,1.0,2.0,,,1.0,3.0,,3.0,13.0,,,,,3.0,2.0,1.0,,,2.0,,,,3.0,,,1.0,0.3333333333333333,0.3333333333333333,,0.5,0.5,,1.0,21.428571428571427,,,,,0.6666666666666666,0.5,0.5,1.0,1.0,0.5,0.5627,,,,,,25.233333333333334,0.21428571428571427,1.0,1.0,1.0,1.0,3.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201157,1610612751,Sean Williams,Sean Williams,201157,NJN,13643.0,227.0,-26.0,449.0,451.0,183.0,170.0,900.0,1.0,7.0,,1.0,21.0,48.0,,1.0,10.0,52.0,434.0,21.0,7.0,27.0,24.0,,1.0,,8.0,6.0,17.0,17.0,5.0,27.0,183.0,0.5714285714285714,0.8571428571428571,,,,0.4375,0.42857142857142855,0.45614035087719296,0.5,0.02040816326530612,15.009746588693957,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.0,0.02040816326530612,,,,0.46938775510204084,,0.4661183673469386,0.47491363636363637,0.09433962264150944,0.09615384615384616,0.5192307692307693,6.239583333333335,24.4,0.40757238307349664,,,1.0,,2.0,6.0,,59.0,14.0,22.0,9.0,12.0,8.0,11.0,6.0,19.0,1.0,9.0,13.0,1.0,19.0,10.0,1.0,18.0,14.0,1.0,1.0,2.0,19.0,7.0,15.0,3.0,25.0,21.0,46.0,2.0,8.0,1.0,3.0,12.0,2.0,5.0,2.0,20.0,2.0,8.0,24.0,41.0,5.0,4.0,1.0,1.0,4.0,18.0,1.0,14.0,1.0,4.0,19.0,13.0,4.0,3.0,4.0,4.0,0.6923076923076923,0.47619047619047616,0.6923076923076923,0.45454545454545453,0.6785714285714286,0.4,0.15789473684210525,0.10344827586206896,0.10555555555555556,0.1346153846153846,0.05,0.1116751269035533,0.09545454545454546,0.08928571428571429,0.12280701754385964,0.1044776119402985,0.038461538461538464,0.07142857142857142,0.06451612903225806,0.23529411764705882,0.061224489795918366,0.11363636363636363,0.25,0.6842105263157895,0.4489795918367347,0.6363636363636364,0.6363636363636364,0.42857142857142855,0.3877551020408163,0.3157894736842105,0.3157894736842105,0.8333333333333334,0.9230769230769231,0.75,0.1111111111111111,0.5,0.7272727272727273,0.045454545454545456,0.5509230769230768,0.36538461538461536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201944,1610612751,Terrence Williams,Terrence Williams,201944,NJN,9985.0,166.0,,331.0,330.0,149.0,119.0,661.0,4.0,22.0,1.0,10.0,21.0,54.0,3.0,13.0,11.0,62.0,301.0,21.0,6.0,22.0,16.0,6.0,9.0,1.0,7.0,7.0,13.0,16.0,5.0,22.0,149.0,0.38095238095238093,0.4,0.6666666666666666,0.23076923076923078,0.25,0.3888888888888889,0.3805970149253731,0.41333333333333333,0.3333333333333333,0.19402985074626866,22.666666666666668,0.3283582089552239,0.18181818181818182,0.18181818181818182,0.5,0.14925373134328357,0.1,0.1,,0.4626865671641791,0.1111111111111111,0.4793893939393939,0.4666107142857143,0.06944444444444445,0.0847457627118644,0.3548387096774194,9.427777777777779,27.753846153846155,0.4501510574018127,3.0,6.0,14.0,6.0,34.0,,0.04477611940298507,42.0,12.0,18.0,1.0,1.0,4.0,7.0,5.0,14.0,6.0,1.0,3.0,,2.0,5.0,8.0,26.0,2.0,8.0,1.0,,3.0,10.0,19.0,3.0,32.0,3.0,35.0,,6.0,2.0,3.0,5.0,1.0,3.0,1.0,11.0,1.0,3.0,8.0,11.0,,1.0,,,3.0,1.0,,1.0,,,1.0,,,,,1.0,0.3333333333333333,0.23809523809523808,0.25,0.27586206896551724,0.25,0.5454545454545454,0.1875,0.18095238095238095,0.024193548387096774,0.25,,0.2,0.0196078431372549,,0.02564102564102564,0.04,,,0.14285714285714285,0.10714285714285714,0.2857142857142857,0.2702702702702703,,,0.26865671641791045,0.6666666666666666,0.75,0.3333333333333333,0.208955223880597,0.35714285714285715,0.38461538461538464,0.4,0.25,1.0,,0.2413793103448276,0.5714285714285714,0.20689655172413793,0.4701625,0.03225806451612903,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,0.25,0.05555555555555555,0.1111111111111111,0.07142857142857142,0.6666666666666666,0.6666666666666666,1.0,0.25,0.06896551724137931,0.5,0.16666666666666666,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2239,1610612751,Trenton Hassell,Trenton Hassell,2239,NJN,7498.0,125.0,13.0,246.0,247.0,71.0,96.0,493.0,2.0,11.0,,,9.0,21.0,,,3.0,21.0,215.0,5.0,1.0,7.0,8.0,,,,1.0,,7.0,5.0,3.0,7.0,71.0,0.4444444444444444,0.5714285714285714,,,,0.42857142857142855,0.42857142857142855,0.45652173913043476,0.5833333333333334,,9.642857142857144,0.5238095238095238,0.18181818181818182,0.18181818181818182,1.0,,,,,0.42857142857142855,,0.4677428571428571,0.44854000000000005,0.13043478260869565,0.13043478260869565,0.3333333333333333,10.428571428571429,,0.2886178861788618,,2.0,9.0,1.0,20.0,2.0,,29.0,7.0,9.0,3.0,3.0,2.0,3.0,,1.0,,3.0,4.0,,6.0,3.0,,10.0,4.0,7.0,2.0,,5.0,3.0,13.0,1.0,17.0,5.0,22.0,1.0,2.0,,2.0,2.0,,,2.0,4.0,1.0,2.0,3.0,7.0,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,,,,1.0,,0.75,0.6,0.75,0.6,0.75,0.5,0.1111111111111111,0.15294117647058825,0.049019607843137254,0.0967741935483871,,0.13793103448275862,0.04,0.10714285714285714,0.03225806451612903,0.023255813953488372,,,0.11428571428571428,0.05,0.26666666666666666,0.07692307692307693,0.2,,0.42857142857142855,0.7777777777777778,0.7777777777777778,0.2857142857142857,0.047619047619047616,,,,0.75,1.0,,0.6,0.6666666666666666,,0.5737,0.2857142857142857,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1747,1610612751,Rafer Alston,Rafer Alston,1747,NJN,8039.0,134.0,-13.0,265.0,265.0,106.0,81.0,530.0,2.0,9.0,4.0,13.0,15.0,45.0,4.0,17.0,4.0,46.0,253.0,16.0,,21.0,2.0,9.0,13.0,4.0,7.0,3.0,10.0,6.0,4.0,21.0,106.0,0.06666666666666667,0.06666666666666667,0.75,0.23529411764705882,0.23529411764705882,0.3333333333333333,0.3387096774193548,0.359375,0.3888888888888889,0.27419354838709675,23.202614379084967,0.14516129032258066,0.2222222222222222,0.2222222222222222,,0.20967741935483872,0.3076923076923077,0.3076923076923077,0.75,0.5,0.3076923076923077,0.4704032258064516,0.48490555555555565,0.0625,0.0851063829787234,0.45652173913043476,8.06,24.582352941176474,0.4,4.0,2.0,10.0,1.0,22.0,,0.06451612903225806,40.0,6.0,14.0,,1.0,2.0,7.0,7.0,22.0,8.0,1.0,2.0,,2.0,6.0,11.0,28.0,,8.0,1.0,,3.0,1.0,7.0,3.0,11.0,3.0,14.0,4.0,5.0,1.0,3.0,2.0,1.0,2.0,,7.0,,3.0,6.0,12.0,,,,2.0,,,,,,,,,,,2.0,,0.5,0.375,0.5,0.3888888888888889,0.5,0.7142857142857143,0.21428571428571427,0.07954545454545454,0.02857142857142857,0.034482758620689655,,0.06837606837606838,0.022900763358778626,0.02702702702702703,0.06060606060606061,,,,0.05263157894736842,,0.15625,0.041666666666666664,,,0.22580645161290322,0.42857142857142855,0.5,,0.3548387096774194,0.3181818181818182,0.35,0.14285714285714285,0.5,,,0.25925925925925924,0.2857142857142857,0.2962962962962963,0.5563,0.043478260869565216,,,3.0,,3.0,,3.0,3.0,,4.0,4.0,3.0,,0.2727272727272727,0.08888888888888889,0.14285714285714285,0.09090909090909091,,,,,0.1111111111111111,,0.375,1.0,1.0,0.02631578947368421,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
200767,1610612751,Josh Boone,Josh Boone,200767,NJN,2464.0,41.0,9.0,86.0,87.0,51.0,46.0,173.0,,,,,6.0,8.0,,,,12.0,78.0,3.0,,4.0,8.0,,,,4.0,3.0,3.0,3.0,2.0,4.0,51.0,0.6666666666666666,1.0,,,,0.75,0.75,0.6666666666666666,0.5,,11.428571428571429,,,,,,,,,0.875,,0.5783375,0.6235,0.2222222222222222,0.2222222222222222,0.3333333333333333,1.3125,,0.5930232558139535,,1.0,5.0,,11.0,,,18.0,5.0,7.0,3.0,5.0,2.0,3.0,1.0,1.0,,3.0,5.0,,6.0,2.0,,4.0,4.0,4.0,2.0,2.0,5.0,,,2.0,2.0,8.0,10.0,1.0,2.0,,2.0,1.0,,,,3.0,1.0,,2.0,3.0,,1.0,,1.0,,1.0,,1.0,,,1.0,1.0,,,,,0.6,0.6666666666666666,0.6,0.6666666666666666,0.5,0.6666666666666666,0.5,,0.15625,,0.2,,0.16666666666666666,0.1111111111111111,0.2222222222222222,0.14285714285714285,0.16666666666666666,0.25,,,,,,1.0,0.875,0.7142857142857143,0.7142857142857143,0.6,0.125,1.0,1.0,1.0,1.0,0.6,0.3333333333333333,1.0,0.6666666666666666,,0.58726,0.5,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,0.5,1.0,0.125,,,,,,,,,,,,,,,True,,,,,,,,,,,
201584,1610612751,Courtney Lee,Courtney Lee,201584,NJN,3654.0,61.0,-50.0,119.0,120.0,61.0,59.0,239.0,5.0,7.0,2.0,4.0,10.0,15.0,2.0,5.0,5.0,31.0,144.0,7.0,4.0,22.0,6.0,6.0,3.0,2.0,2.0,,4.0,8.0,3.0,22.0,61.0,0.3,0.3,1.0,0.4,0.5,0.6666666666666666,0.65,0.6458333333333334,0.7857142857142857,0.25,22.307692307692307,0.35,0.7142857142857143,0.7142857142857143,0.2,0.2,0.5,0.5,1.0,0.55,0.6666666666666666,0.5089552631578947,0.5317550000000001,0.13043478260869565,0.16666666666666666,0.7096774193548387,9.106666666666666,28.759999999999998,0.5126050420168067,1.0,,2.0,,4.0,,0.05,10.0,4.0,6.0,,,2.0,3.0,1.0,2.0,4.0,,,,3.0,6.0,4.0,14.0,,2.0,,,1.0,3.0,5.0,1.0,9.0,1.0,10.0,2.0,1.0,2.0,1.0,4.0,,,,5.0,1.0,1.0,2.0,5.0,,,,,1.0,1.0,,1.0,,,1.0,,,,2.0,1.0,,0.8571428571428571,1.5,0.8181818181818182,1.5,0.2,0.14285714285714285,0.13157894736842105,0.024390243902439025,0.21428571428571427,,0.15384615384615385,0.018867924528301886,0.06666666666666667,,,,,0.15,0.1111111111111111,0.1111111111111111,0.25,,,0.3,0.6666666666666666,1.0,0.5,0.1,0.5,0.5,,,,,0.2727272727272727,0.6666666666666666,0.36363636363636365,0.53985,0.0967741935483871,,,,1.0,2.0,1.0,2.0,,1.0,2.0,2.0,,,0.5,0.13333333333333333,0.3333333333333333,,,,,1.0,,,0.5,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,
201604,1610612751,Chris Douglas-Roberts,Chris Douglas-Roberts,201604,NJN,7803.0,130.0,-37.0,248.0,250.0,100.0,81.0,498.0,4.0,11.0,1.0,3.0,21.0,53.0,1.0,4.0,9.0,54.0,245.0,21.0,6.0,18.0,18.0,3.0,3.0,1.0,6.0,4.0,9.0,12.0,5.0,18.0,100.0,0.42857142857142855,0.45,1.0,0.25,0.25,0.39622641509433965,0.39473684210526316,0.4274193548387097,0.34,0.07017543859649122,24.65277777777778,0.19298245614035087,0.36363636363636365,0.4,0.75,0.05263157894736842,0.3333333333333333,0.3333333333333333,1.0,0.5789473684210527,0.3333333333333333,0.4996929824561402,0.5348818181818181,0.08196721311475409,0.08771929824561403,0.3333333333333333,5.70943396226415,25.0,0.4032258064516129,1.0,2.0,10.0,2.0,22.0,,0.017543859649122806,36.0,13.0,29.0,2.0,4.0,5.0,15.0,4.0,13.0,,3.0,5.0,1.0,7.0,6.0,1.0,24.0,2.0,8.0,3.0,,4.0,6.0,9.0,,15.0,4.0,19.0,2.0,4.0,,2.0,5.0,,2.0,1.0,9.0,,5.0,2.0,8.0,,3.0,,1.0,1.0,,,,,,,,,,1.0,1.0,0.6,0.2857142857142857,0.5,0.2727272727272727,0.5,0.4444444444444444,,0.11392405063291139,0.03418803418803419,0.16666666666666666,,0.13043478260869565,0.029411764705882353,0.08333333333333333,,0.022727272727272728,,,0.15151515151515152,,0.12903225806451613,0.20689655172413793,,,0.5087719298245614,0.4482758620689655,0.5652173913043478,0.38461538461538464,0.22807017543859648,0.3076923076923077,0.3333333333333333,0.25,0.6666666666666666,0.5,,0.6818181818181818,0.3333333333333333,,0.5078916666666666,0.12962962962962962,,,1.0,1.0,,1.0,,,,8.0,2.0,3.0,,,0.1509433962264151,0.20689655172413793,0.07692307692307693,,,,0.16666666666666666,0.045454545454545456,,,,,,,,,,,,,,1.0,0.09090909090909091,,,,,,,True,,,,,,,,,,,
2039,1610612751,Keyon Dooling,Keyon Dooling,2039,NJN,414.0,7.0,7.0,14.0,15.0,13.0,6.0,29.0,,1.0,1.0,1.0,,1.0,2.0,3.0,,6.0,10.0,1.0,,6.0,,3.0,1.0,1.0,,,,,,6.0,13.0,,,0.5,0.6666666666666666,0.6666666666666666,,0.75,0.75,0.75,0.75,25.0,0.25,,,,0.25,1.0,1.0,,0.75,1.0,0.568425,0.568425,,,1.0,19.2,23.333333333333332,0.9285714285714286,2.0,,,,,,0.5,3.0,,,,,,,,,1.0,,,,3.0,,3.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.75,1.5,,,0.25,,,,0.25,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.25,0.65355,0.5,1.0,1.0,2.0,,1.0,1.0,2.0,3.0,,,,,,0.6666666666666666,,,,0.5,0.5,1.0,,0.5,0.5,1.0,,,,,,,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,True,,,,,,,,,,,
