EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Blocked3s,BlockedArc3,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffCorner3ReboundPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,BlockedCorner3,Arc3PctBlocked,on,HeaveMakes
101150,1610612755,Lou Williams,Lou Williams,101150,PHI,61431.0,1024,40,1973,1948,397,463.0,233,3921,70.0,125,4.0,7.0,14.0,26.0,19.0,49.0,34.0,73.0,10.0,30.0,3.0,4.0,1.0,6.0,30.0,87.0,4.0,7.0,9.0,27.0,123.0,247,40.0,117.0,114.0,480.0,2123,9.0,13,7.0,11.0,7.0,46.0,21.0,44.0,10.0,33.0,42.0,114.0,94.0,152.0,105.0,15.0,2.0,3.0,84.0,30.0,21.0,114.0,32.0,146.0,19.0,13.0,69.0,16.0,29.0,324.0,1.0,16.0,1.0,24.0,64.0,3.0,91.0,18.0,109,5.0,46.0,30.0,16.0,33.0,7.0,23.0,23.0,3.0,10.0,4.0,1.0,56.0,5.0,13.0,24.0,63.0,1.0,1.0,7.0,107.0,1.0,9.0,138.0,14.0,3.0,60.0,3.0,10.0,5.0,4.0,1.0,5.0,1.0,114.0,397,8.0,8.0,0.3821138211382114,0.38524590163934425,0.875,0.3418803418803419,0.6363636363636364,0.30303030303030304,0.3508771929824561,0.4979757085020243,0.6923076923076923,0.4772727272727273,0.5027472527472527,0.8125,0.4675324675324675,0.566193853427896,0.8214285714285714,0.57,0.32142857142857145,0.08502024291497975,0.12,0.12244897959183673,21.367903442109967,0.5892857142857143,0.05172413793103448,0.02040816326530612,0.095952023988006,0.023222060957910014,0.10572687224669604,0.005025125628140704,0.09843400447427293,0.019144144144144143,0.05641025641025641,0.0045045045045045045,0.014705882352941176,0.007042253521126761,0.05194805194805195,0.09497206703910614,0.13618677042801555,0.12658227848101267,0.057971014492753624,0.029069767441860465,0.2,0.3434065934065934,0.56,0.6363636363636364,0.38571428571428573,0.1346153846153846,0.3877551020408163,0.4418604651162791,0.2631578947368421,0.20054945054945056,0.4657534246575342,0.4657534246575342,0.4411764705882353,0.08241758241758242,0.3333333333333333,0.3333333333333333,0.9,0.23901098901098902,0.3448275862068966,0.3448275862068966,0.8666666666666667,0.2916666666666667,0.5714285714285714,0.25,0.16666666666666666,0.75,1.0,0.2916666666666667,0.5714285714285714,1.0,0.33766233766233766,0.5384615384615384,0.07792207792207792,0.16666666666666666,0.35064935064935066,0.3333333333333333,0.6648351648351648,0.35714285714285715,0.5233837950138506,0.5265625,0.5225086666666666,0.15254237288135594,0.20477815699658702,0.025,0.09583333333333334,0.2375,7.452226720647772,25.86581196581197,0.20121642169285353,,,,,,,,,,,,,,,True,
1882,1610612755,Elton Brand,Elton Brand,1882,PHI,137840.0,2297,-67,4355,4319,895,993.0,543,8674,135.0,231,44.0,78.0,29.0,45.0,171.0,373.0,106.0,253.0,,,,,,,,1.0,,,,,412.0,857,,1.0,172.0,996.0,4719,70.0,131,,,29.0,169.0,79.0,153.0,,,39.0,197.0,466.0,358.0,,,82.0,,1.0,,54.0,69.0,40.0,109.0,35.0,5.0,29.0,9.0,31.0,258.0,32.0,142.0,5.0,64.0,190.0,28.0,282.0,179.0,461,23.0,82.0,57.0,25.0,62.0,4.0,20.0,69.0,8.0,42.0,1.0,15.0,131.0,22.0,17.0,116.0,232.0,,13.0,22.0,193.0,12.0,3.0,233.0,36.0,,126.0,,9.0,78.0,61.0,,80.0,48.0,197.0,895,20.0,8.0,0.5655339805825242,0.628032345013477,,,,,,0.4807467911318553,0.5343511450381679,0.5163398692810458,0.4801864801864802,0.5343511450381679,0.5163398692810458,0.5203761755485894,0.5748299319727891,0.556497175141243,0.0011655011655011655,0.06301050175029171,0.12554112554112554,0.058981233243967826,21.73826173826174,0.4732824427480916,0.23931623931623933,0.04672897196261682,0.12890094979647218,0.08964646464646464,0.12379110251450677,0.07390300230946882,0.12757408337518836,0.08626673277144274,0.14193548387096774,0.08383233532934131,0.05501618122977346,0.078125,0.14038461538461539,0.11989795918367346,0.12455516014234876,0.12169312169312169,0.12949640287769784,0.059278350515463915,0.6,0.2692307692307692,0.5844155844155844,0.6683168316831684,0.5333333333333333,0.4347319347319347,0.4584450402144772,0.48717948717948717,0.49707602339181284,0.2948717948717949,0.4189723320158103,0.424,0.7169811320754716,,,,,0.0011655011655011655,,,,0.5954198473282443,0.5641025641025641,0.06818181818181818,,,,,,,0.29411764705882354,0.6444444444444445,,,,,0.2703962703962704,,0.450533624708625,0.5096581818181817,0.45117516339869296,0.13291139240506328,0.133051742344245,,0.16967871485943775,0.19779116465863453,9.171295215869312,27.2,0.20551090700344432,2.0,2.0,17.0,1.0,1.0,11.0,8.0,0.011857707509881422,0.061946902654867256,,,,,,True,
200760,1610612755,Rodney Carney,Rodney Carney,200760,PHI,19959.0,333,-11,637,641,166,175.0,77,1278,19.0,31,3.0,7.0,7.0,9.0,2.0,8.0,7.0,14.0,10.0,23.0,,2.0,1.0,6.0,13.0,37.0,,1.0,5.0,11.0,28.0,53,23.0,60.0,10.0,135.0,667,3.0,9,,3.0,,6.0,9.0,15.0,6.0,17.0,,36.0,42.0,14.0,66.0,3.0,6.0,,37.0,13.0,1.0,13.0,1.0,14.0,1.0,,6.0,3.0,4.0,29.0,2.0,7.0,,12.0,32.0,1.0,45.0,9.0,54,2.0,8.0,5.0,3.0,3.0,1.0,2.0,6.0,,1.0,1.0,3.0,9.0,,1.0,22.0,34.0,,,1.0,13.0,2.0,1.0,10.0,2.0,,6.0,,,5.0,5.0,,5.0,3.0,36.0,166,4.0,,0.75,0.84,0.9565217391304348,0.38333333333333336,,0.35294117647058826,0.38333333333333336,0.5283018867924528,0.3333333333333333,0.6,0.5530973451327433,0.25,0.5625,0.5769230769230769,0.25,0.5625,0.5309734513274337,0.018867924528301886,0.03225806451612903,,17.42738589211618,0.3333333333333333,0.047619047619047616,,0.1461187214611872,0.03225806451612903,0.13636363636363635,0.023529411764705882,0.14332247557003258,0.029801324503311258,0.05714285714285714,,0.03614457831325301,0.03278688524590164,0.16666666666666666,0.12280701754385964,0.14102564102564102,0.16071428571428573,0.09375,0.03389830508474576,0.6,0.2743362831858407,0.6129032258064516,0.6333333333333333,0.7894736842105263,0.07079646017699115,0.25,0.25,0.5,0.12389380530973451,0.5,0.5,0.7142857142857143,0.20353982300884957,0.43478260869565216,0.43478260869565216,1.0,0.3274336283185841,0.35135135135135137,0.35135135135135137,0.9230769230769231,0.5833333333333334,0.42857142857142855,,0.16666666666666666,,,0.08333333333333333,,,0.28125,0.7777777777777778,0.1875,0.16666666666666666,0.34375,0.45454545454545453,0.8053097345132744,0.35135135135135137,0.5496606194690266,0.56237,0.5637,0.05128205128205128,0.10526315789473684,,0.044444444444444446,0.26666666666666666,5.9018867924528315,24.8,0.260596546310832,,,,,,,,,,,,,,,True,
201152,1610612755,Thaddeus Young,Thaddeus Young,201152,PHI,61154.0,1019,2,1937,1910,476,510.0,238,3847,117.0,179,30.0,49.0,37.0,55.0,25.0,80.0,20.0,52.0,7.0,27.0,,,2.0,5.0,15.0,42.0,2.0,4.0,3.0,7.0,162.0,311,22.0,69.0,53.0,443.0,2103,32.0,54,2.0,4.0,12.0,82.0,44.0,75.0,5.0,12.0,16.0,119.0,162.0,162.0,63.0,3.0,46.0,1.0,41.0,15.0,22.0,33.0,18.0,51.0,12.0,6.0,16.0,10.0,7.0,120.0,12.0,46.0,1.0,33.0,65.0,8.0,106.0,59.0,165,12.0,32.0,22.0,10.0,31.0,4.0,17.0,20.0,,14.0,,11.0,51.0,2.0,10.0,32.0,63.0,,3.0,2.0,63.0,2.0,4.0,71.0,7.0,,34.0,,5.0,6.0,5.0,,6.0,1.0,119.0,476,10.0,4.0,0.5,0.5827338129496403,0.9545454545454546,0.3188405797101449,0.5,0.4166666666666667,0.3235294117647059,0.5209003215434084,0.5925925925925926,0.5866666666666667,0.5131578947368421,0.603448275862069,0.5919540229885057,0.537621359223301,0.6307692307692307,0.6134020618556701,0.18157894736842106,0.0707395498392283,0.09497206703910614,0.0625,20.771646478241365,0.6078431372549019,0.15384615384615385,0.025,0.09878419452887538,0.06695778748180495,0.14042553191489363,0.05825242718446602,0.10974244120940649,0.06494960806270997,0.09502262443438914,0.0547945205479452,0.05263157894736842,0.0641025641025641,0.0811965811965812,0.11494252873563218,0.104,0.09036144578313253,0.2608695652173913,0.06976744186046512,0.16666666666666666,0.4710526315789474,0.6536312849162011,0.7222222222222222,0.49572649572649574,0.21052631578947367,0.3125,0.3333333333333333,0.4,0.1368421052631579,0.38461538461538464,0.38461538461538464,0.65,0.07105263157894737,0.25925925925925924,0.25925925925925924,1.0,0.11052631578947368,0.35714285714285715,0.35714285714285715,0.9333333333333333,0.8448275862068966,0.6122448979591837,0.2,,,,0.06896551724137931,0.5,1.0,0.632183908045977,0.6727272727272727,0.05747126436781609,0.4,0.08045977011494253,0.42857142857142855,0.6526315789473685,0.36585365853658536,0.5312364116094985,0.5506160000000001,0.5651994186046514,0.08353808353808354,0.10059171597633136,,0.18510158013544017,0.2686230248306998,5.269774919614149,25.008695652173913,0.24574083634486318,,,1.0,1.0,,,,,0.04,,,,,,True,
201160,1610612755,Jason Smith,Jason Smith,201160,PHI,9205.0,153,16,305,310,93,90.0,32,615,8.0,10,3.0,4.0,2.0,3.0,3.0,10.0,5.0,11.0,1.0,2.0,,,,,2.0,4.0,,,1.0,1.0,16.0,31,3.0,6.0,1.0,42.0,323,3.0,4,,,,6.0,3.0,5.0,1.0,1.0,,9.0,18.0,14.0,9.0,,6.0,,4.0,2.0,2.0,6.0,2.0,8.0,,2.0,2.0,2.0,2.0,18.0,2.0,6.0,,6.0,15.0,1.0,22.0,8.0,30,1.0,6.0,4.0,2.0,6.0,2.0,4.0,6.0,1.0,2.0,,,12.0,1.0,3.0,9.0,20.0,,,3.0,9.0,1.0,2.0,4.0,,,2.0,,,7.0,7.0,,7.0,3.0,9.0,93,3.0,,0.5625,0.6923076923076923,1.0,0.5,,1.0,0.5,0.5161290322580645,0.75,0.6,0.5540540540540541,0.75,0.75,0.5384615384615384,0.75,0.6428571428571429,0.16216216216216217,0.06451612903225806,,0.2,14.912280701754387,0.5,0.16666666666666666,,0.15306122448979592,0.075,0.13043478260869565,0.06060606060606061,0.14583333333333334,0.07079646017699115,0.21739130434782608,,0.03571428571428571,,0.12195121951219512,0.12,0.21875,0.1388888888888889,0.1,0.0625,0.42857142857142855,0.2702702702702703,0.8,0.8,0.625,0.2702702702702703,0.3,0.375,0.3333333333333333,0.2972972972972973,0.45454545454545453,0.45454545454545453,0.6,0.05405405405405406,0.5,0.5,1.0,0.10810810810810811,0.5,0.5,1.0,1.0,0.75,,,,,,,,0.5,0.6666666666666666,,,0.16666666666666666,1.0,0.43243243243243246,0.5,0.49338783783783785,0.5760333333333333,0.5397416666666667,0.05128205128205128,0.06060606060606061,,0.14285714285714285,0.21428571428571427,9.203225806451613,24.066666666666666,0.30491803278688523,,,,1.0,,,,,0.15384615384615385,,,,,,True,
201578,1610612755,Marreese Speights,Marreese Speights,201578,PHI,23956.0,399,-36,758,753,174,202.0,99,1511,36.0,69,12.0,25.0,6.0,16.0,17.0,42.0,26.0,60.0,,,,,,,,4.0,,1.0,,3.0,79.0,171,,4.0,52.0,210.0,854,13.0,30,,1.0,16.0,42.0,20.0,43.0,,3.0,18.0,58.0,110.0,48.0,,,24.0,1.0,3.0,,10.0,13.0,5.0,18.0,4.0,1.0,6.0,3.0,4.0,41.0,7.0,32.0,,7.0,38.0,9.0,54.0,39.0,93,5.0,14.0,9.0,5.0,12.0,1.0,5.0,8.0,,7.0,,3.0,20.0,1.0,5.0,28.0,49.0,,5.0,3.0,57.0,7.0,10.0,70.0,4.0,,32.0,,5.0,14.0,10.0,,14.0,10.0,58.0,174,4.0,5.0,0.6962025316455697,0.8208955223880597,,,,,,0.4619883040935672,0.43333333333333335,0.46511627906976744,0.4514285714285714,0.41935483870967744,0.43478260869565216,0.5048076923076923,0.5121951219512195,0.4915254237288136,0.022857142857142857,0.05847953216374269,0.08695652173913043,0.07142857142857142,26.20689655172414,0.6,0.391304347826087,,0.14960629921259844,0.11188811188811189,0.0958904109589041,0.10606060606060606,0.13761467889908258,0.11079545454545454,0.15476190476190477,0.11688311688311688,0.08,0.1,0.19753086419753085,0.171875,0.10091743119266056,0.07547169811320754,0.15,0.05952380952380952,0.7142857142857143,0.3942857142857143,0.5217391304347826,0.5714285714285714,0.6388888888888888,0.24,0.40476190476190477,0.4358974358974359,0.5294117647058824,0.34285714285714286,0.43333333333333335,0.4406779661016949,0.8846153846153846,,,,,0.022857142857142857,,,,0.8064516129032258,0.48,,,,,0.03225806451612903,,,0.34782608695652173,0.375,,,0.06521739130434782,,0.41714285714285715,,0.4747721264367815,0.5370199999999999,0.46958555555555564,0.15763546798029557,0.16080402010050251,,0.2,0.2761904761904762,8.260233918128657,31.775,0.22955145118733508,,,4.0,,,1.0,3.0,0.016666666666666666,0.125,,,,,,True,
201950,1610612755,Jrue Holiday,Jrue Holiday,201950,PHI,67156.0,1119,-95,2116,2110,354,363.0,267,4226,55.0,96,5.0,11.0,11.0,16.0,22.0,48.0,27.0,74.0,9.0,20.0,1.0,3.0,1.0,2.0,23.0,67.0,2.0,6.0,4.0,12.0,104.0,218,32.0,87.0,39.0,343.0,2337,8.0,23,3.0,9.0,2.0,27.0,17.0,36.0,5.0,14.0,9.0,58.0,64.0,144.0,69.0,27.0,4.0,1.0,66.0,23.0,16.0,156.0,28.0,184.0,17.0,11.0,82.0,28.0,46.0,396.0,8.0,23.0,1.0,24.0,60.0,,84.0,32.0,116,5.0,53.0,29.0,24.0,69.0,14.0,50.0,36.0,4.0,19.0,3.0,6.0,105.0,8.0,13.0,48.0,102.0,,2.0,4.0,52.0,4.0,3.0,54.0,7.0,1.0,23.0,,7.0,10.0,7.0,,11.0,4.0,58.0,354,9.0,5.0,0.3076923076923077,0.3137254901960784,0.71875,0.367816091954023,0.3333333333333333,0.35714285714285715,0.37209302325581395,0.47706422018348627,0.34782608695652173,0.4722222222222222,0.49836065573770494,0.390625,0.49,0.5228658536585366,0.39705882352941174,0.5087719298245614,0.28524590163934427,0.07339449541284404,0.11458333333333333,0.0625,17.719442165709598,0.6571428571428571,,0.02040816326530612,0.08645533141210375,0.029601029601029602,0.09266409266409266,0.04020100502512563,0.08814270724029381,0.031762295081967214,0.0391304347826087,0.027777777777777776,0.023728813559322035,0.046052631578947366,0.06550218340611354,0.08290155440414508,0.10661764705882353,0.1044776119402985,0.05172413793103448,0.034482758620689655,0.36363636363636365,0.31475409836065577,0.5729166666666666,0.6470588235294118,0.2909090909090909,0.15737704918032788,0.4583333333333333,0.4888888888888889,0.2727272727272727,0.24262295081967214,0.36486486486486486,0.375,0.37037037037037035,0.06557377049180328,0.45,0.45,0.8888888888888888,0.21967213114754097,0.34328358208955223,0.34328358208955223,0.6521739130434783,0.34375,0.45454545454545453,0.4,0.09375,0.3333333333333333,1.0,0.1875,0.3333333333333333,1.0,0.32,0.6875,0.04,0.5,0.24,0.3333333333333333,0.6,0.3484848484848485,0.5111458609271525,0.501725,0.5078531250000001,0.07165109034267912,0.09829059829059829,,0.07871720116618076,0.16909620991253643,8.428899082568808,26.079310344827586,0.16729678638941398,1.0,1.0,3.0,1.0,,,2.0,0.02702702702702703,0.02127659574468085,,,,,,True,
201975,1610612755,Jodie Meeks,Jodie Meeks,201975,PHI,3430.0,57,-7,107,106,20,35.0,12,213,2.0,5,,,,1.0,1.0,1.0,2.0,4.0,1.0,1.0,,,,,4.0,9.0,2.0,3.0,1.0,1.0,5.0,10,5.0,10.0,1.0,26.0,116,1.0,1,2.0,3.0,,8.0,1.0,2.0,1.0,1.0,,5.0,8.0,2.0,12.0,3.0,,,9.0,4.0,,2.0,1.0,3.0,1.0,,,,2.0,7.0,,,,1.0,2.0,,3.0,,3,,1.0,,1.0,1.0,,1.0,,,,,,1.0,,,4.0,6.0,,,,1.0,,,2.0,,,1.0,,,1.0,1.0,,1.0,1.0,5.0,20,,,0.8,0.8,0.8,0.5,0.6666666666666666,1.0,0.5,0.5,1.0,0.5,0.625,1.0,0.8333333333333334,0.6190476190476191,1.0,0.8333333333333334,0.5,,,,18.181818181818183,1.0,,,0.047619047619047616,,0.07142857142857142,,0.05357142857142857,,,,,,,0.09090909090909091,0.07692307692307693,0.09090909090909091,,,1.0,0.25,0.4,0.4,0.5,0.05,1.0,1.0,1.0,0.2,0.5,0.5,1.0,0.05,1.0,1.0,1.0,0.45,0.4444444444444444,0.4444444444444444,0.75,,,,,,,0.75,0.6666666666666666,1.0,0.3333333333333333,,,,0.3333333333333333,1.0,0.75,0.4444444444444444,0.5409725000000001,0.5306124999999999,0.5331166666666668,0.047619047619047616,0.09090909090909091,,0.3076923076923077,0.19230769230769232,8.18,25.42,0.18691588785046728,,,,,,,,,,,,,,,True,
2223,1610612755,Samuel Dalembert,Samuel Dalembert,2223,PHI,75719.0,1262,-103,2355,2351,317,350.0,305,4706,114.0,180,28.0,68.0,12.0,25.0,35.0,98.0,13.0,35.0,,,,,,,,,,,,,162.0,313,,,59.0,383.0,2563,39.0,97,,,16.0,94.0,15.0,34.0,,,16.0,46.0,218.0,106.0,,,56.0,,,,12.0,26.0,9.0,35.0,5.0,4.0,13.0,6.0,7.0,79.0,15.0,128.0,,72.0,220.0,35.0,327.0,143.0,470,19.0,25.0,15.0,10.0,36.0,4.0,17.0,39.0,,19.0,,9.0,75.0,11.0,4.0,72.0,139.0,,16.0,7.0,73.0,15.0,5.0,81.0,5.0,,38.0,,5.0,73.0,58.0,3.0,73.0,42.0,46.0,317,8.0,4.0,0.6728395061728395,0.8134328358208955,,,,,,0.5175718849840255,0.4020618556701031,0.4411764705882353,0.5175718849840255,0.4020618556701031,0.4411764705882353,0.5455840455840456,0.43119266055045874,0.5227272727272727,,0.038338658146964855,0.06111111111111111,0.01020408163265306,15.644509731913331,0.48,0.6363636363636364,,0.2696078431372549,0.14349775784753363,0.2647058823529412,0.06976744186046512,0.26838235294117646,0.12917795844625113,0.18410041841004185,0.1540983606557377,0.10632183908045977,0.0625,0.22727272727272727,0.2694063926940639,0.3086816720257235,0.28431372549019607,0.20588235294117646,0.1366906474820144,0.5753424657534246,0.5750798722044729,0.6333333333333333,0.6745562130177515,0.7105263157894737,0.31309904153354634,0.35714285714285715,0.36082474226804123,0.5428571428571428,0.11182108626198083,0.37142857142857144,0.37142857142857144,0.6923076923076923,,,,,,,,,0.7010309278350515,0.4117647058823529,0.10714285714285714,,,,,,,0.7352941176470589,0.48,,,,,0.5750798722044729,,0.5082092651757187,0.5315384615384615,0.5390352941176471,0.10982658959537572,0.10982658959537572,,0.2454308093994778,0.12010443864229765,4.6888178913738034,,0.1346072186836518,,,12.0,14.0,1.0,17.0,8.0,,0.09090909090909091,,,,,,True,
2574,1610612755,Jason Kapono,Jason Kapono,2574,PHI,29098.0,485,-28,936,913,172,211.0,108,1849,8.0,9,,,,,4.0,11.0,24.0,59.0,18.0,33.0,4.0,5.0,2.0,5.0,20.0,61.0,2.0,5.0,1.0,10.0,36.0,79,38.0,94.0,6.0,192.0,1029,3.0,6,6.0,10.0,,24.0,3.0,9.0,3.0,15.0,1.0,16.0,52.0,20.0,105.0,9.0,,,61.0,20.0,,14.0,3.0,17.0,2.0,1.0,5.0,4.0,5.0,37.0,1.0,5.0,,6.0,22.0,1.0,29.0,6.0,35,1.0,15.0,8.0,7.0,6.0,3.0,5.0,8.0,,1.0,,4.0,14.0,2.0,2.0,21.0,34.0,,1.0,1.0,8.0,1.0,1.0,9.0,2.0,1.0,4.0,,1.0,2.0,2.0,,2.0,2.0,16.0,172,1.0,1.0,0.7222222222222222,0.7222222222222222,0.9210526315789473,0.40425531914893614,0.6,0.2,0.40425531914893614,0.45569620253164556,0.5,0.3333333333333333,0.5375722543352601,0.75,0.3125,0.5454545454545454,0.75,0.32,0.5433526011560693,,,,17.857142857142858,0.42857142857142855,0.038461538461538464,,0.07913669064748201,0.015625,0.05217391304347826,0.009615384615384616,0.07124681933842239,0.014150943396226415,,0.01834862385321101,0.025210084033613446,0.012987012987012988,0.03260869565217391,0.09722222222222222,0.10526315789473684,0.047058823529411764,0.06666666666666667,0.010309278350515464,1.0,0.05202312138728324,0.8888888888888888,0.8888888888888888,0.625,0.06358381502890173,0.36363636363636365,0.36363636363636365,0.75,0.34104046242774566,0.4067796610169492,0.4067796610169492,0.75,0.1907514450867052,0.5454545454545454,0.5625,0.9444444444444444,0.35260115606936415,0.32786885245901637,0.32786885245901637,0.9,,,,0.3125,0.8,0.75,0.3125,0.4,1.0,,,0.20833333333333334,0.4,0.4166666666666667,0.1,0.5953757225433526,0.32786885245901637,0.5046043352601157,0.5187428571428571,0.47957500000000003,0.022857142857142857,0.04938271604938271,,0.125,0.08333333333333333,15.335443037974686,24.739361702127656,0.18376068376068377,,,,,,,,,,1.0,0.010638297872340425,0.030303030303030304,,,True,
