EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,Points,OpponentPoints,PtsUnassisted2s,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyOffPossPct,SecondChanceOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FTDefRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,FoulsDrawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFtPoints,PtsUnassisted3s,HeaveAttempts,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChancePointsPct,SecondChanceAtRimFGM,Travels,ThreePtShootingFoulsDrawn,SecondChanceAtRimAccuracy,ThreePtShootingFoulsDrawnPct,PtsPutbacks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,BlockedCorner3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,Clear Path Fouls,OffFTReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on
101189,1610612742,James Singleton,James Singleton,101189,DAL,715.0,12,-12,22,26,3,12,48,1.0,1.0,1,1,2,28,2.0,1.0,2.0,3,3,2.0,1.0,1.0,1.0,1.0,1.0,2,2,3,1.0,1.0,1.0,9.090909090909092,1.0,0.18181818181818182,0.2,0.1875,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.842,0.13636363636363635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1501,1610612742,Tim Thomas,Tim Thomas,1501,DAL,2832.0,47,-22,86,91,17,21,177,4.0,4.0,7,15,28,106,2.0,2.0,1.0,4,4,,,,1.0,1.0,3.0,6,9,17,0.4666666666666667,0.5416666666666666,0.56,30.434782608695652,0.3333333333333333,0.03125,0.125,0.0625,,,0.16666666666666666,1.0,1.0,0.5416666666666666,0.51231875,0.19767441860465115,6.0,1.0,1.0,1.0,3.0,2.0,8.0,2.0,3.0,1.0,2.0,6.0,1.0,4.0,9.0,2.0,1.0,1.0,2.0,1.0,2.0,12.0,12.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,0.8571428571428571,0.8571428571428571,1.0,0.4444444444444444,0.4444444444444444,0.5,0.3333333333333333,0.3333333333333333,0.375,0.25,0.09090909090909091,0.15384615384615385,1.0,0.125,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.25,1.0,0.125,0.6666666666666666,0.6666666666666666,1.0,0.25,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.56955,0.5015999999999999,0.04,0.0625,0.07142857142857142,12.24,24.166666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,43104.0,718,95,1361,1358,460,367,2719,28.0,40.0,87,192,368,1429,88.0,13.0,20.0,33,42,31.0,23.0,8.0,17.0,13.0,27.0,19,41,460,0.453125,0.5032894736842105,0.5414201183431953,23.51421188630491,0.6296296296296297,0.04056795131845842,0.07878787878787878,0.05015197568389058,0.03414634146341464,0.0975609756097561,0.13157894736842105,0.7,0.7777777777777778,0.5,0.49464283333333287,0.33798677443056574,168.0,11.0,14.0,21.0,57.0,38.0,95.0,17.0,36.0,,27.0,76.0,35.0,44.0,112.0,62.0,13.0,26.0,56.0,49.0,130.0,86.0,117.0,73.0,27.0,58.0,85.0,28.0,197.0,,10.0,2.0,1.0,55.0,74.0,4.0,25.0,130.0,5.0,0.4942528735632184,0.4942528735632184,0.8863636363636364,0.39285714285714285,0.4036697247706422,0.4642857142857143,0.49047619047619045,0.5375,0.3684210526315789,,0.034482758620689655,0.07258064516129033,0.4642857142857143,0.1875,0.3684210526315789,0.44680851063829785,0.3125,0.4,0.40425531914893614,0.631578947368421,0.11842105263157894,0.4722222222222222,0.4722222222222222,1.0,0.25,0.35526315789473684,0.35526315789473684,0.8148148148148148,,0.13333333333333333,0.7857142857142857,0.3333333333333333,0.3698630136986301,0.5160166666666668,0.4947113861386137,0.07668711656441718,0.11682242990654206,0.3532608695652174,11.87239583333333,25.286607142857143,2.0,7.0,14.0,3.0,13.0,10.0,5.0,10.0,3.0,7.0,26.0,17.0,27.0,15.0,3.0,15.0,27.0,18.0,9.0,7.0,23.0,1.0,8.0,9.0,4.0,4.0,4.0,1.0,11.0,2.0,2.0,1.0,1.0,3.0,12.0,6.0,2.0,2.0,3.0,1.0,2.0,8.0,3.0,1.0,10.0,0.23076923076923078,0.3469387755102041,0.5,0.41304347826086957,0.48148148148148145,0.078125,0.1,0.17543859649122806,0.010526315789473684,0.016736401673640166,0.006211180124223602,0.014084507042253521,0.024,0.019230769230769232,0.01015228426395939,0.023255813953488372,0.055944055944055944,0.026490066225165563,0.375,0.2857142857142857,0.08695652173913043,0.5652173913043478,0.23076923076923078,1.0,0.13333333333333333,0.5,0.2857142857142857,0.07065217391304347,,,,,,,,,,,,,,,,,,,,,,True
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,22214.0,370,22,705,707,134,119,1412,25.0,48.0,49,102,187,745,86.0,7.0,19.0,27,28,8.0,3.0,5.0,15.0,11.0,25.0,12,29,134,0.4803921568627451,0.543918918918919,0.5771604938271605,23.943661971830988,0.6,0.06810035842293907,0.09859154929577464,0.07428571428571429,0.12931034482758622,,0.32432432432432434,0.5208333333333334,0.6097560975609756,0.6351351351351351,0.5168976351351351,0.1900709219858156,68.0,2.0,8.0,13.0,27.0,11.0,27.0,4.0,6.0,,17.0,40.0,7.0,21.0,46.0,26.0,,5.0,15.0,8.0,28.0,12.0,42.0,40.0,17.0,43.0,55.0,21.0,122.0,1.0,10.0,2.0,,35.0,32.0,,11.0,28.0,2.0,0.12244897959183673,0.12244897959183673,0.6666666666666666,0.45652173913043476,0.45652173913043476,0.3333333333333333,0.41304347826086957,0.4827586206896552,0.3108108108108108,0.045454545454545456,0.025974025974025976,0.1346153846153846,0.08,0.18243243243243243,0.48148148148148145,0.48148148148148145,0.18243243243243243,0.4074074074074074,0.4074074074074074,0.09090909090909091,0.04054054054054054,0.6666666666666666,0.6666666666666666,0.75,0.2702702702702703,0.425,0.425,0.6470588235294118,,0.34782608695652173,0.25,0.30434782608695654,0.425,0.40052000000000004,0.49466521739130437,0.07643312101910828,0.1,0.1497326203208556,7.5441176470588225,24.7304347826087,2.0,1.0,1.0,,,2.0,3.0,7.0,,,6.0,3.0,9.0,21.0,,7.0,12.0,6.0,6.0,4.0,18.0,1.0,,1.0,,4.0,4.0,1.0,3.0,,1.0,,13.0,3.0,5.0,1.0,1.0,1.0,,,1.0,2.0,,,5.0,,0.375,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.06862745098039216,0.14583333333333334,,,,0.012195121951219513,0.003134796238244514,,,,0.07692307692307693,0.023255813953488372,,,0.23076923076923078,0.2857142857142857,,,,0.043478260869565216,1.0,0.2857142857142857,0.03208556149732621,1.0,2.0,1.0,0.5,0.02127659574468085,,,,,,,,,,,,,,,,,True
956,1610612742,Erick Dampier,Erick Dampier,956,DAL,76814.0,1280,157,2450,2460,587,431,4910,114.0,176.0,132,210,328,2547,94.0,58.0,189.0,272,400,15.0,3.0,12.0,21.0,13.0,61.0,99,153,587,0.6285714285714286,0.6267605633802817,0.6307692307692307,11.647314949201743,0.3442622950819672,0.20344456404736275,0.2078853046594982,0.20447019867549668,0.18414322250639387,0.1506849315068493,0.8262910798122066,0.6477272727272727,0.7402597402597403,0.8403755868544601,0.5693242924528303,0.23959183673469386,270.0,16.0,27.0,16.0,30.0,2.0,4.0,1.0,1.0,,,2.0,2.0,1.0,3.0,61.0,,21.0,34.0,3.0,62.0,170.0,3.0,1.0,,18.0,31.0,3.0,75.0,25.0,40.0,7.0,1.0,91.0,101.0,,45.0,62.0,8.0,0.6439393939393939,0.8762886597938144,1.0,0.3333333333333333,0.5,0.6176470588235294,0.6081081081081081,0.62,0.014084507042253521,0.3048780487804878,0.20430107526881722,0.22815533980582525,0.6666666666666666,0.14084507042253522,0.5333333333333333,0.5714285714285714,0.018779342723004695,0.5,0.6666666666666666,0.5,0.004694835680751174,1.0,1.0,1.0,0.009389671361502348,,,,,0.7297297297297297,0.5925925925925926,0.05405405405405406,,0.5669742424242425,0.5570458333333334,0.17928286852589642,0.1814516129032258,0.18902439024390244,1.5571428571428572,42.9,64.0,1.0,1.0,,,,43.0,72.0,,13.0,99.0,1.0,17.0,,1.0,25.0,13.0,10.0,3.0,3.0,12.0,23.0,105.0,128.0,9.0,6.0,8.0,3.0,11.0,15.0,12.0,16.0,2.0,7.0,9.0,77.0,,,40.0,4.0,33.0,77.0,41.0,2.0,8.0,,0.3333333333333333,0.5972222222222222,0.5972222222222222,0.5963855421686747,0.11904761904761904,0.125,0.06666666666666667,0.25,0.12295081967213115,0.08518518518518518,0.11387900355871886,0.15450643776824036,0.13503649635036497,0.09221902017291066,0.09836065573770492,0.23166023166023167,0.16981132075471697,0.5324675324675324,0.5,0.8888888888888888,,,,0.02702702702702703,1.0,,0.3018292682926829,39.0,5.0,,0.609375,,70.0,2.0,2.0,5.0,0.08133971291866028,0.1282051282051282,,,,,,,,,,,True
1890,1610612742,Shawn Marion,Shawn Marion,1890,DAL,57309.0,955,167,1822,1825,379,251,3647,86.0,142.0,148,313,341,1847,90.0,22.0,96.0,130,191,23.0,19.0,4.0,19.0,13.0,35.0,29,55,379,0.4728434504792332,0.4642857142857143,0.4885386819484241,18.622696411251212,0.5428571428571428,0.13578500707213578,0.1116751269035533,0.13053097345132744,0.1750841750841751,0.11764705882352941,0.4409937888198758,0.6056338028169014,0.6370370370370371,0.468944099378882,0.5025110591900311,0.20801317233809002,210.0,19.0,30.0,59.0,155.0,3.0,16.0,1.0,4.0,,,5.0,1.0,1.0,9.0,42.0,1.0,32.0,64.0,1.0,74.0,206.0,3.0,5.0,,23.0,35.0,11.0,82.0,12.0,16.0,5.0,,41.0,56.0,,24.0,74.0,5.0,0.6959459459459459,0.7573529411764706,1.0,0.1111111111111111,0.1111111111111111,0.5,0.49230769230769234,0.5138888888888888,0.027950310559006212,0.20689655172413793,0.10232558139534884,0.1095890410958904,0.7906976744186046,0.4813664596273292,0.38064516129032255,0.4154929577464789,0.049689440993788817,0.1875,0.1875,1.0,0.012422360248447204,0.25,0.25,1.0,0.015527950310559006,,,,,0.46153846153846156,0.6333333333333333,0.015384615384615385,,0.5350358974358975,0.505090625,0.06976744186046512,0.07164179104477612,0.21700879765395895,5.155271565495207,25.599999999999998,32.0,,,,1.0,,21.0,45.0,,6.0,48.0,,10.0,,,20.0,12.0,11.0,1.0,2.0,10.0,15.0,46.0,61.0,16.0,4.0,6.0,2.0,5.0,,5.0,4.0,3.0,2.0,5.0,27.0,,,13.0,6.0,8.0,27.0,17.0,,3.0,,,0.4666666666666667,0.45652173913043476,0.4897959183673469,0.06389776357827476,0.04929577464788732,0.08387096774193549,,0.07033639143730887,0.07614213197969544,0.07168037602820211,0.11494252873563218,0.06956521739130435,0.04,0.10810810810810811,0.11282051282051282,0.10666666666666667,0.6296296296296297,0.5423728813559322,0.6956521739130435,0.021739130434782608,,,,,,0.14076246334310852,15.0,2.0,,0.46875,,24.0,,,,0.06875,0.2,,,,,,,,,,,True
467,1610612742,Jason Kidd,Jason Kidd,467,DAL,70527.0,1175,189,2256,2262,536,386,4518,19.0,32.0,50,110,346,2302,68.0,31.0,123.0,160,176,53.0,32.0,21.0,55.0,43.0,76.0,32,55,536,0.45454545454545453,0.5555555555555556,0.5766666666666667,14.803149606299213,0.7236842105263158,0.14318975552968569,0.12015503875968993,0.1378692927484333,0.1766304347826087,0.10144927536231885,0.11469534050179211,0.59375,0.6333333333333333,0.7204301075268817,0.5329377697841726,0.2375886524822695,250.0,1.0,5.0,9.0,24.0,22.0,54.0,18.0,37.0,3.0,52.0,132.0,25.0,70.0,169.0,36.0,10.0,7.0,20.0,36.0,62.0,32.0,195.0,131.0,52.0,246.0,306.0,111.0,672.0,6.0,21.0,2.0,,43.0,44.0,,14.0,62.0,4.0,0.32,0.32653061224489793,0.9285714285714286,0.41420118343195267,0.4166666666666667,0.35,0.36607142857142855,0.4492753623188406,0.6057347670250897,0.07894736842105263,0.10894941634241245,0.12698412698412698,0.15789473684210525,0.08602150537634409,0.375,0.4090909090909091,0.1935483870967742,0.4074074074074074,0.4074074074074074,0.5,0.13261648745519714,0.4864864864864865,0.4864864864864865,0.9444444444444444,0.4731182795698925,0.3939393939393939,0.3939393939393939,0.9230769230769231,0.15,0.08928571428571429,0.2,0.44642857142857145,0.3969465648854962,0.5127464285714286,0.5039918181818184,0.048109965635738834,0.11475409836065574,0.1791907514450867,11.986363636363635,24.668639053254438,2.0,2.0,11.0,4.0,7.0,7.0,6.0,10.0,6.0,2.0,32.0,9.0,21.0,15.0,1.0,4.0,60.0,45.0,15.0,42.0,93.0,5.0,11.0,16.0,4.0,17.0,12.0,5.0,14.0,1.0,1.0,3.0,8.0,2.0,9.0,16.0,1.0,,9.0,1.0,6.0,17.0,8.0,,9.0,0.6,0.25,0.6,0.75,0.7619047619047619,0.03636363636363636,0.0625,0.08333333333333333,,0.013871374527112233,0.02032520325203252,0.015399422521655439,0.018604651162790697,0.01568627450980392,0.009287925696594427,0.018518518518518517,0.1282051282051282,0.026490066225165563,0.47058823529411764,0.2222222222222222,0.1,0.35,0.5714285714285714,1.0,0.19642857142857142,0.18181818181818182,0.28,0.09248554913294797,1.0,,,0.5,,2.0,,,1.0,0.020833333333333332,,2.0,1.0,0.6666666666666666,1.0,,,,,,,True
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,15469.0,258,45,500,504,118,83,1004,15.0,24.0,38,104,135,514,28.0,4.0,18.0,23,35,5.0,4.0,1.0,8.0,5.0,13.0,13,23,118,0.36538461538461536,0.3875968992248062,0.45,29.36936936936937,0.6153846153846154,0.09782608695652174,0.06153846153846154,0.08835341365461848,0.1375,,0.18604651162790697,0.625,0.7142857142857143,0.3798449612403101,0.47859186046511626,0.236,50.0,7.0,8.0,7.0,25.0,16.0,55.0,1.0,4.0,,7.0,21.0,5.0,8.0,25.0,35.0,4.0,13.0,26.0,5.0,44.0,48.0,24.0,21.0,7.0,10.0,17.0,7.0,41.0,1.0,5.0,1.0,,31.0,45.0,,20.0,44.0,,0.631578947368421,0.6857142857142857,1.0,0.32,0.32,0.5,0.5161290322580645,0.5641025641025641,0.1937984496124031,0.0625,0.06818181818181818,0.07547169811320754,0.7333333333333333,0.1937984496124031,0.28,0.30434782608695654,0.4263565891472868,0.2909090909090909,0.2909090909090909,0.6875,0.031007751937984496,0.25,0.25,1.0,0.16279069767441862,0.3333333333333333,0.3333333333333333,1.0,,0.25806451612903225,0.875,0.16129032258064516,0.3333333333333333,0.5233,0.46212741935483875,0.136986301369863,0.1652892561983471,0.32592592592592595,11.884615384615383,25.156000000000002,6.0,,,,4.0,2.0,5.0,13.0,,5.0,15.0,2.0,12.0,,,5.0,7.0,6.0,1.0,,3.0,1.0,11.0,12.0,4.0,,3.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,4.0,5.0,,,1.0,2.0,2.0,5.0,4.0,,3.0,,0.4,0.38461538461538464,0.29411764705882354,0.39473684210526316,0.04807692307692308,0.125,0.08,,0.06547619047619048,0.022727272727272728,0.05660377358490566,0.07692307692307693,0.14285714285714285,0.0125,0.125,0.06666666666666667,0.05194805194805195,0.8,0.2857142857142857,0.35294117647058826,0.23529411764705882,,,,,0.4,0.1111111111111111,2.0,1.0,,0.3333333333333333,,6.0,,,,,,,,,,,,,,,,True
2624,1610612742,Quinton Ross,Quinton Ross,2624,DAL,3393.0,57,9,106,108,24,17,214,,2.0,5,11,13,90,2.0,1.0,1.0,2,3,,,,,,,4,8,24,0.45454545454545453,0.4166666666666667,0.4642857142857143,11.864406779661017,,0.018518518518518517,0.0625,0.02857142857142857,,0.25,0.16666666666666666,,,0.25,0.44471250000000007,0.22641509433962265,10.0,,1.0,,2.0,5.0,7.0,,1.0,1.0,,,,,1.0,3.0,1.0,,1.0,,,8.0,,,,1.0,1.0,1.0,2.0,,,,,3.0,4.0,,2.0,,,0.8,0.8,,,,,,,0.08333333333333333,,0.043478260869565216,,,0.16666666666666666,,,0.5833333333333334,0.7142857142857143,0.7142857142857143,0.8,0.08333333333333333,,,,,,,,0.5,1.0,,,,0.5246,0.5246,0.14285714285714285,0.15384615384615385,,13.509090909090908,22.8,1.0,,,,,,,1.0,,1.0,1.0,,,,,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,0.16666666666666666,0.18181818181818182,0.5,0.5,,0.022727272727272728,,0.018518518518518517,,,0.05263157894736842,,,,,,0.5,,,,,,,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,True
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,64477.0,1075,220,2061,2059,455,304,4120,53.0,86.0,245,499,750,2077,186.0,42.0,136.0,207,234,26.0,19.0,7.0,41.0,24.0,61.0,42,74,455,0.4909819639278557,0.5188848920863309,0.5751173708920188,30.35559410234172,0.6721311475409836,0.16978776529338327,0.1826086956521739,0.1726479146459748,0.19941348973607037,0.22033898305084745,0.15467625899280577,0.6162790697674418,0.7162162162162162,0.25719424460431656,0.45022158273381296,0.2207666181465308,215.0,20.0,28.0,50.0,117.0,142.0,296.0,1.0,1.0,,28.0,56.0,17.0,29.0,57.0,173.0,7.0,59.0,123.0,18.0,228.0,304.0,84.0,56.0,28.0,48.0,78.0,27.0,186.0,29.0,20.0,5.0,,169.0,191.0,16.0,66.0,228.0,6.0,0.6204081632653061,0.628099173553719,0.9655172413793104,0.5087719298245614,0.5087719298245614,0.4796747967479675,0.5141843971631206,0.6153846153846154,0.10251798561151079,0.4393939393939394,0.1459227467811159,0.1695906432748538,0.5283018867924528,0.210431654676259,0.42735042735042733,0.4716981132075472,0.5323741007194245,0.4797297297297297,0.48464163822525597,0.7535211267605634,0.0017985611510791368,1.0,1.0,1.0,0.10071942446043165,0.5,0.5,0.9642857142857143,,0.19858156028368795,0.7142857142857143,0.12056737588652482,0.5,0.47538749999999996,0.45648865248226955,0.10766721044045677,0.11870503597122302,0.304,12.912825651302605,25.05087719298246,12.0,1.0,1.0,3.0,7.0,8.0,19.0,45.0,3.0,8.0,55.0,9.0,83.0,3.0,,26.0,30.0,21.0,9.0,12.0,9.0,8.0,17.0,27.0,3.0,4.0,17.0,4.0,12.0,2.0,11.0,13.0,11.0,9.0,26.0,32.0,1.0,,19.0,1.0,12.0,33.0,19.0,2.0,26.0,0.42857142857142855,0.5,0.4222222222222222,0.4519230769230769,0.4824561403508772,0.052104208416833664,0.13953488372093023,0.09401709401709402,0.010135135135135136,0.023809523809523808,0.03755868544600939,0.02696871628910464,0.03902439024390244,0.013636363636363636,0.020761245674740483,0.10638297872340426,0.14977973568281938,0.011764705882352941,0.5757575757575758,0.34,0.23076923076923078,0.1346153846153846,0.42857142857142855,1.0,0.0070921985815602835,1.0,0.47058823529411764,0.07333333333333333,5.0,,,0.4166666666666667,,6.0,,,,0.018072289156626505,0.2,,1.0,,,2.0,1.0,0.05,,,,True
