EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGM,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,Clear Path Fouls,FG3APctBlocked,Arc3PctBlocked,on,BlockedArc3
101154,1610612764,Andray Blatche,Andray Blatche,101154,WAS,135351.0,2256,-281.0,4290,4288,1075,1106,519,8578,221.0,368.0,56.0,96.0,53.0,83.0,118.0,264.0,126.0,323.0,8.0,19.0,1.0,1.0,1.0,5.0,5.0,25.0,1.0,4.0,9.0,465.0,955.0,13.0,44.0,174.0,1143.0,4718,79.0,151.0,2.0,5.0,27.0,191.0,102.0,220.0,1.0,14.0,44.0,251.0,490.0,440.0,33.0,6.0,90.0,2.0,23.0,5.0,87.0,124.0,46.0,170.0,31.0,15.0,87.0,12.0,25.0,386.0,20.0,135.0,3.0,68.0,243.0,40.0,351.0,158.0,509.0,22.0,85.0,56.0,29.0,88.0,13.0,45.0,95.0,13.0,43.0,4.0,36.0,183.0,18.0,49.0,105.0,218.0,8.0,21.0,220.0,7.0,28.0,234.0,39.0,1.0,126.0,10.0,70.0,1.0,39.0,1.0,1.0,30.0,71.0,35.0,2.0,1.0,3.0,4.0,251.0,1075,25.0,9.0,0.5268817204301075,0.5833333333333334,0.8461538461538461,0.29545454545454547,0.4,0.07142857142857142,0.30952380952380953,0.4869109947643979,0.5231788079470199,0.4636363636363636,0.484984984984985,0.5256410256410257,0.4423076923076923,0.521441605839416,0.5584795321637427,0.48455598455598453,0.044044044044044044,0.09109947643979058,0.14402173913043478,0.125,0.0030959752321981426,26.04357564650784,0.4808743169398907,0.31496062992125984,0.024793388429752067,0.17016806722689076,0.08176862507571168,0.13627254509018036,0.053763440860215055,0.16139076284379866,0.07661888284725656,0.12373225152129817,0.09029345372460497,0.04755244755244755,0.05818181818181818,0.041237113402061855,0.1735159817351598,0.16666666666666666,0.17017543859649123,0.13783783783783785,0.13178294573643412,0.05238095238095238,0.49295774647887325,0.3683683683683684,0.6005434782608695,0.7015873015873015,0.5339366515837104,0.26426426426426425,0.44696969696969696,0.5108225108225108,0.3644067796610169,0.3233233233233233,0.39009287925696595,0.391304347826087,0.6666666666666666,0.01901901901901902,0.42105263157894735,0.42105263157894735,0.875,0.025025025025025027,0.2,0.2,0.8,0.6153846153846154,0.5833333333333334,0.14285714285714285,0.00641025641025641,1.0,1.0,0.02564102564102564,0.25,1.0,0.3547008547008547,0.6385542168674698,0.021367521367521368,0.2,0.038461538461538464,0.4124124124124124,0.21739130434782608,0.47153365191146873,0.5069993055555555,0.4530591304347827,0.11602209944751381,0.12092130518234165,0.16710411198600175,0.21959755030621173,8.879267015706807,26.89090909090909,0.2505827505827506,,,,,,,,,True,
101177,1610612764,Fabricio Oberto,Fabricio Oberto,101177,WAS,23359.0,389,21.0,725,732,113,129,72,1457,22.0,30.0,6.0,9.0,2.0,2.0,6.0,7.0,,,,,,,,,,,,,,28.0,37.0,,,8.0,64.0,763,7.0,10.0,,,3.0,17.0,2.0,2.0,,,3.0,7.0,52.0,4.0,,,2.0,,,,2.0,28.0,3.0,31.0,3.0,,18.0,2.0,8.0,65.0,,14.0,1.0,13.0,39.0,3.0,55.0,15.0,70.0,1.0,9.0,6.0,3.0,6.0,2.0,6.0,16.0,2.0,,,2.0,22.0,1.0,2.0,40.0,67.0,1.0,9.0,26.0,1.0,12.0,11.0,1.0,,5.0,1.0,8.0,,7.0,,,1.0,8.0,5.0,,,1.0,3.0,7.0,113,2.0,1.0,0.9285714285714286,0.9629629629629629,,,,,,0.7567567567567568,0.7,1.0,0.7567567567567568,0.7,1.0,0.7619047619047619,0.7083333333333334,0.875,,0.05405405405405406,0.06666666666666667,,,7.901234567901235,0.2727272727272727,0.15,0.058823529411764705,0.1455223880597015,0.056910569105691054,0.17567567567567569,,0.15204678362573099,0.0462046204620462,0.0625,0.06153846153846154,0.05128205128205128,,,0.14473684210526316,0.1728395061728395,0.12612612612612611,0.12727272727272726,0.3157894736842105,0.14285714285714285,0.625,0.8108108108108109,0.7333333333333333,0.7857142857142857,0.9545454545454546,0.1891891891891892,0.8571428571428571,0.8571428571428571,0.8333333333333334,,,,,,,,,,,,,0.9,0.6666666666666666,0.8333333333333334,,,,,,,1.0,1.0,,,,0.8108108108108109,,0.5667729729729729,0.57763,0.71265,0.12195121951219512,0.12195121951219512,0.265625,0.109375,2.443243243243243,,0.15586206896551724,,,,,,,,,True,
1712,1610612764,Antawn Jamison,Antawn Jamison,1712,WAS,26053.0,434,-91.0,850,854,214,242,106,1704,36.0,63.0,11.0,27.0,7.0,15.0,17.0,49.0,12.0,32.0,2.0,8.0,,,1.0,1.0,11.0,36.0,2.0,3.0,5.0,65.0,144.0,13.0,44.0,36.0,205.0,976,13.0,33.0,2.0,3.0,2.0,34.0,13.0,30.0,3.0,6.0,15.0,50.0,82.0,48.0,39.0,,16.0,,36.0,11.0,11.0,8.0,4.0,12.0,4.0,,5.0,,3.0,28.0,5.0,27.0,,14.0,52.0,8.0,74.0,32.0,106.0,4.0,19.0,8.0,11.0,10.0,1.0,7.0,7.0,,3.0,,,17.0,1.0,,18.0,31.0,3.0,6.0,58.0,3.0,3.0,59.0,5.0,,25.0,7.0,2.0,,2.0,,,,2.0,1.0,,,,,50.0,214,3.0,7.0,0.6307692307692307,0.7192982456140351,1.0,0.29545454545454547,0.6666666666666666,0.5,0.29545454545454547,0.4513888888888889,0.3939393939393939,0.43333333333333335,0.449468085106383,0.4444444444444444,0.4861111111111111,0.47674418604651164,0.4594594594594595,0.5319148936170213,0.23404255319148937,0.0763888888888889,0.07936507936507936,0.12244897959183673,,23.892893923789906,0.5882352941176471,0.3076923076923077,,0.20155038759689922,0.08083832335329341,0.1414141414141414,0.056179775280898875,0.18487394957983194,0.07565011820330969,0.11320754716981132,0.06666666666666667,0.06521739130434782,0.045454545454545456,0.08695652173913043,0.15492957746478872,0.23684210526315788,0.2072072072072072,0.1527777777777778,0.1111111111111111,0.04081632653061224,0.5,0.3351063829787234,0.5714285714285714,0.6206896551724138,0.5,0.26063829787234044,0.3469387755102041,0.3953488372093023,0.7058823529411765,0.1702127659574468,0.375,0.375,0.9166666666666666,0.0425531914893617,0.25,0.25,1.0,0.19148936170212766,0.3055555555555556,0.3055555555555556,1.0,0.75,0.4074074074074074,0.09090909090909091,,,,0.08333333333333333,0.6666666666666666,1.0,0.4166666666666667,0.4666666666666667,0.027777777777777776,1.0,0.1388888888888889,0.5691489361702128,0.3055555555555556,0.49323351063829785,0.5179216666666666,0.4786694444444443,0.1201923076923077,0.1524390243902439,0.16585365853658537,0.24390243902439024,7.250694444444444,24.854545454545452,0.25176470588235295,2.0,0.4,,,,,,,True,
1863,1610612764,Earl Boykins,Earl Boykins,1863,WAS,44058.0,734,-128.0,1387,1389,318,362,190,2776,26.0,47.0,1.0,1.0,3.0,6.0,32.0,74.0,46.0,110.0,2.0,10.0,,,,,12.0,35.0,4.0,5.0,11.0,104.0,231.0,14.0,45.0,43.0,293.0,1538,9.0,17.0,4.0,5.0,4.0,34.0,16.0,48.0,2.0,11.0,21.0,59.0,38.0,170.0,30.0,12.0,2.0,,35.0,12.0,18.0,79.0,31.0,110.0,20.0,11.0,36.0,13.0,30.0,251.0,2.0,9.0,,6.0,29.0,,35.0,11.0,46.0,2.0,20.0,7.0,13.0,26.0,3.0,20.0,17.0,5.0,6.0,,4.0,43.0,2.0,8.0,15.0,34.0,,,45.0,,6.0,54.0,2.0,10.0,9.0,11.0,1.0,,1.0,,,,1.0,,,,,,59.0,318,4.0,10.0,0.18269230769230768,0.18446601941747573,0.7142857142857143,0.3111111111111111,0.8,0.18181818181818182,0.3111111111111111,0.45021645021645024,0.5294117647058824,0.3333333333333333,0.4528985507246377,0.6818181818181818,0.3220338983050847,0.4814189189189189,0.6875,0.4014084507042254,0.16304347826086957,0.07792207792207792,0.19148936170212766,0.08108108108108109,0.02727272727272727,20.951792336217554,0.6046511627906976,,,0.06487695749440715,0.015817223198594025,0.03680981595092025,0.015384615384615385,0.05737704918032787,0.015736766809728183,0.011695906432748537,0.006329113924050633,0.025,0.01098901098901099,0.02564102564102564,0.06153846153846154,0.03571428571428571,0.0903954802259887,0.03333333333333333,0.046511627906976744,0.015267175572519083,,0.17028985507246377,0.5531914893617021,0.6842105263157895,0.3076923076923077,0.26811594202898553,0.43243243243243246,0.47058823529411764,0.125,0.39855072463768115,0.41818181818181815,0.42990654205607476,0.15217391304347827,0.036231884057971016,0.2,0.2,1.0,0.12681159420289856,0.34285714285714286,0.34285714285714286,0.6666666666666666,0.045454545454545456,1.0,,,,,0.22727272727272727,0.8,1.0,0.1016949152542373,0.5,,,0.1864406779661017,0.3333333333333333,0.34285714285714286,0.4565407272727271,0.4344333333333334,0.4239681034482759,0.03859649122807018,0.037815126050420166,0.11604095563139932,0.20136518771331058,11.75930735930736,25.206666666666667,0.22927180966113914,2.0,0.18181818181818182,2.0,0.0425531914893617,,,,,True,
200751,1610612764,Randy Foye,Randy Foye,200751,WAS,51591.0,860,-169.0,1650,1639,403,380,192,3289,21.0,38.0,2.0,3.0,9.0,13.0,6.0,36.0,53.0,136.0,7.0,18.0,1.0,2.0,2.0,3.0,33.0,86.0,2.0,6.0,31.0,80.0,210.0,40.0,104.0,67.0,347.0,1798,6.0,17.0,3.0,8.0,3.0,24.0,21.0,57.0,11.0,34.0,27.0,102.0,26.0,134.0,75.0,45.0,,3.0,83.0,33.0,15.0,98.0,15.0,113.0,8.0,7.0,47.0,16.0,35.0,241.0,2.0,7.0,1.0,17.0,38.0,,55.0,10.0,65.0,3.0,16.0,8.0,8.0,27.0,9.0,23.0,26.0,7.0,4.0,1.0,2.0,53.0,1.0,11.0,25.0,59.0,2.0,5.0,54.0,4.0,4.0,77.0,1.0,9.0,27.0,3.0,4.0,,4.0,,,,4.0,1.0,,,,,102.0,403,6.0,3.0,0.1625,0.1625,0.625,0.38461538461538464,0.375,0.3235294117647059,0.39603960396039606,0.38095238095238093,0.35294117647058826,0.3684210526315789,0.445859872611465,0.42,0.41208791208791207,0.49277456647398843,0.4444444444444444,0.48095238095238096,0.33121019108280253,0.07142857142857142,0.15789473684210525,0.19444444444444445,0.014705882352941176,21.30272290443139,0.5094339622641509,,0.025,0.0677361853832442,0.010903426791277258,0.08900523560209424,0.013157894736842105,0.07313829787234043,0.011335012594458438,0.010416666666666666,0.023952095808383235,0.0035335689045936395,0.008849557522123894,0.02564102564102564,0.05084745762711865,0.03468208092485549,0.10900473933649289,0.08088235294117647,0.10909090909090909,0.01764705882352941,0.25,0.12101910828025478,0.5526315789473685,0.65625,0.19047619047619047,0.11464968152866242,0.16666666666666666,0.20689655172413793,,0.43312101910828027,0.3897058823529412,0.39552238805970147,0.16981132075471697,0.05732484076433121,0.3888888888888889,0.3888888888888889,1.0,0.27388535031847133,0.38372093023255816,0.38372093023255816,0.5454545454545454,0.12,0.6666666666666666,0.5,0.08,0.5,1.0,0.24,0.3333333333333333,0.5,0.14285714285714285,0.6923076923076923,0.03296703296703297,0.6666666666666666,0.34065934065934067,0.45222929936305734,0.39759036144578314,0.4617154340836012,0.4483454545454546,0.44938876404494377,0.08746355685131195,0.11440677966101695,0.069164265129683,0.29394812680115273,14.144285714285708,25.843269230769224,0.24424242424242423,9.0,0.2903225806451613,3.0,0.028037383177570093,,,,,True,
2240,1610612764,Gilbert Arenas,Gilbert Arenas,2240,WAS,27994.0,467,-80.0,926,928,308,331,111,1854,38.0,60.0,4.0,4.0,13.0,23.0,17.0,37.0,33.0,92.0,,6.0,,,,3.0,23.0,72.0,1.0,6.0,30.0,88.0,189.0,23.0,78.0,66.0,311.0,1024,6.0,10.0,1.0,6.0,3.0,18.0,27.0,66.0,10.0,33.0,34.0,118.0,26.0,150.0,30.0,39.0,2.0,1.0,71.0,23.0,13.0,73.0,15.0,88.0,10.0,5.0,42.0,10.0,21.0,191.0,,3.0,1.0,13.0,24.0,,37.0,4.0,41.0,2.0,18.0,14.0,4.0,31.0,5.0,16.0,22.0,3.0,15.0,1.0,1.0,53.0,6.0,19.0,20.0,41.0,,8.0,63.0,,1.0,91.0,10.0,1.0,44.0,6.0,,,,,,,,,,,,,118.0,308,6.0,6.0,0.14772727272727273,0.14942528735632185,0.43478260869565216,0.2948717948717949,0.16666666666666666,0.30303030303030304,0.2987012987012987,0.4656084656084656,0.6,0.4090909090909091,0.45880149812734083,0.46875,0.42424242424242425,0.506514657980456,0.5294117647058824,0.5,0.29213483146067415,0.06878306878306878,0.1,0.08108108108108109,0.043478260869565216,33.9622641509434,0.5849056603773585,,0.03571428571428571,0.07523510971786834,0.008797653958944282,0.13541666666666666,,0.0891566265060241,0.00684931506849315,,0.01098901098901099,0.01282051282051282,,,0.10465116279069768,0.07777777777777778,0.055944055944055944,0.125,0.15625,0.015384615384615385,,0.2247191011235955,0.6333333333333333,0.7037037037037037,0.13157894736842105,0.13857677902621723,0.4594594594594595,0.5,,0.3445692883895131,0.358695652173913,0.375,0.24242424242424243,0.02247191011235955,,,,0.2696629213483146,0.3194444444444444,0.32857142857142857,0.43478260869565216,0.25,1.0,0.25,,,,0.375,0.16666666666666666,1.0,0.23232323232323232,0.5652173913043478,0.030303030303030304,,0.30303030303030304,0.5168539325842697,0.323943661971831,0.4855509469696971,0.5191392857142857,0.46759432989690725,0.1461794019933555,0.19730941704035873,0.05787781350482315,0.37942122186495175,11.122222222222222,26.68333333333333,0.3326133909287257,10.0,0.3333333333333333,,,2.0,2.0,0.02564102564102564,0.027777777777777776,True,
2406,1610612764,Caron Butler,Caron Butler,2406,WAS,40330.0,672,-81.0,1310,1313,377,398,156,2623,29.0,68.0,9.0,18.0,6.0,21.0,15.0,40.0,43.0,109.0,3.0,8.0,1.0,1.0,2.0,3.0,7.0,28.0,,2.0,13.0,87.0,217.0,10.0,36.0,70.0,274.0,1394,13.0,28.0,1.0,3.0,5.0,34.0,19.0,56.0,3.0,16.0,21.0,68.0,80.0,94.0,9.0,21.0,12.0,3.0,25.0,7.0,17.0,22.0,10.0,32.0,5.0,5.0,11.0,4.0,7.0,74.0,9.0,23.0,,20.0,62.0,5.0,87.0,32.0,119.0,6.0,29.0,17.0,12.0,10.0,4.0,6.0,23.0,,4.0,1.0,8.0,33.0,3.0,7.0,17.0,44.0,,8.0,59.0,2.0,,81.0,6.0,6.0,31.0,8.0,4.0,,2.0,,,2.0,4.0,3.0,,,2.0,1.0,68.0,377,6.0,8.0,0.45977011494252873,0.49382716049382713,0.3,0.2777777777777778,0.3333333333333333,0.1875,0.30303030303030304,0.4009216589861751,0.4642857142857143,0.3392857142857143,0.4031620553359684,0.46774193548387094,0.3263888888888889,0.46689895470383275,0.5,0.39156626506024095,0.1422924901185771,0.07834101382488479,0.14705882352941177,0.125,0.01834862385321101,21.476510067114095,0.30303030303030304,0.11904761904761904,,0.1486810551558753,0.04483430799220273,0.12422360248447205,0.07377049180327869,0.14186851211072665,0.050393700787401574,0.06474820143884892,0.04827586206896552,0.03056768558951965,0.08695652173913043,0.03333333333333333,0.1111111111111111,0.128,0.18478260869565216,0.14035087719298245,0.0851063829787234,0.046511627906976744,0.75,0.26877470355731226,0.4264705882352941,0.5,0.6206896551724138,0.15810276679841898,0.375,0.42857142857142855,0.13333333333333333,0.4308300395256917,0.3944954128440367,0.40186915887850466,0.46511627906976744,0.03162055335968379,0.375,0.375,0.6666666666666666,0.11067193675889328,0.25,0.25,0.14285714285714285,0.5806451612903226,0.5,0.2222222222222222,0.03225806451612903,1.0,,0.06451612903225806,,,0.2916666666666667,0.2857142857142857,0.041666666666666664,0.6666666666666666,0.18055555555555555,0.41106719367588934,0.28,0.46504072580645156,0.4990782608695652,0.4637626865671642,0.11469534050179211,0.128099173553719,0.12408759124087591,0.24817518248175183,11.11382488479263,28.92777777777778,0.2877862595419847,1.0,0.07692307692307693,1.0,0.02702702702702703,,,,,True,
2624,1610612764,Quinton Ross,Quinton Ross,2624,WAS,10461.0,174,-40.0,323,344,74,110,33,667,4.0,12.0,,3.0,,2.0,1.0,1.0,4.0,16.0,1.0,6.0,,,,1.0,,,,,,9.0,29.0,1.0,6.0,2.0,23.0,366,,3.0,,,,,,3.0,,1.0,1.0,1.0,16.0,2.0,3.0,,,,,,1.0,4.0,,4.0,,,2.0,,2.0,8.0,,5.0,,2.0,6.0,1.0,9.0,5.0,14.0,,3.0,2.0,1.0,3.0,,1.0,2.0,,2.0,,1.0,5.0,1.0,1.0,11.0,25.0,,1.0,5.0,,2.0,3.0,1.0,,1.0,1.0,2.0,,1.0,,1.0,,2.0,,,,,,1.0,74,6.0,1.0,0.8888888888888888,0.8888888888888888,1.0,0.16666666666666666,,,0.16666666666666666,0.3103448275862069,,,0.3,,,0.3194444444444444,,0.1,0.17142857142857143,0.034482758620689655,0.08333333333333333,,,11.263736263736263,0.6,0.05555555555555555,,0.05454545454545454,0.03937007874015748,0.045454545454545456,,0.05194805194805195,0.03333333333333333,0.04878048780487805,0.030303030303030304,0.03773584905660377,,,0.07692307692307693,,0.07894736842105263,0.05405405405405406,,,,0.34285714285714286,0.3333333333333333,0.36363636363636365,0.75,0.02857142857142857,1.0,1.0,1.0,0.45714285714285713,0.25,0.25,1.0,0.17142857142857143,0.16666666666666666,0.16666666666666666,1.0,,,,,1.0,,,,,,,,,0.5,,0.25,,,0.5142857142857142,,0.4873742857142857,0.5892333333333334,0.4763125,0.02857142857142857,0.034482758620689655,,0.043478260869565216,11.36896551724138,23.899999999999995,0.22910216718266255,,,,,,,,,True,
200839,1610612764,Mike Harris,Mike Harris,200839,WAS,365.0,6,-10.0,12,15,7,6,1,27,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,17,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,7,1.0,,,,,,,,,,,,,,,,,,,,,,,8.333333333333334,,0.5,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,0.6091,,0.6091,,,,,,,0.5833333333333334,,,,,,,,,True,
201154,1610612764,Al Thornton,Al Thornton,201154,WAS,31511.0,525,-93.0,981,972,198,199,117,1953,38.0,57.0,10.0,15.0,9.0,11.0,8.0,27.0,28.0,64.0,,,,,,,3.0,11.0,,,3.0,74.0,148.0,3.0,11.0,29.0,186.0,1085,12.0,20.0,,,2.0,26.0,14.0,22.0,,3.0,13.0,41.0,82.0,66.0,6.0,3.0,10.0,1.0,10.0,3.0,10.0,18.0,6.0,24.0,4.0,2.0,8.0,4.0,6.0,54.0,2.0,21.0,1.0,16.0,34.0,8.0,58.0,24.0,82.0,4.0,15.0,10.0,5.0,13.0,3.0,4.0,14.0,1.0,9.0,2.0,1.0,27.0,2.0,5.0,21.0,46.0,1.0,7.0,49.0,7.0,5.0,47.0,3.0,,18.0,7.0,11.0,,6.0,,1.0,4.0,11.0,9.0,1.0,,,,41.0,198,5.0,7.0,0.5540540540540541,0.5942028985507246,0.6666666666666666,0.2727272727272727,,,0.3,0.5,0.6,0.6363636363636364,0.4937106918238994,0.6,0.56,0.5138121546961326,0.6190476190476191,0.5694444444444444,0.06918238993710692,0.06756756756756757,0.08771929824561403,0.14814814814814814,0.015625,18.488888888888887,0.48148148148148145,0.3076923076923077,0.03225806451612903,0.09770114942528736,0.054404145077720206,0.14414414414414414,0.031746031746031744,0.10893246187363835,0.051224944320712694,0.05982905982905983,0.043010752688172046,0.056818181818181816,0.04081632653061224,,0.10236220472440945,0.12244897959183673,0.07317073170731707,0.14457831325301204,0.14285714285714285,0.05714285714285714,0.8181818181818182,0.3584905660377358,0.6666666666666666,0.7307692307692307,0.5789473684210527,0.16981132075471697,0.2962962962962963,0.34782608695652173,0.75,0.4025157232704403,0.4375,0.4444444444444444,0.4642857142857143,,,,,0.06918238993710692,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.75,0.6666666666666666,0.2,,,,,,,0.44,0.8181818181818182,,,0.12,0.4276729559748428,0.3,0.48939968354430385,0.5486210526315789,0.49793,0.10344827586206896,0.11042944785276074,0.13978494623655913,0.22043010752688172,9.772297297297296,26.772727272727273,0.2018348623853211,,,,,,,,,True,
