EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,OffThreePtRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceArc3FGM,FTOffRebounds,BlockedShortMidRange,RecoveredBlocks,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedLongMidRange,3SecondViolations,OffCorner3ReboundPct,LongMidRangePctBlocked,DefensiveGoaltends,HeaveAttempts,OffensiveGoaltends,on,Blocked3s,BlockedCorner3
101108,1610612740,Chris Paul,Chris Paul,101108,NOH,30123.0,502,-2,934,940,269.0,290,107.0,1874,13.0,29.0,1.0,4.0,9.0,14.0,26.0,36.0,67.0,3.0,4.0,1.0,1.0,2.0,2.0,13.0,40.0,2.0,4.0,14.0,63.0,122.0,16.0,44.0,73.0,247.0,1058,1.0,3.0,1.0,3.0,5.0,10.0,19.0,35.0,6.0,16.0,47.0,103.0,4.0,122.0,24.0,24.0,2.0,40.0,13.0,4.0,1.0,101,37.0,138,29.0,8.0,41.0,16.0,44.0,313,5.0,11.0,32.0,43.0,5.0,48.0,2.0,30.0,19.0,11.0,27.0,18.0,12.0,2.0,9.0,2.0,3.0,39,2.0,7.0,6.0,30.0,1.0,1.0,5.0,101.0,2.0,9.0,80.0,3.0,1.0,1.0,17.0,2.0,22.0,3.0,3.0,3.0,103.0,269.0,8.0,22.0,0.031746031746031744,0.03225806451612903,0.5,0.36363636363636365,0.3333333333333333,0.375,0.36363636363636365,0.5163934426229508,0.3333333333333333,0.5428571428571428,0.5240963855421686,0.4166666666666667,0.5490196078431373,0.6059113300492611,0.5625,0.68,0.26506024096385544,0.022727272727272728,0.03278688524590164,0.13793103448275862,0.25,22.894985808893093,0.6923076923076923,0.10774410774410774,0.016722408026755852,0.0990990990990991,0.1053921568627451,0.01182033096926714,0.019801980198019802,0.015151515151515152,0.015151515151515152,0.0967741935483871,0.09523809523809523,0.125,0.1,0.0967741935483871,0.02531645569620253,0.1746987951807229,0.4482758620689655,0.52,0.1566265060240964,0.5384615384615384,0.5384615384615384,0.4036144578313253,0.5373134328358209,0.5373134328358209,0.05555555555555555,0.024096385542168676,0.75,1.0,1.0,0.24096385542168675,0.325,0.325,0.38461538461538464,0.16666666666666666,0.16666666666666666,1.0,1.0,0.3333333333333333,0.17647058823529413,0.4444444444444444,0.0392156862745098,1.0,0.27450980392156865,0.2857142857142857,0.4397590361445783,0.325,0.45997048192771095,0.4959375,0.44729509803921574,0.10497237569060773,0.125,0.044444444444444446,0.04048582995951417,0.41700404858299595,12.024590163934425,25.277272727272724,0.2880085653104925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1752,1610612740,Sean Marks,Sean Marks,1752,NOH,1511.0,25,-4,53,50,32.0,28,9.0,103,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,2.0,,,,2.0,59,1.0,2.0,,,,2.0,1.0,1.0,,,,2.0,,2.0,,,2.0,,,,,1,,1,,,,1.0,,2,4.0,,4.0,5.0,6.0,11.0,,,,,,,1.0,,,,,1,,1.0,1.0,3.0,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,32.0,2.0,,,,,,,,,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,,,,,,4.615384615384615,,0.26666666666666666,0.16,,0.2222222222222222,0.17142857142857143,0.42857142857142855,,0.08333333333333333,,0.5,0.3333333333333333,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,1.0,,0.5750500000000001,0.5750500000000001,0.5798,,,,1.0,1.0,,,0.6037735849056604,1.0,2.0,1.0,1.0,1.0,0.2,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,True,,
1899,1610612740,James Posey,James Posey,1899,NOH,56163.0,936,-47,1764,1775,342.0,405,190.0,3539,19.0,42.0,11.0,5.0,8.0,3.0,11.0,1.0,9.0,16.0,38.0,1.0,2.0,6.0,12.0,33.0,96.0,13.0,6.0,15.0,23.0,62.0,49.0,134.0,37.0,230.0,1950,6.0,11.0,7.0,15.0,,33.0,6.0,11.0,12.0,27.0,17.0,65.0,22.0,24.0,123.0,24.0,8.0,96.0,33.0,5.0,1.0,55,11.0,66,6.0,5.0,35.0,6.0,14.0,143,16.0,36.0,98.0,156.0,21.0,177.0,5.0,22.0,15.0,7.0,13.0,10.0,12.0,3.0,3.0,1.0,,25,1.0,5.0,62.0,109.0,1.0,10.0,5.0,76.0,8.0,20.0,46.0,4.0,,1.0,16.0,,9.0,9.0,6.0,9.0,65.0,342.0,12.0,8.0,0.4782608695652174,0.5789473684210527,0.8367346938775511,0.3656716417910448,0.4666666666666667,0.4444444444444444,0.3656716417910448,0.3709677419354839,0.5454545454545454,0.5454545454545454,0.4923469387755102,0.6346153846153846,0.631578947368421,0.5299539170506913,0.6346153846153846,0.6914893617021277,0.6836734693877551,0.007462686567164179,0.08064516129032258,0.09523809523809523,,12.20253164556962,0.52,0.1917808219178082,0.028021015761821366,0.15,0.17842876165113183,0.024875621890547265,0.04672897196261682,0.017391304347826087,0.01652892561983471,0.13529411764705881,0.18604651162790697,0.24056603773584906,0.14634146341463414,0.15789473684210525,0.04310344827586207,0.21428571428571427,0.4523809523809524,0.5,0.05612244897959184,0.2727272727272727,0.3,0.04591836734693878,0.1111111111111111,0.1111111111111111,,0.19387755102040816,0.42105263157894735,0.42105263157894735,0.9375,0.4897959183673469,0.34375,0.3473684210526316,0.7878787878787878,0.4230769230769231,0.07692307692307693,0.5,1.0,0.5,0.21052631578947367,0.625,0.3157894736842105,0.5,0.39473684210526316,0.4,0.8979591836734694,0.34375,0.5417892857142858,0.5771840909090908,0.5475105263157893,0.07692307692307693,0.21621621621621623,,0.14347826086956522,0.2826086956521739,4.143548387096775,24.668656716417914,0.19387755102040816,6.0,4.0,22.0,3.0,0.38596491228070173,0.017167381974248927,0.020833333333333332,0.5454545454545454,6.0,1.0,3.0,3.0,1.0,0.09090909090909091,0.010416666666666666,0.02702702702702703,0.3333333333333333,0.5263157894736842,0.3333333333333333,0.3333333333333333,0.46153846153846156,0.6666666666666666,,,,,,,,True,,
2443,1610612740,Darius Songaila,Darius Songaila,2443,NOH,84576.0,1410,-91,2701,2705,662.0,763,301.0,5406,89.0,138.0,42.0,26.0,39.0,41.0,88.0,110.0,256.0,,1.0,,1.0,,1.0,1.0,5.0,2.0,,,240.0,482.0,1.0,6.0,60.0,543.0,2969,36.0,57.0,1.0,3.0,18.0,93.0,53.0,109.0,,1.0,24.0,130.0,388.0,92.0,3.0,,44.0,5.0,1.0,23.0,1.0,50,20.0,70,17.0,3.0,42.0,3.0,5.0,160,41.0,40.0,122.0,173.0,59.0,232.0,5.0,62.0,32.0,30.0,49.0,32.0,32.0,1.0,17.0,,10.0,81,4.0,19.0,95.0,206.0,2.0,13.0,5.0,82.0,15.0,9.0,74.0,8.0,,,32.0,,9.0,14.0,13.0,14.0,130.0,662.0,27.0,9.0,0.8083333333333333,0.8899082568807339,1.0,0.16666666666666666,0.3333333333333333,,0.16666666666666666,0.4979253112033195,0.631578947368421,0.48623853211009177,0.4948770491803279,0.625,0.4818181818181818,0.5211132437619962,0.6642857142857143,0.5241935483870968,0.012295081967213115,0.16666666666666666,0.04771784232365145,0.10869565217391304,,19.763624425476035,0.6049382716049383,0.1523096129837703,0.04515418502202643,0.11976047904191617,0.14273127753303966,0.04578313253012048,0.06402439024390244,0.07407407407407407,0.015345268542199489,0.13432835820895522,0.19523809523809524,0.1393188854489164,0.11016949152542373,0.14285714285714285,0.02262443438914027,0.2827868852459016,0.644927536231884,0.7235772357723578,0.18032786885245902,0.4659090909090909,0.5125,0.5245901639344263,0.4296875,0.4296875,0.9818181818181818,0.0020491803278688526,,,,0.010245901639344262,0.2,0.25,1.0,0.7,0.016666666666666666,,,0.03333333333333333,0.35454545454545455,0.6666666666666666,0.00909090909090909,,,,0.29508196721311475,0.2,0.4531288934426229,0.5466988888888888,0.4576540909090911,0.0625,0.06324110671936758,,0.1712707182320442,0.23941068139963168,11.944398340248961,24.950000000000003,0.24509440947797112,28.0,16.0,11.0,11.0,0.125,0.04747774480712166,0.0498220640569395,0.6666666666666666,1.0,2.0,,7.0,1.0,0.09090909090909091,0.2,0.03636363636363636,0.5,0.6292134831460674,0.7317073170731707,0.17857142857142858,0.5,1.0,1.0,3.0,0.03571428571428571,,,,,True,,
2484,1610612740,Devin Brown,Devin Brown,2484,NOH,10909.0,182,-46,353,361,107.0,138,44.0,714,10.0,21.0,7.0,4.0,11.0,2.0,9.0,3.0,13.0,,1.0,,1.0,,1.0,9.0,27.0,2.0,2.0,9.0,15.0,43.0,9.0,28.0,19.0,76.0,392,4.0,11.0,1.0,3.0,3.0,14.0,6.0,18.0,2.0,10.0,10.0,28.0,14.0,16.0,21.0,6.0,4.0,27.0,9.0,6.0,,14,2.0,16,2.0,,6.0,4.0,4.0,34,6.0,4.0,14.0,18.0,7.0,25.0,1.0,5.0,2.0,3.0,,,6.0,,,,,6,1.0,1.0,2.0,7.0,,,3.0,17.0,,1.0,25.0,3.0,,,9.0,,5.0,2.0,2.0,2.0,28.0,107.0,2.0,5.0,0.4666666666666667,0.5384615384615384,0.7777777777777778,0.32142857142857145,0.3333333333333333,0.2,0.32142857142857145,0.3488372093023256,0.36363636363636365,0.3333333333333333,0.4014084507042254,0.39285714285714285,0.32142857142857145,0.4634146341463415,0.4375,0.4117647058823529,0.39436619718309857,,0.13953488372093023,0.14285714285714285,,21.5158924205379,,0.10606060606060606,0.04580152671755725,0.10810810810810811,0.10650887573964497,0.031746031746031744,0.09523809523809523,0.025,0.02040816326530612,0.05263157894736842,0.11764705882352941,0.17073170731707318,0.06896551724137931,0.25,0.025,0.29577464788732394,0.47619047619047616,0.5555555555555556,0.1267605633802817,0.2222222222222222,0.2857142857142857,0.18309859154929578,0.23076923076923078,0.25,0.6666666666666666,0.014084507042253521,,,,0.38028169014084506,0.3333333333333333,0.3333333333333333,0.7777777777777778,0.5,0.07142857142857142,,,0.14285714285714285,0.39285714285714285,0.36363636363636365,0.03571428571428571,,0.32142857142857145,0.2222222222222222,0.6901408450704225,0.3333333333333333,0.5067767605633803,0.49149230769230773,0.48453214285714286,0.11688311688311688,0.1836734693877551,,0.18421052631578946,0.3684210526315789,7.84186046511628,25.692857142857147,0.3031161473087819,3.0,,,3.0,,,,0.42857142857142855,1.0,1.0,,1.0,,0.2222222222222222,,0.07142857142857142,0.5,0.4,0.5,0.3333333333333333,0.5,1.0,,,,0.07692307692307693,,,,True,,
201954,1610612740,Darren Collison,Darren Collison,201954,NOH,49027.0,817,-97,1588,1585,379.0,460,171.0,3173,61.0,121.0,6.0,28.0,41.0,25.0,52.0,43.0,98.0,4.0,9.0,,,1.0,2.0,11.0,29.0,4.0,6.0,12.0,129.0,271.0,15.0,38.0,65.0,368.0,1741,3.0,13.0,2.0,4.0,1.0,13.0,50.0,78.0,7.0,14.0,19.0,140.0,60.0,198.0,27.0,18.0,2.0,29.0,11.0,22.0,,112,40.0,152,29.0,11.0,52.0,14.0,46.0,344,10.0,20.0,38.0,60.0,12.0,72.0,2.0,28.0,14.0,14.0,47.0,33.0,28.0,3.0,14.0,5.0,3.0,75,2.0,13.0,11.0,35.0,,2.0,2.0,67.0,1.0,2.0,78.0,7.0,,1.0,34.0,,8.0,2.0,2.0,2.0,140.0,379.0,10.0,7.0,0.23255813953488372,0.234375,0.6,0.39473684210526316,0.5,0.5,0.39473684210526316,0.47601476014760147,0.23076923076923078,0.6410256410256411,0.49029126213592233,0.35294117647058826,0.657608695652174,0.5334302325581395,0.3611111111111111,0.6730769230769231,0.12297734627831715,,0.08118081180811808,0.15702479338842976,,23.552557616638563,0.6266666666666667,0.0853932584269663,0.01818181818181818,0.10152284263959391,0.09034267912772585,0.016713091922005572,0.009174311926605505,0.01904761904761905,0.02643171806167401,0.07913669064748201,0.04878048780487805,0.11475409836065574,0.1079136690647482,0.08620689655172414,0.014492753623188406,0.39158576051779936,0.5041322314049587,0.5980392156862745,0.16828478964401294,0.4807692307692308,0.49019607843137253,0.31715210355987056,0.4387755102040816,0.4479166666666667,0.09302325581395349,0.02912621359223301,0.4444444444444444,0.4444444444444444,0.75,0.09385113268608414,0.3793103448275862,0.3793103448275862,0.5454545454545454,0.35294117647058826,,,,0.23529411764705882,0.44565217391304346,0.6829268292682927,0.021739130434782608,0.5,0.13043478260869565,0.5,0.5145631067961165,0.3793103448275862,0.49637873376623365,0.5111566666666667,0.5094548913043478,0.10119047619047619,0.11409395973154363,,0.035326086956521736,0.3804347826086957,8.42509225092251,25.373684210526314,0.23866498740554157,2.0,2.0,2.0,8.0,0.04081632653061224,0.011904761904761904,0.007518796992481203,0.3333333333333333,2.0,,,,,0.019230769230769232,,,,0.3770491803278688,0.12,,0.5,1.0,,,0.02857142857142857,0.02040816326530612,,,,True,,
978,1610612740,Peja Stojakovic,Peja Stojakovic,978,NOH,28319.0,472,-23,894,889,242.0,285,102.0,1783,9.0,19.0,4.0,2.0,2.0,3.0,7.0,18.0,44.0,7.0,13.0,1.0,1.0,1.0,1.0,32.0,81.0,3.0,4.0,18.0,30.0,70.0,39.0,94.0,34.0,211.0,970,4.0,9.0,4.0,4.0,2.0,22.0,6.0,11.0,5.0,19.0,17.0,44.0,30.0,30.0,108.0,9.0,,81.0,32.0,5.0,,19,6.0,25,4.0,2.0,9.0,6.0,4.0,56,5.0,10.0,33.0,48.0,9.0,57.0,2.0,17.0,15.0,2.0,14.0,7.0,5.0,,7.0,,,19,,5.0,9.0,22.0,,2.0,2.0,21.0,2.0,1.0,38.0,,,4.0,12.0,2.0,2.0,1.0,,1.0,44.0,242.0,3.0,2.0,0.5,0.5,0.9230769230769231,0.4148936170212766,1.0,0.2631578947368421,0.4148936170212766,0.42857142857142855,0.4444444444444444,0.5454545454545454,0.5396341463414634,0.7692307692307693,0.45,0.5777777777777777,0.7857142857142857,0.5657894736842105,0.573170731707317,,0.07142857142857142,0.10526315789473684,,19.60591133004926,0.7368421052631579,0.11870503597122302,0.016181229773462782,0.10309278350515463,0.11466666666666667,0.020224719101123594,0.01818181818181818,0.031746031746031744,0.007352941176470588,0.11956521739130435,0.13333333333333333,0.10810810810810811,0.10810810810810811,0.08695652173913043,0.023255813953488372,0.11585365853658537,0.47368421052631576,0.5294117647058824,0.042682926829268296,0.42857142857142855,0.5,0.2682926829268293,0.4090909090909091,0.42857142857142855,0.5,0.07926829268292683,0.5384615384615384,0.5384615384615384,0.7142857142857143,0.49390243902439024,0.3950617283950617,0.3950617283950617,0.96875,0.3076923076923077,0.07692307692307693,1.0,,0.23076923076923078,0.06666666666666667,1.0,0.03333333333333333,1.0,0.6,0.2222222222222222,0.6890243902439024,0.3950617283950617,0.5043024390243903,0.5086181818181817,0.45520166666666667,0.07865168539325842,0.14634146341463414,0.020833333333333332,0.10426540284360189,0.20853080568720378,12.775714285714287,25.35106382978723,0.27069351230425054,1.0,4.0,5.0,3.0,0.14705882352941177,0.029411764705882353,0.016666666666666666,0.25,3.0,,1.0,1.0,,0.14285714285714285,,,1.0,0.6666666666666666,,1.0,1.0,1.0,,,0.125,0.045454545454545456,,,,True,,
200756,1610612740,Hilton Armstrong,Hilton Armstrong,200756,NOH,7560.0,126,-29,244,246,44.0,51,26.0,490,5.0,14.0,7.0,1.0,1.0,3.0,5.0,1.0,7.0,,,,,,,,,,,,9.0,26.0,,,8.0,26.0,245,2.0,7.0,,,,4.0,4.0,5.0,,,6.0,14.0,14.0,4.0,,,2.0,,,,,9,1.0,10,1.0,,6.0,,3.0,21,9.0,5.0,17.0,24.0,12.0,36.0,3.0,7.0,4.0,3.0,3.0,2.0,5.0,,1.0,,,8,,3.0,13.0,27.0,,1.0,4.0,17.0,5.0,1.0,16.0,,,,6.0,,2.0,4.0,3.0,4.0,14.0,44.0,3.0,2.0,0.7777777777777778,0.875,,,,,,0.34615384615384615,0.2857142857142857,0.8,0.34615384615384615,0.2857142857142857,0.8,0.38235294117647056,0.25,0.7777777777777778,,,,,,15.384615384615385,0.375,0.2073170731707317,0.10975609756097561,0.15625,0.19298245614035087,0.0847457627118644,0.14814814814814814,0.2,0.05,0.19230769230769232,0.22727272727272727,0.20588235294117646,0.18181818181818182,0.1,0.17647058823529413,0.5384615384615384,0.35714285714285715,0.35714285714285715,0.19230769230769232,0.6,0.6,0.2692307692307692,0.14285714285714285,0.14285714285714285,1.0,,,,,,,,,1.0,,,,,0.2,1.0,,,,,0.5384615384615384,,0.4819076923076923,0.5592571428571428,0.43100000000000005,0.1875,0.1875,,0.15384615384615385,0.5384615384615384,6.0307692307692315,,0.18032786885245902,2.0,1.0,2.0,,0.2222222222222222,0.027777777777777776,0.03333333333333333,0.2857142857142857,,2.0,1.0,3.0,,,,0.2222222222222222,0.75,0.8,0.6666666666666666,0.5,,,,1.0,,,1.0,,,True,,
201628,1610612740,Bobby Brown,Bobby Brown,201628,NOH,10668.0,178,-15,336,336,77.0,80,34.0,672,14.0,17.0,,5.0,5.0,,5.0,7.0,24.0,,1.0,,,,,6.0,28.0,,1.0,6.0,21.0,46.0,6.0,29.0,2.0,62.0,364,,,,,,,6.0,9.0,1.0,6.0,,15.0,20.0,22.0,15.0,3.0,,26.0,6.0,2.0,1.0,15,16.0,31,15.0,1.0,10.0,2.0,3.0,78,,,7.0,7.0,,7.0,,4.0,2.0,2.0,10.0,10.0,5.0,1.0,,,1.0,15,,3.0,1.0,9.0,,,1.0,10.0,2.0,4.0,2.0,,,,,,1.0,,,,15.0,77.0,1.0,,0.47619047619047616,0.47619047619047616,0.8333333333333334,0.20689655172413793,,0.16666666666666666,0.2222222222222222,0.45652173913043476,,0.6666666666666666,0.4,,0.5,0.40789473684210525,,0.5,0.38666666666666666,0.034482758620689655,0.043478260869565216,0.058823529411764705,,23.872679045092838,0.6666666666666666,0.06862745098039216,,,0.04794520547945205,,,,,0.08571428571428572,,0.08163265306122448,,,,0.22666666666666666,0.8235294117647058,0.875,0.06666666666666667,,,0.32,0.2916666666666667,0.2916666666666667,0.14285714285714285,0.013333333333333334,,,,0.37333333333333335,0.21428571428571427,0.2222222222222222,0.8333333333333334,,,,,,0.3333333333333333,1.0,,,0.4,0.16666666666666666,0.6133333333333333,0.23076923076923078,0.5140178082191782,,0.5633269230769231,,,,,0.24193548387096775,10.97608695652174,27.755172413793108,0.22916666666666666,,,,2.0,,,,,,,,,1.0,0.2,0.03571428571428571,,,0.6428571428571429,,,,,,,,,,2.0,,True,,
201977,1610612740,Marcus Thornton,Marcus Thornton,201977,NOH,50142.0,836,-20,1617,1617,361.0,427,188.0,3234,93.0,155.0,28.0,26.0,43.0,20.0,42.0,14.0,58.0,9.0,22.0,,,2.0,4.0,43.0,119.0,8.0,7.0,26.0,127.0,255.0,52.0,141.0,67.0,477.0,1762,20.0,36.0,2.0,8.0,5.0,51.0,27.0,53.0,9.0,30.0,9.0,90.0,148.0,106.0,132.0,24.0,20.0,117.0,43.0,19.0,1.0,52,8.0,60,4.0,4.0,20.0,13.0,19.0,128,27.0,17.0,47.0,65.0,36.0,101.0,4.0,32.0,22.0,10.0,19.0,7.0,19.0,3.0,12.0,,2.0,38,1.0,5.0,31.0,66.0,,1.0,6.0,65.0,2.0,4.0,83.0,7.0,,2.0,39.0,,5.0,6.0,4.0,6.0,90.0,361.0,5.0,2.0,0.5826771653543307,0.6324786324786325,0.8461538461538461,0.36879432624113473,0.25,0.3,0.37410071942446044,0.4980392156862745,0.5555555555555556,0.5094339622641509,0.5176767676767676,0.5227272727272727,0.4879518072289157,0.5484988452655889,0.5204081632653061,0.5113636363636364,0.3560606060606061,0.0070921985815602835,0.07450980392156863,0.08387096774193549,,25.80821917808219,0.5,0.09832635983263599,0.05037313432835821,0.08292682926829269,0.09370424597364568,0.048846675712347354,0.045454545454545456,0.0673076923076923,0.04700854700854701,0.06748466257668712,0.07377049180327869,0.13989637305699482,0.09219858156028368,0.0625,0.02072538860103627,0.39141414141414144,0.6,0.6549295774647887,0.10606060606060606,0.47619047619047616,0.5405405405405406,0.14646464646464646,0.2413793103448276,0.24561403508771928,0.5714285714285714,0.05555555555555555,0.4090909090909091,0.4090909090909091,1.0,0.3005050505050505,0.36134453781512604,0.3644067796610169,0.813953488372093,0.6363636363636364,,,,0.18181818181818182,0.5180722891566265,0.6046511627906976,0.04819277108433735,0.5,0.3132530120481928,0.2692307692307692,0.7474747474747475,0.36752136752136755,0.5381250000000001,0.5428308823529413,0.5447042168674698,0.0911214953271028,0.13588850174216027,,0.1069182389937107,0.18867924528301888,5.609803921568627,25.571631205673757,0.22325293753865183,13.0,9.0,1.0,6.0,0.022222222222222223,0.04477611940298507,0.030303030303030304,0.4642857142857143,2.0,,2.0,3.0,2.0,0.11904761904761904,0.008403361344537815,,0.5,0.6451612903225806,0.3,0.3076923076923077,0.25,1.0,,,0.1111111111111111,0.017241379310344827,,2.0,,True,,
