EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceFtPoints,OffThreePtRebounds,FTOffRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,Blocked3s,BlockedArc3,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,on,3pt And 1 Free Throw Trips,BlockedCorner3
101183,1610612748,Shavlik Randolph,Shavlik Randolph,101183,MIA,1674.0,28,5,49,52,13,16,12,101,3.0,9,1.0,4.0,1.0,1.0,4.0,10,8.0,45,1.0,4.0,2.0,2.0,6.0,2.0,3.0,6.0,2.0,1.0,3,6.0,9,1.0,1.0,1.0,1.0,1.0,1,6.0,8,2.0,2.0,2.0,1.0,1.0,1.0,13,1.0,0.25,0.3333333333333333,0.4,0.25,0.4,0.25,0.4,0.25,0.3,0.3333333333333333,17.46031746031746,0.3333333333333333,0.1,0.3,0.08695652173913043,0.20689655172413793,0.4444444444444444,0.25,0.14285714285714285,0.2,0.3333333333333333,0.9,0.3333333333333333,0.5,0.3333333333333333,0.1,1.0,1.0,1.0,0.25,0.9,0.50344,0.5426000000000001,0.25,1.56,0.2653061224489796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201161,1610612748,Daequan Cook,Daequan Cook,201161,MIA,21436.0,357,-40,644,647,136,130,80,1291,7.0,9,2.0,2.0,6.0,16.0,26.0,81,129.0,653,4.0,15.0,11.0,30.0,22.0,2.0,7.0,4.0,30.0,,38,4.0,42,1.0,5.0,4.0,6.0,3.0,15,16.0,24,,12.0,,5.0,2.0,5.0,136,1.0,0.5769230769230769,0.6,0.32098765432098764,0.26666666666666666,0.3993055555555556,0.2894736842105263,0.4266666666666667,0.2894736842105263,0.08641975308641975,0.2222222222222222,22.357723577235774,,0.11538461538461539,0.016194331983805668,0.11275964391691394,0.012269938650306749,,0.06382978723404255,0.006578947368421052,0.06896551724137931,0.011627906976744186,0.0625,0.7777777777777778,1.0,0.5714285714285714,0.1111111111111111,0.375,0.42857142857142855,0.10526315789473684,1.0,0.5,0.46939049295774654,0.4515941176470588,0.08527131782945736,14.892592592592592,0.2111801242236025,1.0,1.0,13.0,56.0,6.0,18.0,1.0,6.0,15.0,45.0,1.0,4.0,2.0,15.0,21.0,63.0,14.0,1.0,4.0,1.0,12.0,3.0,21.0,5.0,16.0,48.0,15.0,2.0,43.0,15.0,19.0,5.0,24.0,4.0,1.0,4.0,3.0,12.0,53.0,8.0,1.0,9.0,3.0,6.0,1.0,1.0,2.0,16.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,16.0,2.0,0.7619047619047619,0.3333333333333333,0.25,0.14285714285714285,0.3442622950819672,0.08333333333333333,0.16666666666666666,0.2222222222222222,0.4375,0.125,0.05357142857142857,0.6,0.1038961038961039,0.06756756756756757,0.1919191919191919,0.125,0.047619047619047616,0.6,0.5,0.3888888888888889,0.23214285714285715,0.24528301886792453,0.6153846153846154,0.125,0.3333333333333333,0.3333333333333333,1.0,0.3125,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.21052631578947367,0.25,1.0,0.030303030303030304,1.0,0.18181818181818182,0.16666666666666666,0.45454545454545453,0.13333333333333333,0.3488372093023256,0.4591080645161289,0.033783783783783786,0.03614457831325301,0.03076923076923077,0.12403100775193798,25.761904761904766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201202,1610612748,Joel Anthony,Joel Anthony,201202,MIA,35770.0,596,-36,1080,1090,235,248,122,2170,15.0,37,8.0,17.0,13.0,25.0,28.0,63,86.0,1105,11.0,21.0,33.0,34.0,22.0,18.0,9.0,38.0,43.0,10.0,65,53.0,118,2.0,8.0,6.0,18.0,1.0,22,45.0,65,6.0,30.0,2.0,49.0,35.0,49.0,235,2.0,0.6071428571428571,0.8947368421052632,0.4444444444444444,0.5238095238095238,0.4444444444444444,0.5238095238095238,0.5180722891566265,0.5892857142857143,0.14285714285714285,0.1891891891891892,8.564437194127244,0.20833333333333334,0.1021377672209026,0.09669211195928754,0.10091743119266056,0.09864603481624758,0.0851063829787234,0.08433734939759036,0.10648148148148148,0.09302325581395349,0.07692307692307693,0.5873015873015873,0.40540540540540543,0.5,0.4666666666666667,0.3968253968253968,0.52,0.5652173913043478,0.8095238095238095,0.47058823529411764,0.5873015873015873,0.5010095238095238,0.5311684210526317,0.38372093023255816,3.3206349206349204,0.2175925925925926,1.0,6.0,,1.0,,,,,,,,,,,,,30.0,,,4.0,11.0,,,10.0,18.0,,,,,,5.0,2.0,7.0,2.0,,,,5.0,16.0,12.0,2.0,4.0,2.0,2.0,,2.0,6.0,42.0,2.0,,18.0,,4.0,1.0,13.0,33.0,18.0,4.0,,,,,,0.36363636363636365,0.36363636363636365,0.5,,0.08,,0.18181818181818182,0.0967741935483871,0.1016949152542373,0.10919540229885058,0.08080808080808081,0.16,0.673469387755102,0.7692307692307693,0.015873015873015872,,,,,,,,,,,,,,,0.5454545454545454,0.16666666666666666,,,,,,0.514190909090909,0.22784810126582278,0.22784810126582278,,0.20930232558139536,,11.0,13.0,2.0,1.0,3.0,3.0,7.0,1.0,6.0,2.0,0.06060606060606061,0.10483870967741936,0.0898876404494382,0.14285714285714285,0.125,,,,,,,,,,,,,,True,,
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,15320.0,255,-6,438,442,62,59,56,880,7.0,10,,,2.0,8.0,9.0,27,66.0,431,,2.0,9.0,4.0,14.0,,2.0,2.0,11.0,1.0,20,2.0,22,,10.0,9.0,10.0,3.0,19,6.0,21,1.0,17.0,4.0,1.0,,1.0,62,,0.2222222222222222,0.2222222222222222,0.3333333333333333,,0.38,0.5,0.4074074074074074,0.5,0.07407407407407407,0.2,19.841269841269842,0.0625,0.0738255033557047,0.0125,0.0871559633027523,0.008771929824561403,,,0.022727272727272728,0.08196721311475409,,0.13333333333333333,0.7,0.875,0.2857142857142857,0.10666666666666667,0.25,0.25,,,0.7733333333333333,0.5212806666666667,0.5587357142857142,0.13636363636363635,9.05185185185185,0.1415525114155251,,,,9.0,2.0,13.0,,2.0,11.0,35.0,2.0,3.0,4.0,7.0,13.0,48.0,9.0,3.0,7.0,,3.0,4.0,9.0,2.0,14.0,33.0,6.0,,35.0,11.0,17.0,10.0,27.0,3.0,7.0,5.0,1.0,11.0,64.0,8.0,1.0,9.0,6.0,3.0,,4.0,5.0,13.0,1.0,,6.0,,1.0,,1.0,1.0,14.0,1.0,0.8461538461538461,0.2708333333333333,0.42857142857142855,0.4444444444444444,0.2708333333333333,,0.5,0.5384615384615384,0.64,,,0.47368421052631576,0.11594202898550725,0.05,0.08333333333333333,0.10909090909090909,0.14285714285714285,1.0,,0.12,,,,0.17333333333333334,0.15384615384615385,0.15384615384615385,1.0,0.4666666666666667,0.3142857142857143,0.3142857142857143,0.8181818181818182,0.3333333333333333,0.6666666666666666,1.0,,,0.16666666666666666,,0.5833333333333334,0.5714285714285714,0.3142857142857143,0.5105625,0.075,0.1875,,0.21212121212121213,24.941666666666666,,,,2.0,,,,,,,,,,,,1.0,4.0,0.4444444444444444,0.25,1.0,,,,,,,,,True,,
2306,1610612748,Carlos Arroyo,Carlos Arroyo,2306,MIA,95072.0,1585,57,2889,2886,510,513,319,5775,21.0,43,2.0,5.0,18.0,37.0,171.0,350,439.0,2974,12.0,24.0,25.0,126.0,216.0,2.0,14.0,16.0,63.0,4.0,104,26.0,130,1.0,36.0,17.0,25.0,5.0,54,40.0,102,2.0,93.0,12.0,5.0,2.0,6.0,510,12.0,0.3684210526315789,0.37058823529411766,0.48857142857142855,0.5,0.484,0.46153846153846156,0.5242130750605327,0.4807692307692308,0.04,0.18604651162790697,14.325153374233128,0.046511627906976744,0.06146341463414634,0.015655577299412915,0.07147962830593281,0.0193596425912137,0.013157894736842105,0.008368200836820083,0.01981981981981982,0.04833836858006042,0.0055248618784530384,0.11466666666666667,0.4883720930232558,0.6,0.19047619047619047,0.09866666666666667,0.4864864864864865,0.5142857142857142,0.19230769230769232,0.4,0.18133333333333335,0.43297266666666684,0.42924210526315787,0.05694760820045558,15.386571428571436,0.17653167185877466,5.0,9.0,132.0,270.0,3.0,15.0,1.0,3.0,4.0,10.0,,1.0,1.0,2.0,7.0,25.0,76.0,,2.0,26.0,62.0,2.0,5.0,36.0,94.0,15.0,6.0,,10.0,4.0,165.0,60.0,225.0,42.0,18.0,62.0,19.0,84.0,510.0,37.0,19.0,29.0,17.0,12.0,,3.0,9.0,90.0,6.0,7.0,28.0,1.0,15.0,2.0,1.0,1.0,94.0,14.0,0.7142857142857143,0.28,,0.4,0.28,0.41935483870967744,0.43283582089552236,0.5406976744186046,0.06666666666666667,0.05405405405405406,0.014814814814814815,0.5370370370370371,0.09893048128342247,0.035830618892508145,0.09302325581395349,0.09688581314878893,0.10588235294117647,0.16666666666666666,0.16666666666666666,0.72,0.4888888888888889,0.49624060150375937,0.42424242424242425,0.04,0.2,0.2,1.0,0.02666666666666667,0.4,0.4,0.5,0.038461538461538464,,,0.13432835820895522,0.5555555555555556,0.04477611940298507,0.3333333333333333,0.029850746268656716,0.5,0.4,0.4232171641791045,0.0728643216080402,0.07526881720430108,0.038461538461538464,0.214123006833713,24.384,1.0,10.0,,5.0,3.0,10.0,2.0,,1.0,1.0,,0.03115264797507788,0.041474654377880185,0.009615384615384616,,,1.0,0.038461538461538464,,,2.0,1.0,1.0,,,,,,True,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,55383.0,923,106,1729,1715,358,350,183,3444,124.0,182,16.0,30.0,29.0,72.0,205.0,391,619.0,1812,25.0,46.0,66.0,108.0,302.0,20.0,24.0,23.0,56.0,2.0,83,29.0,112,5.0,47.0,38.0,33.0,2.0,78,21.0,57,4.0,146.0,3.0,18.0,10.0,21.0,358,10.0,0.2634146341463415,0.27692307692307694,0.5242966751918159,0.5434782608695652,0.5141304347826087,0.53,0.5628415300546448,0.5689655172413793,0.061381074168797956,0.10989010989010989,32.33625580195977,0.041666666666666664,0.09688581314878893,0.03904923599320883,0.10150375939849623,0.03795811518324607,0.046052631578947366,0.05673758865248227,0.02702702702702703,0.046511627906976744,0.024630541871921183,0.39565217391304347,0.6813186813186813,0.7654320987654321,0.3225806451612903,0.1565217391304348,0.4027777777777778,0.4142857142857143,0.6,0.5333333333333333,0.5456521739130434,0.5102033842794759,0.519290909090909,0.10662358642972536,7.958056265984656,0.2070561017929439,23.0,36.0,52.0,137.0,1.0,6.0,,3.0,20.0,63.0,1.0,4.0,8.0,22.0,21.0,69.0,146.0,1.0,4.0,36.0,68.0,8.0,25.0,44.0,140.0,9.0,54.0,1.0,62.0,20.0,115.0,46.0,161.0,23.0,23.0,53.0,26.0,36.0,368.0,25.0,9.0,45.0,29.0,16.0,1.0,3.0,7.0,203.0,23.0,2.0,98.0,,14.0,3.0,5.0,15.0,140.0,12.0,0.14285714285714285,0.30434782608695654,0.25,0.32,0.3088235294117647,0.5294117647058824,0.5161290322580645,0.5691056910569106,0.15,0.027777777777777776,0.014598540145985401,0.5769230769230769,0.11363636363636363,0.09714285714285714,0.1341991341991342,0.11627906976744186,0.10416666666666667,0.7142857142857143,0.06896551724137931,0.29782608695652174,0.3795620437956204,0.3851851851851852,0.23076923076923078,0.013043478260869565,0.16666666666666666,0.16666666666666666,1.0,0.13695652173913042,0.31746031746031744,0.31746031746031744,0.1,0.08,0.25,,0.3870967741935484,0.6388888888888888,0.03225806451612903,,0.23655913978494625,0.36363636363636365,0.3225806451612903,0.5017527472527472,0.18317757009345795,0.21030042918454936,,0.22617124394184168,25.776811594202897,13.0,6.0,,16.0,6.0,17.0,,1.0,,,,0.03428571428571429,0.03007518796992481,0.047619047619047616,0.3125,,,,,,,3.0,3.0,,,,,,True,,
2592,1610612748,James Jones,James Jones,2592,MIA,8750.0,146,-2,269,263,58,72,33,532,,2,,1.0,,,1.0,11,68.0,264,,1.0,6.0,2.0,,,3.0,,8.0,4.0,16,1.0,17,,3.0,2.0,2.0,,3,4.0,12,1.0,8.0,2.0,4.0,3.0,4.0,58,1.0,1.0,1.0,0.09090909090909091,,0.6145833333333334,0.75,0.6568627450980392,0.75,0.2727272727272727,1.0,17.704918032786885,0.2857142857142857,0.06837606837606838,,0.0821917808219178,,,,,0.08888888888888889,,0.041666666666666664,,,,,,,0.25,,0.8125,0.515959375,0.5073375,0.08823529411764706,15.409090909090908,0.21561338289962825,,,1.0,9.0,5.0,15.0,1.0,1.0,14.0,22.0,2.0,3.0,2.0,5.0,19.0,37.0,9.0,2.0,3.0,,2.0,3.0,6.0,3.0,12.0,54.0,3.0,,22.0,14.0,3.0,,3.0,,,1.0,,2.0,6.0,4.0,1.0,1.0,,1.0,,1.0,1.0,9.0,,1.0,,2.0,1.0,,1.0,2.0,12.0,1.0,0.9473684210526315,0.5135135135135135,0.6666666666666666,0.5,0.5135135135135135,,0.5625,0.6111111111111112,0.7708333333333334,,0.1111111111111111,0.3333333333333333,0.13793103448275862,0.0967741935483871,0.024390243902439025,0.1,0.2222222222222222,0.5,,0.1875,0.1111111111111111,0.125,1.0,0.3125,0.3333333333333333,0.3333333333333333,1.0,0.4583333333333333,0.6363636363636364,0.6363636363636364,0.9285714285714286,0.75,0.6666666666666666,1.0,,,0.125,1.0,0.625,0.4,0.6363636363636364,0.44771875,0.04,,0.05128205128205128,0.17647058823529413,24.443243243243245,,,1.0,,1.0,,,,,1.0,0.08333333333333333,,,,,,,,,,,,,,,,,,True,,
979,1610612748,Jermaine O'Neal,Jermaine O'Neal,979,MIA,42056.0,701,110,1292,1286,153,157,121,2578,43.0,68,6.0,9.0,55.0,107.0,138.0,267,340.0,1301,11.0,20.0,29.0,158.0,118.0,10.0,17.0,23.0,80.0,10.0,114,30.0,144,1.0,10.0,5.0,34.0,10.0,51,44.0,73,3.0,81.0,11.0,30.0,21.0,30.0,153,4.0,0.572463768115942,0.5939849624060151,0.5168539325842697,0.55,0.5168539325842697,0.55,0.5573770491803278,0.6304347826086957,0.06367041198501873,0.1323529411764706,24.8072880168185,0.3448275862068966,0.17937219730941703,0.05263157894736842,0.16883116883116883,0.05291005291005291,0.061224489795918366,0.07079646017699115,0.03982300884955752,0.15217391304347827,0.00909090909090909,0.2546816479400749,0.6323529411764706,0.7288135593220338,0.6976744186046512,0.40074906367041196,0.514018691588785,0.5339805825242718,0.45,0.6666666666666666,0.2546816479400749,0.4373831460674158,0.5074727272727273,0.08529411764705883,9.60074906367041,0.11842105263157894,7.0,8.0,40.0,92.0,,,,,,,,,,,,,64.0,,,11.0,25.0,,,6.0,28.0,,,,,,26.0,8.0,34.0,6.0,2.0,14.0,4.0,8.0,76.0,24.0,5.0,17.0,6.0,11.0,2.0,6.0,10.0,87.0,11.0,,44.0,,5.0,,9.0,19.0,28.0,3.0,,,,,,0.44,0.44,0.4666666666666667,,0.037383177570093455,0.043478260869565216,0.3333333333333333,0.1411764705882353,0.2028985507246377,0.18235294117647058,0.14516129032258066,0.13043478260869565,0.6333333333333333,0.4727272727272727,0.3445692883895131,0.43478260869565216,0.45454545454545453,0.575,,,,,,,,,,,,0.32,0.875,,,,,,0.4400200000000001,0.14666666666666667,0.14666666666666667,,0.08235294117647059,,7.0,7.0,,6.0,3.0,8.0,4.0,1.0,3.0,4.0,,0.05384615384615385,0.022988505747126436,0.11627906976744186,0.16666666666666666,,,,,,,,,,,,,,True,,
2748,1610612748,Dorell Wright,Dorell Wright,2748,MIA,31233.0,521,-9,929,937,140,172,104,1866,29.0,40,9.0,12.0,1.0,5.0,39.0,80,161.0,951,9.0,18.0,22.0,44.0,34.0,10.0,2.0,14.0,36.0,5.0,61,17.0,78,2.0,18.0,13.0,6.0,1.0,21,22.0,31,1.0,23.0,1.0,10.0,2.0,11.0,140,1.0,0.5641025641025641,0.6470588235294118,0.4875,0.5,0.5071942446043165,0.45,0.5342465753424658,0.47619047619047616,0.025,0.05,15.66951566951567,0.16666666666666666,0.10682492581602374,0.043209876543209874,0.12095032397408208,0.03944315545243619,0.0136986301369863,0.1044776119402985,0.03260869565217391,0.06896551724137931,0.02631578947368421,0.28776978417266186,0.725,0.7631578947368421,0.5862068965517241,0.03597122302158273,0.2,0.2,0.6,0.75,0.7122302158273381,0.5407007246376812,0.5121366666666667,0.13664596273291926,8.495000000000001,0.15069967707212056,5.0,7.0,9.0,35.0,17.0,42.0,5.0,8.0,4.0,17.0,,2.0,1.0,3.0,21.0,59.0,20.0,,2.0,5.0,9.0,6.0,11.0,2.0,30.0,63.0,,1.0,16.0,4.0,27.0,6.0,33.0,2.0,4.0,14.0,2.0,11.0,72.0,20.0,5.0,15.0,9.0,6.0,,1.0,,22.0,4.0,5.0,8.0,,3.0,4.0,4.0,5.0,30.0,,1.0,0.3559322033898305,,0.5454545454545454,0.3620689655172414,0.5555555555555556,0.7,0.7142857142857143,0.4244604316546763,,,0.7142857142857143,0.15873015873015872,0.14736842105263157,0.1111111111111111,0.14285714285714285,0.21428571428571427,0.45454545454545453,1.0,0.2517985611510791,0.2571428571428571,0.2571428571428571,0.4444444444444444,0.302158273381295,0.40476190476190477,0.40476190476190477,1.0,0.1223021582733813,0.23529411764705882,0.23529411764705882,1.0,0.1,,,0.35,0.7142857142857143,0.4,0.625,0.15,0.3333333333333333,0.25,0.56875,0.055944055944055944,0.09523809523809523,,0.18633540372670807,24.661016949152547,4.0,3.0,,3.0,2.0,3.0,1.0,,,,,0.028037383177570093,0.017857142857142856,0.0392156862745098,0.3333333333333333,,,,,,,1.0,1.0,,,,,,True,,
2048,1610612748,Jamaal Magloire,Jamaal Magloire,2048,MIA,9436.0,157,2,279,282,63,76,47,561,8.0,16,1.0,6.0,,5.0,8.0,22,22.0,296,1.0,7.0,3.0,10.0,6.0,2.0,3.0,13.0,22.0,3.0,36,17.0,53,1.0,1.0,1.0,6.0,1.0,8,16.0,25,3.0,17.0,1.0,4.0,2.0,4.0,63,3.0,0.625,0.7142857142857143,0.36363636363636365,0.14285714285714285,0.36363636363636365,0.14285714285714285,0.3548387096774194,0.15,0.13636363636363635,0.125,11.74698795180723,0.23076923076923078,0.24175824175824176,0.12745098039215685,0.25984251968503935,0.125,0.21739130434782608,0.125,0.09090909090909091,0.19047619047619047,0.09090909090909091,0.7272727272727273,0.5,0.5714285714285714,0.625,0.22727272727272727,,,0.8571428571428571,0.16666666666666666,0.7272727272727273,0.5191454545454546,0.51394,0.13636363636363635,2.6772727272727272,0.22580645161290322,1.0,3.0,,1.0,,,,,,,,,,,,,6.0,,,1.0,3.0,,,3.0,5.0,,,,,,,,,,,,,,,11.0,,2.0,1.0,1.0,,1.0,4.0,19.0,1.0,,8.0,,2.0,,2.0,2.0,5.0,2.0,,,,,,0.3333333333333333,0.3333333333333333,0.3125,,0.2,,0.25,0.3055555555555556,0.37037037037037035,0.18181818181818182,0.23076923076923078,0.5,0.5,,0.045454545454545456,,,,,,,,,,,,,,,1.0,0.3333333333333333,,,,,,0.48183333333333334,0.27586206896551724,0.27586206896551724,,0.22727272727272727,,1.0,4.0,,,,2.0,2.0,,,,,0.11764705882352941,0.17391304347826086,,,,,,,,,,,1.0,,,,,True,,
