EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,FTOffRebounds,LostBallSteals,Clear Path Fouls,Offensive Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffFTReboundPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyCorner3FGM,PtsUnassisted3s,HeaveAttempts,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedLongMidRange,LongMidRangePctBlocked,PenaltyCorner3Accuracy,3SecondViolations,OffensiveGoaltends,SecondChanceCorner3FGM,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,Arc3PctBlocked,on
101124,1610612741,Hakim Warrick,Hakim Warrick,101124,CHI,15725.0,262,-31.0,496,512,129.0,190.0,60,1008,20.0,33.0,4.0,9.0,4.0,7.0,5.0,18.0,7.0,22.0,32.0,73.0,27.0,91.0,579,7.0,12.0,3.0,17.0,5.0,11.0,11.0,21.0,36.0,28.0,8.0,5.0,8.0,2.0,10.0,1.0,1.0,6.0,1.0,1.0,22.0,4.0,17.0,6.0,19.0,2.0,27.0,21.0,48.0,1.0,4.0,4.0,8.0,1.0,1.0,4.0,1.0,7.0,2.0,12.0,4.0,3.0,15.0,26.0,1.0,33.0,4.0,4.0,35.0,3.0,14.0,5.0,5.0,4.0,1.0,5.0,4.0,1.0,21.0,129.0,2.0,3.0,0.5625,0.6428571428571429,0.4383561643835616,0.5833333333333334,0.45454545454545453,0.4383561643835616,0.5833333333333334,0.45454545454545453,0.5112359550561798,0.6538461538461539,0.6176470588235294,0.0684931506849315,0.12121212121212122,0.05555555555555555,17.876106194690266,0.6666666666666666,0.11764705882352941,0.1111111111111111,0.08947368421052632,0.0821917808219178,0.1,0.10245901639344263,0.09130434782608696,0.10294117647058823,0.10256410256410256,0.07228915662650602,0.07692307692307693,0.14285714285714285,0.1267605633802817,0.1935483870967742,0.057971014492753624,0.09259259259259259,0.05263157894736842,0.029411764705882353,0.8,0.4520547945205479,0.6060606060606061,0.6896551724137931,0.7,0.2465753424657534,0.2777777777777778,0.29411764705882354,0.3013698630136986,0.3181818181818182,0.3181818181818182,0.5714285714285714,0.75,0.4444444444444444,0.6363636363636364,0.5714285714285714,0.4520547945205479,0.49591643835616434,0.5529499999999999,0.543790909090909,0.16666666666666666,0.16666666666666666,0.18681318681318682,0.23076923076923078,7.336986301369862,0.2600806451612903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1802,1610612741,Brad Miller,Brad Miller,1802,CHI,78705.0,1312,16.0,2563,2517,607.0,537.0,300,5080,82.0,133.0,23.0,37.0,17.0,30.0,21.0,43.0,40.0,119.0,143.0,295.0,125.0,498.0,2675,29.0,46.0,19.0,86.0,25.0,62.0,37.0,108.0,178.0,108.0,38.0,18.0,94.0,12.0,106.0,7.0,5.0,47.0,15.0,32.0,224.0,11.0,47.0,51.0,148.0,24.0,223.0,59.0,282.0,7.0,28.0,22.0,35.0,16.0,26.0,33.0,2.0,9.0,10.0,68.0,2.0,16.0,69.0,127.0,9.0,142.0,17.0,18.0,157.0,17.0,61.0,18.0,17.0,17.0,,17.0,9.0,,108.0,607.0,11.0,16.0,0.6223776223776224,0.717741935483871,0.4847457627118644,0.6304347826086957,0.4032258064516129,0.4806701030927835,0.5982142857142857,0.4034090909090909,0.5388026607538803,0.65625,0.47767857142857145,0.061016949152542375,0.11278195488721804,0.06976744186046512,17.723688721288994,0.5147058823529411,0.3287671232876712,0.16353591160220995,0.04835390946502058,0.1588785046728972,0.05045871559633028,0.16231647634584012,0.04873949579831933,0.07210031347962383,0.025380710659898477,0.041666666666666664,0.041666666666666664,0.06756756756756757,0.1588235294117647,0.19158878504672897,0.150997150997151,0.16806722689075632,0.13253012048192772,0.036458333333333336,0.5294117647058824,0.3427835051546392,0.6165413533834586,0.6949152542372882,0.524390243902439,0.11082474226804123,0.4883720930232558,0.525,0.30670103092783507,0.33613445378151263,0.33613445378151263,0.925,0.6607142857142857,0.6216216216216216,0.3409090909090909,0.5666666666666667,0.5824742268041238,0.49914085051546386,0.545968,0.5013147727272727,0.14318706697459585,0.17994100294985252,0.17269076305220885,0.21686746987951808,8.585762711864408,0.2368318376902068,6.0,24.0,2.0,8.0,23.0,69.0,3.0,8.0,7.0,18.0,29.0,93.0,3.0,10.0,7.0,26.0,87.0,69.0,23.0,1.0,6.0,1.0,4.0,14.0,1.0,2.0,1.0,0.3118279569892473,0.3,0.2692307692307692,0.3118279569892473,0.23969072164948454,0.012195121951219513,0.42857142857142855,0.061855670103092786,0.25,0.25,1.0,0.17783505154639176,0.3333333333333333,0.3333333333333333,1.0,0.08695652173913043,0.03571428571428571,0.14285714285714285,0.375,1.0,0.09090909090909091,0.20454545454545456,0.3888888888888889,0.3333333333333333,0.010638297872340425,24.68494623655914,,,,,,,,,,,,,,,,,,,,True
201565,1610612741,Derrick Rose,Derrick Rose,201565,CHI,172261.0,2871,-37.0,5554,5555,1357.0,1248.0,705,11109,243.0,436.0,19.0,30.0,68.0,124.0,163.0,314.0,250.0,563.0,656.0,1313.0,259.0,1619.0,5861,47.0,89.0,25.0,119.0,158.0,311.0,95.0,420.0,406.0,906.0,24.0,93.0,364.0,105.0,469.0,57.0,48.0,153.0,31.0,180.0,1043.0,8.0,56.0,75.0,148.0,5.0,228.0,65.0,293.0,18.0,57.0,40.0,136.0,28.0,76.0,81.0,15.0,60.0,7.0,217.0,13.0,62.0,37.0,96.0,,259.0,6.0,8.0,338.0,31.0,150.0,34.0,26.0,19.0,6.0,27.0,18.0,,420.0,1357.0,14.0,32.0,0.3094512195121951,0.31521739130434784,0.49961919268849964,0.5280898876404494,0.5080385852090032,0.49526584122359796,0.49473684210526314,0.49242424242424243,0.5298165137614679,0.536036036036036,0.5343511450381679,0.07083015993907082,0.14678899082568808,0.06687898089171974,27.215882444896046,0.6267281105990783,0.029411764705882353,0.07258460029426189,0.025011165698972757,0.10344827586206896,0.01904761904761905,0.08068017366136035,0.024069198946972545,0.03310344827586207,0.021551724137931036,0.02095238095238095,0.017857142857142856,0.02142857142857143,0.06056701030927835,0.07659574468085106,0.08196721311475409,0.10815939278937381,0.09090909090909091,0.030252100840336135,0.6666666666666666,0.3175528040786599,0.5573394495412844,0.6532258064516129,0.34156378600823045,0.2286962855061908,0.5191082802547771,0.5563139931740614,0.41005098324836126,0.44404973357015987,0.45045045045045046,0.332,0.3157894736842105,0.6333333333333333,0.37575757575757573,0.5483870967741935,0.36125273124544793,0.4780578524470415,0.4721476744186047,0.4755440366972478,0.10053619302949061,0.10474860335195531,0.07350216182828907,0.25941939468807906,10.237166793602436,0.2443284119553475,4.0,14.0,1.0,2.0,12.0,46.0,,5.0,2.0,17.0,16.0,60.0,,6.0,3.0,19.0,27.0,43.0,12.0,1.0,17.0,,20.0,2.0,,1.0,0.5625,0.26666666666666666,,0.15789473684210525,0.2807017543859649,0.043699927166788055,0.0058823529411764705,0.22699386503067484,0.010196649672250545,0.2857142857142857,0.2857142857142857,0.75,0.033503277494537506,0.2608695652173913,0.2608695652173913,0.5,0.3157894736842105,0.010526315789473684,0.05263157894736842,,,0.006060606060606061,0.051515151515151514,0.11764705882352941,0.27906976744186046,,26.601666666666674,1.0,21.0,3.0,2.0,1.0,1.0,1.0,0.014209591474245116,0.5,,,,,,,,,,,True
201949,1610612741,James Johnson,James Johnson,201949,CHI,15841.0,264,-70.0,516,520,141.0,132.0,63,1036,19.0,40.0,8.0,15.0,1.0,7.0,2.0,6.0,2.0,16.0,23.0,62.0,14.0,78.0,576,8.0,15.0,,16.0,1.0,9.0,2.0,13.0,20.0,26.0,14.0,8.0,20.0,4.0,24.0,4.0,,6.0,6.0,8.0,52.0,1.0,13.0,6.0,25.0,2.0,33.0,15.0,48.0,3.0,11.0,6.0,10.0,2.0,6.0,15.0,,4.0,3.0,25.0,1.0,8.0,26.0,44.0,5.0,21.0,3.0,1.0,22.0,6.0,13.0,1.0,16.0,13.0,1.0,16.0,9.0,2.0,13.0,141.0,3.0,1.0,0.43478260869565216,0.625,0.3709677419354839,0.5333333333333333,0.1111111111111111,0.3950617283950617,0.5,0.36666666666666664,0.43820224719101125,0.5,0.3611111111111111,0.12903225806451613,0.2,,19.224283305227658,0.4,0.18181818181818182,0.13440860215053763,0.0593607305936073,0.08450704225352113,0.03125,0.12062256809338522,0.055776892430278883,0.07692307692307693,0.02702702702702703,0.057692307692307696,,0.1111111111111111,0.0945945945945946,0.15151515151515152,0.16455696202531644,0.09803921568627451,0.05,0.07142857142857142,0.5625,0.49382716049382713,0.475,0.59375,0.3157894736842105,0.07407407407407407,0.3333333333333333,0.3333333333333333,0.19753086419753085,0.125,0.125,1.0,0.9375,0.5333333333333333,0.4666666666666667,0.14285714285714285,0.7283950617283951,0.5470302469135802,0.5754033333333334,0.52866,0.14772727272727273,0.18840579710144928,0.20512820512820512,0.16666666666666666,5.714516129032258,0.27325581395348836,4.0,8.0,,3.0,2.0,11.0,,1.0,,3.0,6.0,19.0,,1.0,3.0,6.0,18.0,11.0,2.0,1.0,5.0,,6.0,,,,1.0,0.3157894736842105,,0.5,0.3157894736842105,0.2345679012345679,0.05263157894736842,1.0,0.09876543209876543,0.5,0.5,1.0,0.13580246913580246,0.18181818181818182,0.18181818181818182,1.0,,,0.0625,,,0.2,0.2,,0.18181818181818182,,24.521052631578947,3.0,,,,,,2.0,,1.0,1.0,,,,,,,,,,True
2436,1610612741,Flip Murray,Flip Murray,2436,CHI,21798.0,363,11.0,702,710,263.0,254.0,82,1412,27.0,44.0,2.0,3.0,12.0,18.0,3.0,10.0,13.0,40.0,43.0,94.0,30.0,161.0,771,3.0,5.0,2.0,11.0,19.0,33.0,12.0,77.0,52.0,34.0,2.0,8.0,26.0,4.0,30.0,2.0,2.0,16.0,4.0,6.0,64.0,1.0,6.0,11.0,32.0,1.0,44.0,7.0,51.0,,8.0,5.0,7.0,2.0,4.0,4.0,2.0,3.0,,11.0,,4.0,19.0,30.0,,32.0,1.0,,41.0,3.0,15.0,7.0,3.0,3.0,,3.0,1.0,,77.0,263.0,2.0,7.0,0.6046511627906976,0.6190476190476191,0.4574468085106383,0.6,0.5757575757575758,0.4548611111111111,0.45,0.5701754385964912,0.4938650306748466,0.5,0.5923076923076923,0.0851063829787234,0.1590909090909091,,21.668742216687424,0.6363636363636364,0.041666666666666664,0.1391304347826087,0.024096385542168676,0.11,0.012658227848101266,0.1303030303030303,0.021341463414634148,0.037383177570093455,0.02631578947368421,0.009615384615384616,0.0196078431372549,,0.10752688172043011,0.06666666666666667,0.20652173913043478,0.07142857142857142,0.2,,0.3333333333333333,0.3055555555555556,0.6136363636363636,0.7297297297297297,0.5925925925925926,0.06944444444444445,0.3,0.3,0.2777777777777778,0.325,0.3333333333333333,0.7692307692307693,0.3,0.6666666666666666,0.3157894736842105,0.6666666666666666,0.6527777777777778,0.5216883802816903,0.5023777777777778,0.5444763636363636,0.09615384615384616,0.14150943396226415,0.06832298136645963,0.4782608695652174,8.797872340425531,0.37464387464387466,7.0,17.0,1.0,7.0,8.0,33.0,1.0,4.0,4.0,17.0,15.0,50.0,1.0,5.0,9.0,24.0,39.0,31.0,8.0,,3.0,,,,,,0.8666666666666667,0.3,0.2,0.375,0.3125,0.3472222222222222,,,0.11805555555555555,0.4117647058823529,0.4117647058823529,1.0,0.22916666666666666,0.24242424242424243,0.24242424242424243,0.75,,0.1,0.4,0.25,1.0,0.12280701754385964,0.2982456140350877,0.23529411764705882,0.25806451612903225,,25.872000000000007,5.0,6.0,2.0,,,,,0.025,0.7142857142857143,,,,,,,,,,,True
2550,1610612741,Kirk Hinrich,Kirk Hinrich,2550,CHI,102463.0,1708,-60.0,3333,3327,817.0,707.0,413,6660,28.0,59.0,2.0,4.0,10.0,18.0,13.0,35.0,75.0,193.0,116.0,287.0,65.0,519.0,3538,8.0,21.0,6.0,37.0,22.0,58.0,24.0,110.0,140.0,92.0,,26.0,152.0,20.0,172.0,11.0,9.0,76.0,18.0,58.0,364.0,8.0,9.0,37.0,107.0,7.0,151.0,18.0,169.0,3.0,62.0,40.0,35.0,4.0,23.0,21.0,2.0,12.0,5.0,56.0,5.0,15.0,69.0,139.0,2.0,72.0,1.0,15.0,85.0,5.0,30.0,10.0,16.0,10.0,6.0,16.0,9.0,,110.0,817.0,16.0,10.0,0.603448275862069,0.603448275862069,0.40418118466898956,0.38095238095238093,0.3793103448275862,0.47689075630252103,0.4189189189189189,0.4215686274509804,0.501953125,0.44871794871794873,0.4700854700854701,0.09059233449477352,0.2711864406779661,0.05714285714285714,14.845791949817041,0.625,0.07608695652173914,0.08777686628383921,0.006751687921980495,0.08584686774941995,0.030534351145038167,0.08727272727272728,0.010658307210031349,0.011160714285714286,,0.0065040650406504065,0.04093567251461988,0.01098901098901099,0.06941431670281996,0.058823529411764705,0.1261061946902655,0.09538461538461539,0.05660377358490566,0.011627906976744186,0.5625,0.12394957983193278,0.4745762711864407,0.6511627906976745,0.5714285714285714,0.07352941176470588,0.37142857142857144,0.3939393939393939,0.4054621848739496,0.38860103626943004,0.40540540540540543,0.6533333333333333,0.10810810810810811,0.5,0.17647058823529413,0.5555555555555556,0.5210084033613446,0.5022392405063291,0.49971029411764706,0.49657549019607855,0.061752988047808766,0.09615384615384616,0.07129094412331406,0.2119460500963391,14.127526132404181,0.2451245124512451,27.0,60.0,1.0,11.0,47.0,129.0,5.0,15.0,9.0,33.0,74.0,189.0,5.0,16.0,14.0,44.0,201.0,128.0,47.0,1.0,22.0,2.0,5.0,7.0,1.0,1.0,0.9054054054054054,0.3915343915343915,0.3125,0.3181818181818182,0.39361702127659576,0.39705882352941174,0.009174311926605505,0.38461538461538464,0.12605042016806722,0.45,0.45,1.0,0.2710084033613445,0.3643410852713178,0.3643410852713178,0.851063829787234,0.5,0.02702702702702703,0.40540540540540543,0.3333333333333333,0.8,0.10784313725490197,0.3235294117647059,0.2727272727272727,0.3671875,0.005263157894736842,24.90793650793651,5.0,21.0,1.0,3.0,,,,0.04145077720207254,0.45454545454545453,,,,,,,,,,,True
201959,1610612741,Taj Gibson,Taj Gibson,201959,CHI,101859.0,1698,12.0,3266,3277,648.0,603.0,420,6543,135.0,233.0,52.0,100.0,28.0,47.0,43.0,99.0,55.0,152.0,233.0,484.0,83.0,549.0,3423,63.0,118.0,27.0,153.0,40.0,80.0,20.0,100.0,300.0,166.0,98.0,43.0,44.0,13.0,57.0,10.0,3.0,15.0,9.0,20.0,127.0,20.0,145.0,73.0,196.0,32.0,301.0,174.0,475.0,14.0,40.0,29.0,37.0,1.0,22.0,55.0,5.0,15.0,7.0,92.0,10.0,12.0,130.0,223.0,17.0,109.0,13.0,6.0,127.0,15.0,62.0,9.0,81.0,65.0,14.0,81.0,44.0,2.0,100.0,648.0,11.0,9.0,0.6437768240343348,0.8152173913043478,0.48140495867768596,0.5338983050847458,0.5,0.48140495867768596,0.5338983050847458,0.5,0.5083333333333333,0.5666666666666667,0.5263157894736842,0.08884297520661157,0.12875536480686695,0.08080808080808081,16.697490092470275,0.40217391304347827,0.3368421052631579,0.157429718875502,0.10545454545454545,0.16859122401847576,0.08403361344537816,0.1603098927294398,0.10229386236825791,0.145933014354067,0.09278350515463918,0.08558558558558559,0.06547619047619048,0.12857142857142856,0.14912280701754385,0.16498316498316498,0.16056910569105692,0.16613418530351437,0.175,0.0673076923076923,0.5432098765432098,0.48140495867768596,0.5793991416309013,0.6650246305418719,0.5481481481481482,0.20454545454545456,0.43434343434343436,0.4725274725274725,0.3140495867768595,0.3618421052631579,0.3741496598639456,0.9636363636363636,0.847457627118644,0.52,0.5875,0.5957446808510638,0.48140495867768596,0.5017659090909091,0.570173,0.53670625,0.1167608286252354,0.1167608286252354,0.2786885245901639,0.18214936247723132,7.0904958677685945,0.19840783833435394,,,,,,,,,,,,,,,,,,,,9.0,11.0,,26.0,,,10.0,,,,,,,0.10344827586206896,0.5348837209302325,,,,,,,,,0.09615384615384616,,,,,,,,,,,,,,1.0,,,2.0,0.03289473684210526,,11.0,1.0,,,,,,,,,True
2457,1610612741,Jannero Pargo,Jannero Pargo,2457,CHI,15823.0,264,24.0,517,503,190.0,192.0,62,1020,5.0,14.0,,3.0,3.0,6.0,4.0,7.0,17.0,46.0,26.0,67.0,16.0,98.0,524,2.0,9.0,,7.0,8.0,20.0,4.0,23.0,26.0,26.0,,2.0,15.0,2.0,17.0,1.0,1.0,13.0,1.0,1.0,36.0,,3.0,6.0,12.0,1.0,19.0,3.0,22.0,2.0,5.0,2.0,3.0,3.0,3.0,4.0,,,,7.0,,3.0,7.0,23.0,,11.0,,1.0,16.0,1.0,7.0,1.0,,,,,,,23.0,190.0,4.0,1.0,0.5,0.5,0.3880597014925373,0.2222222222222222,0.4,0.39805825242718446,0.2916666666666667,0.296875,0.4409090909090909,0.2916666666666667,0.3382352941176471,0.029850746268656716,0.07142857142857142,,19.663865546218485,0.42857142857142855,0.045454545454545456,0.06936416184971098,0.016304347826086956,0.08333333333333333,,0.07346938775510205,0.012295081967213115,,0.06451612903225806,0.011904761904761904,,,0.07142857142857142,0.1111111111111111,0.05263157894736842,0.02127659574468085,0.2,0.031746031746031744,,0.13592233009708737,0.35714285714285715,0.38461538461538464,0.4,0.06796116504854369,0.5714285714285714,0.5714285714285714,0.44660194174757284,0.3695652173913043,0.37777777777777777,0.5294117647058824,0.25,,0.1875,0.5,0.4854368932038835,0.47882184466019423,0.4683708333333334,0.4661734375,0.06422018348623854,0.0958904109589041,0.07142857142857142,0.23469387755102042,13.867164179104478,0.36750483558994196,2.0,11.0,1.0,4.0,8.0,25.0,1.0,2.0,1.0,8.0,10.0,36.0,1.0,3.0,1.0,12.0,27.0,25.0,8.0,,3.0,,,1.0,,,0.9,0.2777777777777778,0.3333333333333333,0.08333333333333333,0.2777777777777778,0.34951456310679613,,0.5,0.10679611650485436,0.18181818181818182,0.18181818181818182,1.0,0.24271844660194175,0.32,0.32,0.875,,0.08333333333333333,0.16666666666666666,0.5,1.0,0.125,0.25,0.125,0.32,,24.700000000000003,,3.0,,1.0,,,,0.021739130434782608,,,,,,,,,,,,True
2736,1610612741,Luol Deng,Luol Deng,2736,CHI,134711.0,2245,50.0,4356,4358,1034.0,945.0,558,8714,156.0,253.0,44.0,67.0,30.0,53.0,53.0,134.0,154.0,395.0,363.0,782.0,209.0,1013.0,4545,61.0,118.0,30.0,155.0,65.0,150.0,79.0,224.0,428.0,298.0,74.0,45.0,99.0,26.0,125.0,14.0,12.0,51.0,13.0,35.0,276.0,16.0,83.0,80.0,214.0,29.0,323.0,102.0,425.0,17.0,53.0,37.0,56.0,5.0,24.0,55.0,7.0,32.0,20.0,111.0,13.0,25.0,59.0,113.0,3.0,215.0,8.0,13.0,276.0,24.0,122.0,28.0,50.0,30.0,14.0,51.0,28.0,1.0,224.0,1034.0,9.0,27.0,0.5895316804407713,0.656441717791411,0.4641943734015345,0.5169491525423728,0.43333333333333335,0.47017543859649125,0.5165289256198347,0.4264705882352941,0.5163098878695209,0.5615942028985508,0.5114155251141552,0.05754475703324808,0.12648221343873517,0.05970149253731343,21.681240063593005,0.5045045045045045,0.22137404580152673,0.13391739674593242,0.046813310772701636,0.14285714285714285,0.05263157894736842,0.13623725671918444,0.04766490129995185,0.07651245551601424,0.04497354497354497,0.027611044417767107,0.054187192118226604,0.04950495049504951,0.10684474123539232,0.14814814814814814,0.15136876006441224,0.12926829268292683,0.18,0.04066985645933014,0.5490196078431373,0.295906432748538,0.616600790513834,0.7058823529411765,0.4935897435897436,0.1567251461988304,0.39552238805970147,0.42063492063492064,0.4619883040935672,0.389873417721519,0.39487179487179486,0.7402597402597403,0.5537190082644629,0.6567164179104478,0.31176470588235294,0.5660377358490566,0.38128654970760234,0.4840705263157894,0.5043345794392523,0.481130294117647,0.12801678908709338,0.13863636363636364,0.15301085883514315,0.2211253701875617,11.21624040920716,0.23737373737373738,23.0,59.0,2.0,15.0,3.0,14.0,,1.0,1.0,5.0,26.0,73.0,1.0,3.0,5.0,20.0,78.0,14.0,3.0,3.0,16.0,,13.0,,,2.0,1.0,0.3561643835616438,0.3333333333333333,0.25,0.3561643835616438,0.08538011695906433,0.022727272727272728,0.4339622641509434,0.06900584795321638,0.3898305084745763,0.39655172413793105,1.0,0.016374269005847954,0.21428571428571427,0.21428571428571427,1.0,0.22727272727272727,0.01652892561983471,0.008264462809917356,,,0.08823529411764706,0.029411764705882353,0.2,0.21428571428571427,,23.612328767123287,4.0,,,8.0,1.0,1.0,6.0,0.012658227848101266,0.26666666666666666,1.0,,1.0,1.0,0.0136986301369863,0.01694915254237288,0.5,1.0,,,True
201149,1610612741,Joakim Noah,Joakim Noah,201149,CHI,100941.0,1682,-66.0,3213,3246,743.0,645.0,437,6459,169.0,303.0,65.0,132.0,32.0,66.0,29.0,91.0,27.0,61.0,225.0,455.0,144.0,594.0,3419,69.0,144.0,22.0,160.0,43.0,90.0,61.0,147.0,244.0,206.0,124.0,44.0,93.0,14.0,107.0,6.0,8.0,44.0,10.0,39.0,228.0,22.0,170.0,123.0,283.0,34.0,440.0,194.0,634.0,15.0,29.0,17.0,43.0,13.0,34.0,58.0,2.0,9.0,6.0,101.0,15.0,21.0,80.0,176.0,21.0,168.0,27.0,10.0,191.0,16.0,83.0,22.0,89.0,65.0,23.0,90.0,52.0,,147.0,743.0,20.0,20.0,0.5422222222222223,0.7484662576687117,0.4945054945054945,0.4791666666666667,0.4777777777777778,0.4945054945054945,0.4791666666666667,0.4777777777777778,0.5459558823529411,0.49382716049382713,0.5697674418604651,0.0967032967032967,0.09570957095709572,0.16483516483516483,17.207183060841597,0.42574257425742573,0.3238095238095238,0.2350498338870432,0.12639405204460966,0.2914691943127962,0.10426540284360189,0.24969249692496925,0.12339331619537275,0.17674418604651163,0.136986301369863,0.08667736757624397,0.1056338028169014,0.10144927536231885,0.210752688172043,0.23048327137546468,0.26170212765957446,0.30666666666666664,0.2540983606557377,0.08108108108108109,0.5777777777777777,0.6659340659340659,0.5577557755775577,0.6167883211678832,0.514792899408284,0.2,0.31868131868131866,0.3815789473684211,0.13406593406593406,0.4426229508196721,0.4426229508196721,0.7407407407407407,0.9166666666666666,0.49242424242424243,0.7333333333333333,0.48484848484848486,0.6659340659340659,0.5321107692307694,0.5649709923664122,0.5264422222222223,0.15900383141762453,0.15900383141762453,0.26936026936026936,0.2474747474747475,3.986153846153847,0.23124805477746654,,,,,,,,,,,,,,,,,,,,2.0,12.0,2.0,19.0,,,4.0,,,,,,,0.023529411764705882,0.5172413793103449,,,,,,,,,0.046153846153846156,,,,,,,,,,,,,,1.0,1.0,,1.0,,,12.0,4.0,,,,,,,1.0,,True
