EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg3aBlocked,StepOutOfBoundsTurnovers,Clear Path Fouls,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,FTOffRebounds,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,OffFTReboundPct,3pt And 1 Free Throw Trips,Arc3PctBlocked,on,HeaveMakes
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,119788.0,1996,236,3673,3688,640,621,431,7361,132.0,197.0,36.0,57.0,27.0,32.0,26.0,76.0,51.0,150.0,24.0,68.0,2.0,4.0,3.0,5.0,12.0,46.0,1.0,7.0,1.0,6.0,209.0,423.0,36.0,114.0,148.0,674.0,3882,40.0,70.0,3.0,11.0,16.0,105.0,35.0,61.0,4.0,11.0,47.0,129.0,254.0,164.0,105.0,3.0,58.0,2.0,44.0,12.0,29.0,55.0,15.0,70.0,11.0,4.0,21.0,13.0,21.0,155.0,18.0,65.0,62.0,166,25.0,253,83.0,336,12.0,49.0,35.0,14.0,25.0,3.0,13.0,23.0,8.0,12.0,2.0,48,6.0,9.0,67,127,14.0,7.0,129.0,5.0,8.0,181.0,12.0,5.0,73.0,21.0,39.0,2.0,2.0,25.0,3.0,11.0,41.0,27.0,1.0,129.0,640,13.0,20.0,0.6076555023923444,0.7055555555555556,0.9722222222222222,0.3157894736842105,0.2727272727272727,0.36363636363636365,0.32142857142857145,0.4940898345153664,0.5714285714285714,0.5737704918032787,0.4897579143389199,0.5493827160493827,0.5694444444444444,0.5420032310177706,0.5777777777777777,0.6581632653061225,0.2122905027932961,0.06855791962174941,0.10152284263959391,0.09210526315789473,0.013333333333333334,15.872259294566254,0.5208333333333334,0.26595744680851063,0.12360387192851824,0.04814814814814815,0.1451990632318501,0.04534005037783375,0.1288135593220339,0.04751001717229536,0.0748663101604278,0.033766233766233764,0.04060913705583756,0.045081967213114756,0.0457516339869281,0.08893709327548807,0.12668463611859837,0.15264187866927592,0.16923076923076924,0.06862745098039216,0.046153846153846156,0.6585365853658537,0.36685288640595903,0.6700507614213198,0.7457627118644068,0.5833333333333334,0.14152700186219738,0.34210526315789475,0.37681159420289856,0.5,0.27932960893854747,0.34,0.34459459459459457,0.7254901960784313,0.1266294227188082,0.35294117647058826,0.35294117647058826,1.0,0.0856610800744879,0.2608695652173913,0.2608695652173913,0.9166666666666666,0.7037037037037037,0.631578947368421,0.1388888888888889,0.04938271604938271,0.5,1.0,0.08641975308641975,0.14285714285714285,1.0,0.4444444444444444,0.84375,0.06944444444444445,0.6,0.08333333333333333,0.16666666666666666,0.5791433891992551,0.2727272727272727,0.5239794392523365,0.5550546153846153,0.48887285714285716,0.12207357859531773,0.15082644628099173,0.15578635014836795,0.1913946587537092,8.449645390070923,24.7859649122807,0.17424448679553498,,,,,,,,,,,,,,,True,
1710,1610612737,Mike Bibby,Mike Bibby,1710,ATL,120043.0,2001,356,3718,3664,730,697,440,7382,24.0,46.0,3.0,4.0,6.0,13.0,12.0,24.0,98.0,227.0,30.0,74.0,2.0,7.0,4.0,13.0,90.0,224.0,9.0,32.0,24.0,51.0,134.0,297.0,120.0,298.0,62.0,690.0,3869,6.0,14.0,11.0,39.0,8.0,53.0,19.0,44.0,28.0,64.0,24.0,146.0,182.0,86.0,342.0,18.0,,1.0,223.0,90.0,7.0,250.0,39.0,289.0,14.0,25.0,135.0,47.0,68.0,617.0,6.0,12.0,39.0,110,,149,18.0,167,1.0,63.0,47.0,16.0,57.0,17.0,45.0,27.0,1.0,12.0,4.0,84,1.0,15.0,61,143,2.0,3.0,76.0,1.0,13.0,72.0,4.0,17.0,19.0,9.0,3.0,,,,1.0,2.0,3.0,1.0,,146.0,730,15.0,8.0,0.6791044776119403,0.6791044776119403,0.95,0.40268456375838924,0.28205128205128205,0.4375,0.40404040404040403,0.4511784511784512,0.42857142857142855,0.4318181818181818,0.5277310924369748,0.42452830188679247,0.5648148148148148,0.5459677419354839,0.45454545454545453,0.6041666666666666,0.5008403361344538,0.02356902356902357,0.13043478260869565,0.041666666666666664,,16.584216725559482,0.6785714285714286,,0.08106116433308769,0.00913937547600914,0.08904109589041095,0.012958963282937365,0.083008356545961,0.010135135135135136,0.007853403141361256,0.016129032258064516,0.005366726296958855,0.02158273381294964,,0.0368763557483731,0.07754010695187166,0.12260536398467432,0.08823529411764706,0.09183673469387756,0.00303951367781155,0.3333333333333333,0.0773109243697479,0.5217391304347826,0.6,0.6666666666666666,0.040336134453781515,0.5,0.5217391304347826,0.25,0.3815126050420168,0.43171806167400884,0.43171806167400884,0.7346938775510204,0.12436974789915967,0.40540540540540543,0.4166666666666667,0.9666666666666667,0.3764705882352941,0.4017857142857143,0.4017857142857143,0.9444444444444444,0.07547169811320754,0.75,,0.1320754716981132,0.2857142857142857,1.0,0.6037735849056604,0.28125,1.0,0.12037037037037036,0.46153846153846156,0.12037037037037036,0.3076923076923077,0.4722222222222222,0.47058823529411764,0.5781512605042017,0.40358744394618834,0.5030895446880271,0.5422012195121951,0.49845972222222223,0.03273322422258593,0.060897435897435896,0.07681159420289856,0.21159420289855072,15.221885521885527,25.067114093959738,0.1963421194190425,2.0,2.0,1.0,1.0,0.006711409395973154,0.02702702702702703,0.0033444816053511705,,,,,,,,True,
201143,1610612737,Al Horford,Al Horford,201143,ATL,170707.0,2845,458,5272,5258,1121,1140,638,10530,233.0,328.0,75.0,111.0,58.0,68.0,135.0,316.0,98.0,202.0,1.0,1.0,,,1.0,1.0,,,,,,,466.0,846.0,1.0,1.0,213.0,1148.0,5584,87.0,147.0,,,26.0,200.0,102.0,157.0,1.0,1.0,77.0,284.0,608.0,324.0,3.0,,124.0,,,,53.0,133.0,56.0,189.0,40.0,16.0,84.0,5.0,44.0,434.0,56.0,175.0,125.0,385,53.0,563,236.0,799,27.0,59.0,42.0,17.0,49.0,10.0,27.0,73.0,10.0,22.0,14.0,122,10.0,26.0,119,225,17.0,27.0,244.0,15.0,7.0,270.0,40.0,,136.0,19.0,91.0,,,52.0,10.0,29.0,91.0,51.0,4.0,284.0,1121,18.0,19.0,0.6523605150214592,0.7524752475247525,1.0,1.0,,1.0,1.0,0.5508274231678487,0.5918367346938775,0.6496815286624203,0.551948051948052,0.5918367346938775,0.6550632911392406,0.5966735966735967,0.625,0.7135678391959799,0.0011806375442739079,0.06264775413711583,0.10060975609756098,0.060126582278481014,0.0049504950495049506,17.96188898094449,0.4016393442622951,0.3706293706293706,0.20252498684902684,0.0945945945945946,0.20064205457463885,0.0877742946708464,0.20206022187004755,0.09284565916398714,0.12637362637362637,0.10185185185185185,0.06675392670157068,0.09574468085106383,0.07633587786259542,0.21343283582089553,0.21042471042471042,0.18653576437587657,0.20425531914893616,0.1895424836601307,0.08333333333333333,0.5604395604395604,0.3872491145218418,0.7103658536585366,0.7898305084745763,0.6223175965665236,0.3730814639905549,0.4272151898734177,0.45454545454545453,0.5407407407407407,0.2384887839433294,0.48514851485148514,0.48756218905472637,0.8775510204081632,0.0011806375442739079,1.0,1.0,1.0,,,,,0.7551020408163265,0.6756756756756757,0.14666666666666667,,,,,,,0.43037974683544306,0.8529411764705882,0.006329113924050633,1.0,,,0.3884297520661157,,0.47891015348288063,0.5457176470588235,0.48764746835443046,0.14422057264050903,0.14437367303609341,0.17421602787456447,0.24738675958188153,7.294326241134749,23.8,0.21263277693474963,,,,,,,,5.0,3.0,1.0,1.0,0.03597122302158273,,,True,
201238,1610612737,Mario West,Mario West,201238,ATL,2190.0,36,-34,65,86,42,54,5,151,3.0,5.0,1.0,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,3.0,6.0,,,1.0,7.0,99,1.0,1.0,,,,2.0,1.0,3.0,,,,2.0,4.0,2.0,,,2.0,,,,2.0,1.0,,1.0,,,1.0,,,2.0,1.0,1.0,1.0,2,,3,2.0,5,1.0,1.0,,1.0,,,,2.0,,,,2,1.0,,5,9,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,2.0,42,1.0,,0.6666666666666666,1.0,,,,,,0.5,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.5833333333333334,1.0,0.3333333333333333,,0.3333333333333333,0.4,,,10.81081081081081,,,0.07142857142857142,0.045454545454545456,0.09090909090909091,0.25,0.07692307692307693,0.07692307692307693,,,0.1111111111111111,0.3333333333333333,,0.08333333333333333,0.1111111111111111,,0.1111111111111111,,1.0,,0.8333333333333334,0.6,1.0,0.6666666666666666,,,,,0.16666666666666666,,,,,,,,,,,,1.0,1.0,,,,,,,,0.6666666666666666,0.5,,,,,0.8333333333333334,,0.5423166666666667,0.6069,0.5332,0.16666666666666666,0.16666666666666666,0.2857142857142857,0.2857142857142857,3.266666666666666,,0.6461538461538462,,1.0,,,,,,,,,,,,,True,
2037,1610612737,Jamal Crawford,Jamal Crawford,2037,ATL,89218.0,1487,337,2779,2749,784,858,348,5528,71.0,108.0,11.0,16.0,24.0,39.0,23.0,62.0,71.0,150.0,35.0,99.0,4.0,14.0,9.0,25.0,61.0,160.0,2.0,14.0,20.0,45.0,165.0,320.0,96.0,259.0,152.0,770.0,2955,17.0,34.0,6.0,28.0,5.0,57.0,45.0,98.0,29.0,70.0,84.0,261.0,92.0,238.0,216.0,72.0,12.0,5.0,155.0,61.0,20.0,117.0,29.0,146.0,19.0,10.0,55.0,32.0,30.0,321.0,7.0,9.0,34.0,54,5.0,93,18.0,111,6.0,31.0,25.0,6.0,36.0,8.0,25.0,31.0,3.0,11.0,3.0,67,1.0,16.0,37,87,3.0,8.0,124.0,5.0,3.0,180.0,9.0,15.0,50.0,28.0,6.0,2.0,2.0,3.0,,3.0,8.0,2.0,,261.0,784,15.0,27.0,0.2787878787878788,0.2893081761006289,0.75,0.37065637065637064,0.21428571428571427,0.4142857142857143,0.3779527559055118,0.515625,0.5,0.45918367346938777,0.533678756476684,0.41935483870967744,0.5267857142857143,0.5805214723926381,0.4307692307692308,0.607981220657277,0.4473229706390328,0.0625,0.08333333333333333,0.14516129032258066,0.013333333333333334,22.493734335839598,0.5373134328358209,0.052083333333333336,0.05527123848515865,0.01002227171492205,0.09970674486803519,0.01881720430107527,0.06676783004552352,0.012598425196850394,0.01107011070110701,0.010676156583629894,0.008670520231213872,0.013574660633484163,0.026490066225165563,0.049723756906077346,0.057034220532319393,0.05965909090909091,0.11290322580645161,0.06451612903225806,0.02142857142857143,0.25,0.18652849740932642,0.6574074074074074,0.7171717171717171,0.30985915492957744,0.1070811744386874,0.3709677419354839,0.4339622641509434,0.13043478260869565,0.25906735751295334,0.47333333333333333,0.4797297297297297,0.29577464788732394,0.17098445595854922,0.35353535353535354,0.35353535353535354,0.9714285714285714,0.2763385146804836,0.38125,0.391025641025641,0.6229508196721312,0.25806451612903225,0.6875,0.36363636363636365,0.22580645161290322,0.2857142857142857,1.0,0.22580645161290322,0.14285714285714285,1.0,0.23214285714285715,0.6153846153846154,0.1488095238095238,0.36,0.26785714285714285,0.4444444444444444,0.6338514680483592,0.3935483870967742,0.5023321116928446,0.4994010000000001,0.48898312883435574,0.09615384615384616,0.13850415512465375,0.07402597402597402,0.33896103896103896,10.6378125,25.277606177606177,0.28211586901763225,4.0,2.0,1.0,10.0,0.015444015444015444,,0.03802281368821293,2.0,,,,0.027777777777777776,6.0,0.025,True,
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,9084.0,151,-14,294,298,91,87,44,592,13.0,24.0,,2.0,2.0,5.0,4.0,17.0,3.0,10.0,,1.0,,,,,2.0,9.0,,,1.0,4.0,20.0,51.0,2.0,10.0,12.0,58.0,313,2.0,4.0,,,,4.0,4.0,13.0,1.0,4.0,3.0,14.0,14.0,26.0,,6.0,,1.0,8.0,2.0,7.0,17.0,5.0,22.0,2.0,3.0,9.0,5.0,3.0,49.0,,2.0,6.0,7,,13,2.0,15,2.0,8.0,4.0,4.0,6.0,2.0,4.0,4.0,2.0,2.0,,10,,,10,24,3.0,,13.0,,2.0,13.0,3.0,,8.0,,1.0,,,1.0,,,1.0,,,14.0,91,5.0,,0.35,0.35,,0.2,,0.25,0.2222222222222222,0.39215686274509803,0.5,0.3076923076923077,0.3770491803278688,0.5,0.3235294117647059,0.4393939393939394,0.5,0.3888888888888889,0.16393442622950818,0.13725490196078433,0.16666666666666666,0.17647058823529413,,22.093023255813954,0.6,,0.08536585365853659,0.017543859649122806,0.17142857142857143,,0.1111111111111111,0.013245033112582781,0.024390243902439025,0.02702702702702703,,,,0.1111111111111111,0.05,0.07692307692307693,0.1111111111111111,0.375,0.06666666666666667,,0.39344262295081966,0.5416666666666666,0.65,0.46153846153846156,0.2786885245901639,0.23529411764705882,0.2857142857142857,0.25,0.16393442622950818,0.3,0.3,,0.01639344262295082,,,,0.14754098360655737,0.2222222222222222,0.2222222222222222,,0.5,,,,,,,,,0.29411764705882354,0.4,,,0.23529411764705882,0.25,0.5573770491803278,0.25,0.4955183333333333,0.49890000000000007,0.43851562499999996,0.12121212121212122,0.14285714285714285,0.06896551724137931,0.2413793103448276,6.823529411764705,28.340000000000003,0.30952380952380953,,,,,,,,,,,,,,,True,
2746,1610612737,Josh Smith,Josh Smith,2746,ATL,143017.0,2384,419,4408,4393,833,862,527,8801,313.0,476.0,61.0,103.0,61.0,89.0,53.0,153.0,57.0,195.0,,1.0,,,,1.0,,3.0,,,,3.0,423.0,824.0,,4.0,213.0,1059.0,4636,69.0,122.0,,,38.0,176.0,83.0,140.0,,4.0,46.0,212.0,540.0,306.0,,,90.0,,3.0,,48.0,215.0,94.0,309.0,46.0,48.0,144.0,22.0,49.0,712.0,41.0,133.0,85.0,290,23.0,398,176.0,574,33.0,106.0,74.0,32.0,89.0,37.0,52.0,73.0,7.0,37.0,5.0,162,14.0,27.0,115,199,17.0,18.0,281.0,21.0,22.0,343.0,57.0,,182.0,18.0,138.0,1.0,1.0,109.0,3.0,26.0,139.0,78.0,4.0,212.0,833,9.0,16.0,0.6382978723404256,0.7142857142857143,,,,,,0.5133495145631068,0.5655737704918032,0.5928571428571429,0.5108695652173914,0.5655737704918032,0.5763888888888888,0.5453141091658085,0.5789473684210527,0.5955056179775281,0.004830917874396135,0.05825242718446602,0.07563025210084033,0.0784313725490196,,22.45586193215632,0.5493827160493827,0.21100917431192662,0.17780502759043532,0.08558558558558559,0.16252390057361377,0.07735849056603773,0.17409470752089137,0.08349328214971209,0.12017167381974249,0.06712962962962964,0.07317073170731707,0.07947019867549669,0.07456140350877193,0.15625,0.19730941704035873,0.1839080459770115,0.17468354430379746,0.125,0.09295774647887324,0.5611510791366906,0.5748792270531401,0.657563025210084,0.7113636363636363,0.6230031948881789,0.18478260869565216,0.3464052287581699,0.375886524822695,0.5471698113207547,0.23550724637681159,0.2923076923076923,0.2923076923076923,0.8070175438596491,0.0012077294685990338,,,,0.0036231884057971015,,,,0.8442622950819673,0.5922330097087378,0.18032786885245902,,,,,,,0.6180555555555556,0.6853932584269663,0.006944444444444444,,0.020833333333333332,,0.5797101449275363,,0.5296214371980676,0.5506050505050505,0.5275281249999999,0.19097586568730326,0.1917808219178082,0.16619452313503305,0.20018885741265344,6.352427184466018,26.675,0.18897459165154265,,,,,,,,2.0,3.0,,3.0,0.017391304347826087,,,True,
2207,1610612737,Joe Johnson,Joe Johnson,2207,ATL,148368.0,2473,383,4581,4563,945,941,543,9144,138.0,251.0,24.0,46.0,21.0,44.0,163.0,301.0,125.0,314.0,50.0,136.0,10.0,20.0,4.0,23.0,58.0,160.0,8.0,23.0,9.0,29.0,426.0,866.0,108.0,296.0,187.0,1363.0,4883,42.0,85.0,18.0,43.0,8.0,146.0,62.0,157.0,13.0,52.0,86.0,249.0,270.0,582.0,267.0,57.0,36.0,1.0,159.0,58.0,43.0,236.0,87.0,323.0,51.0,36.0,103.0,32.0,101.0,733.0,10.0,60.0,61.0,159,11.0,231,71.0,302,27.0,69.0,38.0,31.0,67.0,23.0,37.0,52.0,6.0,30.0,16.0,119,10.0,26.0,46,118,3.0,5.0,181.0,7.0,6.0,228.0,13.0,25.0,75.0,28.0,4.0,,,3.0,,1.0,4.0,2.0,,249.0,945,15.0,26.0,0.31690140845070425,0.33088235294117646,0.8240740740740741,0.36486486486486486,0.4186046511627907,0.25,0.36610169491525424,0.49191685912240185,0.49411764705882355,0.39490445859872614,0.5060240963855421,0.5390625,0.38995215311004783,0.5358565737051793,0.5488721804511278,0.4823529411764706,0.2547332185886403,0.049653579676674366,0.11952191235059761,0.029900332225913623,0.012738853503184714,26.321839080459768,0.5630252100840336,0.09482758620689655,0.09701037217815742,0.03761755485893417,0.11192660550458716,0.018050541516245487,0.10073260073260074,0.03257328990228013,0.053763440860215055,0.034482758620689655,0.028528528528528527,0.012658227848101266,0.025210084033613446,0.08695652173913043,0.07432432432432433,0.12258064516129032,0.1073170731707317,0.1259259259259259,0.047038327526132406,0.5,0.21600688468158347,0.549800796812749,0.6244343891402715,0.463768115942029,0.25903614457831325,0.5415282392026578,0.5582191780821918,0.17791411042944785,0.270223752151463,0.3980891719745223,0.4032258064516129,0.336,0.11703958691910499,0.36764705882352944,0.36764705882352944,0.92,0.13769363166953527,0.3625,0.3625,0.7413793103448276,0.359375,0.5217391304347826,0.16666666666666666,0.15625,0.5,0.8,0.1796875,0.34782608695652173,0.75,0.21052631578947367,0.4772727272727273,0.11004784688995216,0.17391304347826086,0.13875598086124402,0.3103448275862069,0.47074010327022375,0.36477987421383645,0.4823677863910421,0.5126632075471699,0.4650437499999999,0.06438467807660962,0.08081896551724138,0.10711665443873808,0.18268525311812178,9.696073903002315,24.699999999999996,0.206286836935167,,,,4.0,,,0.013377926421404682,1.0,,,1.0,0.00847457627118644,1.0,,True,
2230,1610612737,Maurice Evans,Maurice Evans,2230,ATL,30637.0,511,85,958,971,246,289,130,1929,30.0,54.0,8.0,20.0,7.0,15.0,4.0,11.0,5.0,20.0,12.0,37.0,,,5.0,14.0,10.0,30.0,,3.0,2.0,6.0,39.0,85.0,22.0,67.0,15.0,159.0,1038,10.0,22.0,,3.0,1.0,21.0,11.0,26.0,7.0,20.0,1.0,44.0,54.0,24.0,66.0,,14.0,,30.0,10.0,10.0,9.0,6.0,15.0,4.0,2.0,5.0,,4.0,36.0,5.0,20.0,7.0,24,4.0,35,25.0,60,4.0,12.0,9.0,3.0,3.0,,3.0,1.0,1.0,,,4,1.0,,29,46,1.0,,21.0,1.0,3.0,22.0,3.0,,9.0,1.0,6.0,,,2.0,1.0,3.0,6.0,4.0,,44.0,246,5.0,,0.6923076923076923,0.84375,1.0,0.3283582089552239,,0.35,0.3283582089552239,0.4588235294117647,0.45454545454545453,0.4230769230769231,0.47368421052631576,0.4,0.4673913043478261,0.4937888198757764,0.40384615384615385,0.4782608695652174,0.4407894736842105,0.11764705882352941,0.16666666666666666,,0.05,14.761476147614761,0.75,0.13793103448275862,0.06976744186046512,0.06060606060606061,0.06930693069306931,0.040983606557377046,0.0696629213483146,0.05530973451327434,0.042735042735042736,0.08823529411764706,0.05405405405405406,0.02857142857142857,0.057692307692307696,0.08208955223880597,0.034482758620689655,0.08130081300813008,0.08,0.038461538461538464,0.05128205128205128,0.6666666666666666,0.35526315789473684,0.5555555555555556,0.6666666666666666,0.6333333333333333,0.07236842105263158,0.36363636363636365,0.36363636363636365,0.75,0.13157894736842105,0.25,0.2631578947368421,1.0,0.24342105263157895,0.32432432432432434,0.32432432432432434,1.0,0.19736842105263158,0.3333333333333333,0.3333333333333333,1.0,0.8,0.4,0.25,,,,0.12,,,0.32608695652173914,0.4666666666666667,0.30434782608695654,0.35714285714285715,0.13043478260869565,0.3333333333333333,0.7960526315789473,0.3333333333333333,0.5523404605263158,0.5549,0.5303445652173914,0.06875,0.0989010989010989,0.1320754716981132,0.27672955974842767,5.771764705882354,24.352238805970153,0.2567849686847599,,,,2.0,,,0.028985507246376812,,,,,,,,True,
2585,1610612737,Zaza Pachulia,Zaza Pachulia,2585,ATL,9762.0,163,40,292,296,92,60,41,588,22.0,29.0,7.0,9.0,7.0,9.0,1.0,6.0,5.0,10.0,,,,,,,,1.0,,,,1.0,28.0,45.0,,1.0,8.0,64.0,286,7.0,11.0,,,,14.0,9.0,13.0,,1.0,1.0,19.0,38.0,18.0,,,10.0,1.0,,,5.0,7.0,2.0,9.0,,2.0,6.0,,1.0,20.0,4.0,8.0,4.0,16,2.0,22,12.0,34,1.0,13.0,6.0,7.0,2.0,,1.0,3.0,1.0,1.0,1.0,5,,2.0,14,31,5.0,,13.0,1.0,,17.0,1.0,,9.0,,7.0,,,6.0,,1.0,7.0,5.0,,19.0,92,,,0.6785714285714286,0.8260869565217391,,,,,,0.6222222222222222,0.6363636363636364,0.6923076923076923,0.6086956521739131,0.6363636363636364,0.6428571428571429,0.5925925925925926,0.6363636363636364,0.6333333333333333,0.021739130434782608,0.1111111111111111,0.10344827586206896,0.3333333333333333,,17.352941176470587,0.4,0.16666666666666666,0.14285714285714285,0.0784313725490196,0.15384615384615385,0.10526315789473684,0.14492753623188406,0.08571428571428572,0.11538461538461539,0.07142857142857142,0.058823529411764705,0.13043478260869565,0.06666666666666667,0.09375,0.1935483870967742,0.14285714285714285,0.15,0.16666666666666666,0.08333333333333333,0.7142857142857143,0.6304347826086957,0.7586206896551724,0.8461538461538461,0.5909090909090909,0.13043478260869565,0.16666666666666666,0.25,1.0,0.21739130434782608,0.5,0.5,1.0,,,,,0.021739130434782608,,,,0.8181818181818182,0.7777777777777778,0.2857142857142857,,,,,,,0.6428571428571429,0.7777777777777778,,,0.07142857142857142,,0.6521739130434783,,0.5344666666666668,0.559425,0.534676923076923,0.16666666666666666,0.16981132075471697,0.21875,0.296875,5.108888888888888,76.1,0.3150684931506849,,,,,,,,,,,,,,,True,
