EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,BadPassTurnovers,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,DefThreePtReboundPct,DefArc3ReboundPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceAtRimFGM,PenaltyAtRimFGM,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Blocked3s,BlockedArc3,FTOffRebounds,OffensiveGoaltends,OffFTReboundPct,SecondChanceAtRimPctAssisted,on,Clear Path Fouls,BlockedCorner3,Corner3PctBlocked
101183,1610612748,Shavlik Randolph,Shavlik Randolph,101183,MIA,1857.0,31,10,53,50,12.0,15.0,8.0,103,2.0,8.0,3.0,1.0,2.0,2.0,1.0,4.0,11.0,8.0,44,1.0,4.0,2.0,2.0,2.0,6.0,3.0,5.0,1.0,2.0,3.0,5.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5,1.0,2.0,2.0,12.0,0.25,0.25,0.36363636363636365,0.25,0.36363636363636365,0.25,0.36363636363636365,0.25,0.2727272727272727,0.375,18.75,1.0,0.5,0.125,0.2631578947368421,0.06666666666666667,0.16666666666666666,0.42857142857142855,0.2,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.7272727272727273,0.25,0.4,0.5,0.18181818181818182,1.0,1.0,0.09090909090909091,0.75,0.5,0.7272727272727273,0.47189090909090914,0.5512333333333334,0.3781,0.25,3.6636363636363636,0.22641509433962265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
200821,1610612748,Yakhouba Diawara,Yakhouba Diawara,200821,MIA,1439.0,24,-10,49,48,15.0,27.0,6.0,97,1.0,1.0,,,,,1.0,1.0,2.0,5.0,50,,,,1.0,2.0,,,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,3.0,5,,,,15.0,1.0,1.0,0.5,,0.4166666666666667,,0.4166666666666667,,,,12.280701754385966,1.0,,,,0.05555555555555555,,,,,,,0.16666666666666666,1.0,1.0,1.0,,,,0.16666666666666666,,,0.8333333333333334,0.5368166666666667,,0.441475,,9.35,0.30612244897959184,1.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.25,0.25,0.6666666666666666,0.2,0.25,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5,0.3333333333333333,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,108408.0,1807,11,3347,3359,863.0,907.0,404.0,6706,51.0,92.0,8.0,21.0,25.0,52.0,74.0,107.0,218.0,521.0,3507,14.0,21.0,69.0,42.0,42.0,172.0,21.0,19.0,68.0,3.0,110.0,25.0,135.0,1.0,91.0,59.0,62.0,22.0,123.0,69.0,175,8.0,157.0,31.0,863.0,0.19626168224299065,0.20192307692307693,0.4908256880733945,0.6666666666666666,0.4834801762114537,0.5918367346938775,0.5169322709163346,0.6388888888888888,0.0963302752293578,0.1956521739130435,16.3302752293578,0.5040650406504065,0.02459016393442623,0.059964726631393295,0.016622922134733157,0.06755050505050506,0.015862944162436547,0.020761245674740483,0.017921146953405017,0.01391304347826087,0.07344632768361582,0.004273504273504274,0.2026431718061674,0.5543478260869565,0.6891891891891891,0.19607843137254902,0.1145374449339207,0.4807692307692308,0.5102040816326531,0.16299559471365638,0.16326530612244897,0.19090909090909092,0.7224669603524229,0.5156093049327354,0.5242524390243903,0.5121067307692309,0.1324376199616123,8.238073394495414,0.2578428443382133,41.0,10.0,57.0,195.0,75.0,236.0,68.0,171.0,187.0,57.0,194.0,246.0,88.0,544.0,39.0,40.0,14.0,0.76,0.3177966101694915,0.32894736842105265,0.5198237885462555,0.08666666666666667,0.08985507246376812,0.09030837004405286,0.42951541850220265,0.2923076923076923,0.29381443298969073,0.6842105263157895,0.09090909090909091,0.3048128342245989,25.925,6.0,13.0,31.0,18.0,4.0,9.0,6.0,6.0,19.0,16.0,58.0,82.0,10.0,28.0,11.0,24.0,22.0,40.0,154.0,54.0,6.0,8.0,1.0,52.0,30.0,22.0,18.0,88.0,6.0,32.0,18.0,61.0,8.0,2.0,9.0,6.0,23.0,18.0,4.0,110.0,8.0,1.0,3.0,33.0,3.0,21.0,12.0,8.0,2.0,2.0,12.0,6.0,154.0,19.0,0.35714285714285715,0.3235294117647059,0.5714285714285714,0.5181818181818182,0.5703703703703704,0.00423728813559322,0.057692307692307696,0.005128205128205128,0.013856812933025405,0.015384615384615385,0.009259259259259259,0.03903903903903904,0.06487695749440715,0.0761904761904762,0.5,0.12,0.4189189189189189,0.4189189189189189,0.25806451612903225,0.43902439024390244,0.43902439024390244,1.0,0.75,0.1836734693877551,0.4444444444444444,1.0,0.3877551020408163,0.3157894736842105,0.6666666666666666,0.6190476190476191,0.6,0.5272727272727272,0.27586206896551724,0.07484407484407485,0.13580246913580246,0.012605042016806723,0.29558541266794625,,,,,,,,,,,True,,,
2048,1610612748,Jamaal Magloire,Jamaal Magloire,2048,MIA,12370.0,206,-5,363,371,108.0,104.0,53.0,734,14.0,22.0,11.0,8.0,2.0,9.0,1.0,16.0,32.0,41.0,377,6.0,12.0,14.0,10.0,14.0,18.0,5.0,18.0,27.0,6.0,41.0,23.0,64.0,2.0,7.0,6.0,4.0,3.0,12.0,26.0,36,2.0,28.0,3.0,108.0,0.4375,0.7,0.5,0.5,0.5,0.5,0.43617021276595747,0.4666666666666667,0.15625,0.13636363636363635,13.981042654028437,0.3333333333333333,0.3,0.2125984251968504,0.14173228346456693,0.19886363636363635,0.1329479768786127,0.2692307692307692,0.12121212121212122,0.10294117647058823,0.10638297872340426,0.18181818181818182,0.6875,0.6363636363636364,0.7368421052631579,0.5,0.28125,0.2222222222222222,0.2857142857142857,0.03125,0.9166666666666666,0.8,0.6875,0.493178125,0.5638099999999999,0.49693,0.34146341463414637,2.7562500000000005,0.2975206611570248,,,,,,,,,,,,1.0,,3.0,8.0,1.0,1.0,,,,,0.16326530612244897,0.18421052631578946,,,,,,,,,6.0,5.0,,,,,,,,,,9.0,,,2.0,7.0,,3.0,17.0,,12.0,,,1.0,,1.0,,,5.0,1.0,1.0,8.0,,1.0,1.0,1.0,4.0,4.0,5.0,32.0,2.0,,,15.0,,2.0,6.0,3.0,,3.0,6.0,3.0,17.0,2.0,,,0.7,0.7,0.5,,0.2222222222222222,,0.10869565217391304,0.1111111111111111,0.1,0.1794871794871795,0.36585365853658536,0.09090909090909091,0.5,,,,,,,,0.5454545454545454,,,,,,,0.625,,,,0.3333333333333333,0.3333333333333333,,0.4146341463414634,1.0,1.0,1.0,,,,,,,,True,,,
2592,1610612748,James Jones,James Jones,2592,MIA,20170.0,336,-35,619,620,137.0,142.0,60.0,1239,,2.0,,,1.0,2.0,17.0,6.0,21.0,83.0,658,1.0,2.0,9.0,4.0,10.0,2.0,2.0,2.0,19.0,4.0,27.0,3.0,30.0,,6.0,4.0,4.0,2.0,8.0,11.0,27,5.0,11.0,2.0,137.0,0.8333333333333334,0.8333333333333334,0.2857142857142857,0.5,0.46153846153846156,0.625,0.4876543209876543,0.8,0.09523809523809523,0.5,12.917271407837447,0.5,0.14285714285714285,0.09178743961352658,0.009950248756218905,0.08070175438596491,0.010238907849829351,0.024390243902439025,,0.009259259259259259,0.03125,,0.02564102564102564,,,,0.02564102564102564,0.5,0.5,0.21794871794871795,,,0.7564102564102564,0.5047589743589743,0.42101666666666665,0.4444461538461538,0.10843373493975904,16.833333333333332,0.22132471728594508,19.0,3.0,15.0,38.0,20.0,57.0,9.0,54.0,38.0,15.0,12.0,14.0,4.0,30.0,4.0,2.0,2.0,0.9,0.3508771929824561,0.3508771929824561,0.7307692307692307,0.05128205128205128,0.03508771929824561,0.24358974358974358,0.48717948717948717,0.39473684210526316,0.40540540540540543,0.9333333333333333,0.23076923076923078,0.39473684210526316,24.766666666666673,,,5.0,5.0,1.0,1.0,1.0,,1.0,1.0,6.0,11.0,1.0,2.0,4.0,1.0,2.0,1.0,9.0,6.0,,,1.0,2.0,1.0,1.0,,8.0,1.0,2.0,,4.0,,,2.0,2.0,1.0,2.0,,14.0,,1.0,5.0,,3.0,1.0,3.0,3.0,,,3.0,2.0,9.0,1.0,0.5,0.2222222222222222,0.25,0.3076923076923077,0.2857142857142857,0.017543859649122806,,0.02631578947368421,0.010869565217391304,0.014084507042253521,,0.16417910447761194,0.07894736842105263,0.09523809523809523,0.6666666666666666,,0.29411764705882354,0.3125,1.0,0.2631578947368421,0.2631578947368421,0.8,,0.25,1.0,,0.25,,,,0.3333333333333333,0.46153846153846156,0.16666666666666666,0.0375,,0.05084745762711865,0.10843373493975904,,,,0.058823529411764705,,,,,,,True,,,
201161,1610612748,Daequan Cook,Daequan Cook,201161,MIA,14695.0,245,-25,458,454,157.0,162.0,67.0,912,2.0,4.0,1.0,,3.0,6.0,26.0,8.0,36.0,75.0,461,,2.0,9.0,15.0,6.0,10.0,1.0,2.0,19.0,3.0,29.0,4.0,33.0,2.0,8.0,4.0,5.0,1.0,6.0,7.0,17,,6.0,,157.0,0.375,0.375,0.2222222222222222,,0.38953488372093026,0.6428571428571429,0.4157303370786517,0.6428571428571429,0.027777777777777776,,17.890772128060267,0.8333333333333334,0.14285714285714285,0.12337662337662338,0.011834319526627219,0.12093023255813953,0.0163265306122449,0.023255813953488372,0.03225806451612903,,0.16981132075471697,0.03389830508474576,0.046511627906976744,0.5,0.5,0.5,0.06976744186046512,0.5,0.6,0.3023255813953488,0.14285714285714285,,0.627906976744186,0.4715116279069767,0.5313,0.44933437499999995,0.12,14.969444444444443,0.34279475982532753,9.0,2.0,14.0,41.0,17.0,50.0,17.0,42.0,41.0,14.0,9.0,14.0,3.0,33.0,7.0,4.0,4.0,0.8235294117647058,0.34,0.34,0.5813953488372093,0.11475409836065574,0.11363636363636363,0.10465116279069768,0.47674418604651164,0.34146341463414637,0.34146341463414637,0.7857142857142857,0.0625,0.34146341463414637,25.114,,,3.0,3.0,2.0,2.0,1.0,1.0,3.0,6.0,15.0,8.0,3.0,5.0,,4.0,7.0,5.0,34.0,9.0,,,,5.0,5.0,,,6.0,2.0,4.0,,1.0,,,1.0,1.0,3.0,,1.0,11.0,2.0,,2.0,4.0,1.0,,3.0,1.0,2.0,,4.0,4.0,34.0,,0.6,0.4117647058823529,0.26666666666666666,0.453125,0.5,,0.16666666666666666,,0.02631578947368421,0.034482758620689655,,0.09302325581395349,0.10344827586206896,0.11764705882352941,1.0,0.3333333333333333,0.11538461538461539,0.11538461538461539,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,0.2857142857142857,1.0,1.0,0.42857142857142855,0.3333333333333333,1.0,,0.5,0.46875,0.4,0.056179775280898875,0.10526315789473684,0.0196078431372549,0.4533333333333333,,,,,1.0,1.0,,,,,True,,,
201202,1610612748,Joel Anthony,Joel Anthony,201202,MIA,33626.0,560,-49,1034,1043,347.0,363.0,132.0,2077,28.0,49.0,19.0,19.0,6.0,19.0,,34.0,68.0,95.0,1074,11.0,25.0,34.0,26.0,42.0,26.0,10.0,30.0,26.0,9.0,47.0,46.0,93.0,3.0,9.0,6.0,5.0,3.0,16.0,56.0,81,8.0,26.0,2.0,347.0,0.6176470588235294,0.84,0.5,0.44,0.5,0.44,0.572289156626506,0.53125,0.14705882352941177,0.14285714285714285,8.312342569269521,0.3125,0.225,0.06824146981627296,0.07936507936507936,0.07465618860510806,0.0821917808219178,0.08,0.13253012048192772,0.05641025641025641,0.01818181818181818,0.125,0.7205882352941176,0.5714285714285714,0.6666666666666666,0.6071428571428571,0.27941176470588236,0.3157894736842105,0.375,,0.76,0.7307692307692307,0.7205882352941176,0.5234382352941177,0.5479238095238095,0.513423076923077,0.35789473684210527,2.383823529411765,0.3355899419729207,,,,,,,,,,,,2.0,,6.0,12.0,2.0,6.0,,,,,0.09375,0.10476190476190476,,,,,,,,,10.0,12.0,,,,,,,,,,27.0,,,12.0,15.0,,15.0,45.0,,18.0,,,2.0,1.0,1.0,,,12.0,3.0,,11.0,,,,,3.0,8.0,7.0,34.0,4.0,,,15.0,,4.0,48.0,31.0,1.0,16.0,49.0,24.0,45.0,4.0,,,0.5769230769230769,0.5769230769230769,0.6617647058823529,,0.15789473684210525,,0.09022556390977443,0.09803921568627451,0.06451612903225806,0.04310344827586207,0.12258064516129032,0.043478260869565216,0.4897959183673469,0.6666666666666666,,,,,,,0.5263157894736842,,,,,,,0.631578947368421,,,,0.189873417721519,0.189873417721519,,0.47368421052631576,,2.0,1.0,,1.0,1.0,4.0,1.0,0.14814814814814814,0.1,True,,,
2306,1610612748,Carlos Arroyo,Carlos Arroyo,2306,MIA,15320.0,255,-6,438,442,62.0,59.0,56.0,880,1.0,3.0,,,4.0,8.0,43.0,26.0,54.0,65.0,431,3.0,6.0,6.0,11.0,26.0,26.0,2.0,4.0,11.0,,17.0,4.0,21.0,,9.0,3.0,2.0,1.0,8.0,5.0,14,,13.0,2.0,62.0,0.5,0.5,0.48148148148148145,0.5,0.47540983606557374,0.42857142857142855,0.49230769230769234,0.42857142857142855,0.037037037037037035,0.3333333333333333,14.484126984126984,0.25,,0.0738255033557047,0.025,0.0779816513761468,0.017543859649122806,0.07407407407407407,,0.022727272727272728,0.03278688524590164,,0.04918032786885246,0.3333333333333333,0.5,,0.13114754098360656,0.5,0.5714285714285714,0.7049180327868853,,,0.16393442622950818,0.4128581967213115,0.41685833333333333,0.4094,0.09230769230769231,16.63888888888889,0.1415525114155251,7.0,1.0,,,2.0,7.0,1.0,6.0,,,21.0,34.0,10.0,81.0,6.0,1.0,,1.0,0.2857142857142857,0.2857142857142857,0.11475409836065574,0.08695652173913043,0.07272727272727272,0.11475409836065574,,,,,0.08333333333333333,,23.35714285714286,,,21.0,2.0,,1.0,1.0,,,,,7.0,,1.0,,4.0,1.0,4.0,15.0,,,,,13.0,7.0,6.0,2.0,9.0,,6.0,,6.0,1.0,,2.0,,2.0,2.0,,9.0,,,1.0,2.0,,2.0,,,,,,,15.0,2.0,,1.0,0.36363636363636365,0.4583333333333333,0.5,,0.125,,,,,0.025,0.16666666666666666,0.14285714285714285,,0.25,0.4883720930232558,0.4883720930232558,0.5714285714285714,0.2857142857142857,0.2857142857142857,1.0,,0.14285714285714285,,,,,,,1.0,,,0.031746031746031744,0.03571428571428571,,0.23076923076923078,,1.0,,,,,,,,,True,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,66187.0,1103,109,2113,2120,663.0,694.0,250.0,4233,151.0,236.0,36.0,73.0,43.0,102.0,205.0,263.0,543.0,850.0,2240,30.0,56.0,87.0,167.0,152.0,374.0,27.0,38.0,83.0,1.0,124.0,44.0,168.0,18.0,53.0,39.0,60.0,22.0,104.0,31.0,76,2.0,219.0,5.0,663.0,0.2889733840304182,0.3076923076923077,0.4843462246777164,0.5357142857142857,0.47955974842767296,0.5390625,0.5472797927461139,0.5878378378378378,0.049723756906077346,0.07627118644067797,36.57620041753653,0.5769230769230769,0.013888888888888888,0.11823361823361823,0.056716417910447764,0.12474645030425964,0.047516198704103674,0.0979381443298969,0.06289308176100629,0.028391167192429023,0.08837209302325581,0.05863192182410423,0.3710691823899371,0.6398305084745762,0.6926605504587156,0.31788079470198677,0.16037735849056603,0.4215686274509804,0.45263157894736844,0.3223270440251572,0.5625,0.35609756097560974,0.5172955974842768,0.49457995245641845,0.5262145833333333,0.4910435323383083,0.10235294117647059,8.637200736648252,0.31377188831045905,5.0,,28.0,88.0,28.0,93.0,38.0,18.0,86.0,28.0,127.0,181.0,70.0,416.0,40.0,38.0,14.0,0.21428571428571427,0.3010752688172043,0.3076923076923077,0.14622641509433962,0.14084507042253522,0.1320754716981132,0.007861635220125786,0.13836477987421383,0.3181818181818182,0.3181818181818182,0.21428571428571427,,0.32558139534883723,26.21720430107527,26.0,51.0,69.0,,,1.0,,3.0,7.0,9.0,38.0,240.0,3.0,8.0,18.0,88.0,9.0,106.0,309.0,66.0,32.0,2.0,,54.0,32.0,22.0,15.0,42.0,6.0,14.0,12.0,44.0,5.0,1.0,3.0,6.0,33.0,14.0,6.0,313.0,32.0,,7.0,136.0,2.0,30.0,39.0,16.0,10.0,13.0,39.0,22.0,309.0,26.0,0.375,0.23684210526315788,0.5269461077844312,0.4951219512195122,0.5727611940298507,,0.06862745098039216,,0.0234375,0.019417475728155338,0.04,0.08,0.1672473867595819,0.16666666666666666,0.5641025641025641,0.18604651162790697,0.33658536585365856,0.3399014778325123,0.2898550724637681,,,,0.7222222222222222,0.015625,,,0.109375,0.42857142857142855,0.3333333333333333,0.6986301369863014,,0.18536585365853658,0.23684210526315788,0.18598382749326145,0.21020092735703247,0.021052631578947368,0.3635294117647059,1.0,1.0,,0.00975609756097561,,,,,,0.11538461538461539,True,,,
979,1610612748,Jermaine O'Neal,Jermaine O'Neal,979,MIA,49922.0,832,16,1549,1554,309.0,356.0,165.0,3103,66.0,96.0,22.0,11.0,50.0,110.0,97.0,159.0,303.0,380.0,1678,22.0,43.0,53.0,52.0,166.0,152.0,27.0,37.0,90.0,16.0,149.0,48.0,197.0,1.0,12.0,7.0,16.0,13.0,44.0,51.0,92,10.0,93.0,16.0,309.0,0.5220125786163522,0.5570469798657718,0.5247524752475248,0.5116279069767442,0.5230263157894737,0.5116279069767442,0.5523255813953488,0.5408163265306123,0.0891089108910891,0.14583333333333334,22.2158438576349,0.36363636363636365,0.2962962962962963,0.17408123791102514,0.07184466019417475,0.1829436038514443,0.06714285714285714,0.07086614173228346,0.1103448275862069,0.04938271604938271,0.1411042944785276,0.008620689655172414,0.3157894736842105,0.6875,0.8048780487804879,0.6363636363636364,0.3618421052631579,0.45454545454545453,0.5050505050505051,0.3190789473684211,0.5116279069767442,0.21153846153846154,0.3190789473684211,0.4497103618421053,0.4978714285714286,0.43098653846153845,0.1394736842105263,8.82046204620462,0.19948353776630084,,,,1.0,,1.0,,,1.0,,31.0,41.0,18.0,92.0,43.0,3.0,5.0,,,,0.003289473684210526,0.20476190476190476,0.17307692307692307,,0.003289473684210526,,,,,,24.6,14.0,5.0,43.0,,,,,,,,,62.0,,,9.0,18.0,,15.0,51.0,,20.0,,1.0,10.0,7.0,3.0,4.0,9.0,10.0,5.0,5.0,28.0,1.0,2.0,8.0,4.0,2.0,7.0,7.0,89.0,9.0,,,42.0,,7.0,34.0,24.0,,10.0,34.0,20.0,51.0,4.0,,,0.34615384615384615,0.34615384615384615,0.3984375,1.0,0.1,1.0,0.05405405405405406,0.02857142857142857,0.13333333333333333,0.19148936170212766,0.18779342723004694,0.2962962962962963,0.5882352941176471,0.38,0.44329896907216493,0.45263157894736844,0.5116279069767442,,,,0.6363636363636364,,,,,,,0.45454545454545453,,,,0.12462908011869436,0.125,,0.13421052631578947,1.0,4.0,6.0,0.020618556701030927,,,1.0,,0.019230769230769232,0.21428571428571427,True,,,
