EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,PtsUnassisted3s,HeaveAttempts,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,PtsPutbacks,SelfOReb,BlockedShortMidRange,3SecondViolations,SecondChanceFg3Pct,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedCorner3,Corner3PctBlocked,BlockedArc3,on,Clear Path Fouls
101214,1610612739,Jawad Williams,Jawad Williams,101214,CLE,12699.0,212,-35,403,406,117,111,49,809,4.0,10.0,2.0,4.0,1.0,4.0,3.0,5.0,6.0,15.0,2.0,5.0,2.0,3.0,16.0,2.0,5.0,13.0,30.0,5.0,21.0,9.0,50.0,450,3.0,7.0,6.0,2.0,8.0,2.0,7.0,2.0,12.0,12.0,14.0,15.0,16.0,3.0,3.0,1.0,5.0,4.0,9.0,2.0,2.0,2.0,1.0,2.0,22.0,1.0,1.0,1.0,1.0,14.0,2.0,17.0,3.0,20.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,6.0,2.0,11.0,18.0,1.0,8.0,1.0,14.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,117,2.0,1.0,0.46153846153846156,0.46153846153846156,1.0,0.23809523809523808,0.2857142857142857,0.23809523809523808,0.43333333333333335,0.42857142857142855,0.25,0.4019607843137255,0.42857142857142855,0.3333333333333333,0.43859649122807015,0.42857142857142855,0.375,0.4117647058823529,0.047619047619047616,0.1,0.3,0.0625,13.577586206896553,0.3333333333333333,0.2,0.05,0.10526315789473684,0.007352941176470588,0.018867924528301886,0.01694915254237288,0.08064516129032258,0.010256410256410256,0.01818181818181818,0.07142857142857142,0.05555555555555555,0.10526315789473684,0.13559322033898305,0.027777777777777776,1.0,0.19607843137254902,0.4,0.5714285714285714,0.75,0.09803921568627451,0.6,0.6,0.29411764705882354,0.4,0.4,0.5,0.09803921568627451,0.4,0.4,1.0,0.3137254901960784,0.1875,0.2,1.0,0.5714285714285714,0.5,1.0,0.26666666666666666,0.25,0.13333333333333333,0.3333333333333333,0.4,0.6078431372549019,0.1875,0.5260196078431374,0.5581499999999999,0.5380699999999999,0.10714285714285714,0.14705882352941177,0.045454545454545456,0.12,0.24,10.783333333333331,24.776190476190475,0.2903225806451613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1515,1610612739,Anthony Parker,Anthony Parker,1515,CLE,77490.0,1292,64,2464,2472,383,315,248,4936,17.0,22.0,2.0,2.0,6.0,7.0,15.0,31.0,28.0,72.0,50.0,97.0,15.0,18.0,53.0,2.0,9.0,60.0,125.0,68.0,150.0,41.0,365.0,2699,4.0,6.0,11.0,13.0,20.0,12.0,24.0,11.0,73.0,92.0,28.0,195.0,52.0,18.0,5.0,,73.0,13.0,86.0,8.0,5.0,37.0,11.0,25.0,185.0,1.0,12.0,1.0,25.0,76.0,6.0,107.0,14.0,121.0,32.0,23.0,9.0,26.0,20.0,18.0,3.0,6.0,44.0,6.0,39.0,88.0,2.0,64.0,25.0,52.0,8.0,22.0,3.0,3.0,8.0,6.0,8.0,4.0,73.0,383,8.0,4.0,0.7666666666666667,0.7666666666666667,0.9558823529411765,0.4533333333333333,0.5,0.4563758389261745,0.48,0.6666666666666666,0.65,0.5890909090909091,0.5,0.7045454545454546,0.6169491525423729,0.6111111111111112,0.7346938775510204,0.5454545454545454,,0.04,0.045454545454545456,,12.36323851203501,0.5909090909090909,0.09836065573770492,0.011627906976744186,0.08287895310796074,0.01637107776261937,0.08960573476702509,0.003424657534246575,0.08444816053511706,0.012682926829268294,0.024539877300613498,,0.07042253521126761,0.10222222222222223,0.08088235294117647,0.08530805687203792,0.5,0.08,0.7727272727272727,0.8095238095238095,1.0,0.11272727272727273,0.4838709677419355,0.5357142857142857,0.26181818181818184,0.3888888888888889,0.39436619718309857,0.75,0.3527272727272727,0.5154639175257731,0.5154639175257731,0.94,0.19272727272727272,0.33962264150943394,0.33962264150943394,1.0,0.25,1.0,1.0,0.1590909090909091,0.8571428571428571,0.3409090909090909,0.20454545454545456,0.2222222222222222,0.6254545454545455,0.34615384615384615,0.5337009124087592,0.50847,0.5555453488372092,0.08561643835616438,0.15827338129496402,0.0196078431372549,0.030136986301369864,0.2,12.712,24.159333333333333,0.15543831168831168,10.0,2.0,2.0,3.0,9.0,1.0,4.0,3.0,5.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0967741935483871,0.013888888888888888,0.012295081967213115,0.006134969325153374,0.005154639175257732,0.10294117647058823,0.5333333333333333,0.25,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,True,
1712,1610612739,Antawn Jamison,Antawn Jamison,1712,CLE,22539.0,376,21,732,734,125,88,71,1466,36.0,59.0,9.0,15.0,5.0,7.0,15.0,29.0,11.0,36.0,2.0,11.0,1.0,10.0,25.0,2.0,5.0,62.0,124.0,12.0,36.0,11.0,171.0,794,11.0,18.0,28.0,9.0,17.0,2.0,6.0,4.0,28.0,90.0,34.0,36.0,25.0,10.0,5.0,,14.0,1.0,15.0,,1.0,8.0,2.0,4.0,31.0,6.0,16.0,,15.0,51.0,5.0,71.0,22.0,93.0,15.0,7.0,8.0,6.0,2.0,6.0,,4.0,12.0,1.0,26.0,37.0,1.0,20.0,1.0,21.0,3.0,11.0,,1.0,5.0,3.0,5.0,3.0,28.0,125,3.0,1.0,0.7258064516129032,0.8490566037735849,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.6111111111111112,0.5294117647058824,0.5,0.7,0.5217391304347826,0.5059171597633136,0.6666666666666666,0.5384615384615384,0.225,,0.04032258064516129,0.06779661016949153,,22.290640394088673,0.5,0.35714285714285715,,0.1875,0.07207207207207207,0.17647058823529413,0.05555555555555555,0.18487394957983194,0.06666666666666667,0.06521739130434782,0.11904761904761904,0.2261904761904762,0.19117647058823528,0.15833333333333333,0.1746031746031746,0.6,0.36875,0.6101694915254238,0.6545454545454545,0.7777777777777778,0.18125,0.5172413793103449,0.5357142857142857,0.225,0.3055555555555556,0.3055555555555556,0.8181818181818182,0.06875,0.18181818181818182,0.18181818181818182,1.0,0.15625,0.4,0.4,1.0,0.75,0.6,0.1111111111111111,0.30434782608695654,0.7142857142857143,0.043478260869565216,0.21739130434782608,0.4,0.59375,0.4,0.5423821874999999,0.559828125,0.5336152173913044,0.06547619047619048,0.08333333333333333,,0.16374269005847952,0.16374269005847952,7.6338709677419345,24.736111111111114,0.17076502732240437,,,2.0,,,,2.0,1.0,1.0,1.0,1.0,3.0,,,,1.0,0.034482758620689655,,0.07407407407407407,0.08163265306122448,0.015151515151515152,0.18181818181818182,0.5333333333333333,,,2.0,2.0,2.0,18.0,4.0,2.0,1.0,1.0,0.04938271604938271,0.1,1.0,1.0,,,,,,,,,True,
201581,1610612739,JJ Hickson,JJ Hickson,201581,CLE,101481.0,1691,55,3230,3242,645,605,322,6472,235.0,343.0,50.0,72.0,42.0,66.0,32.0,91.0,22.0,87.0,,,,,1.0,,1.0,289.0,521.0,,1.0,111.0,689.0,3532,55.0,95.0,131.0,51.0,91.0,,1.0,29.0,131.0,448.0,130.0,,,,64.0,,25.0,15.0,40.0,10.0,5.0,15.0,3.0,7.0,95.0,32.0,73.0,5.0,75.0,183.0,32.0,290.0,110.0,400.0,36.0,27.0,9.0,41.0,14.0,51.0,10.0,27.0,92.0,18.0,64.0,132.0,15.0,108.0,2.0,163.0,21.0,86.0,,6.0,39.0,32.0,39.0,22.0,131.0,645,13.0,5.0,0.7750865051903114,0.8888888888888888,,,,,0.5547024952015355,0.5789473684210527,0.5604395604395604,0.553639846743295,0.5789473684210527,0.5543478260869565,0.5809443507588533,0.5900900900900901,0.5900900900900901,0.0019157088122605363,,0.12284069097888675,0.13994169096209913,,19.011934499028587,0.44565217391304346,0.34408602150537637,0.04132231404958678,0.15574468085106383,0.07525773195876288,0.1989389920424403,0.08247422680412371,0.16623711340206185,0.07731958762886598,0.050359712230215826,0.05303030303030303,0.10182767624020887,0.1875,0.17857142857142858,0.20074349442379183,0.5641025641025641,0.657088122605364,0.685131195335277,0.7966101694915254,0.7617021276595745,0.1743295019157088,0.3516483516483517,0.42105263157894735,0.16666666666666666,0.25287356321839083,0.2558139534883721,0.8181818181818182,,,,,0.0019157088122605363,,,,0.7578947368421053,0.6944444444444444,0.18,0.717391304347826,0.6363636363636364,,0.010869565217391304,,0.6590038314176245,,0.5601378119001919,0.5613213333333332,0.5854043956043954,0.1465076660988075,0.14675767918088736,,0.19013062409288825,0.19013062409288825,4.940307101727449,71.9,0.1996904024767802,,,,21.0,,1.0,2.0,1.0,16.0,11.0,10.0,9.0,,1.0,6.0,3.0,0.16483516483516483,0.011494252873563218,0.10975609756097561,0.07111111111111111,0.09765625,0.19444444444444445,0.84375,,,,,,74.0,3.0,6.0,6.0,,0.017857142857142856,,,,1.0,,,,,,,,True,
2590,1610612739,Mo Williams,Mo Williams,2590,CLE,68271.0,1138,24,2158,2155,313,288,213,4313,25.0,50.0,2.0,5.0,3.0,4.0,30.0,45.0,59.0,138.0,22.0,46.0,6.0,58.0,132.0,7.0,22.0,114.0,233.0,80.0,178.0,53.0,521.0,2396,6.0,15.0,41.0,9.0,20.0,10.0,28.0,15.0,63.0,56.0,172.0,186.0,130.0,58.0,13.0,,163.0,30.0,193.0,17.0,13.0,129.0,14.0,20.0,416.0,2.0,12.0,,26.0,57.0,,83.0,14.0,97.0,37.0,21.0,16.0,43.0,34.0,38.0,4.0,9.0,81.0,11.0,34.0,73.0,5.0,43.0,5.0,58.0,5.0,16.0,1.0,5.0,9.0,5.0,9.0,4.0,63.0,313,9.0,4.0,0.24561403508771928,0.24561403508771928,0.775,0.449438202247191,0.35714285714285715,0.45454545454545453,0.4892703862660944,0.4,0.45,0.5693430656934306,0.6724137931034483,0.5,0.5864485981308412,0.65,0.5185185185185185,0.43309002433090027,,0.055793991416309016,0.2,,21.193158114309554,0.5308641975308642,,,0.07279693486590039,0.01834862385321101,0.10526315789473684,0.007692307692307693,0.08058252427184466,0.015317286652078774,0.020066889632107024,,0.06374501992031872,0.055248618784530384,0.08831908831908832,0.10382513661202186,0.4444444444444444,0.12165450121654502,0.5,0.625,0.24,0.10948905109489052,0.6666666666666666,0.6976744186046512,0.3357664233576642,0.427536231884058,0.4306569343065693,0.3220338983050847,0.11192214111922141,0.4782608695652174,0.4782608695652174,1.0,0.32116788321167883,0.4393939393939394,0.4393939393939394,0.6896551724137931,0.1724137931034483,0.4,0.5,0.08333333333333333,0.75,0.125,0.4583333333333333,0.3181818181818182,0.5547445255474452,0.4461538461538462,0.5088338630806847,0.5257903846153846,0.48300217391304356,0.04018912529550828,0.06557377049180328,0.00558659217877095,0.07869481765834933,0.12092130518234165,12.881115879828327,25.248314606741573,0.14504170528266913,3.0,13.0,14.0,2.0,54.0,2.0,21.0,1.0,2.0,5.0,2.0,,19.0,1.0,,,0.044444444444444446,0.007246376811594203,0.024154589371980676,0.006756756756756757,0.012121212121212121,0.109375,0.1,0.4482758620689655,0.5,,1.0,9.0,,6.0,3.0,,0.6428571428571429,0.030303030303030304,0.034482758620689655,,,,9.0,0.6923076923076923,0.4444444444444444,,,,,True,
2753,1610612739,Delonte West,Delonte West,2753,CLE,22220.0,370,-39,702,719,248,257,64,1421,20.0,35.0,3.0,6.0,5.0,10.0,11.0,24.0,13.0,24.0,2.0,8.0,4.0,1.0,11.0,,5.0,44.0,83.0,3.0,19.0,24.0,121.0,789,5.0,9.0,12.0,11.0,22.0,1.0,9.0,9.0,34.0,24.0,64.0,6.0,11.0,1.0,10.0,,37.0,11.0,48.0,9.0,2.0,18.0,9.0,10.0,107.0,2.0,6.0,,9.0,23.0,,32.0,8.0,40.0,13.0,9.0,4.0,7.0,6.0,8.0,1.0,1.0,15.0,5.0,7.0,19.0,2.0,20.0,,27.0,3.0,12.0,,3.0,5.0,2.0,6.0,2.0,34.0,248,3.0,3.0,0.2727272727272727,0.2857142857142857,0.6666666666666666,0.15789473684210525,0.1111111111111111,0.15789473684210525,0.5301204819277109,0.5555555555555556,0.5,0.47549019607843135,0.45454545454545453,0.4032258064516129,0.5307017543859649,0.5,0.4722222222222222,0.18627450980392157,,0.12048192771084337,0.22857142857142856,,16.43312101910828,0.4666666666666667,,,0.10454545454545454,0.028037383177570093,0.09278350515463918,0.02531645569620253,0.10094637223974763,0.027303754266211604,0.0379746835443038,0.03571428571428571,0.07692307692307693,0.09090909090909091,0.14473684210526316,0.1016949152542373,0.3333333333333333,0.3431372549019608,0.5714285714285714,0.7407407407407407,0.3,0.23529411764705882,0.4583333333333333,0.5,0.23529411764705882,0.5416666666666666,0.5416666666666666,0.23076923076923078,0.0784313725490196,0.25,0.25,1.0,0.10784313725490197,0.09090909090909091,0.09090909090909091,,0.5454545454545454,0.5,,0.3225806451612903,0.5,0.12903225806451613,0.16129032258064516,,0.5294117647058824,0.09090909090909091,0.5082691176470588,0.5209166666666667,0.5153370967741936,0.10810810810810811,0.13043478260869565,,0.09917355371900827,0.2809917355371901,8.41566265060241,24.23157894736842,0.35327635327635326,1.0,2.0,2.0,2.0,3.0,,3.0,,2.0,,,,,1.0,,2.0,0.08333333333333333,,0.025974025974025976,0.017241379310344827,0.0196078431372549,0.07894736842105263,0.2727272727272727,0.18181818181818182,0.25,,,,4.0,,2.0,,,,,,,,,,,1.0,1.0,,,True,
200081,1610612739,Jamario Moon,Jamario Moon,200081,CLE,15028.0,250,-6,492,499,143,175,48,991,14.0,18.0,,1.0,4.0,5.0,1.0,3.0,9.0,18.0,3.0,13.0,3.0,7.0,14.0,2.0,3.0,24.0,39.0,10.0,27.0,3.0,81.0,527,,3.0,3.0,6.0,9.0,4.0,6.0,,24.0,28.0,20.0,30.0,14.0,7.0,,,7.0,1.0,8.0,1.0,,3.0,1.0,3.0,17.0,4.0,2.0,1.0,7.0,28.0,6.0,41.0,7.0,48.0,8.0,8.0,,1.0,1.0,1.0,,,2.0,,13.0,20.0,1.0,4.0,1.0,3.0,1.0,2.0,,,8.0,7.0,8.0,5.0,24.0,143,2.0,,0.5833333333333334,0.5833333333333334,1.0,0.37037037037037035,0.6666666666666666,0.37037037037037035,0.6153846153846154,,0.6666666666666666,0.5909090909090909,0.25,0.8,0.6044776119402985,0.25,0.8,0.4090909090909091,,,,,12.56830601092896,0.5,0.3,0.043478260869565216,0.1696969696969697,0.012269938650306749,0.09859154929577464,0.07272727272727272,0.1483050847457627,0.027522935779816515,0.014285714285714285,,0.109375,0.11764705882352941,0.2537313432835821,0.09433962264150944,0.625,0.2727272727272727,0.7777777777777778,0.7777777777777778,0.7857142857142857,0.045454545454545456,0.3333333333333333,0.3333333333333333,0.2727272727272727,0.5,0.5,0.3333333333333333,0.19696969696969696,0.23076923076923078,0.23076923076923078,1.0,0.21212121212121213,0.5,0.5,1.0,0.16666666666666666,,,0.3333333333333333,0.8,0.2,0.2,0.6666666666666666,0.6818181818181818,0.5,0.5430363636363637,0.5353083333333334,0.5218233333333333,0.029850746268656716,0.05,,0.037037037037037035,0.2962962962962963,9.448717948717949,24.355555555555558,0.29065040650406504,2.0,1.0,3.0,,,,,,,,,,,,,,,,,0.023255813953488372,0.10526315789473684,0.1111111111111111,,0.16666666666666666,0.6666666666666666,,2.0,1.0,,,1.0,,0.3333333333333333,,0.3333333333333333,,,,1.0,1.0,1.0,,,,,True,
200789,1610612739,Daniel Gibson,Daniel Gibson,200789,CLE,20416.0,340,23,653,659,163,173,56,1312,1.0,6.0,,,,1.0,5.0,11.0,4.0,18.0,6.0,21.0,5.0,15.0,30.0,2.0,5.0,10.0,35.0,21.0,51.0,12.0,95.0,676,1.0,2.0,8.0,1.0,9.0,2.0,10.0,5.0,13.0,8.0,12.0,60.0,30.0,15.0,3.0,1.0,20.0,3.0,23.0,2.0,1.0,14.0,5.0,1.0,49.0,1.0,1.0,1.0,4.0,13.0,2.0,19.0,3.0,22.0,12.0,6.0,6.0,7.0,5.0,9.0,,2.0,16.0,3.0,15.0,20.0,1.0,16.0,4.0,18.0,,5.0,1.0,1.0,4.0,,4.0,3.0,13.0,163,,1.0,0.4,0.4,0.9523809523809523,0.4117647058823529,0.2,0.4117647058823529,0.2857142857142857,0.5,0.1111111111111111,0.48255813953488375,0.6666666666666666,0.21052631578947367,0.510752688172043,0.6666666666666666,0.30952380952380953,0.5930232558139535,0.0196078431372549,0.08571428571428572,0.3333333333333333,,15.181058495821727,0.4375,0.10526315789473684,0.045454545454545456,0.05,0.005263157894736842,0.056338028169014086,0.01282051282051282,0.0513595166163142,0.007462686567164179,0.012658227848101266,,0.010869565217391304,0.047619047619047616,0.08571428571428572,0.06976744186046512,0.75,0.06976744186046512,0.16666666666666666,0.25,,0.12790697674418605,0.45454545454545453,0.45454545454545453,0.20930232558139536,0.2222222222222222,0.23529411764705882,0.75,0.2441860465116279,0.2857142857142857,0.3,1.0,0.3488372093023256,0.5,0.5,0.9333333333333333,,,,0.05263157894736842,,0.2631578947368421,0.2631578947368421,0.4,0.6627906976744186,0.5,0.501838953488372,0.46813000000000005,0.46346842105263164,0.06521739130434782,0.125,0.019230769230769232,0.08421052631578947,0.1368421052631579,12.85714285714286,24.63333333333333,0.24961715160796324,,3.0,4.0,,3.0,,1.0,2.0,3.0,,1.0,1.0,3.0,1.0,,,,0.05555555555555555,,,0.0196078431372549,0.03571428571428571,0.2,0.5,,1.0,1.0,2.0,,1.0,3.0,,0.5,0.0196078431372549,0.16666666666666666,1.0,1.0,,1.0,0.3333333333333333,1.0,,,0.047619047619047616,,True,
2544,1610612739,LeBron James,LeBron James,2544,CLE,85303.0,1422,112,2715,2731,530,468,273,5446,174.0,225.0,15.0,19.0,39.0,55.0,35.0,76.0,79.0,205.0,5.0,18.0,3.0,47.0,144.0,11.0,41.0,288.0,506.0,52.0,162.0,225.0,957.0,2997,17.0,26.0,63.0,58.0,106.0,12.0,44.0,89.0,241.0,238.0,338.0,63.0,142.0,47.0,16.0,,229.0,99.0,328.0,48.0,51.0,167.0,31.0,31.0,755.0,3.0,19.0,,60.0,155.0,9.0,224.0,22.0,246.0,56.0,39.0,17.0,67.0,47.0,53.0,11.0,20.0,120.0,26.0,27.0,62.0,13.0,213.0,1.0,297.0,33.0,132.0,2.0,27.0,46.0,39.0,48.0,26.0,241.0,530,2.0,25.0,0.4131944444444444,0.41754385964912283,0.40384615384615385,0.32098765432098764,0.2727272727272727,0.325,0.5691699604743083,0.6538461538461539,0.5471698113207547,0.5479041916167665,0.6547619047619048,0.5066666666666667,0.5986180904522613,0.6702127659574468,0.5915841584158416,0.24251497005988024,,0.03162055335968379,0.057777777777777775,,30.207989435457247,0.5583333333333333,0.12162162162162163,,0.15453639082751744,0.02435897435897436,0.1986754966887417,0.00911854103343465,0.16475095785440613,0.019837691614066726,0.009174311926605505,0.008620689655172414,0.12349397590361445,0.13991769547325103,0.18691588785046728,0.19724770642201836,0.5416666666666666,0.33682634730538924,0.7733333333333333,0.8207547169811321,0.5517241379310345,0.11377245508982035,0.4605263157894737,0.4794520547945205,0.3068862275449102,0.3853658536585366,0.3853658536585366,0.20253164556962025,0.02694610778443114,0.2777777777777778,0.2777777777777778,0.4,0.2155688622754491,0.3263888888888889,0.3263888888888889,0.40425531914893614,0.4523809523809524,0.7894736842105263,0.7333333333333333,0.36666666666666664,0.7090909090909091,0.02,0.2733333333333333,0.2682926829268293,0.5793413173652695,0.33098591549295775,0.5257260902255639,0.5582527777777777,0.5090214285714285,0.17425227568270482,0.21818181818181817,0.012195121951219513,0.06583072100313479,0.25182863113897597,9.608893280632412,25.94753086419753,0.19521178637200737,1.0,13.0,16.0,8.0,93.0,2.0,15.0,4.0,6.0,5.0,3.0,3.0,6.0,1.0,5.0,,0.039473684210526314,,0.04316546762589928,0.022857142857142857,0.009389671361502348,0.20238095238095238,0.2,0.30952380952380953,0.3333333333333333,2.0,3.0,7.0,6.0,9.0,6.0,,0.4375,0.030100334448160536,0.07142857142857142,0.6666666666666666,0.5,,5.0,0.38461538461538464,0.6,2.0,1.0,,1.0,True,
200796,1610612739,Leon Powe,Leon Powe,200796,CLE,4566.0,76,10,139,141,40,28,22,280,6.0,15.0,1.0,2.0,4.0,9.0,1.0,5.0,,2.0,,,,,,,,7.0,22.0,,,6.0,20.0,151,2.0,4.0,8.0,4.0,9.0,,,4.0,12.0,14.0,,,,,5.0,,,,,,,,,,,1.0,5.0,,6.0,7.0,,13.0,6.0,19.0,,,,2.0,,3.0,,2.0,5.0,,5.0,17.0,1.0,15.0,3.0,15.0,1.0,8.0,,,,,,,12.0,40,1.0,,1.0,1.0,,,,,0.3181818181818182,0.5,0.4444444444444444,0.3181818181818182,0.5,0.4444444444444444,0.3448275862068966,0.5,0.5454545454545454,,,0.22727272727272727,0.3333333333333333,,20.238095238095237,0.4,,,0.1590909090909091,0.10638297872340426,0.2857142857142857,0.05555555555555555,0.2,0.09230769230769231,0.11764705882352941,0.3333333333333333,0.125,0.125,0.17857142857142858,0.15384615384615385,,0.6818181818181818,0.4,0.6,1.0,0.22727272727272727,0.2,0.2,0.09090909090909091,,,,,,,,,,,,0.5,0.5,1.0,1.0,0.4444444444444444,,,,0.6818181818181818,,0.5451045454545456,0.5987333333333333,0.5960777777777778,0.27586206896551724,0.27586206896551724,,0.4,0.6,3.909090909090909,,0.28776978417266186,,,,4.0,,,,,1.0,2.0,4.0,1.0,,,,1.0,,,0.15789473684210525,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,True,
