EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,FTOffRebounds,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Clear Path Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyCorner3FGM,PtsUnassisted3s,HeaveAttempts,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedLongMidRange,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,Fg3aBlocked,3SecondViolations,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,OffensiveGoaltends,Arc3PctBlocked,on
101124,1610612741,Hakim Warrick,Hakim Warrick,101124,CHI,10488.0,175,-27,339,340,82,145,39,679,19.0,34.0,5.0,12.0,4.0,8.0,3.0,11.0,5.0,16.0,27.0,61.0,15.0,69.0,385,8.0,15.0,3.0,19.0,5.0,11.0,4.0,14.0,30.0,24.0,10.0,6.0,4,4,2.0,1.0,1.0,8,20.0,2.0,10,3.0,15,20.0,35,5.0,5.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,12.0,23,1.0,18.0,2.0,23.0,3.0,12.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,14.0,82,1.0,0.5555555555555556,0.6818181818181818,0.4426229508196721,0.5333333333333333,0.45454545454545453,0.4426229508196721,0.5333333333333333,0.45454545454545453,0.4859154929577465,0.59375,0.5384615384615384,0.09836065573770492,0.17647058823529413,19.23076923076923,1.0,0.21428571428571427,0.09803921568627451,0.13793103448275862,0.047619047619047616,0.08333333333333333,0.12048192771084337,0.19230769230769232,0.14814814814814814,0.09090909090909091,0.1282051282051282,0.18181818181818182,0.024390243902439025,0.027777777777777776,0.16666666666666666,0.18518518518518517,0.6666666666666666,0.5573770491803278,0.5588235294117647,0.6785714285714286,0.631578947368421,0.18032786885245902,0.2727272727272727,0.2727272727272727,0.26229508196721313,0.3125,0.3125,0.6,0.8,0.4166666666666667,0.7272727272727273,0.5,0.5573770491803278,0.5162295081967213,0.5476133333333333,0.5709090909090908,0.17142857142857143,0.17142857142857143,0.2753623188405797,0.2028985507246377,6.021311475409837,0.24188790560471976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1802,1610612741,Brad Miller,Brad Miller,1802,CHI,69984.0,1166,131,2293,2239,560,539,278,4532,71.0,115.0,20.0,35.0,15.0,26.0,19.0,47.0,40.0,107.0,130.0,269.0,115.0,435.0,2331,26.0,45.0,17.0,75.0,25.0,57.0,36.0,101.0,160.0,100.0,38.0,16.0,80,93,33.0,14.0,33.0,199,45.0,48.0,129,21.0,198,58.0,256,7.0,26.0,20.0,6.0,24.0,9.0,55.0,3.0,14.0,62.0,112,9.0,122.0,14.0,139.0,13.0,54.0,17.0,18.0,16.0,2.0,18.0,9.0,,101.0,560,12.0,0.6153846153846154,0.7207207207207207,0.483271375464684,0.5777777777777777,0.43859649122807015,0.46511627906976744,0.58,0.4166666666666667,0.5310173697270472,0.6491228070175439,0.5,0.05947955390334572,0.11304347826086956,17.359786341091187,0.43636363636363634,0.3181818181818182,0.1639135959339263,0.051605504587155966,0.1672473867595819,0.164804469273743,0.05367231638418079,0.07885304659498207,0.031413612565445025,0.04228855721393035,0.13937282229965156,0.1912568306010929,0.17034700315457413,0.16822429906542055,0.1643835616438356,0.040697674418604654,0.5,0.33430232558139533,0.6173913043478261,0.696078431372549,0.4788732394366197,0.13662790697674418,0.40425531914893614,0.4318181818181818,0.311046511627907,0.37383177570093457,0.37383177570093457,0.9,0.7,0.5714285714285714,0.3333333333333333,0.5769230769230769,0.5523255813953488,0.49485276162790703,0.5400066666666666,0.494900641025641,0.14248704663212436,0.17419354838709677,0.1724137931034483,0.23218390804597702,8.939405204460968,0.24422154382904493,3.0,16.0,1.0,5.0,17.0,59.0,2.0,4.0,5.0,16.0,20.0,75.0,2.0,5.0,5.0,21.0,60.0,59.0,17.0,13.0,9.0,4.0,12.0,1.0,15.0,15.0,31.0,2.0,9.0,1.0,5.0,11.0,9.0,1.0,2.0,15.0,1.0,0.26666666666666666,0.4,0.23809523809523808,0.26666666666666666,0.2180232558139535,0.06382978723404255,0.013333333333333334,0.06315789473684211,0.05223880597014925,0.08928571428571429,0.5263157894736842,0.046511627906976744,0.1875,0.1875,1.0,0.17151162790697674,0.288135593220339,0.288135593220339,1.0,0.02,0.08,0.5,1.0,0.0641025641025641,0.20512820512820512,0.3125,0.288135593220339,0.013157894736842105,24.722666666666665,,,,,,,,,,,,,,,,,,,,,True
201565,1610612741,Derrick Rose,Derrick Rose,201565,CHI,134711.0,2245,50,4356,4358,1034,945,558,8714,190.0,346.0,15.0,24.0,49.0,93.0,135.0,261.0,199.0,445.0,524.0,1052.0,207.0,1273.0,4545,34.0,67.0,15.0,83.0,121.0,243.0,70.0,318.0,306.0,742.0,22.0,76.0,296,369,126.0,23.0,147.0,811,45.0,58.0,117,3.0,178,52.0,230,16.0,45.0,32.0,13.0,110.0,47.0,180.0,10.0,49.0,29.0,80,,212.0,5.0,270.0,22.0,121.0,25.0,20.0,13.0,6.0,21.0,15.0,,318.0,1034,14.0,0.2919847328244275,0.2982456140350877,0.49809885931558934,0.5074626865671642,0.49794238683127573,0.4912442396313364,0.4722222222222222,0.49206349206349204,0.5260545905707196,0.5060975609756098,0.53,0.07224334600760456,0.15606936416184972,27.563593004769476,0.6111111111111112,0.022900763358778626,0.07321652065081352,0.025380710659898477,0.10357142857142858,0.08109360518999073,0.02455464612421762,0.028469750889679714,0.023809523809523808,0.024009603841536616,0.06343906510851419,0.07671957671957672,0.08051529790660225,0.10975609756097561,0.08666666666666667,0.03404255319148936,0.7142857142857143,0.31889400921658984,0.5491329479768786,0.6506849315068494,0.3105263157894737,0.24055299539170508,0.5172413793103449,0.5510204081632653,0.41013824884792627,0.44719101123595506,0.4533029612756264,0.32663316582914576,0.3333333333333333,0.625,0.36904761904761907,0.5268817204301075,0.3493087557603687,0.4775047047970479,0.4730192307692308,0.4721688492063494,0.10219594594594594,0.10512597741094701,0.06520031421838178,0.2498036135113904,10.238212927756651,0.23737373737373738,2.0,9.0,1.0,1.0,4.0,24.0,,4.0,1.0,8.0,6.0,33.0,,5.0,2.0,9.0,6.0,23.0,4.0,73.0,39.0,34.0,6.0,1.0,23.0,63.0,70.0,13.0,5.0,,19.0,6.0,1.0,,1.0,25.0,0.3333333333333333,0.18181818181818182,,0.2222222222222222,0.1875,0.030414746543778803,0.06130268199233716,0.007575757575757576,0.019736842105263157,0.014778325123152709,0.0297029702970297,0.21481481481481482,0.008294930875576038,0.2222222222222222,0.2222222222222222,0.5,0.022119815668202765,0.16666666666666666,0.16666666666666666,0.25,0.013888888888888888,0.05555555555555555,,,0.003968253968253968,0.031746031746031744,0.125,0.17391304347826086,,25.912121212121214,1.0,12.0,1.0,2.0,1.0,1.0,1.0,0.01348314606741573,0.3333333333333333,1.0,,,,,,,,,,,True
2436,1610612741,Flip Murray,Flip Murray,2436,CHI,11192.0,187,18,368,368,118,128,43,736,9.0,20.0,1.0,2.0,3.0,6.0,5.0,11.0,4.0,20.0,18.0,51.0,13.0,64.0,381,2.0,6.0,,4.0,4.0,10.0,10.0,24.0,26.0,10.0,2.0,4.0,12,13,9.0,1.0,2.0,27,4.0,5.0,14,,19,4.0,23,,2.0,2.0,,5.0,1.0,7.0,,3.0,8.0,14,,10.0,,17.0,,4.0,4.0,1.0,1.0,,1.0,,,24.0,118,1.0,0.7222222222222222,0.7647058823529411,0.35294117647058826,0.3333333333333333,0.4,0.34,0.2857142857142857,0.3888888888888889,0.3795180722891566,0.2857142857142857,0.5,0.0784313725490196,0.2,20.97902097902098,0.7142857142857143,,0.12173913043478261,0.025806451612903226,0.10416666666666667,0.1165644171779141,0.021164021164021163,0.04411764705882353,,0.015151515151515152,0.1111111111111111,0.043478260869565216,0.1702127659574468,0.10526315789473684,0.1,,,0.26666666666666666,0.45,0.5625,0.7777777777777778,0.14666666666666667,0.45454545454545453,0.45454545454545453,0.26666666666666666,0.2,0.2,1.0,0.2857142857142857,0.5,0.3333333333333333,0.5,0.5866666666666667,0.5024938356164385,0.48246666666666665,0.5540323529411765,0.05063291139240506,0.07272727272727272,0.0625,0.375,9.372549019607842,0.32065217391304346,3.0,7.0,,2.0,2.0,17.0,,1.0,,6.0,5.0,24.0,,1.0,2.0,8.0,15.0,15.0,2.0,1.0,,1.0,,,1.0,4.0,2.0,1.0,,,,1.0,1.0,,,4.0,1.0,0.20833333333333334,,0.25,0.22727272727272727,0.32,,,,,,0.4,0.09333333333333334,0.42857142857142855,0.42857142857142855,1.0,0.22666666666666666,0.11764705882352941,0.11764705882352941,1.0,,0.14285714285714285,,,0.1111111111111111,0.3333333333333333,,0.13333333333333333,,26.8875,2.0,,2.0,,,,,,,1.0,,,,,,,,,,,True
2736,1610612741,Luol Deng,Luol Deng,2736,CHI,159046.0,2651,58,5127,5121,1247,1166,664,10248,186.0,303.0,54.0,85.0,35.0,64.0,66.0,161.0,189.0,467.0,441.0,931.0,252.0,1230.0,5348,73.0,143.0,40.0,189.0,79.0,183.0,94.0,282.0,514.0,368.0,88.0,52.0,113,143,61.0,14.0,38.0,316,105.0,99.0,251,31.0,381,131.0,512,22.0,66.0,47.0,19.0,69.0,38.0,134.0,17.0,29.0,65.0,129,3.0,261.0,13.0,330.0,32.0,148.0,33.0,60.0,34.0,18.0,61.0,35.0,1.0,282.0,1247,11.0,0.5827664399092971,0.6473551637279596,0.47368421052631576,0.5104895104895105,0.43169398907103823,0.4822485207100592,0.5102739726027398,0.44761904761904764,0.528804815133276,0.5591715976331361,0.5261194029850746,0.055853920515574654,0.12211221122112212,21.866036780833472,0.5149253731343284,0.1987179487179487,0.13641304347826086,0.050408065290446474,0.14644970414201183,0.13910969793322733,0.05215973920130399,0.07424242424242425,0.05263157894736842,0.033468559837728194,0.11337209302325581,0.14420803782505912,0.15363511659807957,0.138,0.17045454545454544,0.045548654244306416,0.5737704918032787,0.2988165680473373,0.6138613861386139,0.6992481203007519,0.5053763440860215,0.15877712031558186,0.40993788819875776,0.4342105263157895,0.46055226824457596,0.40471092077087795,0.40997830802603036,0.7248677248677249,0.5821917808219178,0.6352941176470588,0.3047619047619048,0.546875,0.3806706114398422,0.48213045409674227,0.5108296875,0.48024258373205736,0.13097345132743363,0.1413562559694365,0.15365853658536585,0.22926829268292684,11.121589688506978,0.24322215720694362,27.0,65.0,2.0,19.0,5.0,18.0,,1.0,3.0,8.0,32.0,83.0,1.0,3.0,10.0,27.0,93.0,17.0,5.0,30.0,18.0,12.0,23.0,3.0,6.0,31.0,65.0,8.0,23.0,,16.0,8.0,,,2.0,32.0,0.96875,0.3855421686746988,0.3333333333333333,0.37037037037037035,0.3902439024390244,0.08185404339250493,0.055900621118012424,0.019230769230769232,0.06199460916442048,0.05859375,0.06956521739130435,0.3939393939393939,0.0641025641025641,0.4153846153846154,0.421875,1.0,0.01775147928994083,0.2777777777777778,0.2777777777777778,0.8,0.0136986301369863,0.00684931506849315,,,0.09047619047619047,0.0380952380952381,0.375,0.29411764705882354,,24.048192771084338,7.0,3.0,1.0,9.0,1.0,1.0,8.0,0.01284796573875803,0.2037037037037037,0.3684210526315789,1.0,1.0,2.0,0.012048192771084338,0.015384615384615385,0.5,1.0,,,,True
2457,1610612741,Jannero Pargo,Jannero Pargo,2457,CHI,12981.0,216,6,427,413,179,190,59,840,5.0,10.0,,1.0,2.0,4.0,1.0,6.0,7.0,32.0,13.0,48.0,13.0,63.0,432,,3.0,,,3.0,21.0,7.0,22.0,10.0,16.0,,4.0,18,22,12.0,1.0,5.0,48,,7.0,4,,11,,11,,6.0,5.0,1.0,5.0,,10.0,,3.0,11.0,23,,10.0,,14.0,2.0,5.0,1.0,,,,,,,22.0,179,5.0,0.38461538461538464,0.38461538461538464,0.2708333333333333,,0.14285714285714285,0.28735632183908044,,0.19736842105263158,0.33695652173913043,,0.2682926829268293,0.08333333333333333,0.2,20.481927710843372,0.5,,0.035398230088495575,,0.11475409836065574,0.06321839080459771,,,,,0.02564102564102564,0.08,0.02040816326530612,0.08695652173913043,0.2,,,0.11494252873563218,0.5,0.625,0.4,0.06896551724137931,0.16666666666666666,0.2,0.367816091954023,0.21875,0.22580645161290322,0.42857142857142855,0.3333333333333333,,0.10526315789473684,0.5,0.5632183908045977,0.4854069767441861,0.42766666666666664,0.46827631578947365,0.06593406593406594,0.09803921568627451,,0.3492063492063492,13.493749999999999,0.41920374707259955,3.0,11.0,,6.0,5.0,28.0,,,1.0,11.0,8.0,39.0,,,3.0,17.0,21.0,27.0,5.0,4.0,3.0,1.0,,,3.0,5.0,5.0,1.0,,,,,1.0,1.0,,1.0,0.875,0.20512820512820512,,0.17647058823529413,0.21052631578947367,0.4482758620689655,0.16666666666666666,,,,,,0.12643678160919541,0.2727272727272727,0.2727272727272727,1.0,0.3218390804597701,0.17857142857142858,0.17857142857142858,0.8,,,,,0.15789473684210525,0.2894736842105263,0.09090909090909091,0.18518518518518517,0.025,25.541025641025637,2.0,3.0,1.0,1.0,,,,0.03125,,0.3333333333333333,,,,,,,,,,,True
2550,1610612741,Kirk Hinrich,Kirk Hinrich,2550,CHI,99645.0,1661,47,3239,3232,804,741,407,6471,38.0,73.0,3.0,5.0,10.0,22.0,17.0,40.0,85.0,197.0,140.0,310.0,63.0,562.0,3387,10.0,25.0,6.0,47.0,26.0,68.0,26.0,120.0,134.0,146.0,,24.0,180,199,76.0,21.0,83.0,417,11.0,36.0,114,7.0,157,16.0,173,3.0,58.0,36.0,22.0,41.0,15.0,70.0,2.0,18.0,74.0,141,1.0,75.0,14.0,81.0,8.0,27.0,12.0,15.0,9.0,5.0,17.0,9.0,,120.0,804,20.0,0.4785714285714286,0.4785714285714286,0.45161290322580644,0.4,0.38235294117647056,0.5020120724346077,0.4659090909090909,0.3983050847457627,0.5255198487712666,0.4891304347826087,0.44776119402985076,0.07741935483870968,0.1917808219178082,16.03748326639893,0.5857142857142857,0.07777777777777778,0.10035211267605634,0.00858704137392662,0.08294930875576037,0.09554140127388536,0.010484927916120577,0.014084507042253521,0.003861003861003861,0.006711409395973154,0.0815347721822542,0.06884057971014493,0.13769751693002258,0.08787878787878788,0.0673076923076923,0.011764705882352941,0.5294117647058824,0.14688128772635814,0.5205479452054794,0.6440677966101694,0.4473684210526316,0.08048289738430583,0.425,0.4473684210526316,0.3963782696177062,0.43147208121827413,0.4497354497354497,0.5294117647058824,0.11363636363636363,0.6,0.1864406779661017,0.45454545454545453,0.5231388329979879,0.49693292929292915,0.502605,0.4862211864406781,0.05415860735009671,0.08206686930091185,0.08362989323843416,0.21352313167259787,13.407096774193551,0.24822476072861993,24.0,49.0,2.0,10.0,49.0,138.0,6.0,17.0,10.0,40.0,73.0,187.0,7.0,19.0,14.0,50.0,195.0,137.0,49.0,19.0,8.0,11.0,5.0,,11.0,26.0,29.0,1.0,6.0,1.0,5.0,2.0,8.0,1.0,1.0,12.0,0.8904109589041096,0.39037433155080214,0.3684210526315789,0.28,0.3924731182795699,0.3762575452716298,0.05,,0.02040816326530612,0.024096385542168676,0.012658227848101266,0.29411764705882354,0.09859154929577464,0.4897959183673469,0.4897959183673469,1.0,0.2776659959758551,0.35507246376811596,0.35507246376811596,0.8367346938775511,0.045454545454545456,0.38636363636363635,0.35294117647058826,0.8333333333333334,0.0847457627118644,0.3389830508474576,0.25,0.35766423357664234,0.005319148936170213,24.982887700534764,4.0,24.0,1.0,1.0,2.0,2.0,1.0,0.04060913705583756,0.3333333333333333,0.4,1.0,,,,,0.5,1.0,,,,True
201149,1610612741,Joakim Noah,Joakim Noah,201149,CHI,96683.0,1611,-28,3062,3099,639,573,421,6161,165.0,290.0,67.0,130.0,27.0,53.0,28.0,88.0,26.0,61.0,219.0,439.0,133.0,571.0,3240,70.0,140.0,22.0,162.0,36.0,72.0,57.0,129.0,238.0,200.0,124.0,41.0,94,111,46.0,12.0,36.0,239,167.0,115.0,267,35.0,417,189.0,606,18.0,24.0,15.0,9.0,44.0,13.0,101.0,15.0,19.0,74.0,163,20.0,154.0,9.0,174.0,15.0,75.0,21.0,84.0,61.0,21.0,85.0,47.0,,129.0,639,15.0,0.54337899543379,0.7579617834394905,0.4988610478359909,0.5,0.5,0.4988610478359909,0.5,0.5,0.5490384615384616,0.5159235668789809,0.591743119266055,0.09339407744874716,0.09310344827586207,17.315774726814233,0.43564356435643564,0.33980582524271846,0.23544973544973544,0.13016367887763056,0.2725118483412322,0.2455012853470437,0.12737127371273713,0.18627450980392157,0.1371841155234657,0.08862876254180602,0.21678321678321677,0.24110671936758893,0.25,0.28052805280528054,0.25210084033613445,0.10112359550561797,0.5529411764705883,0.6605922551252847,0.5689655172413793,0.6273764258555133,0.49696969696969695,0.20045558086560364,0.3181818181818182,0.3783783783783784,0.13895216400911162,0.4262295081967213,0.4262295081967213,0.8076923076923077,0.9285714285714286,0.5153846153846153,0.7361111111111112,0.5094339622641509,0.6605922551252847,0.5301400911161732,0.56529140625,0.5229736111111111,0.15030060120240482,0.15030060120240482,0.28371278458844135,0.22591943957968477,4.106833712984055,0.20868713259307642,,,,,,,,,,,,,,,,,,,,17.0,7.0,10.0,21.0,1.0,13.0,31.0,57.0,1.0,5.0,2.0,18.0,23.0,,,4.0,19.0,,,,,,,0.1590909090909091,0.012658227848101266,0.10880829015544041,0.10526315789473684,0.11666666666666667,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,0.05970149253731343,,,,14.0,,,,,1.0,4.0,,True
201181,1610612741,Chris Richard,Chris Richard,201181,CHI,3293.0,55,-16,111,110,52,38,9,221,3.0,5.0,1.0,1.0,,1.0,,3.0,,,3.0,8.0,1.0,7.0,115,1.0,1.0,,2.0,,2.0,,,4.0,2.0,2.0,2.0,1,2,1.0,,,5,5.0,2.0,5,1.0,8,5.0,13,,3.0,2.0,1.0,3.0,,3.0,,2.0,6.0,8,,1.0,,1.0,1.0,1.0,,3.0,3.0,,3.0,3.0,,,52,,0.6666666666666666,1.0,0.375,1.0,,0.375,1.0,,0.4375,1.0,,0.25,0.2,9.166666666666668,1.0,0.5,0.14285714285714285,0.1111111111111111,0.16666666666666666,0.14893617021276595,0.09615384615384616,,0.18181818181818182,0.14285714285714285,0.125,,0.23076923076923078,0.2222222222222222,,,1.0,0.625,0.6,0.75,0.6666666666666666,0.375,,,,,,,1.0,1.0,0.5,,0.625,0.525075,0.5735,0.50725,0.125,0.125,0.2857142857142857,,2.8499999999999996,0.46846846846846846,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201949,1610612741,James Johnson,James Johnson,201949,CHI,5125.0,85,-23,163,163,77,65,24,326,4.0,12.0,3.0,7.0,2.0,6.0,,,1.0,7.0,5.0,19.0,4.0,17.0,170,3.0,8.0,,6.0,2.0,8.0,2.0,6.0,4.0,6.0,6.0,3.0,2,5,,,2.0,13,3.0,2.0,6,1.0,9,6.0,15,1.0,4.0,2.0,2.0,2.0,2.0,5.0,,2.0,7.0,15,2.0,6.0,,5.0,1.0,3.0,,3.0,2.0,,3.0,1.0,2.0,6.0,77,,0.4,1.0,0.2631578947368421,0.375,0.25,0.2826086956521739,0.375,0.2,0.34,0.375,0.2727272727272727,0.15789473684210525,0.25,15.706806282722514,0.4,0.2,0.12,0.041666666666666664,0.1,0.11428571428571428,0.045454545454545456,0.11538461538461539,,,0.13333333333333333,0.1111111111111111,0.11538461538461539,0.125,,0.07692307692307693,0.3333333333333333,0.5217391304347826,0.3333333333333333,0.4444444444444444,0.25,,,,0.30434782608695654,0.14285714285714285,0.14285714285714285,1.0,0.875,0.42857142857142855,0.6,0.3333333333333333,0.6956521739130435,0.5258913043478263,0.5606285714285715,0.537965,0.12,0.14285714285714285,0.35294117647058826,0.35294117647058826,7.315789473684209,0.4723926380368098,,1.0,,1.0,1.0,3.0,,,,1.0,1.0,4.0,,,,2.0,3.0,3.0,1.0,3.0,3.0,,1.0,2.0,,,3.0,,1.0,,1.0,,,,1.0,,1.0,0.25,,,0.25,0.17391304347826086,,0.18181818181818182,0.0625,0.1111111111111111,,,0.043478260869565216,,,,0.13043478260869565,0.3333333333333333,0.3333333333333333,1.0,,,,,0.1,0.1,,0.3333333333333333,,25.125,,,,,,,1.0,,,,,,,,,,,,,,True
