EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,StepOutOfBoundsTurnovers,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Defensive 3 Seconds Violations,HeaveMakes,3pt And 1 Free Throw Trips,Arc3PctBlocked,on
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,148101.0,2468,241,4552,4564,872,917,546.0,9116,152.0,238.0,40.0,68.0,33.0,45.0,41.0,108.0,69.0,186.0,27.0,78.0,3.0,7.0,4.0,6.0,13.0,54.0,1.0,8.0,2.0,11.0,262.0,532.0,40.0,132.0,176.0,820.0,4821.0,46.0,84.0,4.0,15.0,21.0,125.0,46.0,86.0,6.0,17.0,60.0,170.0,298.0,226.0,117.0,3.0,64.0,3.0,51.0,13.0,39.0,1.0,70.0,23.0,93.0,15.0,8.0,30.0,15.0,25.0,209.0,21.0,84.0,1.0,86.0,191.0,33.0,310,106.0,416,15.0,66.0,47.0,19.0,39.0,3.0,17.0,33.0,9.0,22.0,3.0,72.0,6.0,11.0,85.0,160.0,16.0,14.0,153.0,6.0,10.0,215.0,14.0,7.0,86.0,25.0,44.0,2.0,2.0,28.0,4.0,12.0,46.0,29.0,1.0,1.0,170.0,872,15.0,24.0,0.5687022900763359,0.6478260869565218,0.975,0.30303030303030304,0.26666666666666666,0.35294117647058826,0.31007751937984496,0.4924812030075188,0.5476190476190477,0.5348837209302325,0.48493975903614456,0.5252525252525253,0.5339805825242718,0.5354796320630749,0.5590909090909091,0.6213235294117647,0.19879518072289157,0.007575757575757576,0.07330827067669173,0.11764705882352941,0.08333333333333333,0.010752688172043012,0.01282051282051282,15.987701767870869,0.5416666666666666,0.2462686567164179,0.007575757575757576,0.11639244363193176,0.05014925373134328,0.16044776119402984,0.04375,0.12723932016536518,0.048723897911832945,0.07234042553191489,0.03411513859275053,0.04619565217391304,0.04436860068259386,0.0427807486631016,0.08289241622574955,0.12128146453089245,0.14285714285714285,0.1724137931034483,0.12307692307692308,0.04716981132075472,0.6304347826086957,0.35843373493975905,0.6386554621848739,0.7238095238095238,0.5592105263157895,0.16265060240963855,0.37962962962962965,0.41414141414141414,0.43902439024390244,0.28012048192771083,0.3709677419354839,0.375,0.6666666666666666,0.11746987951807229,0.34615384615384615,0.35064935064935066,1.0,0.08132530120481928,0.24074074074074073,0.24074074074074073,0.9230769230769231,0.6868686868686869,0.5882352941176471,0.125,0.0707070707070707,0.42857142857142855,1.0,0.08080808080808081,0.125,1.0,0.4368932038834951,0.7333333333333333,0.05825242718446602,0.6666666666666666,0.10679611650485436,0.18181818181818182,0.5572289156626506,0.2549019607843137,0.5143795763993948,0.5477987654320986,0.48750000000000004,0.11684782608695653,0.1423841059602649,0.1524390243902439,0.2073170731707317,8.523496240601503,25.025000000000002,0.19156414762741653,,,,,,,,,,True
1710,1610612737,Mike Bibby,Mike Bibby,1710,ATL,92537.0,1542,186,2850,2826,449,426,332.0,5676,20.0,38.0,3.0,5.0,2.0,6.0,11.0,21.0,84.0,200.0,17.0,50.0,1.0,5.0,1.0,10.0,64.0,171.0,5.0,23.0,17.0,39.0,115.0,259.0,81.0,221.0,51.0,524.0,2945.0,4.0,13.0,6.0,28.0,3.0,29.0,6.0,27.0,18.0,49.0,12.0,78.0,160.0,70.0,228.0,15.0,,1.0,170.0,64.0,4.0,1.0,192.0,25.0,217.0,7.0,18.0,98.0,40.0,54.0,459.0,4.0,10.0,,31.0,81.0,1.0,113,14.0,127,1.0,53.0,40.0,13.0,42.0,9.0,34.0,16.0,,8.0,3.0,58.0,2.0,7.0,49.0,116.0,1.0,2.0,66.0,1.0,12.0,59.0,5.0,15.0,19.0,4.0,2.0,,,,1.0,1.0,2.0,1.0,,,78.0,449,9.0,3.0,0.6956521739130435,0.6956521739130435,0.9382716049382716,0.3665158371040724,0.21428571428571427,0.3673469387755102,0.36818181818181817,0.444015444015444,0.3076923076923077,0.2222222222222222,0.49270833333333336,0.3170731707317073,0.4342105263157895,0.5140280561122245,0.32926829268292684,0.47560975609756095,0.46041666666666664,0.004524886877828055,0.015444015444015444,0.07894736842105263,0.047619047619047616,,0.02,17.127921279212792,0.7241379310344828,0.01639344262295082,,0.07699619771863118,0.009380863039399626,0.09090909090909091,0.012345679012345678,0.08040201005025126,0.010071942446043165,0.006644518272425249,0.017361111111111112,0.006289308176100629,0.0196078431372549,,0.04011461318051576,0.0777027027027027,0.10810810810810811,0.08487084870848709,0.11428571428571428,0.0036231884057971015,0.5,0.07916666666666666,0.5263157894736842,0.5714285714285714,0.55,0.04375,0.5238095238095238,0.55,0.2727272727272727,0.4166666666666667,0.42,0.42,0.7857142857142857,0.10416666666666667,0.34,0.3469387755102041,0.9411764705882353,0.35625,0.3742690058479532,0.3742690058479532,0.9375,0.12195121951219512,0.6,,0.12195121951219512,0.2,1.0,0.5609756097560976,0.21739130434782608,1.0,0.07894736842105263,0.3333333333333333,0.13157894736842105,0.1,0.5131578947368421,0.4358974358974359,0.5395833333333333,0.3764705882352941,0.49793807531380757,0.5461854838709678,0.48701842105263166,0.04040404040404041,0.0695970695970696,0.05534351145038168,0.14885496183206107,15.34092664092664,25.16425339366516,0.15754385964912282,2.0,1.0,1.0,0.0045045045045045045,,,,,,True
201143,1610612737,Al Horford,Al Horford,201143,ATL,119788.0,1996,236,3673,3688,640,621,431.0,7361,152.0,217.0,46.0,70.0,27.0,31.0,93.0,220.0,75.0,157.0,1.0,1.0,,,1.0,1.0,,,,,,,320.0,594.0,1.0,1.0,121.0,764.0,3882.0,54.0,94.0,,,18.0,126.0,53.0,83.0,1.0,1.0,35.0,144.0,418.0,222.0,3.0,,76.0,,,,33.0,,92.0,35.0,127.0,26.0,9.0,56.0,3.0,33.0,289.0,31.0,122.0,5.0,90.0,272.0,32.0,394,158.0,552,18.0,37.0,26.0,11.0,31.0,7.0,16.0,55.0,6.0,15.0,10.0,86.0,7.0,14.0,80.0,158.0,10.0,22.0,142.0,8.0,1.0,154.0,20.0,,76.0,11.0,60.0,,,35.0,7.0,18.0,60.0,37.0,2.0,3.0,144.0,640,11.0,11.0,0.653125,0.7411347517730497,1.0,1.0,,1.0,1.0,0.5387205387205387,0.574468085106383,0.6385542168674698,0.5403361344537815,0.574468085106383,0.6488095238095238,0.5770392749244713,0.6116504854368932,0.6857142857142857,0.0016806722689075631,,0.05555555555555555,0.08755760368663594,0.05909090909090909,0.006369426751592357,,17.82650142993327,0.36046511627906974,0.3404255319148936,0.049019607843137254,0.20253164556962025,0.09037037037037036,0.2107728337236534,0.07808564231738035,0.20451977401129945,0.08757870635374929,0.12834224598930483,0.09090909090909091,0.06598984771573604,0.10245901639344263,0.0392156862745098,0.23427331887201736,0.20754716981132076,0.17025440313111545,0.20923076923076922,0.21568627450980393,0.07468879668049792,0.6166666666666667,0.36470588235294116,0.7004608294930875,0.7676767676767676,0.6052631578947368,0.3697478991596639,0.42272727272727273,0.4492753623188406,0.5591397849462365,0.2638655462184874,0.47770700636942676,0.4807692307692308,0.8666666666666667,0.0016806722689075631,1.0,1.0,1.0,,,,,0.7446808510638298,0.6571428571428571,0.10869565217391304,,,,,,,0.36904761904761907,0.8709677419354839,0.011904761904761904,1.0,,,0.3663865546218487,,0.47471949579831924,0.543922077922078,0.48331309523809524,0.11674347158218126,0.11692307692307692,0.1649214659685864,0.18848167539267016,7.710101010101009,23.8,0.17424448679553498,,,,,1.0,1.0,,,,True
201238,1610612737,Mario West,Mario West,201238,ATL,2433.0,41,-12,71,99,21,54,5.0,170,3.0,4.0,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,3.0,5.0,,1.0,3.0,9.0,90.0,,,,,,,,1.0,,1.0,,,4.0,2.0,,,,1.0,,,,,1.0,,1.0,,,1.0,,,2.0,1.0,,,2.0,4.0,,6,1.0,7,,4.0,1.0,3.0,,,,5.0,1.0,,1.0,5.0,1.0,1.0,6.0,10.0,,1.0,2.0,,,3.0,1.0,,2.0,,,,,,,,,,,,,21,2.0,,0.6666666666666666,0.6666666666666666,,,,,,0.6,,,0.5,,,0.6428571428571429,,,0.16666666666666666,,,,,,,15.584415584415584,,,,0.12903225806451613,,0.16666666666666666,0.25,0.13953488372093023,0.05,,,,0.3333333333333333,,0.06666666666666667,,0.25,0.2222222222222222,,,,0.6666666666666666,0.75,0.75,0.6666666666666666,,,,,0.16666666666666666,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,0.5,,0.8333333333333334,,0.5559799999999999,,0.248,0.2857142857142857,0.3333333333333333,,,4.32,40.7,0.29577464788732394,1.0,,,,,,,,,True
2037,1610612737,Jamal Crawford,Jamal Crawford,2037,ATL,65247.0,1087,112,2027,2008,534,604,258.0,4035,60.0,86.0,6.0,13.0,16.0,20.0,25.0,59.0,66.0,152.0,21.0,53.0,1.0,8.0,4.0,10.0,53.0,127.0,3.0,11.0,17.0,39.0,151.0,297.0,74.0,180.0,124.0,648.0,2184.0,11.0,27.0,4.0,19.0,2.0,36.0,47.0,83.0,21.0,49.0,60.0,217.0,72.0,230.0,144.0,78.0,4.0,8.0,118.0,52.0,19.0,2.0,77.0,17.0,94.0,9.0,8.0,34.0,23.0,20.0,205.0,5.0,6.0,1.0,20.0,42.0,5.0,67,12.0,79,3.0,29.0,23.0,6.0,25.0,9.0,14.0,24.0,3.0,11.0,3.0,49.0,2.0,12.0,27.0,57.0,1.0,4.0,103.0,3.0,2.0,143.0,7.0,13.0,39.0,20.0,8.0,,,3.0,,5.0,8.0,2.0,,,217.0,534,9.0,19.0,0.23841059602649006,0.24161073825503357,0.6486486486486487,0.4111111111111111,0.21052631578947367,0.42857142857142855,0.42441860465116277,0.5084175084175084,0.4074074074074074,0.5662650602409639,0.549266247379455,0.3695652173913043,0.5946969696969697,0.596441947565543,0.3829787234042553,0.6615853658536586,0.37735849056603776,0.011111111111111112,0.06397306397306397,0.10465116279069768,0.1016949152542373,0.02631578947368421,,24.946420917273898,0.5102040816326531,0.060240963855421686,0.015384615384615385,0.0603448275862069,0.008356545961002786,0.0823045267489712,0.02304147465437788,0.06602768903088392,0.011764705882352941,0.015228426395939087,0.004694835680751174,0.006493506493506494,0.014705882352941176,0.037037037037037035,0.03515625,0.056179775280898875,0.08778625954198473,0.09411764705882353,0.0547945205479452,0.013761467889908258,0.25,0.18029350104821804,0.6976744186046512,0.7792207792207793,0.31666666666666665,0.12368972746331237,0.423728813559322,0.4716981132075472,0.12,0.31865828092243187,0.4342105263157895,0.44594594594594594,0.21212121212121213,0.1111111111111111,0.39622641509433965,0.39622641509433965,0.9523809523809523,0.2662473794549266,0.41732283464566927,0.424,0.5283018867924528,0.2826086956521739,0.46153846153846156,0.3333333333333333,0.17391304347826086,0.125,1.0,0.2391304347826087,0.2727272727272727,0.3333333333333333,0.15151515151515152,0.8,0.07575757575757576,0.4,0.29545454545454547,0.4358974358974359,0.5576519916142557,0.4406779661016949,0.48821485042735036,0.48992894736842113,0.45613800000000004,0.0933852140077821,0.11854103343465046,0.05555555555555555,0.33487654320987653,11.474410774410774,25.966666666666665,0.26344351258016774,1.0,1.0,9.0,0.04864864864864865,,3.0,1.0,4.0,0.015748031496062992,True
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,12719.0,212,-1,411,416,110,148,46.0,827,19.0,34.0,,3.0,3.0,7.0,6.0,13.0,4.0,12.0,,1.0,,,,,2.0,7.0,,,1.0,3.0,29.0,59.0,2.0,8.0,16.0,80.0,429.0,2.0,7.0,,,,4.0,5.0,12.0,1.0,3.0,7.0,20.0,18.0,40.0,3.0,3.0,,1.0,6.0,2.0,9.0,,23.0,8.0,31.0,2.0,6.0,10.0,2.0,11.0,70.0,,3.0,,5.0,13.0,2.0,20,3.0,23,2.0,12.0,6.0,6.0,9.0,2.0,7.0,6.0,1.0,2.0,1.0,15.0,,4.0,14.0,31.0,2.0,,20.0,,2.0,19.0,3.0,,10.0,1.0,5.0,,,3.0,1.0,1.0,5.0,1.0,,,20.0,110,5.0,1.0,0.3103448275862069,0.3103448275862069,0.5,0.25,,0.3333333333333333,0.2857142857142857,0.4915254237288136,0.2857142857142857,0.4166666666666667,0.47761194029850745,0.2857142857142857,0.43333333333333335,0.5333333333333333,0.2857142857142857,0.5263157894736842,0.11940298507462686,,0.15254237288135594,0.14705882352941177,0.23076923076923078,0.08333333333333333,,19.48051948051948,0.6,0.08695652173913043,,0.0948905109489051,0.022388059701492536,0.125,,0.1016949152542373,0.017543859649122806,0.04081632653061224,0.02631578947368421,,,,0.09615384615384616,0.08333333333333333,0.09836065573770492,0.1111111111111111,0.15384615384615385,0.07692307692307693,0.2,0.5074626865671642,0.5588235294117647,0.6551724137931034,0.3684210526315789,0.19402985074626866,0.46153846153846156,0.6,0.16666666666666666,0.1791044776119403,0.3333333333333333,0.36363636363636365,0.25,0.014925373134328358,,,,0.1044776119402985,0.2857142857142857,0.2857142857142857,0.5,0.42857142857142855,,,,,,,,,0.4666666666666667,0.42857142857142855,,,0.2,0.3333333333333333,0.6268656716417911,0.3333333333333333,0.5103886363636363,0.47986000000000006,0.4778642857142857,0.13513513513513514,0.15151515151515152,0.05,0.25,6.383050847457627,30.2125,0.26763990267639903,1.0,,,,,,,,,True
2746,1610612737,Josh Smith,Josh Smith,2746,ATL,117341.0,1956,208,3584,3595,555,572,432.0,7179,237.0,374.0,46.0,81.0,39.0,63.0,41.0,127.0,43.0,177.0,,1.0,,,,1.0,,2.0,,,,,321.0,678.0,,3.0,157.0,799.0,3794.0,50.0,99.0,,,23.0,123.0,52.0,100.0,,1.0,33.0,137.0,388.0,254.0,,,72.0,1.0,1.0,,39.0,,179.0,67.0,246.0,33.0,34.0,111.0,20.0,48.0,559.0,30.0,99.0,1.0,66.0,235.0,22.0,323,130.0,453,25.0,87.0,60.0,27.0,66.0,34.0,39.0,66.0,7.0,27.0,5.0,132.0,10.0,15.0,97.0,165.0,14.0,16.0,215.0,19.0,20.0,260.0,38.0,,135.0,14.0,106.0,2.0,2.0,86.0,2.0,18.0,108.0,54.0,6.0,3.0,137.0,555,5.0,11.0,0.6043613707165109,0.6807017543859649,,,,,,0.47345132743362833,0.5050505050505051,0.52,0.4713656387665198,0.5050505050505051,0.5148514851485149,0.5044191919191919,0.5125,0.548,0.004405286343612335,,0.05752212389380531,0.07754010695187166,0.07874015748031496,,,22.517687240790437,0.5,0.25287356321839083,0.009708737864077669,0.17642642642642642,0.07360594795539034,0.15566037735849056,0.08042895442359249,0.1714123006833713,0.07508731082654249,0.08970976253298153,0.06775067750677506,0.06700167504187604,0.08,0.08108108108108109,0.155902004454343,0.1875,0.18640776699029127,0.17027863777089783,0.10891089108910891,0.07911392405063292,0.5,0.5491923641703378,0.6336898395721925,0.6869565217391305,0.5780590717299579,0.18649045521292218,0.3228346456692913,0.3504273504273504,0.5365853658536586,0.2599118942731278,0.24293785310734464,0.24293785310734464,0.813953488372093,0.0014684287812041115,,,,0.002936857562408223,,,,0.8181818181818182,0.5679012345679012,0.17391304347826086,,,,,,,0.6237623762376238,0.6190476190476191,0.009900990099009901,,,,0.55359765051395,,0.5248057352941177,0.541974074074074,0.5267386138613862,0.17352185089974292,0.17419354838709677,0.1539424280350438,0.17146433041301626,6.870648967551624,35.833333333333336,0.15485491071428573,,1.0,,,,3.0,,,,True
2207,1610612737,Joe Johnson,Joe Johnson,2207,ATL,115396.0,1923,182,3542,3557,633,616,413.0,7099,108.0,185.0,21.0,40.0,9.0,21.0,121.0,241.0,104.0,261.0,45.0,98.0,11.0,15.0,5.0,14.0,45.0,124.0,6.0,18.0,4.0,21.0,333.0,687.0,90.0,222.0,137.0,1073.0,3783.0,32.0,65.0,17.0,33.0,8.0,123.0,42.0,111.0,9.0,35.0,56.0,167.0,206.0,460.0,210.0,60.0,32.0,1.0,123.0,45.0,34.0,,190.0,68.0,258.0,40.0,28.0,85.0,23.0,82.0,584.0,8.0,46.0,1.0,47.0,131.0,8.0,186,55.0,241,18.0,55.0,33.0,22.0,56.0,16.0,31.0,39.0,5.0,25.0,11.0,95.0,7.0,18.0,41.0,86.0,1.0,5.0,133.0,6.0,1.0,175.0,8.0,19.0,61.0,18.0,2.0,,,,,2.0,2.0,2.0,,,167.0,633,5.0,16.0,0.30930930930930933,0.3249211356466877,0.7777777777777778,0.40540540540540543,0.5151515151515151,0.2571428571428571,0.4072398190045249,0.4847161572052402,0.49230769230769234,0.3783783783783784,0.5148514851485149,0.5867346938775511,0.3801369863013699,0.5392057026476579,0.5970873786407767,0.4661016949152542,0.24422442244224424,,0.049490538573508006,0.12972972972972974,0.03734439834024896,0.0038314176245210726,,26.737835153922543,0.5894736842105263,0.08421052631578947,0.010638297872340425,0.10323089046493301,0.03508771929824561,0.11163895486935867,0.02127659574468085,0.10532544378698225,0.032009484291641965,0.056338028169014086,0.02666666666666667,0.027538726333907058,0.017316017316017316,0.027586206896551724,0.09324009324009325,0.0784313725490196,0.13043478260869565,0.10526315789473684,0.1326530612244898,0.04081632653061224,1.0,0.20352035203520352,0.5837837837837838,0.6708074534161491,0.42592592592592593,0.26512651265126513,0.5020746887966805,0.521551724137931,0.18181818181818182,0.2871287128712871,0.39846743295019155,0.4,0.33653846153846156,0.1078107810781078,0.45918367346938777,0.45918367346938777,0.8888888888888888,0.13641364136413642,0.3629032258064516,0.3629032258064516,0.6666666666666666,0.40816326530612246,0.525,0.047619047619047616,0.15306122448979592,0.7333333333333333,0.8181818181818182,0.1836734693877551,0.3333333333333333,1.0,0.14383561643835616,0.42857142857142855,0.0958904109589041,0.35714285714285715,0.14383561643835616,0.19047619047619047,0.44774477447744776,0.36585365853658536,0.47740501101321586,0.5248692771084337,0.4372255172413793,0.06535269709543569,0.08243243243243244,0.11463187325256291,0.15563839701770738,10.141193595342067,24.832882882882892,0.17871259175607002,,,2.0,0.008928571428571428,,2.0,,,,True
2230,1610612737,Maurice Evans,Maurice Evans,2230,ATL,23664.0,394,8,731,744,197,229,89.0,1475,18.0,31.0,4.0,10.0,5.0,8.0,,6.0,7.0,19.0,8.0,25.0,,1.0,1.0,5.0,5.0,14.0,,2.0,1.0,3.0,25.0,56.0,13.0,39.0,16.0,105.0,784.0,5.0,11.0,,3.0,,10.0,8.0,17.0,2.0,8.0,3.0,25.0,24.0,26.0,36.0,3.0,8.0,,14.0,5.0,6.0,,8.0,2.0,10.0,2.0,,2.0,,6.0,22.0,4.0,11.0,,4.0,20.0,,24,15.0,39,3.0,11.0,8.0,3.0,3.0,,3.0,2.0,1.0,,1.0,5.0,3.0,1.0,13.0,31.0,1.0,,17.0,,2.0,21.0,1.0,,8.0,,6.0,,,4.0,1.0,1.0,6.0,5.0,,,25.0,197,3.0,,0.48,0.5714285714285714,0.9230769230769231,0.3333333333333333,,0.25,0.3333333333333333,0.44642857142857145,0.45454545454545453,0.47058823529411764,0.46842105263157896,0.35714285714285715,0.44,0.5048076923076923,0.35714285714285715,0.46296296296296297,0.4105263157894737,,0.10714285714285714,0.16129032258064516,,0.05263157894736842,,13.022700119474313,0.6,,,0.07692307692307693,0.042801556420233464,0.05263157894736842,0.057971014492753624,0.07142857142857142,0.046012269938650305,0.0410958904109589,0.04411764705882353,0.04310344827586207,0.075,0.034482758620689655,0.07692307692307693,0.0392156862745098,0.09523809523809523,0.05084745762711865,0.058823529411764705,0.061224489795918366,0.8333333333333334,0.3263157894736842,0.5806451612903226,0.6923076923076923,0.4444444444444444,0.06315789473684211,,,,0.2,0.3684210526315789,0.3888888888888889,0.5714285714285714,0.2631578947368421,0.32,0.32,1.0,0.14736842105263157,0.35714285714285715,0.35714285714285715,0.8,0.7142857142857143,0.4,,0.07142857142857142,,,0.14285714285714285,,,0.32,0.625,0.2,0.2,0.12,0.3333333333333333,0.7368421052631579,0.35714285714285715,0.5299763157894737,0.549055,0.48544999999999994,0.09615384615384616,0.12698412698412698,0.09523809523809523,0.23809523809523808,7.223214285714286,23.94358974358974,0.2694938440492476,,,2.0,0.04878048780487805,,,,,,True
2585,1610612737,Zaza Pachulia,Zaza Pachulia,2585,ATL,28012.0,467,-21,856,855,219,247,109.0,1711,44.0,68.0,18.0,27.0,12.0,14.0,6.0,13.0,9.0,22.0,,,,,,,,3.0,,,,3.0,59.0,103.0,,3.0,38.0,156.0,930.0,18.0,28.0,,,9.0,45.0,16.0,21.0,,3.0,9.0,41.0,76.0,42.0,,,30.0,2.0,1.0,,11.0,,14.0,1.0,15.0,,1.0,10.0,,4.0,31.0,7.0,35.0,,12.0,42.0,13.0,67,42.0,109,4.0,15.0,8.0,7.0,11.0,,7.0,18.0,2.0,4.0,4.0,29.0,5.0,6.0,38.0,82.0,12.0,7.0,48.0,5.0,2.0,63.0,6.0,,31.0,4.0,17.0,,,15.0,,2.0,17.0,10.0,,3.0,41.0,219,3.0,3.0,0.6440677966101694,0.8636363636363636,,,,,,0.5728155339805825,0.6428571428571429,0.7619047619047619,0.5566037735849056,0.6428571428571429,0.6666666666666666,0.5777777777777777,0.6617647058823529,0.640625,0.02830188679245283,,0.10679611650485436,0.1323529411764706,0.15384615384615385,,,16.632653061224488,0.3793103448275862,0.3333333333333333,,0.14893617021276595,0.10903426791277258,0.12,0.0875,0.14136125654450263,0.10473815461346633,0.18681318681318682,0.10465116279069768,0.0625,0.044444444444444446,0.14285714285714285,0.14583333333333334,0.1746031746031746,0.13821138211382114,0.136986301369863,0.07407407407407407,0.12121212121212122,0.5882352941176471,0.6415094339622641,0.6470588235294118,0.7457627118644068,0.5681818181818182,0.12264150943396226,0.46153846153846156,0.5454545454545454,0.6666666666666666,0.20754716981132076,0.4090909090909091,0.4090909090909091,1.0,,,,,0.02830188679245283,,,,0.9642857142857143,0.6666666666666666,0.16666666666666666,,,,,,,0.5833333333333334,0.8571428571428571,,,0.125,,0.6698113207547169,,0.5156242718446601,0.5561884615384615,0.5069142857142855,0.2366412213740458,0.2421875,0.28846153846153844,0.26282051282051283,5.267961165048544,59.166666666666664,0.2558411214953271,,,,,,,,,,True
