EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg3aBlocked,Corner3Assists,LostBallSteals,Travels,Technical Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FG3APctBlocked,Arc3PctBlocked,BlocksRecoveredPct,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,OffThreePtRebounds,Loose Ball Fouls Drawn,BlockedAtRim,3SecondViolations,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SelfOReb,ThreePtShootingFoulsDrawn,SelfORebPct,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,OffCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedCorner3,StepOutOfBoundsTurnovers,DefensiveGoaltends,on,HeaveMakes,Clear Path Fouls,OffensiveGoaltends,3pt And 1 Free Throw Trips,BlockedArc3,Corner3PctBlocked
101120,1610612761,Antoine Wright,Antoine Wright,101120,TOR,8273.0,138,-21,264,276,69.0,116,31.0,540,5.0,8.0,1.0,1.0,1.0,1.0,7.0,4.0,8.0,8.0,11.0,1.0,1.0,4.0,4.0,7.0,4.0,10,23,8.0,18.0,5.0,49,328,2.0,3.0,1.0,1.0,1.0,8.0,1.0,4.0,4.0,8.0,1.0,15.0,6.0,14.0,24.0,2.0,7.0,4.0,7.0,2.0,9.0,2.0,1.0,1.0,5.0,20.0,1.0,1.0,4.0,9.0,2.0,15,2.0,17,1.0,1.0,3.0,1.0,2.0,5.0,1.0,1.0,8.0,1.0,2.0,6.0,16.0,2.0,1.0,9.0,1.0,8.0,2.0,4.0,1.0,1.0,15.0,69.0,2.0,1.0,0.3,0.3333333333333333,1.0,0.4444444444444444,1.0,0.5,0.4444444444444444,0.43478260869565216,0.6666666666666666,0.25,0.5365853658536586,0.875,0.5833333333333334,0.5568181818181818,1.0,0.5769230769230769,0.43902439024390244,0.17391304347826086,0.125,0.2857142857142857,0.125,17.391304347826086,0.375,0.3333333333333333,0.09090909090909091,0.12857142857142856,0.012658227848101266,0.12121212121212122,0.1262135922330097,0.01020408163265306,0.029411764705882353,0.047619047619047616,0.11764705882352941,0.1875,0.12,0.125,0.1951219512195122,0.625,0.7142857142857143,0.4,0.17073170731707318,0.14285714285714285,0.2,1.0,0.1951219512195122,0.5,0.5714285714285714,0.2682926829268293,0.7272727272727273,0.7272727272727273,1.0,0.17073170731707318,0.25,1.0,0.25,1.0,1.0,0.08333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6341463414634146,0.5045609756097561,0.4840375,0.47661250000000005,0.09302325581395349,0.16,0.16326530612244897,0.30612244897959184,10.008695652173914,24.350000000000005,0.26136363636363635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
101127,1610612761,Jarrett Jack,Jarrett Jack,101127,TOR,17219.0,287,-56,561,575,122.0,188,58.0,1136,19.0,26.0,1.0,1.0,4.0,5.0,11.0,9.0,21.0,3.0,7.0,,,1.0,3.0,21.0,8.0,33,58,13.0,28.0,19.0,124,694,3.0,3.0,,1.0,,6.0,9.0,15.0,2.0,11.0,5.0,29.0,14.0,52.0,30.0,,19.0,2.0,51.0,16.0,67.0,7.0,20.0,11.0,20.0,150.0,2.0,,9.0,14.0,,23,2.0,25,8.0,5.0,20.0,3.0,8.0,10.0,2.0,12.0,30.0,1.0,6.0,12.0,18.0,,2.0,25.0,3.0,25.0,4.0,13.0,1.0,,29.0,122.0,2.0,,0.21212121212121213,0.21212121212121213,0.7692307692307693,0.4642857142857143,,0.18181818181818182,0.5,0.5689655172413793,1.0,0.6,0.6104651162790697,0.75,0.46153846153846156,0.640625,0.75,0.5,0.32558139534883723,0.034482758620689655,0.07692307692307693,,,20.224719101123593,0.6666666666666666,,,0.08641975308641975,0.010471204188481676,0.140625,0.10176991150442478,0.008771929824561403,0.02127659574468085,0.05454545454545454,0.07692307692307693,0.11764705882352941,0.1111111111111111,0.21052631578947367,0.3023255813953488,0.7307692307692307,0.7916666666666666,0.21052631578947367,0.12790697674418605,0.45454545454545453,0.45454545454545453,0.2,0.2441860465116279,0.42857142857142855,0.42857142857142855,0.08139534883720931,0.42857142857142855,0.42857142857142855,1.0,0.2441860465116279,0.25,1.0,,,,0.15384615384615385,0.11538461538461539,0.3333333333333333,0.3076923076923077,0.627906976744186,0.5231156626506024,0.46082500000000004,0.46727826086956525,0.1368421052631579,0.19402985074626866,0.04838709677419355,0.23387096774193547,8.820689655172414,26.221428571428564,0.21746880570409982,4.0,10.0,1.0,1.0,9.0,2.0,10.0,1.0,9.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.03571428571428571,0.047619047619047616,1.0,0.2222222222222222,0.47619047619047616,0.5,0.7,1.0,0.25,1.0,0.125,0.5263157894736842,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
101161,1610612761,Amir Johnson,Amir Johnson,101161,TOR,4676.0,78,15,154,154,49.0,52,19.0,308,10.0,11.0,4.0,5.0,4.0,3.0,7.0,1.0,1.0,,,,,,,1.0,1.0,14,19,,1.0,6.0,34,168,5.0,7.0,,,3.0,13.0,3.0,5.0,,1.0,3.0,9.0,18.0,10.0,,8.0,,,4.0,2.0,6.0,1.0,1.0,2.0,1.0,14.0,8.0,,5.0,7.0,3.0,15,9.0,24,4.0,3.0,,,,3.0,,,3.0,,1.0,10.0,14.0,1.0,1.0,14.0,1.0,12.0,2.0,5.0,2.0,,9.0,49.0,,2.0,0.6428571428571429,0.9,,,,,,0.7368421052631579,0.7142857142857143,0.6,0.7,0.7142857142857143,0.5,0.68,0.7222222222222222,0.5,0.05,,,,,16.0,,0.3,,0.17073170731707318,0.15384615384615385,0.23809523809523808,0.1935483870967742,0.15789473684210525,0.1,0.14285714285714285,0.14285714285714285,0.2,0.2222222222222222,0.3333333333333333,0.55,0.9090909090909091,0.9090909090909091,0.6,0.35,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.05,1.0,1.0,,,,,0.05,0.7142857142857143,0.8,,,,0.6666666666666666,,,0.16666666666666666,0.6,0.5076947368421053,0.47311666666666663,0.49563999999999997,0.21739130434782608,0.22727272727272727,0.38235294117647056,0.2647058823529412,3.852631578947368,57.9,0.3181818181818182,3.0,,,,,1.0,,,1.0,1.0,,,2.0,,2.0,1.0,,,0.5,1.0,,,,0.25,,0.75,,,1.0,3.0,2.0,2.0,0.2,0.14285714285714285,0.26666666666666666,0.25,,,,,,,,,,,,,,True,,,,,,
101181,1610612761,Jose Calderon,Jose Calderon,101181,TOR,6730.0,112,-30,219,224,79.0,88,26.0,443,6.0,9.0,1.0,1.0,5.0,1.0,1.0,4.0,13.0,4.0,4.0,2.0,2.0,1.0,1.0,3.0,,11,23,4.0,7.0,6.0,40,279,2.0,2.0,2.0,2.0,,10.0,5.0,7.0,1.0,1.0,2.0,15.0,2.0,20.0,12.0,,3.0,1.0,21.0,2.0,23.0,2.0,11.0,4.0,6.0,48.0,4.0,,4.0,6.0,,10,4.0,14,3.0,1.0,8.0,2.0,7.0,3.0,,1.0,11.0,1.0,4.0,3.0,6.0,1.0,,4.0,2.0,7.0,,,,,15.0,79.0,1.0,,0.09090909090909091,0.09090909090909091,1.0,0.5714285714285714,1.0,1.0,0.5714285714285714,0.4782608695652174,1.0,0.7142857142857143,0.5666666666666667,1.25,0.8125,0.5806451612903226,1.25,0.8125,0.23333333333333334,0.043478260869565216,,,0.07692307692307693,16.935483870967744,0.7272727272727273,,,0.11764705882352941,0.05555555555555555,0.12121212121212122,0.11904761904761904,0.04819277108433735,0.0625,0.14285714285714285,0.1111111111111111,0.10526315789473684,0.17391304347826086,,0.3,0.6666666666666666,0.6666666666666666,,0.03333333333333333,1.0,1.0,1.0,0.43333333333333335,0.3076923076923077,0.3333333333333333,0.13333333333333333,1.0,1.0,1.0,0.1,0.25,1.0,0.5,1.0,1.0,0.625,0.125,1.0,,0.5333333333333333,0.5080733333333334,0.5206500000000001,0.54645625,0.03225806451612903,,0.25,0.375,11.591304347826087,24.314285714285713,0.3607305936073059,3.0,,,,,,,,,2.0,,4.0,,,,,,,,,,,,,,0.6,,,,,,,,0.09523809523809523,,,1.0,1.0,0.07142857142857142,0.125,,,,,,,,,,True,,,,,,
1725,1610612761,Rasho Nesterovic,Rasho Nesterovic,1725,TOR,24801.0,413,-107,807,827,204.0,273,82.0,1634,39.0,53.0,20.0,25.0,16.0,15.0,31.0,27.0,65.0,,,,,,,,,81,149,,,1.0,163,1005,22.0,32.0,,,,44.0,22.0,42.0,,,1.0,45.0,116.0,46.0,,40.0,,6.0,22.0,3.0,25.0,2.0,14.0,2.0,6.0,53.0,30.0,1.0,14.0,30.0,8.0,52,37.0,89,10.0,8.0,8.0,,5.0,8.0,,3.0,16.0,1.0,6.0,33.0,54.0,4.0,4.0,12.0,2.0,5.0,3.0,3.0,1.0,2.0,45.0,204.0,4.0,1.0,0.7160493827160493,0.9508196721311475,,,,,,0.5436241610738255,0.6875,0.5238095238095238,0.5436241610738255,0.6875,0.5238095238095238,0.5433333333333333,0.6875,0.5232558139534884,,0.040268456375838924,0.05660377358490566,0.06451612903225806,0.015384615384615385,18.547486033519554,0.5,0.3333333333333333,0.03571428571428571,0.13392857142857142,0.11278195488721804,0.14432989690721648,0.13707165109034267,0.11392405063291139,0.04477611940298507,0.14084507042253522,0.13333333333333333,0.12903225806451613,0.16176470588235295,0.10344827586206896,0.35570469798657717,0.7358490566037735,0.78,0.46153846153846156,0.2080536912751678,0.4838709677419355,0.5172413793103449,0.9333333333333333,0.436241610738255,0.4153846153846154,0.421875,,,,,,0.78125,0.8,,,,0.38095238095238093,,,,0.35570469798657717,0.4632241610738256,0.5309233333333333,0.46550238095238106,0.020134228187919462,0.020134228187919462,0.26993865030674846,0.27607361963190186,10.065100671140941,,0.2527881040892193,11.0,,,,,,,,1.0,2.0,3.0,,17.0,3.0,17.0,7.0,,,0.4117647058823529,0.9629629629629629,,,,0.05,,0.6875,,,6.0,2.0,13.0,1.0,0.12,0.2318840579710145,0.12698412698412698,0.13513513513513514,6.0,,0.0967741935483871,,1.0,0.07692307692307693,,,,,,,,True,,,,,,
201158,1610612761,Marco Belinelli,Marco Belinelli,201158,TOR,9305.0,155,-38,308,319,121.0,127,35.0,627,9.0,14.0,1.0,1.0,7.0,,3.0,7.0,18.0,2.0,6.0,,,,1.0,9.0,5.0,16,35,6.0,15.0,19.0,69,376,2.0,3.0,1.0,2.0,1.0,8.0,4.0,14.0,2.0,6.0,8.0,22.0,22.0,10.0,18.0,,8.0,3.0,12.0,4.0,16.0,,4.0,1.0,7.0,36.0,2.0,,1.0,7.0,,8,2.0,10,8.0,4.0,7.0,,6.0,1.0,,1.0,8.0,1.0,4.0,4.0,6.0,,,21.0,,25.0,,7.0,5.0,,22.0,121.0,1.0,5.0,0.6875,0.6875,1.0,0.4,0.5,0.3333333333333333,0.42857142857142855,0.45714285714285713,0.6666666666666666,0.2857142857142857,0.5,0.7,0.35,0.5483870967741935,0.6666666666666666,0.4230769230769231,0.3,0.08571428571428572,0.07142857142857142,0.3333333333333333,0.05555555555555555,20.23121387283237,0.875,,,0.08045977011494253,0.020618556701030927,0.029411764705882353,0.06611570247933884,0.01694915254237288,0.0392156862745098,0.125,0.08695652173913043,0.05,0.043478260869565216,,0.28,0.6428571428571429,0.6923076923076923,0.5555555555555556,0.06,,,,0.36,0.3888888888888889,0.4117647058823529,0.12,0.3333333333333333,0.3333333333333333,1.0,0.18,0.2,1.0,,,,0.35,0.05,,0.25,0.58,0.5319520408163265,0.52816,0.5656894736842105,0.12280701754385964,0.16666666666666666,0.11594202898550725,0.3188405797101449,10.617142857142856,27.546666666666667,0.39285714285714285,3.0,4.0,2.0,2.0,,1.0,4.0,,4.0,4.0,1.0,1.0,,,,,,,,0.8571428571428571,0.4444444444444444,0.4444444444444444,1.0,1.0,0.4,0.42857142857142855,0.4,0.5,,1.0,,,,,,,,,,,,,1.0,0.5,1.0,,,,,True,,,,,,
201603,1610612761,Sonny Weems,Sonny Weems,201603,TOR,8235.0,137,-43,267,279,80.0,97,35.0,546,8.0,15.0,2.0,2.0,2.0,10.0,15.0,9.0,22.0,,,,,,,2.0,1.0,27,52,,2.0,5.0,59,338,3.0,3.0,,,,6.0,6.0,12.0,,1.0,1.0,13.0,34.0,20.0,,2.0,2.0,6.0,9.0,1.0,10.0,1.0,5.0,1.0,3.0,21.0,2.0,,2.0,5.0,,7,2.0,9,7.0,5.0,8.0,,4.0,2.0,1.0,4.0,10.0,,3.0,11.0,19.0,,,7.0,2.0,9.0,,3.0,2.0,,13.0,80.0,7.0,1.0,0.6296296296296297,0.6538461538461539,,,,,,0.5192307692307693,1.0,0.5,0.5,1.0,0.46153846153846156,0.5,1.0,0.43333333333333335,0.037037037037037035,0.11538461538461539,0.3333333333333333,,0.045454545454545456,22.442244224422442,0.8,,,0.06666666666666667,0.019801980198019802,0.058823529411764705,0.06422018348623854,0.017857142857142856,0.01818181818181818,0.08695652173913043,0.08695652173913043,0.034482758620689655,0.08,,0.2777777777777778,0.5333333333333333,0.8,0.75,0.2777777777777778,0.6666666666666666,0.6666666666666666,0.5,0.4074074074074074,0.4090909090909091,0.42857142857142855,,,,,0.037037037037037035,0.6666666666666666,1.0,,,,0.15384615384615385,,,0.07692307692307693,0.3148148148148148,0.48224074074074075,0.5266666666666667,0.42396153846153845,0.05263157894736842,0.05454545454545454,0.1016949152542373,0.22033898305084745,10.961538461538462,24.8,0.299625468164794,1.0,,,,,,,,,2.0,,,1.0,,2.0,1.0,,,0.5,0.6666666666666666,,,,0.5,,0.5,,,,,1.0,1.0,,0.043478260869565216,,,1.0,,0.047619047619047616,,,,,,,1.0,1.0,,,True,,,,,,
201942,1610612761,DeMar DeRozan,DeMar DeRozan,201942,TOR,11610.0,194,-79,382,379,74.0,96,34.0,761,21.0,33.0,2.0,2.0,6.0,3.0,5.0,6.0,25.0,,1.0,,,,1.0,1.0,,30,63,,2.0,23.0,83,490,2.0,3.0,,,,4.0,8.0,12.0,,1.0,8.0,24.0,34.0,26.0,,,1.0,5.0,7.0,2.0,9.0,1.0,2.0,,5.0,20.0,5.0,,10.0,15.0,2.0,27,5.0,32,4.0,1.0,6.0,,3.0,1.0,,3.0,7.0,1.0,,9.0,17.0,,1.0,23.0,4.0,27.0,5.0,15.0,1.0,,24.0,74.0,1.0,,0.5666666666666667,0.5666666666666667,,,,,,0.47619047619047616,0.6666666666666666,0.6666666666666666,0.46153846153846156,0.6666666666666666,0.6153846153846154,0.5460526315789473,0.6666666666666666,0.75,0.03076923076923077,0.07936507936507936,0.09090909090909091,,0.08,19.904076738609113,0.8571428571428571,0.2,,0.14018691588785046,0.03787878787878788,0.24390243902439024,0.16891891891891891,0.032679738562091505,0.014705882352941176,0.2,0.06666666666666667,0.13513513513513514,0.2222222222222222,0.2857142857142857,0.5076923076923077,0.6363636363636364,0.7,0.5714285714285714,0.07692307692307693,0.6,0.6,,0.38461538461538464,0.24,0.2608695652173913,0.015384615384615385,,,,0.015384615384615385,0.6666666666666666,1.0,,,,0.46153846153846156,0.07692307692307693,,,0.5384615384615384,0.5223553846153846,0.69075,0.5465307692307693,0.2,0.2054794520547945,0.04819277108433735,0.2891566265060241,8.40952380952381,25.6,0.193717277486911,5.0,,,,,,,,1.0,3.0,,,1.0,,1.0,,,,,0.8333333333333334,,,,,,0.8333333333333334,,,,,1.0,,,0.08571428571428572,0.034482758620689655,,3.0,,0.10344827586206896,,,,,,,,,,,True,,,,,,
2045,1610612761,Hedo Turkoglu,Hedo Turkoglu,2045,TOR,10898.0,182,-34,352,361,53.0,86,26.0,713,10.0,17.0,,1.0,1.0,5.0,10.0,8.0,18.0,,,,,,,21.0,3.0,23,45,8.0,21.0,11.0,81,427,,1.0,,,,,1.0,3.0,2.0,3.0,,8.0,14.0,32.0,12.0,,19.0,1.0,17.0,5.0,22.0,3.0,8.0,4.0,5.0,49.0,,,8.0,13.0,1.0,22,1.0,23,6.0,1.0,9.0,,5.0,4.0,1.0,4.0,13.0,1.0,3.0,14.0,21.0,,2.0,12.0,,15.0,1.0,7.0,1.0,,8.0,53.0,1.0,1.0,0.30434782608695654,0.30434782608695654,0.5,0.38095238095238093,,0.6666666666666666,0.42105263157894735,0.5111111111111111,,0.3333333333333333,0.5303030303030303,,0.6666666666666666,0.5547945205479452,,0.5,0.3181818181818182,0.022222222222222223,0.058823529411764705,,,22.691292875989447,0.6923076923076923,0.16666666666666666,,0.1262135922330097,,0.18181818181818182,0.14285714285714285,0.007194244604316547,,0.15151515151515152,0.12,0.1111111111111111,0.13333333333333333,0.2857142857142857,0.25757575757575757,0.5882352941176471,0.625,0.5,0.15151515151515152,0.5,0.5,,0.2727272727272727,0.4444444444444444,0.4444444444444444,,,,,0.3181818181818182,1.0,,,,,0.16666666666666666,,,0.5,0.5757575757575758,0.4979585937499999,0.6872,0.4536199999999999,0.09722222222222222,0.13725490196078433,,0.09876543209876543,10.284444444444444,28.15238095238095,0.15056818181818182,,8.0,,2.0,12.0,2.0,8.0,,2.0,5.0,1.0,,2.0,1.0,2.0,2.0,,,1.0,0.25,0.38095238095238093,0.38095238095238093,0.5,,,,0.6666666666666666,0.42105263157894735,1.0,,1.0,,0.03571428571428571,,,,,,,,,0.2,,,,,,,,True,,,,,,
2547,1610612761,Chris Bosh,Chris Bosh,2547,TOR,7146.0,119,-37,236,241,75.0,84,25.0,477,9.0,11.0,2.0,2.0,3.0,4.0,15.0,8.0,14.0,,,,,,,,,21,40,,,24.0,66,295,2.0,3.0,,,2.0,6.0,3.0,12.0,,,14.0,20.0,26.0,16.0,,4.0,,7.0,7.0,2.0,9.0,,3.0,1.0,3.0,20.0,4.0,,5.0,19.0,1.0,25,5.0,30,4.0,3.0,4.0,1.0,,4.0,1.0,4.0,8.0,,2.0,1.0,4.0,2.0,,20.0,,29.0,1.0,12.0,3.0,,20.0,75.0,2.0,3.0,0.6190476190476191,0.6842105263157895,,,,,,0.525,0.6666666666666666,0.25,0.525,0.6666666666666666,0.25,0.6111111111111112,0.75,0.5,,0.175,0.09090909090909091,0.3333333333333333,0.07142857142857142,23.66412213740458,0.5,0.5,,0.296875,0.056338028169014086,0.17857142857142858,0.2608695652173913,0.054945054945054944,0.08571428571428572,0.1111111111111111,0.35294117647058826,0.3793103448275862,0.23529411764705882,0.09090909090909091,0.275,0.8181818181818182,0.9,0.5555555555555556,0.375,0.26666666666666666,0.4,0.25,0.35,0.5714285714285714,0.6153846153846154,,,,,,0.6666666666666666,1.0,,,,0.25,,,,0.275,0.4541025,0.5346666666666667,0.43838333333333335,0.23529411764705882,0.23529411764705882,0.09090909090909091,0.30303030303030304,9.7475,,0.3177966101694915,2.0,,,,,,,,2.0,1.0,,,,,,,,,,0.875,,,,,,0.6666666666666666,,,1.0,3.0,,,0.05,,0.047619047619047616,0.07692307692307693,1.0,,0.08333333333333333,,,,,,,,,1.0,3.0,True,,,,,,
