EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PlusMinus,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,AtRimAssists,ShortMidRangeAssists,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffCorner3ReboundPct,SelfORebPct,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,SecondChanceFg3Pct,OffFTReboundPct,Corner3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,Corner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,Technical Free Throw Trips,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,PenaltyCorner3FGM,3pt And 1 Free Throw Trips,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,DefensiveGoaltends,on,BlockedCorner3,OffensiveGoaltends,Clear Path Fouls,Corner3PctBlocked,HeaveMakes
101115,1610612747,Andrew Bynum,Andrew Bynum,101115,LAL,10481.0,175,341,338,92,97,41,679,20.0,30,2.0,7.0,5.0,9.0,15.0,32,2,2,37,64,19.0,93,374,9.0,16,4.0,22.0,10.0,15,4.0,24,36,38,12.0,4.0,2,6.0,8,5.0,1.0,2,22,3.0,13,6,16,4.0,26,16,42,3,3,3.0,1.0,3.0,9.0,2.0,12,1.0,4.0,7,16,1.0,4.0,25,3.0,29,5.0,13,4.0,6.0,3.0,1.0,2.0,6.0,2.0,2.0,24,92,1.0,4.0,0.4864864864864865,0.5806451612903226,0.578125,0.5625,0.6666666666666666,0.578125,0.5625,0.6666666666666666,0.6118421052631579,0.6111111111111112,0.631578947368421,0.0625,0.1,0.03125,22.391857506361323,0.25,0.4,0.13793103448275862,0.11711711711711711,0.14285714285714285,0.06521739130434782,0.13924050632911392,0.10191082802547771,0.11538461538461539,0.08888888888888889,0.15,0.07317073170731707,0.11764705882352941,0.029411764705882353,0.22916666666666666,0.13793103448275862,0.15384615384615385,0.3333333333333333,0.46875,0.6666666666666666,0.7407407407407407,0.6,0.5,0.46875,0.4838709677419355,0.4,0.03125,1.0,1.0,0.4375,0.2857142857142857,0.6,0.5555555555555556,0.46875,0.4817906249999999,0.5219230769230769,0.4738533333333333,0.18055555555555555,0.18055555555555555,0.23655913978494625,0.25806451612903225,4.590625,0.2697947214076246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1885,1610612747,Lamar Odom,Lamar Odom,1885,LAL,18571.0,310,611,600,246,202,96,1211,27.0,44,6.0,14.0,6.0,13.0,3.0,12,8,18,38,74,20.0,111,631,7.0,16,2.0,16.0,10.0,21,10.0,33,32,44,8.0,7.0,21,7.0,28,6.0,1.0,4,63,6.0,12,14,53,7.0,74,18,92,6,2,7.0,1.0,4.0,7.0,1.0,14,4.0,3.0,19,34,4.0,3.0,25,2.0,30,4.0,16,1.0,9.0,6.0,,3.0,9.0,5.0,1.0,33,246,4.0,1.0,0.42105263157894735,0.47058823529411764,0.5135135135135135,0.4375,0.47619047619047616,0.4690721649484536,0.4117647058823529,0.3709677419354839,0.5045454545454545,0.4,0.44594594594594594,0.0945945945945946,0.13636363636363635,0.08333333333333333,17.2461752433936,0.5,0.3181818181818182,0.25118483412322273,0.05853658536585366,0.16091954022988506,0.05555555555555555,0.22483221476510068,0.05750798722044728,0.10294117647058823,0.043478260869565216,0.029411764705882353,0.05747126436781609,0.1111111111111111,0.3584905660377358,0.3023255813953488,0.18461538461538463,0.09090909090909091,0.5555555555555556,0.4536082474226804,0.6136363636363636,0.7105263157894737,0.4444444444444444,0.12371134020618557,0.25,0.2727272727272727,0.3333333333333333,0.18556701030927836,0.4444444444444444,0.4444444444444444,0.8235294117647058,0.42857142857142855,0.41935483870967744,0.46153846153846156,0.6907216494845361,0.508441052631579,0.5466384615384615,0.49945517241379317,0.14678899082568808,0.18604651162790697,0.14414414414414414,0.2972972972972973,6.248648648648649,0.4026186579378069,20.0,5.0,23.0,1.0,1.0,10.0,5.0,23.0,1.0,1.0,10.0,9.0,6.0,2.0,21.0,5.0,11.0,6.0,3.0,4.0,1.0,3.0,1.0,0.6,0.21739130434782608,0.1,0.23809523809523808,0.23711340206185566,0.047619047619047616,0.06666666666666667,0.375,0.23711340206185566,0.21739130434782608,0.21739130434782608,0.6,0.16666666666666666,0.058823529411764705,0.3225806451612903,0.1,0.23809523809523808,29.71739130434782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1897,1610612747,Metta World Peace,Metta World Peace,1897,LAL,10355.0,173,332,323,113,131,51,655,7.0,20,2.0,5.0,1.0,4.0,,6,5,11,12,37,11.0,56,351,2.0,6,4.0,11.0,2.0,11,8.0,24,16,8,2.0,3.0,16,4.0,20,2.0,2.0,4,44,3.0,4,4,10,3.0,17,8,25,4,2,3.0,1.0,3.0,4.0,,7,2.0,4.0,4,12,2.0,3.0,14,2.0,13,,3,2.0,,,,,1.0,,,24,113,2.0,2.0,0.6666666666666666,0.7272727272727273,0.32432432432432434,0.3333333333333333,0.18181818181818182,0.35714285714285715,0.4375,0.34782608695652173,0.4057971014492754,0.55,0.4444444444444444,0.08108108108108109,0.1,0.16666666666666666,19.0,0.42857142857142855,0.23076923076923078,0.08333333333333333,0.03389830508474576,0.11764705882352941,0.04838709677419355,0.09090909090909091,0.03888888888888889,0.05128205128205128,,0.046511627906976744,0.0392156862745098,0.1111111111111111,0.038461538461538464,0.08163265306122448,0.13043478260869565,0.09090909090909091,,0.31746031746031744,0.35,0.3888888888888889,0.7142857142857143,0.09523809523809523,,,,0.1746031746031746,0.45454545454545453,0.45454545454545453,0.625,0.4,0.17391304347826086,0.25,0.7301587301587301,0.514115873015873,0.534325,0.49414130434782605,0.05970149253731343,0.075,0.19642857142857142,0.42857142857142855,7.297297297297297,0.34036144578313254,-3.0,7.0,19.0,2.0,4.0,9.0,7.0,26.0,2.0,4.0,12.0,15.0,6.0,,19.0,7.0,10.0,2.0,1.0,2.0,,,,0.7142857142857143,0.2692307692307692,0.3333333333333333,0.2692307692307692,0.4126984126984127,0.09090909090909091,0.025,0.6,0.30158730158730157,0.3684210526315789,0.3684210526315789,0.7142857142857143,0.5,0.25,0.391304347826087,0.4444444444444444,0.3684210526315789,24.930769230769233,7.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0625,0.1111111111111111,0.5,0.13043478260869565,0.037037037037037035,,,,,,,,,,,,,,,,,,,,,True,,,,,
200769,1610612747,Shannon Brown,Shannon Brown,200769,LAL,15388.0,256,508,514,191,186,81,1022,13.0,20,,,7.0,10.0,5.0,10,11,33,29,63,18.0,100,558,,2,,,13.0,26,5.0,40,38,20,,5.0,8,6.0,14,4.0,2.0,2,34,1.0,4,9,12,,21,5,26,7,5,7.0,,6.0,5.0,1.0,12,,4.0,13,22,,3.0,17,,21,,4,3.0,7.0,5.0,2.0,,7.0,3.0,,40,191,2.0,3.0,0.6551724137931034,0.6551724137931034,0.4603174603174603,,0.5,0.43157894736842106,,0.4605263157894737,0.47596153846153844,,0.4878048780487805,0.07936507936507936,0.15,0.1,18.985270049099835,0.5833333333333334,,0.0851063829787234,0.020618556701030927,0.1267605633802817,0.011904761904761904,0.09905660377358491,0.017985611510791366,0.016129032258064516,0.038461538461538464,0.0125,0.014925373134328358,0.07407407407407407,0.12,0.08064516129032258,0.12962962962962962,0.11764705882352941,0.42857142857142855,0.21052631578947367,0.65,0.7647058823529411,0.7692307692307693,0.10526315789473684,0.5,0.5555555555555556,0.6,0.3473684210526316,0.3333333333333333,0.34375,,,0.2631578947368421,0.7,0.5473684210526316,0.4865090425531915,0.4657,0.48402368421052633,0.0594059405940594,0.05970149253731343,,0.4,11.136507936507936,0.37598425196850394,-45.0,7.0,27.0,3.0,3.0,10.0,8.0,32.0,4.0,3.0,12.0,18.0,6.0,1.0,26.0,7.0,2.0,4.0,,2.0,1.0,1.0,,0.75,0.25,0.25,0.25806451612903225,0.3368421052631579,,,0.5454545454545454,0.28421052631578947,0.25925925925925924,0.2692307692307692,0.7142857142857143,,0.5,0.2631578947368421,0.3,0.2692307692307692,26.553125000000005,5.0,2.0,,,,1.0,2.0,,,,,0.05263157894736842,,0.05263157894736842,0.058823529411764705,1.0,1.0,1.0,1.0,0.03125,0.030303030303030304,0.037037037037037035,0.2,0.2,1.0,0.16666666666666666,,,,,,,,,,True,,,,,
2756,1610612747,Sasha Vujacic,Sasha Vujacic,2756,LAL,34477.0,575,1127,1123,419,373,163,2250,10.0,17,3.0,4.0,2.0,4.0,2.0,6,29,60,41,83,28.0,185,1191,9.0,13,,24.0,10.0,21,12.0,56,46,36,10.0,,28,13.0,41,9.0,4.0,10,95,12.0,13,13,39,2.0,54,25,79,20,13,9.0,2.0,5.0,8.0,,17,2.0,5.0,25,67,5.0,5.0,33,4.0,33,2.0,8,6.0,4.0,4.0,,,4.0,2.0,,56,419,14.0,6.0,0.5609756097560976,0.6388888888888888,0.4939759036144578,0.6923076923076923,0.47619047619047616,0.47865853658536583,0.5217391304347826,0.5238095238095238,0.5113636363636364,0.5217391304347826,0.5612244897959183,,,,14.5221971407073,0.5294117647058824,0.05128205128205128,0.10597826086956522,0.03209876543209877,0.08904109589041095,0.0670391061452514,0.10116731517509728,0.04280821917808219,0.023809523809523808,0.04065040650406504,0.03205128205128205,0.06896551724137931,0.09352517985611511,0.12643678160919541,0.1056338028169014,0.07272727272727272,0.1388888888888889,0.5,0.10365853658536585,0.5882352941176471,0.5882352941176471,0.4,0.036585365853658534,0.3333333333333333,0.3333333333333333,,0.36585365853658536,0.48333333333333334,0.48333333333333334,0.17391304347826086,0.75,0.09523809523809523,0.5,0.5975609756097561,0.49425975609756095,0.488659375,0.47404999999999997,0.052941176470588235,0.0898876404494382,0.12972972972972974,0.3027027027027027,14.802409638554218,0.3717834960070985,-5.0,18.0,61.0,7.0,6.0,16.0,25.0,81.0,10.0,8.0,21.0,66.0,9.0,,61.0,18.0,15.0,3.0,1.0,7.0,1.0,4.0,1.0,0.88,0.30864197530864196,0.38095238095238093,0.30864197530864196,0.49390243902439024,0.058823529411764705,0.010309278350515464,0.6551724137931034,0.3719512195121951,0.29508196721311475,0.29508196721311475,0.8333333333333334,,0.30434782608695654,0.38095238095238093,0.375,0.29508196721311475,25.217283950617283,20.0,5.0,1.0,2.0,,7.0,1.0,,,0.2,,0.12195121951219512,0.14285714285714285,0.11904761904761904,0.012345679012345678,7.0,3.0,,6.0,,,,0.35,0.35,1.0,0.13043478260869565,1.0,2.0,1.0,0.3333333333333333,1.0,1.0,0.4,,,True,,,,,
200770,1610612747,Jordan Farmar,Jordan Farmar,200770,LAL,18587.0,310,613,610,232,169,89,1223,15.0,32,,2.0,3.0,8.0,5.0,12,2,25,22,69,17.0,127,617,,3,,6.0,6.0,23,4.0,37,20,24,,7.0,20,11.0,31,6.0,5.0,5,73,1.0,3,12,20,,32,4,36,15,10,13.0,2.0,10.0,6.0,1.0,19,,5.0,9,22,,1.0,25,1.0,29,1.0,13,2.0,4.0,2.0,1.0,1.0,4.0,4.0,,37,232,2.0,2.0,0.45454545454545453,0.45454545454545453,0.3188405797101449,,0.2608695652173913,0.4700854700854701,0.3333333333333333,0.4342105263157895,0.4847328244274809,0.3333333333333333,0.45121951219512196,0.10144927536231885,0.125,0.08333333333333333,20.891364902506965,0.6842105263157895,,0.09174311926605505,0.013333333333333334,0.14634146341463414,0.00909090909090909,0.10666666666666667,0.011940298507462687,0.029850746268656716,,0.01098901098901099,0.01098901098901099,0.09574468085106383,0.12244897959183673,0.06666666666666667,0.15151515151515152,0.125,1.0,0.27350427350427353,0.46875,0.5357142857142857,0.5333333333333333,0.10256410256410256,0.4166666666666667,0.45454545454545453,0.4,0.21367521367521367,0.08,0.08695652173913043,0.2222222222222222,,0.21052631578947367,0.375,0.6837606837606838,0.500376923076923,0.55954375,0.46725000000000005,0.10077519379844961,0.16049382716049382,0.047244094488188976,0.29133858267716534,8.459420289855071,0.37846655791190864,,19.0,42.0,5.0,7.0,15.0,22.0,48.0,6.0,7.0,15.0,48.0,18.0,,42.0,19.0,11.0,4.0,,5.0,1.0,3.0,,0.7272727272727273,0.4583333333333333,0.4666666666666667,0.4583333333333333,0.41025641025641024,,,,0.358974358974359,0.4523809523809524,0.4523809523809524,0.7368421052631579,,0.5555555555555556,0.39473684210526316,0.4666666666666667,0.4523809523809524,25.514583333333338,6.0,,2.0,2.0,,2.0,,,,0.3333333333333333,,0.05128205128205128,0.4,,,3.0,1.0,,,,0.08,,0.5,0.5,0.6666666666666666,0.1111111111111111,,,,,,0.5,,1.0,,True,,,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,7333.0,122,245,243,102,105,32,488,,2,,1.0,,,,1,3,10,3,13,15.0,30,272,,1,4.0,4.0,1.0,3,8.0,13,2,4,,,10,1.0,11,1.0,,1,23,1.0,4,2,7,,9,5,14,5,4,5.0,2.0,3.0,3.0,,8,,4.0,3,11,,1.0,19,2.0,18,,7,2.0,1.0,,,1.0,1.0,1.0,,13,102,,3.0,0.3333333333333333,0.3333333333333333,0.23076923076923078,,0.3333333333333333,0.26785714285714285,,0.3125,0.40540540540540543,0.3333333333333333,0.5,,,,15.845070422535212,0.625,,0.09090909090909091,0.05263157894736842,0.07692307692307693,0.030303030303030304,0.08737864077669903,0.045871559633027525,0.10344827586206896,0.04,,0.038461538461538464,0.12,0.08333333333333333,0.07142857142857142,0.10526315789473684,,1.0,0.07142857142857142,,,,0.03571428571428571,,,,0.35714285714285715,0.3,0.3,0.3333333333333333,,,,0.6071428571428571,0.4740250000000001,0.646925,0.39696875000000004,0.2,0.35,0.13333333333333333,0.43333333333333335,16.484615384615385,0.4163265306122449,19.0,3.0,11.0,1.0,1.0,3.0,3.0,15.0,2.0,1.0,5.0,6.0,3.0,,11.0,3.0,6.0,3.0,,1.0,,2.0,,0.6666666666666666,0.2,0.2,0.2,0.5357142857142857,,,0.3333333333333333,0.39285714285714285,0.2727272727272727,0.3,0.6666666666666666,,0.3333333333333333,0.375,0.3333333333333333,0.2727272727272727,25.94,4.0,2.0,,,,4.0,,,,,,0.14285714285714285,,0.25,,,1.0,1.0,,0.06666666666666667,,0.09090909090909091,,,,0.3333333333333333,,,,,,,,,,True,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,11719.0,195,388,384,177,145,46,772,12.0,26,1.0,2.0,6.0,12.0,20.0,40,17,34,49,100,45.0,197,394,5.0,7,2.0,24.0,25.0,56,29.0,109,22,76,6.0,7.0,18,6.0,24,6.0,,4,54,,5,6,10,1.0,17,6,23,9,3,9.0,1.0,7.0,7.0,1.0,16,3.0,5.0,3,7,,3.0,37,,53,7.0,21,7.0,2.0,2.0,,,2.0,1.0,1.0,109,177,,7.0,0.22448979591836735,0.2391304347826087,0.49,0.7142857142857143,0.44642857142857145,0.5428571428571428,0.7857142857142857,0.5194805194805194,0.6080246913580247,0.8571428571428571,0.592391304347826,0.07,0.15384615384615385,0.075,40.27149321266968,0.5625,0.06666666666666667,0.078125,0.044642857142857144,0.12,,0.0898876404494382,0.029940119760479042,0.025,0.08333333333333333,0.027777777777777776,,0.09302325581395349,,0.11538461538461539,0.14285714285714285,0.06666666666666667,0.5,0.18571428571428572,0.46153846153846156,0.5454545454545454,0.25,0.2857142857142857,0.5,0.5405405405405406,0.2,0.24285714285714285,0.5,0.5,0.14285714285714285,0.5,0.15584415584415584,0.5,0.4714285714285714,0.4568714285714286,0.49947916666666664,0.42627857142857156,0.14838709677419354,0.18421052631578946,0.1218274111675127,0.5532994923857868,10.028000000000002,0.45618556701030927,64.0,14.0,35.0,4.0,8.0,19.0,18.0,40.0,7.0,10.0,21.0,30.0,24.0,,35.0,14.0,12.0,2.0,3.0,6.0,,2.0,,0.5555555555555556,0.45,0.47619047619047616,0.45,0.2857142857142857,,0.04918032786885246,0.23529411764705882,0.25,0.4,0.4,0.5714285714285714,1.0,0.2857142857142857,0.24675324675324675,0.42105263157894735,0.4,25.870000000000005,5.0,2.0,1.0,4.0,1.0,1.0,2.0,,,0.5714285714285714,0.07142857142857142,0.03571428571428571,0.25,0.025974025974025976,0.04878048780487805,4.0,3.0,,,,,,0.8,0.8,0.5,0.21428571428571427,3.0,2.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,True,,,,,
200747,1610612747,Adam Morrison,Adam Morrison,200747,LAL,3819.0,64,127,132,51,48,16,259,1.0,2,,,1.0,1.0,3.0,6,1,10,5,18,3.0,16,137,,2,,,2.0,8,,4,6,4,,1.0,4,1.0,5,1.0,,1,11,,1,3,3,1.0,7,1,8,1,1,1.0,,1.0,,,1,,,2,3,,,3,,6,,3,,1.0,,1.0,,1.0,1.0,,4,51,,,0.6,0.6,0.2777777777777778,,0.25,0.24074074074074073,,0.15384615384615385,0.26666666666666666,,0.14285714285714285,0.05555555555555555,0.5,,20.394736842105264,1.0,0.5,0.09375,0.017241379310344827,0.15789473684210525,,0.11764705882352941,0.012658227848101266,,,0.03333333333333333,,,0.1111111111111111,0.15384615384615385,0.13333333333333333,0.25,1.0,0.07407407407407407,0.5,1.0,1.0,0.2222222222222222,0.5,0.5,0.3333333333333333,0.37037037037037035,0.1,0.1,,,0.07692307692307693,1.0,0.4074074074074074,0.4256259259259259,0.38306666666666667,0.44053461538461536,0.1,0.14285714285714285,,0.25,13.511111111111113,0.4015748031496063,-33.0,1.0,7.0,1.0,,3.0,1.0,9.0,1.0,,5.0,3.0,,,7.0,1.0,2.0,1.0,,,,,,1.0,0.1111111111111111,,0.1111111111111111,0.3333333333333333,,,1.0,0.25925925925925924,0.14285714285714285,0.14285714285714285,1.0,,0.3333333333333333,0.23076923076923078,,0.14285714285714285,25.533333333333335,2.0,2.0,,,,,,,,,,0.07407407407407407,,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,True,,,,,
2575,1610612747,Luke Walton,Luke Walton,2575,LAL,5690.0,95,178,179,39,28,30,357,4.0,6,1.0,2.0,2.0,3.0,5.0,18,1,4,10,28,2.0,25,189,2.0,3,,4.0,3.0,5,2.0,8,10,10,4.0,1.0,10,1.0,11,1.0,,6,23,,5,1,8,1.0,10,5,15,2,2,6.0,,5.0,1.0,1.0,7,1.0,2.0,4,4,,,8,1.0,2,,1,,1.0,,,1.0,1.0,,,8,39,,,0.5,0.625,0.35714285714285715,0.6666666666666666,0.6,0.3382352941176471,0.6666666666666666,0.42857142857142855,0.35714285714285715,0.6666666666666666,0.5,0.03571428571428571,,0.05555555555555555,19.53488372093023,0.8571428571428571,0.16666666666666666,0.13114754098360656,0.06578947368421052,0.043478260869565216,,0.10714285714285714,0.05434782608695652,0.0625,0.12903225806451613,,,0.1724137931034483,0.1,0.09090909090909091,0.05555555555555555,,,0.17647058823529413,0.6666666666666666,0.6666666666666666,0.5,0.5294117647058824,0.2777777777777778,0.29411764705882354,0.4,0.11764705882352941,0.25,0.25,0.6666666666666666,0.5,0.42857142857142855,0.6666666666666666,0.35294117647058826,0.445185294117647,0.5421,0.4958571428571429,0.02857142857142857,0.034482758620689655,0.16,0.32,8.946428571428571,0.21910112359550563,-9.0,,3.0,,,1.0,1.0,6.0,,,2.0,3.0,,,3.0,,4.0,,2.0,,,1.0,,1.0,0.16666666666666666,,0.16666666666666666,0.17647058823529413,,0.09090909090909091,1.0,0.08823529411764706,,,,,,0.14285714285714285,,,24.433333333333337,3.0,1.0,,,,,,,,,,0.08823529411764706,,0.14285714285714285,,1.0,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,True,,,,,
