EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SecondChanceTurnovers,Loose Ball Fouls,Blocked3s,BlockedArc3,BlockedAtRim,3SecondViolations,SecondChanceFg2Pct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SelfOReb,Travels,Technical Free Throw Trips,SelfORebPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3FGM,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,HeaveMakes,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,on,Clear Path Fouls,OffensiveGoaltends,BlockedCorner3,Arc3PctBlocked
101150,1610612755,Lou Williams,Lou Williams,101150,PHI,15927.0,265,2,521,537,159,171.0,55,1058,34.0,46,2.0,11.0,15.0,3.0,8.0,7.0,14.0,6.0,10.0,2.0,3.0,5.0,21.0,3.0,14.0,44.0,68,11.0,31.0,43.0,164,588,2.0,2.0,3.0,6.0,15.0,24.0,3.0,14.0,25.0,64.0,24.0,64.0,21.0,12.0,2.0,19.0,5.0,5.0,30.0,10.0,40.0,7.0,3.0,18.0,3.0,9.0,90.0,11.0,18.0,2.0,31.0,31.0,11.0,9.0,2.0,12.0,3.0,11.0,10.0,1.0,1.0,2.0,22.0,6.0,4.0,12.0,3.0,43.0,1.0,2.0,50.0,6.0,22.0,6.0,2.0,1.0,1.0,2.0,2.0,64.0,159,3.0,6.0,0.2727272727272727,0.2727272727272727,0.6363636363636364,0.3548387096774194,0.6666666666666666,0.21428571428571427,0.3793103448275862,0.6470588235294118,0.625,0.6111111111111112,0.6,0.5131578947368421,0.6776859504132231,0.6,0.6530612244897959,0.31313131313131315,0.07352941176470588,0.06521739130434782,0.125,0.07142857142857142,24.570446735395187,0.5454545454545454,0.08695652173913043,0.12162162162162163,0.13924050632911392,0.1277533039647577,0.13333333333333333,0.17142857142857143,0.07547169811320754,0.14814814814814814,0.12,1.0,0.46464646464646464,0.7391304347826086,0.7906976744186046,0.23529411764705882,0.08080808080808081,0.375,0.42857142857142855,0.3333333333333333,0.1414141414141414,0.5,0.5384615384615384,0.42857142857142855,0.10101010101010101,0.6,0.6,0.8333333333333334,0.21212121212121213,0.23809523809523808,0.23809523809523808,0.4,0.4,0.6,0.6666666666666666,1.0,0.39473684210526316,0.7333333333333333,0.3684210526315789,0.21428571428571427,0.7777777777777778,0.2631578947368421,0.5465742268041237,0.5406166666666667,0.5182111111111111,0.19130434782608696,0.2619047619047619,0.036585365853658534,0.3902439024390244,5.097058823529411,26.977419354838712,0.30518234165067176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1882,1610612755,Elton Brand,Elton Brand,1882,PHI,9205.0,153,16,305,310,93,90.0,32,615,10.0,15,6.0,6.0,7.0,13.0,21.0,8.0,11.0,,,,,,,,,31.0,47,,,22.0,84,323,8.0,,,13.0,10.0,15.0,,,3.0,23.0,26.0,36.0,,,,,,2.0,7.0,4.0,11.0,2.0,2.0,2.0,1.0,4.0,26.0,9.0,14.0,3.0,26.0,41.0,6.0,4.0,2.0,3.0,,2.0,3.0,1.0,1.0,,6.0,1.0,13.0,21.0,1.0,20.0,,,28.0,2.0,15.0,,6.0,,1.0,7.0,4.0,23.0,93,,,0.41935483870967744,0.48148148148148145,,,,,,0.6595744680851063,0.6666666666666666,0.6595744680851063,0.625,0.6666666666666666,0.7,0.7222222222222222,0.71875,,0.0425531914893617,0.13333333333333333,,,19.29824561403509,0.5,0.5,0.14285714285714285,0.1956521739130435,0.1597222222222222,0.17073170731707318,0.12,0.125,0.2222222222222222,0.1,0.5714285714285714,0.3191489361702128,0.6666666666666666,0.7692307692307693,0.5,0.44680851063829785,0.6190476190476191,0.6190476190476191,0.3076923076923077,0.23404255319148937,0.7272727272727273,0.7272727272727273,0.5,,,,,,,,,0.75,,,,0.4666666666666667,0.8571428571428571,,,0.3191489361702128,,0.47834042553191486,0.5509666666666667,0.5276666666666667,0.25,0.25,0.15476190476190477,0.27380952380952384,8.019148936170213,,0.30491803278688523,3.0,5.0,3.0,8.0,3.0,12.0,15.0,1.0,1.0,1.0,1.0,5.0,1.0,0.625,0.15,0.09090909090909091,0.13274336283185842,0.21739130434782608,0.13793103448275862,0.10714285714285714,0.1,0.07692307692307693,0.5,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
200760,1610612755,Rodney Carney,Rodney Carney,200760,PHI,15223.0,254,-38,484,491,111,142.0,62,975,13.0,26,5.0,3.0,4.0,5.0,10.0,8.0,14.0,5.0,10.0,,1.0,4.0,25.0,1.0,3.0,26.0,50,9.0,35.0,21.0,100,533,5.0,1.0,4.0,12.0,6.0,8.0,1.0,4.0,4.0,19.0,36.0,16.0,27.0,,1.0,24.0,4.0,3.0,6.0,4.0,10.0,3.0,1.0,4.0,2.0,,24.0,9.0,24.0,1.0,34.0,43.0,12.0,4.0,8.0,5.0,,4.0,2.0,1.0,1.0,,7.0,2.0,9.0,20.0,,13.0,,,23.0,2.0,12.0,,7.0,2.0,1.0,7.0,4.0,19.0,111,1.0,,0.6923076923076923,0.75,1.0,0.2571428571428571,0.25,0.25,0.2647058823529412,0.52,0.75,0.4647058823529412,0.3888888888888889,0.625,0.5210526315789473,0.5,0.6428571428571429,0.4117647058823529,0.06,0.07692307692307693,0.1,,18.37837837837838,0.7142857142857143,0.058823529411764705,0.16216216216216217,0.140625,0.15566037735849056,0.17857142857142858,0.15384615384615385,0.1509433962264151,0.13043478260869565,0.16666666666666666,0.5714285714285714,0.3058823529411765,0.5,0.5416666666666666,0.6923076923076923,0.11764705882352941,0.5,0.5555555555555556,0.6,0.16470588235294117,0.5714285714285714,0.5714285714285714,0.75,0.11764705882352941,0.5,0.5,1.0,0.29411764705882354,0.16,0.16,1.0,0.5555555555555556,0.1111111111111111,,,0.3333333333333333,0.75,0.25,0.3333333333333333,0.7176470588235294,0.16666666666666666,0.5340166666666667,0.5594642857142856,0.5341916666666667,0.12631578947368421,0.2,0.12,0.19,7.383999999999999,25.45428571428571,0.22933884297520662,2.0,2.0,5.0,4.0,2.0,7.0,9.0,,,,,4.0,,0.4,0.04294478527607362,0.02702702702702703,0.0379746835443038,0.07692307692307693,0.02127659574468085,0.0196078431372549,0.017543859649122806,0.058823529411764705,0.4,1.0,1.0,3.0,2.0,1.0,1.0,0.043478260869565216,0.3333333333333333,0.3333333333333333,1.0,0.08333333333333333,,,,,,,,,,,,,,True,,,,
201152,1610612755,Thaddeus Young,Thaddeus Young,201152,PHI,14501.0,242,9,477,473,127,116.0,68,950,24.0,42,10.0,7.0,13.0,11.0,16.0,2.0,11.0,1.0,4.0,,,6.0,13.0,,2.0,37.0,69,7.0,17.0,14.0,109,496,14.0,2.0,2.0,24.0,13.0,21.0,1.0,3.0,6.0,35.0,30.0,44.0,21.0,,1.0,12.0,6.0,1.0,7.0,3.0,10.0,3.0,,4.0,2.0,1.0,23.0,3.0,15.0,3.0,21.0,35.0,13.0,11.0,2.0,6.0,2.0,1.0,11.0,1.0,5.0,2.0,17.0,1.0,5.0,13.0,3.0,20.0,1.0,2.0,19.0,3.0,9.0,2.0,2.0,,,2.0,1.0,35.0,127,2.0,2.0,0.40540540540540543,0.5172413793103449,1.0,0.4117647058823529,1.0,0.3333333333333333,0.4375,0.5362318840579711,0.6190476190476191,0.5523255813953488,0.75,0.6041666666666666,0.5797872340425532,0.75,0.625,0.19767441860465115,0.014492753623188406,0.023809523809523808,,,20.145190562613433,0.35294117647058826,0.15,0.10416666666666667,0.05172413793103448,0.0891089108910891,0.09090909090909091,0.14705882352941177,0.09090909090909091,0.0425531914893617,0.09090909090909091,0.5,0.4883720930232558,0.5714285714285714,0.5853658536585366,0.4583333333333333,0.18604651162790697,0.6875,0.6875,0.36363636363636365,0.12790697674418605,0.18181818181818182,0.18181818181818182,,0.046511627906976744,0.25,0.25,1.0,0.1511627906976744,0.46153846153846156,0.46153846153846156,1.0,0.625,,,,0.5416666666666666,0.5384615384615384,0.08333333333333333,,0.686046511627907,0.5,0.5392176470588236,0.5247692307692308,0.544645652173913,0.09782608695652174,0.12,0.22018348623853212,0.3211009174311927,5.233333333333333,25.96470588235294,0.2662473794549266,6.0,9.0,,16.0,3.0,11.0,14.0,2.0,,,,2.0,,0.6428571428571429,0.06470588235294118,0.046153846153846156,0.059574468085106386,0.03278688524590164,0.13636363636363635,0.046153846153846156,0.06666666666666667,,0.6,1.0,2.0,2.0,2.0,2.0,,0.05,0.125,1.0,1.0,0.041666666666666664,1.0,1.0,1.0,1.0,,,,,,,,,,True,,,,
201160,1610612755,Jason Smith,Jason Smith,201160,PHI,39494.0,658,-52,1281,1283,339,373.0,155,2564,39.0,65,26.0,6.0,12.0,10.0,36.0,16.0,44.0,5.0,15.0,,,5.0,14.0,1.0,2.0,65.0,145,10.0,29.0,29.0,189,1407,32.0,1.0,1.0,52.0,10.0,22.0,1.0,6.0,5.0,28.0,80.0,50.0,30.0,,,14.0,5.0,19.0,23.0,10.0,33.0,5.0,5.0,7.0,3.0,13.0,76.0,22.0,43.0,16.0,81.0,135.0,21.0,18.0,3.0,16.0,4.0,9.0,19.0,4.0,7.0,1.0,35.0,9.0,55.0,110.0,10.0,43.0,7.0,7.0,42.0,4.0,21.0,2.0,28.0,1.0,8.0,28.0,16.0,28.0,339,15.0,2.0,0.6153846153846154,0.8,1.0,0.3448275862068966,1.0,0.16666666666666666,0.3448275862068966,0.4482758620689655,0.45454545454545453,0.45977011494252873,0.6212121212121212,0.4107142857142857,0.4896373056994819,0.65,0.42424242424242425,0.16666666666666666,0.1310344827586207,0.2,0.16666666666666666,,15.680880330123797,0.45714285714285713,0.34782608695652173,0.11590296495956873,0.12941176470588237,0.12014787430683918,0.12408759124087591,0.09574468085106383,0.12142857142857143,0.15447154471544716,0.06382978723404255,0.5714285714285714,0.3735632183908046,0.6,0.75,0.5384615384615384,0.20689655172413793,0.2777777777777778,0.3333333333333333,0.7,0.25287356321839083,0.36363636363636365,0.36363636363636365,0.75,0.08620689655172414,0.3333333333333333,0.35714285714285715,1.0,0.08045977011494253,0.35714285714285715,0.35714285714285715,1.0,0.7878787878787878,,,,0.42857142857142855,0.5,0.07142857142857142,0.5,0.5402298850574713,0.35714285714285715,0.4962901734104049,0.5447333333333332,0.5119092592592593,0.1099476439790576,0.12962962962962962,0.2751322751322751,0.14814814814814814,7.922068965517245,24.90689655172414,0.2646370023419204,17.0,19.0,11.0,30.0,11.0,43.0,54.0,4.0,12.0,,,19.0,,0.59375,0.10565110565110565,0.06707317073170732,0.09457092819614711,0.1619718309859155,0.05454545454545454,0.09032258064516129,0.058823529411764705,0.08888888888888889,0.6538461538461539,4.0,1.0,1.0,4.0,,,0.05194805194805195,0.030303030303030304,1.0,1.0,0.14285714285714285,,3.0,3.0,,1.0,0.034482758620689655,0.06666666666666667,0.11764705882352941,,,,,,True,,,,
2574,1610612755,Jason Kapono,Jason Kapono,2574,PHI,14647.0,244,-44,484,471,128,126.0,58,955,2.0,2,1.0,1.0,1.0,1.0,6.0,13.0,22.0,9.0,20.0,5.0,5.0,11.0,30.0,2.0,7.0,16.0,30,20.0,50.0,,92,533,2.0,5.0,5.0,19.0,1.0,4.0,3.0,12.0,,11.0,22.0,10.0,51.0,9.0,,30.0,11.0,1.0,11.0,1.0,12.0,1.0,,4.0,3.0,4.0,25.0,1.0,7.0,,8.0,13.0,5.0,2.0,3.0,8.0,3.0,1.0,4.0,,7.0,,12.0,6.0,10.0,17.0,,4.0,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,11.0,128,,,0.6875,0.7333333333333333,0.85,0.4,1.0,0.25,0.4,0.5333333333333333,0.25,0.575,1.3571428571428572,0.34375,0.575,1.3571428571428572,0.34375,0.625,0.03333333333333333,,,0.045454545454545456,16.78832116788321,0.6666666666666666,,0.050724637681159424,0.01818181818181818,0.04145077720207254,0.018518518518518517,0.03125,0.09615384615384616,0.02702702702702703,,1.0,0.025,1.0,1.0,,0.075,0.16666666666666666,0.16666666666666666,,0.275,0.5909090909090909,0.6190476190476191,0.8461538461538461,0.25,0.45,0.45,0.7777777777777778,0.375,0.36666666666666664,0.36666666666666664,0.9090909090909091,0.14285714285714285,0.7142857142857143,1.0,0.6,0.0625,1.0,0.4375,0.2857142857142857,0.65,0.36666666666666664,0.5130481249999999,0.5566,0.5136375000000001,,,0.20652173913043478,0.11956521739130435,16.043333333333333,24.61,0.2644628099173554,1.0,2.0,,2.0,1.0,4.0,5.0,2.0,,,,,,1.0,0.026490066225165563,0.013333333333333334,0.022123893805309734,,0.025,0.05263157894736842,0.01818181818181818,,1.0,5.0,,,,1.0,,,,,,0.3125,1.0,,,0.2,,,,,,,,,,True,,,,
2584,1610612755,Willie Green,Willie Green,2584,PHI,19125.0,319,18,620,614,158,147.0,75,1234,12.0,23,,1.0,5.0,7.0,17.0,29.0,58.0,3.0,7.0,,1.0,5.0,16.0,1.0,7.0,48.0,98,8.0,23.0,13.0,133,653,3.0,,2.0,,11.0,25.0,2.0,9.0,2.0,30.0,46.0,50.0,21.0,3.0,4.0,11.0,4.0,5.0,22.0,20.0,42.0,12.0,8.0,8.0,3.0,11.0,104.0,9.0,15.0,1.0,25.0,29.0,8.0,4.0,4.0,12.0,,7.0,7.0,1.0,5.0,2.0,19.0,5.0,11.0,28.0,,19.0,,1.0,19.0,2.0,10.0,,2.0,1.0,,2.0,1.0,30.0,158,3.0,,0.4791666666666667,0.4791666666666667,0.875,0.34782608695652173,,0.2222222222222222,0.3684210526315789,0.4897959183673469,0.44,0.49586776859504134,,0.4117647058823529,0.5116279069767442,,0.42857142857142855,0.19008264462809918,0.05102040816326531,0.08695652173913043,0.058823529411764705,0.034482758620689655,21.022727272727273,0.631578947368421,0.047619047619047616,0.0797872340425532,0.10843373493975904,0.08856088560885608,0.08064516129032258,0.07692307692307693,0.08108108108108109,0.10526315789473684,0.11538461538461539,0.5,0.19008264462809918,0.5217391304347826,0.5714285714285714,0.6666666666666666,0.14049586776859505,0.4117647058823529,0.4375,0.42857142857142855,0.4793388429752066,0.5,0.5178571428571429,0.41379310344827586,0.05785123966942149,0.42857142857142855,0.42857142857142855,1.0,0.1322314049586777,0.3125,0.3125,0.8,,0.2,,,0.14705882352941177,0.2,0.20588235294117646,0.14285714285714285,0.38016528925619836,0.36363636363636365,0.47102905982905996,0.4563625,0.4754483333333333,0.07751937984496124,0.09433962264150944,,0.22556390977443608,12.335714285714287,30.539130434782606,0.25483870967741934,,,,,1.0,3.0,4.0,1.0,,,,1.0,,,0.014925373134328358,0.014084507042253521,0.014705882352941176,,0.021739130434782608,0.023529411764705882,0.019230769230769232,,,2.0,,1.0,1.0,2.0,1.0,0.017857142857142856,0.2,,,0.058823529411764705,1.0,,,0.5,,,,,1.0,,,,,True,,,,
2738,1610612755,Andre Iguodala,Andre Iguodala,2738,PHI,21217.0,354,-73,686,687,201,213.0,77,1373,28.0,43,6.0,5.0,8.0,3.0,12.0,14.0,45.0,4.0,10.0,1.0,1.0,8.0,20.0,1.0,6.0,45.0,100,12.0,30.0,37.0,163,772,10.0,1.0,1.0,15.0,10.0,21.0,2.0,9.0,13.0,39.0,46.0,44.0,27.0,9.0,,20.0,8.0,4.0,43.0,10.0,53.0,5.0,5.0,29.0,3.0,11.0,116.0,16.0,31.0,6.0,53.0,62.0,21.0,13.0,8.0,17.0,11.0,12.0,14.0,,5.0,,31.0,8.0,6.0,12.0,1.0,40.0,,5.0,51.0,3.0,23.0,2.0,6.0,,,6.0,1.0,39.0,201,2.0,1.0,0.5111111111111111,0.5476190476190477,0.75,0.4,1.0,0.2222222222222222,0.4,0.45,0.47619047619047616,0.4846153846153846,0.6818181818181818,0.43333333333333335,0.5326797385620915,0.6818181818181818,0.5,0.23076923076923078,0.04,0.06976744186046512,,0.022222222222222223,23.865110246433204,0.5483870967741935,0.20689655172413793,0.1657754010695187,0.18181818181818182,0.1709090909090909,0.06944444444444445,0.1891891891891892,0.24358974358974358,0.18461538461538463,0.17391304347826086,0.16666666666666666,0.33076923076923076,0.6511627906976745,0.7,0.6071428571428571,0.09230769230769231,0.25,0.25,0.3333333333333333,0.34615384615384615,0.3111111111111111,0.3181818181818182,0.35714285714285715,0.07692307692307693,0.4,0.4,0.75,0.15384615384615385,0.4,0.4,0.75,0.5454545454545454,0.09090909090909091,1.0,1.0,0.26666666666666666,0.625,0.2,0.16666666666666666,0.5615384615384615,0.4,0.493403846153846,0.5094222222222222,0.4732983333333333,0.15894039735099338,0.19166666666666668,0.09202453987730061,0.2392638036809816,9.197000000000001,24.94,0.29300291545189505,4.0,6.0,,6.0,3.0,6.0,9.0,,,,,6.0,,0.6,0.026200873362445413,0.04225352112676056,0.03,0.045454545454545456,0.01818181818181818,0.011627906976744186,0.04,0.047619047619047616,0.6666666666666666,3.0,,,1.0,1.0,1.0,0.015384615384615385,,,,0.1,1.0,1.0,,0.3333333333333333,,,,0.25,,1.0,0.03225806451612903,,,True,,,,
2767,1610612755,Royal Ivey,Royal Ivey,2767,PHI,4757.0,79,2,150,146,37,34.0,25,296,4.0,7,3.0,1.0,1.0,,5.0,2.0,4.0,1.0,2.0,,,2.0,5.0,,1.0,6.0,16,3.0,7.0,6.0,27,165,4.0,,,6.0,2.0,5.0,,2.0,2.0,6.0,6.0,6.0,9.0,,,5.0,2.0,1.0,4.0,1.0,5.0,1.0,,2.0,1.0,1.0,11.0,4.0,1.0,,5.0,8.0,4.0,1.0,3.0,1.0,,,,,1.0,,1.0,,2.0,7.0,,9.0,,2.0,7.0,1.0,4.0,,2.0,,,2.0,,6.0,37,,,0.5,0.6,1.0,0.42857142857142855,,,0.42857142857142855,0.375,0.4,0.45652173913043476,0.5,0.2857142857142857,0.5192307692307693,0.6,0.375,0.30434782608695654,0.0625,0.14285714285714285,,,15.0,1.0,,0.02040816326530612,0.2,0.07246376811594203,,0.07142857142857142,,0.2,0.2,,0.30434782608695654,0.5714285714285714,0.6666666666666666,0.5,0.21739130434782608,,,,0.17391304347826086,0.5,0.5,0.5,0.08695652173913043,0.5,0.5,1.0,0.21739130434782608,0.4,0.4,1.0,0.75,,,,0.14285714285714285,1.0,0.14285714285714285,,0.6086956521739131,0.4,0.5042652173913043,0.51875,0.43624285714285715,0.15384615384615385,0.21052631578947367,0.2222222222222222,0.2222222222222222,6.768750000000001,24.457142857142856,0.24666666666666667,2.0,2.0,2.0,2.0,,3.0,3.0,,1.0,,,2.0,,0.5,0.05660377358490566,,0.04,,0.125,0.04,,,0.6666666666666666,1.0,,,1.0,,,0.08333333333333333,,,,0.14285714285714285,,,,,,,,0.5,,,,,,True,,,,
201578,1610612755,Marreese Speights,Marreese Speights,201578,PHI,12395.0,207,-66,395,397,77,110.0,36,792,19.0,34,11.0,4.0,8.0,10.0,22.0,15.0,26.0,,,,,,,,,44.0,82,,,17.0,105,474,12.0,,,17.0,7.0,17.0,,,2.0,16.0,58.0,30.0,,,,,,3.0,6.0,,6.0,,,3.0,1.0,2.0,12.0,7.0,25.0,5.0,37.0,51.0,5.0,4.0,1.0,4.0,4.0,2.0,8.0,1.0,2.0,,12.0,1.0,17.0,27.0,2.0,22.0,2.0,4.0,23.0,2.0,12.0,,4.0,,,4.0,1.0,16.0,77,1.0,,0.6590909090909091,0.7631578947368421,,,,,,0.5365853658536586,0.4117647058823529,0.5365853658536586,0.5833333333333334,0.4117647058823529,0.5652173913043478,0.6071428571428571,0.4444444444444444,,0.036585365853658534,0.058823529411764705,0.045454545454545456,,23.963133640552996,0.3333333333333333,0.38461538461538464,0.24509803921568626,0.1320754716981132,0.2064516129032258,0.058823529411764705,0.3103448275862069,0.358974358974359,0.14285714285714285,0.1111111111111111,0.25,0.4146341463414634,0.5588235294117647,0.59375,0.5263157894736842,0.2682926829268293,0.45454545454545453,0.47619047619047616,0.6,0.3170731707317073,0.5769230769230769,0.5769230769230769,0.8666666666666667,,,,,,,,,0.9166666666666666,,,,0.47058823529411764,0.5,,,0.4146341463414634,,0.47322804878048796,0.5787199999999999,0.49283529411764704,0.13043478260869565,0.13043478260869565,0.1619047619047619,0.1523809523809524,7.97439024390244,,0.1949367088607595,6.0,7.0,3.0,12.0,2.0,11.0,14.0,,1.0,,,4.0,,0.5833333333333334,0.09821428571428571,0.038461538461538464,0.07926829268292683,0.1111111111111111,0.06451612903225806,0.1111111111111111,0.02702702702702703,0.06666666666666667,0.5454545454545454,,,,2.0,1.0,1.0,0.05714285714285714,,,,,,,1.0,,,,,,,,,1.0,0.1,True,,,,
