EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeAssists,Travels,RecoveredBlocks,DefensiveGoaltends,BlocksRecoveredPct,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,Fg3aBlocked,Clear Path Fouls,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceAtRimPctAssisted,BlockedCorner3,OffensiveGoaltends,on
101121,1610612743,Joey Graham,Joey Graham,101121,DEN,24726.0,412,-15,823,816,208,183,77,1639,35,52,7.0,12.0,10.0,17.0,15.0,26.0,12.0,36.0,4.0,1.0,1.0,5.0,1.0,3.0,62,114,1.0,9.0,26.0,153,890,7.0,14.0,1.0,7.0,21.0,15.0,30.0,4.0,10.0,40.0,70,54,3.0,14.0,5.0,1.0,8.0,10.0,5,15,3,2.0,7.0,3.0,35,3.0,17,1.0,8,40,1.0,49,21,70,5.0,16,10.0,6.0,11.0,1.0,6.0,19.0,2.0,5.0,30.0,1.0,8.0,31,67,4.0,12.0,31.0,1.0,6.0,38.0,4.0,21.0,4.0,3.0,1.0,4.0,1.0,2.0,40.0,208,5.0,0.5645161290322581,0.6363636363636364,1.0,0.1111111111111111,0.1111111111111111,0.543859649122807,0.5,0.5,0.516260162601626,0.4666666666666667,0.4411764705882353,0.5464285714285714,0.5526315789473685,0.5,0.07317073170731707,0.07017543859649122,0.11538461538461539,0.07692307692307693,18.76379690949227,0.36666666666666664,0.047619047619047616,0.037037037037037035,0.14084507042253522,0.06367041198501873,0.0898876404494382,0.04477611940298507,0.128686327077748,0.059880239520958084,0.11627906976744186,0.08928571428571429,0.016,0.03773584905660377,0.07142857142857142,0.08139534883720931,0.19718309859154928,0.14960629921259844,0.11290322580645161,0.037037037037037035,0.09615384615384616,0.42276422764227645,0.6730769230769231,0.7608695652173914,0.4857142857142857,0.21138211382113822,0.5769230769230769,0.625,0.6666666666666666,0.2926829268292683,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.032520325203252036,0.04065040650406504,0.2,0.2,1.0,0.8,0.5833333333333334,0.06666666666666667,0.5,0.5882352941176471,0.029411764705882353,0.08823529411764706,0.4959349593495935,0.2,0.49775447154471547,0.5413464285714287,0.50715,0.15,0.16030534351145037,0.13725490196078433,0.26143790849673204,7.669298245614034,24.57777777777778,0.25273390036452004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101130,1610612743,Johan Petro,Johan Petro,101130,DEN,18450.0,308,15,587,589,127,121,76,1176,17,24,7.0,9.0,5.0,8.0,6.0,19.0,11.0,24.0,,,,1.0,,,34,67,,1.0,10.0,78,639,7.0,12.0,,4.0,18.0,10.0,19.0,,2.0,22.0,48,20,,14.0,1.0,,3.0,8.0,2,10,1,1.0,6.0,1.0,22,2.0,17,1.0,16,49,6.0,71,20,91,2.0,8,7.0,1.0,5.0,,1.0,5.0,1.0,4.0,10.0,2.0,3.0,33,54,6.0,1.0,13.0,1.0,2.0,15.0,3.0,9.0,9.0,6.0,3.0,9.0,1.0,2.0,22.0,127,2.0,0.7058823529411765,0.8888888888888888,,,,0.5074626865671642,0.5833333333333334,0.5263157894736842,0.5,0.5833333333333334,0.5263157894736842,0.527027027027027,0.6428571428571429,0.55,0.014705882352941176,0.04477611940298507,0.041666666666666664,0.10526315789473684,12.5,0.5,0.35294117647058826,0.05555555555555555,0.22580645161290322,0.07692307692307693,0.26229508196721313,0.0273972602739726,0.23381294964028776,0.06462585034013606,0.04054054054054054,0.08928571428571429,0.0989010989010989,0.03125,,0.3157894736842105,0.16666666666666666,0.21,0.28888888888888886,0.1875,0.06451612903225806,0.35294117647058826,0.7083333333333334,0.7391304347826086,0.5294117647058824,0.27941176470588236,0.3157894736842105,0.35294117647058826,1.0,0.35294117647058826,0.4583333333333333,0.4583333333333333,0.8181818181818182,,0.014705882352941176,,,,0.75,0.7777777777777778,,0.42105263157894735,0.625,,,0.36764705882352944,,0.47663602941176464,0.5201166666666667,0.47047894736842105,0.12162162162162163,0.1232876712328767,0.23076923076923078,0.28205128205128205,8.62089552238806,25.3,0.21635434412265758,1.0,2.0,3.0,4.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1497,1610612743,Chauncey Billups,Chauncey Billups,1497,DEN,91364.0,1523,102,2975,2959,841,649,336,5934,79,144,5.0,8.0,25.0,41.0,23.0,70.0,70.0,170.0,25.0,3.0,86.0,217.0,18.0,63.0,172,384,93.0,242.0,274.0,897,3209,14.0,19.0,22.0,13.0,62.0,44.0,97.0,66.0,100.0,260.0,98,246,135.0,6.0,215.0,86.0,38.0,196.0,49,245,26,23.0,96.0,72.0,539,6.0,12,,25,89,4.0,118,18,136,7.0,45,25.0,20.0,75.0,21.0,54.0,38.0,,21.0,113.0,7.0,35.0,41,89,4.0,7.0,211.0,5.0,4.0,304.0,15.0,99.0,4.0,3.0,,4.0,,1.0,260.0,841,9.0,0.28488372093023256,0.28994082840236685,0.4838709677419355,0.384297520661157,0.3875,0.4479166666666667,0.7368421052631579,0.4536082474226804,0.4976038338658147,0.5975609756097561,0.49079754601226994,0.5773333333333334,0.648936170212766,0.5904761904761905,0.3865814696485623,0.09895833333333333,0.1597222222222222,0.12857142857142856,25.572405590246802,0.6637168141592921,0.04819277108433735,,0.08348968105065666,0.011846001974333662,0.0748502994011976,0.01652892561983471,0.08142857142857143,0.01308139534883721,0.01775147928994083,0.0163265306122449,0.004651162790697674,0.014492753623188406,0.022988505747126436,0.05421686746987952,0.10333333333333333,0.09216589861751152,0.07723577235772358,0.06818181818181818,0.0220125786163522,0.23003194888178913,0.5486111111111112,0.6528925619834711,0.189873417721519,0.11182108626198083,0.32857142857142857,0.3770491803278688,0.043478260869565216,0.2715654952076677,0.4117647058823529,0.4268292682926829,0.4714285714285714,0.039936102236421724,0.3466453674121406,0.39631336405529954,0.39631336405529954,0.46511627906976744,0.1951219512195122,0.625,0.43902439024390244,0.25153374233128833,0.6097560975609756,0.018404907975460124,0.38650306748466257,0.6166134185303515,0.4,0.5186289262820514,0.5163617647058825,0.5113810559006211,0.14783821478382148,0.21153846153846154,0.06911928651059086,0.2898550724637681,10.012760416666666,25.557024793388436,0.2826890756302521,28.0,7.0,1.0,,0.25,7.0,4.0,1.0,7.0,23.0,7.0,24.0,144.0,2.0,34.0,7.0,33.0,1.0,29.0,0.3181818181818182,0.36363636363636365,0.03529411764705882,0.28,0.28,0.7142857142857143,0.0975609756097561,0.3888888888888889,0.7142857142857143,0.3333333333333333,0.36507936507936506,0.028112449799196786,,,,,,,,,,,,,,,True
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,15162.0,253,-29,499,503,127,124,55,1002,8,13,1.0,3.0,1.0,2.0,3.0,8.0,11.0,19.0,9.0,4.0,3.0,14.0,1.0,3.0,22,40,4.0,23.0,1.0,57,530,2.0,4.0,2.0,,4.0,7.0,10.0,7.0,1.0,18.0,24,20,12.0,2.0,13.0,3.0,2.0,36.0,11,47,7,4.0,20.0,13.0,105,2.0,5,,6,13,,19,7,26,,10,7.0,3.0,13.0,6.0,10.0,12.0,,3.0,25.0,4.0,6.0,7,21,,3.0,6.0,1.0,,3.0,1.0,1.0,3.0,1.0,1.0,4.0,,,18.0,127,3.0,0.5454545454545454,0.5714285714285714,1.0,0.17391304347826086,0.18181818181818182,0.55,0.5,0.7,0.4444444444444444,0.3333333333333333,0.5,0.4453125,0.3333333333333333,0.5,0.36507936507936506,0.05,0.15384615384615385,,15.892857142857144,0.52,,,0.07303370786516854,0.036231884057971016,0.09523809523809523,0.02564102564102564,0.07883817427385892,0.032407407407407406,0.023809523809523808,0.02631578947368421,0.05172413793103448,0.0392156862745098,,0.0847457627118644,0.09090909090909091,0.05333333333333334,0.08333333333333333,0.13333333333333333,,0.20634920634920634,0.6153846153846154,0.7272727272727273,0.625,0.12698412698412698,0.375,0.375,0.3333333333333333,0.30158730158730157,0.5789473684210527,0.5789473684210527,0.5454545454545454,0.14285714285714285,0.2222222222222222,0.21428571428571427,0.21428571428571427,1.0,0.5,0.3333333333333333,0.16666666666666666,0.11764705882352941,0.5,0.23529411764705882,0.17647058823529413,0.5714285714285714,0.23076923076923078,0.5165991935483871,0.53243,0.49420882352941176,0.015873015873015872,0.025,0.07017543859649122,0.3157894736842105,10.704999999999998,25.36086956521739,0.2545090180360721,3.0,2.0,3.0,,0.75,1.0,1.0,,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,0.14285714285714285,,0.1111111111111111,0.1111111111111111,1.0,0.16666666666666666,,,,0.3333333333333333,,1.0,1.0,1.0,,,,,,,,,,,,True
201167,1610612743,Arron Afflalo,Arron Afflalo,201167,DEN,133249.0,2221,181,4384,4361,1276,1004,499,8745,84,152,13.0,22.0,25.0,38.0,19.0,58.0,61.0,126.0,144.0,39.0,43.0,105.0,12.0,27.0,164,336,108.0,249.0,72.0,724,4682,23.0,45.0,22.0,16.0,89.0,39.0,77.0,66.0,22.0,169.0,178,150,315.0,22.0,105.0,43.0,46.0,117.0,21,138,19,2.0,62.0,43.0,297,12.0,44,3.0,62,120,11.0,193,59,252,6.0,46,26.0,20.0,24.0,7.0,13.0,50.0,7.0,11.0,74.0,9.0,22.0,121,225,16.0,9.0,85.0,5.0,9.0,98.0,12.0,46.0,28.0,17.0,9.0,30.0,,1.0,169.0,1276,17.0,0.5426829268292683,0.5816993464052288,0.9722222222222222,0.43373493975903615,0.43373493975903615,0.4880952380952381,0.5111111111111111,0.5064935064935064,0.5572649572649573,0.5447761194029851,0.513986013986014,0.5753205128205128,0.5855263157894737,0.532051282051282,0.4256410256410256,0.13690476190476192,0.2236842105263158,0.15517241379310345,14.063761097659402,0.32432432432432434,0.08870967741935484,0.01935483870967742,0.07822685788787484,0.029769959404600813,0.12109375,0.023668639053254437,0.08895405669599218,0.028211586901763223,0.039761431411530816,0.02535211267605634,0.024193548387096774,0.01856763925729443,0.038461538461538464,0.05636743215031315,0.06481481481481481,0.1043338683788122,0.12073490813648294,0.12213740458015267,0.023166023166023165,0.25982905982905985,0.5526315789473685,0.711864406779661,0.5119047619047619,0.09914529914529914,0.3275862068965517,0.3877551020408163,0.15789473684210525,0.2153846153846154,0.48412698412698413,0.4959349593495935,0.7049180327868853,0.24615384615384617,0.1794871794871795,0.4095238095238095,0.4174757281553398,0.9534883720930233,0.3283582089552239,0.5909090909090909,0.1791044776119403,0.26573426573426573,0.6578947368421053,0.2727272727272727,0.1888111888111888,0.6854700854700855,0.4095238095238095,0.5434462393162395,0.5225432692307691,0.5361444055944058,0.07580645161290323,0.12432432432432433,0.12292817679558012,0.23342541436464087,8.826785714285714,24.139759036144575,0.29105839416058393,12.0,16.0,13.0,,0.43333333333333335,65.0,10.0,14.0,4.0,9.0,9.0,23.0,9.0,,7.0,1.0,4.0,2.0,3.0,0.4090909090909091,0.3484848484848485,0.023809523809523808,0.4513888888888889,0.45774647887323944,0.9846153846153847,0.14925373134328357,0.3333333333333333,0.75,0.358974358974359,0.3333333333333333,0.004,6.0,2.0,2.0,5.0,4.0,1.0,0.01606425702811245,0.013888888888888888,0.01904761904761905,0.5,1.0,,,,True
2403,1610612743,Nene,Nene,2403,DEN,105373.0,1756,147,3434,3429,815,605,388,6863,194,285,24.0,37.0,49.0,71.0,28.0,76.0,44.0,108.0,,,,2.0,1.0,,266,469,,2.0,181.0,713,3695,30.0,55.0,1.0,17.0,77.0,56.0,97.0,,52.0,164.0,394,138,,30.0,2.0,,37.0,92.0,47,139,36,11.0,49.0,30.0,325,24.0,69,5.0,60,209,31.0,300,98,398,6.0,81,45.0,36.0,35.0,10.0,16.0,41.0,5.0,19.0,76.0,6.0,13.0,81,158,17.0,12.0,219.0,17.0,12.0,240.0,24.0,111.0,52.0,42.0,4.0,52.0,2.0,4.0,164.0,815,13.0,0.7406015037593985,0.7848605577689243,,,,0.5671641791044776,0.5454545454545454,0.5773195876288659,0.564755838641189,0.5357142857142857,0.5773195876288659,0.6146551724137931,0.5661764705882353,0.6356589147286822,0.004246284501061571,0.07889125799573561,0.11578947368421053,0.05263157894736842,16.838311019567456,0.4605263157894737,0.32978723404255317,0.045871559633027525,0.17272727272727273,0.05808080808080808,0.15463917525773196,0.06015037593984962,0.16833541927409262,0.05860113421550094,0.07653061224489796,0.03546099290780142,0.05642023346303502,0.057432432432432436,0.06796116504854369,0.18716577540106952,0.17404129793510326,0.16096579476861167,0.1597222222222222,0.14,0.03571428571428571,0.6050955414012739,0.6807017543859649,0.7698412698412699,0.6958762886597938,0.1613588110403397,0.3684210526315789,0.3888888888888889,0.75,0.22929936305732485,0.4074074074074074,0.4074074074074074,0.9318181818181818,,0.004246284501061571,,,,0.6607142857142857,0.6486486486486487,0.017857142857142856,0.7319587628865979,0.6901408450704225,,,0.6093418259023354,,0.527976645435244,0.5155312499999999,0.5488216494845362,0.1989247311827957,0.19964028776978418,0.10799438990182328,0.2300140252454418,5.27825159914712,27.15,0.23733255678509027,13.0,10.0,33.0,4.0,0.6346153846153846,,,,,,,,,,,,22.0,6.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,True
2124,1610612743,Malik Allen,Malik Allen,2124,DEN,13635.0,227,-52,436,432,160,136,55,868,4,11,4.0,9.0,2.0,4.0,1.0,8.0,21.0,40.0,1.0,1.0,,,,,26,59,,1.0,4.0,56,508,5.0,12.0,1.0,4.0,14.0,13.0,23.0,1.0,2.0,28.0,34,18,,8.0,,,1.0,3.0,4,7,2,2.0,1.0,2.0,18,5.0,16,,6,14,5.0,25,21,46,2.0,3,,3.0,4.0,2.0,3.0,5.0,,1.0,9.0,2.0,3.0,19,36,2.0,2.0,5.0,2.0,,4.0,,2.0,1.0,1.0,,1.0,,1.0,28.0,160,5.0,0.6538461538461539,0.7727272727272727,,,,0.4406779661016949,0.4166666666666667,0.5652173913043478,0.43333333333333335,0.38461538461538464,0.5416666666666666,0.45161290322580644,0.4666666666666667,0.56,0.016666666666666666,0.01694915254237288,0.09090909090909091,,14.228456913827655,0.4444444444444444,0.38461538461538464,,0.112,0.10062893081761007,0.13043478260869565,0.11627906976744186,0.11695906432748537,0.10396039603960396,0.11764705882352941,0.125,0.07894736842105263,0.14285714285714285,,0.15151515151515152,0.17142857142857143,0.05263157894736842,0.12121212121212122,0.15384615384615385,0.06060606060606061,0.18333333333333332,0.36363636363636365,0.4,,0.13333333333333333,0.125,0.125,,0.6666666666666666,0.525,0.525,0.8095238095238095,0.016666666666666666,,,,,0.6923076923076923,0.4444444444444444,,0.16666666666666666,0.5,0.041666666666666664,,0.2,,0.4402483333333334,0.5785750000000001,0.42765833333333325,0.03225806451612903,0.03278688524590164,0.25,0.5,13.781355932203388,23.1,0.3669724770642202,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,0.07692307692307693,,,,,,,,,,,,,,,,,,,,True
2747,1610612743,JR Smith,JR Smith,2747,DEN,37805.0,630,59,1257,1246,550,432,144,2503,35,46,2.0,2.0,16.0,19.0,27.0,58.0,27.0,67.0,15.0,5.0,34.0,130.0,13.0,59.0,89,171,41.0,145.0,55.0,356,1350,6.0,12.0,16.0,4.0,25.0,30.0,62.0,64.0,33.0,165.0,60,118,87.0,,125.0,34.0,9.0,50.0,18,68,11,7.0,34.0,13.0,154,2.0,4,1.0,23,34,3.0,60,7,67,1.0,38,25.0,13.0,31.0,3.0,17.0,12.0,1.0,14.0,43.0,3.0,18.0,25,52,5.0,5.0,59.0,3.0,4.0,74.0,8.0,24.0,5.0,4.0,,6.0,,,165.0,550,12.0,0.33707865168539325,0.33707865168539325,0.7073170731707317,0.2827586206896552,0.29285714285714287,0.52046783625731,0.5,0.4838709677419355,0.4762658227848101,0.375,0.5238095238095238,0.5086455331412104,0.4166666666666667,0.5694444444444444,0.4588607594936709,0.05263157894736842,0.10869565217391304,0.06896551724137931,27.30471498944405,0.7209302325581395,0.06976744186046512,0.017241379310344827,0.08564231738035265,0.01098901098901099,0.1564625850340136,0.010869565217391304,0.10477941176470588,0.010948905109489052,0.014925373134328358,0.010101010101010102,0.007633587786259542,0.014492753623188406,,0.09016393442622951,0.046153846153846156,0.11724137931034483,0.16071428571428573,0.14285714285714285,0.005988023952095809,0.14556962025316456,0.7608695652173914,0.8536585365853658,0.4857142857142857,0.18354430379746836,0.46551724137931033,0.5,0.2222222222222222,0.2120253164556962,0.40298507462686567,0.40298507462686567,0.25925925925925924,0.04746835443037975,0.41139240506329117,0.26153846153846155,0.26356589147286824,0.6764705882352942,0.07142857142857142,1.0,0.4642857142857143,0.15079365079365079,0.8421052631578947,0.03968253968253968,0.46825396825396826,0.6044303797468354,0.272,0.48987395498392283,0.4752157894736842,0.4861163934426229,0.07507507507507508,0.12834224598930483,0.0702247191011236,0.46348314606741575,10.74795321637427,26.808275862068975,0.4375497215592681,3.0,,3.0,,0.5,7.0,3.0,4.0,3.0,20.0,3.0,24.0,36.0,5.0,3.0,1.0,14.0,1.0,12.0,0.1875,0.375,,0.4666666666666667,0.4666666666666667,0.8571428571428571,0.10714285714285714,0.23076923076923078,0.6666666666666666,0.8,0.3389830508474576,0.00684931506849315,,1.0,,,1.0,,0.006896551724137931,,0.007692307692307693,,,0.5,1.0,,True
201951,1610612743,Ty Lawson,Ty Lawson,201951,DEN,36623.0,610,102,1242,1233,440,331,140,2475,61,103,8.0,13.0,23.0,42.0,13.0,30.0,18.0,34.0,8.0,4.0,16.0,33.0,6.0,13.0,92,167,20.0,41.0,57.0,301,1292,9.0,15.0,6.0,4.0,34.0,32.0,64.0,17.0,28.0,125.0,40,144,57.0,6.0,33.0,16.0,23.0,78.0,23,101,14,9.0,40.0,28.0,225,3.0,16,,12,24,2.0,38,19,57,4.0,20,12.0,8.0,26.0,3.0,15.0,18.0,3.0,11.0,44.0,1.0,14.0,15,41,1.0,3.0,70.0,3.0,3.0,78.0,8.0,34.0,,,,1.0,,,125.0,440,8.0,0.21739130434782608,0.2247191011235955,0.95,0.4878048780487805,0.4878048780487805,0.5508982035928144,0.6,0.5,0.5865384615384616,0.7142857142857143,0.5987654320987654,0.6193415637860082,0.7083333333333334,0.6443298969072165,0.1971153846153846,0.1377245508982036,0.13592233009708737,0.26666666666666666,20.34139402560455,0.5909090909090909,0.05128205128205128,,0.05687203791469194,0.03836930455635491,0.07453416149068323,0.02586206896551724,0.06174957118353345,0.03564727954971857,0.05,0.05263157894736842,0.018518518518518517,0.023529411764705882,0.03225806451612903,0.030534351145038167,0.03278688524590164,0.09467455621301775,0.0743801652892562,0.075,0.05714285714285714,0.4951923076923077,0.5922330097087378,0.6853932584269663,0.21311475409836064,0.14423076923076922,0.43333333333333335,0.5909090909090909,0.15384615384615385,0.16346153846153846,0.5294117647058824,0.5454545454545454,0.2777777777777778,0.038461538461538464,0.15865384615384615,0.48484848484848486,0.48484848484848486,0.9375,0.6190476190476191,0.6153846153846154,0.2857142857142857,0.5185185185185185,0.5476190476190477,0.04938271604938271,0.16049382716049382,0.6923076923076923,0.48484848484848486,0.5479041062801933,0.541435,0.5488006249999999,0.1452991452991453,0.17616580310880828,0.11295681063122924,0.4152823920265781,5.340119760479042,25.270731707317072,0.35426731078904994,10.0,7.0,1.0,,1.0,4.0,,2.0,4.0,9.0,4.0,11.0,3.0,,,,9.0,,8.0,0.6666666666666666,0.6470588235294118,0.029411764705882353,0.5,0.5,1.0,,0.6666666666666666,1.0,0.5,0.6923076923076923,,1.0,1.0,1.0,,,,,,,,,0.125,,,True
2365,1610612743,Chris Andersen,Chris Andersen,2365,DEN,37854.0,631,188,1255,1242,466,365,157,2497,40,74,16.0,34.0,16.0,28.0,3.0,6.0,6.0,17.0,,,,2.0,,2.0,49,97,,2.0,61.0,159,1264,17.0,35.0,,14.0,48.0,18.0,35.0,2.0,27.0,63.0,72,26,,26.0,1.0,,11.0,10.0,2,12,2,,6.0,2.0,26,9.0,42,,41,91,13.0,145,51,196,4.0,14,11.0,3.0,16.0,,9.0,8.0,2.0,7.0,24.0,3.0,5.0,38,58,2.0,4.0,61.0,17.0,5.0,86.0,6.0,35.0,53.0,43.0,9.0,53.0,,3.0,63.0,466,4.0,0.7346938775510204,1.0,,,,0.5051546391752577,0.4857142857142857,0.5142857142857142,0.494949494949495,0.4857142857142857,0.4864864864864865,0.5719424460431655,0.5,0.5625,0.020202020202020204,0.1134020618556701,0.13513513513513514,0.16666666666666666,11.366806136680614,0.6666666666666666,0.41935483870967744,,0.1956989247311828,0.10966057441253264,0.25,0.061224489795918366,0.20985691573926868,0.09622641509433963,0.13548387096774195,0.12371134020618557,0.06870229007633588,0.0660377358490566,0.04878048780487805,0.12179487179487179,0.23134328358208955,0.2342857142857143,0.2558139534883721,0.22857142857142856,0.10526315789473684,0.7474747474747475,0.5405405405405406,0.625,0.675,0.06060606060606061,0.5,0.6,1.0,0.1717171717171717,0.35294117647058826,0.35294117647058826,1.0,,0.020202020202020204,,,,0.9714285714285714,0.47058823529411764,,0.7567567567567568,0.5714285714285714,,0.05405405405405406,0.7676767676767676,,0.5505224489795918,0.5745387096774195,0.5577083333333334,0.2734375,0.2777777777777778,0.3018867924528302,0.39622641509433965,3.6082474226804124,54.35,0.3713147410358566,2.0,1.0,21.0,1.0,0.39622641509433965,,,,,,,,,1.0,,,11.0,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,0.1875,,1.0,True
