EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Technical Free Throw Trips,LongMidRangePctBlocked,Arc3PctBlocked,3SecondViolations,FTOffRebounds,Blocked3s,BlockedArc3,OffFTReboundPct,Clear Path Fouls,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,on,3pt And 1 Free Throw Trips
101110,1610612757,Martell Webster,Martell Webster,101110,POR,35430.0,590,-1,1093,1087,298.0,305,145.0,2180,32.0,51.0,7.0,11.0,9.0,14.0,4.0,10.0,12.0,39.0,17.0,40.0,1.0,3.0,7.0,15.0,14.0,60.0,1.0,4.0,4.0,23.0,48.0,100.0,31.0,100.0,47.0,236.0,1137,9.0,13.0,2.0,7.0,12.0,36.0,14.0,24.0,11.0,38.0,11.0,72.0,64.0,32.0,87.0,6.0,10.0,1.0,59.0,14.0,9.0,1.0,11.0,6.0,17.0,3.0,3.0,7.0,1.0,3.0,40.0,5.0,11.0,11.0,44.0,4.0,59.0,16.0,75.0,2.0,17.0,15.0,2.0,11.0,1.0,6.0,11.0,1.0,5.0,1.0,4.0,22.0,2.0,3.0,24.0,61.0,1.0,4.0,45.0,4.0,1.0,55.0,1.0,21.0,3.0,3.0,11.0,9.0,2.0,11.0,8.0,1.0,72.0,298.0,11.0,1.0,0.6666666666666666,0.7441860465116279,0.9354838709677419,0.31,0.2857142857142857,0.2894736842105263,0.31313131313131315,0.48,0.6923076923076923,0.5833333333333334,0.4725,0.6,0.49193548387096775,0.5221238938053098,0.6428571428571429,0.5294117647058824,0.5,0.01,0.09,0.1568627450980392,0.1,0.025,19.585987261146496,0.5,0.10256410256410256,0.12324929971988796,0.02972972972972973,0.09322033898305085,0.030120481927710843,0.11578947368421053,0.029850746268656716,0.018018018018018018,0.04395604395604396,0.02976190476190476,0.025,0.043478260869565216,0.09345794392523364,0.15463917525773196,0.12418300653594772,0.09278350515463918,0.09523809523809523,0.01904761904761905,0.7272727272727273,0.255,0.6274509803921569,0.7441860465116279,0.625,0.05,0.4,0.4444444444444444,0.75,0.195,0.3076923076923077,0.3076923076923077,0.75,0.2,0.425,0.4358974358974359,0.9411764705882353,0.3,0.23333333333333334,0.23333333333333334,0.9285714285714286,0.55,0.6363636363636364,0.2857142857142857,0.15,0.3333333333333333,1.0,0.2,0.25,1.0,0.22580645161290322,0.6428571428571429,0.24193548387096775,0.4666666666666667,0.3709677419354839,0.17391304347826086,0.755,0.23728813559322035,0.5289537878787879,0.55135625,0.5299909836065574,0.10762331838565023,0.175,0.02912621359223301,0.15254237288135594,0.3050847457627119,8.652999999999999,24.643999999999995,0.27264409881061297,,,,,,,,,,,,,True,
1889,1610612757,Andre Miller,Andre Miller,1889,POR,38796.0,647,99,1154,1137,314.0,290,167.0,2291,48.0,83.0,5.0,7.0,10.0,12.0,21.0,54.0,27.0,66.0,1.0,3.0,,,,1.0,3.0,21.0,,1.0,2.0,10.0,96.0,203.0,4.0,24.0,94.0,298.0,1188,12.0,25.0,,1.0,18.0,42.0,20.0,37.0,2.0,11.0,37.0,83.0,42.0,150.0,9.0,3.0,8.0,3.0,18.0,3.0,16.0,1.0,95.0,29.0,124.0,20.0,9.0,57.0,10.0,28.0,277.0,8.0,15.0,15.0,34.0,1.0,50.0,23.0,73.0,3.0,20.0,8.0,12.0,27.0,6.0,20.0,18.0,3.0,7.0,1.0,3.0,45.0,2.0,16.0,15.0,38.0,4.0,4.0,78.0,1.0,8.0,110.0,8.0,42.0,,15.0,,,,,,3.0,83.0,314.0,5.0,15.0,0.21875,0.22826086956521738,0.75,0.16666666666666666,,0.18181818181818182,0.19047619047619047,0.4729064039408867,0.48,0.5405405405405406,0.44933920704845814,0.46153846153846156,0.4791666666666667,0.5344202898550725,0.5675675675675675,0.6014492753623188,0.10572687224669604,0.041666666666666664,0.07881773399014778,0.10843373493975904,0.09259259259259259,,23.830734966592427,0.6,0.030303030303030304,0.08585858585858586,0.03731343283582089,0.10948905109489052,0.050314465408805034,0.09193245778611632,0.040998217468805706,0.024390243902439025,0.04424778761061947,0.04216867469879518,0.05357142857142857,0.0425531914893617,0.043478260869565216,0.06796116504854369,0.12359550561797752,0.09615384615384616,0.15151515151515152,0.02857142857142857,,0.3656387665198238,0.5783132530120482,0.6486486486486487,0.22916666666666666,0.23788546255506607,0.3888888888888889,0.42857142857142855,0.23809523809523808,0.2907488986784141,0.4090909090909091,0.421875,0.18518518518518517,0.013215859030837005,0.3333333333333333,0.3333333333333333,1.0,0.09251101321585903,0.14285714285714285,0.15,0.6666666666666666,0.2692307692307692,0.7142857142857143,,,,,0.038461538461538464,,,0.25,0.8333333333333334,0.020833333333333332,,0.20833333333333334,0.2,0.4713656387665198,0.16666666666666666,0.4672549107142857,0.44626190476190475,0.46061956521739134,0.16091954022988506,0.17721518987341772,,0.14093959731543623,0.2785234899328859,8.453201970443349,30.3625,0.2720970537261698,4.0,0.030303030303030304,0.047619047619047616,,,,,,,,,,True,
200746,1610612757,LaMarcus Aldridge,LaMarcus Aldridge,200746,POR,52729.0,879,67,1605,1575,507.0,458,200.0,3180,77.0,112.0,19.0,35.0,16.0,20.0,47.0,115.0,44.0,122.0,,1.0,,1.0,,,,7.0,,,,5.0,168.0,349.0,,8.0,89.0,425.0,1690,27.0,57.0,,1.0,17.0,71.0,42.0,80.0,,5.0,35.0,119.0,212.0,124.0,,,22.0,3.0,4.0,,18.0,,28.0,24.0,52.0,17.0,7.0,15.0,4.0,9.0,128.0,9.0,40.0,30.0,83.0,12.0,125.0,49.0,174.0,12.0,25.0,6.0,19.0,9.0,2.0,7.0,27.0,3.0,2.0,,1.0,36.0,4.0,10.0,42.0,82.0,6.0,14.0,102.0,7.0,5.0,113.0,13.0,53.0,,10.0,20.0,17.0,3.0,20.0,11.0,2.0,119.0,507.0,8.0,10.0,0.6309523809523809,0.6751592356687898,,,,,,0.4813753581661891,0.47368421052631576,0.525,0.47058823529411764,0.46551724137931033,0.49411764705882355,0.5221130221130221,0.5220588235294118,0.5721153846153846,0.022408963585434174,,0.05157593123209169,0.08035714285714286,0.06086956521739131,,24.194429273620973,0.25,0.19672131147540983,0.16023166023166024,0.07561436672967864,0.15873015873015872,0.04017857142857143,0.15983026874115983,0.0650730411686587,0.11194029850746269,0.07894736842105263,0.053497942386831275,0.05063291139240506,0.015151515151515152,0.13855421686746988,0.17123287671232876,0.16990291262135923,0.16083916083916083,0.15217391304347827,0.0718562874251497,0.55,0.3137254901960784,0.6875,0.7475728155339806,0.7662337662337663,0.32212885154061627,0.40869565217391307,0.4351851851851852,0.2978723404255319,0.34173669467787116,0.36065573770491804,0.36666666666666664,0.75,0.0028011204481792717,,,,0.0196078431372549,,,,0.603448275862069,0.5428571428571428,0.3157894736842105,0.017241379310344827,,,,,,0.23529411764705882,0.8,,,0.058823529411764705,,0.33613445378151263,,0.45465677966101703,0.4955899999999999,0.43228795180722884,0.13350125944584382,0.13624678663239073,,0.16705882352941176,0.28,9.333237822349572,40.25000000000001,0.31588785046728973,,0.01639344262295082,,4.0,,,,,,,,,True,
200750,1610612757,Brandon Roy,Brandon Roy,200750,POR,31812.0,530,2,978,964,393.0,337,142.0,1942,33.0,61.0,6.0,14.0,21.0,30.0,18.0,41.0,34.0,88.0,5.0,12.0,,3.0,1.0,4.0,9.0,45.0,1.0,3.0,3.0,25.0,85.0,190.0,14.0,57.0,82.0,294.0,1082,11.0,25.0,1.0,6.0,7.0,32.0,44.0,87.0,4.0,29.0,50.0,150.0,50.0,120.0,30.0,12.0,10.0,1.0,44.0,9.0,19.0,,42.0,27.0,69.0,17.0,10.0,19.0,5.0,18.0,165.0,5.0,14.0,9.0,32.0,8.0,49.0,22.0,71.0,5.0,11.0,5.0,6.0,16.0,4.0,10.0,13.0,1.0,6.0,2.0,1.0,29.0,4.0,11.0,12.0,39.0,2.0,3.0,86.0,1.0,6.0,106.0,6.0,32.0,4.0,18.0,5.0,2.0,3.0,6.0,4.0,,150.0,393.0,6.0,18.0,0.29411764705882354,0.3125,0.7142857142857143,0.24561403508771928,0.16666666666666666,0.13793103448275862,0.25,0.4473684210526316,0.44,0.5057471264367817,0.4291497975708502,0.4032258064516129,0.43103448275862066,0.49830508474576274,0.45714285714285713,0.5244755244755245,0.23076923076923078,,0.1,0.22950819672131148,0.024390243902439025,,28.396143733567047,0.5517241379310345,0.18604651162790697,0.0975609756097561,0.04154302670623145,0.08411214953271028,0.037037037037037035,0.09425287356321839,0.04025423728813559,0.04081632653061224,0.07777777777777778,0.020134228187919462,0.04395604395604396,0.022727272727272728,0.08035714285714286,0.08433734939759036,0.12030075187969924,0.08,0.09375,0.040983606557377046,0.6666666666666666,0.24696356275303644,0.5409836065573771,0.7021276595744681,0.36363636363636365,0.1659919028340081,0.43902439024390244,0.45,0.1111111111111111,0.3562753036437247,0.38636363636363635,0.40476190476190477,0.3235294117647059,0.048582995951417005,0.4166666666666667,0.4166666666666667,0.8,0.18218623481781376,0.2,0.2,0.6666666666666666,0.45161290322580644,0.42857142857142855,0.16666666666666666,0.0967741935483871,,,0.0967741935483871,0.3333333333333333,1.0,0.25862068965517243,0.7,0.034482758620689655,0.25,0.21551724137931033,0.12,0.4777327935222672,0.20454545454545456,0.4525455102040815,0.48807115384615396,0.44155173913043483,0.1299638989169675,0.14814814814814814,0.06557377049180328,0.10884353741496598,0.5102040816326531,10.486315789473682,25.736842105263158,0.401840490797546,,0.045454545454545456,,,3.0,1.0,1.0,0.12,,,,,True,
201164,1610612757,Rudy Fernandez,Rudy Fernandez,201164,POR,86439.0,1441,39,2652,2628,806.0,805,355.0,5280,30.0,47.0,2.0,5.0,7.0,12.0,12.0,39.0,20.0,71.0,21.0,68.0,2.0,10.0,7.0,18.0,77.0,198.0,7.0,16.0,22.0,65.0,62.0,157.0,98.0,266.0,85.0,503.0,2816,5.0,9.0,9.0,26.0,3.0,40.0,16.0,39.0,29.0,83.0,41.0,160.0,74.0,50.0,243.0,51.0,4.0,1.0,197.0,77.0,12.0,,106.0,21.0,127.0,11.0,10.0,58.0,13.0,35.0,275.0,12.0,23.0,39.0,87.0,3.0,129.0,35.0,164.0,5.0,62.0,42.0,20.0,34.0,14.0,27.0,38.0,3.0,7.0,1.0,9.0,72.0,5.0,17.0,35.0,87.0,2.0,9.0,104.0,2.0,20.0,98.0,7.0,27.0,1.0,19.0,10.0,7.0,2.0,11.0,7.0,2.0,160.0,806.0,11.0,16.0,0.5967741935483871,0.6166666666666667,0.826530612244898,0.3684210526315789,0.34615384615384615,0.3493975903614458,0.36981132075471695,0.39490445859872614,0.5555555555555556,0.41025641025641024,0.4940898345153664,0.5285714285714286,0.48770491803278687,0.5334773218142549,0.5416666666666666,0.545774647887324,0.6288416075650118,,0.07643312101910828,0.1276595744680851,0.07692307692307693,,17.45098039215686,0.4722222222222222,0.030927835051546393,0.09965635738831616,0.025727069351230425,0.12871287128712872,0.032,0.10714285714285714,0.027580772261623327,0.019305019305019305,0.025974025974025976,0.0297029702970297,0.027450980392156862,0.041666666666666664,0.07317073170731707,0.1,0.12078651685393259,0.12608695652173912,0.136986301369863,0.020833333333333332,0.6363636363636364,0.1111111111111111,0.6382978723404256,0.7317073170731707,0.6333333333333333,0.09219858156028368,0.3076923076923077,0.3333333333333333,0.6666666666666666,0.16784869976359337,0.28169014084507044,0.29411764705882354,0.5,0.1607565011820331,0.3088235294117647,0.3088235294117647,0.9523809523809523,0.46808510638297873,0.3888888888888889,0.3888888888888889,0.7922077922077922,0.14285714285714285,0.4,,0.2857142857142857,0.2,1.0,0.45714285714285713,0.4375,0.7142857142857143,0.09836065573770492,0.5833333333333334,0.14754098360655737,0.3888888888888889,0.5327868852459017,0.3384615384615385,0.7399527186761229,0.39086294416243655,0.5097684834123223,0.5442812499999999,0.4916475206611569,0.06306306306306306,0.15254237288135594,0.003745318352059925,0.07952286282306163,0.31809145129224653,10.75923566878981,24.809774436090226,0.30392156862745096,11.0,0.04225352112676056,,,,1.0,1.0,,1.0,1.0,,,True,
201141,1610612757,Greg Oden,Greg Oden,201141,POR,9539.0,159,19,276,269,63.0,52,42.0,545,27.0,39.0,11.0,17.0,6.0,7.0,4.0,11.0,,,,,,,,,,,,,,,31.0,50.0,,,13.0,75.0,307,11.0,17.0,,,8.0,30.0,6.0,8.0,,,4.0,16.0,38.0,24.0,,,10.0,,,,6.0,,6.0,1.0,7.0,1.0,,3.0,1.0,2.0,15.0,5.0,15.0,5.0,24.0,4.0,33.0,20.0,53.0,2.0,,,,5.0,,1.0,10.0,,4.0,,1.0,15.0,1.0,3.0,12.0,31.0,7.0,5.0,22.0,2.0,1.0,20.0,4.0,9.0,,3.0,15.0,11.0,4.0,15.0,10.0,3.0,16.0,63.0,1.0,3.0,0.6129032258064516,0.7307692307692307,,,,,,0.62,0.6470588235294118,0.75,0.62,0.6470588235294118,0.75,0.646551724137931,0.7142857142857143,0.6666666666666666,,,0.12,0.1282051282051282,0.09090909090909091,,22.46153846153846,0.3333333333333333,0.4,0.21052631578947367,0.18518518518518517,0.2,0.125,0.20863309352517986,0.1652892561983471,0.10714285714285714,0.2222222222222222,0.23076923076923078,0.16,0.06666666666666667,0.12121212121212122,0.32,0.21428571428571427,0.16666666666666666,0.2857142857142857,0.15384615384615385,0.6666666666666666,0.78,0.6923076923076923,0.7941176470588235,0.6666666666666666,0.22,0.36363636363636365,0.4,0.25,,,,,,,,,,,,,1.0,0.6470588235294118,0.45454545454545453,,,,,,,0.875,0.8571428571428571,,,,,0.78,,0.540624,0.5731454545454546,0.6147875,0.16363636363636364,0.16363636363636364,,0.4,0.21333333333333335,2.006,,0.22826086956521738,,,,4.0,,,,,,,,,True,
201587,1610612757,Nicolas Batum,Nicolas Batum,201587,POR,18194.0,303,35,574,573,163.0,215,67.0,1147,25.0,32.0,7.0,8.0,10.0,10.0,3.0,7.0,10.0,20.0,4.0,17.0,1.0,3.0,1.0,1.0,10.0,25.0,1.0,3.0,4.0,12.0,38.0,59.0,14.0,42.0,19.0,137.0,628,7.0,9.0,2.0,6.0,2.0,22.0,11.0,12.0,5.0,13.0,9.0,46.0,52.0,24.0,42.0,,8.0,,25.0,10.0,3.0,,14.0,4.0,18.0,4.0,,6.0,,8.0,40.0,7.0,10.0,16.0,24.0,10.0,50.0,17.0,67.0,1.0,5.0,3.0,2.0,5.0,,4.0,5.0,1.0,1.0,1.0,2.0,10.0,1.0,3.0,10.0,36.0,2.0,1.0,25.0,,6.0,21.0,5.0,11.0,,2.0,5.0,5.0,,5.0,2.0,,46.0,163.0,8.0,2.0,0.6842105263157895,0.7647058823529411,1.0,0.3333333333333333,0.3333333333333333,0.38461538461538464,0.3333333333333333,0.6440677966101694,0.7777777777777778,0.9166666666666666,0.5841584158415841,0.6666666666666666,0.74,0.6284403669724771,0.6875,0.7666666666666667,0.4158415841584158,,0.05084745762711865,0.0625,0.14285714285714285,,18.335901386748844,0.5,0.35714285714285715,0.13953488372093023,0.057803468208092484,0.22535211267605634,0.0945945945945946,0.1646090534979424,0.06882591093117409,0.04878048780487805,0.0625,0.05952380952380952,0.0784313725490196,0.13043478260869565,0.1791044776119403,0.14,0.09090909090909091,0.22,0.23809523809523808,0.022727272727272728,0.4,0.31683168316831684,0.78125,0.8333333333333334,0.68,0.06930693069306931,0.42857142857142855,0.5,1.0,0.19801980198019803,0.5,0.5,0.6,0.16831683168316833,0.23529411764705882,0.23529411764705882,1.0,0.24752475247524752,0.4,0.4,1.0,0.5333333333333333,0.875,0.42857142857142855,0.2,0.3333333333333333,1.0,0.2,0.3333333333333333,1.0,0.4,1.0,0.04,1.0,0.48,0.3333333333333333,0.7326732673267327,0.4,0.5375549504950495,0.569609090909091,0.548458,0.102803738317757,0.16923076923076924,,0.16058394160583941,0.3357664233576642,7.51186440677966,24.27619047619048,0.28397212543554007,,,,,,,,,,,1.0,,True,
201965,1610612757,Jeff Ayres,Jeff Ayres,201965,POR,7684.0,128,-42,249,248,87.0,108,31.0,497,7.0,8.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,,,,,,,,,,,,,10.0,15.0,,,7.0,27.0,287,1.0,2.0,,,4.0,6.0,3.0,5.0,,,6.0,12.0,20.0,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,3.0,3.0,1.0,2.0,16.0,3.0,21.0,4.0,25.0,,4.0,2.0,2.0,,,,5.0,1.0,,,,5.0,2.0,2.0,19.0,30.0,2.0,3.0,8.0,1.0,2.0,8.0,,4.0,,,5.0,4.0,1.0,6.0,2.0,,12.0,87.0,4.0,,1.0,1.0,,,,,,0.6666666666666666,0.5,0.6,0.6666666666666666,0.5,0.6,0.7105263157894737,0.75,0.75,,,0.06666666666666667,,0.3333333333333333,,8.421052631578947,,0.375,0.21333333333333335,0.0125,0.08333333333333333,0.075,0.18181818181818182,0.03333333333333333,,,0.02564102564102564,0.08695652173913043,0.058823529411764705,0.16,0.17391304347826086,0.2962962962962963,0.1111111111111111,,,0.3333333333333333,0.5333333333333333,0.875,0.875,1.0,0.2,0.3333333333333333,0.5,1.0,0.26666666666666666,0.5,0.5,1.0,,,,,,,,,1.0,0.5,1.0,,,,,,,0.6,1.0,,,,,0.5333333333333333,,0.5404866666666667,0.6322,0.5574600000000001,0.21052631578947367,0.21052631578947367,,0.2222222222222222,0.4444444444444444,6.553333333333334,,0.3493975903614458,,,,,,1.0,1.0,,,,1.0,1.0,True,
201967,1610612757,Dante Cunningham,Dante Cunningham,201967,POR,23723.0,395,80,739,740,204.0,228,104.0,1479,19.0,31.0,9.0,16.0,2.0,5.0,6.0,16.0,34.0,76.0,,,,,,,,1.0,,,,,59.0,123.0,,1.0,14.0,132.0,747,12.0,21.0,,,4.0,28.0,14.0,27.0,,,5.0,33.0,94.0,24.0,,,14.0,1.0,,,6.0,,4.0,5.0,9.0,4.0,1.0,2.0,1.0,1.0,23.0,14.0,22.0,11.0,39.0,7.0,57.0,36.0,93.0,,14.0,6.0,8.0,4.0,,,4.0,1.0,4.0,,,8.0,,2.0,25.0,53.0,5.0,3.0,26.0,4.0,1.0,25.0,3.0,13.0,,1.0,13.0,12.0,1.0,14.0,5.0,2.0,33.0,204.0,5.0,1.0,0.7966101694915254,0.9038461538461539,,,,,,0.4796747967479675,0.5714285714285714,0.5185185185185185,0.47580645161290325,0.5714285714285714,0.5185185185185185,0.4888888888888889,0.5833333333333334,0.532258064516129,0.008064516129032258,,0.04878048780487805,0.12903225806451613,0.0625,,16.686114352392064,0.5,0.22580645161290322,0.17256637168141592,0.08835341365461848,0.11224489795918367,0.14736842105263157,0.15432098765432098,0.10465116279069768,0.16216216216216217,0.08333333333333333,0.047244094488188976,0.14754098360655737,0.14705882352941177,0.13157894736842105,0.18181818181818182,0.20238095238095238,0.11538461538461539,0.1,,0.35714285714285715,0.25,0.6129032258064516,0.7037037037037037,0.5263157894736842,0.12903225806451613,0.375,0.4,0.6666666666666666,0.6129032258064516,0.4473684210526316,0.4533333333333333,0.9705882352941176,,,,,0.008064516129032258,,,,0.7619047619047619,0.5625,0.1111111111111111,,,,,,,0.18518518518518517,0.4,,,,,0.25806451612903225,,0.44775609756097573,0.5219312500000001,0.4222222222222222,0.09701492537313433,0.09774436090225563,,0.21212121212121213,0.25,12.795934959349593,54.1,0.27604871447902574,,0.013157894736842105,,,,1.0,1.0,,,,4.0,,True,
2038,1610612757,Joel Przybilla,Joel Przybilla,2038,POR,15581.0,260,-6,479,482,165.0,153,60.0,961,15.0,36.0,4.0,16.0,6.0,10.0,,,,,,,,,,,,,,,,,15.0,36.0,,,12.0,42.0,483,4.0,16.0,,,3.0,11.0,6.0,10.0,,,6.0,18.0,22.0,8.0,,,8.0,,,,7.0,,3.0,1.0,4.0,,1.0,3.0,,,9.0,4.0,31.0,8.0,46.0,5.0,59.0,35.0,94.0,6.0,2.0,1.0,1.0,5.0,,2.0,11.0,2.0,3.0,,2.0,16.0,2.0,4.0,19.0,39.0,6.0,3.0,25.0,7.0,3.0,21.0,1.0,10.0,,1.0,21.0,18.0,3.0,21.0,10.0,2.0,18.0,165.0,3.0,1.0,0.7333333333333333,1.0,,,,,,0.4166666666666667,0.25,0.6,0.4166666666666667,0.25,0.6,0.45652173913043476,0.3055555555555556,0.5294117647058824,,,0.19444444444444445,0.19444444444444445,,,11.293260473588342,0.3125,0.5,0.23232323232323232,0.2012987012987013,0.19047619047619047,0.05714285714285714,0.225,0.15625,0.2830188679245283,0.15384615384615385,0.16129032258064516,,0.16,0.10810810810810811,0.425531914893617,0.23376623376623376,0.13793103448275862,0.3076923076923077,0.42857142857142855,0.47619047619047616,1.0,0.4166666666666667,0.5172413793103449,0.7333333333333333,,,,,,,,,,,,,,,,,1.0,0.25,,,,,,,,1.0,0.6,,,,,1.0,,0.5758722222222222,0.5703599999999999,0.59066,0.2222222222222222,0.2222222222222222,,0.2619047619047619,0.42857142857142855,0.15555555555555556,,0.3444676409185804,,,,4.0,,,,,,,1.0,,True,
