EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,Fg3aBlocked,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,BlockedCorner3,Clear Path Fouls
101154,1610612764,Andray Blatche,Andray Blatche,101154,WAS,44058.0,734,-128,1387,1389,318.0,362,190.0,2776,68.0,124.0,23.0,40.0,20.0,32.0,33.0,90.0,31.0,85.0,2.0,3.0,1.0,2.0,10.0,1.0,5.0,132.0,299.0,4.0,13.0,54.0,330.0,1538,33.0,61.0,1.0,10.0,76.0,33.0,69.0,6.0,12.0,78.0,128.0,136.0,9.0,3.0,32.0,2.0,8.0,2.0,29.0,28.0,10.0,38.0,8.0,2.0,20.0,3.0,5.0,86.0,8.0,57.0,2.0,29.0,74.0,19.0,122.0,67.0,189.0,9.0,30.0,16.0,14.0,25.0,3.0,8.0,31.0,2.0,17.0,1.0,10.0,56.0,8.0,15.0,43.0,96.0,6.0,11.0,71.0,3.0,10.0,71.0,9.0,39.0,1.0,29.0,15.0,14.0,29.0,13.0,2.0,1.0,2.0,1.0,78.0,318.0,12.0,1.0,0.48484848484848486,0.5517241379310345,0.75,0.3076923076923077,0.36363636363636365,0.4414715719063545,0.5409836065573771,0.4782608695652174,0.4423076923076923,0.532258064516129,0.44,0.48104956268221577,0.5588235294117647,0.4875,0.041666666666666664,0.09698996655518395,0.12903225806451613,0.13333333333333333,0.011764705882352941,24.66007416563659,0.44642857142857145,0.4523809523809524,0.05128205128205128,0.16554809843400448,0.10017574692442882,0.17791411042944785,0.06153846153846154,0.16885245901639345,0.09298998569384835,0.1286549707602339,0.13291139240506328,0.058333333333333334,0.06593406593406594,0.05128205128205128,0.16153846153846155,0.16428571428571428,0.1694915254237288,0.18333333333333332,0.16279069767441862,0.06428571428571428,0.4482758620689655,0.3974358974358974,0.5483870967741935,0.6296296296296297,0.5,0.28846153846153844,0.36666666666666664,0.4230769230769231,0.36363636363636365,0.2724358974358974,0.36470588235294116,0.36904761904761907,0.5806451612903226,0.009615384615384616,0.6666666666666666,0.6666666666666666,1.0,0.03205128205128205,0.2,0.2,0.5,0.6451612903225806,0.575,0.21739130434782608,0.016129032258064516,0.4266666666666667,0.625,0.013333333333333334,0.06666666666666667,0.4391025641025641,0.25,0.47158543689320387,0.49955499999999997,0.46285273972602725,0.11403508771929824,0.11854103343465046,0.23030303030303031,0.23636363636363636,8.211371237458193,30.676923076923075,0.22927180966113914,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101177,1610612764,Fabricio Oberto,Fabricio Oberto,101177,WAS,10996.0,183,-53,328,334,61.0,131,48.0,662,9.0,13.0,3.0,5.0,1.0,1.0,2.0,3.0,,,,,,,,,,11.0,16.0,,,8.0,30.0,366,4.0,7.0,,2.0,10.0,1.0,1.0,,4.0,6.0,22.0,,,,,,,,,10.0,,10.0,,,4.0,2.0,4.0,20.0,,10.0,1.0,3.0,15.0,1.0,19.0,11.0,30.0,,1.0,,1.0,2.0,,2.0,3.0,1.0,,,,5.0,,1.0,28.0,47.0,5.0,2.0,19.0,,10.0,8.0,,4.0,,5.0,5.0,,5.0,2.0,,,,,6.0,61.0,4.0,,1.0,1.0,,,,0.6875,0.5714285714285714,1.0,0.6875,0.5714285714285714,1.0,0.75,0.625,1.0,,,,,,6.426735218508997,0.4,0.05555555555555555,0.1111111111111111,0.11450381679389313,0.0684931506849315,0.1,,0.11180124223602485,0.05813953488372093,0.06976744186046512,0.08333333333333333,0.05970149253731343,,,0.09090909090909091,0.13953488372093023,0.10909090909090909,0.09090909090909091,0.125,,0.4,0.8125,0.6923076923076923,0.6923076923076923,1.0,0.1875,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,0.7142857142857143,0.6,1.0,,1.0,1.0,,,0.8125,,0.518325,0.4948714285714285,0.5678,0.2,0.2,0.3333333333333333,0.2,2.7125,,0.18597560975609756,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1712,1610612764,Antawn Jamison,Antawn Jamison,1712,WAS,30011.0,500,-111,957,950,279.0,304,130.0,1907,36.0,63.0,12.0,26.0,7.0,12.0,19.0,50.0,14.0,46.0,3.0,13.0,4.0,15.0,41.0,2.0,8.0,69.0,159.0,18.0,54.0,46.0,238.0,1100,15.0,32.0,2.0,4.0,37.0,16.0,32.0,12.0,20.0,67.0,86.0,52.0,54.0,,16.0,,41.0,15.0,9.0,12.0,2.0,14.0,2.0,,9.0,,3.0,30.0,4.0,29.0,,14.0,53.0,15.0,82.0,33.0,115.0,5.0,18.0,7.0,11.0,11.0,1.0,7.0,6.0,,4.0,,,17.0,1.0,2.0,25.0,42.0,3.0,5.0,74.0,3.0,4.0,72.0,4.0,28.0,9.0,4.0,2.0,2.0,4.0,1.0,,,,,67.0,279.0,6.0,6.0,0.6231884057971014,0.7049180327868853,1.0,0.3333333333333333,0.3333333333333333,0.4339622641509434,0.46875,0.5,0.4507042253521127,0.4852941176470588,0.5340909090909091,0.4817813765182186,0.5,0.5677966101694916,0.2535211267605634,0.05660377358490566,0.06349206349206349,0.08,0.021739130434782608,23.667570009033422,0.6470588235294118,0.4411764705882353,,0.16158536585365854,0.07651715039577836,0.12962962962962962,0.039603960396039604,0.1536697247706422,0.06875,0.08653846153846154,0.09090909090909091,0.06060606060606061,0.038461538461538464,0.043478260869565216,0.13402061855670103,0.20754716981132076,0.144,0.14285714285714285,0.0967741935483871,0.043478260869565216,0.25,0.29577464788732394,0.5714285714285714,0.6101694915254238,0.5,0.2347417840375587,0.38,0.41304347826086957,0.6842105263157895,0.215962441314554,0.30434782608695654,0.3111111111111111,0.8571428571428571,0.06103286384976526,0.23076923076923078,0.23076923076923078,1.0,0.19248826291079812,0.36585365853658536,0.375,1.0,0.7647058823529411,0.46153846153846156,0.16666666666666666,0.058823529411764705,0.2727272727272727,0.5833333333333334,0.09090909090909091,0.18181818181818182,0.5492957746478874,0.36585365853658536,0.4891791079812206,0.5411533333333334,0.4837420454545455,0.12184873949579832,0.15300546448087432,0.15546218487394958,0.2815126050420168,8.408176100628932,24.90925925925926,0.29153605015673983,1.0,1.0,4.0,1.0,5.0,1.0,1.0,0.5,0.4166666666666667,0.018518518518518517,0.024390243902439025,0.5,1.0,0.25,0.5,0.01818181818181818,,,,,,,,,,True,,
1863,1610612764,Earl Boykins,Earl Boykins,1863,WAS,67017.0,1117,-233,2111,2108,558.0,635,287.0,4219,36.0,60.0,2.0,2.0,9.0,12.0,50.0,108.0,67.0,175.0,3.0,14.0,2.0,16.0,46.0,6.0,15.0,153.0,343.0,19.0,60.0,77.0,440.0,2369,13.0,25.0,6.0,7.0,45.0,33.0,87.0,17.0,42.0,117.0,52.0,254.0,42.0,15.0,2.0,,46.0,16.0,24.0,123.0,48.0,171.0,31.0,17.0,54.0,18.0,51.0,390.0,7.0,10.0,,9.0,49.0,,58.0,17.0,75.0,3.0,24.0,10.0,14.0,41.0,5.0,28.0,28.0,8.0,13.0,,9.0,69.0,3.0,18.0,18.0,48.0,,,74.0,,9.0,89.0,4.0,18.0,19.0,2.0,1.0,,3.0,,,,,,117.0,558.0,8.0,18.0,0.16993464052287582,0.17105263157894737,0.7368421052631579,0.31666666666666665,0.31666666666666665,0.446064139941691,0.52,0.3793103448275862,0.45037220843672454,0.6129032258064516,0.3605769230769231,0.4897260273972603,0.6323529411764706,0.4523809523809524,0.1488833746898263,0.06997084548104957,0.16666666666666666,0.07407407407407407,0.03428571428571429,20.67699836867863,0.5942028985507246,,,0.06872370266479663,0.011778563015312132,0.036585365853658534,0.03398058252427184,0.06047966631908238,0.016113744075829384,0.008403361344537815,0.004201680672268907,0.01876675603217158,0.013793103448275862,0.08196721311475409,0.07906976744186046,0.051643192488262914,0.07368421052631578,0.03296703296703297,0.046875,0.015306122448979591,,0.1488833746898263,0.6,0.72,0.3055555555555556,0.2679900744416873,0.46296296296296297,0.5,0.12,0.43424317617866004,0.38285714285714284,0.39644970414201186,0.13432835820895522,0.034739454094292806,0.21428571428571427,0.21428571428571427,1.0,0.1141439205955335,0.34782608695652173,0.35555555555555557,0.6875,0.06451612903225806,1.0,0.5,0.1935483870967742,0.11538461538461539,0.75,0.019230769230769232,0.14423076923076922,0.2977667493796526,0.34782608695652173,0.44926952736318393,0.42694827586206907,0.42437378640776696,0.0477326968973747,0.05042016806722689,0.10227272727272728,0.26590909090909093,12.197376093294462,25.148333333333326,0.26432970156324015,,4.0,3.0,4.0,3.0,1.0,2.0,0.6666666666666666,0.17647058823529413,0.016666666666666666,0.021739130434782608,0.6666666666666666,1.0,,0.2,0.03225806451612903,13.0,1.0,1.0,1.0,,,,,,True,,
200751,1610612764,Randy Foye,Randy Foye,200751,WAS,11736.0,196,-57,377,368,84.0,82,48.0,745,1.0,8.0,,,1.0,2.0,2.0,8.0,15.0,29.0,3.0,8.0,,5.0,13.0,2.0,4.0,18.0,45.0,8.0,21.0,22.0,82.0,420,2.0,5.0,2.0,2.0,9.0,6.0,8.0,4.0,7.0,25.0,12.0,24.0,21.0,3.0,,1.0,12.0,5.0,8.0,11.0,4.0,15.0,3.0,1.0,4.0,2.0,5.0,34.0,,2.0,,5.0,6.0,,11.0,2.0,13.0,1.0,6.0,2.0,4.0,5.0,1.0,4.0,9.0,1.0,1.0,1.0,,14.0,,2.0,6.0,18.0,,6.0,16.0,1.0,1.0,26.0,,8.0,3.0,2.0,1.0,1.0,2.0,,,,,,25.0,84.0,,3.0,0.3333333333333333,0.3333333333333333,0.875,0.38095238095238093,0.4,0.4,0.4,0.75,0.45454545454545453,0.5,0.75,0.5256410256410257,0.5625,0.78125,0.3181818181818182,0.17777777777777778,0.75,0.25,,21.10091743119266,0.35714285714285715,,,0.047619047619047616,0.011904761904761904,0.1111111111111111,,0.06432748538011696,0.00980392156862745,,0.041666666666666664,,,,,0.046511627906976744,0.08,0.08571428571428572,0.2,0.03225806451612903,,0.12121212121212122,0.125,0.5,,0.12121212121212122,0.25,0.3333333333333333,0.5,0.4393939393939394,0.5172413793103449,0.5172413793103449,0.3333333333333333,0.12121212121212122,0.375,0.375,1.0,0.19696969696969696,0.38461538461538464,0.38461538461538464,0.8,,,,0.2857142857142857,0.16666666666666666,0.5,,0.3333333333333333,0.4393939393939394,0.4166666666666667,0.46357615384615386,0.4223333333333333,0.4744363636363636,0.12,0.1509433962264151,0.10975609756097561,0.3048780487804878,14.077777777777781,25.447619047619046,0.22281167108753316,,1.0,2.0,1.0,2.0,,1.0,0.5,0.5,,,0.5,,,0.5,0.045454545454545456,1.0,,,,,,,,,True,,
2406,1610612764,Caron Butler,Caron Butler,2406,WAS,29447.0,491,-53,950,941,321.0,344,113.0,1891,22.0,48.0,6.0,12.0,6.0,18.0,6.0,25.0,39.0,87.0,2.0,6.0,2.0,6.0,28.0,1.0,15.0,67.0,160.0,8.0,34.0,58.0,216.0,1042,8.0,15.0,2.0,8.0,27.0,18.0,48.0,17.0,23.0,68.0,72.0,62.0,9.0,15.0,12.0,2.0,26.0,6.0,8.0,22.0,6.0,28.0,4.0,2.0,10.0,4.0,8.0,62.0,5.0,17.0,,21.0,39.0,5.0,65.0,22.0,87.0,7.0,19.0,12.0,7.0,9.0,1.0,4.0,20.0,2.0,5.0,3.0,4.0,29.0,4.0,9.0,14.0,36.0,,8.0,43.0,,,65.0,6.0,25.0,6.0,4.0,2.0,2.0,4.0,3.0,1.0,,1.0,1.0,68.0,321.0,6.0,6.0,0.5373134328358209,0.5901639344262295,0.375,0.23529411764705882,0.25,0.41875,0.5333333333333333,0.375,0.4072164948453608,0.5588235294117647,0.34615384615384615,0.4772727272727273,0.6190476190476191,0.42857142857142855,0.17525773195876287,0.05,0.10416666666666667,0.08,0.011494252873563218,22.99168975069252,0.3103448275862069,0.11363636363636363,,0.13356164383561644,0.04815864022662889,0.17796610169491525,0.058823529411764705,0.14634146341463414,0.0502283105022831,0.0963855421686747,0.05263157894736842,0.019230769230769232,0.06779661016949153,0.038461538461538464,0.12987012987012986,0.07446808510638298,0.18181818181818182,0.1951219512195122,0.1388888888888889,0.06862745098039216,0.75,0.24742268041237114,0.4583333333333333,0.5116279069767442,0.5,0.12886597938144329,0.24,0.2608695652173913,,0.4484536082474227,0.4482758620689655,0.45348837209302323,0.6410256410256411,0.030927835051546393,0.3333333333333333,0.3333333333333333,0.5,0.14432989690721648,0.21428571428571427,0.2222222222222222,0.3333333333333333,0.7058823529411765,0.5,,0.058823529411764705,0.27692307692307694,0.3333333333333333,0.03076923076923077,0.23076923076923078,0.422680412371134,0.23076923076923078,0.4639371052631579,0.5548571428571429,0.4612303278688526,0.12149532710280374,0.13966480446927373,0.125,0.3148148148148148,11.601875000000001,28.326470588235296,0.33789473684210525,1.0,,2.0,1.0,3.0,1.0,1.0,0.5,0.17647058823529413,0.029411764705882353,0.03571428571428571,,,0.5,0.13333333333333333,0.02857142857142857,6.0,,,,1.0,1.0,0.058823529411764705,1.0,,True,,
2624,1610612764,Quinton Ross,Quinton Ross,2624,WAS,6410.0,107,-47,199,206,25.0,60,24.0,405,2.0,9.0,,2.0,,2.0,,1.0,4.0,12.0,1.0,4.0,,,1.0,,1.0,6.0,22.0,1.0,5.0,1.0,16.0,229,1.0,4.0,,,2.0,,3.0,1.0,1.0,1.0,12.0,,3.0,,,1.0,,,2.0,2.0,,2.0,,,1.0,,1.0,4.0,,4.0,,3.0,7.0,1.0,11.0,4.0,15.0,,2.0,2.0,,3.0,,1.0,,,2.0,,,3.0,1.0,1.0,8.0,16.0,,,4.0,,1.0,3.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,1.0,25.0,3.0,1.0,1.0,1.0,1.0,0.2,0.25,0.2727272727272727,0.25,,0.2777777777777778,0.25,,0.2857142857142857,0.25,0.1,0.18518518518518517,0.09090909090909091,0.2222222222222222,,,13.596491228070176,1.0,0.2,,0.1111111111111111,0.04081632653061224,0.10344827586206896,,0.10869565217391304,0.0380952380952381,0.05263157894736842,0.045454545454545456,0.02631578947368421,,,0.13043478260869565,0.1111111111111111,0.0967741935483871,0.125,,,,0.3333333333333333,0.2222222222222222,0.2857142857142857,1.0,0.037037037037037035,,,,0.4444444444444444,0.3333333333333333,0.3333333333333333,1.0,0.14814814814814814,0.25,0.25,1.0,0.037037037037037035,,,,0.5,,,,0.5,,,0.25,0.5185185185185185,,0.4695538461538462,0.479325,0.46003333333333335,0.037037037037037035,0.045454545454545456,0.125,0.0625,11.404545454545454,28.3,0.12562814070351758,,,,,,,,,,,,,,,,,,,,1.0,,,,,,True,,
200839,1610612764,Mike Harris,Mike Harris,200839,WAS,78.0,1,-4,2,3,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201154,1610612764,Al Thornton,Al Thornton,201154,WAS,9928.0,165,-22,300,294,54.0,70,49.0,594,9.0,16.0,2.0,2.0,1.0,3.0,3.0,8.0,10.0,23.0,,,,,2.0,,1.0,22.0,47.0,,2.0,21.0,65.0,334,3.0,4.0,,7.0,13.0,2.0,5.0,1.0,13.0,17.0,30.0,14.0,,,4.0,,2.0,,3.0,5.0,3.0,8.0,3.0,,1.0,2.0,2.0,19.0,2.0,6.0,,7.0,10.0,2.0,19.0,8.0,27.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,,1.0,1.0,1.0,7.0,,2.0,10.0,18.0,,1.0,27.0,2.0,2.0,29.0,1.0,12.0,3.0,5.0,3.0,2.0,5.0,3.0,,,,,17.0,54.0,3.0,3.0,0.6818181818181818,0.75,,,,0.46808510638297873,0.75,0.4,0.4489795918367347,0.75,0.3333333333333333,0.5158730158730159,0.8125,0.6071428571428571,0.04081632653061224,0.06382978723404255,0.1875,,,19.886363636363637,0.42857142857142855,0.14285714285714285,,0.1,0.046875,0.25,0.08695652173913043,0.1328125,0.052980132450331126,0.05714285714285714,,0.06451612903225806,0.0625,0.14285714285714285,0.17647058823529413,0.043478260869565216,0.06976744186046512,0.23809523809523808,0.2857142857142857,0.043478260869565216,0.6,0.32653061224489793,0.5625,0.6923076923076923,0.6666666666666666,0.16326530612244897,0.375,0.375,0.6666666666666666,0.46938775510204084,0.43478260869565216,0.43478260869565216,0.7,,,,,0.04081632653061224,,,,0.5,1.0,,,0.5,0.3333333333333333,,0.16666666666666666,0.3673469387755102,,0.44810204081632654,0.39649999999999996,0.40220000000000006,0.2,0.20689655172413793,0.2,0.26153846153846155,10.455319148936171,25.450000000000003,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201156,1610612764,Nick Young,Nick Young,201156,WAS,26512.0,442,-113,827,825,197.0,224,114.0,1652,17.0,32.0,6.0,10.0,4.0,4.0,5.0,19.0,27.0,73.0,9.0,23.0,6.0,13.0,41.0,6.0,11.0,49.0,124.0,22.0,64.0,34.0,198.0,938,7.0,15.0,9.0,1.0,18.0,9.0,21.0,17.0,11.0,41.0,48.0,50.0,60.0,6.0,2.0,1.0,40.0,13.0,6.0,14.0,2.0,16.0,2.0,,7.0,3.0,4.0,34.0,2.0,6.0,,7.0,16.0,,23.0,8.0,31.0,2.0,10.0,5.0,5.0,5.0,2.0,2.0,12.0,4.0,3.0,1.0,1.0,17.0,,4.0,27.0,52.0,,3.0,31.0,1.0,4.0,45.0,3.0,18.0,3.0,3.0,,3.0,3.0,1.0,,,,,41.0,197.0,1.0,2.0,0.4897959183673469,0.5,0.9090909090909091,0.34375,0.3492063492063492,0.3951612903225806,0.4666666666666667,0.42857142857142855,0.43617021276595747,0.3541666666666667,0.39473684210526316,0.47596153846153844,0.36,0.4659090909090909,0.3404255319148936,0.04838709677419355,0.125,0.05263157894736842,0.0136986301369863,23.236514522821576,0.29411764705882354,,,0.05333333333333334,0.01749271137026239,0.08433734939759036,0.02127659574468085,0.06005221932114883,0.018306636155606407,0.023255813953488372,0.010526315789473684,0.018518518518518517,0.028985507246376812,,0.05,0.06329113924050633,0.049586776859504134,0.07692307692307693,0.1111111111111111,0.018518518518518517,0.3333333333333333,0.1702127659574468,0.53125,0.6071428571428571,0.5294117647058824,0.10106382978723404,0.2631578947368421,0.2777777777777778,,0.3882978723404255,0.3698630136986301,0.375,0.5555555555555556,0.12234042553191489,0.391304347826087,0.391304347826087,1.0,0.21808510638297873,0.3170731707317073,0.3333333333333333,0.8461538461538461,0.4166666666666667,0.6,0.3333333333333333,0.25,0.10526315789473684,1.0,0.15789473684210525,0.2894736842105263,0.5106382978723404,0.325,0.4875510695187165,0.5080222222222222,0.4798526315789472,0.0975609756097561,0.12949640287769784,0.09090909090909091,0.20707070707070707,12.325806451612902,25.287499999999998,0.23821039903264812,2.0,,2.0,1.0,4.0,2.0,2.0,0.1111111111111111,0.23529411764705882,0.03125,0.04878048780487805,,,0.3333333333333333,0.18181818181818182,0.030303030303030304,,,,,1.0,3.0,0.125,0.3333333333333333,1.0,True,,
