EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,DefensiveGoaltends,Defensive 3 Seconds Violations,Fg3aBlocked,Blocked3s,BlockedArc3,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,PtsUnassisted3s,BlockedCorner3,BlockedLongMidRange,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,3SecondViolations,on,Corner3PctBlocked
101111,1610612765,Charlie Villanueva,Charlie Villanueva,101111,DET,32206.0,537,-107,1027,1015,260,319,131,2042,33,61,11.0,21.0,8.0,13,31,70,18.0,44,6.0,17.0,1.0,2.0,5.0,20.0,67.0,4.0,10.0,5.0,18.0,82,175,26.0,84.0,34,276,1170,14.0,33,4.0,11.0,40,17,34,7.0,23.0,11,66,72,92,78.0,20.0,2.0,65.0,20.0,10.0,20,5.0,25,2.0,3.0,11,3.0,6.0,55,4.0,24.0,1.0,19,45,13.0,77,29.0,106,11.0,17.0,11.0,6.0,15,1.0,8.0,13,1.0,7.0,1.0,3.0,28,1.0,2.0,30,62,1.0,5.0,6.0,34,3.0,1.0,40,2.0,1.0,1.0,15,3.0,2,16.0,13.0,3.0,16.0,10.0,66,260,10,2,0.43902439024390244,0.5,1.0,0.30952380952380953,0.36363636363636365,0.30434782608695654,0.3170731707317073,0.4685714285714286,0.42424242424242425,0.5,0.4671814671814672,0.45454545454545453,0.4824561403508772,0.49818840579710144,0.45454545454545453,0.515625,0.32432432432432434,0.05714285714285714,0.08196721311475409,0.07142857142857142,25.333333333333332,0.5357142857142857,0.34210526315789475,0.029411764705882353,0.15901060070671377,0.06504065040650407,0.14728682170542637,0.03076923076923077,0.1553398058252427,0.056112224448897796,0.08130081300813008,0.06956521739130435,0.04580152671755725,0.01098901098901099,0.07692307692307693,0.15384615384615385,0.13043478260869565,0.18181818181818182,0.1702127659574468,0.08571428571428572,0.08029197080291971,0.625,0.23552123552123552,0.5409836065573771,0.5892857142857143,0.5454545454545454,0.2702702702702703,0.44285714285714284,0.47692307692307695,0.25806451612903225,0.16988416988416988,0.4090909090909091,0.4090909090909091,0.5555555555555556,0.06563706563706563,0.35294117647058826,0.35294117647058826,1.0,0.25868725868725867,0.29850746268656714,0.29850746268656714,1.0,0.4772727272727273,0.5238095238095238,0.09090909090909091,0.022727272727272728,0.22727272727272727,0.4,1.0,0.22807017543859648,0.6153846153846154,0.08771929824561403,0.4,0.3157894736842105,0.2777777777777778,0.5598455598455598,0.3076923076923077,0.48418735408560304,0.5169999999999999,0.48363909090909085,0.06569343065693431,0.0797872340425532,0.03488372093023256,0.14492753623188406,0.2391304347826087,8.088,25.858333333333327,0.25316455696202533,,,,,,,,,,,,,,,,,,True,
101131,1610612765,Jason Maxiell,Jason Maxiell,101131,DET,17672.0,295,-29,555,548,154,200,81,1103,24,36,9.0,15.0,6.0,8,6,15,14.0,31,,,,,,,1.0,,,,,44,82,,1.0,25,113,612,14.0,22,,,39,6,13,,,9,21,48,40,,14.0,,1.0,,7.0,5,2.0,7,1.0,1.0,3,2.0,,16,8.0,28.0,,10,15,5.0,30,36.0,66,,10.0,4.0,6.0,9,1.0,4.0,6,,5.0,1.0,,15,1.0,4.0,13,37,,6.0,4.0,30,4.0,,43,3.0,,,21,,2,5.0,4.0,1.0,5.0,3.0,21,154,6,2,0.5454545454545454,0.6486486486486487,,,,,,0.5365853658536586,0.6363636363636364,0.46153846153846156,0.5301204819277109,0.6363636363636364,0.46153846153846156,0.5485436893203883,0.65,0.5833333333333334,0.012048192771084338,0.08536585365853659,0.1111111111111111,0.2,17.74436090225564,0.6,0.17857142857142858,,0.1079136690647482,0.14659685863874344,0.12658227848101267,0.10666666666666667,0.11467889908256881,0.13533834586466165,0.1694915254237288,0.15384615384615385,0.125,0.10869565217391304,0.10344827586206896,0.14893617021276595,0.058823529411764705,0.10344827586206896,0.11320754716981132,0.15384615384615385,,0.6,0.43373493975903615,0.6666666666666666,0.75,0.5,0.18072289156626506,0.4,0.5,0.8333333333333334,0.37349397590361444,0.45161290322580644,0.45161290322580644,0.5,,,,,0.012048192771084338,,,,0.6818181818181818,0.6,0.1111111111111111,,,,,0.6153846153846154,0.75,,,,,0.4457831325301205,,0.4796138554216867,0.49027368421052636,0.5214153846153846,0.2079207920792079,0.21,,0.34513274336283184,0.18584070796460178,8.091463414634148,24.2,0.2774774774774775,11.0,2.0,1.0,,,,,,,,,,,,,,,True,
101198,1610612765,Will Bynum,Will Bynum,101198,DET,27589.0,460,-81,872,853,231,328,111,1725,45,70,3.0,4.0,17.0,26,7,25,17.0,52,2.0,8.0,1.0,,2.0,3.0,10.0,1.0,1.0,1.0,7.0,69,147,5.0,18.0,29,182,969,5.0,13,1.0,2.0,15,21,38,1.0,9.0,14,59,14,124,15.0,,1.0,9.0,3.0,11.0,62,27.0,89,16.0,11.0,28,7.0,27.0,205,,5.0,,9,12,1.0,22,5.0,27,,21.0,8.0,13.0,21,9.0,11.0,19,,10.0,,4.0,40,,12.0,7,34,,1.0,3.0,46,,2.0,39,2.0,,1.0,13,,7,1.0,,1.0,2.0,2.0,59,231,10,7,0.10144927536231885,0.10144927536231885,1.0,0.2777777777777778,0.5,0.1111111111111111,0.29411764705882354,0.46938775510204084,0.38461538461538464,0.5526315789473685,0.4636363636363636,0.43333333333333335,0.4787234042553192,0.49453551912568305,0.46875,0.5175438596491229,0.10909090909090909,0.07482993197278912,0.1,0.12,21.862745098039216,0.525,0.02631578947368421,,0.05263157894736842,0.016025641025641024,0.0743801652892562,,0.06017191977077364,0.012315270935960592,0.008771929824561403,0.013157894736842105,0.02459016393442623,,,0.015625,0.03333333333333333,0.08653846153846154,0.06896551724137931,0.08823529411764706,,1.0,0.42424242424242425,0.6428571428571429,0.7142857142857143,0.1111111111111111,0.15151515151515152,0.28,0.3181818181818182,,0.3151515151515151,0.3269230769230769,0.3333333333333333,0.11764705882352941,0.048484848484848485,0.25,0.25,1.0,0.06060606060606061,0.3,0.3333333333333333,1.0,0.26666666666666666,0.75,,0.06666666666666667,0.06666666666666667,1.0,1.0,0.5531914893617021,0.6538461538461539,0.0425531914893617,,0.14893617021276595,0.14285714285714285,0.5333333333333333,0.3333333333333333,0.4916865853658536,0.43613571428571435,0.5211065217391306,0.07386363636363637,0.08227848101265822,,0.08241758241758242,0.3241758241758242,8.280952380952382,25.411111111111108,0.26490825688073394,2.0,,1.0,1.0,1.0,1.0,0.05555555555555555,0.019230769230769232,0.1,,,,,,,,,True,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,5068.0,84,9,167,168,76,82,20,335,4,5,,,4.0,4,4,12,8.0,15,1.0,4.0,,1.0,1.0,1.0,4.0,,1.0,1.0,4.0,16,32,2.0,8.0,13,51,200,,1,,1.0,1,9,18,2.0,5.0,8,32,20,12,6.0,,,4.0,1.0,,12,4.0,16,3.0,1.0,7,1.0,4.0,36,,,,2,4,,6,,6,,,,,6,,4.0,1,,2.0,,,7,,3.0,2,8,,,1.0,8,,,18,,,2.0,4,,4,,,,,,32,76,2,4,0.625,0.625,1.0,0.25,,0.4,0.25,0.5,,0.5,0.475,,0.5217391304347826,0.5208333333333334,0.16666666666666666,0.5517241379310345,0.2,,,,28.497409326424872,0.8571428571428571,,,0.10526315789473684,,0.08695652173913043,,0.09836065573770492,,,,,,,0.07692307692307693,0.21428571428571427,,,0.2222222222222222,,,0.125,0.8,0.8,0.5,0.3,0.3333333333333333,0.3333333333333333,0.25,0.375,0.5333333333333333,0.5333333333333333,0.875,0.1,0.25,0.25,1.0,0.1,0.25,0.25,1.0,,,,,0.5,,,0.17391304347826086,1.0,0.043478260869565216,1.0,0.17391304347826086,0.25,0.325,0.25,0.44295,,0.4445282608695652,0.09090909090909091,0.1111111111111111,,0.0196078431372549,0.6274509803921569,12.659374999999999,24.7625,0.4550898203592814,1.0,,,,,,,,,,,,,,,,,True,
201948,1610612765,Austin Daye,Austin Daye,201948,DET,54884.0,915,-117,1730,1721,498,595,234,3451,52,78,12.0,22.0,15.0,27,20,40,36.0,82,15.0,42.0,6.0,4.0,10.0,14.0,53.0,3.0,4.0,3.0,12.0,108,200,29.0,95.0,46,349,1924,22.0,39,6.0,10.0,65,28,56,7.0,22.0,18,95,126,90,81.0,20.0,,53.0,14.0,11.0,29,5.0,34,2.0,3.0,18,8.0,3.0,73,10.0,24.0,,34,85,21.0,140,34.0,174,3.0,25.0,13.0,12.0,24,8.0,18.0,24,1.0,6.0,3.0,6.0,48,3.0,13.0,70,114,,5.0,5.0,50,5.0,3.0,56,8.0,,,22,,10,24.0,14.0,5.0,26.0,16.0,95,498,15,9,0.5833333333333334,0.6428571428571429,0.9310344827586207,0.30526315789473685,0.6,0.3181818181818182,0.30526315789473685,0.54,0.5641025641025641,0.5,0.5135593220338983,0.6326530612244898,0.4935897435897436,0.5470219435736677,0.65,0.5337078651685393,0.3220338983050847,0.055,0.07692307692307693,0.025,18.007850834151128,0.5,0.29577464788732394,,0.18518518518518517,0.03821656050955414,0.1471861471861472,0.04784688995215311,0.17246376811594202,0.04062126642771804,0.04954954954954955,0.040229885057471264,0.02586206896551724,0.05555555555555555,0.03076923076923077,0.16233766233766234,0.11206896551724138,0.24867724867724866,0.14457831325301204,0.15384615384615385,0.020689655172413793,0.6153846153846154,0.26440677966101694,0.6666666666666666,0.7222222222222222,0.5769230769230769,0.13559322033898305,0.5,0.5128205128205128,0.6,0.27796610169491526,0.43902439024390244,0.46153846153846156,0.5833333333333334,0.1423728813559322,0.35714285714285715,0.35714285714285715,1.0,0.17966101694915254,0.2641509433962264,0.2641509433962264,0.8571428571428571,0.4489795918367347,0.5454545454545454,0.08333333333333333,0.12244897959183673,0.08163265306122448,0.75,1.0,0.34615384615384615,0.5555555555555556,0.1282051282051282,0.4,0.15384615384615385,0.25,0.5864406779661017,0.2641509433962264,0.49792431972789125,0.5020276315789474,0.5131487179487181,0.07119741100323625,0.102803738317757,,0.18624641833810887,0.2722063037249284,9.331500000000002,24.58526315789474,0.2878612716763006,3.0,,3.0,,2.0,1.0,,0.04878048780487805,,3.0,6.0,1.0,5.0,0.5,1.0,,,True,
201155,1610612765,Rodney Stuckey,Rodney Stuckey,201155,DET,22148.0,369,-43,689,685,157,164,102,1374,31,73,6.0,13.0,8.0,19,9,36,23.0,65,1.0,3.0,,,,3.0,12.0,,2.0,1.0,7.0,63,174,4.0,15.0,66,204,764,9.0,24,,2.0,24,15,41,1.0,7.0,18,51,38,88,12.0,4.0,1.0,11.0,3.0,21.0,28,10.0,38,3.0,7.0,15,5.0,8.0,86,4.0,16.0,,14,13,1.0,28,20.0,48,10.0,15.0,8.0,7.0,10,2.0,8.0,12,1.0,2.0,,1.0,22,3.0,2.0,17,36,,2.0,8.0,55,1.0,,79,5.0,,2.0,37,,4,2.0,1.0,1.0,2.0,1.0,51,157,5,3,0.30158730158730157,0.3114754098360656,1.0,0.26666666666666666,,0.14285714285714285,0.2857142857142857,0.3620689655172414,0.375,0.36585365853658536,0.36507936507936506,0.34615384615384615,0.34375,0.4488888888888889,0.4,0.43859649122807015,0.07936507936507936,0.1206896551724138,0.1780821917808219,0.1388888888888889,29.63855421686747,0.45454545454545453,0.04,,0.07103825136612021,0.055944055944055944,0.14,0.05194805194805195,0.09540636042402827,0.05509641873278237,0.10619469026548672,0.04,0.01020408163265306,0.03773584905660377,0.08333333333333333,0.04477611940298507,0.058823529411764705,0.1076923076923077,0.12307692307692308,0.17142857142857143,0.10638297872340426,0.5,0.3862433862433862,0.4246575342465753,0.5166666666666667,0.25806451612903225,0.19047619047619047,0.25,0.2903225806451613,0.3333333333333333,0.3439153439153439,0.35384615384615387,0.3709677419354839,0.34782608695652173,0.015873015873015872,0.3333333333333333,0.3333333333333333,1.0,0.06349206349206349,0.25,0.25,1.0,0.5,0.46153846153846156,0.16666666666666666,,0.07692307692307693,,,0.3958333333333333,0.42105263157894735,,,0.14583333333333334,0.14285714285714285,0.4656084656084656,0.2727272727272727,0.47266550802139057,0.4993636363636363,0.4588532608695653,0.167420814479638,0.1796116504854369,,0.11764705882352941,0.25,8.43103448275862,28.846666666666668,0.22786647314949202,6.0,,,,,,,0.046153846153846156,,,,,,,,,,True,
201969,1610612765,DaJuan Summers,DaJuan Summers,201969,DET,12224.0,204,-16,403,401,166,167,57,804,10,26,1.0,2.0,5.0,11,1,6,5.0,19,3.0,7.0,1.0,,,3.0,12.0,1.0,2.0,2.0,5.0,16,51,6.0,19.0,14,64,415,2.0,6,2.0,3.0,14,8,23,2.0,5.0,9,31,20,12,15.0,,,12.0,3.0,8.0,5,4.0,9,4.0,,3,1.0,1.0,22,,7.0,2.0,7,10,,17,9.0,26,,5.0,3.0,2.0,4,1.0,4.0,6,3.0,,,,10,1.0,2.0,11,27,,,2.0,12,,,20,,,,9,,1,3.0,2.0,1.0,3.0,2.0,31,166,5,1,0.625,0.625,0.8333333333333334,0.3157894736842105,0.6666666666666666,0.4,0.3157894736842105,0.3137254901960784,0.3333333333333333,0.34782608695652173,0.35714285714285715,0.5555555555555556,0.39285714285714285,0.4,0.5384615384615384,0.45588235294117646,0.2714285714285714,0.1568627450980392,0.2692307692307692,0.16666666666666666,18.867924528301888,0.4,,0.08695652173913043,0.09615384615384616,0.04666666666666667,0.11290322580645161,,0.10240963855421686,0.03535353535353535,0.09615384615384616,,0.03333333333333333,,,0.07317073170731707,0.14285714285714285,0.09523809523809523,0.125,0.07142857142857142,,0.6666666666666666,0.37142857142857144,0.38461538461538464,0.5263157894736842,0.7,0.08571428571428572,0.16666666666666666,0.2,,0.2714285714285714,0.2631578947368421,0.2631578947368421,0.6,0.1,0.42857142857142855,0.42857142857142855,1.0,0.17142857142857143,0.25,0.25,0.6666666666666666,0.2222222222222222,0.5,,0.1111111111111111,0.2222222222222222,0.5,1.0,0.39285714285714285,0.45454545454545453,,,0.17857142857142858,0.4,0.6428571428571429,0.25,0.504312857142857,0.41459375000000004,0.49739999999999995,0.11392405063291139,0.15,,0.21875,0.484375,8.054901960784314,25.368421052631582,0.4119106699751861,4.0,,2.0,,,,,,,1.0,3.0,,,1.0,1.0,,,True,
201973,1610612765,Jonas Jerebko,Jonas Jerebko,201973,DET,19939.0,332,1,618,631,228,245,88,1249,30,51,8.0,19.0,12.0,19,5,18,3.0,5,1.0,3.0,,1.0,2.0,3.0,8.0,1.0,1.0,2.0,5.0,38,74,4.0,11.0,20,108,664,9.0,23,1.0,1.0,25,14,30,3.0,7.0,14,51,50,26,12.0,14.0,1.0,7.0,3.0,10.0,8,1.0,9,1.0,,3,2.0,3.0,19,2.0,23.0,3.0,8,22,4.0,34,28.0,62,4.0,11.0,5.0,6.0,3,2.0,3.0,9,2.0,,,1.0,12,2.0,5.0,17,31,,1.0,2.0,26,3.0,2.0,28,5.0,,,15,,2,3.0,3.0,,3.0,2.0,51,228,4,2,0.6578947368421053,0.8064516129032258,1.0,0.36363636363636365,1.0,0.42857142857142855,0.4,0.5135135135135135,0.391304347826087,0.4666666666666667,0.5176470588235295,0.4375,0.5,0.5567010309278351,0.44642857142857145,0.5543478260869565,0.12941176470588237,0.13513513513513514,0.09803921568627451,0.2777777777777778,14.91108071135431,0.25,0.2,0.09375,0.11827956989247312,0.10043668122270742,0.09411764705882353,0.028985507246376812,0.11070110701107011,0.08389261744966443,0.13793103448275862,0.07352941176470588,0.08108108108108109,0.04,,0.08620689655172414,0.13725490196078433,0.12987012987012986,0.11666666666666667,0.04,0.12903225806451613,0.6666666666666666,0.6,0.5882352941176471,0.6521739130434783,0.6333333333333333,0.21176470588235294,0.2777777777777778,0.38461538461538464,0.8,0.058823529411764705,0.6,0.6,0.6666666666666666,0.03529411764705882,0.3333333333333333,0.3333333333333333,1.0,0.09411764705882353,0.375,0.375,1.0,0.7916666666666666,0.42105263157894735,0.125,,0.041666666666666664,1.0,1.0,0.5135135135135135,0.631578947368421,0.05405405405405406,0.5,0.13513513513513514,0.4,0.7294117647058823,0.42857142857142855,0.5399590361445783,0.5539238095238095,0.5456361111111111,0.15789473684210525,0.17857142857142858,,0.23148148148148148,0.4722222222222222,3.0432432432432432,30.072727272727278,0.36893203883495146,4.0,1.0,,,,,,,,,,,,,,1.0,,True,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,3973.0,66,-22,115,119,29,46,15,234,2,4,1.0,2.0,1.0,1,2,2,1.0,4,2.0,4.0,2.0,,2.0,,1.0,,,,1.0,5,10,2.0,5.0,3,19,149,1.0,3,,2.0,2,1,1,,3.0,1,3,2,8,6.0,,,1.0,,1.0,8,5.0,13,1.0,4.0,3,2.0,3.0,31,,3.0,,1,2,,3,3.0,6,,3.0,2.0,1.0,2,,1.0,1,1.0,1.0,,,3,,,2,3,,,,3,,,4,,,,1,,1,1.0,,1.0,1.0,1.0,3,29,1,1,0.2,0.2,1.0,0.4,,,0.4,0.5,0.3333333333333333,1.0,0.5333333333333333,0.2,0.25,0.5588235294117647,0.2,0.3,0.3333333333333333,0.1,0.25,,14.084507042253522,0.6666666666666666,,,0.05128205128205128,0.07692307692307693,0.07692307692307693,,0.057692307692307696,0.047619047619047616,0.13333333333333333,,0.06666666666666667,,,,0.09090909090909091,0.06666666666666667,,0.16666666666666666,,1.0,0.26666666666666666,0.5,0.6666666666666666,0.5,0.13333333333333333,1.0,1.0,,0.26666666666666666,0.25,0.25,,0.26666666666666666,0.5,0.5,1.0,0.06666666666666667,,,,0.4,0.5,,0.4,,,,0.25,1.0,0.5,,0.25,,0.6,,0.4901266666666667,0.5420375,0.5559624999999999,0.0625,0.09090909090909091,,0.10526315789473684,0.15789473684210525,9.48,23.96,0.25217391304347825,,1.0,,,,,,,,,,,,,,,,True,
2732,1610612765,Ben Gordon,Ben Gordon,2732,DET,21818.0,364,-58,693,683,180,226,71,1376,17,26,1.0,1.0,6.0,7,14,29,21.0,51,3.0,9.0,1.0,,2.0,13.0,36.0,,,2.0,13.0,52,106,16.0,45.0,42,194,813,2.0,3,1.0,1.0,10,12,21,2.0,15.0,21,51,38,66,27.0,,1.0,35.0,13.0,3.0,33,15.0,48,10.0,5.0,17,7.0,9.0,111,1.0,,,4,11,,15,1.0,16,,14.0,10.0,4.0,18,3.0,9.0,7,1.0,9.0,1.0,1.0,25,2.0,5.0,15,29,,,,49,2.0,5.0,47,6.0,,2.0,17,,9,2.0,1.0,1.0,2.0,,51,180,2,7,0.36538461538461536,0.36538461538461536,0.5625,0.35555555555555557,1.0,0.13333333333333333,0.36363636363636365,0.49056603773584906,0.6666666666666666,0.5714285714285714,0.5033112582781457,0.875,0.4166666666666667,0.564327485380117,1.0,0.5425531914893617,0.2980132450331126,0.02830188679245283,0.038461538461538464,0.034482758620689655,24.871794871794872,0.72,,,0.06470588235294118,,0.047619047619047616,0.011235955056179775,0.05905511811023622,0.003367003367003367,,,,,0.03225806451612903,0.06557377049180328,0.022222222222222223,0.09375,0.04918032786885246,0.043478260869565216,,,0.17218543046357615,0.6538461538461539,0.68,0.29411764705882354,0.19205298013245034,0.4827586206896552,0.5,0.07142857142857142,0.33774834437086093,0.4117647058823529,0.42,0.6190476190476191,0.059602649006622516,0.3333333333333333,0.3333333333333333,1.0,0.23841059602649006,0.3611111111111111,0.3611111111111111,0.46153846153846156,0.25,1.0,,0.25,,,,0.19444444444444445,0.8571428571428571,0.05555555555555555,,0.3611111111111111,0.15384615384615385,0.47019867549668876,0.37142857142857144,0.4623706666666668,0.44705,0.4516857142857143,0.10493827160493827,0.1452991452991453,,0.05154639175257732,0.26288659793814434,11.8311320754717,25.89111111111111,0.2597402597402597,3.0,,,,,,,0.0196078431372549,,1.0,21.0,,,1.0,1.0,,,True,
