EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,Defensive 3 Seconds Violations,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,SelfOReb,LostBallOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,Loose Ball Fouls Drawn,BlockedShortMidRange,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,PenaltyCorner3FGM,PenaltyCorner3Accuracy,DefensiveGoaltends,on,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,BlockedLongMidRange,OffensiveGoaltends,3SecondViolations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedArc3,3pt And 1 Free Throw Trips,Corner3PctBlocked
101154,1610612764,Andray Blatche,Andray Blatche,101154,WAS,8712.0,145,-53.0,268,281,83.0,84,37.0,549,16.0,24.0,4.0,6.0,7.0,8.0,3.0,13.0,1.0,19.0,1.0,1.0,1.0,1.0,20.0,56.0,2.0,4.0,44.0,301,4.0,9.0,8.0,8.0,15.0,2.0,1.0,17.0,18.0,22.0,4.0,1.0,6.0,5.0,2.0,7.0,2.0,4.0,1.0,16.0,5.0,7.0,1.0,3.0,16.0,4.0,23.0,13.0,36.0,4.0,2.0,2.0,6.0,2.0,5.0,4.0,2.0,11.0,1.0,4.0,11.0,23.0,1.0,2.0,8.0,2.0,7.0,1.0,4.0,2.0,2.0,2.0,1.0,17.0,83.0,2.0,0.45,0.5,0.3571428571428571,0.4444444444444444,0.5333333333333333,0.3448275862068966,0.4444444444444444,0.4705882352941176,0.360655737704918,0.4444444444444444,0.4722222222222222,0.0344827586206896,0.1071428571428571,0.0833333333333333,0.2307692307692307,0.0526315789473684,23.003194888178918,0.5454545454545454,0.5,0.0833333333333333,0.1568627450980392,0.0598290598290598,0.0909090909090909,0.1612903225806451,0.1407407407407407,0.081081081081081,0.1379310344827586,0.0909090909090909,0.1923076923076923,0.1666666666666666,0.0357142857142857,0.2272727272727272,0.0952380952380952,0.0833333333333333,0.5,0.4137931034482758,0.6666666666666666,0.7272727272727273,0.4375,0.2241379310344827,0.2307692307692307,0.3,0.3333333333333333,0.3275862068965517,0.0526315789473684,0.0555555555555555,1.0,0.0172413793103448,0.0172413793103448,0.6666666666666666,0.6666666666666666,0.25,0.4705882352941176,0.875,0.0588235294117647,0.0588235294117647,0.4482758620689655,0.4608947368421052,0.5202285714285714,0.4653125,0.0655737704918032,0.0677966101694915,0.1818181818181818,0.3863636363636363,8.65,33.0,0.3097014925373134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
101177,1610612764,Fabricio Oberto,Fabricio Oberto,101177,WAS,1464.0,24,-10.0,45,46,10.0,15,7.0,91,,1.0,,,,,,,,,,,,,,1.0,,1.0,1.0,50,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,4.0,,4.0,,4.0,,,,,,,,,,,,2.0,2.0,,,3.0,2.0,2.0,,1.0,,,,,,10.0,,,,,,,,,,0.25,0.5,,,1.0,1.0,,,3.7037037037037033,,,,0.2666666666666666,,,,0.2352941176470588,,,,,,0.1666666666666666,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.3897,,,0.5,0.5,1.0,,2.3,,0.2222222222222222,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1863,1610612764,Earl Boykins,Earl Boykins,1863,WAS,5831.0,97,-50.0,180,182,50.0,59,25.0,362,3.0,4.0,,,,,6.0,15.0,3.0,12.0,1.0,,8.0,4.0,12.0,31.0,9.0,3.0,36.0,205,1.0,2.0,5.0,2.0,10.0,4.0,1.0,8.0,2.0,22.0,,,2.0,6.0,6.0,12.0,5.0,3.0,2.0,30.0,1.0,2.0,,,1.0,,1.0,3.0,4.0,,,,3.0,1.0,2.0,2.0,1.0,5.0,,,3.0,6.0,,,5.0,,4.0,,1.0,,,,,8.0,50.0,2.0,0.0833333333333333,0.0833333333333333,0.3870967741935484,0.5,0.2,0.4125,0.8333333333333334,0.25,0.4285714285714285,0.8333333333333334,0.2666666666666666,0.225,0.064516129032258,,0.1333333333333333,,22.596153846153847,0.6,,,0.0142857142857142,0.0253164556962025,,0.0416666666666666,0.0106382978723404,0.029126213592233,0.0476190476190476,,,,,0.037037037037037,,,,0.1,0.75,0.75,,0.375,0.4,0.4615384615384615,,0.3,0.25,0.25,0.3333333333333333,0.025,0.2,,,,,,,0.2857142857142857,0.325,0.4424435897435896,0.4500833333333333,0.3843153846153846,0.024390243902439,0.03125,0.1388888888888889,0.2222222222222222,11.193548387096776,26.71111111111111,0.2777777777777778,,,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,3.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.25,0.3333333333333333,0.025,0.1666666666666666,0.375,0.375,0.6666666666666666,0.3333333333333333,1.0,1.0,0.25,0.375,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
201156,1610612764,Nick Young,Nick Young,201156,WAS,5862.0,98,-28.0,183,192,83.0,68,26.0,375,1.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,12.0,7.0,1.0,13.0,6.0,6.0,19.0,20.0,7.0,46.0,208,2.0,3.0,4.0,5.0,11.0,7.0,6.0,22.0,8.0,4.0,,,,2.0,,2.0,,2.0,,4.0,1.0,1.0,,4.0,4.0,,8.0,2.0,10.0,3.0,,3.0,4.0,3.0,4.0,1.0,,8.0,,3.0,6.0,10.0,1.0,1.0,7.0,1.0,8.0,,4.0,1.0,1.0,1.0,1.0,22.0,83.0,,0.6666666666666666,0.6666666666666666,0.3157894736842105,0.6666666666666666,0.4545454545454545,0.5,0.3333333333333333,0.4444444444444444,0.5348837209302325,0.3333333333333333,0.5238095238095238,0.5128205128205128,,,,,23.61111111111111,0.5,,,0.0615384615384615,0.0133333333333333,0.2,0.0434782608695652,0.0941176470588235,0.0204081632653061,,0.04,0.0555555555555555,0.0909090909090909,0.0666666666666666,0.0357142857142857,0.25,0.125,1.0,0.0769230769230769,0.3333333333333333,0.3333333333333333,1.0,0.1025641025641025,0.25,0.25,1.0,0.3076923076923077,0.3333333333333333,0.3333333333333333,0.5,0.1794871794871795,0.3333333333333333,0.3333333333333333,0.5,1.0,0.1111111111111111,0.5,0.0555555555555555,0.3333333333333333,0.5897435897435898,0.4864679487179488,0.5463,0.4759249999999999,0.0930232558139534,0.1739130434782608,0.0869565217391304,0.4782608695652174,13.105263157894736,24.825000000000003,0.453551912568306,,,6.0,,2.0,2.0,9.0,,3.0,2.0,24.0,3.0,13.0,6.0,,,1.0,,,0.8888888888888888,0.45,,0.2857142857142857,0.45,,,0.4615384615384615,0.5,1.0,0.3333333333333333,,,0.3333333333333333,0.4615384615384615,3.0,1.0,1.0,1.0,1.0,0.05,0.0769230769230769,0.0434782608695652,0.4285714285714285,0.4285714285714285,0.6666666666666666,0.1666666666666666,,,,,,,,,,True,,,,,,,,,,,,
201187,1610612764,Dominic McGuire,Dominic McGuire,201187,WAS,14388.0,240,-89.0,447,473,162.0,165,61.0,920,9.0,17.0,5.0,7.0,3.0,8.0,,7.0,6.0,16.0,,,,,15.0,40.0,,,30.0,513,7.0,11.0,14.0,6.0,16.0,,,12.0,14.0,16.0,8.0,,6.0,7.0,1.0,8.0,,4.0,3.0,17.0,4.0,13.0,,12.0,30.0,2.0,44.0,17.0,61.0,4.0,1.0,3.0,5.0,3.0,5.0,2.0,1.0,10.0,1.0,4.0,18.0,32.0,,1.0,8.0,,5.0,1.0,3.0,3.0,1.0,3.0,1.0,12.0,162.0,2.0,0.4666666666666667,0.6363636363636364,0.375,0.6363636363636364,0.375,0.375,0.6363636363636364,0.375,0.3571428571428571,0.5833333333333334,0.375,,0.15,0.1176470588235294,0.5714285714285714,,9.96168582375479,0.5,0.1111111111111111,,0.1923076923076923,0.0687830687830687,0.1764705882352941,0.0769230769230769,0.1875,0.0705394190871369,0.0357142857142857,0.06,0.073170731707317,0.1666666666666666,0.1860465116279069,0.2153846153846154,0.1818181818181818,0.1666666666666666,0.3333333333333333,0.425,0.5294117647058824,0.6,0.3333333333333333,0.175,,,,0.4,0.375,0.375,0.6666666666666666,,,0.6363636363636364,0.7142857142857143,0.2,0.5,0.375,,,0.425,0.4823849999999998,0.5358181818181817,0.4952062499999999,0.0714285714285714,0.0714285714285714,0.4666666666666667,0.4,9.27,,0.3624161073825503,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,0.0963855421686747,0.0909090909090909,,,,,,,,,,,,,2.0,,,,,,,,1.0,2.0,,,,,,,,True,,,,,,,,,,,,
2406,1610612764,Caron Butler,Caron Butler,2406,WAS,4186.0,70,-11.0,130,144,48.0,66,20.0,274,4.0,12.0,,2.0,1.0,4.0,,3.0,11.0,17.0,1.0,1.0,5.0,2.0,15.0,32.0,6.0,13.0,49.0,144,1.0,4.0,2.0,3.0,10.0,3.0,6.0,15.0,14.0,16.0,,1.0,4.0,1.0,1.0,2.0,1.0,1.0,,5.0,1.0,2.0,,5.0,4.0,1.0,10.0,3.0,13.0,4.0,3.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,,,3.0,1.0,,9.0,,16.0,1.0,7.0,,,,,15.0,48.0,1.0,0.4666666666666667,0.4666666666666667,0.46875,0.25,0.3,0.4736842105263157,0.2,0.3461538461538461,0.532608695652174,0.2,0.4166666666666667,0.1578947368421052,0.125,0.25,,0.0588235294117647,29.93630573248408,0.5,0.125,,0.1081081081081081,0.0350877192982456,0.1666666666666666,0.0909090909090909,0.1343283582089552,0.0441176470588235,0.0588235294117647,0.0666666666666666,0.1428571428571428,0.125,0.1111111111111111,0.1,0.1666666666666666,0.1666666666666666,,0.3157894736842105,0.3333333333333333,0.4444444444444444,0.5,0.0789473684210526,,,,0.4473684210526316,0.6470588235294118,0.6875,0.4545454545454545,0.0263157894736842,0.131578947368421,0.4,,,0.3076923076923077,0.25,0.0769230769230769,0.1538461538461538,0.4736842105263157,0.5053791666666668,0.4656499999999999,0.5203818181818182,0.1590909090909091,0.1842105263157894,0.0408163265306122,0.3061224489795918,10.65625,32.400000000000006,0.3692307692307692,,,2.0,,1.0,1.0,2.0,,1.0,1.0,3.0,3.0,4.0,2.0,,,,2.0,1.0,0.5,0.3333333333333333,,0.3333333333333333,0.4,,,0.4,0.4,0.5,0.2,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
200751,1610612764,Randy Foye,Randy Foye,200751,WAS,6698.0,112,-42.0,206,218,72.0,75,29.0,424,4.0,8.0,,,2.0,3.0,1.0,3.0,4.0,11.0,,,9.0,4.0,9.0,22.0,9.0,13.0,34.0,228,1.0,1.0,2.0,3.0,7.0,4.0,9.0,15.0,6.0,12.0,,1.0,3.0,12.0,3.0,15.0,3.0,6.0,4.0,33.0,,2.0,,3.0,5.0,,8.0,2.0,10.0,1.0,,1.0,1.0,1.0,4.0,,,5.0,,2.0,5.0,7.0,,2.0,8.0,,15.0,,2.0,,,,,15.0,72.0,,0.3333333333333333,0.3333333333333333,0.4090909090909091,1.0,0.4285714285714285,0.3387096774193548,0.5,0.2727272727272727,0.4594594594594595,0.5,0.5,0.2903225806451613,0.1363636363636363,0.375,,,17.72151898734177,0.2,,,0.0675675675675675,0.0222222222222222,0.1034482758620689,,0.0776699029126213,0.0176991150442477,0.032258064516129,0.0384615384615384,,0.04,0.1176470588235294,0.0625,0.0476190476190476,0.25,,0.2580645161290322,0.5,0.8,,0.0967741935483871,0.3333333333333333,0.3333333333333333,,0.3548387096774194,0.3636363636363636,0.3636363636363636,0.75,,0.2903225806451613,,,,0.2727272727272727,0.6666666666666666,,0.3636363636363636,0.5483870967741935,0.4782766666666666,0.4745749999999999,0.439955,0.1142857142857142,0.0833333333333333,0.0588235294117647,0.4411764705882353,11.25,27.97777777777777,0.3495145631067961,,,1.0,,1.0,,1.0,,1.0,,,3.0,8.0,1.0,,2.0,1.0,2.0,2.0,,0.1111111111111111,,,0.125,,,0.1111111111111111,0.1111111111111111,,0.5,,,,0.125,,,,,1.0,,,,,,,,1.0,,1.0,2.0,0.1818181818181818,,,,,True,,,,,,,,,,,,
2052,1610612764,DeShawn Stevenson,DeShawn Stevenson,2052,WAS,1414.0,24,-30.0,40,53,27.0,30,7.0,93,,,,,,,,,,1.0,,,4.0,2.0,,1.0,4.0,,,63,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,1.0,1.0,,,,1.0,,1.0,,2.0,1.0,,1.0,,2.0,,,,,,,,27.0,1.0,,,,,,,,,,,,0.8,,,,,14.583333333333334,1.0,0.5,,0.125,,,,0.0666666666666666,,,,,0.5,,,,,,,,,,,,,,0.2,,,,,0.8,,,,,,,0.6666666666666666,0.8,0.50337,0.53625,0.4984999999999999,,,,,17.2,24.6,0.675,,,,,1.0,,,,1.0,,,,4.0,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2240,1610612764,Gilbert Arenas,Gilbert Arenas,2240,WAS,5893.0,98,-34.0,187,200,63.0,48,21.0,387,8.0,14.0,2.0,2.0,4.0,6.0,4.0,9.0,8.0,24.0,2.0,1.0,20.0,7.0,20.0,47.0,22.0,16.0,77.0,223,3.0,3.0,7.0,6.0,15.0,8.0,7.0,25.0,,40.0,2.0,2.0,6.0,18.0,2.0,20.0,1.0,9.0,7.0,42.0,,2.0,1.0,2.0,5.0,,7.0,3.0,10.0,3.0,2.0,1.0,2.0,1.0,6.0,1.0,1.0,8.0,1.0,4.0,2.0,10.0,1.0,2.0,17.0,,22.0,3.0,11.0,1.0,1.0,1.0,,25.0,63.0,3.0,,,0.425531914893617,1.0,0.4,0.4420289855072464,0.75,0.391304347826087,0.4935897435897436,0.875,0.4629629629629629,0.3188405797101449,0.1276595744680851,0.2142857142857142,0.2222222222222222,0.0416666666666666,39.44954128440367,0.25,,0.1111111111111111,0.081967213114754,0.027027027027027,0.0606060606060606,,0.0744680851063829,0.0208333333333333,,0.0526315789473684,,0.05,0.1176470588235294,0.0833333333333333,0.0952380952380952,,,0.2028985507246377,0.5714285714285714,0.7272727272727273,,0.1304347826086956,0.4444444444444444,0.5714285714285714,,0.3478260869565217,0.3333333333333333,0.3478260869565217,,0.0289855072463768,0.2898550724637681,0.5,1.0,,0.2608695652173913,0.6666666666666666,0.0434782608695652,0.3043478260869565,0.5217391304347826,0.4716111940298508,0.5266166666666666,0.4784500000000001,0.1428571428571428,0.2,0.0909090909090909,0.3246753246753247,10.855319148936172,29.79090909090909,0.3368983957219251,1.0,,7.0,,1.0,2.0,7.0,,1.0,2.0,9.0,12.0,18.0,7.0,1.0,2.0,1.0,1.0,1.0,0.4285714285714285,0.3181818181818182,,0.25,0.35,0.0333333333333333,,0.35,0.35,0.4285714285714285,0.25,,,0.2857142857142857,0.3888888888888889,,,,2.0,1.0,,,0.0666666666666666,,,,,,,1.0,,,1.0,,,,True,,,,,,,,,,,,
1712,1610612764,Antawn Jamison,Antawn Jamison,1712,WAS,6577.0,110,-35.0,205,217,59.0,75,28.0,422,7.0,16.0,1.0,3.0,4.0,4.0,5.0,9.0,3.0,11.0,3.0,3.0,12.0,3.0,15.0,36.0,15.0,6.0,48.0,239,2.0,4.0,10.0,5.0,8.0,6.0,,16.0,24.0,6.0,,,3.0,2.0,2.0,4.0,2.0,1.0,1.0,10.0,1.0,6.0,,5.0,15.0,1.0,21.0,7.0,28.0,,,,3.0,2.0,1.0,1.0,,4.0,,,3.0,7.0,,1.0,10.0,,11.0,1.0,5.0,2.0,2.0,2.0,1.0,16.0,59.0,1.0,0.8,0.8,0.4166666666666667,0.5,0.625,0.4117647058823529,0.7,0.5714285714285714,0.4285714285714285,0.625,0.5333333333333333,0.2941176470588235,0.0833333333333333,0.125,0.1111111111111111,,25.10460251046025,0.75,0.1,,0.2,0.0652173913043478,0.131578947368421,0.0416666666666666,0.1769911504424778,0.0603448275862069,0.0625,0.1052631578947368,0.05,0.1666666666666666,0.3043478260869565,0.1428571428571428,0.1666666666666666,0.0714285714285714,0.5,0.3137254901960784,0.4375,0.5,0.8571428571428571,0.1764705882352941,0.5555555555555556,0.625,0.6,0.2156862745098039,0.2727272727272727,0.2727272727272727,1.0,0.0588235294117647,0.2352941176470588,0.6,0.3333333333333333,1.0,0.2857142857142857,1.0,0.2142857142857142,0.2142857142857142,0.6078431372549019,0.4995303921568627,0.517,0.5114892857142858,0.0909090909090909,0.125,0.2083333333333333,0.3333333333333333,7.808333333333334,25.186666666666667,0.2878048780487804,3.0,,3.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,12.0,,12.0,3.0,,,,1.0,1.0,1.0,0.2666666666666666,1.0,0.3333333333333333,0.2666666666666666,0.048780487804878,,0.25,0.25,1.0,0.2,1.0,1.0,0.3333333333333333,0.25,1.0,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,1.0,0.3333333333333333,,True,,,,,,,,,,,,
