EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,Steals,BadPassSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,LiveBallTurnovers,BadPassTurnovers,Turnovers,Clear Path Fouls,LiveBallTurnoverPct,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DeadBallTurnovers,Travels,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,FG3APct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,Blocked2s,BlockedShortMidRange,Blocks,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PtsUnassisted2s,PtsPutbacks,ThreePtAssists,Arc3Assists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,on,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,HeaveAttempts,Fg2aBlocked,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedAtRim,BlockedLongMidRange,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,DefFTReboundPct,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Arc3PctBlocked,Blocked3s,BlockedArc3,HeaveMakes,3pt And 1 Free Throw Trips,BlockedCorner3
101204,1610612756,Dwayne Jones,Dwayne Jones,101204,PHX,416.0,7.0,-3,15,16,9.0,15.0,1.0,31,24,1.0,1.0,2.0,2.0,1.0,1.0,9.0,0.25,0.5,0.3333333333333333,1.0,0.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200811,1610612756,Lou Amundson,Lou Amundson,200811,PHX,416.0,7.0,-3,15,16,9.0,15.0,1.0,31,24,,,,,,,9.0,,,,,,0.6,2.0,2.0,1.0,2.0,3.0,3.0,7.0,1.0,3.0,3.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.7,0.5,29.41176470588235,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.5555666666666667,0.4071,0.25,0.25,0.42857142857142855,5.933333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201162,1610612756,Jared Dudley,Jared Dudley,201162,PHX,25.0,,-4,1,1,,,,2,4,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201609,1610612756,Goran Dragic,Goran Dragic,201609,PHX,416.0,7.0,-3,15,16,9.0,15.0,1.0,31,24,,,,,1.0,2.0,9.0,,,,,,0.6,,,,,,1.0,4.0,,,3.0,,1.0,1.0,1.0,2.0,1.0,,3.0,,,,,1.5,1.0,1.5,17.64705882352941,,,,,,1.0,0.52065,0.52065,0.5,1.0,0.75,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571,1610612756,Leandro Barbosa,Leandro Barbosa,2571,PHX,416.0,7.0,-3,15,16,9.0,15.0,1.0,31,24,,,,,,,9.0,,,,,,0.6,,,,,,,3.0,,,3.0,,,,,,,,3.0,,,,,0.5,0.5,0.5,17.64705882352941,,,,,,1.0,0.47480000000000006,0.47480000000000006,,,1.0,,,,,,,,2.0,,2.0,1.0,3.0,1.0,3.0,,2.0,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,1.0,0.6666666666666666,,,,0.6666666666666666,,,25.166666666666668,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201947,1610612756,Earl Clark,Earl Clark,201947,PHX,391.0,7.0,1,14,15,9.0,15.0,1.0,29,20,,,,2.0,,,9.0,,,,,,0.6428571428571429,1.0,2.0,,2.0,3.0,3.0,7.0,2.0,3.0,5.0,,,,2.0,4.0,,2.0,5.0,2.0,,,0.6666666666666666,0.6666666666666666,0.7,0.625,31.25,0.6666666666666666,0.5,0.5,,,0.6666666666666666,0.5584,0.6282,,,0.7142857142857143,2.3333333333333335,,,,,,,,,,,,,,,,,,1.0,,3.0,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,0.5,0.5728,0.2857142857142857,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101112,1610612756,Channing Frye,Channing Frye,101112,PHX,131410.0,2190.0,360,4333,4316,1198.0,1146.0,463.0,8649,4777,81.0,245.0,361.0,427.0,168.0,263.0,1198.0,0.15685019206145967,0.14235500878734622,0.15297982167996246,0.12333333333333334,0.13189448441247004,0.2764828063697207,44.0,75.0,173.0,145.0,311.0,98.0,904.0,73.0,33.0,253.0,200.0,64.0,52.0,115.0,121.0,49.0,13.0,253.0,12.0,0.6896551724137931,0.7692307692307693,0.4662379421221865,0.5732574679943101,0.5956464379947229,0.6237623762376238,17.050123253903042,0.10668563300142248,0.5866666666666667,0.6666666666666666,0.5454545454545454,0.2460881934566145,0.6642958748221907,0.515375641025641,0.5062868131868131,0.06845637583892618,0.1396011396011396,0.27986725663716816,12.808681672025726,29.0,19.0,73.0,,0.3972602739726027,146.0,351.0,44.0,103.0,172.0,392.0,50.0,110.0,498.0,350.0,146.0,60.0,113.0,28.0,279.0,44.0,10.0,23.0,0.9651162790697675,0.4387755102040816,0.45454545454545453,0.4398976982097187,0.6010928961748634,0.5576102418207681,0.4992887624466572,0.41595441595441596,0.41595441595441596,0.958904109589041,0.5628415300546448,0.42718446601941745,0.41714285714285715,25.085204081632654,26.0,41.0,6.0,7.0,18.0,74.0,33.0,74.0,0.05832147937411095,0.6341463414634146,0.65,0.03825136612021858,0.8571428571428571,17.0,29.0,11.0,17.0,29.0,63.0,29.0,57.0,106.0,35.0,90.0,30.0,53.0,28.0,28.0,33.0,66.0,7.0,0.5087719298245614,0.4794520547945205,0.5714285714285714,0.6162790697674418,0.02720527617477329,0.04375,0.03291958985429034,0.03225806451612903,0.037578288100208766,0.019021739130434784,0.08961593172119488,0.4603174603174603,0.48333333333333334,0.37662337662337664,0.5862068965517241,0.09289617486338798,0.6470588235294118,0.49757924528301883,0.1172566371681416,False,72.0,1.0,1.0,9.0,19.0,10.0,20.0,18.0,1.0,13.0,1.0,25.0,10.0,22.0,5.0,35.0,12.0,12.0,10.0,3.0,13.0,8.0,17.0,11.0,13.0,9.0,1.0,2.0,39.0,2.0,45.0,6.0,1.0,2.0,12.0,0.5,0.002551020408163265,0.04180064308681672,0.12,0.047619047619047616,0.005780346820809248,0.024390243902439025,0.30434782608695654,0.04032258064516129,0.017699115044247787,0.029723991507430998,0.062111801242236024,0.15835140997830802,0.19560878243512975,0.17105263157894737,0.6081081081081081,0.4827586206896552,0.4161849710982659,0.4186046511627907,0.8611111111111112,1.0,0.17647058823529413,0.012987012987012988,1.0,1.0,0.24675324675324675,0.47368421052631576,1.0,0.005076142131979695,,,,,,,,
200811,1610612756,Lou Amundson,Lou Amundson,200811,PHX,69652.0,1161.0,68,2262,2292,681.0,614.0,279.0,4554,2469,49.0,141.0,218.0,346.0,97.0,169.0,681.0,0.17625,0.1952191235059761,0.1807802093244529,0.21951219512195122,0.20555555555555555,0.3010610079575597,118.0,200.0,28.0,150.0,272.0,64.0,364.0,77.0,26.0,116.0,208.0,23.0,15.0,107.0,119.0,58.0,8.0,116.0,6.0,0.6933333333333334,0.9043478260869565,0.5514705882352942,0.5494505494505495,0.558282208588957,0.6041666666666666,14.67995400536604,0.7326007326007326,0.59,0.659217877094972,0.6610169491525424,0.10256410256410256,0.7362637362637363,0.5351378676470587,0.533035064935065,0.18238993710691823,0.1829652996845426,0.31868131868131866,2.956985294117647,26.0,17.0,57.0,,0.45614035087719296,,1.0,,,,1.0,,,,,,24.0,31.0,14.0,69.0,31.0,3.0,14.0,,,,,0.5844155844155844,0.003663003663003663,0.003663003663003663,,,,,,,45.7,,,,,,73.0,32.0,73.0,,,,,,44.0,87.0,37.0,58.0,20.0,44.0,48.0,97.0,112.0,45.0,92.0,70.0,7.0,6.0,25.0,102.0,128.0,16.0,0.4948453608247423,0.5844155844155844,0.4948453608247423,0.509090909090909,0.14468085106382977,0.08417508417508418,0.12674650698602793,0.17786561264822134,0.0776255707762557,0.17582417582417584,0.16117216117216118,0.45454545454545453,0.5882352941176471,0.8969072164948454,0.5057471264367817,0.7532467532467533,0.6379310344827587,0.55212,0.3076923076923077,False,12.0,,,,,,,16.0,1.0,31.0,,1.0,4.0,6.0,1.0,28.0,8.0,2.0,9.0,7.0,17.0,9.0,10.0,11.0,13.0,13.0,,,37.0,4.0,43.0,2.0,5.0,3.0,2.0,,,0.11397058823529412,0.105,0.22727272727272727,,,0.358974358974359,0.010869565217391304,0.1595744680851064,0.10227272727272728,0.10256410256410256,0.136,0.16730038022813687,0.16901408450704225,0.589041095890411,0.85,0.42857142857142855,0.42857142857142855,0.75,,0.1590909090909091,,,,,,,,4.0,,,,,,,
201162,1610612756,Jared Dudley,Jared Dudley,201162,PHX,119418.0,1990.0,219,3886,3920,1262.0,1254.0,482.0,7806,4291,56.0,103.0,182.0,281.0,77.0,161.0,1262.0,0.07410071942446043,0.11336032388663968,0.08439490445859872,0.10412573673870335,0.10571428571428572,0.3247555326814205,68.0,135.0,56.0,105.0,228.0,104.0,674.0,57.0,41.0,204.0,142.0,81.0,51.0,139.0,138.0,57.0,13.0,204.0,12.0,0.6761904761904762,0.8068181818181818,0.4605263157894737,0.5816326530612245,0.6094032549728752,0.6296296296296297,13.91636690647482,0.2755102040816326,0.5037037037037037,0.6476190476190476,0.6764705882352942,0.11428571428571428,0.810204081632653,0.5470650614754099,0.5465151851851852,0.1111111111111111,0.20727272727272728,0.3026706231454006,5.961403508771931,39.0,27.0,67.0,,0.582089552238806,61.0,137.0,18.0,43.0,120.0,262.0,35.0,80.0,357.0,135.0,61.0,84.0,115.0,47.0,261.0,28.0,10.0,29.0,0.9916666666666667,0.4580152671755725,0.4375,0.46153846153846156,0.5948905109489051,0.5346938775510204,0.2795918367346939,0.44525547445255476,0.44525547445255476,0.9836065573770492,0.31386861313868614,0.4186046511627907,0.45185185185185184,24.556870229007632,59.0,125.0,17.0,37.0,3.0,16.0,4.0,16.0,0.25510204081632654,0.472,0.472,0.27007299270072993,0.4594594594594595,17.0,44.0,19.0,35.0,11.0,37.0,25.0,55.0,102.0,29.0,68.0,34.0,31.0,17.0,28.0,66.0,99.0,6.0,0.45454545454545453,0.5087719298245614,0.5,0.5795454545454546,0.05719237435008666,0.05223880597014925,0.05562130177514793,0.06218905472636816,0.05597964376590331,0.02666666666666667,0.07551020408163266,0.2972972972972973,0.3333333333333333,0.6197183098591549,0.38636363636363635,0.25547445255474455,0.5428571428571428,0.5169320754716982,0.1513353115727003,False,26.0,3.0,10.0,4.0,6.0,7.0,16.0,31.0,2.0,34.0,,14.0,11.0,26.0,5.0,23.0,30.0,2.0,12.0,8.0,18.0,11.0,8.0,8.0,28.0,10.0,,3.0,11.0,1.0,4.0,,,1.0,2.0,0.4375,,0.14912280701754385,0.2222222222222222,0.10810810810810811,,,0.17424242424242425,0.03597122302158273,0.052941176470588235,0.055825242718446605,0.04195804195804196,0.06167400881057269,0.05152224824355972,0.13194444444444445,0.25,0.2727272727272727,0.4642857142857143,0.4642857142857143,0.8461538461538461,1.0,,0.14084507042253522,0.3,1.0,0.08450704225352113,0.6666666666666666,1.0,0.011320754716981131,1.0,5.0,,,,,,
201169,1610612756,Alando Tucker,Alando Tucker,201169,PHX,4251.0,71.0,-15,143,140,78.0,81.0,22.0,283,160,1.0,1.0,2.0,7.0,1.0,5.0,78.0,0.01639344262295082,0.08333333333333333,0.0273972602739726,0.0625,,0.5454545454545454,8.0,14.0,4.0,12.0,23.0,16.0,43.0,15.0,6.0,21.0,8.0,,,12.0,21.0,9.0,2.0,21.0,2.0,0.3333333333333333,0.4,0.5217391304347826,0.45,0.5375,0.4772727272727273,26.035502958579883,0.4666666666666667,0.5714285714285714,0.6666666666666666,0.375,0.13333333333333333,0.7,0.5362666666666667,0.5518833333333334,0.23684210526315788,0.2903225806451613,0.4883720930232558,5.065217391304348,2.0,1.0,4.0,,0.5,1.0,4.0,1.0,1.0,1.0,7.0,1.0,3.0,3.0,4.0,1.0,3.0,3.0,1.0,6.0,2.0,,,1.0,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.4166666666666667,0.23333333333333334,0.13333333333333333,0.25,0.25,1.0,0.05555555555555555,1.0,0.25,24.257142857142856,,3.0,,2.0,,,,,0.1,,,0.1111111111111111,,2.0,5.0,4.0,9.0,2.0,5.0,2.0,5.0,6.0,6.0,16.0,4.0,,,1.0,4.0,5.0,1.0,0.4,0.4,0.4,0.42857142857142855,0.08695652173913043,0.06666666666666667,0.08196721311475409,0.14285714285714285,,0.07142857142857142,0.16666666666666666,0.4,0.4,1.0,0.4,0.5,0.4444444444444444,0.61765,0.13953488372093023,False,2.0,,,,,,,2.0,,2.0,,,,2.0,,,,1.0,1.0,,2.0,,1.0,,,1.0,,,,,,,,,,,,0.08695652173913043,0.14285714285714285,,,,,,0.15384615384615385,,0.14285714285714285,,,0.14285714285714285,,,0.5,0.5,0.5,,,,,,,,,,,,,,,,,
