EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BadPassOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,Fg3aBlocked,FTOffRebounds,ThreePtShootingFoulsDrawn,OffensiveGoaltends,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,BlockedLongMidRange,Clear Path Fouls,BlockedArc3,StepOutOfBoundsTurnovers,on,Corner3PctBlocked
2034,1610612764,Mike Miller,Mike Miller,2034,WAS,24201.0,403,-14.0,768,758,154.0,142,115.0,1526,22.0,31.0,5.0,6.0,2.0,3.0,6.0,9.0,6.0,15.0,8.0,8.0,1.0,11.0,25.0,6.0,34.0,55.0,19.0,33.0,12.0,137.0,837,5.0,6.0,,16.0,3.0,4.0,7.0,7.0,22.0,30.0,38.0,51.0,6.0,6.0,,25.0,11.0,2.0,36.0,9.0,45.0,4.0,5.0,14.0,13.0,9.0,99.0,3.0,10.0,13.0,36.0,,49.0,14.0,63.0,1.0,11.0,7.0,4.0,22.0,16.0,13.0,2.0,6.0,3.0,35.0,2.0,5.0,12.0,26.0,2.0,3.0,17.0,,2.0,14.0,2.0,6.0,2.0,3.0,,2.0,,1.0,3.0,2.0,,,,22.0,154.0,2.0,2.0,0.4411764705882353,0.4838709677419355,0.8947368421052632,0.5757575757575758,0.5757575757575758,0.6181818181818182,0.8333333333333334,0.75,0.7102272727272727,0.6666666666666666,0.6818181818181818,0.7287234042553191,0.6666666666666666,0.7333333333333333,0.375,0.0363636363636363,0.032258064516129,0.1111111111111111,14.413407821229052,0.6285714285714286,,0.1411764705882353,0.0381679389312977,0.1413043478260869,0.03125,0.1412103746397694,0.0363128491620111,0.0263157894736842,0.0526315789473684,0.0363636363636363,0.0266666666666666,0.0476190476190476,0.1636363636363636,0.125,0.1428571428571428,0.1176470588235294,0.2083333333333333,0.0303030303030303,0.6666666666666666,0.3522727272727273,0.7096774193548387,0.7333333333333333,0.4545454545454545,0.1022727272727272,0.6666666666666666,0.75,0.1666666666666666,0.1704545454545454,0.4,0.4,0.6666666666666666,0.0909090909090909,1.0,1.0,0.875,0.2840909090909091,0.44,0.44,0.5,0.8333333333333334,,0.2727272727272727,0.6666666666666666,0.0909090909090909,0.5454545454545454,0.7272727272727273,0.44,0.5581931818181819,0.6020727272727272,0.5877454545454545,0.0652173913043478,0.1016949152542373,0.1167883211678832,0.1605839416058394,6.896363636363636,24.706060606060607,0.2005208333333333,5.0,,,1.0,2.0,6.0,2.0,2.0,6.0,3.0,,1.0,,,0.3333333333333333,0.4285714285714285,,,,0.04,0.9090909090909092,,,,0.5,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,,,True,
2052,1610612764,DeShawn Stevenson,DeShawn Stevenson,2052,WAS,21955.0,366,-22.0,708,709,184.0,153,94.0,1417,1.0,3.0,1.0,1.0,,1.0,,1.0,7.0,21.0,3.0,14.0,1.0,4.0,17.0,6.0,8.0,25.0,7.0,31.0,10.0,47.0,788,1.0,5.0,,5.0,1.0,4.0,7.0,,5.0,12.0,4.0,18.0,3.0,2.0,,17.0,4.0,1.0,23.0,6.0,29.0,5.0,1.0,10.0,4.0,9.0,64.0,2.0,1.0,8.0,20.0,1.0,29.0,3.0,32.0,1.0,4.0,2.0,2.0,10.0,6.0,7.0,1.0,4.0,,17.0,3.0,8.0,12.0,25.0,,2.0,13.0,,4.0,11.0,1.0,6.0,,3.0,,1.0,,1.0,3.0,1.0,,,,5.0,184.0,3.0,,0.75,0.8571428571428571,0.8571428571428571,0.2258064516129032,0.2258064516129032,0.32,0.2,0.25,0.3303571428571428,0.4166666666666667,0.2272727272727272,0.3852459016393442,0.4166666666666667,0.2272727272727272,0.5535714285714286,0.04,0.3333333333333333,,9.547123623011016,0.5882352941176471,0.0769230769230769,0.0772200772200772,0.0039370078740157,0.1052631578947368,0.0238095238095238,0.0835820895522388,0.0088757396449704,0.0140845070422535,,,0.0161290322580645,0.0454545454545454,0.0392156862745098,0.0649350649350649,0.099236641221374,0.125,0.05,0.0263157894736842,0.3333333333333333,0.0535714285714285,0.3333333333333333,0.5,,0.0178571428571428,,,,0.375,0.3333333333333333,0.3333333333333333,0.8571428571428571,0.25,0.2142857142857142,0.2142857142857142,1.0,0.3035714285714285,0.2352941176470588,0.2352941176470588,0.1666666666666666,1.0,,0.0909090909090909,,0.0909090909090909,0.5454545454545454,0.6071428571428571,0.2352941176470588,0.5016436363636363,0.4661333333333333,0.4962749999999999,0.0983606557377049,0.2,0.1063829787234042,0.1063829787234042,16.244,24.870967741935488,0.2598870056497175,3.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,0.1428571428571428,,,,,0.75,,,,0.1666666666666666,1.0,1.0,,0.1666666666666666,,,1.0,,,1.0,True,
2217,1610612764,Brendan Haywood,Brendan Haywood,2217,WAS,66513.0,1109,28.0,2114,2095,521.0,406,291.0,4209,118.0,169.0,54.0,81.0,22.0,31.0,12.0,40.0,3.0,11.0,,,,,,,133.0,220.0,,,70.0,336.0,2302,57.0,89.0,34.0,148.0,25.0,40.0,,19.0,69.0,136.0,130.0,,,72.0,,,,22.0,11.0,4.0,15.0,3.0,1.0,3.0,1.0,7.0,34.0,32.0,105.0,48.0,143.0,19.0,210.0,143.0,353.0,10.0,13.0,8.0,5.0,16.0,4.0,29.0,2.0,12.0,8.0,45.0,8.0,10.0,52.0,101.0,11.0,8.0,95.0,11.0,9.0,108.0,14.0,53.0,8.0,74.0,,31.0,,37.0,74.0,48.0,3.0,7.0,9.0,69.0,521.0,10.0,8.0,0.5112781954887218,0.7010309278350515,,,,0.6045454545454545,0.6404494382022472,0.625,0.6045454545454545,0.6404494382022472,0.625,0.6292134831460674,0.6788990825688074,0.6272727272727273,,0.1,0.1065088757396449,0.1,12.729498164014688,0.3555555555555555,0.3392857142857143,0.185473411154345,0.1407506702412868,0.1889763779527559,0.1290322580645161,0.1863414634146341,0.1378269617706237,0.2263157894736842,0.1706161137440758,0.0753623188405797,0.1479591836734693,0.0576923076923076,0.155688622754491,0.2134387351778656,0.1794871794871795,0.2146892655367231,0.1298701298701298,0.1538461538461538,0.6486486486486487,0.7681818181818182,0.6982248520710059,0.7814569536423841,0.5,0.1818181818181818,0.3,0.3333333333333333,0.5833333333333334,0.05,0.2727272727272727,0.2727272727272727,0.6666666666666666,,,,,,,,0.9101123595505618,0.6666666666666666,0.0925925925925925,0.775,0.7096774193548387,,,0.7681818181818182,,0.5608813636363637,0.5696416666666666,0.5565425,0.2046332046332046,0.2046332046332046,0.4404761904761904,0.2053571428571428,2.774090909090909,,0.2464522232734153,1.0,,,,,,,,,,,6.0,,2.0,,,,,,0.0952380952380952,,,,,,,,,,,,6.0,,,1.0,True,
2229,1610612764,Mike James,Mike James,2229,WAS,996.0,17,-5.0,30,33,13.0,18,6.0,63,,,,,,,1.0,2.0,1.0,3.0,1.0,2.0,,,2.0,1.0,2.0,5.0,1.0,4.0,1.0,8.0,32,,,,,1.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,,,,2.0,,1.0,2.0,,2.0,,,1.0,1.0,,4.0,,1.0,,1.0,,1.0,1.0,2.0,,2.0,,2.0,1.0,1.0,2.0,1.0,,,3.0,1.0,3.0,,1.0,,,2.0,,1.0,2.0,,1.0,,,,,,,,,,,,3.0,13.0,1.0,,0.5,0.5,1.0,0.25,0.25,0.4,,0.5,0.3888888888888889,,0.3333333333333333,0.4,,0.375,0.4444444444444444,0.2,,0.5,36.11111111111112,0.3333333333333333,,0.0555555555555555,0.1111111111111111,,,0.0416666666666666,0.0714285714285714,,,0.2,,,,0.1,,,,,,,,,,0.2222222222222222,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.2222222222222222,0.5,0.5,1.0,0.2222222222222222,,,,,,,,,0.3333333333333333,0.4444444444444444,,0.4817166666666666,,0.4766999999999999,0.1,0.1666666666666666,,0.375,15.9,24.0,0.4333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
101154,1610612764,Andray Blatche,Andray Blatche,101154,WAS,109298.0,1822,-190.0,3440,3434,861.0,864,413.0,6874,187.0,301.0,44.0,74.0,44.0,66.0,101.0,233.0,115.0,286.0,7.0,15.0,4.0,4.0,22.0,7.0,403.0,820.0,11.0,37.0,142.0,981.0,3742,64.0,122.0,17.0,151.0,89.0,188.0,11.0,35.0,216.0,426.0,380.0,30.0,3.0,66.0,1.0,21.0,4.0,80.0,111.0,42.0,153.0,29.0,13.0,76.0,11.0,24.0,348.0,15.0,101.0,53.0,204.0,31.0,288.0,119.0,407.0,17.0,69.0,50.0,19.0,80.0,42.0,80.0,12.0,38.0,30.0,160.0,14.0,45.0,73.0,150.0,5.0,15.0,189.0,6.0,22.0,197.0,38.0,109.0,8.0,51.0,,29.0,,21.0,51.0,24.0,1.0,2.0,3.0,216.0,861.0,18.0,7.0,0.5285359801488834,0.5756756756756757,0.9090909090909092,0.2972972972972973,0.3055555555555556,0.4914634146341463,0.5245901639344263,0.4734042553191489,0.4894982497082847,0.5275590551181102,0.4547738693467337,0.5240384615384616,0.5551470588235294,0.4931506849315068,0.043173862310385,0.0975609756097561,0.1627906976744186,0.1287553648068669,27.817258883248734,0.5,0.3069306930693069,0.1743589743589743,0.0766894457099468,0.1325,0.0530035335689045,0.1636942675159235,0.0725,0.1240310077519379,0.0736543909348441,0.046793760831889,0.0574162679425837,0.0405405405405405,0.1852861035422343,0.1686046511627907,0.1699346405228758,0.1275167785234899,0.1470588235294117,0.0482954545454545,0.4705882352941176,0.3512252042007001,0.6212624584717608,0.7420634920634921,0.5401069518716578,0.2718786464410735,0.4334763948497854,0.4975369458128079,0.3465346534653465,0.3337222870478413,0.4020979020979021,0.4035087719298245,0.6695652173913044,0.0175029171528588,0.4666666666666667,0.4666666666666667,0.8571428571428571,0.0256709451575262,0.1818181818181818,0.1818181818181818,0.5826771653543307,0.5945945945945946,0.1590909090909091,0.3316582914572864,0.6666666666666666,0.0201005025125628,0.0351758793969849,0.3943990665110852,0.1904761904761904,0.4690808909730362,0.5093163793103448,0.4511632653061226,0.1174568965517241,0.122334455667789,0.1539245667686034,0.2201834862385321,9.093536585365854,26.864864864864863,0.2502906976744186,13.0,1.0,1.0,1.0,1.0,4.0,,2.0,5.0,1.0,,3.0,,1.0,0.4,0.0909090909090909,,0.0034965034965034,,0.0303030303030303,1.0,0.0078740157480314,1.0,1.0,0.0314960629921259,0.25,1.0,0.25,,,1.0,1.0,,,4.0,False,
101177,1610612764,Fabricio Oberto,Fabricio Oberto,101177,WAS,34042.0,567,-42.0,1060,1072,182.0,254,119.0,2132,26.0,36.0,6.0,11.0,3.0,3.0,6.0,12.0,1.0,3.0,,,,,,,33.0,51.0,,,11.0,77.0,1143,7.0,13.0,4.0,18.0,3.0,4.0,,6.0,12.0,62.0,4.0,,,2.0,,,,2.0,40.0,10.0,50.0,7.0,3.0,23.0,4.0,13.0,110.0,1.0,26.0,15.0,43.0,6.0,64.0,30.0,94.0,1.0,8.0,4.0,4.0,11.0,9.0,20.0,3.0,2.0,2.0,31.0,2.0,2.0,62.0,102.0,3.0,11.0,37.0,2.0,17.0,15.0,1.0,6.0,2.0,7.0,,6.0,,1.0,7.0,5.0,,1.0,3.0,12.0,182.0,3.0,2.0,0.9393939393939394,0.96875,,,,0.6470588235294118,0.5384615384615384,0.75,0.6470588235294118,0.5384615384615384,0.75,0.6637931034482759,0.5625,0.75,,0.0392156862745098,0.0555555555555555,,7.39202657807309,0.3548387096774194,0.1666666666666666,0.1140583554376657,0.0675324675324675,0.1282051282051282,0.010752688172043,0.117408906882591,0.0564853556485355,0.0686274509803921,0.0673076923076923,0.0670391061452514,0.0147058823529411,,0.1111111111111111,0.1441441441441441,0.0949367088607595,0.0952380952380952,0.2121212121212121,0.0769230769230769,0.7142857142857143,0.7058823529411765,0.7222222222222222,0.7647058823529411,0.9615384615384616,0.2352941176470588,0.5,0.5,0.8333333333333334,0.0588235294117647,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,0.8461538461538461,0.5454545454545454,0.8333333333333334,0.75,1.0,,,0.7058823529411765,,0.5321745098039214,0.5385769230769231,0.64715,0.1071428571428571,0.1071428571428571,0.2337662337662337,0.1558441558441558,3.741176470588235,,0.1716981132075471,3.0,,,,,,,,,,,3.0,,,,,,,,0.0909090909090909,,,,,,,,,,,,,,,,False,
1863,1610612764,Earl Boykins,Earl Boykins,1863,WAS,37006.0,617,-122.0,1154,1158,279.0,331,157.0,2312,21.0,36.0,2.0,2.0,5.0,7.0,24.0,55.0,40.0,102.0,1.0,8.0,1.0,10.0,27.0,8.0,85.0,193.0,11.0,35.0,43.0,246.0,1269,6.0,11.0,6.0,27.0,15.0,41.0,9.0,20.0,50.0,30.0,140.0,27.0,6.0,2.0,,27.0,10.0,13.0,65.0,18.0,83.0,10.0,8.0,32.0,5.0,28.0,184.0,3.0,8.0,5.0,26.0,,31.0,11.0,42.0,2.0,11.0,5.0,6.0,27.0,18.0,17.0,6.0,9.0,7.0,44.0,1.0,8.0,11.0,26.0,,,38.0,,6.0,51.0,3.0,10.0,9.0,1.0,1.0,1.0,,,2.0,,,,,50.0,279.0,5.0,8.0,0.1764705882352941,0.1785714285714285,0.8181818181818182,0.3142857142857143,0.3142857142857143,0.4404145077720207,0.5454545454545454,0.3658536585365853,0.4451754385964912,0.7,0.3,0.483739837398374,0.7352941176470589,0.3916666666666666,0.1535087719298245,0.0673575129533678,0.1388888888888889,0.0909090909090909,21.561338289962823,0.6136363636363636,,0.0675324675324675,0.0170212765957446,0.036231884057971,0.0285714285714285,0.0592734225621414,0.0191304347826086,0.0074626865671641,0.0078125,0.0288461538461538,0.0149253731343283,0.0526315789473684,0.0847457627118644,0.0467289719626168,0.06875,0.0380952380952381,0.0303030303030303,0.0176991150442477,,0.1578947368421052,0.5833333333333334,0.6774193548387096,0.3809523809523809,0.2412280701754386,0.4363636363636363,0.48,0.125,0.4473684210526316,0.392156862745098,0.404040404040404,0.1,0.0350877192982456,0.125,0.125,1.0,0.1184210526315789,0.3703703703703703,0.3846153846153846,0.1333333333333333,1.0,0.5,0.14,0.7142857142857143,0.02,0.16,0.3114035087719298,0.3703703703703703,0.453657894736842,0.4597321428571428,0.4339869999999999,0.050632911392405,0.05,0.1097560975609756,0.2032520325203252,12.420207253886018,25.12,0.2417677642980935,1.0,,,,3.0,4.0,,3.0,4.0,,1.0,,2.0,,0.75,,0.0285714285714285,0.0294117647058823,0.037037037037037,,0.8,,,,0.2666666666666666,0.75,1.0,,,0.054054054054054,10.0,,,1.0,,False,
200751,1610612764,Randy Foye,Randy Foye,200751,WAS,55205.0,920,-153.0,1754,1757,440.0,446,226.0,3511,22.0,40.0,2.0,4.0,8.0,12.0,11.0,42.0,62.0,151.0,6.0,19.0,3.0,33.0,94.0,34.0,95.0,233.0,39.0,113.0,59.0,366.0,1888,9.0,21.0,,30.0,22.0,60.0,37.0,25.0,99.0,30.0,160.0,69.0,48.0,2.0,2.0,92.0,33.0,11.0,106.0,22.0,128.0,11.0,11.0,51.0,18.0,37.0,278.0,1.0,6.0,18.0,51.0,,69.0,8.0,77.0,2.0,15.0,8.0,7.0,30.0,24.0,23.0,6.0,6.0,1.0,53.0,2.0,9.0,32.0,65.0,2.0,4.0,53.0,5.0,3.0,68.0,1.0,21.0,5.0,3.0,,3.0,,,3.0,1.0,,,,99.0,440.0,6.0,5.0,0.1578947368421052,0.1595744680851064,0.5897435897435898,0.3451327433628318,0.3513513513513513,0.407725321888412,0.4285714285714285,0.3666666666666666,0.4436416184971098,0.4838709677419355,0.3814432989690721,0.4812332439678284,0.4838709677419355,0.4454545454545454,0.3265895953757225,0.0472103004291845,0.1,0.1428571428571428,21.13095238095238,0.5660377358490566,,0.0819935691318328,0.0088235294117647,0.0927835051546391,0.0061349693251533,0.0845588235294117,0.0083036773428232,0.0106951871657754,0.0163934426229508,0.0032258064516129,,0.0232558139534883,0.0686274509803921,0.0324324324324324,0.1330472103004291,0.0863309352517985,0.109090909090909,0.0104166666666666,0.3333333333333333,0.1156069364161849,0.55,0.6111111111111112,0.1363636363636363,0.1213872832369942,0.2619047619047619,0.3055555555555556,,0.4364161849710982,0.4105960264900662,0.4133333333333333,0.1935483870967742,0.0549132947976878,0.3157894736842105,0.3157894736842105,0.8333333333333334,0.2716763005780346,0.351063829787234,0.351063829787234,0.1290322580645161,0.5,0.5,0.1237113402061855,0.6666666666666666,0.0309278350515463,0.3505154639175257,0.4421965317919075,0.358695652173913,0.4609877906976742,0.461201724137931,0.4467911458333332,0.0625,0.0830039525691699,0.081967213114754,0.2704918032786885,14.154935622317598,25.63805309734513,0.2508551881413911,10.0,1.0,2.0,2.0,3.0,8.0,8.0,4.0,10.0,10.0,,1.0,2.0,,0.4,0.2702702702702703,,0.0066225165562913,,0.0192307692307692,0.5454545454545454,0.064516129032258,0.5,1.0,0.2580645161290322,0.375,0.6666666666666666,0.6666666666666666,0.2352941176470588,0.017391304347826,11.0,,,,1.0,False,
2406,1610612764,Caron Butler,Caron Butler,2406,WAS,33998.0,567,-82.0,1089,1094,312.0,304,131.0,2183,33.0,66.0,10.0,18.0,6.0,20.0,14.0,39.0,43.0,97.0,,5.0,2.0,7.0,25.0,6.0,90.0,202.0,7.0,30.0,64.0,265.0,1144,13.0,27.0,5.0,34.0,19.0,52.0,8.0,28.0,69.0,84.0,96.0,15.0,6.0,16.0,2.0,23.0,7.0,13.0,14.0,7.0,21.0,4.0,3.0,9.0,,5.0,49.0,7.0,21.0,18.0,55.0,5.0,78.0,28.0,106.0,7.0,20.0,11.0,9.0,14.0,10.0,23.0,,4.0,5.0,37.0,3.0,8.0,10.0,33.0,1.0,9.0,57.0,4.0,,78.0,4.0,30.0,9.0,5.0,,2.0,,3.0,5.0,4.0,,3.0,,69.0,312.0,4.0,9.0,0.4666666666666667,0.5121951219512195,0.7142857142857143,0.2333333333333333,0.25,0.4455445544554455,0.4814814814814814,0.3653846153846153,0.4331896551724138,0.4677419354838709,0.3416666666666667,0.4887640449438202,0.5,0.435064935064935,0.1293103448275862,0.0643564356435643,0.1363636363636363,0.1025641025641025,24.378508420208497,0.3783783783783784,0.1515151515151515,0.1486486486486486,0.0498812351543943,0.12,0.0714285714285714,0.1403846153846153,0.0539499036608863,0.0818181818181818,0.0701754385964912,0.0203045685279187,0.0958904109589041,,0.0967741935483871,0.1452991452991453,0.18125,0.1495327102803738,0.0465116279069767,0.0598290598290598,0.8,0.2844827586206896,0.5,0.5789473684210527,0.5757575757575758,0.168103448275862,0.358974358974359,0.4,0.0714285714285714,0.418103448275862,0.4432989690721649,0.4432989690721649,0.5116279069767442,0.021551724137931,,,,0.1077586206896551,0.28,0.28,0.5806451612903226,0.5555555555555556,0.1,0.3333333333333333,0.3,0.0333333333333333,0.1,0.4137931034482758,0.3043478260869565,0.4775157205240173,0.5198104166666667,0.4859429824561402,0.1162790697674418,0.131578947368421,0.1283018867924528,0.260377358490566,10.87970297029703,27.636666666666663,0.2865013774104683,4.0,,,,1.0,4.0,1.0,1.0,4.0,1.0,,,,,0.25,0.125,,,,,0.7142857142857143,,,,0.1290322580645161,0.25,1.0,,0.1666666666666666,,4.0,,,,2.0,False,
2624,1610612764,Quinton Ross,Quinton Ross,2624,WAS,15656.0,261,-55.0,490,518,111.0,161,54.0,1008,7.0,19.0,,3.0,,2.0,1.0,2.0,8.0,26.0,1.0,7.0,1.0,,1.0,1.0,16.0,47.0,1.0,8.0,3.0,38.0,534,1.0,5.0,,2.0,1.0,4.0,2.0,1.0,3.0,28.0,4.0,3.0,,,1.0,,,4.0,5.0,,5.0,,,2.0,,3.0,10.0,,6.0,5.0,10.0,1.0,16.0,6.0,22.0,,6.0,5.0,1.0,5.0,1.0,3.0,,4.0,1.0,8.0,1.0,3.0,14.0,35.0,,1.0,10.0,1.0,2.0,6.0,2.0,2.0,2.0,2.0,,1.0,,,2.0,,,,,3.0,111.0,7.0,1.0,0.875,0.875,1.0,0.125,0.1428571428571428,0.3404255319148936,0.2,0.25,0.3181818181818182,0.2,0.1666666666666666,0.3333333333333333,0.2,0.2142857142857142,0.1454545454545454,0.0851063829787234,0.2105263157894736,,11.69064748201439,0.625,0.05,0.0564971751412429,0.0301507537688442,0.0746268656716417,,0.0614754098360655,0.0257510729613733,0.0434782608695652,0.0208333333333333,0.024390243902439,,,0.0746268656716417,0.0232558139534883,0.0597014925373134,0.0714285714285714,0.0909090909090909,,,0.3454545454545454,0.3684210526315789,0.4666666666666667,0.8571428571428571,0.0363636363636363,0.5,0.5,1.0,0.4727272727272727,0.3076923076923077,0.3076923076923077,0.875,0.1272727272727272,0.1428571428571428,0.1428571428571428,1.0,0.0181818181818181,,,0.6,,,0.3333333333333333,,0.1666666666666666,0.1666666666666666,0.4909090909090909,,0.4848277777777778,0.50346,0.47081,0.0363636363636363,0.0425531914893617,0.0526315789473684,0.0789473684210526,11.365957446808512,26.662499999999994,0.2265306122448979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,False,
200839,1610612764,Mike Harris,Mike Harris,200839,WAS,811.0,14,-7.0,26,32,13.0,20,4.0,58,1.0,2.0,,,1.0,2.0,,1.0,,,,,,,,,1.0,3.0,,,2.0,4.0,30,,,,,1.0,2.0,,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,3.0,1.0,4.0,,1.0,1.0,,,,,,,,,,,2.0,4.0,1.0,,1.0,,,2.0,,,1.0,,,,,,,,,,,4.0,13.0,1.0,1.0,1.0,1.0,,,,0.3333333333333333,,0.5,0.3333333333333333,,0.5,0.5,,0.6666666666666666,,,,,13.793103448275865,,0.3333333333333333,0.1818181818181818,0.0769230769230769,,,0.1333333333333333,0.0714285714285714,,,0.1428571428571428,,,,0.5,,,,,,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,1.0,0.5,,,0.6666666666666666,,0.6320666666666667,,0.77085,,,,1.0,2.2666666666666666,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
