EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,HeaveAttempts,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,OffLongMidRangeReboundPct,DefCorner3ReboundPct,OffShortMidRangeReboundPct,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,SecondChanceFg3Pct,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Clear Path Fouls,DefensiveGoaltends,3SecondViolations,SecondChanceAtRimPctAssisted,on,Fg3aBlocked,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,BlockedLongMidRange,FG3APctBlocked,Corner3PctBlocked,OffensiveGoaltends,Arc3PctBlocked,BlockedCorner3
101110,1610612757,Martell Webster,Martell Webster,101110,POR,7693.0,128.0,30.0,247.0,246,70.0,100,34.0,493,6.0,11.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,4.0,3.0,7.0,1.0,2.0,4.0,14.0,1.0,2.0,6.0,10.0,20.0,7.0,21.0,17.0,58.0,227.0,1.0,1.0,1.0,2.0,2.0,5.0,3.0,8.0,7.0,20.0,10.0,10.0,21.0,2.0,14.0,4.0,4.0,3.0,3.0,6.0,1.0,2.0,2.0,1.0,15.0,2.0,1.0,1.0,11.0,1.0,13.0,3.0,16.0,1.0,7.0,6.0,1.0,4.0,1.0,4.0,3.0,2.0,8.0,1.0,1.0,9.0,2.0,13.0,3.0,18.0,6.0,3.0,4.0,3.0,1.0,4.0,3.0,20.0,70.0,4.0,2.0,0.5,0.5555555555555556,1.0,0.3333333333333333,0.375,0.3333333333333333,0.5,1.0,0.4,0.5,0.5,0.5,0.58,0.5,0.5882352941176471,0.5121951219512195,0.2,0.2727272727272727,0.2,19.58762886597938,0.5,0.1,0.1134020618556701,0.0116279069767441,0.04,0.0606060606060606,0.0983606557377049,0.0252100840336134,0.0263157894736842,0.0434782608695652,0.1,0.0967741935483871,0.0416666666666666,0.1666666666666666,0.0454545454545454,0.05,0.75,0.2682926829268293,0.5454545454545454,0.75,0.5,0.1219512195121951,0.4,0.5,0.5,0.0975609756097561,0.5,0.5,0.5,0.1707317073170731,0.4285714285714285,0.4285714285714285,1.0,0.3414634146341463,0.2857142857142857,0.2857142857142857,1.0,0.5,1.0,0.5,0.0769230769230769,1.0,0.1538461538461538,0.5,0.4615384615384615,0.3333333333333333,0.7804878048780488,0.2857142857142857,0.5206878048780488,0.5859,0.4694307692307692,0.1276595744680851,0.2307692307692307,0.0344827586206896,0.3448275862068966,6.140000000000001,24.08095238095238,0.2834008097165992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1889,1610612757,Andre Miller,Andre Miller,1889,POR,7720.0,129.0,26.0,246.0,235,66.0,72,34.0,481,8.0,15.0,,1.0,,1.0,2.0,4.0,6.0,18.0,,,,,1.0,5.0,,1.0,4.0,16.0,37.0,1.0,5.0,18.0,53.0,232.0,2.0,4.0,,9.0,2.0,9.0,1.0,4.0,4.0,11.0,10.0,22.0,3.0,,4.0,1.0,2.0,12.0,9.0,21.0,7.0,2.0,6.0,4.0,51.0,3.0,1.0,4.0,7.0,,11.0,4.0,15.0,,,,,2.0,2.0,5.0,,2.0,7.0,1.0,4.0,12.0,1.0,17.0,1.0,20.0,10.0,1.0,,,,,,11.0,66.0,3.0,1.0,0.3125,0.3125,1.0,0.2,0.25,0.25,0.4324324324324324,0.5,0.2222222222222222,0.4166666666666667,0.5,0.2692307692307692,0.52,0.6428571428571429,0.3666666666666666,0.119047619047619,0.054054054054054,0.1333333333333333,,19.58762886597938,0.2857142857142857,,0.0786516853932584,0.0126582278481012,0.1428571428571428,0.073170731707317,0.094017094017094,0.0333333333333333,,0.1034482758620689,,0.0769230769230769,0.037037037037037,0.1111111111111111,0.1428571428571428,,,0.3571428571428571,0.5333333333333333,0.6153846153846154,0.25,0.0952380952380952,0.5,0.5,,0.4285714285714285,0.3333333333333333,0.3333333333333333,0.5,,,,,0.119047619047619,0.2,0.2,1.0,0.25,,,0.0769230769230769,,,,0.3076923076923077,0.25,0.4761904761904761,0.25,0.4737634146341463,0.3972,0.4111916666666666,0.2040816326530612,0.2272727272727272,0.1698113207547169,0.2075471698113207,9.916216216216217,37.17999999999999,0.2682926829268293,5.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0344827586206896,0.1428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
200746,1610612757,LaMarcus Aldridge,LaMarcus Aldridge,200746,POR,4309.0,72.0,-6.0,145.0,135,84.0,66,19.0,280,6.0,9.0,1.0,4.0,2.0,3.0,3.0,8.0,1.0,6.0,,,,,,,,,,10.0,23.0,,,2.0,22.0,148.0,1.0,4.0,,2.0,5.0,10.0,,,,10.0,10.0,10.0,,2.0,,,,1.0,1.0,2.0,1.0,,,1.0,5.0,,5.0,3.0,6.0,,9.0,5.0,14.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,6.0,,3.0,10.0,2.0,4.0,1.0,2.0,1.0,,3.0,2.0,1.0,3.0,1.0,10.0,84.0,3.0,,0.5,0.5555555555555556,,,,,0.4347826086956521,0.25,0.5,0.4347826086956521,0.25,0.5,0.4583333333333333,0.25,0.5,,,,,17.341040462427745,0.5,,0.1333333333333333,0.0892857142857142,0.1666666666666666,,0.1428571428571428,0.0641025641025641,0.1818181818181818,,,0.1052631578947368,0.125,0.2,0.0833333333333333,0.0769230769230769,0.3333333333333333,0.391304347826087,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3478260869565217,0.375,0.375,0.3333333333333333,0.2608695652173913,0.1666666666666666,0.1666666666666666,,,,,,,,,,1.0,0.25,,0.3,0.6666666666666666,,,,,0.391304347826087,,0.4547826086956521,0.559475,0.4416300000000001,0.0416666666666666,0.0416666666666666,0.0909090909090909,0.4545454545454545,8.017391304347827,,0.5793103448275863,,,,,3.0,1.0,,,,,0.3333333333333333,0.0714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
200750,1610612757,Brandon Roy,Brandon Roy,200750,POR,7618.0,127.0,37.0,254.0,240,103.0,117,29.0,494,11.0,18.0,1.0,1.0,6.0,8.0,2.0,7.0,8.0,15.0,,2.0,,,5.0,15.0,1.0,1.0,8.0,21.0,40.0,5.0,17.0,37.0,94.0,241.0,2.0,4.0,1.0,10.0,11.0,17.0,1.0,8.0,27.0,52.0,6.0,36.0,12.0,4.0,15.0,5.0,3.0,12.0,8.0,20.0,5.0,3.0,10.0,1.0,48.0,1.0,3.0,5.0,6.0,3.0,14.0,4.0,18.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,,6.0,,3.0,6.0,,32.0,,44.0,13.0,9.0,2.0,2.0,,2.0,1.0,52.0,103.0,1.0,9.0,0.1428571428571428,0.1578947368421052,0.8,0.2941176470588235,0.125,0.2941176470588235,0.525,0.5,0.6470588235294118,0.5,0.4,0.5,0.62,0.5625,0.6538461538461539,0.2982456140350877,0.075,0.1111111111111111,0.1428571428571428,27.551020408163264,0.5,0.2142857142857142,0.0674157303370786,0.0365853658536585,0.131578947368421,0.027027027027027,0.0866141732283464,0.0336134453781512,0.064516129032258,0.0384615384615384,,0.0285714285714285,0.074074074074074,0.1111111111111111,0.1379310344827586,0.037037037037037,0.5,0.3157894736842105,0.6111111111111112,0.6875,0.1818181818181818,0.1228070175438596,0.2857142857142857,0.3333333333333333,,0.2631578947368421,0.5333333333333333,0.5333333333333333,0.125,0.0350877192982456,,,,0.2631578947368421,0.3333333333333333,0.3333333333333333,0.8,0.2,1.0,0.2,0.32,0.75,,,0.32,0.125,0.6140350877192983,0.3333333333333333,0.4767692982456141,0.481925,0.4419740000000001,0.2121212121212121,0.2708333333333333,0.1063829787234042,0.5531914893617021,8.85,25.258823529411767,0.405511811023622,6.0,,1.0,1.0,2.0,,1.0,5.0,2.0,0.0344827586206896,0.1111111111111111,,3.0,1.0,1.0,0.0555555555555555,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2566,1610612757,Travis Outlaw,Travis Outlaw,2566,POR,13880.0,231.0,39.0,454.0,441,161.0,180,59.0,895,8.0,20.0,2.0,8.0,3.0,6.0,5.0,18.0,13.0,32.0,6.0,12.0,,2.0,6.0,19.0,2.0,2.0,6.0,26.0,70.0,12.0,31.0,21.0,109.0,442.0,4.0,12.0,4.0,21.0,7.0,25.0,2.0,8.0,8.0,28.0,26.0,26.0,36.0,4.0,17.0,6.0,7.0,5.0,3.0,8.0,2.0,1.0,1.0,4.0,19.0,6.0,6.0,7.0,13.0,5.0,25.0,13.0,38.0,2.0,7.0,4.0,3.0,5.0,,7.0,5.0,4.0,12.0,,3.0,13.0,1.0,15.0,3.0,24.0,7.0,5.0,7.0,6.0,1.0,8.0,4.0,28.0,161.0,5.0,5.0,0.5,0.5416666666666666,1.0,0.3870967741935484,0.25,0.4137931034482758,0.3714285714285714,0.3333333333333333,0.28,0.4356435643564356,0.53125,0.303030303030303,0.4823008849557522,0.5833333333333334,0.3684210526315789,0.3069306930693069,0.1,0.25,0.0555555555555555,23.58490566037736,0.4166666666666667,0.3125,0.0802469135802469,0.0408163265306122,0.1320754716981132,0.0895522388059701,0.0930232558139534,0.0560747663551401,0.0508474576271186,0.1304347826086956,,0.0714285714285714,0.0666666666666666,0.0983606557377049,0.119047619047619,0.0384615384615384,0.5,0.198019801980198,0.4,0.5333333333333333,0.5,0.1782178217821782,0.2777777777777778,0.2941176470588235,0.4,0.3168316831683168,0.40625,0.4193548387096774,0.5384615384615384,0.1188118811881188,0.5,0.5,1.0,0.1881188118811881,0.3157894736842105,0.3157894736842105,1.0,0.5,0.25,0.125,0.1818181818181818,0.5,0.0606060606060606,,0.1818181818181818,0.3333333333333333,0.504950495049505,0.3529411764705882,0.4762601010101011,0.5102153846153846,0.4400467741935484,0.0648148148148148,0.0909090909090909,0.1926605504587156,0.2568807339449541,10.912857142857142,26.151612903225807,0.3546255506607929,4.0,2.0,,1.0,4.0,1.0,1.0,,,0.0545454545454545,0.1818181818181818,,,,,,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.75,0.03125,0.0769230769230769,0.125,1.0,1.0,0.5,1.0,,,,,True,,,,,,,,,
201164,1610612757,Rudy Fernandez,Rudy Fernandez,201164,POR,8185.0,136.0,7.0,265.0,260,81.0,84,36.0,525,2.0,3.0,,,,,2.0,5.0,4.0,9.0,1.0,7.0,,3.0,6.0,15.0,,,4.0,8.0,17.0,7.0,22.0,2.0,39.0,270.0,2.0,2.0,3.0,4.0,1.0,4.0,,7.0,,2.0,6.0,10.0,18.0,,15.0,6.0,3.0,7.0,4.0,11.0,2.0,2.0,3.0,3.0,26.0,1.0,2.0,1.0,12.0,,13.0,3.0,16.0,,11.0,6.0,5.0,9.0,7.0,4.0,2.0,2.0,13.0,,1.0,7.0,,8.0,,5.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,81.0,2.0,1.0,0.375,0.375,0.8571428571428571,0.3181818181818182,,0.3181818181818182,0.4705882352941176,1.0,0.25,0.4743589743589743,0.4,0.0909090909090909,0.4756097560975609,0.4,0.0833333333333333,0.5641025641025641,0.1764705882352941,0.3333333333333333,0.2,17.532467532467532,0.6923076923076923,,0.1304347826086956,0.0263157894736842,0.0454545454545454,0.0217391304347826,0.1140350877192982,0.0245901639344262,,0.0294117647058823,,0.1333333333333333,,0.2051282051282051,0.0588235294117647,,1.0,0.0769230769230769,0.6666666666666666,1.0,0.5,0.1282051282051282,0.4,0.5,0.5,0.2307692307692307,0.4444444444444444,0.5,0.25,0.1794871794871795,0.1428571428571428,0.1428571428571428,1.0,0.3846153846153846,0.4,0.4,0.8333333333333334,,,,,,0.2727272727272727,,0.3636363636363636,,0.6410256410256411,0.4,0.4955333333333334,0.4596749999999999,0.4691181818181818,0.05,0.1111111111111111,0.1025641025641025,0.0512820512820512,11.941176470588234,24.563636363636363,0.3056603773584905,,,1.0,1.0,,,1.0,1.0,,0.0769230769230769,,,3.0,1.0,,,,3.0,,,,,,1.0,,0.1111111111111111,,0.6,,,,,1.0,,,,True,,,,,,,,,
201141,1610612757,Greg Oden,Greg Oden,201141,POR,4745.0,79.0,37.0,154.0,149,47.0,54,20.0,303,10.0,16.0,6.0,9.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,13.0,19.0,,,7.0,33.0,143.0,6.0,9.0,,14.0,3.0,3.0,,,5.0,11.0,12.0,14.0,,6.0,,,3.0,2.0,1.0,3.0,,1.0,1.0,1.0,7.0,3.0,6.0,6.0,21.0,1.0,28.0,9.0,37.0,,,,,4.0,,7.0,4.0,1.0,11.0,2.0,5.0,15.0,4.0,10.0,,7.0,2.0,2.0,10.0,8.0,2.0,10.0,7.0,11.0,47.0,2.0,2.0,0.4615384615384615,0.6,,,,,0.6842105263157895,0.6666666666666666,1.0,0.6842105263157895,0.6666666666666666,1.0,0.75,0.7,1.1,,0.1578947368421052,0.1875,,18.857142857142858,0.3636363636363636,0.1428571428571428,0.3230769230769231,0.1463414634146341,0.3333333333333333,0.1428571428571428,0.3253012048192771,0.1451612903225806,0.1764705882352941,0.1333333333333333,0.1666666666666666,0.25,0.5294117647058824,0.25,0.3529411764705882,,0.7,0.8421052631578947,0.625,0.7692307692307693,0.5,0.1578947368421052,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,1.0,0.6666666666666666,,1.0,1.0,,,,,0.8421052631578947,,0.5420789473684211,0.5691857142857143,0.5855666666666667,0.1,0.1,0.4242424242424242,0.3333333333333333,1.2578947368421052,,0.3051948051948052,2.0,,,,1.0,5.0,2.0,1.0,,0.1333333333333333,,0.1111111111111111,,,,,,,,,,,,2.0,,,,,,,,,,1.0,2.0,0.3333333333333333,True,,,,,,,,,
2038,1610612757,Joel Przybilla,Joel Przybilla,2038,POR,6507.0,108.0,9.0,205.0,205,56.0,67,30.0,410,4.0,18.0,2.0,12.0,,2.0,,,,,,,,,,,,,,4.0,18.0,,,6.0,14.0,200.0,2.0,12.0,,7.0,,2.0,,,4.0,4.0,4.0,4.0,,4.0,,,4.0,1.0,1.0,2.0,,1.0,1.0,,5.0,1.0,20.0,9.0,22.0,3.0,34.0,21.0,55.0,6.0,1.0,,1.0,1.0,1.0,8.0,,,9.0,,12.0,20.0,3.0,10.0,3.0,9.0,5.0,,5.0,3.0,2.0,5.0,3.0,4.0,56.0,2.0,,0.5,1.0,,,,,0.2222222222222222,0.1666666666666666,,0.2222222222222222,0.1666666666666666,,0.3181818181818182,0.25,0.4,,0.2222222222222222,0.2222222222222222,,12.550607287449392,0.1111111111111111,0.75,0.2933333333333333,0.2816901408450704,0.375,0.03125,0.3131313131313131,0.203883495145631,0.3928571428571428,,0.0833333333333333,0.1666666666666666,0.5555555555555556,0.2424242424242424,0.3888888888888889,0.6,0.6,1.0,0.2222222222222222,0.2857142857142857,0.5,,,,,,,,,,,,,,,,,1.0,0.1666666666666666,,1.0,,,,,,1.0,,0.5727833333333332,0.56575,0.526,0.2272727272727272,0.2272727272727272,0.5,0.2857142857142857,,,0.2731707317073171,3.0,,,,2.0,1.0,1.0,1.0,,0.2142857142857142,0.3333333333333333,0.2,,1.0,,,,,,,,,,3.0,,,,,,,,,,,4.0,,True,,,,,,,,,
2581,1610612757,Steve Blake,Steve Blake,2581,POR,5235.0,87.0,17.0,179.0,168,77.0,88,19.0,347,,2.0,,,,,,1.0,,3.0,3.0,6.0,2.0,4.0,3.0,8.0,,2.0,5.0,,6.0,6.0,14.0,7.0,25.0,169.0,,1.0,,,,,4.0,9.0,7.0,19.0,,,18.0,,8.0,3.0,1.0,3.0,3.0,6.0,2.0,1.0,1.0,1.0,15.0,,,1.0,6.0,,7.0,,7.0,,2.0,,2.0,3.0,2.0,,1.0,,3.0,,5.0,11.0,,6.0,,8.0,,4.0,,,,,,19.0,77.0,4.0,4.0,,,1.0,0.4285714285714285,0.4444444444444444,0.4285714285714285,,,,0.45,,0.6666666666666666,0.5208333333333334,,0.7307692307692307,0.7,0.1666666666666666,0.5,,13.043478260869566,1.0,,0.1,,0.0384615384615384,,0.0813953488372093,,,,,0.0416666666666666,0.1904761904761904,0.0666666666666666,0.0476190476190476,,,0.1,,,,0.05,,,,0.15,,,,0.3,0.5,0.5,1.0,0.4,0.375,0.375,1.0,,,,,,0.4444444444444444,0.5,0.5555555555555556,0.4,0.8,0.375,0.520005,0.4177,0.5426166666666666,,,,0.76,11.566666666666668,24.04285714285714,0.4301675977653631,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
201573,1610612757,Jerryd Bayless,Jerryd Bayless,201573,POR,2555.0,43.0,,86.0,92,35.0,41,12.0,178,6.0,9.0,,,1.0,2.0,,,2.0,7.0,1.0,1.0,,,,,,,,8.0,16.0,1.0,1.0,10.0,29.0,95.0,,,,,2.0,4.0,,,8.0,12.0,8.0,8.0,3.0,,,,1.0,2.0,4.0,6.0,3.0,1.0,,1.0,16.0,1.0,,1.0,3.0,,4.0,1.0,5.0,,,,,2.0,1.0,2.0,1.0,,4.0,2.0,3.0,9.0,1.0,9.0,,12.0,4.0,3.0,,,,,,12.0,35.0,1.0,3.0,0.5,0.5,1.0,1.0,,1.0,0.5,,0.5,0.5588235294117647,,0.5,0.6590909090909091,,0.75,0.0588235294117647,0.0625,0.1111111111111111,,26.804123711340207,0.5,,0.0909090909090909,,0.1111111111111111,0.125,0.0952380952380952,0.0294117647058823,,0.2,,0.1818181818181818,,0.0588235294117647,0.1428571428571428,,,0.5294117647058824,0.6666666666666666,0.75,0.3333333333333333,,,,,0.4117647058823529,0.2857142857142857,0.2857142857142857,1.0,0.0588235294117647,1.0,1.0,1.0,,,,,,,,0.5,0.5,,,,,0.5882352941176471,,0.5064529411764706,,0.38005,0.2105263157894736,0.2222222222222222,,0.4137931034482758,8.13125,22.4,0.4069767441860465,,,1.0,,3.0,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
